SUA_CODE_2021,M_Tot_0,M_Tot_1_19,M_Tot_20_29,M_Tot_30_34,M_Tot_35_39,M_Tot_40_44,M_Tot_45_49,M_Tot_50_over,M_Tot_hours_NS,M_Tot_Tot,F_AgriForestFish_0,F_AgriForestFish_1_19,F_AgriForestFish_20_29,F_AgriForestFish_30_34,F_AgriForestFish_35_39,F_AgriForestFish_40_44,F_AgriForestFish_45_49,F_AgriForestFish_50_over,F_AgriForestFish_hours_NS,F_AgriForestFish_Tot,F_Min_0,F_Min_1_19,F_Min_20_29,F_Min_30_34,F_Min_35_39,F_Min_40_44,F_Min_45_49,F_Min_50_over,F_Min_hours_NS,F_Min_Tot,F_Mnfg_0,F_Mnfg_1_19,F_Mnfg_20_29,F_Mnfg_30_34,F_Mnfg_35_39,F_Mnfg_40_44,F_Mnfg_45_49,F_Mnfg_50_over,F_Mnfg_hours_NS,F_Mnfg_Tot,F_EGW_WS_0,F_EGW_WS_1_19,F_EGW_WS_20_29,F_EGW_WS_30_34,F_EGW_WS_35_39,F_EGW_WS_40_44,F_EGW_WS_45_49,F_EGW_WS_50_over,F_EGW_WS_hours_NS,F_EGW_WS_Tot,F_Cnstn_0,F_Cnstn_1_19,F_Cnstn_20_29,F_Cnstn_30_34,F_Cnstn_35_39,F_Cnstn_40_44,F_Cnstn_45_49,F_Cnstn_50_over,F_Cnstn_hours_NS,F_Cnstn_Tot,F_WTrade_0,F_WTrade_1_19,F_WTrade_20_29,F_WTrade_30_34,F_WTrade_35_39,F_WTrade_40_44,F_WTrade_45_49,F_WTrade_50_over,F_WTrade_hours_NS,F_WTrade_Tot,F_RTrade_0,F_RTrade_1_19,F_RTrade_20_29,F_RTrade_30_34,F_RTrade_35_39,F_RTrade_40_44,F_RTrade_45_49,F_RTrade_50_over,F_RTrade_hours_NS,F_RTrade_Tot,F_AccomFoodS_0,F_AccomFoodS_1_19,F_AccomFoodS_20_29,F_AccomFoodS_30_34,F_AccomFoodS_35_39,F_AccomFoodS_40_44,F_AccomFoodS_45_49,F_AccomFoodS_50_over,F_AccomFoodS_hours_NS,F_AccomFoodS_Tot,F_TransPostWhse_0,F_TransPostWhse_1_19,F_TransPostWhse_20_29,F_TransPostWhse_30_34,F_TransPostWhse_35_39,F_TransPostWhse_40_44,F_TransPostWhse_45_49,F_TransPostWhse_50_over,F_TransPostWhse_hours_NS,F_TransPostWhse_Tot,F_InfoMedTelecom_0,F_InfoMedTelecom_1_19,F_InfoMedTelecom_20_29,F_InfoMedTelecom_30_34,F_InfoMedTelecom_35_39,F_InfoMedTelecom_40_44,F_InfoMedTelecom_45_49,F_InfoMedTelecom_50_over,F_InfoMedTelecom_hours_NS,F_InfoMedTelecom_Tot,F_FinInsurS_0,F_FinInsurS_1_19,F_FinInsurS_20_29,F_FinInsurS_30_34,F_FinInsurS_35_39,F_FinInsurS_40_44,F_FinInsurS_45_49,F_FinInsurS_50_over,F_FinInsurS_hours_NS,F_FinInsurS_Tot,F_RentHirREserv_0,F_RentHirREserv_1_19,F_RentHirREserv_20_29,F_RentHirREserv_30_34,F_RentHirREserv_35_39,F_RentHirREserv_40_44,F_RentHirREserv_45_49,F_RentHirREserv_50_over,F_RentHirREserv_hours_NS,F_RentHirREserv_Tot,F_ProScieTechServ_0,F_ProScieTechServ_1_19,F_ProScieTechServ_20_29,F_ProScieTechServ_30_34,F_ProScieTechServ_35_39,F_ProScieTechServ_40_44,F_ProScieTechServ_45_49,F_ProScieTechServ_50_over,F_ProScieTechServ_hours_NS,F_ProScieTechServ_Tot,F_AdminSupServ_0,F_AdminSupServ_1_19,F_AdminSupServ_20_29,F_AdminSupServ_30_34,F_AdminSupServ_35_39,F_AdminSupServ_40_44,F_AdminSupServ_45_49,F_AdminSupServ_50_over,F_AdminSupServ_hours_NS,F_AdminSupServ_Tot,F_PubAdmiSafety_0,F_PubAdmiSafety_1_19,F_PubAdmiSafety_20_29,F_PubAdmiSafety_30_34,F_PubAdmiSafety_35_39,F_PubAdmiSafety_40_44,F_PubAdmiSafety_45_49,F_PubAdmiSafety_50_over,F_PubAdmiSafety_hours_NS,F_PubAdmiSafety_Tot,F_EducTrain_0,F_EducTrain_1_19,F_EducTrain_20_29,F_EducTrain_30_34,F_EducTrain_35_39,F_EducTrain_40_44,F_EducTrain_45_49,F_EducTrain_50_over,F_EducTrain_hours_NS,F_EducTrain_Tot,F_HealthCareSocA_0,F_HealthCareSocA_1_19,F_HealthCareSocA_20_29,F_HealthCareSocA_30_34,F_HealthCareSocA_35_39,F_HealthCareSocA_40_44,F_HealthCareSocA_45_49,F_HealthCareSocA_50_over,F_HealthCareSocA_hours_NS,F_HealthCareSocA_Tot,F_ArtRecServ_0,F_ArtRecServ_1_19,F_ArtRecServ_20_29,F_ArtRecServ_30_34,F_ArtRecServ_35_39,F_ArtRecServ_40_44,F_ArtRecServ_45_49,F_ArtRecServ_50_over,F_ArtRecServ_hours_NS,F_ArtRecServ_Tot,F_OthServ_0,F_OthServ_1_19,F_OthServ_20_29,F_OthServ_30_34,F_OthServ_35_39,F_OthServ_40_44,F_OthServ_45_49,F_OthServ_50_over,F_OthServ_hours_NS,F_OthServ_Tot
1021,427,656,475,338,1227,1407,399,876,122,5927,3,12,13,5,11,12,4,6,0,65,0,3,0,0,0,0,0,4,0,21,11,36,28,15,49,41,11,8,0,197,4,4,5,0,7,3,0,4,0,25,17,57,37,22,37,38,9,12,0,231,4,4,10,7,16,9,9,0,0,66,77,165,115,64,104,54,22,20,5,625,84,135,45,22,30,13,3,7,4,349,15,22,10,4,25,17,4,12,0,111,8,3,4,7,10,4,3,3,0,49,10,11,26,17,51,31,4,14,0,160,8,12,9,10,31,20,5,4,5,90,17,44,40,32,56,36,12,12,0,253,15,50,34,8,24,11,8,3,0,159,16,14,33,18,94,29,19,12,0,242,53,144,88,72,118,112,34,84,3,714,126,278,349,270,318,239,37,67,20,1713,16,19,12,3,9,5,3,0,0,66,51,63,36,16,38,19,9,7,3,248
1022,126,215,163,116,534,729,300,847,60,3088,5,7,8,3,6,9,0,0,0,42,15,0,4,4,10,31,27,37,3,137,7,25,20,15,19,8,5,0,0,97,0,3,4,0,0,0,0,0,0,11,4,14,13,7,13,10,4,6,0,70,4,5,9,3,18,5,0,0,0,50,27,108,69,44,59,47,13,14,5,386,40,134,53,29,39,22,3,5,14,329,0,3,3,7,10,13,6,3,0,37,3,5,0,0,10,3,0,0,0,17,3,9,13,4,17,9,0,0,0,47,0,0,6,8,19,10,3,5,0,53,8,16,26,17,26,26,10,6,0,130,11,46,22,6,8,20,0,11,4,133,9,17,19,4,49,20,0,5,0,123,19,50,76,53,43,64,29,57,5,386,38,78,133,92,108,89,18,40,3,595,0,7,5,4,8,4,0,5,0,37,5,31,24,18,20,17,3,9,3,118
1023,109,208,164,95,522,635,297,737,70,2837,3,3,6,0,13,4,5,3,0,37,11,15,28,8,22,34,29,69,0,216,4,7,6,0,15,21,5,6,0,69,3,0,0,0,23,13,4,4,0,44,3,8,10,3,15,12,5,6,0,58,4,6,0,0,6,14,4,0,0,33,18,88,68,41,57,29,13,3,4,309,24,109,44,16,37,17,3,7,4,264,0,5,0,3,7,6,0,3,0,33,0,3,4,5,3,0,0,0,0,18,0,4,4,3,19,4,0,0,0,36,0,0,0,0,4,7,0,3,0,22,6,9,17,5,17,17,3,6,0,78,8,40,28,13,34,16,8,18,0,168,19,13,11,6,54,23,4,5,0,134,15,43,48,38,45,34,16,41,0,274,32,78,93,75,95,62,19,20,0,469,4,6,4,3,4,3,0,3,0,24,6,29,16,13,16,11,4,3,0,96
1024,391,825,450,322,1077,1273,388,744,103,5566,7,6,9,0,0,5,0,0,0,30,0,0,0,0,4,5,4,8,0,20,3,24,12,19,27,15,5,8,0,112,0,0,3,0,4,8,0,3,0,14,8,49,30,15,24,17,5,8,3,150,5,7,5,5,6,9,6,4,0,51,77,259,142,71,92,50,11,23,5,727,154,303,91,56,56,33,8,18,4,719,10,27,14,6,18,12,4,11,0,96,3,10,3,0,3,0,0,0,0,22,4,16,18,19,37,29,4,10,0,145,6,16,11,8,45,25,8,7,0,119,5,66,58,25,46,51,8,16,3,292,30,82,37,11,30,21,3,4,0,224,21,22,38,23,106,52,20,25,0,295,47,138,129,82,94,81,44,64,5,680,83,226,303,175,224,150,39,40,10,1246,9,27,16,8,5,9,0,11,0,90,26,57,52,28,27,20,3,9,0,223
1025,5768,12671,8806,6590,26229,30865,9724,18569,1767,120981,24,95,88,43,101,78,22,56,7,514,70,33,91,45,188,208,75,189,10,908,176,505,476,321,859,633,197,233,13,3415,32,51,77,52,212,176,43,48,0,683,130,498,498,297,596,678,131,221,23,3083,56,161,196,117,338,279,64,88,4,1303,1146,4187,2670,1346,2104,1035,302,351,105,13240,1349,4400,1654,644,874,544,141,251,115,9969,135,346,266,141,366,354,92,155,16,1869,53,123,94,48,236,122,24,55,0,755,287,296,630,426,1660,842,199,260,23,4621,69,183,187,123,498,333,79,123,3,1602,319,975,1087,752,1506,1269,290,458,28,6687,310,1128,787,416,825,521,105,191,56,4339,512,395,888,423,2508,1189,383,415,28,6736,920,2837,2489,1749,2950,2228,858,1679,66,15780,2375,5174,6747,5476,6786,5502,1043,1732,240,35069,194,471,205,112,158,130,30,62,12,1374,435,1172,871,454,782,480,123,164,32,4507
1026,337,923,596,457,1839,1968,578,1132,156,7990,3,12,16,4,10,11,0,14,0,71,0,0,0,0,0,0,0,4,0,3,10,43,36,15,55,33,11,9,0,216,0,4,3,0,5,0,0,0,0,17,5,46,22,22,40,20,11,8,0,177,3,14,8,7,9,18,0,3,0,58,65,327,207,120,177,95,30,28,13,1064,70,321,128,44,71,64,21,28,8,750,4,24,19,13,21,18,0,6,3,113,0,12,8,0,5,0,0,4,0,33,9,3,18,14,27,29,10,5,4,104,3,16,16,6,47,16,0,8,4,116,19,37,42,34,80,43,12,21,0,284,16,86,52,19,52,24,3,9,4,270,38,35,51,30,213,155,34,32,6,602,58,147,155,113,142,116,44,104,3,874,132,359,459,328,467,328,56,84,21,2240,4,22,26,4,15,15,3,12,0,92,18,88,44,35,57,40,4,17,0,307
1027,304,896,613,399,2006,2214,914,2266,167,9768,6,28,16,16,13,19,4,9,0,104,12,3,13,7,13,37,30,64,0,188,10,32,22,14,50,53,13,16,0,213,0,0,0,0,3,11,0,0,0,27,0,32,46,25,28,35,14,12,0,194,4,9,7,6,25,18,8,3,0,79,41,342,191,107,196,113,44,38,10,1075,69,290,140,71,97,60,13,38,14,781,8,33,28,6,38,28,5,7,0,152,3,10,6,9,20,13,0,6,0,65,8,10,20,17,49,35,16,9,3,167,9,20,12,4,51,16,0,8,0,116,15,58,56,47,101,53,21,35,0,396,13,111,43,31,71,33,10,12,0,330,60,69,97,49,337,146,57,49,5,867,54,224,184,125,308,206,100,159,7,1372,197,311,492,369,729,651,134,174,17,3073,0,35,15,4,16,7,4,4,0,82,19,66,75,38,67,49,15,25,6,361
1028,407,1412,827,761,2207,2389,697,1411,161,10270,0,12,5,4,8,12,0,0,0,35,0,3,0,0,0,0,0,0,0,10,7,47,28,17,37,18,11,16,4,177,8,8,16,27,89,80,15,25,0,261,9,37,52,34,39,44,7,11,0,222,5,8,12,14,24,9,0,5,0,83,87,397,226,149,226,107,40,30,14,1271,81,497,201,79,131,69,15,44,9,1135,7,21,17,13,34,18,3,14,0,126,8,13,9,0,25,9,10,9,0,73,10,17,24,22,53,44,9,16,0,192,7,21,15,19,53,46,8,13,0,180,17,93,68,62,105,74,18,39,6,470,17,121,66,34,70,40,7,16,6,366,46,41,52,44,200,103,32,44,4,558,68,250,206,196,315,236,93,188,7,1561,191,540,667,554,728,535,97,173,29,3517,16,44,24,6,19,11,4,10,0,130,21,111,73,48,60,52,8,19,3,394
1029,175,313,261,135,702,1167,496,1333,87,4664,4,7,12,11,7,7,5,6,0,49,31,15,21,12,44,58,53,107,6,349,3,21,11,13,27,23,5,6,0,109,6,4,3,7,18,6,0,7,0,41,7,20,16,15,20,24,6,12,0,119,0,4,7,7,18,12,0,6,0,61,29,134,111,59,65,37,5,16,3,459,55,188,63,18,41,11,0,14,6,397,5,7,5,10,9,14,3,10,0,62,0,0,0,0,4,0,0,0,0,10,0,6,5,5,23,10,0,4,0,52,5,5,4,4,12,16,0,8,0,56,8,38,21,15,32,13,3,6,6,133,15,51,38,19,44,30,8,20,0,229,14,12,16,8,49,37,8,9,0,156,22,93,64,41,55,38,30,51,0,391,43,106,145,94,145,92,20,30,8,681,6,11,5,5,6,0,0,0,0,31,11,33,40,18,26,34,5,8,3,168
1030,209,396,316,259,820,875,229,508,77,3698,0,5,0,0,4,0,0,4,0,17,0,0,0,0,0,0,0,0,0,0,9,24,13,7,26,10,4,6,0,85,0,3,0,0,5,3,0,0,0,19,0,34,22,7,24,24,8,5,0,126,5,3,0,3,8,6,4,0,0,27,32,125,98,58,72,40,7,16,3,448,49,162,57,15,60,15,8,13,6,380,4,14,16,3,8,7,0,3,0,55,0,9,3,0,3,0,0,0,0,14,3,8,18,7,14,16,5,3,0,71,3,12,3,5,22,12,0,6,0,72,10,36,37,23,38,20,12,10,0,176,23,52,33,11,24,9,0,5,0,168,21,15,23,23,109,73,15,18,10,316,24,107,60,70,84,44,35,56,5,488,67,164,219,131,191,132,35,51,8,991,0,9,4,3,10,3,0,7,0,40,17,32,34,8,28,22,4,3,0,146
1031,117928,122085,89037,49812,238522,295597,71771,161982,22799,1169526,232,665,595,357,648,518,139,342,49,3537,40,63,72,56,205,254,59,142,0,894,3474,5211,4411,2665,11083,8520,2164,2938,267,40732,245,279,341,245,1609,1308,291,525,16,4856,4584,5474,3906,1781,5071,6202,1098,2249,359,30732,1969,2723,2750,1833,8518,7695,1701,2569,133,29892,21441,22327,16051,7647,16498,11677,2586,4278,1071,103573,17834,19909,8321,2954,4478,3196,693,1452,699,59547,3101,3335,3474,1720,7268,6450,1423,2127,288,29190,1499,1525,1615,1233,5325,6279,1468,3362,125,22426,3691,3412,5716,4834,20931,23430,5020,9494,426,76956,1480,2840,2311,1399,4885,5061,1131,1858,165,21138,5606,12386,12423,7548,24532,30546,7126,12966,640,113771,4781,6677,5347,2450,7294,5976,1141,1782,341,35794,4095,3284,5558,2563,20986,11855,3332,4459,336,56462,11137,24307,18104,12225,26911,21824,6457,15251,915,137131,17016,36497,38259,24887,46482,38946,6683,12094,1923,222792,4933,2749,1868,929,2409,2082,473,802,128,16378,10158,5621,3753,1820,5003,3485,780,1197,328,32142
1032,311,895,622,502,2256,2563,765,1743,177,9833,0,18,13,3,22,36,0,13,0,108,0,0,0,0,3,0,0,8,0,13,15,62,43,33,108,253,25,38,3,593,0,3,4,3,14,0,0,4,0,30,3,22,29,18,40,34,10,11,6,168,6,9,13,13,34,26,4,6,0,111,64,332,236,122,242,100,34,45,7,1187,69,311,147,64,115,52,25,34,12,827,15,25,23,13,36,29,14,15,3,180,3,6,9,8,18,23,10,10,0,77,12,13,20,32,59,47,11,12,0,205,3,9,19,3,46,20,6,16,4,121,12,53,48,43,137,49,25,26,0,375,19,75,50,27,87,49,12,14,0,337,30,24,42,21,231,66,29,37,3,488,53,169,184,167,314,193,95,188,4,1358,168,320,435,395,653,541,117,161,18,2808,4,26,22,7,19,5,0,8,0,98,18,64,75,47,97,40,15,21,5,366
1033,191,505,428,361,1042,997,280,665,115,4584,0,5,5,3,6,9,0,9,0,49,0,3,0,0,0,0,0,0,0,6,3,20,21,12,34,19,0,8,0,117,0,0,0,0,4,6,0,0,0,10,0,19,6,10,14,13,0,4,0,71,0,9,8,0,11,5,0,4,0,34,35,184,152,102,110,54,18,24,13,698,34,140,87,42,45,29,8,19,3,387,0,18,13,4,10,8,0,7,0,59,0,3,9,3,8,4,0,0,0,32,0,3,17,10,19,16,3,6,0,75,0,7,5,3,34,8,7,4,0,77,6,21,27,12,28,31,9,13,3,149,12,68,32,11,26,15,3,11,10,191,9,14,17,13,58,21,8,6,0,147,21,95,73,97,95,79,20,51,3,541,91,193,325,265,367,276,53,86,22,1675,0,20,7,4,3,4,0,0,4,45,3,42,22,22,36,26,3,8,0,165
1034,156,498,290,254,617,742,183,424,67,3230,0,8,3,0,0,4,0,5,0,28,0,0,0,0,0,0,0,0,0,0,3,15,12,15,5,6,0,9,0,66,0,0,0,0,0,0,0,0,0,0,3,30,12,12,17,4,0,7,3,87,0,0,5,3,0,3,3,7,0,33,33,184,116,44,74,47,5,20,5,526,49,210,66,42,40,23,9,24,14,470,0,13,4,3,10,0,0,3,0,41,0,6,4,0,4,5,0,0,0,19,6,6,14,12,17,16,3,0,0,68,0,14,14,5,23,8,4,3,0,68,10,41,49,21,28,19,6,10,0,188,7,64,30,14,17,9,4,7,4,160,12,13,22,7,52,18,4,7,0,134,29,91,76,39,60,57,23,53,5,428,42,135,195,93,112,69,14,20,10,691,0,5,8,7,8,5,0,3,0,38,11,36,28,16,17,16,6,6,3,132
1035,384,1374,837,681,3366,3408,1156,2426,243,13887,6,46,24,20,22,10,7,16,0,155,0,5,0,0,0,0,0,0,0,6,10,68,38,39,113,65,14,23,3,382,0,3,3,4,28,11,7,3,0,56,8,43,50,25,75,56,9,21,0,291,8,16,17,17,44,35,12,13,0,152,89,518,300,155,262,120,48,48,19,1565,65,479,203,93,154,56,29,54,4,1137,10,23,32,17,47,35,14,12,0,196,5,9,12,7,29,11,9,10,0,88,10,19,35,19,63,53,16,23,3,248,5,15,15,10,49,36,5,10,0,143,33,66,107,54,172,92,30,48,0,605,27,146,79,50,111,63,6,23,9,514,58,68,96,31,313,160,60,91,16,890,116,289,313,208,498,362,121,234,10,2151,214,457,691,562,970,751,149,252,24,4082,8,45,22,7,17,6,3,5,0,110,26,97,101,76,116,73,14,17,3,530
1036,6107,8085,5035,3372,15250,17256,5316,9511,1108,71043,13,45,42,13,30,18,10,18,3,183,10,18,21,3,33,39,22,37,0,194,137,282,208,140,390,338,124,133,5,1763,11,14,28,16,72,52,12,25,0,226,172,363,268,113,218,269,49,94,23,1568,70,120,103,51,163,135,16,44,0,694,1514,2006,1307,678,947,477,135,171,71,7300,1548,2212,632,212,315,186,47,102,58,5308,133,199,175,72,237,204,56,89,16,1180,50,64,64,42,141,106,26,45,3,537,151,209,406,273,886,580,127,167,8,2805,57,128,121,78,301,173,34,65,0,962,241,627,632,349,865,673,165,270,16,3833,266,622,388,202,471,235,54,90,10,2333,382,356,694,316,1621,695,264,272,19,4630,864,1793,1565,984,2135,1479,475,1091,43,10434,1442,3113,3714,2521,3474,3009,539,862,126,18794,295,193,136,49,116,77,18,28,8,912,885,457,292,131,299,192,34,60,21,2383
