SUA_CODE_2021,M_15_19_yr_Married,M_15_19_yr_Separated,M_15_19_yr_Divorced,M_15_19_yr_Widowed,M_15_19_yr_Never_married,M_15_19_yr_Tot,M_20_24_yr_Married,M_20_24_yr_Separated,M_20_24_yr_Divorced,M_20_24_yr_Widowed,M_20_24_yr_Never_married,M_20_24_yr_Tot,M_25_34_yr_Married,M_25_34_yr_Separated,M_25_34_yr_Divorced,M_25_34_yr_Widowed,M_25_34_yr_Never_married,M_25_34_yr_Tot,M_35_44_yr_Married,M_35_44_yr_Separated,M_35_44_yr_Divorced,M_35_44_yr_Widowed,M_35_44_yr_Never_married,M_35_44_yr_Tot,M_45_54_yr_Married,M_45_54_yr_Separated,M_45_54_yr_Divorced,M_45_54_yr_Widowed,M_45_54_yr_Never_married,M_45_54_yr_Tot,M_55_64_yr_Married,M_55_64_yr_Separated,M_55_64_yr_Divorced,M_55_64_yr_Widowed,M_55_64_yr_Never_married,M_55_64_yr_Tot,M_65_74_yr_Married,M_65_74_yr_Separated,M_65_74_yr_Divorced,M_65_74_yr_Widowed,M_65_74_yr_Never_married,M_65_74_yr_Tot,M_75_84_yr_Married,M_75_84_yr_Separated,M_75_84_yr_Divorced,M_75_84_yr_Widowed,M_75_84_yr_Never_married,M_75_84_yr_Tot,M_85ov_Married,M_85ov_Separated,M_85ov_Divorced,M_85ov_Widowed,M_85ov_Never_married,M_85ov_Tot,M_Tot_Married,M_Tot_Separated,M_Tot_Divorced,M_Tot_Widowed,M_Tot_Never_married,M_Tot_Tot,F_15_19_yr_Married,F_15_19_yr_Separated,F_15_19_yr_Divorced,F_15_19_yr_Widowed,F_15_19_yr_Never_married,F_15_19_yr_Tot,F_20_24_yr_Married,F_20_24_yr_Separated,F_20_24_yr_Divorced,F_20_24_yr_Widowed,F_20_24_yr_Never_married,F_20_24_yr_Tot,F_25_34_yr_Married,F_25_34_yr_Separated,F_25_34_yr_Divorced,F_25_34_yr_Widowed,F_25_34_yr_Never_married,F_25_34_yr_Tot,F_35_44_yr_Married,F_35_44_yr_Separated,F_35_44_yr_Divorced,F_35_44_yr_Widowed,F_35_44_yr_Never_married,F_35_44_yr_Tot,F_45_54_yr_Married,F_45_54_yr_Separated,F_45_54_yr_Divorced,F_45_54_yr_Widowed,F_45_54_yr_Never_married,F_45_54_yr_Tot,F_55_64_yr_Married,F_55_64_yr_Separated,F_55_64_yr_Divorced,F_55_64_yr_Widowed,F_55_64_yr_Never_married,F_55_64_yr_Tot,F_65_74_yr_Married,F_65_74_yr_Separated,F_65_74_yr_Divorced,F_65_74_yr_Widowed,F_65_74_yr_Never_married,F_65_74_yr_Tot,F_75_84_yr_Married,F_75_84_yr_Separated,F_75_84_yr_Divorced,F_75_84_yr_Widowed,F_75_84_yr_Never_married,F_75_84_yr_Tot,F_85ov_Married,F_85ov_Separated,F_85ov_Divorced,F_85ov_Widowed,F_85ov_Never_married,F_85ov_Tot,F_Tot_Married,F_Tot_Separated,F_Tot_Divorced,F_Tot_Widowed,F_Tot_Never_married,F_Tot_Tot,P_15_19_yr_Married,P_15_19_yr_Separated,P_15_19_yr_Divorced,P_15_19_yr_Widowed,P_15_19_yr_Never_married,P_15_19_yr_Tot,P_20_24_yr_Married,P_20_24_yr_Separated,P_20_24_yr_Divorced,P_20_24_yr_Widowed,P_20_24_yr_Never_married,P_20_24_yr_Tot,P_25_34_yr_Married,P_25_34_yr_Separated,P_25_34_yr_Divorced,P_25_34_yr_Widowed,P_25_34_yr_Never_married,P_25_34_yr_Tot,P_35_44_yr_Married,P_35_44_yr_Separated,P_35_44_yr_Divorced,P_35_44_yr_Widowed,P_35_44_yr_Never_married,P_35_44_yr_Tot,P_45_54_yr_Married,P_45_54_yr_Separated,P_45_54_yr_Divorced,P_45_54_yr_Widowed,P_45_54_yr_Never_married,P_45_54_yr_Tot,P_55_64_yr_Married,P_55_64_yr_Separated,P_55_64_yr_Divorced,P_55_64_yr_Widowed,P_55_64_yr_Never_married,P_55_64_yr_Tot,P_65_74_yr_Married,P_65_74_yr_Separated,P_65_74_yr_Divorced,P_65_74_yr_Widowed,P_65_74_yr_Never_married,P_65_74_yr_Tot,P_75_84_yr_Married,P_75_84_yr_Separated,P_75_84_yr_Divorced,P_75_84_yr_Widowed,P_75_84_yr_Never_married,P_75_84_yr_Tot,P_85ov_Married,P_85ov_Separated,P_85ov_Divorced,P_85ov_Widowed,P_85ov_Never_married,P_85ov_Tot,P_Tot_Married,P_Tot_Separated,P_Tot_Divorced,P_Tot_Widowed,P_Tot_Never_married,P_Tot_Tot
1022,0,0,0,0,376,376,11,0,0,0,323,333,274,14,16,6,551,859,432,35,40,0,279,786,393,43,105,3,171,713,423,30,90,7,125,667,368,24,75,31,58,554,242,4,31,54,23,357,65,0,7,42,10,127,2211,153,363,135,1911,4777,0,0,0,0,331,328,20,5,0,0,291,308,359,27,28,0,516,929,426,62,59,7,226,775,426,39,123,5,162,752,414,38,131,45,74,705,325,27,119,114,26,615,196,13,51,187,20,462,32,8,11,170,13,233,2203,215,519,526,1656,5114,0,0,0,0,707,710,33,5,0,0,612,642,635,41,43,0,1065,1786,853,91,102,4,504,1560,823,85,226,11,328,1469,837,66,222,52,199,1379,697,47,197,144,84,1167,433,21,84,238,40,822,96,7,21,207,25,353,4412,365,884,660,3567,9889
1023,0,0,0,0,422,422,13,0,0,0,360,367,246,23,16,0,667,952,403,58,67,0,319,843,394,46,111,7,217,779,386,48,122,10,155,726,329,30,79,29,39,506,156,6,35,33,15,243,23,0,3,21,5,60,1946,209,440,98,2205,4897,0,0,0,0,354,354,13,7,0,0,309,327,303,34,17,0,546,906,384,54,61,8,243,756,388,50,124,21,172,753,373,52,132,61,71,682,281,27,96,95,24,516,111,6,32,114,9,271,17,4,3,96,0,122,1864,224,472,390,1723,4681,0,0,0,0,770,770,21,7,0,0,662,696,549,58,32,0,1216,1860,789,109,131,9,566,1603,777,95,234,23,391,1528,756,98,256,67,232,1404,613,57,177,119,65,1026,262,14,72,144,23,517,37,4,9,114,10,179,3811,435,910,492,3931,9573
1024,0,0,0,0,798,801,12,0,0,3,536,557,274,18,10,0,735,1040,632,53,73,3,381,1141,894,82,230,16,384,1608,1336,96,356,36,292,2116,1708,93,373,98,137,2417,1226,45,175,181,45,1668,278,0,18,135,5,434,6372,397,1229,477,3318,11779,0,0,0,0,670,669,29,0,0,0,508,537,365,21,21,0,624,1032,752,71,129,12,348,1310,999,108,321,44,299,1778,1456,119,474,117,218,2380,1735,84,452,296,106,2671,946,33,217,535,45,1774,136,0,58,475,3,671,6417,432,1672,1470,2823,12823,3,0,0,0,1467,1471,42,0,0,3,1040,1097,639,42,26,0,1364,2069,1384,123,205,12,729,2450,1894,191,550,59,686,3381,2790,212,833,151,508,4501,3447,182,821,399,244,5085,2176,75,390,710,89,3440,412,3,79,602,11,1104,12789,827,2904,1944,6141,24604
1025,12,3,3,4,15173,15194,316,14,7,13,16741,17084,9200,546,510,21,24385,34662,17549,1350,1993,83,10716,31694,17169,1781,3839,205,7694,30679,17262,1416,4718,572,5145,29120,16689,958,3970,1183,2092,24889,9380,368,1560,1789,618,13719,2436,62,270,1575,134,4479,90020,6492,16876,5436,82696,201522,12,4,0,0,14572,14590,520,49,17,6,16134,16721,12062,893,810,60,21364,35189,18352,1908,2879,197,9416,32754,17764,2050,5288,555,6304,31953,17557,1672,6703,1723,3597,31249,15303,920,5466,3970,1501,27151,7242,280,2234,5978,538,16285,1317,46,495,5856,241,7958,90113,7824,23894,18350,73668,213849,29,4,0,4,29745,29785,832,61,27,22,32870,33805,21259,1441,1320,81,45750,69849,35904,3259,4874,275,20131,64445,34932,3827,9126,759,13995,62634,34816,3087,11425,2297,8749,60368,31990,1876,9435,5146,3591,52045,16621,656,3799,7769,1159,30001,3755,111,762,7431,377,12437,180140,14312,40765,23786,156361,415368
1026,4,0,0,0,1181,1180,29,0,5,0,1181,1214,742,65,33,0,1877,2721,1162,106,133,10,861,2277,1138,123,318,8,609,2195,1267,101,409,47,451,2271,1304,94,352,105,203,2055,820,45,176,148,54,1242,224,8,36,148,11,426,6694,547,1456,457,6426,15583,0,0,0,0,1071,1075,39,6,0,0,1039,1082,875,96,60,12,1438,2481,1186,126,202,18,718,2245,1133,163,428,51,499,2270,1279,129,545,132,285,2370,1245,82,442,353,136,2256,614,38,184,455,48,1346,116,6,57,439,16,628,6487,640,1922,1454,5247,15753,0,0,5,0,2247,2257,73,6,5,0,2220,2296,1614,165,89,12,3320,5201,2351,229,336,27,1580,4520,2268,282,752,58,1103,4469,2548,228,955,172,741,4643,2548,176,787,460,341,4314,1431,84,365,603,99,2581,340,12,93,581,31,1054,13186,1186,3373,1911,11674,31332
1027,0,0,0,0,1335,1337,37,4,0,0,1116,1167,946,55,47,4,1651,2702,1445,79,146,7,815,2495,1402,104,251,19,622,2396,1221,109,386,46,379,2127,1249,67,266,92,198,1873,750,36,116,130,60,1087,199,3,30,149,21,401,7257,455,1239,440,6195,15589,3,0,0,0,1229,1228,69,0,4,0,1117,1189,1169,90,62,6,1703,3026,1565,158,194,8,851,2790,1353,150,435,27,538,2500,1300,123,519,120,308,2373,1179,93,440,308,145,2164,557,34,169,512,61,1334,102,5,39,476,17,635,7304,653,1868,1465,5961,17251,4,0,0,5,2562,2567,109,9,4,0,2233,2354,2124,143,109,6,3349,5732,3015,238,337,22,1668,5281,2753,255,682,48,1159,4902,2520,226,905,169,687,4500,2431,163,705,392,341,4040,1307,71,284,643,120,2424,305,10,66,625,37,1045,14556,1111,3108,1904,12160,32841
1028,0,0,0,0,1454,1452,22,0,0,0,1177,1197,621,34,31,0,1643,2336,1428,102,144,5,865,2541,1616,156,368,18,632,2791,1742,157,541,44,452,2937,2190,128,563,146,209,3230,1604,62,275,237,91,2263,474,10,53,280,24,842,9694,661,1970,729,6545,19600,0,0,0,0,1443,1447,29,4,0,0,1268,1307,846,60,75,8,1527,2500,1564,197,243,23,768,2796,1723,243,590,58,622,3228,1904,213,835,161,408,3528,2129,143,792,430,209,3699,1270,38,366,931,95,2702,246,3,100,935,29,1321,9707,899,2992,2550,6369,22531,0,0,0,0,2894,2897,55,4,0,0,2450,2511,1466,92,108,7,3166,4842,2991,302,390,27,1627,5337,3337,393,962,78,1254,6021,3645,373,1377,202,858,6462,4318,269,1345,578,424,6934,2878,99,632,1170,189,4966,724,13,154,1212,51,2162,19407,1561,4960,3280,12920,42132
1029,0,3,0,0,770,771,12,0,0,0,705,714,410,25,25,0,850,1315,565,45,76,0,330,1021,623,50,138,7,244,1061,617,34,151,23,154,976,453,38,82,43,53,672,227,8,31,49,15,336,60,0,10,43,7,117,2971,201,513,170,3120,6976,0,0,0,0,473,473,21,0,0,0,459,479,485,33,36,3,642,1201,632,55,80,7,268,1041,657,71,155,12,196,1101,579,55,158,41,92,930,399,18,116,117,32,690,160,6,33,160,13,382,32,3,12,137,6,189,2959,240,602,484,2186,6477,0,3,0,0,1242,1243,28,0,0,3,1162,1192,891,58,64,5,1492,2513,1199,98,155,11,593,2061,1280,126,290,25,440,2163,1193,84,311,64,245,1905,849,62,197,158,87,1364,394,11,70,212,30,713,93,0,17,176,10,306,5931,445,1117,651,5312,13458
1030,0,0,0,0,486,490,12,0,0,0,408,423,250,24,14,0,632,919,516,49,66,0,360,990,578,69,150,9,297,1105,786,83,239,33,218,1361,1114,85,274,82,101,1653,684,30,98,139,36,993,159,0,12,77,10,264,4114,345,858,331,2550,8198,0,0,0,0,468,468,14,0,0,0,378,392,328,39,27,3,576,976,564,65,104,3,335,1075,616,86,203,30,253,1190,848,107,310,85,180,1528,1103,49,308,235,97,1796,519,16,129,352,31,1049,61,0,26,293,7,387,4064,364,1110,1007,2318,8861,0,0,0,0,957,958,34,4,0,0,782,815,576,59,44,6,1207,1891,1085,113,171,3,695,2061,1193,160,352,39,547,2291,1635,188,548,120,403,2885,2219,134,587,317,193,3453,1206,51,228,487,74,2043,226,0,42,369,16,656,8173,707,1967,1338,4871,17055
1031,166,22,32,34,139607,139863,4713,269,174,58,160363,165583,116557,4513,5844,235,252275,379419,235900,10701,17870,526,97338,362330,200840,12957,28239,1425,58197,301667,173402,11155,32691,3412,37381,258035,132485,7486,22993,7202,16990,187148,72913,3046,9345,10632,6267,102203,21555,595,1931,10805,1641,36517,958538,50728,119107,34328,770067,1932765,260,29,24,35,130755,131097,10757,697,429,62,144123,156068,156975,7621,9275,412,213238,387507,242293,14799,25788,1608,82860,367342,199577,16397,42502,4911,50496,313888,164956,12643,47028,14235,30500,269362,118145,7424,34570,30645,15089,205878,51903,2281,14812,44039,5615,118653,10184,433,3773,40924,2489,57794,955044,62310,178202,136865,675167,2007586,427,47,53,67,270361,270956,15470,960,604,121,304491,321649,273531,12130,15115,638,465515,766928,478187,25501,43656,2131,180191,729672,400420,29349,70749,6345,108696,615554,338361,23793,79716,17647,67883,527399,250633,14903,57563,37848,32076,393027,124818,5327,24150,54674,11884,220855,31738,1026,5702,51722,4130,94315,1913580,113040,297310,171193,1445231,3940349
1032,0,0,0,0,1564,1564,41,3,4,0,1214,1263,928,59,41,3,1975,3001,1365,119,155,4,876,2511,1233,144,305,17,611,2309,1294,122,410,30,389,2244,1270,124,295,106,194,1988,888,35,125,163,67,1270,263,8,15,138,19,442,7284,604,1341,457,6903,16589,0,0,0,0,1328,1336,68,10,0,0,1212,1293,1147,100,89,0,1889,3223,1343,185,199,15,920,2663,1245,181,442,52,596,2521,1357,182,543,156,337,2572,1227,96,442,360,134,2259,708,28,212,639,34,1619,139,8,41,539,32,753,7229,785,1966,1774,6487,18241,3,0,0,0,2894,2899,107,14,3,0,2432,2553,2075,149,129,5,3861,6226,2705,305,350,22,1794,5175,2473,328,748,70,1211,4827,2651,305,949,184,726,4816,2499,216,739,469,328,4250,1590,60,338,795,100,2893,404,12,54,678,43,1193,14510,1388,3309,2227,13392,34829
1033,0,0,0,0,756,756,21,0,0,0,651,678,337,32,23,0,925,1316,551,74,75,0,516,1222,626,100,181,6,453,1367,853,111,333,39,365,1701,990,85,316,96,188,1680,722,48,157,150,77,1157,207,14,31,121,19,391,4314,467,1119,417,3950,10275,0,0,0,0,731,731,40,0,0,0,584,626,429,63,35,3,927,1463,605,96,121,10,542,1366,710,122,280,43,396,1551,907,125,468,135,279,1922,980,91,379,290,127,1877,522,19,191,521,48,1300,114,0,45,523,18,696,4309,524,1521,1532,3641,11526,0,0,0,0,1482,1482,62,11,0,0,1234,1301,768,98,60,3,1853,2775,1156,167,193,14,1061,2593,1330,221,462,50,852,2920,1766,237,803,175,646,3624,1968,175,701,388,319,3555,1251,73,347,676,119,2458,321,10,77,639,29,1086,8620,996,2643,1946,7593,21798
1034,0,0,0,0,421,423,8,0,0,0,289,299,163,9,4,0,504,681,421,34,45,0,330,840,490,38,121,6,242,903,710,51,195,22,199,1185,1032,58,211,47,97,1445,608,33,85,100,27,852,139,6,11,85,3,249,3574,234,670,270,2114,6862,0,0,0,0,396,399,8,0,0,0,250,257,245,26,9,0,471,745,453,48,77,4,301,881,537,55,157,29,190,968,833,61,299,59,166,1417,1006,56,261,201,74,1596,429,11,102,322,21,895,79,4,25,276,9,398,3596,258,928,891,1878,7552,0,0,0,0,819,819,14,0,0,0,539,558,409,32,16,0,969,1426,884,84,120,4,628,1719,1028,99,275,35,436,1869,1547,113,490,83,368,2596,2034,107,476,249,173,3039,1037,50,186,423,48,1741,220,9,41,360,11,644,7173,495,1603,1161,3991,14419
1035,5,0,0,0,1883,1894,50,7,4,0,1910,1973,1209,70,55,0,2643,3978,2016,132,172,9,968,3300,1843,167,345,18,695,3063,1865,146,410,57,477,2953,1747,90,342,114,190,2486,1016,45,139,170,58,1431,312,6,26,162,20,531,10060,678,1492,529,8848,21607,6,0,0,0,1888,1892,89,10,4,0,2152,2263,1489,117,86,4,2447,4145,2101,210,251,20,970,3548,1848,209,519,72,627,3277,1909,213,660,173,382,3328,1593,114,526,417,142,2795,785,38,180,702,73,1778,189,5,52,678,28,958,10013,924,2275,2071,8708,23983,8,0,0,0,3773,3785,142,19,5,3,4063,4233,2704,190,135,3,5086,8118,4118,347,420,28,1937,6850,3692,378,865,83,1320,6335,3772,355,1074,229,856,6286,3337,208,867,536,330,5282,1800,81,320,868,130,3211,505,16,79,838,52,1488,20074,1598,3768,2596,17554,45591
1036,3,4,0,4,9446,9459,150,7,0,6,10470,10643,5298,237,233,9,13781,19563,10991,700,1037,33,5652,18412,11179,947,2168,132,4215,18640,11498,788,2810,304,3004,18409,10328,563,2083,740,1159,14879,6112,226,868,1160,406,8782,1733,45,156,1077,96,3098,57298,3517,9364,3465,48234,121878,12,0,0,3,9151,9169,294,16,8,0,10005,10330,7154,447,426,29,11697,19752,11738,974,1522,115,4995,19340,11578,1142,3137,293,3459,19619,11618,995,3730,1004,2168,19520,9607,535,2974,2276,810,16195,4711,165,1265,3864,252,10260,885,28,266,3605,82,4869,57596,4302,13333,11192,42617,129047,12,3,0,3,18603,18627,445,18,15,13,20474,20968,12455,687,654,40,25480,39317,22727,1676,2564,143,10641,37753,22762,2094,5309,421,7675,38260,23120,1784,6541,1309,5176,37926,19931,1097,5054,3015,1971,31070,10826,391,2138,5028,656,19040,2614,69,422,4688,178,7966,114897,7818,22700,14658,90857,250927
