LGA_CODE_2021,D_10_12_FPNLF_MPET,D_10_12_FPNLF_MPULFTW,D_10_12_FPNLF_MPULPTW,D_10_12_FPNLF_MPUT,D_10_12_FPNLF_MPTLF,D_10_12_FPNLF_MPNLF,D_10_12_FPNLF_MPLFSNS,D_10_12_FPNLF_T,D_10_12_FPLFSNS_MPEFT,D_10_12_FPLFSNS_MPEPT,D_10_12_FPLFSNS_MPEAW,D_10_12_FPLFSNS_MPEHNS,D_10_12_FPLFSNS_MPET,D_10_12_FPLFSNS_MPULFTW,D_10_12_FPLFSNS_MPULPTW,D_10_12_FPLFSNS_MPUT,D_10_12_FPLFSNS_MPTLF,D_10_12_FPLFSNS_MPNLF,D_10_12_FPLFSNS_MPLFSNS,D_10_12_FPLFSNS_T,D_10_12_FPT_MPEFT,D_10_12_FPT_MPEPT,D_10_12_FPT_MPEAW,D_10_12_FPT_MPEHNS,D_10_12_FPT_MPET,D_10_12_FPT_MPULFTW,D_10_12_FPT_MPULPTW,D_10_12_FPT_MPUT,D_10_12_FPT_MPTLF,D_10_12_FPT_MPNLF,D_10_12_FPT_MPLFSNS,D_10_12_FPT_T,D_13_14_FPEFT_MPEFT,D_13_14_FPEFT_MPEPT,D_13_14_FPEFT_MPEAW,D_13_14_FPEFT_MPEHNS,D_13_14_FPEFT_MPET,D_13_14_FPEFT_MPULFTW,D_13_14_FPEFT_MPULPTW,D_13_14_FPEFT_MPUT,D_13_14_FPEFT_MPTLF,D_13_14_FPEFT_MPNLF,D_13_14_FPEFT_MPLFSNS,D_13_14_FPEFT_T,D_13_14_FPEPT_MPEFT,D_13_14_FPEPT_MPEPT,D_13_14_FPEPT_MPEAW,D_13_14_FPEPT_MPEHNS,D_13_14_FPEPT_MPET,D_13_14_FPEPT_MPULFTW,D_13_14_FPEPT_MPULPTW,D_13_14_FPEPT_MPUT,D_13_14_FPEPT_MPTLF,D_13_14_FPEPT_MPNLF,D_13_14_FPEPT_MPLFSNS,D_13_14_FPEPT_T,D_13_14_FPEAW_MPEFT,D_13_14_FPEAW_MPEPT,D_13_14_FPEAW_MPEAW,D_13_14_FPEAW_MPEHNS,D_13_14_FPEAW_MPET,D_13_14_FPEAW_MPULFTW,D_13_14_FPEAW_MPULPTW,D_13_14_FPEAW_MPUT,D_13_14_FPEAW_MPTLF,D_13_14_FPEAW_MPNLF,D_13_14_FPEAW_MPLFSNS,D_13_14_FPEAW_T,D_13_14_FPHNS_MPEFT,D_13_14_FPHNS_MPEPT,D_13_14_FPHNS_MPEAW,D_13_14_FPHNS_MPEHNS,D_13_14_FPHNS_MPET,D_13_14_FPHNS_MPULFTW,D_13_14_FPHNS_MPULPTW,D_13_14_FPHNS_MPUT,D_13_14_FPHNS_MPTLF,D_13_14_FPHNS_MPNLF,D_13_14_FPHNS_MPLFSNS,D_13_14_FPHNS_T,D_13_14_FPET_MPEFT,D_13_14_FPET_MPEPT,D_13_14_FPET_MPEAW,D_13_14_FPET_MPEHNS,D_13_14_FPET_MPET,D_13_14_FPET_MPULFTW,D_13_14_FPET_MPULPTW,D_13_14_FPET_MPUT,D_13_14_FPET_MPTLF,D_13_14_FPET_MPNLF,D_13_14_FPET_MPLFSNS,D_13_14_FPET_T,D_13_14_FPULFTW_MPEFT,D_13_14_FPULFTW_MPEPT,D_13_14_FPULFTW_MPEAW,D_13_14_FPULFTW_MPEHNS,D_13_14_FPULFTW_MPET,D_13_14_FPULFTW_MPULFTW,D_13_14_FPULFTW_MPULPTW,D_13_14_FPULFTW_MPUT,D_13_14_FPULFTW_MPTLF,D_13_14_FPULFTW_MPNLF,D_13_14_FPULFTW_MPLFSNS,D_13_14_FPULFTW_T,D_13_14_FPULPTW_MPEFT,D_13_14_FPULPTW_MPEPT,D_13_14_FPULPTW_MPEAW,D_13_14_FPULPTW_MPEHNS,D_13_14_FPULPTW_MPET,D_13_14_FPULPTW_MPULFTW,D_13_14_FPULPTW_MPULPTW,D_13_14_FPULPTW_MPUT,D_13_14_FPULPTW_MPTLF,D_13_14_FPULPTW_MPNLF,D_13_14_FPULPTW_MPLFSNS,D_13_14_FPULPTW_T,D_13_14_FPUT_MPEFT,D_13_14_FPUT_MPEPT,D_13_14_FPUT_MPEAW,D_13_14_FPUT_MPEHNS,D_13_14_FPUT_MPET,D_13_14_FPUT_MPULFTW,D_13_14_FPUT_MPULPTW,D_13_14_FPUT_MPUT,D_13_14_FPUT_MPTLF,D_13_14_FPUT_MPNLF,D_13_14_FPUT_MPLFSNS,D_13_14_FPUT_T,D_13_14_FPTLF_MPEFT,D_13_14_FPTLF_MPEPT,D_13_14_FPTLF_MPEAW,D_13_14_FPTLF_MPEHNS,D_13_14_FPTLF_MPET,D_13_14_FPTLF_MPULFTW,D_13_14_FPTLF_MPULPTW,D_13_14_FPTLF_MPUT,D_13_14_FPTLF_MPTLF,D_13_14_FPTLF_MPNLF,D_13_14_FPTLF_MPLFSNS,D_13_14_FP_T,D_13_14_FPNLF_MPEFT,D_13_14_FPNLF_MPEPT,D_13_14_FPNLF_MPEAW,D_13_14_FPNLF_MPEHNS,D_13_14_FPNLF_MPET,D_13_14_FPNLF_MPULFTW,D_13_14_FPNLF_MPULPTW,D_13_14_FPNLF_MPUT,D_13_14_FPNLF_MPTLF,D_13_14_FPNLF_MPNLF,D_13_14_FPNLF_MPLFSNS,D_13_14_FPNLF_T,D_13_14_FPLFSNS_MPEFT,D_13_14_FPLFSNS_MPEPT,D_13_14_FPLFSNS_MPEAW,D_13_14_FPLFSNS_MPEHNS,D_13_14_FPLFSNS_MPET,D_13_14_FPLFSNS_MPULFTW,D_13_14_FPLFSNS_MPULPTW,D_13_14_FPLFSNS_MPUT,D_13_14_FPLFSNS_MPTLF,D_13_14_FPLFSNS_MPNLF,D_13_14_FPLFSNS_MPLFSNS,D_13_14_FPLFSNS_T,D_13_14_FPT_MPEFT,D_13_14_FPT_MPEPT,D_13_14_FPT_MPEAW,D_13_14_FPT_MPEHNS,D_13_14_FPT_MPET,D_13_14_FPT_MPULFTW,D_13_14_FPT_MPULPTW,D_13_14_FPT_MPUT,D_13_14_FPT_MPTLF,D_13_14_FPT_MPNLF,D_13_14_FPT_MPLFSNS,D_13_14_FPT_T,D_15_17_FPEFT_MPEFT,D_15_17_FPEFT_MPEPT,D_15_17_FPEFT_MPEAW,D_15_17_FPEFT_MPEHNS,D_15_17_FPEFT_MPET,D_15_17_FPEFT_MPULFTW,D_15_17_FPEFT_MPULPTW,D_15_17_FPEFT_MPUT,D_15_17_FPEFT_MPTLF,D_15_17_FPEFT_MPNLF,D_15_17_FPEFT_MPLFSNS,D_15_17_FPEFT_T,D_15_17_FPEPT_MPEFT,D_15_17_FPEPT_MPEPT,D_15_17_FPEPT_MPEAW,D_15_17_FPEPT_MPEHNS,D_15_17_FPEPT_MPET,D_15_17_FPEPT_MPULFTW,D_15_17_FPEPT_MPULPTW,D_15_17_FPEPT_MPUT,D_15_17_FPEPT_MPTLF,D_15_17_FPEPT_MPNLF,D_15_17_FPEPT_MPLFSNS,D_15_17_FPEPT_T
LGA12380,1542,112,34,145,1685,1491,15,3198,9,6,0,19,40,0,0,0,40,12,55,101,3114,814,574,129,4630,203,55,257,4889,1896,83,6865,679,89,68,3,840,21,0,22,862,103,4,965,425,135,67,3,631,17,5,23,651,130,0,786,66,20,74,0,162,5,0,3,167,21,0,192,3,0,0,15,18,0,0,4,25,0,5,29,1176,250,214,23,1652,42,13,49,1708,259,3,1978,20,11,4,0,38,7,0,7,41,8,0,52,23,5,4,4,37,4,5,12,47,14,0,60,40,17,7,4,70,14,5,18,93,20,0,115,1217,265,222,19,1728,51,21,74,1797,282,3,2088,455,200,137,37,830,59,19,80,908,911,5,1817,6,0,0,11,20,3,0,3,23,9,40,68,1674,470,361,73,2577,113,36,153,2730,1201,48,3976,878,121,81,8,1080,32,3,40,1119,163,3,1283,432,161,85,8,688,21,5,21,710,144,0,863
LGA12390,126,8,0,12,139,41,0,176,3,0,0,0,3,0,0,0,3,0,4,6,1085,113,27,22,1255,19,0,24,1275,74,8,1359,350,27,3,0,387,6,0,6,398,12,0,409,273,36,10,3,323,0,0,0,321,15,0,334,12,5,0,0,22,0,0,0,23,0,0,25,0,0,0,0,4,0,0,0,4,0,0,7,638,71,16,5,732,8,0,8,746,26,4,769,5,0,0,0,5,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,5,637,71,16,5,737,8,0,8,749,26,3,776,59,8,5,5,72,3,0,3,76,29,0,106,0,0,0,0,0,0,0,0,0,0,3,9,697,79,23,8,807,6,0,16,820,61,7,893,448,35,3,5,495,0,0,0,496,15,0,512,253,37,12,3,303,4,0,4,301,8,0,319
LGA12700,45,0,0,0,46,10,0,55,0,0,0,0,0,0,0,0,0,0,0,0,220,23,6,7,259,0,0,0,261,23,0,282,52,9,0,0,63,0,0,0,63,5,0,62,54,8,0,0,63,0,0,0,63,8,0,72,6,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,107,21,5,0,133,0,0,0,133,10,0,139,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,3,0,0,3,107,21,5,0,130,0,0,0,130,10,0,140,26,7,0,0,31,0,0,0,34,11,0,42,0,0,0,0,0,0,0,0,0,0,0,0,134,26,5,7,162,0,0,0,168,22,0,193,45,3,4,0,58,0,0,0,58,3,0,64,44,17,0,0,60,0,0,0,60,3,0,64
LGA12730,22,0,0,0,20,13,0,31,0,0,0,0,0,0,0,0,0,0,0,0,177,18,0,0,192,4,0,4,193,15,0,210,56,4,0,0,62,0,0,0,62,0,0,64,53,5,0,0,59,0,0,0,59,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,9,4,0,119,0,0,0,119,5,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,9,4,0,119,0,0,0,121,5,0,124,9,4,0,0,12,3,0,3,17,8,0,20,0,0,0,0,0,0,0,0,0,0,0,5,117,10,4,0,128,4,0,4,133,14,0,150,79,11,0,0,86,0,0,0,86,4,0,92,48,8,0,0,55,0,0,0,52,0,0,57
LGA12750,82,0,0,0,78,32,0,114,0,0,0,0,0,0,0,0,0,0,0,4,528,122,14,12,682,7,0,6,685,73,9,762,133,31,5,0,174,5,0,8,183,18,0,195,142,47,8,3,191,0,0,0,198,13,0,210,10,3,0,0,15,0,0,0,14,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,283,85,13,10,387,11,0,11,396,28,0,423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,4,283,84,13,10,384,11,0,11,400,31,0,425,32,10,0,0,53,0,0,0,49,32,0,83,0,0,0,0,0,0,0,0,0,0,0,5,314,94,14,11,441,10,0,15,448,65,0,511,186,32,3,4,231,0,0,0,233,21,0,252,138,49,10,0,201,0,0,0,206,13,0,219
LGA12850,1270,68,43,117,1383,1859,17,3259,3,0,0,17,21,0,0,0,21,14,38,75,1779,662,503,95,3042,139,78,216,3259,2253,71,5584,426,43,40,0,515,22,0,26,538,116,7,657,316,127,57,4,504,10,5,13,521,140,0,657,73,13,58,0,151,0,0,6,152,36,0,190,3,0,0,11,10,0,0,0,10,6,10,24,812,194,165,14,1184,36,4,37,1224,297,13,1530,19,4,0,0,24,9,0,12,38,8,0,42,18,6,4,3,32,6,11,22,50,17,0,65,34,14,7,0,56,22,15,34,85,19,0,105,849,207,169,20,1238,53,23,71,1315,318,13,1641,434,234,144,27,835,45,41,90,926,1295,12,2230,0,0,0,3,9,0,0,0,9,10,21,42,1279,439,315,55,2086,99,58,159,2248,1622,40,3913,602,79,85,11,783,25,3,26,803,165,0,971,418,171,85,3,682,17,4,21,701,178,5,877
LGA12870,37,0,5,5,43,8,0,50,0,0,0,0,0,0,0,0,0,0,3,3,259,33,11,3,301,0,0,0,308,18,3,326,72,10,0,0,81,0,0,0,79,5,0,80,63,5,6,0,78,0,0,0,72,3,0,76,0,0,0,0,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,138,21,8,0,158,4,0,4,161,7,0,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,3,4,0,0,0,6,0,0,0,3,0,0,3,139,19,8,0,158,4,0,0,161,7,0,171,16,3,0,0,16,0,0,0,16,4,0,20,0,0,0,0,0,0,0,0,0,0,0,0,147,23,8,0,177,4,0,0,179,12,0,197,88,10,0,0,100,0,0,0,100,4,0,109,67,18,3,0,84,0,0,0,86,6,0,92
LGA12900,34,0,0,0,34,8,0,41,0,0,0,0,0,0,0,0,0,0,0,0,227,14,0,8,246,0,0,0,254,20,0,274,68,0,0,0,71,0,0,0,71,3,0,76,51,6,0,0,58,0,0,0,58,4,0,59,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,3,3,0,0,0,3,0,0,0,130,8,0,5,140,0,0,0,140,6,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,8,0,5,140,0,0,0,138,6,0,150,10,3,0,4,22,0,0,0,22,5,0,21,0,0,0,0,0,0,0,0,0,0,0,0,142,7,0,7,158,0,0,0,156,12,0,174,62,0,0,0,68,0,0,0,67,0,0,67,52,8,0,0,56,0,0,0,56,7,0,63
LGA12930,671,16,3,17,684,266,4,953,3,0,0,11,14,0,0,0,14,0,17,28,2411,524,317,62,3316,64,8,79,3391,493,25,3912,630,107,73,7,806,18,4,17,830,72,0,903,507,145,62,6,720,11,0,15,731,57,0,789,72,19,47,0,139,0,0,0,144,16,0,158,7,0,0,12,20,0,0,0,20,3,0,27,1216,270,182,23,1691,21,3,33,1723,147,0,1873,7,6,4,0,14,0,0,3,14,4,0,19,18,0,3,0,21,3,0,3,25,3,0,32,25,3,5,0,31,7,0,10,39,6,0,52,1236,273,182,23,1725,29,8,40,1767,152,0,1920,254,62,57,8,368,8,0,8,377,200,4,582,0,3,0,9,9,0,0,0,9,4,6,25,1487,334,243,40,2106,42,8,47,2157,358,8,2525,831,127,107,12,1071,15,3,22,1098,129,0,1224,646,197,74,8,916,19,0,22,939,88,0,1027
LGA12950,9,0,0,0,5,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,91,3,0,0,99,0,0,0,98,4,0,103,23,0,0,0,23,0,0,0,23,0,0,23,22,0,0,0,24,0,0,0,24,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,52,0,0,0,52,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,51,0,0,0,51,0,0,50,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,4,51,0,0,0,53,0,0,0,53,4,0,56,27,0,0,0,27,0,0,0,27,0,0,27,17,0,0,0,24,0,0,0,24,0,0,19
LGA13010,25,0,0,0,25,18,0,43,0,0,0,0,0,0,0,0,0,0,0,0,121,22,3,0,153,0,5,8,157,31,0,192,28,0,0,0,41,0,0,0,41,3,0,42,30,0,0,0,38,0,0,0,38,3,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,5,64,5,5,3,76,0,0,0,76,9,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,5,5,3,74,0,0,0,74,8,0,88,3,0,0,0,9,0,0,0,12,14,0,24,0,0,0,0,0,0,0,0,0,0,0,3,72,8,4,3,86,0,4,5,88,25,0,112,50,3,4,0,57,0,0,0,57,7,0,61,38,7,0,0,49,0,0,0,49,0,0,52
LGA13310,98,7,0,7,102,30,0,131,0,0,0,0,4,0,0,0,4,0,3,4,586,75,19,8,689,12,0,12,697,69,3,765,180,22,0,0,201,6,0,6,207,4,3,212,161,16,6,0,187,3,0,3,191,15,0,210,5,0,4,0,6,0,0,0,6,0,0,6,0,0,0,5,9,5,0,5,5,0,0,8,343,40,11,6,403,8,0,8,412,29,3,437,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,10,4,0,0,0,4,0,0,0,4,0,0,8,357,40,11,6,410,8,0,8,417,28,3,446,40,14,0,5,65,0,0,0,68,17,0,82,0,0,0,0,0,0,0,0,0,0,5,8,397,51,14,13,476,8,0,8,482,45,7,531,229,25,4,0,266,0,0,0,265,14,0,282,124,16,11,0,149,0,0,0,151,16,0,162
LGA13340,58,0,0,0,58,8,0,64,0,0,0,0,0,0,0,0,0,0,0,0,291,24,9,0,328,3,0,3,338,17,4,360,71,7,0,0,79,3,0,3,78,3,0,81,83,16,0,0,101,0,0,0,95,0,0,97,0,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,151,26,5,0,178,0,0,0,178,3,0,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,22,5,0,177,3,0,3,183,3,0,186,36,6,3,0,39,0,0,0,45,7,0,47,0,0,0,0,0,0,0,0,0,0,0,0,183,28,6,0,215,3,0,3,221,14,0,238,93,9,0,0,103,0,0,0,103,6,0,102,93,17,0,0,104,0,0,0,104,0,0,113
LGA13450,86,3,0,5,89,32,0,119,0,0,0,0,0,0,0,0,0,0,0,5,605,61,6,6,677,5,0,7,682,46,0,734,147,16,7,0,173,0,0,0,168,3,0,177,177,17,0,4,195,0,0,0,194,8,0,199,6,6,0,0,9,0,0,0,9,0,0,9,8,0,0,0,6,0,0,0,6,0,0,6,336,34,7,5,382,0,0,0,382,10,0,392,0,0,0,0,4,0,0,0,4,0,0,4,4,0,0,0,9,0,0,0,9,0,0,9,5,0,0,0,4,0,0,0,4,0,0,4,338,37,6,5,387,0,0,0,390,10,0,405,40,12,0,0,50,0,0,0,51,20,0,69,0,0,0,0,0,0,0,0,0,0,0,6,379,47,7,8,436,0,0,6,442,32,0,476,219,20,0,0,241,0,0,0,241,8,0,251,236,17,0,6,255,0,0,0,261,11,0,274
LGA13550,23,0,0,0,23,12,0,39,0,0,0,0,0,0,0,0,0,0,0,0,289,25,4,3,323,3,0,3,328,27,0,355,85,5,4,0,97,0,0,0,97,0,0,100,81,4,3,3,91,0,0,0,91,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,12,9,3,194,0,0,0,194,4,0,195,0,0,0,0,3,5,0,5,4,0,0,4,0,0,0,0,0,0,0,0,4,0,0,4,3,5,0,0,4,5,0,5,5,0,0,5,171,15,9,3,195,5,0,5,198,4,0,205,11,0,0,5,13,0,0,0,13,9,0,26,0,0,0,0,0,0,0,0,0,0,0,0,188,15,9,3,212,5,0,5,214,11,0,228,97,3,4,0,103,0,0,0,106,4,0,111,67,0,0,0,71,0,0,0,75,3,0,77
LGA13660,21,0,0,0,21,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,109,12,0,8,123,0,0,0,129,4,0,132,12,3,0,0,15,0,0,0,22,0,0,22,23,0,0,0,24,0,0,0,24,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,5,0,6,44,0,0,0,47,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,5,0,0,5,40,5,0,6,47,0,0,0,49,0,0,49,4,0,0,0,8,0,0,0,8,6,0,19,0,0,0,0,0,0,0,0,0,0,0,5,44,4,0,4,54,0,0,0,54,6,0,67,25,4,0,0,25,0,0,0,25,0,0,27,24,3,0,0,32,3,0,3,30,0,0,31
LGA13800,303,6,0,6,305,65,0,374,0,0,0,0,4,0,0,0,9,5,8,14,1402,293,126,40,1862,24,3,25,1886,162,7,2055,358,53,21,0,433,3,4,3,437,27,0,465,339,61,25,4,434,0,0,0,442,18,0,458,58,13,23,0,96,0,0,0,96,8,0,101,9,6,0,9,15,0,0,0,15,0,3,16,757,136,71,15,976,12,4,8,985,51,0,1041,7,4,0,0,10,0,0,0,10,0,0,10,3,7,0,0,7,0,0,0,7,0,0,13,13,8,0,0,14,0,0,0,14,0,0,22,771,140,66,15,988,12,4,8,1002,52,0,1062,123,38,10,11,177,4,0,4,181,59,0,243,5,0,0,0,7,0,0,0,8,0,0,9,897,180,81,23,1172,12,4,19,1189,116,0,1307,491,63,49,0,599,6,0,6,606,29,0,639,392,72,36,0,499,6,0,6,506,29,4,539
LGA13850,7,0,0,0,7,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,47,3,0,0,57,0,0,0,57,3,0,58,5,0,0,0,7,3,0,3,8,0,0,8,5,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,13,3,0,3,13,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,13,3,0,3,13,0,0,13,0,0,0,0,8,0,0,0,8,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,14,5,0,0,16,3,0,3,23,4,0,24,12,0,0,0,12,0,0,0,12,0,0,11,9,0,0,0,7,0,0,0,11,0,0,11
LGA13910,63,4,0,4,71,24,0,97,0,0,0,5,5,0,0,0,5,0,3,6,368,54,14,18,461,5,0,9,466,48,8,520,93,5,4,0,107,0,0,0,107,4,0,110,90,16,3,6,113,0,0,0,110,0,0,117,9,0,0,0,4,0,0,0,10,0,0,10,0,0,0,3,5,0,0,0,5,0,0,5,194,19,9,11,236,0,3,3,236,8,0,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,195,19,9,11,236,0,3,3,233,8,0,245,33,11,0,0,43,0,0,4,48,18,0,63,0,0,0,0,0,0,0,0,0,0,3,3,230,35,9,10,276,0,4,9,285,30,5,317,116,12,0,0,128,0,0,0,128,6,0,132,100,15,3,0,120,0,0,0,117,5,0,128
LGA14000,771,19,0,20,791,116,0,901,3,0,0,7,12,0,0,0,12,0,7,23,4405,611,168,44,5230,90,12,105,5331,299,16,5639,1262,156,38,10,1464,11,5,17,1487,67,5,1554,946,182,29,3,1157,27,0,24,1184,46,0,1228,111,18,15,0,144,0,0,0,144,4,0,150,11,0,0,6,14,0,0,0,14,0,0,19,2335,361,78,18,2784,36,0,42,2825,114,7,2948,27,0,0,0,30,3,0,8,35,0,0,35,34,7,0,0,38,3,0,3,43,0,0,43,62,9,0,4,70,6,0,4,79,0,0,79,2395,366,78,12,2856,46,0,53,2905,114,7,3026,388,68,19,6,479,9,3,8,488,86,0,573,4,0,0,4,7,0,0,0,7,0,4,17,2784,429,99,30,3341,50,4,62,3399,199,13,3612,1690,192,45,7,1930,26,4,28,1958,108,0,2068,1203,210,31,0,1449,28,0,34,1478,80,0,1562
LGA14100,90,0,0,0,89,3,0,93,3,0,0,0,3,0,0,0,3,0,0,3,379,41,15,0,434,9,0,9,440,20,0,460,125,13,4,0,142,0,0,0,152,9,0,156,79,18,0,0,102,0,0,0,96,4,0,102,5,4,0,0,8,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,206,33,4,0,251,8,0,8,251,12,0,268,8,0,0,0,8,0,0,0,8,0,0,8,0,3,0,0,3,0,0,0,3,0,0,3,6,3,0,0,9,0,0,0,9,0,0,9,217,39,4,0,256,8,0,8,263,12,0,280,46,10,0,0,55,0,0,0,60,8,0,61,0,0,0,0,0,0,0,0,0,0,0,0,263,46,7,0,311,9,0,9,317,24,0,337,166,20,5,0,195,0,0,0,193,11,0,201,109,20,0,0,133,0,0,0,136,7,0,140
LGA14170,464,4,0,4,473,101,6,567,9,0,0,0,9,0,0,0,9,0,6,18,3166,446,137,34,3787,61,15,72,3857,271,7,4135,969,109,28,0,1106,17,11,24,1131,79,3,1207,558,112,18,9,688,7,0,13,699,34,0,736,56,9,20,0,88,0,0,0,90,3,0,95,0,0,0,3,3,0,0,0,3,0,0,6,1586,226,67,10,1889,27,8,36,1923,119,3,2045,27,8,0,0,35,0,0,0,35,0,0,34,14,3,0,0,17,4,0,3,20,0,0,19,39,13,0,0,50,3,0,4,55,0,0,60,1621,239,66,14,1937,30,10,41,1979,114,3,2098,231,41,19,4,294,3,0,3,298,64,4,361,0,0,0,0,5,0,0,0,5,0,0,5,1849,283,86,14,2238,32,10,47,2282,178,4,2464,1154,173,52,0,1381,28,12,38,1420,98,0,1516,638,163,19,5,826,8,4,15,837,54,0,894
LGA14220,58,3,0,3,60,23,0,82,0,0,0,0,0,0,0,0,0,0,0,0,303,39,7,4,362,7,0,9,370,40,4,415,101,12,0,0,110,0,0,0,110,4,0,114,79,5,0,0,83,0,0,3,92,5,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,22,0,0,196,6,0,4,201,10,0,204,3,0,0,0,3,0,0,3,6,0,0,6,6,0,0,0,6,0,0,0,6,0,0,6,9,0,0,0,9,0,0,3,7,0,0,7,183,22,0,0,204,4,4,9,207,10,0,216,23,4,0,0,29,0,0,0,27,17,0,51,0,0,0,0,0,0,0,0,0,0,3,3,206,25,0,0,232,3,4,8,239,21,3,267,120,7,3,0,131,0,0,0,131,9,0,139,75,22,0,0,94,0,0,0,94,13,0,105
LGA14300,17,4,0,4,21,7,0,29,0,0,0,0,0,0,0,0,0,0,0,5,114,13,3,0,129,8,0,8,136,15,0,152,38,3,0,0,43,0,0,0,43,0,0,46,33,0,0,0,31,0,0,0,31,3,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,3,4,0,76,0,0,0,76,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,5,4,0,78,0,0,0,78,0,0,79,5,0,0,0,13,0,0,0,13,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,83,6,4,0,87,0,0,0,87,4,0,94,39,0,3,0,42,0,0,0,42,0,0,42,34,0,0,0,38,0,0,0,39,5,0,38
LGA14350,80,7,4,7,90,43,0,130,0,5,0,0,5,0,0,0,5,0,3,3,379,114,16,12,517,15,4,17,531,77,5,622,101,26,4,5,135,0,0,0,135,8,0,149,94,23,3,0,116,4,0,4,121,16,0,140,3,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,3,0,0,0,3,0,0,6,199,47,10,7,260,4,0,4,264,26,0,292,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,4,0,0,4,198,51,10,7,261,3,0,3,268,26,0,295,35,16,0,0,58,6,0,6,61,35,0,94,0,0,0,0,0,0,0,0,0,0,0,3,233,70,13,4,321,7,0,7,329,65,6,396,135,23,8,4,165,3,0,3,164,18,0,183,107,25,0,0,136,0,0,0,141,20,0,165
