LGA_CODE_2021,Count_home_Census_Nt_0_14_yr,Count_hom_Census_Nt_15_24_yr,Count_hom_Census_Nt_25_34_yr,Count_hom_Census_Nt_35_44_yr,Count_hom_Census_Nt_45_54_yr,Count_hom_Census_Nt_55_64_yr,Count_hom_Census_Nt_65_74_yr,Count_hom_Census_Nt_75_84_yr,Count_hom_Census_Nt_85ov,Counted_home_Census_Night_Tot,VisSame_SA2_0_14_yr,VisSame_SA2_15_24_yr,VisSame_SA2_25_34_yr,VisSame_SA2_35_44_yr,VisSame_SA2_45_54_yr,VisSame_SA2_55_64_yr,VisSame_SA2_65_74_yr,VisSame_SA2_75_84_yr,VisSame_SA2_85ov,VisSame_SA2_Total,VisDiff_SA2_NSW_0_14_yr,VisDiff_SA2_NSW_15_24_yr,VisDiff_SA2_NSW_25_34_yr,VisDiff_SA2_NSW_35_44_yr,VisDiff_SA2_NSW_45_54_yr,VisDiff_SA2_NSW_55_64_yr,VisDiff_SA2_NSW_65_74_yr,VisDiff_SA2_NSW_75_84_yr,VisDiff_SA2_NSW_85ov,VisDiff_SA2_NSW_Total,VisDiff_SA2_VIC_0_14_yr,VisDiff_SA2_VIC_15_24_yr,VisDiff_SA2_VIC_25_34_yr,VisDiff_SA2_VIC_35_44_yr,VisDiff_SA2_VIC_45_54_yr,VisDiff_SA2_VIC_55_64_yr,VisDiff_SA2_VIC_65_74_yr,VisDiff_SA2_VIC_75_84_yr,VisDiff_SA2_VIC_85ov,VisDiff_SA2_VIC_Total,VisDiff_SA2_QLD_0_14_yr,VisDiff_SA2_QLD_15_24_yr,VisDiff_SA2_QLD_25_34_yr,VisDiff_SA2_QLD_35_44_yr,VisDiff_SA2_QLD_45_54_yr,VisDiff_SA2_QLD_55_64_yr,VisDiff_SA2_QLD_65_74_yr,VisDiff_SA2_QLD_75_84_yr,VisDiff_SA2_QLD_85ov,VisDiff_SA2_QLD_Total,VisDiff_SA2_SA_0_14_yr,VisDiff_SA2_SA_15_24_yr,VisDiff_SA2_SA_25_34_yr,VisDiff_SA2_SA_35_44_yr,VisDiff_SA2_SA_45_54_yr,VisDiff_SA2_SA_55_64_yr,VisDiff_SA2_SA_65_74_yr,VisDiff_SA2_SA_75_84_yr,VisDiff_SA2_SA_85ov,VisDiff_SA2_SA_Total,VisDiff_SA2_WA_0_14_yr,VisDiff_SA2_WA_15_24_yr,VisDiff_SA2_WA_25_34_yr,VisDiff_SA2_WA_35_44_yr,VisDiff_SA2_WA_45_54_yr,VisDiff_SA2_WA_55_64_yr,VisDiff_SA2_WA_65_74_yr,VisDiff_SA2_WA_75_84_yr,VisDiff_SA2_WA_85ov,VisDiff_SA2_WA_Total,VisDiff_SA2_TAS_0_14_yr,VisDiff_SA2_TAS_15_24_yr,VisDiff_SA2_TAS_25_34_yr,VisDiff_SA2_TAS_35_44_yr,VisDiff_SA2_TAS_45_54_yr,VisDiff_SA2_TAS_55_64_yr,VisDiff_SA2_TAS_65_74_yr,VisDiff_SA2_TAS_75_84_yr,VisDiff_SA2_TAS_85ov,VisDiff_SA2_TAS_Total,VisDiff_SA2_NT_0_14_yr,VisDiff_SA2_NT_15_24_yr,VisDiff_SA2_NT_25_34_yr,VisDiff_SA2_NT_35_44_yr,VisDiff_SA2_NT_45_54_yr,VisDiff_SA2_NT_55_64_yr,VisDiff_SA2_NT_65_74_yr,VisDiff_SA2_NT_75_84_yr,VisDiff_SA2_NT_85ov,VisDiff_SA2_NT_Total,VisDiff_SA2_ACT_0_14_yr,VisDiff_SA2_ACT_15_24_yr,VisDiff_SA2_ACT_25_34_yr,VisDiff_SA2_ACT_35_44_yr,VisDiff_SA2_ACT_45_54_yr,VisDiff_SA2_ACT_55_64_yr,VisDiff_SA2_ACT_65_74_yr,VisDiff_SA2_ACT_75_84_yr,VisDiff_SA2_ACT_85ov,VisDiff_SA2_ACT_Total,VisDiff_SA2_OT_0_14_yr,VisDiff_SA2_OT_15_24_yr,VisDiff_SA2_OT_25_34_yr,VisDiff_SA2_OT_35_44_yr,VisDiff_SA2_OT_45_54_yr,VisDiff_SA2_OT_55_64_yr,VisDiff_SA2_OT_65_74_yr,VisDiff_SA2_OT_75_84_yr,VisDiff_SA2_OT_85ov,VisDiff_SA2_OT_Total,VisDiff_SA2_Tot_0_14_yr,VisDiff_SA2_Tot_15_24_yr,VisDiff_SA2_Tot_25_34_yr,VisDiff_SA2_Tot_35_44_yr,VisDiff_SA2_Tot_45_54_yr,VisDiff_SA2_Tot_55_64_yr,VisDiff_SA2_Tot_65_74_yr,VisDiff_SA2_Tot_75_84_yr,VisDiff_SA2_Tot_85ov,VisDiff_SA2_Tot_Total,Vis_Tot_Visitrs_0_14_yr,Vis_Tot_Visitrs_15_24_yr,Vis_Tot_Visitrs_25_34_yr,Vis_Tot_Visitrs_35_44_yr,Vis_Tot_Visitrs_45_54_yr,Vis_Tot_Visitrs_55_64_yr,Vis_Tot_Visitrs_65_74_yr,Vis_Tot_Visitrs_75_84_yr,Vis_Tot_Visitrs_85ov,Vis_Tot_Visitrs_Total,Total_0_14_yr,Total_15_24_yr,Total_25_34_yr,Total_35_44_yr,Total_45_54_yr,Total_55_64_yr,Total_65_74_yr,Total_75_84_yr,Total_85ov,Total_Total
LGA17080,2681,1370,1385,1633,1763,2087,1786,1092,377,14164,5,3,0,0,10,4,0,3,0,30,39,89,95,70,76,96,58,14,21,561,0,9,13,6,12,7,11,0,0,53,4,10,3,3,19,6,0,0,0,39,0,0,0,12,5,0,0,0,0,11,0,0,0,4,0,5,0,0,0,15,0,0,0,5,0,8,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,7,14,4,12,5,6,0,3,48,0,0,0,0,0,0,0,0,0,0,45,109,119,102,123,128,70,19,24,738,50,112,125,109,128,133,75,22,24,767,2729,1479,1506,1736,1895,2216,1857,1109,403,14929
LGA17100,6696,6474,10843,6526,4461,4311,2883,1689,800,44674,8,4,14,8,0,4,3,3,0,41,82,73,149,104,54,58,38,21,11,596,0,0,9,4,3,3,0,0,0,22,0,3,6,0,3,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,86,80,162,111,68,69,41,24,11,652,86,91,175,117,70,71,48,30,11,698,6784,6562,11015,6642,4527,4384,2930,1717,811,45368
LGA17150,41813,26172,25569,29925,31225,27827,22157,13444,6198,224320,12,18,10,10,16,13,14,20,15,137,457,535,589,435,409,325,302,253,200,3500,4,0,14,9,5,6,6,0,0,49,5,18,12,0,19,28,32,10,3,133,0,0,6,0,0,0,0,0,0,9,0,4,4,0,3,11,3,3,0,32,0,0,0,0,0,0,3,5,0,12,4,0,0,0,0,0,0,0,0,5,0,7,3,6,6,3,3,0,0,23,0,0,0,0,0,0,0,0,0,0,471,567,632,452,448,373,355,271,200,3770,490,583,642,464,465,383,372,296,212,3904,42302,26751,26219,30389,31690,28208,22528,13734,6415,228231
LGA17200,15529,24875,65375,38015,21812,17021,11664,5670,1916,201876,9,38,50,44,32,33,26,27,8,262,589,1713,2810,1639,1233,972,642,340,222,10169,74,113,237,165,119,81,32,9,0,826,34,346,347,165,146,87,37,16,0,1174,0,29,61,20,30,13,14,5,0,185,7,147,126,76,57,33,12,9,0,464,4,16,24,15,17,9,8,3,0,95,0,9,18,11,4,10,0,6,0,59,11,30,64,75,49,35,15,4,0,280,0,0,0,0,0,0,0,0,0,0,729,2411,3689,2166,1647,1233,772,383,225,13257,741,2446,3744,2207,1676,1264,798,412,238,13523,16267,27328,69116,40220,23488,18293,12462,6082,2150,215399
LGA17310,12367,7024,7671,7104,7222,7310,6421,4027,1515,60672,18,20,13,7,25,17,21,22,5,148,343,469,375,250,249,237,221,144,89,2378,6,0,3,9,10,15,5,8,0,54,5,16,15,18,24,11,14,4,0,107,3,3,0,3,5,0,3,0,0,20,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,359,486,401,278,298,265,247,157,90,2569,380,503,411,288,316,287,266,180,98,2726,12744,7531,8080,7394,7540,7596,6685,4213,1614,63390
LGA17350,1089,582,492,541,681,799,817,498,225,5720,4,4,0,0,6,0,0,3,0,17,14,45,24,24,25,60,36,10,9,244,0,0,4,4,0,5,5,0,0,21,0,3,0,0,5,0,4,0,0,13,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,14,54,33,32,34,70,42,10,9,293,16,53,34,32,37,70,41,15,9,310,1101,638,521,570,714,871,863,511,231,6024
LGA17400,937,518,454,546,790,1138,1309,596,200,6490,3,0,3,4,0,0,9,0,4,34,27,42,26,26,31,57,67,15,3,295,0,0,3,0,0,3,0,0,0,10,14,16,17,11,24,36,25,4,3,147,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,43,60,45,46,56,100,91,24,10,463,45,60,50,48,60,101,94,24,10,494,980,579,507,589,848,1239,1409,618,210,6991
LGA17420,40241,23976,18878,30449,26747,20617,16470,8522,2665,188570,19,11,9,12,12,16,22,45,100,244,301,405,399,298,245,235,262,189,108,2441,0,11,14,0,3,13,9,4,0,61,7,15,17,5,15,17,14,6,0,94,0,0,3,5,0,5,5,0,0,15,0,4,0,3,0,4,3,0,0,18,0,0,3,4,0,3,6,0,0,14,0,0,0,0,0,0,0,0,0,0,0,9,6,0,0,0,3,0,0,27,0,0,0,0,0,0,0,0,0,0,308,448,449,318,264,275,300,197,107,2671,330,453,452,326,283,292,324,244,203,2911,40570,24431,19335,30779,27030,20909,16795,8770,2874,191486
LGA17550,15791,8768,8463,10744,11607,13318,12834,8137,3676,93340,9,17,10,15,22,31,29,51,10,200,266,306,344,298,340,502,540,201,83,2878,6,8,24,8,27,63,226,173,10,543,79,112,162,137,139,146,117,49,13,945,0,0,3,0,4,13,20,19,0,64,3,0,0,4,0,3,3,0,0,29,0,0,0,4,0,9,20,20,9,61,5,0,0,4,0,0,0,0,0,5,0,0,0,3,4,15,28,14,7,65,0,0,0,0,0,0,0,0,0,0,353,423,541,457,513,756,956,472,115,4587,364,443,548,473,533,787,988,517,128,4790,16160,9211,9012,11215,12144,14102,13822,8659,3804,98125
LGA17620,2591,1418,1591,1654,1729,1843,1581,913,383,13698,0,6,5,5,3,15,10,9,0,51,72,109,102,71,67,92,53,21,8,600,0,0,0,0,0,0,0,0,0,10,0,8,9,0,0,0,0,0,0,17,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,124,115,77,72,92,57,23,8,633,71,125,114,82,73,105,72,27,11,686,2660,1539,1706,1733,1802,1952,1651,940,396,14387
LGA17640,1383,732,685,800,1089,1428,1166,638,215,8141,0,0,0,0,0,4,4,3,0,16,51,50,24,46,44,73,62,17,7,374,0,0,0,3,0,0,3,0,0,8,0,0,0,0,0,7,6,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,0,3,0,0,0,22,0,0,0,0,0,0,0,0,0,0,49,54,32,53,46,84,69,20,7,418,49,54,32,55,52,86,69,24,10,432,1430,790,715,856,1139,1513,1241,666,229,8575
LGA17650,1025,575,529,589,802,916,799,400,110,5739,0,0,0,0,3,0,0,3,0,11,27,34,11,15,15,28,21,10,6,171,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,7,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,40,16,17,23,36,24,10,6,194,34,39,15,17,20,36,27,12,6,204,1055,614,542,600,820,953,823,415,120,5946
LGA17750,13495,9355,9236,8000,7307,7061,5683,3325,1505,64964,19,9,20,8,8,15,22,18,10,128,288,856,464,216,255,281,212,136,47,2755,0,95,49,36,25,26,8,0,0,234,4,176,53,23,24,22,12,4,0,316,0,31,12,12,8,5,4,0,0,71,3,39,7,0,6,3,0,0,0,57,0,11,5,0,0,0,0,0,0,15,0,8,0,3,0,0,0,0,0,13,0,34,19,10,16,3,9,0,0,97,0,0,0,0,0,0,0,0,0,0,295,1248,613,294,327,341,242,145,52,3565,312,1258,639,304,332,353,267,164,60,3691,13809,10615,9877,8307,7645,7416,5950,3491,1559,68655
LGA17850,488,229,251,257,345,430,450,306,80,2823,0,0,0,0,4,6,5,4,0,16,14,30,18,11,17,22,20,8,0,139,0,4,0,0,3,0,0,0,0,4,0,3,6,0,0,3,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,33,19,8,28,22,22,8,0,154,14,35,25,8,24,25,23,7,0,174,508,264,273,264,371,454,473,312,74,2999
LGA17900,922,453,599,486,594,780,660,326,76,4890,6,4,3,0,8,3,5,4,0,40,43,60,43,52,86,130,124,47,0,590,0,0,7,6,0,11,20,7,3,54,0,8,3,0,10,18,8,9,0,64,0,0,0,0,4,0,0,6,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,75,55,59,95,168,160,69,9,724,49,78,59,61,104,173,163,70,9,761,966,526,655,550,696,954,822,399,82,5654
LGA17950,474,223,258,232,293,373,284,193,85,2410,0,0,0,0,0,0,3,0,0,14,16,29,33,17,29,14,11,8,3,171,0,0,0,4,0,0,6,0,0,7,0,4,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,16,39,42,21,28,23,14,8,3,200,16,43,42,21,28,31,18,11,4,206,492,269,297,249,322,399,297,203,86,2620
LGA18020,1507,794,805,774,1054,1345,1368,823,327,8792,6,6,4,8,4,6,9,5,0,41,51,87,54,46,55,85,85,29,11,503,0,0,0,0,4,11,5,9,0,26,0,9,0,5,8,10,6,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,56,100,61,46,66,100,102,41,11,579,62,103,65,57,67,104,111,45,12,623,1567,895,869,832,1119,1447,1474,870,342,9412
LGA18050,10469,5856,15411,11174,8527,5863,4403,2724,1305,65734,4,0,3,10,5,6,4,11,3,43,124,151,311,203,132,128,94,42,33,1207,0,11,9,19,7,10,9,0,0,57,0,4,7,5,4,12,7,5,0,49,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,5,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,6,0,0,0,21,0,0,0,0,0,0,0,0,0,0,128,175,335,230,146,156,105,51,30,1359,133,175,335,236,152,153,109,61,34,1398,10606,6028,15745,11413,8679,6018,4515,2791,1337,67134
LGA18100,537,288,286,314,413,556,550,332,134,3411,0,0,0,0,3,6,11,6,0,26,11,25,4,12,5,23,12,5,0,92,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,11,25,4,12,12,24,12,5,0,97,11,29,6,5,14,25,16,14,4,125,547,310,292,328,425,580,573,345,140,3534
LGA18200,1381,718,749,789,915,1053,874,452,135,7063,0,5,11,0,0,8,4,0,0,39,11,22,21,41,37,46,44,15,3,238,15,31,70,40,37,36,20,9,5,269,0,0,0,0,0,0,0,0,0,7,0,0,6,11,9,7,3,10,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,53,99,93,81,93,65,38,6,572,37,57,113,101,81,101,76,38,8,605,1417,782,860,888,996,1154,946,490,138,7673
LGA18250,13949,7853,9116,12428,10541,7910,6257,3510,1861,73415,10,5,0,6,14,5,5,0,3,46,242,254,311,301,204,272,290,206,178,2267,3,5,15,3,0,7,11,8,0,54,0,10,0,3,5,14,11,5,0,46,0,0,0,0,0,9,3,0,0,16,0,0,3,0,9,0,3,0,0,14,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,16,0,0,0,3,5,0,0,30,0,0,0,0,0,0,0,0,0,0,246,283,333,311,228,300,325,222,181,2433,252,292,336,315,237,306,334,225,184,2480,14200,8139,9455,12742,10785,8213,6583,3728,2045,75892
LGA18350,8617,4872,4557,5136,6526,6932,7414,5004,1693,50753,5,0,0,8,9,16,14,4,4,67,302,345,246,211,258,285,290,154,53,2153,0,0,0,0,9,6,10,0,0,26,0,15,0,3,9,4,7,13,0,44,0,0,4,0,0,0,3,0,0,9,0,0,0,3,0,6,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,3,0,0,3,4,0,0,16,0,0,0,0,0,0,0,0,0,0,302,367,254,224,271,310,312,167,56,2271,308,372,255,237,281,327,326,175,61,2332,8928,5245,4808,5371,6808,7256,7744,5183,1749,53085
LGA18400,11518,6673,6368,6773,7183,6152,4847,2389,741,52654,6,12,3,8,13,9,14,11,3,65,138,155,142,95,92,88,64,35,17,826,0,0,3,0,0,0,0,0,4,9,0,3,3,6,4,7,3,0,0,32,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,6,0,0,8,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,139,157,146,107,99,101,77,42,22,887,150,168,150,109,107,105,92,47,30,955,11663,6838,6519,6883,7292,6263,4936,2441,772,53608
LGA18450,36967,27335,27437,26097,26187,25342,20225,12918,5505,208018,22,33,26,26,37,35,35,37,34,284,636,906,772,580,516,485,423,321,257,4886,4,11,11,6,3,10,10,3,0,63,0,15,10,5,19,22,17,6,0,104,0,0,0,0,0,0,4,4,0,7,4,3,0,0,4,5,9,5,0,25,0,4,0,0,0,4,4,0,0,15,0,0,4,0,0,3,0,0,0,12,0,22,6,3,8,9,4,0,3,52,0,0,0,0,0,0,0,0,0,0,652,964,809,596,551,533,463,336,258,5168,674,997,832,620,591,569,502,369,293,5452,37638,28337,28270,26715,26775,25912,20727,13294,5798,213468
LGA18500,7570,5032,7907,6861,6656,5827,5230,3670,1515,50270,0,0,3,0,3,5,24,51,122,219,119,178,215,159,124,127,117,83,33,1156,0,13,7,8,6,7,5,0,0,55,0,5,3,7,3,3,11,0,0,36,0,0,0,0,0,3,0,0,0,9,0,4,12,0,0,0,4,0,0,24,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,18,4,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,124,218,248,172,135,151,137,91,35,1300,124,218,248,179,138,154,157,145,158,1520,7691,5255,8160,7044,6796,5984,5388,3809,1673,51793
LGA18710,3344,1805,1519,2092,2629,2172,1779,879,321,16545,3,5,0,0,0,0,12,6,0,24,49,78,72,62,69,56,44,30,11,465,0,3,15,0,14,8,3,0,0,46,0,4,5,0,10,13,6,4,0,49,0,0,5,0,0,4,0,0,0,8,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,3,13,36,36,15,25,12,6,9,0,154,0,0,0,0,0,0,0,0,0,0,68,131,138,81,112,100,62,41,10,739,67,131,140,81,114,104,78,47,13,762,3415,1937,1660,2173,2744,2272,1857,919,334,17313
LGA19399,168,44,108,130,121,141,116,47,20,910,4,0,0,0,0,0,0,0,0,15,21,17,24,18,30,50,53,4,0,220,7,4,5,4,0,9,4,0,0,28,0,3,0,0,0,0,4,0,0,6,0,3,0,0,0,4,12,0,0,25,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,13,0,0,0,0,0,0,0,0,0,0,32,28,33,21,34,69,75,6,0,297,31,30,33,20,37,69,73,10,5,311,206,77,141,155,161,211,192,58,18,1225
LGA19499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,0,0,13,0,0,0,0,8,4,0,0,0,14,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,8,3,0,0,32,0,0,0,4,18,8,3,0,0,32,0,0,0,4,18,8,3,0,0,32
