LGA_CODE_2021,SH_FHs_CF_no_C,SH_FHs_CF_C,SH_FHs_OnePF,SH_FHs_Oth_fam,SH_FHs_Tot,SH_Lone_P_H,SH_Group_H,SH_Tot,SDRTHT_1_S_FHs_CF_no_C,SDRTHT_1_S_FHs_CF_C,SDRTHT_1_S_FHs_OnePF,SDRTHT_1_S_FHs_Oth_fam,SDRTHT_1_S_FHs_Tot,SDRTHT_1_S_Lone_P_H,SDRTHT_1_S_Group_H,SDRTHT_1_S_Tot,SDRTHT_2more_S_FHs_CF_no_C,SDRTHT_2more_S_FHs_CF_C,SDRTHT_2more_S_FHs_OnePF,SDRTHT_2more_S_FHs_Oth_fam,SDRTHT_2more_S_FHs_Tot,SDRTHT_2more_S_Lone_P_H,SDRTHT_2more_S_Group_H,SDRTHT_2more_S_Tot,SDRTHT_Tot_FHs_CF_no_C,SDRTHT_Tot_FHs_CF_C,SDRTHT_Tot_FHs_OnePF,SDRTHT_Tot_FHs_Oth_fam,SDRTHT_Tot_FHs_Tot,SDRTHT_Tot_Lone_P_H,SDRTHT_Tot_Group_H,SDRTHT_Tot_Tot,FoA_1_or_2_SB_FHs_CF_no_C,FoA_1_or_2_SB_FHs_CF_C,FoA_1_or_2_SB_FHs_OnePF,FoA_1_or_2_SB_FHs_Oth_fam,FoA_1_or_2_SB_FHs_Tot,FoA_1_or_2_SB_Lone_P_H,FoA_1_or_2_SB_Group_H,FoA_1_or_2_SB_Tot,FoA_3SB_FHs_CF_no_C,FoA_3SB_FHs_CF_C,FoA_3SB_FHs_OnePF,FoA_3SB_FHs_Oth_fam,FoA_3SB_FHs_Tot,FoA_3SB_Lone_P_H,FoA_3SB_Group_H,FoA_3SB_Tot,FoA_4_to_8_SB_FHs_CF_no_C,FoA_4_to_8_SB_FHs_CF_C,FoA_4_to_8_SB_FHs_OnePF,FoA_4_to_8_SB_FHs_Oth_fam,FoA_4_to_8_SB_FHs_Tot,FoA_4_to_8_SB_Lone_P_H,FoA_4_to_8_SB_Group_H,FoA_4_to_8_SB_Tot,FoA_9moSB_FHs_CF_no_C,FoA_9moSB_FHs_CF_C,FoA_9moSB_FHs_OnePF,FoA_9moSB_FHs_Oth_fam,FoA_9moSB_FHs_Tot,FoA_9moSB_Lone_P_H,FoA_9moSB_Group_H,FoA_9moSB_Tot,FoA_Att_to_hous_FHs_CF_no_C,FoA_Att_to_hous_FHs_CF_C,FoA_Att_to_hous_FHs_OnePF,FoA_Att_to_hous_FHs_Oth_fam,FoA_Att_to_hous_FHs_Tot,FoA_Att_to_hous_Lone_P_H,FoA_Att_to_hous_Group_H,FoA_Att_to_hous_Tot,FoA_Tot_FHs_CF_no_C,FoA_Tot_FHs_CF_C,FoA_Tot_FHs_OnePF,FoA_Tot_FHs_Oth_fam,FoA_Tot_FHs_Tot,FoA_Tot_Lone_P_H,FoA_Tot_Group_H,FoA_Tot_Tot,OD_C_FHs_CF_no_C,OD_C_FHs_CF_C,OD_C_FHs_OnePF,OD_C_FHs_Oth_fam,OD_C_FHs_Tot,OD_C_Lone_P_H,OD_C_Group_H,OD_C_Tot,OD_CH_FHs_CF_no_C,OD_CH_FHs_CF_C,OD_CH_FHs_OnePF,OD_CH_FHs_Oth_fam,OD_CH_FHs_Tot,OD_CH_Lone_P_H,OD_CH_Group_H,OD_CH_Tot,OD_Imp_home_T_SO_FHs_CF_no_C,OD_Imp_home_T_SO_FHs_CF_C,OD_Imp_home_T_SO_FHs_OnePF,OD_Imp_home_T_SO_FHs_Oth_fam,OD_Imp_home_T_SO_FHs_Tot,OD_Imp_home_T_SO_Lone_P_H,OD_Imp_home_T_SO_Group_H,OD_Imp_home_T_SO_Tot,OD_HorF_at_to_S_O_FHs_CF_no_C,OD_HorF_at_to_S_O_FHs_CF_C,OD_HorF_at_to_S_O_FHs_OnePF,OD_HorF_at_to_S_O_FHs_Oth_fam,OD_HorF_at_to_S_O_FHs_Tot,OD_HorF_at_to_S_O_Lone_P_H,OD_HorF_at_to_S_O_Group_H,OD_HorF_at_to_S_O_Tot,OD_Tot_FHs_CF_no_C,OD_Tot_FHs_CF_C,OD_Tot_FHs_OnePF,OD_Tot_FHs_Oth_fam,OD_Tot_FHs_Tot,OD_Tot_Lone_P_H,OD_Tot_Group_H,OD_Tot_Tot,DS_NS_FHs_CF_no_C,DS_NS_FHs_CF_C,DS_NS_FHs_OnePF,DS_NS_FHs_Oth_fam,DS_NS_FHs_Tot,DS_NS_Lone_P_H,DS_NS_Group_H,DS_NS_Tot,Tot_FHs_CF_no_C,Tot_FHs_CF_C,Tot_FHs_OnePF,Tot_FHs_Oth_fam,Tot_FHs_Tot,Tot_Lone_P_H,Tot_Group_H,Tot_Tot
LGA14650,20519,23570,8813,655,53557,13578,1618,68750,1185,297,565,49,2094,2924,128,5140,682,315,443,28,1471,1099,104,2675,1867,606,1010,77,3561,4021,230,7813,365,84,203,21,675,1417,51,2143,94,15,18,0,127,181,10,318,239,32,54,4,332,337,27,696,78,15,17,0,118,113,24,252,53,24,23,5,102,72,4,178,836,178,318,31,1361,2118,111,3589,21,3,7,0,31,49,9,91,45,5,13,0,68,144,7,224,3,0,0,0,3,0,0,9,14,9,15,4,40,36,7,91,88,19,34,10,149,236,22,406,25,15,13,0,53,64,6,116,23334,24391,10185,775,58685,20010,1984,80677
LGA14700,1473,3101,458,49,5077,665,93,5832,54,86,11,0,144,50,7,201,116,214,46,0,378,208,13,600,170,298,58,0,524,258,20,801,196,148,74,12,433,365,45,837,729,545,268,31,1575,1089,164,2826,1247,777,265,40,2328,1435,205,3968,402,234,56,5,697,324,50,1071,15,21,3,0,34,11,3,49,2582,1716,664,88,5059,3221,469,8750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,14,0,0,11,3,3,0,0,14,0,0,19,3,5,0,0,11,6,0,19,4238,5125,1184,139,10682,4163,578,15420
LGA14750,1047,1057,426,37,2563,803,81,3451,16,13,10,3,39,63,4,105,0,0,0,0,7,4,0,12,19,13,10,3,45,66,4,113,41,29,31,4,96,217,7,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,29,31,4,96,217,7,324,0,0,0,0,0,0,0,7,3,0,3,0,5,17,0,24,0,0,0,0,0,0,0,0,6,5,0,0,13,5,0,18,8,11,6,0,25,21,0,50,11,5,0,0,17,4,3,22,1129,1114,471,42,2756,1114,99,3961
LGA14850,4137,3898,2037,159,10227,3444,655,14325,163,64,147,10,377,773,36,1189,74,43,88,6,212,270,43,516,234,102,230,18,587,1035,79,1703,63,40,99,3,207,410,45,663,4,0,10,0,18,51,8,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,14,8,0,35,39,3,74,85,54,119,6,263,497,56,816,11,0,0,0,14,51,0,68,13,4,8,0,30,132,6,167,0,0,0,0,4,4,0,9,9,0,5,0,16,14,0,24,29,6,15,0,57,199,12,268,7,3,3,5,19,28,3,49,4491,4072,2408,184,11150,5212,798,17154
LGA14870,2153,1829,934,80,5002,2277,183,7455,110,19,48,4,181,350,13,542,12,0,13,6,28,66,4,99,123,17,64,3,210,411,19,643,13,10,8,0,25,88,0,107,0,0,0,0,0,9,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,0,7,15,10,6,0,33,98,0,133,0,0,0,0,0,16,0,14,0,0,0,0,0,9,0,10,0,0,0,0,0,0,0,0,10,8,7,0,25,12,0,40,9,9,7,0,25,36,0,64,9,3,0,0,15,9,0,28,2314,1872,1013,84,5280,2831,203,8319
LGA14900,9146,27008,7464,577,44198,5738,725,50658,235,392,195,9,836,414,42,1288,942,2188,1064,78,4279,1415,107,5805,1183,2581,1265,91,5113,1832,149,7098,220,200,230,29,680,892,38,1608,612,903,577,91,2187,1725,168,4078,374,555,326,40,1301,441,58,1801,748,860,391,63,2067,1105,154,3321,92,169,85,13,361,106,19,487,2050,2691,1609,239,6587,4279,435,11301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,6,7,0,23,13,0,40,12,4,7,0,17,19,0,38,44,75,34,4,159,47,7,212,12434,32361,10381,908,56085,11919,1314,69314
LGA14920,847,651,314,44,1852,795,71,2719,5,7,3,0,15,45,0,58,0,0,0,0,3,0,0,4,5,3,4,0,16,47,0,66,7,6,4,0,14,25,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,4,0,14,25,0,34,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,5,0,0,0,0,5,7,0,13,0,0,0,0,6,4,0,11,864,663,324,41,1892,876,76,2848
LGA14950,376,316,123,9,829,300,28,1158,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,4,0,3,0,5,9,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,5,9,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,5,0,0,0,3,0,0,5,3,8,0,0,8,3,0,17,389,325,123,9,849,323,33,1202
LGA15050,8010,10674,3898,296,22879,4947,673,28499,574,236,324,31,1166,1283,66,2516,95,50,92,9,245,355,24,627,672,285,417,44,1413,1634,89,3138,71,24,52,6,156,462,33,651,0,0,0,0,0,0,0,0,0,0,8,0,14,14,4,31,0,0,0,0,0,0,0,0,20,14,10,0,39,28,3,71,94,37,77,6,211,503,40,752,22,0,5,3,30,123,5,155,0,0,0,0,3,4,0,10,0,6,0,0,0,0,0,8,10,4,4,4,19,27,0,47,30,9,9,3,56,153,7,214,3,14,3,0,27,20,0,52,8811,11010,4405,351,24585,7256,811,32648
LGA15240,12419,7083,3857,313,23666,8091,869,32628,707,122,280,18,1130,1630,94,2854,171,69,85,9,333,276,11,619,876,194,359,30,1461,1906,104,3480,288,82,156,16,543,1194,74,1811,101,20,28,5,146,295,22,467,115,21,23,4,160,210,15,381,43,0,3,0,46,30,0,75,6,3,3,0,11,11,0,21,547,131,218,20,911,1736,109,2758,42,12,6,0,61,133,4,199,99,8,17,0,119,197,12,330,5,0,0,0,3,3,0,15,17,18,12,3,53,62,7,120,164,36,38,4,237,397,27,662,31,7,3,0,47,74,4,130,14035,7456,4472,367,26332,12219,1110,39654
LGA15270,2759,2593,928,80,6361,2220,228,8811,99,53,53,9,215,338,31,589,0,0,0,0,7,17,3,22,105,60,54,9,222,356,36,609,5,0,7,0,12,54,0,76,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,7,0,14,66,0,84,4,0,0,0,6,26,5,38,13,4,0,0,17,37,0,46,0,0,0,0,0,0,0,0,12,0,0,0,14,15,0,27,24,5,3,0,33,76,9,110,4,3,4,0,12,12,0,25,2897,2668,990,88,6641,2724,267,9638
LGA15300,985,979,472,58,2492,845,100,3433,67,50,32,4,159,207,17,381,9,3,3,0,24,44,8,66,80,51,38,7,179,245,17,443,8,0,10,3,21,54,4,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,9,3,19,52,4,77,5,5,4,0,11,14,0,21,4,0,0,0,3,3,3,9,0,0,0,0,0,0,0,0,0,0,3,0,5,4,0,14,8,6,4,0,22,27,3,47,10,4,0,0,23,17,5,43,1103,1042,524,67,2729,1185,128,4042
LGA15350,1112,2051,278,37,3483,511,38,4028,205,303,71,7,583,170,4,755,247,184,54,4,484,137,9,629,448,490,123,13,1068,306,18,1389,409,282,111,7,810,487,56,1353,768,354,221,18,1363,1388,98,2847,331,131,72,11,547,573,21,1144,170,46,26,3,252,320,21,589,24,5,12,0,37,26,0,67,1701,823,440,45,3001,2799,199,6001,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,32,19,11,3,57,25,8,91,33,19,9,3,59,25,8,96,10,6,0,0,11,19,0,29,3293,3383,853,92,7620,3658,261,11544
LGA15520,1632,1223,334,27,3216,1037,88,4337,114,17,18,0,151,230,6,391,3,0,4,0,12,5,0,17,119,24,19,0,164,239,6,406,3,3,0,0,7,28,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,7,28,0,34,6,4,0,0,14,5,0,14,15,0,0,0,15,28,0,38,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,7,26,4,4,0,30,28,0,62,18,3,5,0,20,11,4,34,1789,1253,359,27,3434,1341,98,4875
LGA15560,397,302,125,10,834,350,25,1210,3,0,0,0,3,16,0,20,0,0,0,0,0,0,0,0,3,0,0,0,3,15,0,19,4,3,3,0,8,34,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,8,34,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,10,3,0,0,0,8,10,0,10,3,0,0,0,8,0,0,7,412,303,121,12,857,413,25,1291
LGA15650,1482,1656,719,49,3902,1254,131,5292,64,36,31,5,133,296,18,448,22,7,16,4,47,98,6,152,83,42,48,8,176,389,25,595,0,6,5,0,14,29,0,43,5,7,5,0,4,8,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,11,4,0,18,36,0,58,8,0,3,0,10,8,0,16,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,0,0,0,3,4,0,10,14,3,3,0,20,18,0,33,9,0,0,0,9,19,0,31,1582,1703,776,58,4131,1712,164,6001
LGA15700,2290,1543,899,67,4808,2080,230,7117,68,36,34,3,143,199,8,354,36,13,14,4,69,98,0,167,107,52,47,9,214,297,11,524,42,15,29,6,91,139,8,241,21,3,9,0,38,73,3,112,9,0,0,0,13,16,0,28,0,0,0,0,0,0,0,0,4,5,0,0,10,9,0,16,77,24,41,5,146,239,14,393,13,0,3,0,15,20,0,39,28,0,4,4,33,51,0,80,0,0,4,0,5,0,0,0,11,4,10,0,22,18,0,38,48,7,13,4,76,91,3,166,13,4,4,0,21,32,6,60,2542,1630,1005,84,5264,2737,263,8265
LGA15750,1282,1199,484,44,3007,996,112,4114,41,13,23,0,81,257,12,353,4,4,0,0,7,19,0,31,49,22,22,0,94,275,15,384,6,0,0,0,5,15,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,21,0,31,6,0,0,0,6,6,0,19,0,0,0,0,3,7,0,9,0,0,0,0,0,3,0,4,0,0,0,0,6,0,0,4,6,3,0,0,10,16,3,33,4,4,3,0,8,3,0,14,1347,1228,509,47,3126,1316,132,4574
LGA15800,594,482,266,29,1364,600,50,2014,3,5,0,0,12,31,0,43,0,0,0,0,0,6,0,6,3,5,0,0,12,34,0,44,3,5,0,0,13,39,3,49,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,13,41,3,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,11,7,0,13,5,0,3,0,10,7,0,14,0,0,0,0,5,0,4,8,611,493,270,29,1405,685,51,2141
LGA15850,611,578,266,26,1475,545,54,2072,8,0,8,0,21,61,0,82,0,0,0,0,0,0,0,0,10,0,8,0,20,61,0,85,4,0,0,0,8,33,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,33,0,42,0,0,0,0,3,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,4,5,0,10,4,3,0,0,12,3,0,12,632,585,281,33,1522,649,54,2221
LGA15900,12061,15045,5460,591,33159,9738,2715,45617,953,433,525,64,1979,2254,290,4532,1514,916,708,108,3244,2163,783,6194,2472,1348,1234,170,5228,4418,1078,10724,608,215,233,43,1094,2120,291,3501,531,150,146,30,850,1244,206,2299,595,131,105,16,849,929,145,1921,434,91,57,10,594,701,86,1386,65,46,33,3,143,124,35,304,2231,625,570,102,3528,5128,753,9410,3,0,0,0,6,9,0,8,3,0,0,0,6,13,0,17,0,0,0,0,0,0,0,3,37,20,17,0,82,107,32,220,46,22,25,0,89,124,32,244,25,12,8,0,49,78,5,131,16835,17052,7295,867,42051,19486,4588,66129
LGA15950,1066,1520,317,35,2939,587,68,3593,304,397,111,9,821,297,50,1173,925,900,234,31,2088,735,121,2948,1229,1290,352,40,2909,1031,171,4121,1002,681,285,39,2004,1366,230,3596,2121,957,421,97,3599,3126,440,7159,1790,699,283,74,2845,2745,325,5923,2516,913,383,84,3905,3552,375,7826,10,4,3,0,15,9,0,29,7438,3263,1373,294,12365,10796,1371,24535,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,26,5,3,0,35,26,15,68,26,5,3,0,35,28,15,75,16,4,4,0,24,45,6,78,9771,6086,2053,372,18279,12490,1630,32395
LGA15990,13552,27824,4843,365,46587,6526,927,54040,496,482,131,14,1128,924,46,2097,1732,1745,613,36,4126,1929,146,6201,2223,2234,749,55,5252,2854,189,8299,1816,1258,514,50,3638,2783,339,6758,4152,2545,1258,131,8089,4740,930,13756,2787,1415,735,78,5024,3081,443,8541,657,279,120,13,1068,734,101,1906,153,154,51,3,367,133,18,513,9570,5645,2685,280,18181,11466,1828,31478,6,6,3,0,18,6,0,20,13,0,4,0,13,37,0,50,0,0,0,0,0,3,0,6,80,54,33,9,185,97,30,310,99,62,42,11,217,140,30,388,40,41,14,3,99,73,12,177,25487,35799,8329,711,70330,21056,2990,94377
LGA16100,660,491,203,6,1370,505,42,1914,11,0,5,0,24,52,0,80,0,0,0,0,0,0,0,0,10,0,5,0,23,52,0,82,0,0,0,0,0,11,3,10,0,0,0,0,0,12,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,16,4,26,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,9,0,0,0,0,0,3,0,12,680,496,217,6,1402,587,46,2038
LGA16150,3870,4495,1759,143,10268,3283,416,13966,224,106,135,17,477,828,41,1355,22,10,24,3,57,132,8,204,247,113,157,13,536,967,47,1556,75,24,26,0,133,349,25,510,3,4,3,0,10,16,6,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,5,9,0,17,83,25,31,11,151,377,33,557,5,0,0,0,6,16,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,12,13,0,31,7,8,3,0,19,29,0,54,5,12,3,0,24,19,6,51,4210,4665,1954,169,10996,4669,515,16183
LGA16200,1396,1318,655,39,3411,1316,115,4842,33,14,9,0,61,108,4,172,0,0,0,0,0,17,0,17,33,14,9,0,61,122,4,191,44,12,15,0,69,202,10,279,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,43,15,15,0,70,207,10,292,0,0,0,0,5,8,0,15,0,0,0,0,6,5,0,8,0,0,0,0,0,0,0,0,3,3,3,0,10,9,0,18,4,5,3,0,12,25,0,38,7,10,3,0,25,21,0,41,1484,1373,688,41,3587,1683,127,5401
LGA16260,8515,17218,3858,377,29960,4974,939,35872,494,732,302,23,1544,1031,82,2649,1949,4282,1161,112,7503,1725,369,9602,2438,5012,1458,140,9049,2755,451,12253,891,727,263,93,1974,2011,269,4255,1925,2309,887,191,5312,2897,737,8947,4472,4825,1312,316,10927,4161,1025,16110,4153,3826,855,244,9075,3730,1146,13955,86,89,25,10,201,75,17,293,11522,11771,3349,844,27486,12878,3199,43561,0,0,5,0,3,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,75,17,0,114,48,24,185,24,72,18,0,120,48,24,189,65,44,19,0,122,86,19,232,22555,34123,8699,1372,66741,20742,4627,92109
LGA16350,13603,24435,8340,621,47008,9210,1255,57474,450,495,453,32,1436,1221,96,2743,1103,1665,1209,92,4075,1881,237,6187,1549,2166,1660,131,5510,3100,329,8934,221,119,171,35,547,1130,67,1745,241,152,177,33,608,843,73,1524,501,263,287,55,1105,1071,132,2311,229,79,75,21,413,361,63,831,66,72,43,0,183,111,11,299,1259,685,758,148,2852,3518,339,6712,3,0,0,0,7,18,0,27,15,0,9,0,22,64,3,93,0,5,0,0,6,4,0,8,8,15,17,0,33,12,0,54,26,13,23,5,71,100,8,179,24,24,9,0,57,44,9,104,16464,27324,10804,904,55491,15971,1939,73398
LGA16380,9524,7416,2986,217,20147,5556,681,26385,927,214,374,19,1533,1874,121,3526,321,130,171,12,630,424,63,1124,1243,344,546,32,2163,2301,179,4645,294,71,158,17,544,988,71,1610,148,45,42,5,241,321,19,588,277,45,68,3,398,522,54,972,58,7,8,0,74,58,0,134,12,15,3,0,31,9,0,38,797,187,284,24,1289,1895,151,3343,24,3,0,0,27,26,0,58,65,5,10,0,83,179,9,265,0,0,0,0,0,0,0,0,12,8,8,0,26,26,4,52,100,15,19,0,138,228,10,374,22,11,6,0,44,50,6,102,11687,7987,3841,271,23785,10035,1031,34848
LGA16400,7893,7053,2774,183,17900,4942,524,23362,563,173,217,18,968,1142,48,2155,573,265,264,8,1110,598,43,1756,1131,441,480,25,2080,1738,94,3911,55,14,30,4,111,206,13,323,64,9,17,0,92,120,10,222,167,19,36,4,224,195,17,428,0,0,0,0,0,0,0,0,16,7,10,3,40,21,0,59,302,52,91,11,463,537,43,1038,35,0,9,0,49,97,6,150,71,15,25,6,123,124,19,268,0,0,0,0,0,5,0,9,10,0,3,0,20,12,4,33,116,23,42,7,186,234,29,452,28,8,4,0,42,52,4,96,9475,7576,3395,220,20670,7503,694,28868
LGA16490,5062,7162,1697,133,14057,2755,266,17078,328,281,199,24,830,813,49,1680,342,325,171,21,863,658,57,1572,668,608,371,47,1690,1467,104,3262,146,111,72,16,339,687,39,1067,93,67,35,8,211,306,40,554,193,118,59,17,388,508,38,934,20,7,5,0,34,40,3,77,3,4,5,0,14,10,0,30,457,312,177,39,988,1554,126,2661,6,3,3,0,10,9,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,11,7,4,0,25,13,0,36,23,12,6,0,37,24,0,61,5,10,5,0,16,25,0,41,6220,8098,2253,219,16785,5819,503,23100
LGA16550,3196,6657,1367,170,11389,1940,461,13790,695,1399,340,38,2475,792,118,3381,1135,2322,631,62,4145,897,176,5217,1828,3721,973,96,6621,1688,299,8601,1273,941,535,74,2815,2109,536,5462,3629,1841,1090,217,6784,5171,1571,13526,2217,1133,463,90,3908,2622,663,7184,646,368,163,43,1217,731,265,2215,31,39,10,0,78,46,10,140,7801,4324,2256,432,14808,10677,3049,28527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,53,37,7,207,171,64,443,111,53,37,7,207,171,64,443,12,11,8,0,27,37,7,74,12939,14759,4641,705,33050,14505,3873,51433
LGA16610,2395,1981,997,89,5452,1790,212,7455,124,34,63,6,226,340,18,585,60,33,32,3,131,97,15,232,189,63,97,7,353,434,32,819,42,10,31,3,90,198,11,295,0,0,0,0,3,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,7,9,0,17,48,13,33,3,98,220,11,326,20,3,4,0,30,63,4,98,16,0,9,0,22,36,0,60,0,0,3,0,3,8,4,9,9,3,3,0,16,10,4,29,42,14,19,0,74,118,7,197,4,5,4,0,11,18,3,32,2677,2073,1145,100,5989,2578,256,8825
LGA16700,4779,9693,1945,239,16660,2761,593,20016,610,914,297,23,1842,766,48,2657,955,1572,448,63,3037,1100,161,4299,1560,2487,742,91,4877,1869,207,6956,278,163,97,18,558,746,51,1350,1435,1040,507,128,3109,2989,384,6489,2232,1706,523,136,4601,2435,449,7490,2292,1146,360,124,3929,2019,432,6380,24,30,20,0,74,56,16,148,6262,4087,1518,407,12275,8253,1330,21854,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,19,10,5,66,42,8,115,32,20,10,5,67,46,8,124,10,8,3,0,28,48,14,93,12647,16295,4220,739,33907,12976,2159,49040
LGA16900,6330,8441,3100,213,18086,3465,417,21963,449,165,273,30,913,878,50,1845,504,436,356,26,1320,683,75,2086,949,602,627,58,2236,1561,124,3931,167,87,131,16,400,568,30,998,52,4,6,0,65,47,0,111,37,6,0,0,42,51,4,98,0,0,0,0,0,0,0,0,27,19,10,0,57,27,0,88,288,116,151,18,569,696,36,1300,62,4,20,0,83,186,9,271,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,12,4,5,0,21,16,4,41,72,10,22,5,103,204,10,312,11,6,6,0,24,16,0,39,7643,9167,3914,285,21014,5942,586,27543
LGA16950,13208,9304,4297,330,27131,9121,979,37225,692,159,240,30,1120,1411,98,2622,189,61,96,9,357,455,26,845,881,223,336,34,1483,1861,128,3469,122,56,57,6,237,435,33,709,9,3,0,0,12,20,0,32,0,0,0,0,4,3,0,11,0,0,0,0,0,0,0,0,29,15,16,0,64,48,3,115,165,74,72,7,324,504,39,865,24,3,3,0,36,81,5,119,220,17,21,4,266,377,12,658,0,0,3,0,3,3,0,7,12,15,9,0,37,25,4,67,260,45,34,5,340,491,18,852,49,19,6,4,74,175,7,252,14572,9655,4746,380,29348,12150,1169,42667
LGA17000,2190,2921,807,59,5972,1360,140,7479,67,58,59,4,185,201,12,400,31,11,35,5,82,117,19,209,99,69,95,9,269,315,27,615,36,19,22,0,73,155,8,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,36,19,22,0,73,156,8,231,10,0,3,0,9,36,3,47,7,0,3,0,18,22,6,43,0,0,0,0,0,3,0,3,0,0,3,0,3,0,0,8,17,0,7,0,31,60,7,94,6,3,0,0,11,3,0,16,2337,3014,930,75,6360,1901,184,8443
LGA17040,2269,1951,629,48,4888,1895,203,6995,44,22,13,0,82,112,9,205,32,21,13,0,66,71,37,174,74,47,24,0,149,189,47,385,95,40,35,0,170,212,80,463,13,3,6,0,21,25,8,54,7,0,0,0,7,5,0,8,0,0,0,0,0,0,0,0,3,5,0,0,8,8,3,22,118,48,38,0,207,250,93,551,0,0,0,0,0,18,0,16,5,0,0,0,5,3,0,5,0,0,0,0,0,3,0,9,4,7,0,0,18,11,0,26,8,7,3,0,24,29,0,60,14,8,4,0,27,28,7,61,2485,2061,703,52,5291,2386,358,8043
LGA17080,1724,1406,581,42,3748,1352,89,5188,61,24,26,3,119,232,5,356,0,0,0,0,3,4,0,8,58,21,31,3,118,237,5,359,9,4,0,0,10,40,0,51,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,11,3,0,0,17,43,0,58,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,5,6,3,0,0,7,14,0,20,6,4,0,0,11,19,0,35,8,9,3,0,16,12,3,33,1802,1447,613,43,3905,1668,97,5671
