LGA_CODE_2021,MSEO_SEO,MSEO_UOLSE_VWorW,MSEO_UOLSE_NWorNAA,MSEO_UOLSE_Tot,MSEO_NS,MSEO_Tot,MOL_Afrikaans_SEO,MOL_Afrikaans_UOLSE_VWorW,MOL_Afrikaans_UOLSE_NWorNAA,MOL_Afrikaans_UOLSE_Tot,MOL_Afrikaans_NS,MOL_Afrikaans_Tot,MOL_Arabic_SEO,MOL_Arabic_UOLSE_VWorW,MOL_Arabic_UOLSE_NWorNAA,MOL_Arabic_UOLSE_Tot,MOL_Arabic_NS,MOL_Arabic_Tot,MOL_AIndLng_SEO,MOL_AIndLng_UOLSE_VWorW,MOL_AIndLng_UOLSE_NWorNAA,MOL_AIndLng_UOLSE_Tot,MOL_AIndLng_NS,MOL_AIndLng_Tot,MOL_CL_Canton_SEO,MOL_CL_Canton_UOLSE_VWorW,MOL_CL_Canton_UOLSE_NWorNAA,MOL_CL_Canton_UOLSE_Tot,MOL_CL_Canton_NS,MOL_CL_Canton_Tot,MOL_CL_Mandarin_SEO,MOL_CL_Mandarin_UOLSE_VWorW,MOL_CL_Mandarin_UOLSE_NWorNAA,MOL_CL_Mandarin_UOLSE_Tot,MOL_CL_Mandarin_NS,MOL_CL_Mandarin_Tot,MOL_CL_Oth_SEO,MOL_CL_Oth_UOLSE_VWorW,MOL_CL_Oth_UOLSE_NWorNAA,MOL_CL_Oth_UOLSE_Tot,MOL_CL_Oth_NS,MOL_CL_Oth_Tot,MOL_CL_Tot_SEO,MOL_CL_Tot_UOLSE_VWorW,MOL_CL_Tot_UOLSE_NWorNAA,MOL_CL_Tot_UOLSE_Tot,MOL_CL_Tot_NS,MOL_CL_Tot_Tot,MOL_Croatian_SEO,MOL_Croatian_UOLSE_VWorW,MOL_Croatian_UOLSE_NWorNAA,MOL_Croatian_UOLSE_Tot,MOL_Croatian_NS,MOL_Croatian_Tot,MOL_French_SEO,MOL_French_UOLSE_VWorW,MOL_French_UOLSE_NWorNAA,MOL_French_UOLSE_Tot,MOL_French_NS,MOL_French_Tot,MOL_German_SEO,MOL_German_UOLSE_VWorW,MOL_German_UOLSE_NWorNAA,MOL_German_UOLSE_Tot,MOL_German_NS,MOL_German_Tot,MOL_Greek_SEO,MOL_Greek_UOLSE_VWorW,MOL_Greek_UOLSE_NWorNAA,MOL_Greek_UOLSE_Tot,MOL_Greek_NS,MOL_Greek_Tot,MOL_IAL_Bengali_SEO,MOL_IAL_Bengali_UOLSE_VWorW,MOL_IAL_Bengali_UOLSE_NWorNAA,MOL_IAL_Bengali_UOLSE_Tot,MOL_IAL_Bengali_NS,MOL_IAL_Bengali_Tot,MOL_IAL_Guj_SEO,MOL_IAL_Guj_UOLSE_VWorW,MOL_IAL_Guj_UOLSE_NWorNAA,MOL_IAL_Guj_UOLSE_Tot,MOL_IAL_Guj_NS,MOL_IAL_Guj_Tot,MOL_IAL_Hindi_SEO,MOL_IAL_Hindi_UOLSE_VWorW,MOL_IAL_Hindi_UOLSE_NWorNAA,MOL_IAL_Hindi_UOLSE_Tot,MOL_IAL_Hindi_NS,MOL_IAL_Hindi_Tot,MOL_IAL_Nepali_SEO,MOL_IAL_Nepali_UOLSE_VWorW,MOL_IAL_Nepali_UOLSE_NWorNAA,MOL_IAL_Nepali_UOLSE_Tot,MOL_IAL_Nepali_NS,MOL_IAL_Nepali_Tot,MOL_IAL_Punjabi_SEO,MOL_IAL_Punjabi_UOLSE_VWorW,MOL_IAL_Punjabi_UOLSE_NWorNAA,MOL_IAL_Punjabi_UOLSE_Tot,MOL_IAL_Punjabi_NS,MOL_IAL_Punjabi_Tot,MOL_IAL_Sinhal_SEO,MOL_IAL_Sinhal_UOLSE_VWorW,MOL_IAL_Sinhal_UOLSE_NWorNAA,MOL_IAL_Sinhal_UOLSE_Tot,MOL_IAL_Sinhal_NS,MOL_IAL_Sinhal_Tot,MOL_IAL_Urdu_SEO,MOL_IAL_Urdu_UOLSE_VWorW,MOL_IAL_Urdu_UOLSE_NWorNAA,MOL_IAL_Urdu_UOLSE_Tot,MOL_IAL_Urdu_NS,MOL_IAL_Urdu_Tot,MOL_IAL_Oth_SEO,MOL_IAL_Oth_UOLSE_VWorW,MOL_IAL_Oth_UOLSE_NWorNAA,MOL_IAL_Oth_UOLSE_Tot,MOL_IAL_Oth_NS,MOL_IAL_Oth_Tot,MOL_IAL_Tot_SEO,MOL_IAL_Tot_UOLSE_VWorW,MOL_IAL_Tot_UOLSE_NWorNAA,MOL_IAL_Tot_UOLSE_Tot,MOL_IAL_Tot_NS,MOL_IAL_Tot_Tot,MOL_Italian_SEO,MOL_Italian_UOLSE_VWorW,MOL_Italian_UOLSE_NWorNAA,MOL_Italian_UOLSE_Tot,MOL_Italian_NS,MOL_Italian_Tot,MOL_Japan_SEO,MOL_Japan_UOLSE_VWorW,MOL_Japan_UOLSE_NWorNAA,MOL_Japan_UOLSE_Tot,MOL_Japan_NS,MOL_Japan_Tot,MOL_Khmer_SEO,MOL_Khmer_UOLSE_VWorW,MOL_Khmer_UOLSE_NWorNAA,MOL_Khmer_UOLSE_Tot,MOL_Khmer_NS,MOL_Khmer_Tot,MOL_Korean_SEO,MOL_Korean_UOLSE_VWorW,MOL_Korean_UOLSE_NWorNAA,MOL_Korean_UOLSE_Tot,MOL_Korean_NS,MOL_Korean_Tot,MOL_Macedon_SEO,MOL_Macedon_UOLSE_VWorW,MOL_Macedon_UOLSE_NWorNAA,MOL_Macedon_UOLSE_Tot,MOL_Macedon_NS,MOL_Macedon_Tot,MOL_Malayalam_SEO,MOL_Malayalam_UOLSE_VWorW,MOL_Malayalam_UOLSE_NWorNAA,MOL_Malayalam_UOLSE_Tot,MOL_Malayalam_NS,MOL_Malayalam_Tot,MOL_Persian_ED_SEO,MOL_Persian_ED_UOLSE_VWorW,MOL_Persian_ED_UOLSE_NWorNAA,MOL_Persian_ED_UOLSE_Tot,MOL_Persian_ED_NS,MOL_Persian_ED_Tot,MOL_Polish_SEO,MOL_Polish_UOLSE_VWorW,MOL_Polish_UOLSE_NWorNAA,MOL_Polish_UOLSE_Tot,MOL_Polish_NS,MOL_Polish_Tot,MOL_Portuguese_SEO,MOL_Portuguese_UOLSE_VWorW,MOL_Portuguese_UOLSE_NWorNAA,MOL_Portuguese_UOLSE_Tot,MOL_Portuguese_NS,MOL_Portuguese_Tot,MOL_Russian_SEO,MOL_Russian_UOLSE_VWorW,MOL_Russian_UOLSE_NWorNAA,MOL_Russian_UOLSE_Tot,MOL_Russian_NS,MOL_Russian_Tot,MOL_Samoan_SEO,MOL_Samoan_UOLSE_VWorW,MOL_Samoan_UOLSE_NWorNAA,MOL_Samoan_UOLSE_Tot,MOL_Samoan_NS,MOL_Samoan_Tot,MOL_Serbian_SEO,MOL_Serbian_UOLSE_VWorW,MOL_Serbian_UOLSE_NWorNAA,MOL_Serbian_UOLSE_Tot,MOL_Serbian_NS,MOL_Serbian_Tot,MOL_SAL_Filipin_SEO,MOL_SAL_Filipin_UOLSE_VWorW
LGA15950,23875,..,..,..,..,23875,..,77,3,76,0,76,..,106,6,110,0,108,..,3,0,3,0,3,..,705,78,781,0,784,..,1004,186,1185,17,1203,..,47,3,47,0,47,..,1753,267,2023,19,2041,..,22,0,26,0,26,..,300,7,308,12,311,..,170,4,174,0,178,..,99,0,97,0,103,..,52,4,52,0,52,..,43,3,46,0,46,..,305,4,308,3,309,..,171,0,170,0,173,..,47,5,49,0,51,..,36,0,36,0,36,..,51,0,51,0,51,..,67,0,67,6,70,..,779,12,791,9,796,..,235,11,249,4,252,..,343,68,409,0,415,..,6,0,6,0,6,..,176,20,195,0,200,..,34,0,34,0,34,..,38,0,40,0,40,..,177,9,187,0,187,..,112,4,113,0,113,..,275,11,285,3,292,..,164,17,177,4,180,..,11,0,11,0,11,..,55,0,55,3,59,..,79
LGA15990,105476,..,..,..,..,105476,..,268,0,265,0,266,..,262,20,279,0,279,..,13,0,15,0,15,..,669,141,808,3,815,..,1185,345,1528,12,1540,..,50,13,62,0,62,..,1900,505,2402,14,2417,..,303,38,339,3,347,..,1150,28,1174,17,1187,..,968,25,989,22,1012,..,415,29,447,3,446,..,67,0,73,0,73,..,38,0,36,0,36,..,268,14,276,0,278,..,561,20,581,3,582,..,322,15,338,0,338,..,25,0,29,0,29,..,62,4,60,0,60,..,15,0,18,0,18,..,1351,51,1406,5,1407,..,1386,129,1512,13,1527,..,395,39,441,7,443,..,26,3,29,0,29,..,222,81,312,4,315,..,57,9,61,0,64,..,56,4,57,3,64,..,283,20,300,4,306,..,201,3,205,4,209,..,1517,101,1615,29,1647,..,283,30,307,0,310,..,33,4,37,0,41,..,519,78,592,0,592,..,157
LGA16100,2356,..,..,..,..,2356,..,10,0,10,0,10,..,4,0,4,0,4,..,0,0,0,0,0,..,3,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,8,0,8,..,5,0,5,0,5,..,9,0,9,0,9,..,4,0,4,0,4,..,3,0,3,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,5,0,5,0,5,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,15,0,21,0,21,..,8,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,13,0,10,0,10,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,5,0,6,0,6,..,0
LGA16150,18431,..,..,..,..,18431,..,47,0,47,0,47,..,40,3,45,0,45,..,18,0,22,0,22,..,30,15,41,0,45,..,58,20,74,0,73,..,3,0,0,0,0,..,88,35,120,0,124,..,15,0,18,0,18,..,24,4,22,0,22,..,29,4,30,0,30,..,33,0,34,0,34,..,15,6,15,0,15,..,10,0,10,0,10,..,46,5,51,0,49,..,115,3,116,3,118,..,71,4,72,0,72,..,22,0,24,0,28,..,56,3,62,0,62,..,3,0,3,0,3,..,336,15,353,4,360,..,42,9,50,0,50,..,9,0,14,0,14,..,4,0,4,0,4,..,22,21,34,0,39,..,4,0,4,0,4,..,118,12,134,6,132,..,14,0,14,0,14,..,0,0,0,0,0,..,10,0,13,0,13,..,20,0,24,0,24,..,9,0,9,0,9,..,3,0,3,0,3,..,41
LGA16200,6332,..,..,..,..,6332,..,23,3,21,0,21,..,5,0,5,0,5,..,20,0,24,0,24,..,4,7,15,0,15,..,11,8,22,0,22,..,0,0,0,0,0,..,20,19,30,0,30,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,14,0,14,0,14,..,5,0,5,0,5,..,8,0,8,0,8,..,7,0,7,0,7,..,0,0,0,0,0,..,42,0,42,0,38,..,13,3,15,0,15,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,3,0,3,..,0,0,0,0,0,..,6,0,6,0,6,..,3,0,3,0,3,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,3,..,0,0,0,0,0,..,11
LGA16260,50292,..,..,..,..,50292,..,74,0,75,0,75,..,3800,362,4160,25,4185,..,18,0,18,0,18,..,6089,1526,7616,54,7672,..,10894,3848,14737,135,14872,..,354,110,460,0,460,..,17333,5484,22816,190,23005,..,209,13,226,0,227,..,204,9,209,4,213,..,155,5,160,0,161,..,568,67,633,4,638,..,1016,34,1047,6,1054,..,2214,108,2318,25,2343,..,4881,164,5044,46,5098,..,2238,56,2298,15,2309,..,1742,82,1826,14,1837,..,654,24,679,10,685,..,1677,65,1736,13,1753,..,1133,46,1177,13,1195,..,15551,577,16126,143,16271,..,578,48,624,9,637,..,227,29,262,6,266,..,52,6,62,0,62,..,4822,1927,6753,41,6792,..,35,6,43,0,43,..,893,50,944,19,963,..,1505,394,1896,11,1904,..,199,26,226,0,224,..,247,27,274,3,276,..,288,17,304,5,309,..,98,18,118,0,118,..,196,16,223,0,222,..,693
LGA16350,80258,..,..,..,..,80258,..,51,0,55,0,55,..,1804,184,1991,14,2005,..,56,5,59,0,65,..,250,90,343,3,341,..,522,215,735,20,751,..,34,7,46,0,46,..,814,318,1126,16,1143,..,409,47,462,5,465,..,133,4,135,4,143,..,117,4,126,3,125,..,505,69,576,10,579,..,321,17,344,3,343,..,502,32,539,4,543,..,1093,34,1126,9,1132,..,532,61,586,11,597,..,1466,134,1599,19,1618,..,281,3,287,5,292,..,659,39,698,10,710,..,160,9,168,0,168,..,5004,335,5341,60,5401,..,515,43,559,7,566,..,62,4,64,0,64,..,50,18,68,0,72,..,216,83,297,0,297,..,83,10,93,0,94,..,455,14,469,0,469,..,237,39,275,0,274,..,142,14,162,0,162,..,95,12,101,0,101,..,109,14,116,0,116,..,537,76,610,0,614,..,166,15,179,0,182,..,635
LGA16380,37972,..,..,..,..,37972,..,41,0,41,0,41,..,46,3,50,0,51,..,52,0,52,0,52,..,32,18,52,0,52,..,72,9,82,0,82,..,6,0,6,0,6,..,113,28,137,0,137,..,19,0,20,0,20,..,74,4,76,0,76,..,86,0,89,0,89,..,25,0,25,0,25,..,15,0,12,0,12,..,28,0,25,0,25,..,22,6,21,0,21,..,70,5,72,0,72,..,46,5,50,0,51,..,9,0,9,0,9,..,23,3,25,0,25,..,8,0,8,0,8,..,212,16,226,0,222,..,60,3,61,0,61,..,25,0,30,0,30,..,6,0,6,0,6,..,18,6,26,0,26,..,4,0,4,0,4,..,40,5,43,0,43,..,9,0,12,0,12,..,26,0,22,0,22,..,29,0,27,0,27,..,10,0,13,0,13,..,6,0,6,0,6,..,3,0,3,0,3,..,27
LGA16400,33688,..,..,..,..,33688,..,58,0,58,0,58,..,33,0,38,0,38,..,31,0,30,0,30,..,26,11,32,0,32,..,43,19,64,0,62,..,3,0,3,0,3,..,65,24,95,0,96,..,45,6,49,0,49,..,58,0,57,0,57,..,54,3,60,0,61,..,76,11,82,0,87,..,10,0,10,0,10,..,4,0,4,0,4,..,19,0,21,0,21,..,62,0,62,0,62,..,20,7,27,0,27,..,5,0,5,0,5,..,23,0,22,0,22,..,4,0,4,0,8,..,142,5,153,0,157,..,81,8,88,0,88,..,17,0,18,0,18,..,0,0,0,0,0,..,10,8,21,0,21,..,17,0,19,0,19,..,12,10,18,0,18,..,5,0,4,0,4,..,18,0,20,0,20,..,23,0,22,3,22,..,14,4,19,0,21,..,16,0,14,0,14,..,5,0,9,0,9,..,6
LGA16490,25953,..,..,..,..,25953,..,48,0,48,6,51,..,81,14,96,0,95,..,34,3,37,0,37,..,42,13,53,0,53,..,86,30,120,4,124,..,3,0,3,0,3,..,132,45,181,4,179,..,108,14,120,0,120,..,80,0,80,0,80,..,84,3,88,0,88,..,83,10,90,0,95,..,98,10,107,0,104,..,74,0,77,0,77,..,145,4,148,5,151,..,290,13,302,0,302,..,406,36,440,0,443,..,27,0,25,0,25,..,115,4,119,0,119,..,32,0,33,0,35,..,1181,67,1250,4,1259,..,250,22,275,0,275,..,18,6,14,0,14,..,4,0,9,0,9,..,24,7,30,0,30,..,408,66,472,3,479,..,65,6,74,0,75,..,26,0,26,0,26,..,44,0,44,0,44,..,49,0,59,0,61,..,29,0,29,0,29,..,25,0,31,0,31,..,138,21,160,0,163,..,75
LGA16550,43567,..,..,..,..,43567,..,44,0,40,0,40,..,412,37,451,3,454,..,33,0,33,0,33,..,1169,221,1385,8,1392,..,1952,351,2299,11,2319,..,122,16,140,0,140,..,3247,586,3825,23,3850,..,112,7,120,0,126,..,1093,51,1142,12,1159,..,380,11,386,3,389,..,1664,191,1859,11,1866,..,189,9,192,0,196,..,55,0,54,0,57,..,292,5,300,3,298,..,114,3,116,0,116,..,57,3,59,0,59,..,59,0,58,0,58,..,83,5,90,0,90,..,77,0,78,0,78,..,923,20,946,9,949,..,671,43,713,5,721,..,170,14,182,3,184,..,13,3,16,0,16,..,132,31,167,0,167,..,35,0,35,0,35,..,71,0,77,0,77,..,155,5,158,0,158,..,228,18,249,6,251,..,1032,88,1120,13,1130,..,625,95,719,4,723,..,15,0,21,0,21,..,142,21,157,4,164,..,113
LGA16610,10211,..,..,..,..,10211,..,9,0,9,0,9,..,0,0,0,0,0,..,34,0,34,0,34,..,3,0,6,0,6,..,4,0,5,0,5,..,0,0,0,0,0,..,13,3,10,0,10,..,0,0,0,0,0,..,5,0,5,0,5,..,11,5,12,0,12,..,8,0,7,0,7,..,4,0,4,0,4,..,0,0,0,0,0,..,5,0,5,0,5,..,11,0,11,0,11,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,26,0,28,0,28,..,18,0,17,0,24,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,5,0,5,0,5,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8
LGA16700,30164,..,..,..,..,30164,..,56,0,55,0,55,..,995,77,1070,11,1083,..,4,0,5,0,5,..,3558,764,4321,35,4356,..,6263,1815,8081,85,8170,..,214,61,269,3,275,..,10038,2644,12680,117,12799,..,191,11,204,6,206,..,184,3,189,4,188,..,156,3,158,0,160,..,480,53,532,4,531,..,387,9,400,9,408,..,127,0,131,5,130,..,1059,7,1070,8,1079,..,363,12,368,0,371,..,241,15,255,0,259,..,199,4,207,5,208,..,390,16,403,5,408,..,216,5,222,0,222,..,2986,75,3054,26,3082,..,923,107,1030,3,1038,..,284,34,316,0,316,..,21,0,22,0,22,..,1974,751,2729,21,2747,..,69,7,78,0,78,..,180,5,184,3,190,..,794,88,883,3,888,..,118,8,130,0,130,..,192,17,207,0,211,..,244,25,264,4,274,..,8,0,8,0,8,..,135,11,145,3,150,..,359
LGA16900,31950,..,..,..,..,31950,..,27,0,27,0,27,..,141,11,151,7,156,..,21,0,21,0,21,..,18,14,34,0,34,..,60,29,83,0,83,..,5,0,6,0,6,..,80,41,122,0,122,..,100,11,112,0,113,..,28,0,32,0,32,..,84,4,84,4,84,..,139,15,152,4,159,..,8,0,12,0,12,..,4,0,4,0,4,..,44,0,43,0,43,..,15,0,15,0,13,..,21,9,27,0,27,..,9,0,9,0,9,..,54,5,56,0,57,..,7,0,7,0,7,..,159,10,169,0,175,..,175,19,197,0,196,..,20,0,20,0,20,..,11,0,10,0,16,..,8,9,17,0,17,..,689,95,786,4,788,..,70,6,79,0,81,..,15,4,14,0,14,..,50,0,48,0,48,..,93,16,109,4,106,..,10,5,12,0,12,..,7,0,7,0,11,..,130,18,153,0,152,..,27
LGA16950,47169,..,..,..,..,47169,..,21,0,21,0,21,..,70,9,74,0,80,..,54,0,56,4,61,..,55,29,80,0,80,..,60,17,81,0,81,..,0,3,3,0,3,..,117,47,163,0,162,..,61,6,73,0,73,..,64,4,67,0,67,..,122,5,131,0,131,..,156,18,174,5,176,..,17,0,17,0,17,..,30,5,31,0,31,..,67,0,73,0,73,..,83,4,92,0,89,..,53,10,60,0,60,..,15,0,19,0,19,..,36,0,36,0,36,..,5,0,8,0,8,..,317,20,337,0,340,..,158,8,168,4,174,..,29,5,30,0,29,..,4,0,6,5,10,..,23,14,37,0,37,..,27,0,29,0,33,..,47,7,53,0,53,..,23,0,26,0,26,..,21,0,21,0,21,..,33,4,41,0,41,..,19,0,27,0,27,..,15,0,15,0,15,..,16,10,25,0,25,..,45
LGA17000,11372,..,..,..,..,11372,..,37,3,40,0,39,..,8,0,15,0,15,..,12,0,12,0,12,..,7,10,10,0,10,..,23,11,31,0,31,..,0,0,0,0,0,..,24,15,46,0,46,..,3,0,3,0,0,..,5,0,7,0,7,..,13,0,12,0,12,..,0,0,0,0,0,..,4,0,11,0,11,..,8,0,9,0,9,..,13,0,13,0,13,..,4,0,3,0,3,..,3,0,4,0,4,..,0,0,4,0,6,..,7,0,7,0,7,..,0,0,0,0,0,..,46,4,48,0,51,..,9,0,13,0,13,..,3,0,3,0,3,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,3,0,3,0,3,..,0,0,0,0,0,..,4,0,3,0,3,..,19
LGA17040,9524,..,..,..,..,9524,..,10,0,10,0,10,..,21,0,21,0,28,..,3,0,3,0,3,..,14,0,13,0,13,..,35,15,49,0,55,..,0,3,5,0,5,..,49,21,69,0,70,..,3,0,5,0,5,..,24,0,27,0,27,..,65,0,68,0,69,..,14,3,15,0,15,..,4,0,4,0,4,..,0,0,0,0,0,..,9,0,12,0,12,..,14,0,14,0,14,..,5,0,10,0,10,..,17,0,12,0,12,..,15,0,20,0,20,..,0,0,0,0,0,..,66,4,68,0,68,..,44,4,46,0,46,..,8,0,8,0,8,..,0,0,0,0,0,..,3,3,9,0,9,..,5,0,3,0,3,..,11,0,9,0,9,..,9,0,9,0,9,..,8,0,9,0,9,..,8,0,8,0,8,..,11,0,11,0,11,..,4,0,4,0,4,..,9,0,11,0,11,..,4
LGA17080,6474,..,..,..,..,6474,..,43,0,43,0,43,..,3,0,3,0,3,..,15,0,15,0,15,..,10,3,15,0,15,..,19,5,26,0,26,..,0,0,0,0,0,..,30,11,40,0,40,..,10,0,10,0,10,..,8,0,4,0,4,..,9,0,9,0,9,..,8,0,8,0,8,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,3,0,3,0,3,..,0,0,0,0,0,..,5,0,5,0,5,..,17,0,17,0,17,..,9,0,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,3,3,6,0,6,..,4,0,4,0,4,..,7,0,7,0,7,..,0,0,0,0,0,..,6,0,6,0,6,..,8,0,8,0,8,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,18
LGA17100,7045,..,..,..,..,7045,..,0,0,0,0,0,..,1087,79,1165,3,1172,..,0,0,0,0,0,..,1083,295,1377,12,1391,..,1421,715,2135,18,2154,..,103,24,121,0,121,..,2607,1032,3633,29,3663,..,55,5,65,0,64,..,26,0,26,0,26,..,16,0,15,0,15,..,234,28,267,0,265,..,217,11,220,0,222,..,97,5,102,5,105,..,723,28,754,8,762,..,1797,29,1825,13,1838,..,187,3,193,0,193,..,64,0,65,0,65,..,396,19,416,5,418,..,129,7,140,0,145,..,3618,104,3722,26,3749,..,253,33,289,0,289,..,36,7,38,0,41,..,13,0,16,0,16,..,879,510,1393,11,1399,..,5,5,10,0,10,..,146,8,156,0,160,..,33,6,37,0,37,..,24,5,31,0,31,..,33,3,42,0,43,..,51,6,53,0,53,..,14,4,14,0,14,..,32,0,31,0,31,..,97
LGA17150,94217,..,..,..,..,94217,..,105,0,110,0,110,..,1041,70,1110,9,1115,..,18,0,23,0,25,..,857,216,1075,12,1082,..,1305,363,1662,19,1681,..,71,23,94,0,94,..,2231,599,2829,27,2859,..,296,19,315,0,315,..,276,7,284,0,292,..,268,4,268,3,273,..,1855,162,2017,17,2030,..,80,0,83,0,83,..,83,3,83,3,85,..,193,0,194,3,206,..,150,8,159,0,160,..,95,4,100,0,100,..,43,0,43,0,47,..,44,4,46,0,46,..,27,0,27,0,27,..,718,19,736,12,751,..,670,51,725,7,732,..,159,17,170,0,175,..,20,7,27,0,27,..,86,29,120,3,118,..,586,52,644,0,644,..,67,0,62,0,68,..,95,7,101,0,107,..,249,25,277,0,277,..,471,40,505,15,523,..,558,65,623,0,623,..,33,0,33,0,33,..,186,14,197,0,200,..,129
LGA17200,67116,..,..,..,..,67116,..,124,4,126,0,126,..,774,42,817,5,818,..,59,5,60,0,60,..,2204,481,2684,22,2707,..,6520,1495,8018,45,8061,..,342,83,424,4,430,..,9068,2065,11126,70,11202,..,110,4,122,0,121,..,1030,43,1075,16,1092,..,544,17,559,4,569,..,813,93,908,16,923,..,233,3,242,0,242,..,102,3,108,0,109,..,885,7,894,3,896,..,232,8,236,0,240,..,128,0,128,0,137,..,101,3,104,0,104,..,203,4,207,0,207,..,159,0,162,6,164,..,2049,29,2081,11,2089,..,1105,39,1141,8,1150,..,568,86,661,15,665,..,50,4,55,0,55,..,693,212,904,4,914,..,101,9,108,0,113,..,161,0,163,0,162,..,400,16,410,0,415,..,237,19,250,5,253,..,1064,70,1133,10,1144,..,637,150,786,3,795,..,28,0,28,0,28,..,211,15,226,0,226,..,271
LGA17310,26830,..,..,..,..,26830,..,24,0,27,0,27,..,39,3,44,0,47,..,71,3,78,5,79,..,33,13,42,0,43,..,100,136,239,0,240,..,0,0,3,0,3,..,127,153,284,5,283,..,0,0,0,0,0,..,23,0,23,0,23,..,27,0,24,0,26,..,18,0,18,0,18,..,22,0,20,0,20,..,23,0,26,0,26,..,37,3,47,0,47,..,97,4,102,0,107,..,108,10,113,6,120,..,5,0,12,0,12,..,52,0,52,0,52,..,3,0,10,0,10,..,361,22,379,5,382,..,14,0,15,0,15,..,7,0,13,0,10,..,5,3,8,0,8,..,8,0,11,0,11,..,0,0,0,0,0,..,62,7,63,0,70,..,18,0,18,0,18,..,5,0,5,0,5,..,5,0,5,0,5,..,7,0,7,0,7,..,12,0,11,0,11,..,5,0,5,0,5,..,77
LGA17350,2725,..,..,..,..,2725,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,4,3,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,4,3,4,0,4,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0
LGA17400,2926,..,..,..,..,2926,..,6,0,6,0,6,..,4,0,4,0,4,..,3,0,3,0,3,..,0,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,6,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,10,0,10,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,4,4,0,4,..,0,0,0,0,0,..,10,0,7,0,7,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,11,4,17,0,17,..,5,0,4,0,6,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0
LGA17420,56430,..,..,..,..,56430,..,406,4,409,0,415,..,1836,98,1930,14,1943,..,11,0,11,0,11,..,2599,452,3052,29,3085,..,5614,1676,7292,85,7375,..,204,41,246,0,245,..,8423,2170,10595,109,10703,..,303,19,328,3,329,..,140,0,142,0,146,..,154,5,162,0,164,..,462,36,506,0,504,..,524,15,538,4,543,..,767,23,792,5,797,..,2594,51,2647,18,2667,..,319,16,333,5,339,..,1441,79,1519,5,1524,..,927,21,952,8,957,..,1169,26,1190,13,1203,..,447,13,455,4,462,..,8181,247,8429,62,8489,..,635,48,684,8,687,..,105,17,124,0,128,..,22,3,27,0,27,..,1510,395,1900,9,1911,..,40,3,47,0,45,..,363,6,363,3,369,..,1521,180,1701,12,1716,..,217,6,224,0,224,..,146,11,163,0,163,..,214,15,230,0,230,..,19,0,24,0,24,..,157,14,162,0,162,..,438
