LGA_CODE_2021,POL_CL_Oth_SEO,POL_CL_Oth_UOLSE_VWorW,POL_CL_Oth_UOLSE_NWorNAA,POL_CL_Oth_UOLSE_Tot,POL_CL_Oth_NS,POL_CL_Oth_Tot,POL_CL_Tot_SEO,POL_CL_Tot_UOLSE_VWorW,POL_CL_Tot_UOLSE_NWorNAA,POL_CL_Tot_UOLSE_Tot,POL_CL_Tot_NS,POL_CL_Tot_Tot,POL_Croatian_SEO,POL_Croatian_UOLSE_VWorW,POL_Croatian_UOLSE_NWorNAA,POL_Croatian_UOLSE_Tot,POL_Croatian_NS,POL_Croatian_Tot,POL_French_SEO,POL_French_UOLSE_VWorW,POL_French_UOLSE_NWorNAA,POL_French_UOLSE_Tot,POL_French_NS,POL_French_Tot,POL_German_SEO,POL_German_UOLSE_VWorW,POL_German_UOLSE_NWorNAA,POL_German_UOLSE_Tot,POL_German_NS,POL_German_Tot,POL_Greek_SEO,POL_Greek_UOLSE_VWorW,POL_Greek_UOLSE_NWorNAA,POL_Greek_UOLSE_Tot,POL_Greek_NS,POL_Greek_Tot,POL_IAL_Bengali_SEO,POL_IAL_Bengali_UOLSE_VWorW,POL_IAL_Bengali_UOLSE_NWorNAA,POL_IAL_Bengali_UOLSE_Tot,POL_IAL_Bengali_NS,POL_IAL_Bengali_Tot,POL_IAL_Guj_SEO,POL_IAL_Guj_UOLSE_VWorW,POL_IAL_Guj_UOLSE_NWorNAA,POL_IAL_Guj_UOLSE_Tot,POL_IAL_Guj_NS,POL_IAL_Guj_Tot,POL_IAL_Hindi_SEO,POL_IAL_Hindi_UOLSE_VWorW,POL_IAL_Hindi_UOLSE_NWorNAA,POL_IAL_Hindi_UOLSE_Tot,POL_IAL_Hindi_NS,POL_IAL_Hindi_Tot,POL_IAL_Nepali_SEO,POL_IAL_Nepali_UOLSE_VWorW,POL_IAL_Nepali_UOLSE_NWorNAA,POL_IAL_Nepali_UOLSE_Tot,POL_IAL_Nepali_NS,POL_IAL_Nepali_Tot,POL_IAL_Punjabi_SEO,POL_IAL_Punjabi_UOLSE_VWorW,POL_IAL_Punjabi_UOLSE_NWorNAA,POL_IAL_Punjabi_UOLSE_Tot,POL_IAL_Punjabi_NS,POL_IAL_Punjabi_Tot,POL_IAL_Sinhal_SEO,POL_IAL_Sinhal_UOLSE_VWorW,POL_IAL_Sinhal_UOLSE_NWorNAA,POL_IAL_Sinhal_UOLSE_Tot,POL_IAL_Sinhal_NS,POL_IAL_Sinhal_Tot,POL_IAL_Urdu_SEO,POL_IAL_Urdu_UOLSE_VWorW,POL_IAL_Urdu_UOLSE_NWorNAA,POL_IAL_Urdu_UOLSE_Tot,POL_IAL_Urdu_NS,POL_IAL_Urdu_Tot,POL_IAL_Oth_SEO,POL_IAL_Oth_UOLSE_VWorW,POL_IAL_Oth_UOLSE_NWorNAA,POL_IAL_Oth_UOLSE_Tot,POL_IAL_Oth_NS,POL_IAL_Oth_Tot,POL_IAL_Tot_SEO,POL_IAL_Tot_UOLSE_VWorW,POL_IAL_Tot_UOLSE_NWorNAA,POL_IAL_Tot_UOLSE_Tot,POL_IAL_Tot_NS,POL_IAL_Tot_Tot,POL_Italian_SEO,POL_Italian_UOLSE_VWorW,POL_Italian_UOLSE_NWorNAA,POL_Italian_UOLSE_Tot,POL_Italian_NS,POL_Italian_Tot,POL_Japan_SEO,POL_Japan_UOLSE_VWorW,POL_Japan_UOLSE_NWorNAA,POL_Japan_UOLSE_Tot,POL_Japan_NS,POL_Japan_Tot,POL_Khmer_SEO,POL_Khmer_UOLSE_VWorW,POL_Khmer_UOLSE_NWorNAA,POL_Khmer_UOLSE_Tot,POL_Khmer_NS,POL_Khmer_Tot,POL_Korean_SEO,POL_Korean_UOLSE_VWorW,POL_Korean_UOLSE_NWorNAA,POL_Korean_UOLSE_Tot,POL_Korean_NS,POL_Korean_Tot,POL_Macedon_SEO,POL_Macedon_UOLSE_VWorW,POL_Macedon_UOLSE_NWorNAA,POL_Macedon_UOLSE_Tot,POL_Macedon_NS,POL_Macedon_Tot,POL_Malayalam_SEO,POL_Malayalam_UOLSE_VWorW,POL_Malayalam_UOLSE_NWorNAA,POL_Malayalam_UOLSE_Tot,POL_Malayalam_NS,POL_Malayalam_Tot,POL_Persian_ED_SEO,POL_Persian_ED_UOLSE_VWorW,POL_Persian_ED_UOLSE_NWorNAA,POL_Persian_ED_UOLSE_Tot,POL_Persian_ED_NS,POL_Persian_ED_Tot,POL_Polish_SEO,POL_Polish_UOLSE_VWorW,POL_Polish_UOLSE_NWorNAA,POL_Polish_UOLSE_Tot,POL_Polish_NS,POL_Polish_Tot,POL_Portuguese_SEO,POL_Portuguese_UOLSE_VWorW,POL_Portuguese_UOLSE_NWorNAA,POL_Portuguese_UOLSE_Tot,POL_Portuguese_NS,POL_Portuguese_Tot,POL_Russian_SEO,POL_Russian_UOLSE_VWorW,POL_Russian_UOLSE_NWorNAA,POL_Russian_UOLSE_Tot,POL_Russian_NS,POL_Russian_Tot,POL_Samoan_SEO,POL_Samoan_UOLSE_VWorW,POL_Samoan_UOLSE_NWorNAA,POL_Samoan_UOLSE_Tot,POL_Samoan_NS,POL_Samoan_Tot,POL_Serbian_SEO,POL_Serbian_UOLSE_VWorW,POL_Serbian_UOLSE_NWorNAA,POL_Serbian_UOLSE_Tot,POL_Serbian_NS,POL_Serbian_Tot,POL_SAL_Filipin_SEO,POL_SAL_Filipin_UOLSE_VWorW,POL_SAL_Filipin_UOLSE_NWorNAA,POL_SAL_Filipin_UOLSE_Tot,POL_SAL_Filipin_NS,POL_SAL_Filipin_Tot,POL_SAL_Indon_SEO,POL_SAL_Indon_UOLSE_VWorW,POL_SAL_Indon_UOLSE_NWorNAA,POL_SAL_Indon_UOLSE_Tot,POL_SAL_Indon_NS,POL_SAL_Indon_Tot,POL_SAL_Tagalog_SEO,POL_SAL_Tagalog_UOLSE_VWorW,POL_SAL_Tagalog_UOLSE_NWorNAA,POL_SAL_Tagalog_UOLSE_Tot,POL_SAL_Tagalog_NS,POL_SAL_Tagalog_Tot,POL_SAL_Oth_SEO,POL_SAL_Oth_UOLSE_VWorW,POL_SAL_Oth_UOLSE_NWorNAA,POL_SAL_Oth_UOLSE_Tot,POL_SAL_Oth_NS,POL_SAL_Oth_Tot,POL_SAL_Tot_SEO,POL_SAL_Tot_UOLSE_VWorW,POL_SAL_Tot_UOLSE_NWorNAA,POL_SAL_Tot_UOLSE_Tot,POL_SAL_Tot_NS,POL_SAL_Tot_Tot,POL_Spanish_SEO,POL_Spanish_UOLSE_VWorW,POL_Spanish_UOLSE_NWorNAA,POL_Spanish_UOLSE_Tot,POL_Spanish_NS,POL_Spanish_Tot,POL_Tamil_SEO,POL_Tamil_UOLSE_VWorW
LGA12380,..,559,402,964,0,965,..,13130,12787,25916,183,26102,..,1211,235,1451,7,1459,..,233,11,247,3,251,..,127,7,138,3,139,..,1240,303,1545,14,1560,..,1472,115,1581,21,1603,..,3441,257,3701,33,3724,..,5148,250,5396,32,5430,..,9728,459,10184,66,10254,..,2509,244,2754,27,2775,..,392,11,400,0,403,..,5503,478,5980,77,6053,..,1071,46,1117,12,1129,..,29250,1864,31114,261,31373,..,1221,241,1457,8,1466,..,124,38,162,0,162,..,122,31,156,0,156,..,3014,2253,5264,29,5291,..,101,33,132,0,130,..,1264,138,1405,21,1421,..,1517,625,2137,12,2153,..,249,39,288,0,294,..,183,34,217,3,222,..,351,78,427,0,427,..,485,41,525,5,532,..,352,95,444,3,451,..,1207,43,1245,6,1258,..,709,74,782,10,791,..,2291,70,2356,7,2365,..,366,55,426,3,423,..,4568,244,4813,32,4840,..,1327,274,1603,12,1615,..,6905
LGA12390,..,8,5,15,0,12,..,197,92,288,0,292,..,0,0,0,0,0,..,29,0,29,0,29,..,39,0,44,0,44,..,31,3,36,0,36,..,147,12,158,0,158,..,78,8,86,0,86,..,142,9,149,0,153,..,720,38,759,6,767,..,326,25,350,7,358,..,117,0,120,6,123,..,160,20,180,0,182,..,23,4,25,0,25,..,1708,110,1818,21,1844,..,45,7,48,0,50,..,12,4,18,0,18,..,7,3,12,0,12,..,44,12,56,0,56,..,9,0,9,0,9,..,188,22,209,6,212,..,19,0,22,0,22,..,19,0,22,0,22,..,20,3,19,0,19,..,17,3,19,0,19,..,3,0,3,0,6,..,0,0,0,0,0,..,135,6,139,0,139,..,15,0,14,0,14,..,153,8,156,3,162,..,19,9,23,0,23,..,320,21,339,3,342,..,97,7,98,0,97,..,69
LGA12700,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,18,0,19,0,19,..,9,0,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,13,0,13,0,13,..,6,0,6,0,6,..,0
LGA12730,..,0,0,0,0,0,..,26,3,30,0,30,..,0,0,0,0,0,..,7,0,9,0,9,..,4,0,4,0,4,..,5,0,5,0,5,..,0,0,0,0,0,..,5,0,5,0,5,..,6,0,10,0,11,..,6,0,7,0,7,..,7,3,13,0,13,..,10,0,15,0,15,..,4,0,4,0,4,..,3,0,3,0,3,..,45,6,48,0,48,..,16,0,20,0,20,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,7,0,7,..,0,0,0,0,0,..,17,0,20,0,20,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,8,0,8,..,0,0,0,0,0,..,16,0,16,0,16,..,0,0,0,0,0,..,23,0,26,0,26,..,3,0,3,0,3,..,4
LGA12750,..,0,0,0,0,0,..,74,21,95,0,95,..,76,16,89,0,95,..,63,3,66,7,70,..,117,9,126,3,125,..,74,7,82,0,85,..,3,0,3,0,3,..,10,0,10,0,10,..,20,0,20,0,20,..,54,3,52,0,54,..,36,4,41,0,42,..,13,0,13,0,13,..,14,0,13,0,13,..,6,5,6,0,6,..,143,14,156,0,158,..,114,14,122,0,121,..,10,0,13,0,13,..,0,0,3,0,3,..,4,3,5,0,5,..,5,6,9,0,6,..,53,3,58,4,61,..,0,0,0,0,0,..,25,4,29,4,30,..,15,0,20,0,20,..,25,8,30,0,30,..,8,0,8,0,8,..,16,3,18,0,18,..,37,0,32,0,32,..,16,0,16,0,16,..,37,0,38,0,37,..,6,0,6,0,6,..,96,6,94,0,100,..,79,12,92,0,92,..,0
LGA12850,..,1999,1029,3022,11,3031,..,8916,6394,15302,103,15406,..,1859,493,2351,7,2360,..,213,14,226,0,226,..,137,4,139,3,151,..,730,159,887,10,893,..,102,10,110,0,110,..,32,8,38,3,43,..,1047,47,1091,6,1095,..,98,3,102,0,102,..,139,12,155,0,154,..,40,5,48,0,48,..,338,34,375,6,376,..,131,0,132,0,135,..,1933,117,2048,17,2061,..,3171,732,3902,25,3931,..,53,9,59,0,59,..,4134,2709,6843,47,6891,..,90,45,136,0,135,..,881,226,1108,4,1113,..,64,10,68,0,68,..,336,145,483,5,486,..,391,61,449,3,449,..,169,33,200,0,198,..,197,67,261,0,258,..,1384,155,1536,19,1554,..,2572,752,3328,19,3343,..,561,29,590,0,588,..,280,48,324,4,332,..,1176,33,1209,10,1223,..,242,41,280,3,285,..,2257,150,2403,24,2430,..,3810,996,4809,23,4832,..,102
LGA12870,..,0,0,0,0,0,..,30,10,40,0,40,..,6,0,3,0,3,..,0,0,0,0,0,..,13,0,13,0,13,..,3,0,3,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,10,0,10,0,10,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,18,0,18,0,18,..,26,6,23,0,23,..,6,0,8,0,8,..,0,0,0,0,0,..,11,0,9,0,9,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,9,0,9,..,0,0,7,0,7,..,29,0,32,0,32,..,3,0,3,0,3,..,45,3,46,0,46,..,3,0,3,0,3,..,0
LGA12900,..,0,0,0,0,0,..,16,13,25,0,25,..,0,0,0,0,0,..,4,0,4,0,4,..,9,3,6,0,6,..,5,0,4,0,4,..,7,0,8,0,8,..,13,0,13,0,13,..,0,0,0,0,0,..,15,0,15,0,15,..,5,0,5,0,5,..,4,0,4,0,4,..,0,0,0,0,0,..,3,0,3,0,3,..,43,0,47,0,47,..,19,0,16,0,16,..,3,0,3,0,3,..,5,0,5,0,5,..,0,0,0,0,0,..,4,0,5,0,5,..,11,0,11,0,11,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,12,0,12,0,12,..,0,0,0,0,0,..,22,0,22,0,22,..,3,0,7,0,7,..,3
LGA12930,..,509,251,762,4,764,..,23169,11183,34356,221,34576,..,1097,143,1242,3,1242,..,229,17,246,0,244,..,202,0,203,4,212,..,6919,923,7838,58,7892,..,891,50,949,6,956,..,225,16,238,0,237,..,913,41,955,7,962,..,8360,296,8659,70,8721,..,211,13,216,0,219,..,137,0,137,5,146,..,343,18,361,0,358,..,201,5,208,0,212,..,11284,436,11718,89,11811,..,1463,150,1614,9,1628,..,372,51,427,4,428,..,49,19,60,0,60,..,386,122,505,3,506,..,2759,430,3194,13,3205,..,215,9,226,0,224,..,147,9,156,0,156,..,188,21,205,3,209,..,773,114,883,3,891,..,381,61,441,0,443,..,117,11,126,0,125,..,442,75,514,3,518,..,864,24,892,7,894,..,1342,167,1512,14,1520,..,1367,41,1406,12,1421,..,205,9,213,0,213,..,3781,237,4024,32,4052,..,1577,221,1790,10,1805,..,258
LGA12950,..,0,0,0,0,0,..,6,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,6,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,9,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,13,0,13,0,13,..,0,0,0,0,0,..,0
LGA13010,..,0,0,0,0,0,..,19,7,18,0,18,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,10,0,10,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,37,0,37,0,37,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,51,0,51,0,51,..,6,0,6,0,6,..,7,0,7,0,7,..,0,0,0,0,0,..,3,3,7,0,7,..,0,0,0,0,0,..,19,0,24,0,24,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,14,0,14,0,14,..,0,0,3,0,3,..,0
LGA13310,..,0,5,3,0,3,..,136,62,200,5,207,..,13,0,16,0,15,..,36,0,36,0,36,..,40,6,40,0,45,..,100,13,118,4,123,..,30,6,38,0,38,..,10,0,10,0,10,..,57,3,58,0,59,..,151,11,165,0,168,..,74,5,75,0,75,..,11,0,11,0,11,..,36,0,34,0,38,..,8,0,6,0,6,..,378,29,406,4,412,..,52,4,54,0,54,..,14,0,14,0,14,..,16,12,21,0,21,..,30,24,51,0,51,..,11,0,11,0,11,..,87,5,86,0,88,..,15,4,17,0,22,..,10,3,17,0,17,..,35,11,40,0,40,..,23,3,19,0,19,..,4,0,8,0,9,..,11,4,17,3,18,..,38,5,43,0,43,..,33,0,31,0,31,..,62,0,66,0,66,..,35,0,35,0,35,..,166,7,170,0,172,..,58,3,61,0,61,..,10
LGA13340,..,0,0,0,0,0,..,3,0,6,5,13,..,0,0,0,0,0,..,7,0,7,0,7,..,27,0,26,0,26,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,22,0,22,0,22,..,9,0,9,0,9,..,9,0,10,0,10,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,4,0,0,0,..,0,0,0,0,0,..,9,0,9,0,9,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,9,0,9,0,9,..,0,0,0,0,0,..,21,0,21,0,21,..,11,0,11,0,11,..,10
LGA13450,..,3,0,3,0,3,..,159,154,313,3,318,..,0,0,0,0,0,..,21,3,21,0,21,..,26,0,25,0,25,..,14,0,14,0,14,..,35,4,44,0,44,..,625,319,939,4,947,..,80,24,106,0,106,..,22,0,22,0,22,..,781,214,1000,13,1007,..,24,0,24,0,24,..,85,10,93,0,96,..,12,5,15,0,15,..,1672,575,2246,18,2263,..,1114,214,1322,11,1339,..,8,0,8,0,8,..,4,0,4,0,4,..,5,9,18,6,20,..,5,0,4,0,4,..,67,7,76,0,76,..,7,3,13,0,13,..,0,0,0,0,0,..,19,0,22,0,22,..,0,0,0,0,0,..,279,34,311,8,326,..,4,0,5,0,5,..,117,9,121,0,121,..,8,0,12,0,12,..,159,10,171,0,172,..,160,58,212,4,215,..,441,73,524,3,526,..,101,20,122,0,122,..,44
LGA13550,..,0,0,0,0,0,..,28,15,45,0,45,..,6,0,6,0,6,..,8,0,8,0,12,..,9,0,9,0,9,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,16,0,16,0,16,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,25,0,24,0,24,..,0,0,4,0,4,..,0,0,8,0,8,..,0,0,0,0,0,..,0,5,8,0,8,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,4,0,4,..,8,0,8,0,8,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,16,0,16,0,18,..,11,0,10,0,10,..,34,0,37,0,41,..,8,0,8,0,8,..,71,3,77,3,77,..,9,0,13,0,11,..,8
LGA13660,..,0,0,0,0,0,..,5,0,3,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,4,0,4,0,4,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0
LGA13800,..,10,4,17,0,17,..,302,155,462,8,468,..,108,11,122,3,124,..,68,0,71,0,71,..,137,3,141,3,148,..,90,17,113,3,112,..,16,0,20,0,20,..,47,5,45,0,51,..,137,3,144,0,144,..,105,0,105,0,105,..,319,28,341,0,339,..,38,0,40,0,40,..,57,3,57,0,57,..,18,6,22,0,22,..,736,43,775,3,780,..,260,26,285,0,285,..,24,6,30,0,30,..,9,4,16,0,16,..,39,19,55,0,55,..,150,18,167,0,169,..,12,0,12,0,12,..,54,3,59,0,58,..,52,9,66,0,63,..,30,4,33,0,33,..,39,0,49,0,49,..,22,0,23,0,23,..,54,0,50,0,50,..,86,6,92,3,91,..,22,0,26,0,26,..,115,3,118,0,118,..,25,3,27,0,27,..,251,10,262,3,265,..,185,24,205,0,213,..,30
LGA13850,..,0,0,0,0,0,..,0,5,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,6,0,8,0,8,..,0,0,0,0,0,..,8,0,8,0,8,..,4,0,4,0,4,..,0,0,0,0,0,..,6,3,11,5,16,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,22,3,27,5,24,..,11,3,19,0,19,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,10,4,10,0,10,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,5,..,9,0,9,0,8,..,0,0,0,0,0,..,0
LGA13910,..,5,4,6,0,6,..,61,49,113,0,113,..,3,0,8,0,8,..,7,0,8,0,9,..,18,0,18,3,18,..,9,0,7,0,9,..,9,0,9,0,9,..,0,0,0,0,0,..,11,0,11,0,11,..,11,0,11,0,11,..,38,9,42,0,42,..,5,0,7,0,7,..,15,3,20,0,16,..,0,0,0,0,0,..,85,13,96,0,101,..,27,4,31,0,30,..,5,0,5,0,5,..,0,0,0,0,0,..,0,3,0,0,0,..,5,0,5,0,5,..,9,0,14,0,11,..,4,0,4,0,4,..,9,6,13,0,13,..,4,0,3,0,3,..,0,0,0,0,0,..,7,0,13,0,9,..,22,4,25,0,25,..,47,0,49,0,49,..,7,0,7,0,7,..,32,0,36,0,36,..,9,0,9,0,9,..,103,3,102,0,102,..,25,4,30,0,30,..,7
LGA14000,..,426,97,519,0,524,..,16193,4394,20591,173,20764,..,147,10,154,0,155,..,373,15,384,10,392,..,502,15,516,8,523,..,345,19,361,0,366,..,457,13,471,8,480,..,414,17,436,0,431,..,3265,106,3368,22,3391,..,1704,100,1801,17,1816,..,779,50,828,4,831,..,1124,30,1157,9,1165,..,778,24,804,7,809,..,784,19,802,4,807,..,9299,360,9664,72,9734,..,804,80,886,7,891,..,737,60,794,7,802,..,32,4,38,0,37,..,2615,844,3453,16,3474,..,29,0,30,0,30,..,685,18,705,8,717,..,1963,221,2181,18,2197,..,392,27,420,0,420,..,219,8,227,4,231,..,747,103,853,5,856,..,23,0,23,0,23,..,105,6,116,0,116,..,747,25,771,13,781,..,561,51,612,3,618,..,954,29,979,3,988,..,206,14,221,3,231,..,2471,119,2589,20,2611,..,1174,85,1255,14,1266,..,1612
LGA14100,..,12,8,22,0,22,..,622,204,818,5,824,..,33,0,33,0,33,..,51,0,51,0,51,..,35,0,38,0,40,..,246,22,270,0,270,..,15,0,15,0,15,..,10,0,10,0,10,..,69,0,69,0,66,..,18,0,24,0,24,..,23,0,23,0,23,..,5,0,5,0,5,..,14,0,14,0,14,..,3,0,3,0,3,..,157,0,152,0,156,..,225,23,246,5,252,..,17,4,23,0,23,..,0,0,0,0,0,..,54,27,84,0,84,..,9,3,17,0,17,..,0,0,0,0,0,..,59,6,73,4,72,..,31,4,38,0,38,..,28,0,27,0,27,..,18,3,21,0,19,..,0,0,0,0,0,..,49,3,46,0,51,..,14,0,12,0,12,..,35,3,42,0,42,..,17,0,20,0,20,..,6,0,6,0,6,..,73,5,80,0,80,..,92,9,99,0,99,..,5
LGA14170,..,282,116,401,7,399,..,7121,2638,9765,67,9833,..,429,48,482,3,481,..,980,21,1002,18,1019,..,746,19,763,13,779,..,3596,1286,4886,28,4914,..,319,20,336,6,341,..,100,7,110,0,110,..,758,20,776,4,781,..,1869,74,1944,16,1959,..,102,3,106,0,105,..,118,0,119,0,120,..,165,5,172,4,173,..,179,5,179,0,185,..,3612,135,3742,28,3772,..,3412,674,4083,29,4113,..,665,76,739,9,745,..,46,21,66,0,66,..,571,223,794,3,798,..,347,101,449,3,452,..,128,8,132,6,135,..,244,20,269,0,269,..,373,30,400,0,404,..,1407,513,1916,15,1931,..,423,39,465,5,467,..,49,3,54,0,50,..,352,50,405,0,407,..,556,7,562,9,573,..,573,56,630,6,636,..,761,29,793,8,802,..,216,18,240,0,240,..,2104,116,2221,21,2242,..,2426,269,2694,40,2737,..,317
LGA14220,..,0,0,0,0,0,..,35,20,57,0,56,..,0,0,0,0,0,..,3,0,3,0,3,..,22,0,22,5,25,..,8,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,15,0,15,0,15,..,9,0,9,0,9,..,8,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,35,0,35,0,35,..,28,4,30,0,30,..,3,0,3,0,3,..,0,0,0,0,0,..,6,4,9,0,9,..,0,0,0,0,0,..,19,4,16,0,16,..,0,0,0,0,0,..,3,0,3,0,3,..,39,15,55,0,55,..,8,0,8,0,8,..,17,4,16,0,16,..,0,0,0,0,0,..,42,0,43,0,43,..,0,0,0,0,0,..,56,0,56,0,55,..,10,4,14,6,16,..,111,5,115,3,118,..,9,3,12,0,12,..,0
LGA14300,..,6,6,14,0,14,..,32,89,122,0,122,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,7,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,5,0,5,0,5,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,10,0,10,..,5,0,5,0,5,..,0,0,0,0,0,..,3,5,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,10,0,10,0,10,..,0,0,0,0,0,..,0,0,0,0,0,..,13,15,32,0,32,..,19,15,42,0,41,..,6,0,6,0,6,..,0
LGA14350,..,0,3,8,0,8,..,48,51,99,0,100,..,3,0,3,0,3,..,16,0,18,4,18,..,75,0,75,0,75,..,11,0,11,0,11,..,6,0,6,0,6,..,0,0,0,0,0,..,14,0,9,0,9,..,12,0,14,0,14,..,14,0,21,0,20,..,5,0,8,0,8,..,7,0,7,0,7,..,0,0,0,0,0,..,59,10,68,0,68,..,13,0,14,0,14,..,7,0,7,0,7,..,0,0,7,0,7,..,3,0,9,0,9,..,0,0,0,0,0,..,37,3,39,0,39,..,0,0,4,0,4,..,5,0,5,0,7,..,20,0,21,0,21,..,4,0,4,0,4,..,0,0,0,0,0,..,3,0,3,0,3,..,31,0,34,0,34,..,20,0,20,0,18,..,58,0,57,0,57,..,5,0,10,0,10,..,113,0,115,0,114,..,39,3,40,0,40,..,0
