LGA_CODE_2021,M_0_149_CFNC,M_0_149_CF_C_und15,M_0_149_CFNC_und15,M_0_149_1PF_C_und15,M_0_149_1PFNC_und15,M_0_149_OthF,M_0_149_Tot,M_150_299_CFNC,M_150_299_CF_C_und15,M_150_299_CFNC_und15,M_150_299_1PF_C_und15,M_150_299_1PFNC_und15,M_150_299_OthF,M_150_299_Tot,M_300_449_CFNC,M_300_449_CF_C_und15,M_300_449_CFNC_und15,M_300_449_1PF_C_und15,M_300_449_1PFNC_und15,M_300_449_OthF,M_300_449_Tot,M_450_599_CFNC,M_450_599_CF_C_und15,M_450_599_CFNC_und15,M_450_599_1PF_C_und15,M_450_599_1PFNC_und15,M_450_599_OthF,M_450_599_Tot,M_600_799_CFNC,M_600_799_CF_C_und15,M_600_799_CFNC_und15,M_600_799_1PF_C_und15,M_600_799_1PFNC_und15,M_600_799_OthF,M_600_799_Tot,M_800_999_CFNC,M_800_999_CF_C_und15,M_800_999_CFNC_und15,M_800_999_1PF_C_und15,M_800_999_1PFNC_und15,M_800_999_OthF,M_800_999_Tot,M_1000_1199_CFNC,M_1000_1199_CF_C_und15,M_1000_1199_CFNC_und15,M_1000_1199_1PF_C_und15,M_1000_1199_1PFNC_und15,M_1000_1199_OthF,M_1000_1199_Tot,M_1200_1399_CFNC,M_1200_1399_CF_C_und15,M_1200_1399_CFNC_und15,M_1200_1399_1PF_C_und15,M_1200_1399_1PFNC_und15,M_1200_1399_OthF,M_1200_1399_Tot,M_1400_1599_CFNC,M_1400_1599_CF_C_und15,M_1400_1599_CFNC_und15,M_1400_1599_1PF_C_und15,M_1400_1599_1PFNC_und15,M_1400_1599_OthF,M_1400_1599_Tot,M_1600_1799_CFNC,M_1600_1799_CF_C_und15,M_1600_1799_CFNC_und15,M_1600_1799_1PF_C_und15,M_1600_1799_1PFNC_und15,M_1600_1799_OthF,M_1600_1799_Tot,M_1800_1999_CFNC,M_1800_1999_CF_C_und15,M_1800_1999_CFNC_und15,M_1800_1999_1PF_C_und15,M_1800_1999_1PFNC_und15,M_1800_1999_OthF,M_1800_1999_Tot,M_2000_2199_CFNC,M_2000_2199_CF_C_und15,M_2000_2199_CFNC_und15,M_2000_2199_1PF_C_und15,M_2000_2199_1PFNC_und15,M_2000_2199_OthF,M_2000_2199_Tot,M_2200_2399_CFNC,M_2200_2399_CF_C_und15,M_2200_2399_CFNC_und15,M_2200_2399_1PF_C_und15,M_2200_2399_1PFNC_und15,M_2200_2399_OthF,M_2200_2399_Tot,M_2400_2599_CFNC,M_2400_2599_CF_C_und15,M_2400_2599_CFNC_und15,M_2400_2599_1PF_C_und15,M_2400_2599_1PFNC_und15,M_2400_2599_OthF,M_2400_2599_Tot,M_2600_2999_CFNC,M_2600_2999_CF_C_und15,M_2600_2999_CFNC_und15,M_2600_2999_1PF_C_und15,M_2600_2999_1PFNC_und15,M_2600_2999_OthF,M_2600_2999_Tot,M_3000_3999_CFNC,M_3000_3999_CF_C_und15,M_3000_3999_CFNC_und15,M_3000_3999_1PF_C_und15,M_3000_3999_1PFNC_und15,M_3000_3999_OthF,M_3000_3999_Tot,M_4000_4999_CFNC,M_4000_4999_CF_C_und15,M_4000_4999_CFNC_und15,M_4000_4999_1PF_C_und15,M_4000_4999_1PFNC_und15,M_4000_4999_OthF,M_4000_4999_Tot,M_5000over_CFNC,M_5000over_CF_C_und15,M_5000over_CFNC_und15,M_5000over_1PF_C_und15,M_5000over_1PFNC_und15,M_5000over_OthF,M_5000over_Tot,M_NS_CFNC,M_NS_CF_C_und15,M_NS_CFNC_und15,M_NS_1PF_C_und15,M_NS_1PFNC_und15,M_NS_OthF,M_NS_Tot,Tot_CFNC,Tot_CF_C_und15,Tot_CFNC_und15,Tot_1PF_C_und15,Tot_1PFNC_und15,Tot_OthF,Tot_Tot
LGA17900,22,6,5,4,0,0,39,0,0,0,0,0,0,3,5,0,3,0,0,0,9,7,3,5,0,0,0,18,10,8,0,0,0,0,22,6,3,0,0,0,0,19,4,10,0,0,0,0,13,9,7,0,0,0,0,15,0,0,0,4,0,0,4,0,0,0,0,0,0,6,5,0,0,0,0,0,3,0,5,3,0,0,0,10,0,4,0,0,0,0,4,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,8,4,0,0,0,0,15,8,0,3,0,0,0,13,90,57,20,20,7,0,196
LGA17950,8,9,0,0,0,0,19,0,4,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,6,7,5,0,4,0,0,16,8,8,0,3,0,0,19,6,11,0,0,0,0,13,4,3,0,0,0,0,17,3,3,0,0,0,0,11,5,4,0,0,0,0,10,0,0,0,0,0,0,0,0,8,0,0,0,0,11,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,3,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,4,8,4,0,0,0,0,23,68,68,12,8,10,6,168
LGA18020,28,15,10,0,5,0,53,7,0,0,8,0,0,15,22,12,4,0,8,0,44,23,10,5,6,0,0,44,28,15,7,9,7,0,61,21,29,8,4,5,0,65,22,28,11,3,0,0,54,27,23,8,3,4,0,62,7,18,3,4,4,0,38,7,6,6,0,4,0,21,0,9,5,0,0,0,8,15,10,4,0,0,0,29,0,4,0,0,0,0,4,4,0,4,0,0,0,5,3,5,0,0,0,0,11,8,13,3,0,0,0,21,0,3,0,0,0,0,13,6,7,9,3,0,0,21,17,20,4,5,0,0,49,240,219,90,41,30,0,626
LGA18050,90,97,43,12,15,4,254,8,5,3,0,5,0,23,10,4,14,3,0,0,34,13,6,4,6,0,0,30,15,16,12,0,3,0,44,24,15,19,4,3,0,68,39,28,20,5,10,4,107,23,22,16,12,7,0,88,28,33,21,3,13,0,90,39,34,17,9,8,0,114,26,27,6,7,5,0,76,74,106,46,10,18,4,255,32,30,12,7,4,0,89,38,60,18,12,13,0,134,86,104,37,17,8,0,256,257,353,101,48,28,4,792,162,336,69,39,17,3,630,268,1229,209,62,29,5,1814,101,222,65,22,24,0,433,1333,2740,725,287,215,31,5339
LGA18100,5,7,3,0,0,0,19,4,3,5,0,0,0,17,9,4,0,0,0,0,26,9,6,0,0,0,3,18,5,13,0,5,0,0,27,6,8,5,3,0,0,32,7,13,3,3,0,0,30,8,14,7,4,0,0,32,4,12,0,0,0,0,12,10,9,0,0,0,0,17,3,4,0,0,0,0,10,4,8,3,0,0,0,15,0,0,0,0,0,0,0,0,4,6,0,0,0,4,5,0,0,0,0,0,7,6,3,0,0,0,0,6,0,0,0,0,0,0,0,5,0,0,0,0,0,5,7,3,0,0,0,0,18,99,122,36,18,15,4,296
LGA18200,13,9,8,0,0,0,30,0,0,0,0,0,0,4,8,12,6,0,0,0,28,10,10,4,4,0,0,27,18,18,10,0,8,0,54,24,34,10,7,3,0,76,26,33,11,5,3,0,82,19,40,12,3,4,0,77,14,31,7,0,0,0,62,20,34,9,3,0,0,68,9,26,4,0,0,0,40,21,36,10,0,0,0,66,4,9,4,0,0,0,17,9,3,0,0,0,0,12,8,21,3,0,0,0,36,5,13,5,0,0,0,30,4,3,0,0,0,0,15,4,7,4,0,0,0,15,23,12,0,0,0,0,35,234,360,109,29,31,0,764
LGA18250,111,137,73,16,16,7,363,16,5,16,0,0,0,40,19,14,13,0,3,0,44,22,13,11,0,5,0,49,17,21,20,0,9,0,68,27,21,28,3,15,0,88,45,54,23,10,14,0,146,34,57,35,4,15,0,148,31,47,37,8,8,0,125,49,52,25,13,15,0,141,41,51,31,8,3,6,136,80,149,81,18,25,3,353,41,46,38,8,5,0,130,46,86,41,7,7,0,186,93,145,63,13,26,9,349,231,499,155,53,44,5,985,164,445,147,38,32,0,819,328,1347,246,68,47,7,2034,101,199,69,24,28,7,417,1458,3391,1144,287,298,42,6626
LGA18350,97,39,35,11,13,6,199,31,7,7,4,4,0,55,39,14,16,4,8,0,85,27,18,8,4,3,0,67,55,20,16,9,16,0,109,73,47,28,10,13,0,179,68,71,37,15,29,0,221,92,111,55,18,34,6,314,102,112,49,24,23,0,311,106,140,55,30,28,0,361,97,186,41,22,19,3,367,178,282,104,28,26,3,623,77,181,44,11,16,3,331,70,121,28,11,9,0,245,155,318,84,19,20,4,598,224,371,105,26,17,3,747,92,147,62,10,9,5,318,118,164,62,14,6,0,365,115,120,63,26,26,3,345,1816,2478,912,276,321,39,5844
LGA18400,85,55,32,7,21,0,195,20,6,10,3,3,0,40,32,17,18,5,15,0,86,33,10,19,3,8,0,69,49,32,29,11,13,0,136,46,45,45,11,10,0,158,82,67,61,12,23,0,239,121,129,80,19,34,3,384,107,129,73,29,24,0,359,113,201,102,27,41,4,488,93,204,86,29,13,0,432,231,376,141,53,46,0,845,111,272,58,29,13,0,481,106,233,47,14,14,0,416,266,618,158,31,27,0,1101,347,765,231,56,33,4,1433,146,294,100,19,12,0,577,77,195,78,14,5,0,371,130,193,107,27,23,3,483,2184,3839,1470,396,375,29,8297
LGA18450,233,195,137,25,37,6,634,59,31,35,8,15,3,150,102,75,71,19,31,3,302,85,71,63,17,37,3,277,161,118,120,21,49,0,471,171,195,154,48,73,5,651,217,253,203,65,106,10,856,296,398,257,78,132,10,1171,327,490,229,105,111,4,1264,349,663,258,136,121,13,1543,316,632,193,87,74,8,1313,622,1237,445,129,121,8,2555,330,619,147,62,45,3,1207,233,580,117,37,17,0,989,634,1540,334,111,74,6,2695,734,1983,471,113,80,12,3391,260,733,197,35,34,8,1272,193,447,144,19,23,3,832,288,496,234,83,70,5,1170,5598,10769,3821,1185,1249,118,22749
LGA18500,122,90,52,18,18,3,311,9,0,6,0,3,0,17,16,11,4,0,0,0,32,17,6,0,5,0,0,22,12,8,5,0,4,0,33,26,7,13,0,5,6,49,34,22,10,4,4,0,72,13,21,5,8,11,0,56,36,9,5,3,0,0,60,31,12,11,7,4,0,62,24,19,6,0,0,0,52,61,63,31,12,14,4,188,15,19,3,7,10,0,46,33,26,12,6,4,0,89,54,38,16,18,6,0,134,184,204,56,31,15,9,501,183,180,66,21,22,0,467,399,884,269,78,61,5,1695,89,136,58,16,13,4,326,1348,1775,631,230,194,31,4204
LGA18710,37,15,13,0,3,0,64,19,3,0,0,0,0,21,19,4,7,3,0,0,36,13,8,3,0,3,0,28,27,10,12,6,8,0,54,20,13,19,8,7,0,65,35,36,14,6,7,0,95,42,53,25,7,7,0,130,35,71,31,8,9,4,157,67,70,30,15,17,0,191,44,71,25,10,4,0,150,60,110,39,9,6,0,237,33,69,11,6,6,0,130,17,43,17,0,0,0,77,59,139,61,12,11,0,277,105,221,72,13,7,0,422,54,69,31,4,0,0,156,33,59,14,3,0,0,105,35,40,21,3,3,0,112,748,1101,435,120,111,6,2516
LGA19399,3,7,0,0,0,0,14,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,4,0,0,0,0,7,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,0,3,23,23,4,5,0,0,54
LGA19499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
