LGA_CODE_2021,P_Germany_0_4,P_Germany_5_14,P_Germany_15_24,P_Germany_25_44,P_Germany_45_54,P_Germany_55_64,P_Germany_65_74,P_Germany_75_84,P_Germany_85ov,P_Germany_Tot,P_Greece_0_4,P_Greece_5_14,P_Greece_15_24,P_Greece_25_44,P_Greece_45_54,P_Greece_55_64,P_Greece_65_74,P_Greece_75_84,P_Greece_85ov,P_Greece_Tot,P_Hong_Kong_SAR_Ch_0_4,P_Hong_Kong_SAR_Ch_5_14,P_Hong_Kong_SAR_Ch_15_24,P_Hong_Kong_SAR_Ch_25_44,P_Hong_Kong_SAR_Ch_45_54,P_Hong_Kong_SAR_Ch_55_64,P_Hong_Kong_SAR_Ch_65_74,P_Hong_Kong_SAR_Ch_75_84,P_Hong_Kong_SAR_Ch_85ov,P_Hong_Kong_SAR_Ch_Tot,P_India_0_4,P_India_5_14,P_India_15_24,P_India_25_44,P_India_45_54,P_India_55_64,P_India_65_74,P_India_75_84,P_India_85ov,P_India_Tot,P_Indonesia_0_4,P_Indonesia_5_14,P_Indonesia_15_24,P_Indonesia_25_44,P_Indonesia_45_54,P_Indonesia_55_64,P_Indonesia_65_74,P_Indonesia_75_84,P_Indonesia_85ov,P_Indonesia_Tot,P_Iran_0_4,P_Iran_5_14,P_Iran_15_24,P_Iran_25_44,P_Iran_45_54,P_Iran_55_64,P_Iran_65_74,P_Iran_75_84,P_Iran_85ov,P_Iran_Tot,P_Iraq_0_4,P_Iraq_5_14,P_Iraq_15_24,P_Iraq_25_44,P_Iraq_45_54,P_Iraq_55_64,P_Iraq_65_74,P_Iraq_75_84,P_Iraq_85ov,P_Iraq_Tot,P_Ireland_0_4,P_Ireland_5_14,P_Ireland_15_24,P_Ireland_25_44,P_Ireland_45_54,P_Ireland_55_64,P_Ireland_65_74,P_Ireland_75_84,P_Ireland_85ov,P_Ireland_Tot,P_Italy_0_4,P_Italy_5_14,P_Italy_15_24,P_Italy_25_44,P_Italy_45_54,P_Italy_55_64,P_Italy_65_74,P_Italy_75_84,P_Italy_85ov,P_Italy_Tot,P_Japan_0_4,P_Japan_5_14,P_Japan_15_24,P_Japan_25_44,P_Japan_45_54,P_Japan_55_64,P_Japan_65_74,P_Japan_75_84,P_Japan_85ov,P_Japan_Tot,P_Korea_South_0_4,P_Korea_South_5_14,P_Korea_South_15_24,P_Korea_South_25_44,P_Korea_South_45_54,P_Korea_South_55_64,P_Korea_South_65_74,P_Korea_South_75_84,P_Korea_South_85ov,P_Korea_South_Tot,P_Lebanon_0_4,P_Lebanon_5_14,P_Lebanon_15_24,P_Lebanon_25_44,P_Lebanon_45_54,P_Lebanon_55_64,P_Lebanon_65_74,P_Lebanon_75_84,P_Lebanon_85ov,P_Lebanon_Tot,P_Malaysia_0_4,P_Malaysia_5_14,P_Malaysia_15_24,P_Malaysia_25_44,P_Malaysia_45_54,P_Malaysia_55_64,P_Malaysia_65_74,P_Malaysia_75_84,P_Malaysia_85ov,P_Malaysia_Tot,P_Malta_0_4,P_Malta_5_14,P_Malta_15_24,P_Malta_25_44,P_Malta_45_54,P_Malta_55_64,P_Malta_65_74,P_Malta_75_84,P_Malta_85ov,P_Malta_Tot,P_Mauritius_0_4,P_Mauritius_5_14,P_Mauritius_15_24,P_Mauritius_25_44,P_Mauritius_45_54,P_Mauritius_55_64,P_Mauritius_65_74,P_Mauritius_75_84,P_Mauritius_85ov,P_Mauritius_Tot,P_Myanmar_0_4,P_Myanmar_5_14,P_Myanmar_15_24,P_Myanmar_25_44,P_Myanmar_45_54,P_Myanmar_55_64,P_Myanmar_65_74,P_Myanmar_75_84,P_Myanmar_85ov,P_Myanmar_Tot,P_Nepal_0_4,P_Nepal_5_14,P_Nepal_15_24,P_Nepal_25_44,P_Nepal_45_54,P_Nepal_55_64,P_Nepal_65_74,P_Nepal_75_84,P_Nepal_85ov,P_Nepal_Tot,P_Netherlands_0_4,P_Netherlands_5_14,P_Netherlands_15_24,P_Netherlands_25_44,P_Netherlands_45_54,P_Netherlands_55_64,P_Netherlands_65_74,P_Netherlands_75_84,P_Netherlands_85ov,P_Netherlands_Tot,P_New_Zealand_0_4,P_New_Zealand_5_14,P_New_Zealand_15_24,P_New_Zealand_25_44,P_New_Zealand_45_54,P_New_Zealand_55_64,P_New_Zealand_65_74,P_New_Zealand_75_84,P_New_Zealand_85ov,P_New_Zealand_Tot,P_North_Macedonia_0_4,P_North_Macedonia_5_14,P_North_Macedonia_15_24,P_North_Macedonia_25_44,P_North_Macedonia_45_54,P_North_Macedonia_55_64,P_North_Macedonia_65_74,P_North_Macedonia_75_84,P_North_Macedonia_85ov,P_North_Macedonia_Tot
LGA13660,0,0,0,4,0,3,9,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,3,5,6,9,4,0,31,0,0,0,0,0,0,0,0,0,0
LGA13800,0,6,3,25,20,37,89,55,22,252,0,0,0,5,4,12,22,22,11,73,0,3,0,7,0,11,7,4,4,33,3,15,46,392,19,41,15,18,7,554,0,0,0,13,0,5,7,4,4,39,0,0,0,16,15,12,9,0,0,58,0,0,0,0,4,0,5,0,0,14,0,9,6,71,35,31,41,19,3,214,0,0,0,9,18,39,71,40,30,207,0,0,0,6,7,8,7,0,0,34,0,0,9,26,12,11,3,0,0,62,0,0,0,22,24,37,11,12,0,104,0,0,0,33,26,16,13,8,3,94,0,3,4,18,25,99,211,114,22,490,0,0,0,6,0,9,3,0,0,23,0,0,0,0,0,5,0,0,0,6,0,0,20,94,0,0,0,0,0,112,0,0,9,10,14,33,91,51,27,228,0,27,41,198,188,191,108,48,3,804,0,0,0,11,8,28,21,10,5,70
LGA13850,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,5,0,0,26,4,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,5,5,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,3,0,0,10,3,6,5,0,0,32,0,0,0,0,0,0,0,0,0,0
LGA13910,0,0,0,7,3,0,15,12,0,42,0,0,0,0,0,4,0,0,0,8,0,0,0,3,0,0,0,0,0,3,0,7,0,49,3,4,0,0,0,62,0,0,0,3,3,3,0,0,0,6,0,0,0,4,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,8,0,0,0,8,4,4,3,0,3,17,0,0,0,5,0,3,6,7,4,21,0,0,0,0,5,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,3,21,14,16,10,4,0,81,0,3,0,5,0,4,3,0,0,12,0,0,0,0,0,0,5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,10,0,0,0,0,0,9,0,0,0,5,0,9,20,9,3,40,0,5,5,38,25,40,37,12,3,171,0,0,0,0,0,0,0,0,0,0
LGA14000,4,15,24,103,88,90,96,116,43,579,0,0,3,3,9,20,27,44,19,128,20,159,155,678,351,751,540,93,28,2778,69,761,454,3743,1323,730,403,211,81,7778,0,12,42,275,168,96,103,57,15,772,3,121,101,922,346,224,188,79,15,1995,0,3,0,31,11,14,12,9,3,77,0,23,20,100,113,76,50,37,14,428,0,9,9,49,53,108,185,156,109,677,5,50,45,144,179,87,36,19,7,572,6,161,257,920,719,380,222,108,20,2797,3,0,13,94,95,160,128,130,34,655,4,78,157,470,354,349,374,156,43,1987,0,0,0,0,3,21,32,21,7,83,0,0,8,33,23,39,19,4,3,123,0,0,15,47,33,27,27,5,8,160,0,20,364,1127,98,26,9,5,0,1658,4,17,23,36,55,47,50,76,48,357,13,110,180,443,461,405,259,137,47,2057,0,0,0,4,3,9,4,0,5,21
LGA14100,0,0,0,8,11,9,9,8,10,58,0,0,3,0,0,19,34,23,13,93,0,14,3,29,20,26,38,11,0,139,0,0,0,48,26,18,14,8,4,118,0,0,0,14,8,3,10,0,0,42,0,0,0,34,10,21,6,4,4,79,0,0,0,7,9,0,0,4,0,23,0,4,4,8,23,15,12,9,8,75,0,0,8,13,5,18,46,43,26,155,0,0,5,10,9,5,3,0,0,33,0,0,6,12,16,12,15,10,7,79,0,0,0,9,24,13,12,3,0,61,0,0,0,20,17,20,19,12,0,87,0,0,0,0,0,0,6,3,3,11,0,0,0,0,0,0,5,0,0,10,0,0,0,0,0,0,0,6,0,8,0,0,3,17,0,0,0,0,0,23,0,3,3,4,7,4,9,7,4,36,0,10,9,35,32,48,45,17,0,209,0,0,0,0,0,0,0,0,0,7
LGA14170,0,25,30,311,158,106,111,79,23,845,0,13,22,78,95,212,449,1045,516,2428,15,44,87,460,154,150,136,36,21,1102,11,104,118,1199,196,127,85,67,20,1937,3,7,65,414,147,74,93,36,7,854,0,4,13,202,32,35,16,13,0,316,0,4,4,39,14,17,11,3,0,98,0,19,37,661,308,182,92,41,20,1361,4,25,34,450,173,294,538,723,556,2794,4,19,38,295,161,88,22,12,4,645,0,18,46,385,153,80,50,45,55,830,0,4,8,127,140,204,249,201,91,1023,7,15,77,514,202,126,138,46,16,1130,0,0,3,4,13,27,72,63,37,220,0,0,4,52,22,29,13,9,4,141,0,0,11,41,23,27,21,16,3,144,0,23,671,1172,60,16,16,3,0,1964,0,14,24,111,62,32,47,28,7,332,10,57,171,1426,915,732,426,115,21,3869,0,3,7,52,34,52,86,61,39,337
LGA14220,0,0,0,3,3,0,16,8,4,36,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,9,0,3,3,26,8,5,7,3,0,48,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,5,9,3,18,0,0,0,4,0,0,0,0,0,6,0,0,0,15,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,3,4,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,12,0,0,0,0,0,9,4,8,0,16,0,9,0,30,27,21,24,5,0,118,0,0,0,0,0,0,0,0,0,0
LGA14300,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,7,0,0,0,4,4,0,0,0,0,4,0,3,0,29,3,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,11,0,3,4,26,7,7,11,0,0,58,0,0,0,0,0,0,0,0,0,0
LGA14350,0,0,3,13,3,26,43,29,16,127,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,8,0,9,0,44,5,4,8,3,5,74,0,5,0,11,4,6,0,0,0,27,0,0,0,0,3,3,0,0,0,6,0,0,0,5,0,0,0,0,0,11,0,0,0,3,4,0,6,0,0,19,0,0,0,0,0,0,4,3,5,12,0,0,0,4,4,4,0,0,0,9,0,0,0,8,0,3,0,0,0,11,0,0,0,5,0,0,0,3,0,13,0,0,0,8,0,9,8,0,0,27,0,0,0,0,0,10,4,6,0,15,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,17,0,0,0,5,0,8,30,21,5,69,0,5,6,45,42,91,53,20,9,274,0,0,0,0,0,0,0,0,0,0
LGA14400,0,4,5,11,7,20,41,25,4,124,0,0,0,0,0,7,4,13,4,25,0,7,4,5,0,5,8,0,0,18,0,0,0,12,11,5,4,0,0,36,0,4,3,3,3,0,3,0,0,18,0,0,0,3,0,0,0,3,0,10,0,0,0,0,4,0,0,0,0,4,0,0,6,20,17,14,17,12,0,80,0,0,0,5,7,18,31,14,5,80,0,0,0,0,0,3,3,0,0,14,0,0,0,11,0,0,0,0,0,9,0,0,0,0,0,0,3,0,0,7,0,0,0,10,0,9,4,0,0,34,0,0,0,0,0,6,15,3,5,34,0,0,0,0,0,4,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,10,0,0,3,9,7,4,24,21,6,70,0,14,20,63,58,65,54,18,0,300,0,0,0,0,5,9,5,5,0,29
LGA14500,7,27,28,93,116,63,87,109,48,580,0,6,0,4,12,18,24,32,19,116,27,377,269,939,576,632,620,117,41,3602,9,125,105,1072,499,382,236,158,54,2633,0,19,31,200,144,69,84,67,15,625,4,47,62,670,276,204,152,67,22,1504,0,0,0,9,11,7,8,0,0,40,0,14,27,84,88,87,55,33,12,403,0,10,5,47,38,41,99,78,63,382,18,78,63,231,168,133,93,33,14,839,13,149,205,826,658,345,221,91,27,2531,0,3,4,28,31,42,37,5,8,161,4,38,77,369,344,264,252,148,31,1529,0,0,0,3,3,12,8,3,0,30,0,0,0,12,4,20,11,5,6,67,0,0,0,20,19,14,14,11,10,77,0,0,32,77,13,4,0,0,0,121,3,19,31,25,43,43,51,54,28,296,6,87,227,305,442,434,257,192,87,2052,0,0,0,6,8,5,3,0,4,26
LGA14550,0,0,0,6,5,14,22,11,0,53,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,11,3,0,4,0,0,17,0,0,0,4,0,6,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,11,0,5,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,6,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,4,4,0,6,5,0,23,0,0,4,20,14,56,47,10,0,148,0,0,0,0,0,0,0,0,0,0
LGA14600,0,0,0,3,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,38,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,6,3,0,11,0,0,21,0,0,0,0,0,0,0,0,0,0
LGA14650,0,17,17,77,60,81,323,243,76,894,0,0,0,8,8,12,45,41,21,137,0,13,7,49,16,36,28,3,6,163,3,53,77,534,137,79,65,66,26,1038,0,11,20,87,39,21,23,9,4,206,0,6,3,54,11,7,7,0,0,102,3,10,7,30,4,3,3,0,0,64,0,23,31,104,67,47,62,41,13,383,0,0,6,33,22,55,127,108,53,408,3,16,10,39,23,9,12,3,0,116,0,6,24,137,32,14,3,3,0,225,0,0,0,9,12,16,15,10,4,59,0,6,21,105,61,85,73,26,4,375,0,0,0,9,0,20,62,41,9,139,0,0,5,9,5,20,14,9,3,65,0,0,0,19,7,3,4,4,0,42,0,0,31,186,4,6,0,0,0,225,0,7,6,30,28,54,185,150,58,516,10,103,140,593,504,504,392,230,64,2542,0,0,0,10,24,41,92,42,31,243
LGA14700,6,9,6,62,31,12,24,14,10,164,0,0,0,9,3,13,16,19,9,72,11,42,55,263,110,118,91,28,6,730,8,78,43,698,111,44,48,26,5,1059,0,4,13,109,36,16,25,3,0,203,0,13,20,307,61,66,40,16,0,533,0,0,4,9,0,3,3,0,0,27,0,10,10,92,63,35,25,12,3,246,0,3,3,55,18,21,30,30,17,191,15,21,12,188,84,47,20,3,5,403,4,9,19,203,58,28,19,11,6,355,0,3,0,20,13,11,16,7,3,79,3,5,29,209,91,81,83,34,5,535,0,0,0,0,0,3,4,4,0,12,0,0,0,9,9,4,0,3,0,23,0,0,0,7,3,0,3,0,0,20,0,0,66,142,7,0,0,0,0,220,0,6,3,30,23,7,9,9,12,95,6,23,43,234,171,127,94,36,5,742,0,5,3,12,3,10,4,5,3,44
LGA14750,0,0,0,0,0,0,3,0,4,12,0,0,0,0,0,5,0,0,0,7,0,0,0,0,4,0,0,0,0,0,0,4,4,106,14,18,11,3,0,155,0,0,6,12,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,5,18,50,57,28,151,0,0,0,6,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,7,52,12,5,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,3,0,0,0,0,0,4,0,13,9,29,21,14,13,7,0,104,0,0,0,0,0,0,0,0,0,0
LGA14850,0,8,4,43,30,57,56,22,10,229,0,0,0,0,0,0,5,0,0,7,0,0,0,7,4,7,0,0,0,25,4,4,16,109,12,12,19,5,3,179,0,0,0,13,10,3,3,0,0,34,0,0,0,4,0,0,0,4,0,21,0,0,0,4,0,0,0,0,0,4,0,0,0,7,11,14,5,0,4,41,0,0,5,19,7,16,28,36,37,141,0,5,6,28,11,8,4,0,0,68,0,0,3,18,0,6,5,0,0,36,0,0,0,0,0,0,0,0,0,5,0,0,4,17,14,9,0,0,0,52,0,0,0,0,0,4,5,0,0,6,0,0,0,6,0,5,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,6,11,30,0,0,0,0,0,49,0,0,3,12,18,17,32,21,5,106,0,10,24,109,122,156,96,25,5,555,0,0,0,0,0,0,0,0,0,0
LGA14870,0,0,0,0,6,15,34,26,3,82,0,0,0,4,3,0,12,0,3,17,0,0,0,3,0,3,11,0,0,23,3,5,10,36,9,5,3,3,0,84,0,0,0,6,3,0,4,0,0,14,0,0,0,7,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,4,7,4,3,30,0,0,0,5,0,8,21,13,3,52,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,6,0,0,0,9,3,0,3,0,0,13,0,0,8,6,7,8,3,0,4,37,0,0,0,0,0,3,5,3,0,16,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,17,0,0,0,0,0,23,0,0,0,0,4,3,23,21,5,51,0,4,14,35,37,54,49,20,0,217,0,0,0,0,0,0,0,3,0,3
LGA14900,0,13,27,86,55,38,112,71,46,460,0,12,38,112,68,163,225,267,68,953,0,13,19,205,68,80,71,9,0,468,34,368,535,3121,1182,733,330,115,40,6456,8,43,72,511,181,125,126,46,0,1112,7,42,92,444,134,157,89,47,7,1009,26,986,1798,5663,2391,1836,1063,426,131,14308,0,35,10,68,32,41,29,19,10,245,4,12,23,105,177,394,658,650,406,2424,0,12,10,39,26,10,5,3,0,101,0,3,18,131,64,28,7,8,3,272,16,106,186,1662,1143,1031,588,224,46,5030,3,26,56,240,84,119,91,42,6,664,0,0,0,8,23,95,249,191,47,603,0,0,16,92,49,92,91,56,27,419,0,0,11,74,24,28,18,0,0,163,0,29,208,1320,137,41,18,0,0,1763,0,3,5,20,9,17,33,19,16,116,40,429,746,1491,518,350,158,48,5,3787,0,9,24,303,250,276,292,114,12,1303
LGA14920,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,16,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,9,0,0,0,0,5,0,7,0,0,9,0,0,0,12,7,19,16,4,3,61,0,0,0,0,0,0,0,0,0,0
LGA14950,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,9,0,0,0,6,4,7,0,0,3,18,0,0,0,0,0,0,0,0,0,0
LGA15050,0,0,0,26,17,24,121,56,9,251,0,0,4,0,7,0,12,6,5,28,0,0,3,35,7,20,11,0,0,81,7,60,47,525,81,34,25,14,0,800,0,0,9,28,10,7,3,0,0,66,0,6,0,20,4,0,0,0,0,33,0,5,0,9,0,3,0,0,0,21,0,11,0,28,20,9,14,8,4,104,0,0,0,10,5,7,24,12,10,79,5,0,3,6,12,3,0,0,0,28,0,0,5,64,15,12,3,0,0,100,0,0,3,9,6,3,0,0,0,19,0,9,6,52,24,24,3,3,0,119,0,0,0,0,0,8,13,8,0,34,0,0,0,3,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,14,67,0,0,0,0,0,85,0,4,0,10,8,18,38,37,13,120,3,46,78,293,198,168,100,45,4,940,0,0,0,0,5,4,4,0,0,14
LGA15240,0,4,8,26,31,58,140,102,39,409,0,0,0,0,3,8,17,13,4,44,0,0,3,8,9,9,4,0,3,46,3,28,12,195,28,12,25,13,7,313,0,4,4,31,16,5,8,6,0,76,0,0,0,5,6,6,6,0,0,27,0,0,0,9,0,6,5,0,0,23,0,7,0,20,10,27,41,35,12,147,0,0,0,3,6,12,52,38,10,127,0,0,0,9,14,5,6,0,0,27,0,0,3,29,7,0,5,0,0,38,0,0,0,3,9,9,10,3,0,34,0,0,5,19,14,13,27,0,5,90,0,0,0,0,3,10,44,22,8,99,0,0,0,4,0,13,10,3,0,25,0,0,0,3,0,0,4,0,0,16,0,0,17,110,3,0,0,0,0,127,0,9,0,7,13,37,121,99,38,316,3,17,23,128,165,260,320,130,32,1079,0,0,0,0,0,7,0,0,0,12
LGA15270,0,0,0,12,5,11,25,18,3,73,0,0,0,0,0,0,10,0,6,10,0,0,0,0,0,0,4,0,0,3,0,4,7,39,3,0,10,3,0,65,0,0,0,0,0,0,5,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,6,0,0,0,17,9,7,7,3,3,39,0,0,0,0,4,5,7,5,3,27,0,0,5,0,3,0,0,0,0,7,0,0,0,9,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,9,0,0,0,7,3,6,0,0,0,23,0,0,0,0,0,0,12,9,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,9,0,0,0,40,0,0,0,0,0,47,0,0,0,5,0,16,22,11,3,60,0,3,5,49,53,66,39,18,4,239,0,0,0,0,0,0,0,0,0,0
LGA15300,0,0,0,8,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,3,0,0,0,12,0,3,3,32,5,0,0,0,0,48,0,0,4,22,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,3,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,11,0,0,0,0,0,14,0,0,0,4,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,20,0,0,0,0,0,22,0,0,0,0,0,0,5,3,0,3,0,7,4,21,14,20,23,0,3,89,0,0,0,0,0,0,6,0,0,6
LGA15350,0,5,11,48,43,30,42,37,12,220,0,0,0,4,0,5,8,13,8,39,4,51,41,51,38,25,17,6,5,248,0,6,10,88,39,42,28,19,10,234,0,0,0,25,17,6,8,0,6,63,0,0,0,30,18,13,11,7,0,75,0,0,0,4,0,5,3,0,0,11,0,8,3,68,30,38,17,12,12,195,0,6,3,56,20,23,24,23,15,167,0,13,14,36,50,27,13,10,0,157,0,0,0,40,18,8,4,0,0,89,0,0,0,5,5,6,3,0,0,23,0,5,5,42,33,31,30,10,5,162,0,0,0,4,0,0,5,0,0,8,0,0,0,5,3,0,0,0,0,12,0,0,0,0,0,4,3,0,0,9,0,0,26,52,4,0,0,0,0,77,4,9,11,24,20,13,13,19,0,125,0,39,44,126,168,166,97,69,27,719,0,0,7,9,3,4,4,4,0,29
LGA15520,0,0,0,0,0,4,17,13,0,32,0,0,0,0,0,0,5,0,0,3,0,0,0,6,0,0,0,0,0,3,3,3,0,31,8,3,0,0,0,43,0,0,0,11,4,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,8,0,0,0,0,0,0,16,6,9,30,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,10,6,0,0,0,44,0,0,0,0,0,0,4,3,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,4,3,13,10,0,39,0,6,4,23,14,20,15,11,0,89,0,0,0,0,0,0,0,0,0,0
