LGA_CODE_2021,M_Ptn_in_RM_0_14,M_Ptn_in_RM_15_24,M_Ptn_in_RM_25_34,M_Ptn_in_RM_35_44,M_Ptn_in_RM_45_54,M_Ptn_in_RM_55_64,M_Ptn_in_RM_65_74,M_Ptn_in_RM_75_84,M_Ptn_in_RM_85ov,M_Ptn_in_RM_Tot,M_Ptn_in_DFM_0_14,M_Ptn_in_DFM_15_24,M_Ptn_in_DFM_25_34,M_Ptn_in_DFM_35_44,M_Ptn_in_DFM_45_54,M_Ptn_in_DFM_55_64,M_Ptn_in_DFM_65_74,M_Ptn_in_DFM_75_84,M_Ptn_in_DFM_85ov,M_Ptn_in_DFM_Tot,M_LonePnt_0_14,M_LonePnt_15_24,M_LonePnt_25_34,M_LonePnt_35_44,M_LonePnt_45_54,M_LonePnt_55_64,M_LonePnt_65_74,M_LonePnt_75_84,M_LonePnt_85ov,M_LonePnt_Tot,M_CU15_0_14,M_CU15_15_24,M_CU15_25_34,M_CU15_35_44,M_CU15_45_54,M_CU15_55_64,M_CU15_65_74,M_CU15_75_84,M_CU15_85ov,M_CU15_Tot,M_DpStu_0_14,M_DpStu_15_24,M_DpStu_25_34,M_DpStu_35_44,M_DpStu_45_54,M_DpStu_55_64,M_DpStu_65_74,M_DpStu_75_84,M_DpStu_85ov,M_DpStu_Tot,M_NDpChl_0_14,M_NDpChl_15_24,M_NDpChl_25_34,M_NDpChl_35_44,M_NDpChl_45_54,M_NDpChl_55_64,M_NDpChl_65_74,M_NDpChl_75_84,M_NDpChl_85ov,M_NDpChl_Tot,M_OthRI_0_14,M_OthRI_15_24,M_OthRI_25_34,M_OthRI_35_44,M_OthRI_45_54,M_OthRI_55_64,M_OthRI_65_74,M_OthRI_75_84,M_OthRI_85ov,M_OthRI_Tot,M_URI_in_FH_0_14,M_URI_in_FH_15_24,M_URI_in_FH_25_34,M_URI_in_FH_35_44,M_URI_in_FH_45_54,M_URI_in_FH_55_64,M_URI_in_FH_65_74,M_URI_in_FH_75_84,M_URI_in_FH_85ov,M_URI_in_FH_Tot,M_GrpH_Mem_0_14,M_GrpH_Mem_15_24,M_GrpH_Mem_25_34,M_GrpH_Mem_35_44,M_GrpH_Mem_45_54,M_GrpH_Mem_55_64,M_GrpH_Mem_65_74,M_GrpH_Mem_75_84,M_GrpH_Mem_85ov,M_GrpH_Mem_Tot,M_LonePsn_0_14,M_LonePsn_15_24,M_LonePsn_25_34,M_LonePsn_35_44,M_LonePsn_45_54,M_LonePsn_55_64,M_LonePsn_65_74,M_LonePsn_75_84,M_LonePsn_85ov,M_LonePsn_Tot,M_Vis_within_Aus_0_14,M_Vis_within_Aus_15_24,M_Vis_within_Aus_25_34,M_Vis_within_Aus_35_44,M_Vis_within_Aus_45_54,M_Vis_within_Aus_55_64,M_Vis_within_Aus_65_74,M_Vis_within_Aus_75_84,M_Vis_within_Aus_85ov,M_Vis_within_Aus_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Ptn_in_RM_0_14,F_Ptn_in_RM_15_24,F_Ptn_in_RM_25_34,F_Ptn_in_RM_35_44,F_Ptn_in_RM_45_54,F_Ptn_in_RM_55_64,F_Ptn_in_RM_65_74,F_Ptn_in_RM_75_84,F_Ptn_in_RM_85ov,F_Ptn_in_RM_Tot,F_Ptn_in_DFM_0_14,F_Ptn_in_DFM_15_24,F_Ptn_in_DFM_25_34,F_Ptn_in_DFM_35_44,F_Ptn_in_DFM_45_54,F_Ptn_in_DFM_55_64,F_Ptn_in_DFM_65_74,F_Ptn_in_DFM_75_84,F_Ptn_in_DFM_85ov,F_Ptn_in_DFM_Tot,F_LonePnt_0_14,F_LonePnt_15_24,F_LonePnt_25_34,F_LonePnt_35_44,F_LonePnt_45_54,F_LonePnt_55_64,F_LonePnt_65_74,F_LonePnt_75_84,F_LonePnt_85ov,F_LonePnt_Tot,F_CU15_0_14,F_CU15_15_24,F_CU15_25_34,F_CU15_35_44,F_CU15_45_54,F_CU15_55_64,F_CU15_65_74,F_CU15_75_84,F_CU15_85ov,F_CU15_Tot,F_DpStu_0_14,F_DpStu_15_24,F_DpStu_25_34,F_DpStu_35_44,F_DpStu_45_54,F_DpStu_55_64,F_DpStu_65_74,F_DpStu_75_84,F_DpStu_85ov,F_DpStu_Tot,F_NDpChl_0_14,F_NDpChl_15_24,F_NDpChl_25_34,F_NDpChl_35_44,F_NDpChl_45_54,F_NDpChl_55_64,F_NDpChl_65_74,F_NDpChl_75_84,F_NDpChl_85ov,F_NDpChl_Tot,F_OthRI_0_14,F_OthRI_15_24,F_OthRI_25_34,F_OthRI_35_44,F_OthRI_45_54,F_OthRI_55_64,F_OthRI_65_74,F_OthRI_75_84,F_OthRI_85ov,F_OthRI_Tot,F_URI_in_FH_0_14,F_URI_in_FH_15_24,F_URI_in_FH_25_34,F_URI_in_FH_35_44,F_URI_in_FH_45_54,F_URI_in_FH_55_64,F_URI_in_FH_65_74,F_URI_in_FH_75_84,F_URI_in_FH_85ov,F_URI_in_FH_Tot
LGA13310,..,19,508,906,918,1144,976,558,127,5152,..,153,466,262,224,170,104,30,4,1415,..,4,27,66,91,54,28,22,4,306,2745,..,..,..,..,..,..,..,..,2745,..,515,..,..,..,..,..,..,..,515,..,652,293,122,80,47,5,0,0,1200,..,67,56,33,37,43,42,21,10,304,..,51,54,19,16,16,12,3,0,175,..,77,98,37,41,57,62,23,7,401,..,61,164,136,292,376,374,221,85,1701,34,54,65,37,42,33,38,20,3,338,2780,1651,1742,1615,1749,1956,1634,898,243,14263,..,31,685,961,1027,1099,928,392,72,5203,..,233,467,244,248,142,89,17,0,1438,..,51,222,279,250,148,81,60,47,1141,2564,..,..,..,..,..,..,..,..,2564,..,494,..,..,..,..,..,..,..,494,..,439,144,56,43,18,5,0,0,716,..,57,25,13,35,64,72,60,15,344,..,38,36,21,7,11,3,0,0,109
LGA13340,..,6,145,315,385,481,441,227,28,2029,..,39,103,75,68,60,43,10,0,400,..,0,0,21,19,21,7,9,3,92,1056,..,..,..,..,..,..,..,..,1056,..,237,..,..,..,..,..,..,..,237,..,231,97,38,28,18,0,0,0,410,..,10,12,3,3,10,12,7,0,63,..,3,8,0,3,0,4,0,0,29,..,19,11,7,11,12,16,3,0,88,..,6,27,33,71,139,137,93,28,533,17,25,13,8,11,15,10,4,0,102,1072,580,421,519,593,753,682,359,67,5039,..,17,182,383,417,490,407,149,18,2065,..,52,115,88,56,57,27,6,0,404,..,9,47,80,80,40,26,14,6,298,984,..,..,..,..,..,..,..,..,984,..,242,..,..,..,..,..,..,..,242,..,130,42,20,12,3,0,0,0,211,..,10,4,0,7,15,13,12,3,66,..,5,11,3,3,0,0,0,0,25
LGA13450,..,21,622,944,946,990,736,431,119,4813,..,78,338,174,144,94,46,17,0,903,..,7,21,46,63,43,18,15,8,217,2467,..,..,..,..,..,..,..,..,2467,..,505,..,..,..,..,..,..,..,505,..,671,318,109,60,25,8,0,0,1195,..,115,72,42,39,27,27,13,6,341,..,38,88,40,36,28,0,0,0,232,..,57,159,73,53,53,21,3,4,430,..,47,163,136,170,201,153,100,45,1011,29,32,43,29,25,23,11,8,5,210,2492,1574,1833,1592,1540,1490,1025,589,186,12326,..,54,797,992,1025,942,662,331,36,4835,..,139,347,161,136,88,31,7,5,918,..,42,163,182,202,110,57,33,35,822,2352,..,..,..,..,..,..,..,..,2352,..,523,..,..,..,..,..,..,..,523,..,452,177,37,23,23,5,0,0,715,..,64,34,15,38,60,48,19,23,308,..,29,63,22,21,14,4,0,0,150
LGA13550,..,9,218,358,339,438,364,219,58,1994,..,84,227,119,75,59,34,3,0,606,..,8,17,21,25,21,13,8,3,118,1372,..,..,..,..,..,..,..,..,1372,..,174,..,..,..,..,..,..,..,174,..,200,89,47,44,24,6,0,0,408,..,48,22,7,23,17,21,18,9,159,..,17,16,3,0,10,3,0,0,51,..,50,52,10,18,28,23,9,0,184,..,42,85,60,75,109,115,67,30,596,24,18,31,15,19,21,10,11,0,144,1393,641,755,652,621,725,590,332,100,5812,..,8,293,409,369,427,322,174,23,2027,..,121,249,107,80,43,24,3,0,629,..,25,114,107,84,38,28,31,22,454,1239,..,..,..,..,..,..,..,..,1239,..,182,..,..,..,..,..,..,..,182,..,126,33,13,25,13,4,0,0,210,..,27,17,0,13,31,12,17,5,128,..,10,5,3,3,0,0,0,0,34
LGA13660,..,0,51,127,151,199,204,136,32,895,..,13,41,22,34,25,12,7,0,160,..,0,8,13,16,8,4,0,0,47,399,..,..,..,..,..,..,..,..,399,..,51,..,..,..,..,..,..,..,51,..,66,32,26,13,15,0,0,0,152,..,10,4,8,3,4,4,4,0,33,..,0,4,5,6,6,0,0,0,16,..,4,6,3,9,10,10,4,0,44,..,14,20,18,35,75,77,39,14,288,5,9,12,3,3,6,13,3,0,62,400,173,175,218,265,343,331,199,48,2157,..,5,67,132,179,210,195,103,12,908,..,25,32,29,34,23,8,4,0,161,..,4,24,26,32,14,14,10,12,148,374,..,..,..,..,..,..,..,..,374,..,68,..,..,..,..,..,..,..,68,..,37,18,7,8,11,7,0,0,84,..,8,4,3,0,3,8,13,4,43,..,8,0,0,0,0,0,0,0,11
LGA13800,..,38,1458,2229,2635,2642,2010,1037,199,12257,..,273,969,533,499,350,149,58,9,2839,..,6,41,110,170,144,58,36,16,580,6335,..,..,..,..,..,..,..,..,6335,..,1409,..,..,..,..,..,..,..,1409,..,2055,943,295,200,84,9,0,0,3574,..,134,119,64,70,89,87,58,36,658,..,97,133,58,51,60,38,18,0,453,..,60,152,59,86,115,81,35,0,586,..,81,229,259,409,552,444,273,96,2338,72,92,106,64,59,57,41,20,3,513,6414,4248,4150,3678,4180,4088,2905,1525,357,31542,..,98,1824,2400,2859,2565,1819,723,94,12386,..,394,996,533,493,314,128,41,3,2893,..,48,354,516,699,368,158,127,63,2320,5845,..,..,..,..,..,..,..,..,5845,..,1679,..,..,..,..,..,..,..,1679,..,1273,529,127,88,57,14,0,0,2086,..,98,60,16,49,128,177,163,94,787,..,112,92,26,25,26,19,12,0,312
LGA13850,..,0,36,45,72,123,84,69,20,450,..,24,31,11,19,25,5,0,0,120,..,0,0,0,5,5,6,5,0,25,204,..,..,..,..,..,..,..,..,204,..,28,..,..,..,..,..,..,..,28,..,61,30,6,14,6,0,0,0,117,..,7,8,0,0,0,0,0,0,12,..,7,0,0,5,3,0,0,0,17,..,3,7,3,3,3,0,3,0,33,..,12,24,19,17,54,35,11,11,185,0,0,6,0,4,7,4,4,0,29,211,135,146,100,142,227,140,93,33,1217,..,8,48,54,95,123,81,64,5,478,..,30,37,15,14,22,0,4,0,119,..,4,18,32,14,12,13,7,13,100,199,..,..,..,..,..,..,..,..,199,..,42,..,..,..,..,..,..,..,42,..,19,0,4,0,7,0,0,0,37,..,11,0,0,3,9,3,3,0,32,..,5,0,0,0,0,0,0,0,5
LGA13910,..,13,248,493,550,704,719,438,83,3250,..,84,248,123,134,104,54,19,0,776,..,0,17,26,44,26,20,6,8,154,1747,..,..,..,..,..,..,..,..,1747,..,293,..,..,..,..,..,..,..,293,..,341,129,60,45,25,4,0,0,611,..,44,20,13,10,28,34,17,10,177,..,18,28,6,12,11,7,0,0,93,..,31,35,14,22,35,34,14,0,180,..,40,96,81,165,258,253,155,47,1100,12,29,32,22,24,21,21,5,5,175,1764,891,846,846,1013,1215,1153,657,165,8557,..,24,324,543,621,745,695,303,33,3290,..,133,250,141,132,88,39,13,0,803,..,33,142,155,159,73,32,39,28,661,1608,..,..,..,..,..,..,..,..,1608,..,323,..,..,..,..,..,..,..,323,..,251,74,22,24,19,8,0,0,395,..,27,4,3,15,35,46,26,20,182,..,31,12,9,0,0,5,0,0,53
LGA14000,..,54,2243,7848,8013,6663,5079,2969,744,33624,..,192,1003,679,686,513,233,74,14,3399,..,0,23,153,292,240,86,67,69,938,14573,..,..,..,..,..,..,..,..,14573,..,5517,..,..,..,..,..,..,..,5517,..,2560,2148,610,355,156,22,0,0,5855,..,242,248,98,98,136,140,107,47,1122,..,151,244,105,64,70,35,14,3,701,..,213,349,186,187,178,134,59,18,1323,..,130,427,540,597,738,651,476,289,3845,105,134,114,70,81,84,54,23,15,678,14673,9198,6801,10299,10370,8788,6443,3786,1208,71570,..,124,3276,8793,8020,6453,4570,2168,379,33788,..,266,1079,688,716,436,159,57,3,3404,..,22,202,770,1270,851,363,246,176,3905,13475,..,..,..,..,..,..,..,..,13475,..,5389,..,..,..,..,..,..,..,5389,..,1818,1523,344,242,131,29,4,0,4089,..,203,171,75,107,353,550,367,229,2049,..,145,186,78,55,52,30,5,6,565
LGA14100,..,0,112,454,700,581,482,292,83,2709,..,14,106,66,76,47,42,18,0,372,..,0,0,10,17,18,13,3,0,69,1129,..,..,..,..,..,..,..,..,1129,..,578,..,..,..,..,..,..,..,578,..,212,151,36,28,13,4,0,0,448,..,21,11,7,14,7,6,8,9,87,..,10,8,4,6,4,3,0,0,30,..,9,27,23,11,12,3,4,0,89,..,12,39,46,55,94,74,54,41,409,30,69,9,5,9,5,8,3,0,136,1158,921,462,646,918,779,644,386,136,6053,..,4,156,564,703,578,458,206,38,2709,..,22,108,74,76,52,30,12,0,371,..,0,18,49,118,70,26,21,18,313,1042,..,..,..,..,..,..,..,..,1042,..,531,..,..,..,..,..,..,..,531,..,124,107,34,16,10,3,0,0,293,..,12,6,0,4,11,29,22,14,91,..,6,9,0,6,0,0,0,0,30
LGA14170,..,69,2787,7006,6176,4564,3288,1947,588,26423,..,489,4870,3191,2138,1298,656,155,17,12811,..,3,25,193,449,316,136,81,79,1285,12903,..,..,..,..,..,..,..,..,12903,..,3748,..,..,..,..,..,..,..,3748,..,1630,1467,594,557,260,32,0,0,4548,..,366,470,161,152,190,159,101,50,1655,..,307,663,178,113,89,38,18,3,1406,..,1490,3301,899,479,420,285,111,15,6996,..,362,1940,1750,1663,1631,1237,639,246,9464,188,257,408,247,188,152,84,34,13,1561,13093,8727,15931,14208,11907,8918,5920,3100,1017,82827,..,139,3764,7420,6227,4294,3034,1407,240,26513,..,740,5279,2856,1892,1103,500,89,7,12467,..,30,222,905,1666,1076,499,435,279,5103,12356,..,..,..,..,..,..,..,..,12356,..,3626,..,..,..,..,..,..,..,3626,..,1087,979,349,348,183,42,0,0,2978,..,354,426,165,152,263,395,316,220,2290,..,268,502,155,62,55,27,13,3,1089
LGA14220,..,11,226,369,511,605,623,387,93,2825,..,111,211,121,109,91,64,26,0,724,..,9,18,42,40,19,21,10,10,162,1499,..,..,..,..,..,..,..,..,1499,..,255,..,..,..,..,..,..,..,255,..,301,122,69,58,25,5,0,0,588,..,83,28,21,19,23,21,5,0,201,..,25,34,17,13,11,3,0,0,97,..,48,54,23,18,36,28,10,0,230,..,50,88,97,118,209,207,124,35,927,37,39,39,26,26,12,13,10,3,215,1536,924,822,782,912,1036,984,582,140,7713,..,24,294,410,582,627,564,313,35,2852,..,165,215,131,106,86,39,15,0,759,..,42,191,172,129,76,54,39,25,719,1435,..,..,..,..,..,..,..,..,1435,..,293,..,..,..,..,..,..,..,293,..,192,55,29,22,17,4,0,0,321,..,55,16,7,23,37,36,17,13,198,..,25,19,6,7,10,0,3,0,70
LGA14300,..,3,93,137,176,210,203,104,27,953,..,36,66,32,40,40,15,3,0,227,..,5,5,14,11,9,5,6,0,49,498,..,..,..,..,..,..,..,..,498,..,85,..,..,..,..,..,..,..,85,..,107,47,24,22,10,0,0,0,205,..,17,13,12,3,6,10,4,3,58,..,12,16,8,6,0,3,0,0,47,..,18,40,19,11,14,6,0,0,111,..,9,29,27,43,64,54,47,6,285,5,5,5,7,0,5,5,0,0,45,509,296,309,284,317,358,297,166,34,2569,..,14,117,143,197,223,190,86,10,980,..,37,65,31,38,39,10,0,0,218,..,12,41,55,41,17,20,7,7,199,473,..,..,..,..,..,..,..,..,473,..,84,..,..,..,..,..,..,..,84,..,60,23,11,5,8,0,0,0,108,..,10,3,0,3,11,19,6,4,55,..,11,8,4,0,6,0,0,0,25
LGA14350,..,11,248,507,664,1017,1293,691,139,4567,..,114,315,225,246,268,178,57,9,1400,..,11,32,64,98,74,44,26,12,366,2267,..,..,..,..,..,..,..,..,2267,..,409,..,..,..,..,..,..,..,409,..,590,312,144,132,59,9,0,0,1248,..,99,52,21,34,77,74,27,16,403,..,52,40,24,32,27,14,0,0,196,..,34,49,30,57,112,103,17,4,397,..,34,93,115,201,427,458,243,82,1654,60,63,56,45,40,34,47,17,3,366,2323,1416,1202,1183,1509,2085,2225,1084,261,13285,..,23,362,580,766,1159,1178,506,55,4635,..,157,336,248,270,253,153,26,5,1446,..,61,266,303,287,197,95,79,40,1325,2238,..,..,..,..,..,..,..,..,2238,..,473,..,..,..,..,..,..,..,473,..,363,140,63,56,43,5,0,0,666,..,75,26,8,44,91,100,66,45,458,..,60,24,22,16,21,12,8,0,162
LGA14400,..,4,243,727,840,1056,1174,675,146,4870,..,34,287,187,130,129,92,40,3,903,..,0,3,19,55,38,12,12,9,155,1884,..,..,..,..,..,..,..,..,1884,..,467,..,..,..,..,..,..,..,467,..,444,199,66,58,34,8,0,0,800,..,42,23,10,16,23,16,14,7,154,..,21,17,13,15,8,8,3,0,81,..,35,47,21,8,14,24,12,10,169,..,17,43,49,95,173,193,114,54,745,24,26,34,21,26,26,24,13,3,199,1911,1094,894,1115,1247,1502,1551,880,229,10424,..,8,358,820,909,1166,1116,477,88,4932,..,70,292,179,140,118,83,25,5,900,..,11,43,130,162,95,42,35,30,547,1722,..,..,..,..,..,..,..,..,1722,..,569,..,..,..,..,..,..,..,569,..,253,127,40,24,23,4,0,0,469,..,19,15,10,10,20,38,44,26,181,..,30,23,4,6,5,8,0,0,74
LGA14500,..,22,1314,5751,7143,5863,4349,2822,942,28213,..,100,734,490,437,393,179,70,14,2420,..,3,18,110,230,182,57,44,45,691,12027,..,..,..,..,..,..,..,..,12027,..,5664,..,..,..,..,..,..,..,5664,..,1677,1437,349,251,118,23,0,0,3862,..,172,147,53,45,78,70,63,54,684,..,72,107,66,40,44,26,11,0,374,..,128,247,86,64,81,70,38,10,732,..,98,279,299,326,349,387,369,277,2376,95,136,78,50,43,45,46,25,10,529,12124,8083,4357,7254,8581,7153,5213,3453,1365,57575,..,41,1871,6735,7442,5501,4130,2252,458,28433,..,151,816,512,460,258,142,54,0,2391,..,12,91,680,1182,660,248,175,174,3224,11341,..,..,..,..,..,..,..,..,11341,..,5412,..,..,..,..,..,..,..,5412,..,1245,1014,300,175,132,23,0,0,2887,..,178,138,52,59,253,357,282,202,1516,..,88,113,51,42,28,22,7,6,361
LGA14550,..,3,76,189,207,395,393,178,35,1475,..,23,67,77,90,111,82,8,0,461,..,0,9,17,20,18,15,11,7,94,654,..,..,..,..,..,..,..,..,654,..,128,..,..,..,..,..,..,..,128,..,160,72,40,30,24,4,0,0,331,..,16,13,6,15,17,17,8,6,102,..,4,10,8,8,10,5,0,0,45,..,15,9,16,18,44,37,7,0,141,..,11,24,33,80,194,189,71,11,614,10,20,14,3,20,14,20,4,0,96,666,373,299,385,482,826,763,289,66,4140,..,7,99,213,259,402,337,137,12,1467,..,30,86,75,109,83,69,3,0,463,..,14,72,74,95,53,39,18,15,367,656,..,..,..,..,..,..,..,..,656,..,157,..,..,..,..,..,..,..,157,..,80,34,13,15,9,0,0,0,163,..,10,3,4,6,20,19,17,11,90,..,12,7,5,3,10,0,0,0,39
LGA14600,..,0,93,169,156,179,203,107,31,947,..,23,88,48,38,29,26,4,0,260,..,0,7,7,11,13,8,0,3,37,579,..,..,..,..,..,..,..,..,579,..,72,..,..,..,..,..,..,..,72,..,107,30,14,11,10,4,0,0,172,..,17,12,0,5,15,10,3,0,60,..,8,6,3,5,7,4,0,0,37,..,8,10,3,4,3,11,5,0,51,..,15,27,42,54,85,70,49,26,356,10,8,9,6,12,7,3,3,0,67,580,262,285,295,290,354,324,171,58,2631,..,8,130,162,185,184,172,94,15,951,..,43,93,45,31,34,12,4,0,261,..,5,36,52,45,25,14,10,10,199,518,..,..,..,..,..,..,..,..,518,..,63,..,..,..,..,..,..,..,63,..,59,20,6,7,11,5,0,0,107,..,21,3,5,6,13,16,9,4,77,..,4,4,0,0,0,0,0,0,9
LGA14650,..,97,3266,6898,7355,7573,7711,4683,1098,38676,..,787,3006,1847,1539,1131,583,209,30,9134,..,16,163,437,735,413,210,145,87,2213,18911,..,..,..,..,..,..,..,..,18911,..,4452,..,..,..,..,..,..,..,4452,..,4829,2285,981,736,408,63,3,0,9298,..,479,351,163,198,298,233,167,75,1967,..,342,387,175,164,106,72,18,6,1278,..,367,626,251,294,397,297,131,29,2394,..,210,762,894,1275,1817,1750,1116,573,8401,318,346,347,213,210,173,157,77,25,1869,19233,11932,11197,11855,12509,12309,11076,6549,1926,98590,..,172,4520,7500,7627,7950,7292,3610,545,39217,..,1212,3158,1895,1505,1094,475,161,16,9521,..,219,1217,1965,2281,1182,595,496,351,8312,17854,..,..,..,..,..,..,..,..,17854,..,4654,..,..,..,..,..,..,..,4654,..,3165,1237,409,281,239,55,0,0,5395,..,394,222,85,157,374,515,407,208,2370,..,361,252,89,81,64,36,14,5,903
LGA14700,..,7,836,2139,1681,1254,992,561,120,7596,..,85,860,419,215,150,79,23,3,1836,..,0,4,48,89,58,21,8,7,236,3496,..,..,..,..,..,..,..,..,3496,..,1224,..,..,..,..,..,..,..,1224,..,356,355,86,60,23,7,0,0,889,..,76,72,16,13,13,22,14,11,239,..,28,71,16,13,6,5,0,0,143,..,139,366,92,42,43,24,12,4,722,..,64,366,345,281,236,197,168,38,1698,73,84,47,33,30,16,18,8,7,312,3568,2062,2972,3199,2422,1805,1373,795,197,18399,..,17,1108,2231,1672,1223,890,405,62,7607,..,129,903,350,192,112,63,13,0,1762,..,0,34,248,312,187,81,62,43,960,3292,..,..,..,..,..,..,..,..,3292,..,1057,..,..,..,..,..,..,..,1057,..,260,228,54,33,19,11,0,0,606,..,60,62,27,28,52,69,62,31,386,..,36,60,13,10,7,0,0,0,121
LGA14750,..,8,193,304,347,406,309,203,41,1799,..,58,145,84,82,42,21,6,0,446,..,7,14,20,26,14,5,7,7,88,1021,..,..,..,..,..,..,..,..,1021,..,179,..,..,..,..,..,..,..,179,..,235,91,29,20,18,5,0,0,399,..,24,20,8,8,15,11,11,3,94,..,6,16,13,14,12,3,0,0,65,..,33,38,11,25,18,14,5,0,156,..,27,62,52,102,121,107,56,22,544,22,16,15,13,8,11,9,3,0,101,1038,593,595,538,632,656,483,286,73,4886,..,12,242,333,369,427,270,164,13,1819,..,83,151,90,66,41,17,4,4,445,..,19,87,110,94,43,16,18,13,406,973,..,..,..,..,..,..,..,..,973,..,199,..,..,..,..,..,..,..,199,..,161,36,13,19,11,3,0,0,235,..,30,7,9,4,20,20,20,5,109,..,16,11,0,6,0,0,0,0,37
LGA14850,..,16,476,1014,1174,1482,1411,697,184,6450,..,160,545,421,425,357,194,46,7,2149,..,4,34,95,168,122,67,27,17,535,3550,..,..,..,..,..,..,..,..,3550,..,813,..,..,..,..,..,..,..,813,..,863,430,206,156,75,13,0,0,1745,..,102,58,29,44,79,70,31,11,435,..,95,104,52,47,45,30,6,6,390,..,152,238,113,147,200,126,32,6,997,..,72,169,236,396,607,542,242,90,2356,67,89,56,43,69,60,40,15,0,447,3618,2360,2116,2216,2635,3033,2488,1088,321,19870,..,38,643,1183,1268,1465,1281,541,94,6505,..,217,616,439,440,328,140,30,0,2208,..,57,275,504,533,282,127,85,68,1942,3323,..,..,..,..,..,..,..,..,3323,..,797,..,..,..,..,..,..,..,797,..,589,208,90,73,47,15,0,0,1020,..,76,52,19,42,94,122,64,35,499,..,87,72,35,35,28,21,0,0,275
LGA14870,..,7,294,435,587,736,769,418,83,3330,..,58,213,156,154,153,75,19,3,840,..,4,9,28,66,43,31,16,12,214,1604,..,..,..,..,..,..,..,..,1604,..,325,..,..,..,..,..,..,..,325,..,456,197,104,80,44,9,0,0,885,..,44,25,13,20,23,28,10,8,179,..,22,23,14,11,12,4,4,0,97,..,28,46,21,30,47,32,15,4,231,..,43,113,125,204,316,327,209,54,1399,23,33,30,22,23,32,28,12,6,200,1623,1025,958,923,1168,1417,1297,709,168,9297,..,20,355,489,645,798,714,304,39,3361,..,119,235,165,156,132,50,15,6,871,..,39,143,169,192,110,76,53,44,822,1521,..,..,..,..,..,..,..,..,1521,..,337,..,..,..,..,..,..,..,337,..,242,120,40,32,30,8,0,0,473,..,36,10,9,12,45,43,47,23,230,..,28,15,10,10,10,0,0,0,65
LGA14900,..,214,5146,10377,9508,8340,5369,2467,520,41941,..,397,1635,1123,941,570,188,55,8,4919,..,22,97,323,452,423,218,118,46,1710,24901,..,..,..,..,..,..,..,..,24901,..,7586,..,..,..,..,..,..,..,7586,..,5998,5311,1619,784,287,30,0,0,14025,..,689,742,395,382,512,353,202,76,3357,..,198,326,218,238,174,74,18,4,1258,..,253,483,279,271,270,177,52,4,1788,..,211,928,1010,981,1257,838,498,193,5928,241,175,242,183,139,129,90,29,12,1243,25140,15745,14921,15530,13707,11964,7340,3434,865,108653,..,671,7743,11094,9448,7279,4279,1522,190,42214,..,598,1775,1156,848,473,151,21,5,5029,..,209,1338,2197,2406,1668,808,470,242,9341,23510,..,..,..,..,..,..,..,..,23510,..,8133,..,..,..,..,..,..,..,8133,..,3970,3491,749,390,236,31,0,0,8863,..,590,475,190,322,821,957,671,354,4378,..,195,223,123,77,70,37,13,14,743
LGA14920,..,0,72,173,191,255,297,155,33,1189,..,24,95,52,51,60,29,0,0,319,..,0,9,10,16,8,3,9,0,56,619,..,..,..,..,..,..,..,..,619,..,113,..,..,..,..,..,..,..,113,..,135,50,29,24,19,6,0,0,265,..,15,11,9,11,19,14,3,3,91,..,16,7,9,3,6,4,0,0,43,..,10,10,0,10,15,21,11,0,81,..,11,27,32,74,109,113,58,13,440,10,11,11,10,14,7,5,3,0,78,634,339,302,328,401,501,499,238,58,3297,..,5,102,205,230,270,262,131,13,1216,..,51,96,46,66,47,23,4,0,327,..,18,41,76,54,30,18,22,7,282,557,..,..,..,..,..,..,..,..,557,..,108,..,..,..,..,..,..,..,108,..,76,25,9,7,10,4,0,0,121,..,22,3,3,13,8,25,7,4,82,..,9,6,0,4,3,0,0,0,30
LGA14950,..,0,43,89,104,152,135,74,16,611,..,13,26,15,17,17,3,0,0,105,..,0,7,0,8,7,0,4,4,25,311,..,..,..,..,..,..,..,..,311,..,40,..,..,..,..,..,..,..,40,..,65,16,11,9,3,4,0,0,106,..,5,0,0,0,12,14,4,0,33,..,9,6,5,0,3,0,0,0,17,..,6,4,5,4,6,9,3,0,31,..,7,9,10,26,41,49,27,12,175,3,3,4,0,3,3,5,0,0,29,313,149,113,130,176,247,216,108,33,1476,..,4,64,100,120,160,111,57,4,607,..,17,31,13,23,18,6,3,0,103,..,8,12,28,19,12,6,10,6,101,313,..,..,..,..,..,..,..,..,313,..,64,..,..,..,..,..,..,..,64,..,35,14,6,11,4,0,0,0,69,..,4,0,0,0,3,8,0,0,24,..,8,0,0,0,0,0,0,0,4
