SED_CODE_2016,SH_FHs_CF_no_C,SH_FHs_CF_C,SH_FHs_OnePF,SH_FHs_Oth_fam,SH_FHs_Tot,SH_Lone_P_H,SH_Group_H,SH_Tot,SDRTHT_1_S_FHs_CF_no_C,SDRTHT_1_S_FHs_CF_C,SDRTHT_1_S_FHs_OnePF,SDRTHT_1_S_FHs_Oth_fam,SDRTHT_1_S_FHs_Tot,SDRTHT_1_S_Lone_P_H,SDRTHT_1_S_Group_H,SDRTHT_1_S_Tot,SDRTHT_2more_S_FHs_CF_no_C,SDRTHT_2more_S_FHs_CF_C,SDRTHT_2more_S_FHs_OnePF,SDRTHT_2more_S_FHs_Oth_fam,SDRTHT_2more_S_FHs_Tot,SDRTHT_2more_S_Lone_P_H,SDRTHT_2more_S_Group_H,SDRTHT_2more_S_Tot,SDRTHT_Tot_FHs_CF_no_C,SDRTHT_Tot_FHs_CF_C,SDRTHT_Tot_FHs_OnePF,SDRTHT_Tot_FHs_Oth_fam,SDRTHT_Tot_FHs_Tot,SDRTHT_Tot_Lone_P_H,SDRTHT_Tot_Group_H,SDRTHT_Tot_Tot,FoA_1_or_2_SB_FHs_CF_no_C,FoA_1_or_2_SB_FHs_CF_C,FoA_1_or_2_SB_FHs_OnePF,FoA_1_or_2_SB_FHs_Oth_fam,FoA_1_or_2_SB_FHs_Tot,FoA_1_or_2_SB_Lone_P_H,FoA_1_or_2_SB_Group_H,FoA_1_or_2_SB_Tot,FoA_3SB_FHs_CF_no_C,FoA_3SB_FHs_CF_C,FoA_3SB_FHs_OnePF,FoA_3SB_FHs_Oth_fam,FoA_3SB_FHs_Tot,FoA_3SB_Lone_P_H,FoA_3SB_Group_H,FoA_3SB_Tot,FoA_4moSB_FHs_CF_no_C,FoA_4moSB_FHs_CF_C,FoA_4moSB_FHs_OnePF,FoA_4moSB_FHs_Oth_fam,FoA_4moSB_FHs_Tot,FoA_4moSB_Lone_P_H,FoA_4moSB_Group_H,FoA_4moSB_Tot,FoA_Att_to_hous_FHs_CF_no_C,FoA_Att_to_hous_FHs_CF_C,FoA_Att_to_hous_FHs_OnePF,FoA_Att_to_hous_FHs_Oth_fam,FoA_Att_to_hous_FHs_Tot,FoA_Att_to_hous_Lone_P_H,FoA_Att_to_hous_Group_H,FoA_Att_to_hous_Tot,FoA_Tot_FHs_CF_no_C,FoA_Tot_FHs_CF_C,FoA_Tot_FHs_OnePF,FoA_Tot_FHs_Oth_fam,FoA_Tot_FHs_Tot,FoA_Tot_Lone_P_H,FoA_Tot_Group_H,FoA_Tot_Tot,OD_C_FHs_CF_no_C,OD_C_FHs_CF_C,OD_C_FHs_OnePF,OD_C_FHs_Oth_fam,OD_C_FHs_Tot,OD_C_Lone_P_H,OD_C_Group_H,OD_C_Tot,OD_CH_FHs_CF_no_C,OD_CH_FHs_CF_C,OD_CH_FHs_OnePF,OD_CH_FHs_Oth_fam,OD_CH_FHs_Tot,OD_CH_Lone_P_H,OD_CH_Group_H,OD_CH_Tot,OD_Imp_home_T_SO_FHs_CF_no_C,OD_Imp_home_T_SO_FHs_CF_C,OD_Imp_home_T_SO_FHs_OnePF,OD_Imp_home_T_SO_FHs_Oth_fam,OD_Imp_home_T_SO_FHs_Tot,OD_Imp_home_T_SO_Lone_P_H,OD_Imp_home_T_SO_Group_H,OD_Imp_home_T_SO_Tot,OD_HorF_at_to_S_O_FHs_CF_no_C,OD_HorF_at_to_S_O_FHs_CF_C,OD_HorF_at_to_S_O_FHs_OnePF,OD_HorF_at_to_S_O_FHs_Oth_fam,OD_HorF_at_to_S_O_FHs_Tot,OD_HorF_at_to_S_O_Lone_P_H,OD_HorF_at_to_S_O_Group_H,OD_HorF_at_to_S_O_Tot,OD_Tot_FHs_CF_no_C,OD_Tot_FHs_CF_C,OD_Tot_FHs_OnePF,OD_Tot_FHs_Oth_fam,OD_Tot_FHs_Tot,OD_Tot_Lone_P_H,OD_Tot_Group_H,OD_Tot_Tot,DS_NS_FHs_CF_no_C,DS_NS_FHs_CF_C,DS_NS_FHs_OnePF,DS_NS_FHs_Oth_fam,DS_NS_FHs_Tot,DS_NS_Lone_P_H,DS_NS_Group_H,DS_NS_Tot,Tot_FHs_CF_no_C,Tot_FHs_CF_C,Tot_FHs_OnePF,Tot_FHs_Oth_fam,Tot_FHs_Tot,Tot_Lone_P_H,Tot_Group_H,Tot_Tot
SED10075,6490,9275,3300,232,19303,3734,374,23404,463,186,290,20,958,940,53,1956,380,271,283,21,954,625,64,1647,844,456,574,40,1916,1565,118,3595,184,81,187,11,464,663,37,1166,3,0,3,0,9,5,0,16,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,191,81,188,11,479,668,43,1186,9,0,3,0,12,39,0,54,72,8,14,4,96,156,3,252,0,0,0,0,0,0,0,0,19,13,15,0,41,14,6,62,94,16,29,4,148,217,7,365,22,18,14,0,50,26,3,78,7640,9850,4108,296,21888,6207,544,28632
SED10076,8538,5760,2863,179,17337,6197,644,24182,245,62,101,10,421,638,37,1090,112,30,73,5,218,276,22,510,357,95,173,19,635,914,52,1608,85,27,71,10,192,369,22,581,0,0,0,0,7,10,0,21,0,0,0,0,0,0,0,0,0,0,3,0,3,6,0,13,84,31,77,10,200,392,22,607,33,13,12,0,64,90,6,158,122,23,11,5,161,225,4,397,4,3,0,0,3,5,0,12,11,3,8,0,19,18,0,38,170,40,38,9,256,338,11,610,42,30,17,0,84,82,4,175,9192,5949,3164,207,18511,7922,738,27179
SED10077,2497,5716,1340,222,9774,1663,489,11921,244,428,130,23,824,310,78,1206,493,1081,342,43,1955,375,129,2460,735,1508,472,65,2778,686,205,3674,646,656,252,64,1620,997,257,2874,1263,1391,478,129,3260,1156,607,5013,1772,1562,550,212,4104,1264,1237,6611,11,5,0,0,23,15,5,44,3696,3622,1284,410,9008,3429,2104,14542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,65,17,6,138,54,36,234,50,65,17,6,140,54,36,235,43,61,18,7,132,54,45,233,7021,10966,3139,712,21834,5884,2880,30600
SED10078,2307,4423,1197,162,8093,1506,558,10157,638,905,291,37,1863,572,224,2662,275,428,127,30,856,214,123,1200,907,1333,421,62,2723,789,348,3863,1233,794,471,109,2607,2038,581,5225,1815,1205,567,137,3719,2413,692,6822,953,590,224,59,1822,930,351,3108,25,15,18,0,60,36,18,111,4025,2607,1277,301,8215,5417,1643,15272,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,63,52,10,224,118,74,419,100,70,52,10,226,118,78,424,46,26,7,3,80,196,23,300,7393,8453,2948,541,19337,8028,2645,30008
SED10079,7443,7478,2950,218,18085,5133,594,23805,316,96,166,13,597,668,31,1288,129,52,105,0,290,220,9,524,448,154,272,14,887,887,39,1813,178,47,142,9,387,709,36,1132,11,3,3,0,18,73,0,89,82,13,13,0,104,88,4,198,0,0,0,0,4,3,0,6,274,68,155,9,505,871,43,1417,26,0,3,0,28,52,4,80,17,0,7,3,22,88,3,115,5,6,0,0,13,0,0,12,13,5,11,0,28,22,6,53,58,15,19,3,91,160,9,266,16,8,9,0,39,23,0,62,8237,7718,3408,241,19604,7083,691,27374
SED10080,120,101,34,4,259,107,33,392,193,89,48,3,340,205,80,624,1804,1401,482,114,3797,1640,975,6412,1996,1494,529,120,4136,1839,1056,7036,331,74,59,18,482,679,163,1318,885,160,106,30,1183,1621,316,3121,8709,2283,933,578,12508,11151,3653,27309,3,0,0,0,3,0,0,11,9925,2516,1102,630,14177,13449,4131,31758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,34,0,32,25,12,4,0,48,63,20,129,27,12,4,0,53,98,19,164,51,26,10,7,89,144,21,259,12125,4149,1682,759,18718,15632,5260,39612
SED10081,7461,7456,3115,255,18287,5898,691,24874,260,99,157,21,534,1009,78,1612,62,18,38,0,124,229,22,373,323,122,193,24,658,1237,101,1989,64,31,58,13,161,447,24,632,3,4,8,0,12,25,3,39,6,3,3,0,14,43,0,57,0,0,0,0,4,0,0,4,78,40,63,15,192,511,24,729,23,5,0,0,27,57,0,88,18,9,0,0,22,32,0,51,4,6,0,0,15,5,0,19,67,47,111,8,231,73,14,326,106,60,121,8,296,169,14,480,54,37,24,3,120,59,9,193,8024,7716,3513,299,19554,7876,839,28267
SED10082,6173,8641,2368,149,17328,4130,479,21938,558,72,130,16,763,933,20,1717,273,120,149,12,557,425,43,1024,832,195,275,23,1321,1357,68,2739,375,152,158,12,699,469,71,1236,95,37,27,4,159,119,21,296,14,6,3,0,20,14,3,33,0,0,3,0,4,5,0,16,490,191,186,17,885,603,95,1586,11,0,10,0,17,36,0,52,5,6,3,0,18,27,0,40,0,0,0,0,0,3,0,3,6,7,5,0,16,12,0,28,26,8,14,0,49,78,0,127,24,17,9,0,57,36,0,95,7541,9058,2856,185,19639,6204,640,26482
SED10083,5253,7396,2909,218,15778,3663,540,19978,662,175,280,24,1147,1635,70,2860,371,299,346,12,1039,756,77,1872,1035,482,628,37,2190,2395,150,4732,109,49,89,9,250,379,28,654,96,29,62,3,192,220,30,443,189,57,77,7,325,278,27,625,3,3,3,0,8,8,0,20,397,143,226,13,784,882,77,1747,14,3,7,0,26,45,0,69,7,0,9,0,11,14,0,25,0,0,0,0,3,0,0,4,25,43,29,0,100,22,3,121,46,52,48,0,134,81,11,226,25,20,6,0,53,57,3,107,6754,8081,3821,276,18938,7076,776,26785
SED10084,5772,6107,2064,158,14101,3413,608,18125,1129,422,514,50,2120,1782,169,4066,579,373,360,15,1327,756,105,2184,1706,794,867,72,3446,2532,271,6250,326,131,216,12,686,890,94,1672,319,120,215,18,669,594,85,1349,301,49,55,6,415,317,22,751,3,0,0,0,4,0,0,5,949,298,493,33,1772,1800,197,3778,157,13,14,3,188,379,12,579,170,12,20,3,200,254,12,473,3,3,3,0,12,19,5,33,12,9,6,0,28,13,0,36,341,42,48,4,437,661,30,1121,85,29,13,0,120,105,9,236,8863,7265,3486,268,19883,8517,1111,29512
SED10085,7456,8062,2748,204,18478,5542,591,24608,158,105,123,3,394,526,42,951,41,18,50,0,108,206,25,335,196,126,175,5,498,729,64,1292,82,53,67,6,205,490,31,734,0,0,0,0,4,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,85,55,68,6,215,496,31,738,26,4,0,0,29,67,3,104,24,4,3,0,34,50,3,81,8,9,7,0,22,14,0,32,17,7,0,0,29,20,3,47,76,22,11,0,112,150,11,268,57,60,18,0,145,61,3,203,7869,8324,3024,227,19439,6971,696,27104
SED10086,1541,3506,510,80,5640,804,142,6586,296,569,136,18,1024,322,115,1458,527,1078,207,17,1825,341,85,2256,820,1643,350,35,2848,661,204,3712,964,829,326,56,2172,1071,499,3733,2796,1418,596,122,4931,3101,1251,9285,2002,790,363,90,3248,2643,759,6654,22,21,7,0,52,13,9,70,5785,3057,1291,264,10390,6831,2517,19742,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,31,14,0,91,58,20,164,46,31,14,0,95,60,20,172,44,44,7,0,95,58,12,159,8239,8281,2169,374,19068,8417,2896,30375
SED10087,6966,7665,3015,256,17899,5236,808,23944,171,56,40,9,281,517,39,833,36,14,12,7,69,104,27,200,215,75,52,10,352,622,64,1038,341,191,168,30,729,1371,129,2234,13,0,3,0,18,58,3,81,10,0,0,0,10,18,0,35,3,3,0,0,5,4,0,7,372,194,172,28,760,1454,136,2355,14,7,0,0,18,15,0,30,8,0,4,0,14,19,3,35,0,0,5,0,5,3,0,7,38,49,23,0,110,31,14,157,61,56,26,0,147,67,19,235,27,37,6,0,71,30,6,104,7631,8023,3278,301,19230,7408,1040,27671
SED10088,3708,8921,1597,169,14397,1872,299,16561,72,67,33,0,167,201,8,374,296,436,146,10,891,427,27,1348,367,502,175,10,1057,625,36,1726,413,311,116,22,865,956,75,1893,1211,871,405,38,2528,1426,239,4194,719,481,190,30,1429,796,123,2352,6,10,3,4,24,18,3,45,2353,1676,718,98,4844,3199,446,8486,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,9,0,0,0,0,0,0,0,0,14,21,10,0,47,14,9,63,16,23,10,0,48,13,9,72,24,17,9,0,57,43,3,106,6468,11144,2518,270,20402,5762,790,26951
SED10089,6253,8352,3189,336,18127,4961,1237,24322,439,207,286,34,970,1177,144,2292,250,157,162,26,595,410,153,1154,686,362,450,63,1558,1591,295,3447,165,84,108,8,369,776,77,1226,50,28,34,0,110,192,21,325,3,5,0,0,6,16,7,31,17,12,9,3,33,50,9,92,243,119,146,17,526,1032,109,1667,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,7,8,6,14,0,28,31,7,62,12,10,17,0,34,30,7,74,24,15,10,0,48,36,20,95,7220,8857,3803,409,20290,7654,1666,29613
SED10090,2911,6773,1114,125,10922,1732,309,12965,370,589,141,19,1123,374,62,1558,514,739,189,11,1458,384,104,1942,892,1336,322,34,2582,755,163,3500,714,523,220,49,1501,934,206,2639,1223,893,340,61,2512,1419,366,4298,1967,1699,597,161,4426,2381,541,7346,3,0,0,0,3,9,0,13,3904,3114,1151,268,8442,4742,1109,14296,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,24,12,9,0,53,32,11,95,29,12,10,0,53,40,11,103,20,19,0,0,35,37,4,78,7753,11253,2600,430,22035,7306,1590,30938
SED10091,6849,9237,2363,161,18606,3900,391,22893,335,66,68,12,476,556,22,1053,96,22,32,5,152,156,7,315,435,88,94,17,629,712,27,1372,53,24,31,0,109,192,15,312,3,0,0,0,3,3,0,5,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,7,58,27,35,0,121,199,15,328,5,8,0,0,15,60,0,75,3,0,0,0,6,19,0,24,6,7,4,0,17,9,0,20,10,20,4,0,37,17,0,50,28,36,12,0,76,99,4,172,44,28,14,0,81,39,3,126,7410,9410,2516,175,19510,4943,439,24890
SED10092,4569,6607,2561,227,13972,3722,670,18365,281,113,150,22,567,718,69,1349,438,383,294,30,1149,650,194,1994,718,495,445,54,1716,1366,262,3349,462,304,292,58,1115,1401,303,2815,451,227,195,37,912,1150,350,2410,1210,400,246,71,1923,1340,470,3726,3,6,10,0,18,19,3,39,2124,935,742,168,3968,3903,1126,8995,29,7,20,4,58,110,14,184,3,10,5,0,15,16,0,29,0,0,0,0,0,3,0,0,15,29,14,3,59,37,9,108,50,42,38,12,138,160,22,326,86,15,14,3,118,169,22,310,7552,8098,3802,464,19913,9320,2105,31340
SED10093,5937,7985,3488,247,17661,4298,699,22654,351,138,234,24,740,791,45,1583,122,106,166,7,401,247,45,689,466,246,402,32,1142,1031,91,2265,299,79,169,19,568,941,42,1551,12,4,14,0,30,39,0,69,0,4,5,0,18,27,0,39,3,3,0,0,5,6,0,13,312,93,195,21,621,1008,48,1674,23,9,15,0,44,111,14,166,7,6,7,0,23,32,4,56,0,3,0,0,8,3,0,5,0,0,0,0,7,3,0,12,34,23,24,0,83,147,11,240,14,20,11,4,46,85,0,133,6776,8353,4116,306,19553,6570,850,26971
SED19494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED19797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
