SED_CODE_2016,M_15_19_yr_Volunteer,M_15_19_yr_N_a_volunteer,M_15_19_yr_Voluntary_work_ns,M_15_19_yr_Tot,M_20_24_yr_Volunteer,M_20_24_yr_N_a_volunteer,M_20_24_yr_Voluntary_work_ns,M_20_24_yr_Tot,M_25_34_yr_Volunteer,M_25_34_yr_N_a_volunteer,M_25_34_yr_Voluntary_work_ns,M_25_34_yr_Tot,M_35_44_yr_Volunteer,M_35_44_yr_N_a_volunteer,M_35_44_yr_Voluntary_work_ns,M_35_44_yr_Tot,M_45_54_yr_Volunteer,M_45_54_yr_N_a_volunteer,M_45_54_yr_Voluntary_work_ns,M_45_54_yr_Tot,M_55_64_yr_Volunteer,M_55_64_yr_N_a_volunteer,M_55_64_yr_Voluntary_work_ns,M_55_64_yr_Tot,M_65_74_yr_Volunteer,M_65_74_yr_N_a_volunteer,M_65_74_yr_Voluntary_work_ns,M_65_74_yr_Tot,M_75_84_yr_Volunteer,M_75_84_yr_N_a_volunteer,M_75_84_yr_Voluntary_work_ns,M_75_84_yr_Tot,M_85ov_Volunteer,M_85ov_N_a_volunteer,M_85_ov_Voluntary_work_ns,M_85ov_Tot,M_Tot_Volunteer,M_Tot_N_a_volunteer,M_Tot_Voluntary_work_ns,M_Tot_Tot,F_15_19_yr_Volunteer,F_15_19_yr_N_a_volunteer,F_15_19_yr_Voluntary_work_ns,F_15_19_yr_Tot,F_20_24_yr_Volunteer,F_20_24_yr_N_a_volunteer,F_20_24_yr_Voluntary_work_ns,F_20_24_yr_Tot,F_25_34_yr_Volunteer,F_25_34_yr_N_a_volunteer,F_25_34_yr_Voluntary_work_ns,F_25_34_yr_Tot,F_35_44_yr_Volunteer,F_35_44_yr_N_a_volunteer,F_35_44_yr_Voluntary_work_ns,F_35_44_yr_Tot,F_45_54_yr_Volunteer,F_45_54_yr_N_a_volunteer,F_45_54_yr_Voluntary_work_ns,F_45_54_yr_Tot,F_55_64_yr_Volunteer,F_55_64_yr_N_a_volunteer,F_55_64_yr_Voluntary_work_ns,F_55_64_yr_Tot,F_65_74_yr_Volunteer,F_65_74_yr_N_a_volunteer,F_65_74_yr_Voluntary_work_ns,F_65_74_yr_Tot,F_75_84_yr_Volunteer,F_75_84_yr_N_a_volunteer,F_75_84_yr_Voluntary_work_ns,F_75_84_yr_Tot,F_85ov_Volunteer,F_85ov_N_a_volunteer,F_85_ov_Voluntary_work_ns,F_85ov_Tot,F_Tot_Volunteer,F_Tot_N_a_volunteer,F_Tot_Voluntary_work_ns,F_Tot_Tot,P_15_19_yr_Volunteer,P_15_19_yr_N_a_volunteer,P_15_19_yr_Voluntary_work_ns,P_15_19_yr_Tot,P_20_24_yr_Volunteer,P_20_24_yr_N_a_volunteer,P_20_24_yr_Voluntary_work_ns,P_20_24_yr_Tot,P_25_34_yr_Volunteer,P_25_34_yr_N_a_volunteer,P_25_34_yr_Voluntary_work_ns,P_25_34_yr_Tot,P_35_44_yr_Volunteer,P_35_44_yr_N_a_volunteer,P_35_44_yr_Voluntary_work_ns,P_35_44_yr_Tot,P_45_54_yr_Volunteer,P_45_54_yr_N_a_volunteer,P_45_54_yr_Voluntary_work_ns,P_45_54_yr_Tot,P_55_64_yr_Volunteer,P_55_64_yr_N_a_volunteer,P_55_64_yr_Voluntary_work_ns,P_55_64_yr_Tot,P_65_74_yr_Volunteer,P_65_74_yr_N_a_volunteer,P_65_74_yr_Voluntary_work_ns,P_65_74_yr_Tot,P_75_84_yr_Volunteer,P_75_84_yr_N_a_volunteer,P_75_84_yr_Voluntary_work_ns,P_75_84_yr_Tot,P_85ov_Volunteer,P_85ov_N_a_volunteer,P_85_ov_Voluntary_work_ns,P_85ov_Tot,P_Tot_Volunteer,P_Tot_N_a_volunteer,P_Tot_Voluntary_work_ns,P_Tot_Tot
SED10033,430,2029,258,2710,314,2016,164,2492,539,3516,298,4354,763,3445,281,4494,980,4053,388,5419,806,3375,322,4503,592,2352,289,3233,220,1057,149,1425,29,335,65,421,4671,22178,2207,29056,564,1786,234,2585,410,1848,170,2423,755,3454,264,4473,1266,3212,276,4759,1329,3909,375,5619,976,3307,293,4577,767,2298,282,3348,288,1138,198,1631,50,557,103,703,6406,21511,2199,30118,988,3812,494,5291,722,3866,331,4921,1291,6971,563,8826,2033,6659,555,9247,2312,7963,762,11035,1777,6688,614,9082,1363,4649,568,6583,510,2194,351,3061,74,886,166,1128,11075,43690,4402,59170
SED10034,476,1888,137,2509,387,1880,76,2346,642,3557,163,4359,1115,3925,212,5245,1254,3734,220,5215,925,3415,184,4525,672,2475,147,3298,256,1108,113,1480,54,452,47,548,5786,22439,1300,29522,589,1601,106,2296,464,1554,74,2093,848,3655,172,4676,1612,3872,192,5670,1477,3851,201,5533,984,3574,176,4732,770,2546,173,3495,302,1232,157,1694,78,889,97,1061,7115,22780,1344,31241,1064,3494,247,4807,849,3436,147,4435,1489,7212,338,9035,2724,7800,397,10919,2730,7587,423,10747,1908,6986,359,9256,1447,5025,323,6791,562,2343,271,3173,127,1341,136,1606,12903,45218,2643,60767
SED10035,641,2358,249,3247,1377,5596,576,7541,1974,11273,1315,14561,1197,6400,639,8234,831,4161,459,5458,466,2905,328,3696,273,1849,232,2360,126,1099,147,1370,14,367,53,428,6897,36004,3999,46899,719,2309,250,3275,1660,5429,573,7666,2136,10410,1190,13731,1375,5496,563,7429,958,3650,376,4981,551,2891,320,3765,348,2006,244,2598,132,1308,181,1620,28,517,92,630,7894,34014,3783,45700,1360,4667,498,6528,3029,11027,1150,15210,4104,21682,2500,28292,2567,11898,1205,15667,1789,7813,839,10437,1022,5793,643,7460,621,3860,479,4958,257,2403,327,2989,37,885,140,1064,14791,70022,7782,92602
SED10036,442,2553,218,3214,368,2438,219,3023,612,4576,399,5583,798,4752,358,5900,806,4587,342,5730,488,3442,246,4187,299,2208,169,2673,111,987,117,1219,18,348,50,407,3935,25882,2114,31941,527,2228,192,2945,444,2188,169,2805,768,4823,361,5953,1149,4961,355,6461,900,4450,298,5652,533,3503,243,4277,362,2251,213,2826,147,1202,150,1497,17,689,93,797,4850,26292,2076,33218,968,4781,408,6157,808,4628,394,5830,1380,9398,759,11541,1946,9709,707,12362,1709,9034,640,11384,1028,6944,491,8462,658,4459,385,5506,257,2186,273,2716,33,1037,138,1211,8791,52176,4192,65161
SED10037,659,1873,115,2648,453,1852,89,2397,659,3328,224,4206,1369,4132,237,5732,1611,3822,202,5640,1118,3336,176,4638,829,2332,147,3308,367,1186,123,1676,64,430,48,544,7131,22293,1365,30785,758,1593,97,2451,547,1488,87,2122,793,3358,178,4330,1960,4002,212,6171,1937,3980,217,6140,1173,3568,181,4917,990,2417,161,3569,416,1280,150,1848,70,685,98,857,8646,22375,1382,32399,1420,3469,215,5095,998,3338,180,4517,1449,6689,399,8536,3321,8129,448,11902,3555,7810,427,11784,2289,6909,360,9551,1821,4753,304,6874,780,2463,275,3525,133,1117,148,1397,15777,44664,2744,63185
SED10038,555,1887,140,2581,482,2103,130,2717,608,3443,251,4300,1073,3777,231,5079,1193,3711,248,5156,904,3413,209,4526,821,2363,219,3399,344,1533,158,2042,72,640,91,794,6042,22881,1672,30596,670,1653,138,2462,561,1725,117,2402,821,3419,220,4455,1559,3620,203,5381,1451,3672,219,5344,1085,3665,235,4982,948,2606,247,3802,394,1888,240,2526,90,1108,164,1363,7572,23361,1790,32720,1225,3542,282,5046,1042,3829,249,5119,1426,6865,468,8752,2632,7390,435,10464,2643,7386,471,10502,1991,7080,435,9510,1769,4975,465,7205,737,3428,402,4562,164,1746,255,2162,13621,46239,3456,63315
SED10039,377,1697,217,2288,304,1626,239,2172,511,2786,497,3788,799,2784,420,4001,949,3113,416,4477,1159,3497,363,5018,1129,2688,350,4159,473,1377,246,2100,75,532,153,763,5770,20094,2894,28761,452,1522,170,2143,330,1329,115,1778,666,2754,215,3630,1181,2707,212,4108,1173,3338,283,4792,1359,3647,338,5340,1334,2550,379,4270,539,1530,342,2410,131,856,298,1282,7166,20230,2353,29751,834,3216,387,4431,632,2960,356,3951,1169,5532,713,7420,1979,5493,626,8101,2125,6448,697,9270,2512,7145,702,10360,2462,5242,733,8426,1014,2900,586,4502,203,1386,454,2044,12934,40327,5251,58513
SED10040,433,2081,181,2692,492,3317,203,4017,804,7888,548,9241,707,4967,309,5983,634,4388,290,5314,466,3827,260,4557,326,2589,189,3104,132,1570,219,1924,45,647,132,818,4037,31278,2337,37655,519,1892,135,2541,579,2932,183,3689,924,7759,492,9171,962,4892,308,6162,883,4639,270,5793,612,4254,267,5139,386,2805,230,3416,176,1839,257,2278,50,999,311,1358,5094,32009,2449,39547,953,3975,313,5240,1075,6245,388,7704,1729,15651,1036,18413,1668,9855,622,12151,1520,9027,559,11104,1081,8081,536,9695,710,5396,418,6521,307,3414,472,4201,87,1644,442,2176,9134,63287,4784,77202
SED10041,879,1912,193,2983,462,1575,95,2135,598,2888,190,3681,1190,3842,203,5237,1662,3744,220,5631,1028,2982,167,4178,921,2123,136,3178,503,1398,133,2038,111,817,135,1059,7354,21292,1477,30116,1184,1672,176,3024,603,1496,116,2207,787,3195,184,4169,1875,3809,222,5902,2257,3798,231,6279,1202,3174,168,4549,1066,2342,180,3592,638,1684,197,2520,141,1358,331,1824,9756,22511,1805,34069,2064,3576,366,6010,1065,3068,204,4343,1388,6080,380,7844,3065,7650,431,11145,3918,7542,448,11910,2236,6157,333,8723,1987,4464,318,6767,1139,3083,335,4561,251,2175,465,2887,17110,43796,3284,64187
SED10042,335,1788,132,2264,258,1707,111,2071,501,3003,189,3685,653,2944,173,3772,808,3489,258,4556,799,3747,259,4800,895,3057,322,4271,432,1575,232,2243,75,627,136,838,4761,21932,1814,28505,404,1576,120,2093,348,1464,87,1899,642,2950,162,3756,1068,2888,151,4104,1053,3492,206,4758,1000,3903,260,5160,1083,3154,335,4577,492,1804,325,2620,80,1048,310,1437,6172,22271,1968,30409,741,3364,252,4359,605,3172,198,3969,1141,5958,354,7448,1718,5833,329,7879,1866,6981,470,9312,1795,7648,515,9961,1982,6210,662,8843,923,3383,559,4865,161,1667,445,2273,10935,44209,3779,58914
SED10043,369,2413,291,3071,396,2985,260,3643,671,6537,675,7879,638,5150,484,6273,509,4305,423,5237,423,3746,325,4496,206,2510,240,2964,98,1438,195,1725,23,545,87,650,3332,29625,2970,35925,521,2116,248,2879,470,2554,253,3272,799,5993,560,7351,746,4738,407,5889,591,4338,402,5337,398,3781,316,4497,271,2299,252,2821,117,1614,230,1964,39,839,141,1017,3944,28258,2811,35020,887,4524,536,5952,859,5533,511,6913,1462,12526,1234,15225,1386,9886,885,12157,1101,8639,826,10574,819,7527,640,8984,476,4806,497,5779,214,3048,424,3683,56,1384,225,1668,7276,57885,5777,70941
SED10044,1011,1680,134,2833,420,1713,113,2246,816,4668,423,5913,1244,4503,378,6123,1412,3700,286,5399,936,2985,206,4132,733,2225,183,3140,327,1230,120,1679,81,694,62,845,6981,23414,1907,32305,621,1176,102,1905,495,1581,132,2204,1060,4863,419,6345,1826,4371,344,6544,1892,3673,237,5800,1131,3216,244,4584,855,2362,195,3413,420,1598,174,2195,124,1283,158,1562,8427,24118,2003,34550,1633,2862,242,4731,909,3291,243,4451,1877,9534,845,12254,3073,8881,720,12670,3303,7372,523,11200,2073,6198,453,8717,1588,4588,377,6553,751,2825,295,3871,209,1979,218,2405,15408,47534,3914,66850
SED10045,406,1552,325,2285,294,1314,218,1829,519,2408,302,3225,928,2620,339,3883,1161,3438,462,5067,1421,4086,658,6165,1052,2847,462,4371,402,1296,333,2031,65,505,167,731,6251,20074,3261,29586,493,1458,281,2235,349,1227,173,1752,789,2399,320,3506,1429,2660,336,4433,1540,3416,477,5432,1710,3906,547,6158,1315,2468,428,4213,562,1371,389,2322,130,876,326,1334,8306,19791,3282,31377,895,3017,613,4519,643,2546,395,3579,1305,4805,621,6730,2362,5279,673,8316,2698,6859,945,10497,3129,7993,1204,12320,2371,5321,894,8584,966,2666,719,4352,192,1387,491,2065,14556,39863,6548,60968
SED10046,319,2792,346,3459,315,2709,312,3333,458,5443,706,6613,592,5236,631,6457,559,4854,570,5991,355,3854,457,4665,160,2040,305,2499,79,1003,162,1249,6,256,37,305,2852,28180,3533,34562,448,2474,326,3248,456,2706,292,3458,632,5743,694,7070,729,5267,588,6580,630,4978,525,6136,444,3916,471,4828,192,2158,343,2689,111,1244,243,1595,15,407,75,500,3640,28890,3570,36108,770,5266,671,6705,774,5414,607,6790,1090,11188,1401,13677,1320,10499,1219,13041,1191,9832,1097,12119,797,7766,931,9495,349,4204,646,5192,191,2243,405,2841,17,663,114,801,6495,57071,7101,70672
SED10047,363,2407,367,3141,292,2736,423,3447,607,5741,838,7186,753,4843,725,6314,581,4270,562,5412,419,3731,422,4570,339,2636,332,3306,112,1074,210,1402,8,225,62,293,3467,27668,3941,35069,394,2187,295,2873,395,2781,312,3482,887,6100,665,7652,978,4672,532,6178,698,4228,455,5377,586,3806,402,4800,394,2770,394,3557,132,1243,296,1667,13,388,123,526,4469,28172,3475,36121,756,4596,665,6016,683,5519,729,6932,1491,11849,1501,14838,1728,9509,1254,12500,1275,8498,1016,10787,1000,7538,826,9368,732,5404,726,6865,244,2317,509,3067,25,614,179,820,7936,55837,7416,71191
SED10048,390,2373,257,3024,377,2506,231,3111,641,5142,449,6228,817,4864,358,6041,738,4336,336,5406,639,4100,289,5026,370,2331,233,2929,90,790,154,1041,10,224,78,317,4074,26664,2383,33121,456,2079,222,2752,472,2308,169,2948,825,5621,409,6851,1060,4651,336,6054,859,4589,321,5772,708,4245,297,5261,392,2332,279,3006,129,946,228,1300,19,412,189,625,4925,27194,2450,34571,845,4453,481,5776,843,4812,404,6065,1469,10758,854,13077,1877,9517,699,12091,1599,8926,654,11174,1348,8348,586,10283,765,4663,512,5938,217,1742,378,2337,35,640,272,941,9004,53858,4836,67692
SED10049,322,2045,188,2554,240,1952,122,2317,535,4249,292,5072,796,3913,315,5021,758,3692,276,4723,639,3404,255,4303,553,2334,227,3111,195,1043,182,1428,31,335,74,434,4063,22962,1927,28957,445,1798,143,2381,352,2011,123,2487,786,4427,292,5496,1187,3708,253,5150,983,3989,245,5227,835,3467,230,4531,696,2443,277,3415,295,1288,224,1805,52,622,166,843,5633,23745,1948,31333,767,3839,335,4939,591,3965,241,4800,1316,8671,576,10564,1983,7619,568,10165,1742,7684,522,9952,1475,6875,485,8835,1254,4769,501,6526,491,2330,408,3233,82,956,234,1271,9697,46714,3879,60289
SED10050,548,1320,153,2018,326,1463,145,1926,809,4613,502,5927,1327,5060,462,6848,1601,3810,372,5784,976,2774,280,4029,712,1928,203,2844,236,934,138,1312,57,433,88,580,6592,22340,2347,31275,642,1146,140,1921,402,1402,142,1947,1108,5035,501,6647,1922,4609,441,6977,2049,3582,321,5951,1049,2838,260,4147,728,1994,216,2934,308,1119,173,1596,70,724,217,1002,8278,22444,2404,33127,1188,2463,289,3944,722,2866,286,3875,1915,9645,1010,12569,3253,9673,909,13828,3654,7389,697,11738,2026,5609,534,8175,1441,3920,417,5778,546,2053,308,2909,124,1155,307,1583,14871,44787,4751,64405
SED10051,435,1740,208,2385,436,2341,443,3222,659,4582,919,6163,909,4366,844,6122,951,3892,643,5487,577,3242,454,4278,379,2443,425,3238,166,1478,278,1926,29,564,127,716,4548,24647,4340,33535,449,1587,170,2212,553,2073,211,2839,840,4433,481,5756,1274,4360,432,6065,1129,4145,335,5617,675,3484,342,4498,461,2812,344,3621,201,1799,279,2283,65,972,268,1310,5662,25672,2854,34191,892,3330,379,4599,989,4412,650,6057,1498,9013,1402,11915,2186,8726,1270,12190,2080,8039,972,11098,1251,6732,799,8777,839,5254,770,6860,372,3285,556,4207,100,1538,392,2026,10206,50324,7190,67729
SED10052,378,1698,105,2179,281,1680,95,2062,510,3439,194,4144,860,3943,235,5038,981,3716,200,4896,740,3459,214,4412,600,2537,188,3322,277,1461,139,1871,77,717,98,888,4700,22655,1464,28815,436,1500,107,2035,379,1653,79,2105,649,3517,198,4362,1265,3773,205,5238,1210,3818,199,5229,840,3690,207,4737,692,2785,190,3664,370,1792,181,2346,104,1369,153,1635,5940,23898,1523,31353,815,3193,208,4215,664,3336,174,4168,1155,6961,394,8510,2117,7711,440,10275,2187,7539,397,10128,1577,7149,421,9151,1293,5319,378,6987,650,3248,315,4218,183,2084,253,2520,10636,46552,2982,60172
SED10053,449,1734,269,2451,329,1626,215,2178,661,3784,499,4942,1092,3579,482,5146,1458,3986,539,5987,1152,3450,435,5044,801,2184,359,3347,283,981,211,1473,36,306,68,421,6273,21635,3076,30983,534,1481,223,2236,335,1607,192,2131,890,3633,419,4938,1464,3337,363,5157,1694,3854,435,5986,1208,3208,362,4785,880,1972,319,3163,293,988,243,1530,52,531,139,721,7351,20603,2697,30650,984,3216,490,4690,664,3229,404,4301,1553,7417,918,9884,2552,6912,843,10307,3157,7841,975,11971,2364,6667,805,9829,1682,4158,675,6509,575,1964,458,2999,93,836,205,1139,13618,42243,5774,61638
SED10054,412,2807,297,3515,353,2751,223,3333,632,5187,400,6218,729,4889,355,5971,658,4544,374,5570,458,3624,278,4360,256,2168,200,2627,71,774,95,939,13,232,25,272,3572,26988,2248,32814,539,2625,262,3425,502,2632,183,3315,793,5613,470,6881,933,4895,413,6237,822,4693,349,5869,527,3795,309,4634,259,2223,255,2732,73,1001,125,1196,12,593,55,657,4463,28065,2417,34946,950,5435,559,6947,856,5380,403,6640,1423,10802,876,13099,1660,9786,763,12208,1477,9240,719,11435,986,7421,587,8996,515,4393,457,5364,146,1776,213,2134,27,826,77,933,8034,55054,4662,67753
SED10055,403,2579,205,3188,305,2507,156,2971,503,4906,328,5731,692,4536,318,5549,734,4441,307,5485,562,3951,268,4774,287,2074,185,2547,65,712,76,850,11,167,25,196,3563,25872,1866,31295,523,2270,182,2970,419,2322,158,2899,705,5007,316,6031,1084,4528,320,5931,890,4707,287,5882,639,3952,244,4833,305,1886,179,2373,87,822,94,996,17,240,48,302,4666,25723,1835,32222,925,4850,388,6156,724,4825,317,5872,1204,9911,639,11758,1777,9062,642,11483,1628,9152,591,11372,1197,7897,509,9610,595,3960,364,4916,150,1529,175,1854,20,402,75,506,8233,51586,3701,63519
SED10056,528,1756,367,2654,325,1636,258,2211,707,3369,488,4568,1145,2954,447,4553,1385,3438,557,5380,1252,3967,662,5880,1039,2960,620,4624,518,1678,486,2685,79,583,174,835,6984,22344,4060,33391,662,1485,320,2469,346,1457,211,2017,964,3266,452,4679,1579,2623,440,4638,1605,3299,509,5407,1434,3541,602,5572,1288,2630,589,4506,663,1655,548,2864,130,902,316,1348,8672,20851,3995,33513,1191,3239,689,5119,672,3087,466,4233,1675,6639,935,9248,2724,5574,889,9196,2988,6732,1064,10789,2683,7503,1267,11450,2327,5595,1212,9133,1184,3331,1039,5550,207,1490,494,2187,15654,43197,8056,66906
SED10057,299,1464,235,2001,165,1106,114,1385,363,2045,210,2627,596,2278,224,3098,842,3046,370,4266,1084,3857,418,5362,1246,3945,542,5726,533,2145,428,3100,90,758,263,1113,5221,20651,2815,28684,348,1308,222,1880,224,1102,115,1436,498,2230,189,2916,955,2303,212,3472,1093,3204,333,4628,1365,4093,412,5870,1511,3749,530,5784,625,2203,564,3395,121,1160,418,1701,6747,21349,2996,31090,653,2775,457,3885,383,2205,232,2818,866,4280,404,5545,1552,4587,436,6573,1936,6250,705,8890,2450,7950,834,11230,2762,7690,1071,11517,1155,4346,996,6496,212,1919,683,2812,11965,42000,5804,59773
SED10058,271,1333,114,1710,462,2160,189,2820,902,4883,468,6258,881,3425,296,4605,951,3427,432,4814,845,3358,391,4589,638,2143,344,3120,231,1084,259,1581,43,413,139,591,5226,22227,2641,30088,374,1156,103,1630,663,2145,184,2989,1148,4445,343,5936,1182,3227,222,4630,1143,3231,299,4671,967,3342,346,4648,770,2215,316,3296,271,1326,334,1929,62,723,418,1203,6574,21804,2558,30942,640,2485,211,3339,1126,4303,378,5810,2048,9328,814,12188,2068,6651,523,9238,2094,6658,733,9483,1808,6699,735,9240,1403,4355,661,6419,501,2410,592,3508,106,1133,559,1790,11793,44029,5205,61027
SED10059,374,1031,192,1596,888,3278,544,4710,1945,8969,1422,12341,1156,5342,815,7309,995,3859,628,5478,585,2611,460,3661,326,1558,335,2223,82,795,206,1078,16,252,67,336,6359,27698,4661,38726,564,1266,204,2040,1509,3994,666,6173,2537,8407,1405,12353,1421,4259,628,6307,1038,2764,411,4215,636,2061,341,3041,350,1380,240,1977,111,955,217,1278,13,351,79,448,8187,25451,4185,37817,937,2299,394,3637,2397,7271,1203,10878,4477,17383,2832,24691,2577,9596,1445,13614,2029,6626,1032,9689,1227,4677,797,6699,680,2935,579,4192,188,1751,419,2356,34,609,144,784,14547,53148,8845,76543
SED10060,403,896,118,1423,371,1271,207,1843,1140,5595,711,7451,1018,4663,514,6194,1084,3164,375,4619,1022,2602,327,3951,896,2137,274,3297,403,1035,153,1589,70,459,91,616,6409,21816,2765,30984,494,851,106,1450,512,1341,183,2036,1592,6199,729,8516,1658,4517,527,6701,1720,3272,396,5386,1259,2956,369,4581,1123,2585,318,4024,464,1318,191,1972,96,843,179,1121,8914,23875,2997,35787,899,1744,225,2869,880,2613,392,3885,2735,11789,1438,15965,2673,9175,1045,12895,2802,6429,767,10009,2283,5551,695,8530,2012,4721,590,7322,863,2358,343,3562,168,1298,269,1732,15322,45687,5761,66774
SED10061,605,1770,414,2794,496,1856,280,2630,783,2919,476,4176,1098,2570,474,4144,1343,3158,511,5008,1263,3401,555,5217,1153,2715,523,4391,494,1452,337,2284,81,414,108,607,7325,20250,3680,31252,695,1607,357,2656,606,1810,272,2692,1023,2920,409,4354,1456,2628,401,4491,1592,3163,485,5246,1485,3263,486,5238,1416,2434,501,4352,617,1567,418,2593,123,836,219,1175,9010,20222,3555,32794,1301,3375,775,5449,1107,3664,549,5319,1806,5838,890,8531,2561,5202,873,8634,2933,6316,1002,10252,2750,6661,1039,10454,2569,5148,1025,8740,1106,3011,760,4875,206,1248,329,1786,16340,40477,7237,64047
SED10062,487,1832,133,2445,427,2123,131,2680,547,4025,289,4863,720,3849,221,4796,931,3958,210,5096,673,3528,193,4396,602,2441,181,3223,249,1444,149,1844,53,606,84,749,4688,23804,1590,30085,630,1629,130,2389,450,1747,115,2318,734,4064,277,5081,1184,3981,229,5391,1187,4048,225,5454,817,3813,203,4839,673,2556,199,3434,344,1732,195,2268,103,1232,185,1520,6121,24803,1769,32688,1112,3458,260,4832,872,3872,251,4991,1277,8092,573,9941,1902,7828,452,10189,2119,8004,431,10550,1493,7346,393,9232,1278,4996,382,6651,593,3184,341,4117,160,1837,275,2269,10807,48609,3358,62773
SED10063,507,1797,318,2616,297,1587,185,2075,716,3275,355,4342,1022,3119,367,4509,1117,3324,455,4891,1047,3323,407,4769,927,2494,420,3836,431,1386,307,2122,74,478,123,675,6129,20774,2937,29839,626,1623,304,2551,354,1551,156,2054,989,3435,323,4742,1444,2919,335,4697,1341,3365,409,5115,1237,3220,351,4808,1248,2308,420,3984,632,1503,394,2531,125,915,207,1241,7994,20831,2897,31720,1133,3417,617,5168,653,3135,342,4126,1705,6705,678,9084,2465,6041,704,9208,2456,6691,867,10007,2283,6539,758,9578,2177,4804,839,7814,1068,2890,704,4653,195,1385,334,1919,14122,41606,5835,61566
SED10064,347,1406,373,2123,208,1158,224,1588,416,2127,449,3001,699,2401,420,3515,963,3136,501,4596,1287,4093,554,5936,1172,3508,533,5217,447,1744,413,2606,65,626,191,882,5600,20199,3662,29465,366,1335,307,2005,218,1103,144,1463,603,2237,282,3126,1054,2380,314,3750,1269,3298,430,4993,1571,4100,494,6167,1436,3126,536,5099,601,1647,451,2699,105,992,305,1405,7222,20220,3257,30694,708,2739,678,4130,428,2255,364,3053,1019,4371,737,6125,1752,4780,732,7264,2230,6433,933,9592,2860,8192,1048,12095,2606,6635,1073,10311,1046,3392,861,5302,170,1617,495,2285,12824,40420,6922,60162
SED10065,460,2011,209,2686,552,2763,316,3632,1245,9259,963,11469,1188,6724,686,8597,913,4362,402,5676,723,3702,346,4771,432,2263,245,2936,182,1274,163,1612,37,480,91,607,5724,32828,3422,41981,461,1726,170,2360,585,2396,233,3219,1498,9120,889,11505,1526,5631,531,7686,1200,4493,420,6120,744,3936,342,5019,495,2329,268,3091,209,1408,199,1817,50,802,153,1010,6767,31844,3214,41828,920,3742,386,5046,1135,5157,547,6849,2744,18374,1855,22971,2708,12356,1219,16285,2115,8857,825,11798,1467,7636,684,9788,927,4590,517,6025,393,2682,360,3429,88,1279,248,1620,12499,64678,6638,83812
SED10066,393,1948,195,2537,345,2102,184,2637,649,4644,409,5700,821,4199,340,5364,735,3607,322,4658,609,3371,275,4251,537,2478,227,3237,167,1055,144,1366,20,389,58,465,4282,23783,2149,30217,453,1784,190,2423,398,2025,188,2613,880,4721,419,6016,1143,4087,367,5593,968,3740,338,5044,783,3693,257,4729,614,2575,298,3495,245,1354,190,1790,49,794,81,924,5532,24761,2327,32628,850,3730,379,4962,745,4126,372,5246,1524,9363,831,11721,1966,8287,701,10956,1705,7347,656,9702,1393,7061,535,8984,1153,5048,529,6729,413,2405,338,3153,65,1186,139,1389,9811,48550,4482,62846
SED10067,449,1533,119,2100,315,1463,109,1884,407,2523,183,3114,894,3312,254,4462,1378,3459,256,5089,1079,3306,247,4635,900,2703,239,3843,397,1453,206,2061,94,653,144,889,5908,20411,1768,28087,531,1353,98,1985,340,1194,88,1618,559,2529,175,3266,1333,3300,251,4880,1667,3617,262,5538,1172,3586,255,5013,1017,2791,316,4127,439,1637,282,2364,111,1236,360,1711,7175,21237,2094,30510,976,2891,216,4083,652,2658,195,3507,971,5050,363,6382,2228,6610,505,9348,3042,7073,517,10631,2253,6886,506,9649,1920,5496,561,7973,838,3097,493,4425,204,1892,504,2602,13080,41648,3863,58589
SED10068,400,1455,200,2053,175,1099,111,1388,395,2236,232,2869,731,2593,220,3542,951,3171,312,4431,1038,3693,368,5102,1221,3884,524,5636,515,2224,415,3151,101,803,176,1079,5527,21150,2563,29243,515,1277,170,1960,247,1005,91,1340,570,2350,205,3127,1041,2635,214,3881,1202,3495,303,5000,1379,3982,346,5704,1587,3808,565,5957,719,2370,515,3595,112,1308,286,1703,7364,22228,2693,32280,913,2734,372,4019,423,2103,198,2726,967,4592,444,5996,1766,5223,432,7422,2152,6661,612,9429,2418,7669,722,10804,2808,7694,1086,11591,1229,4590,923,6741,208,2112,470,2785,12891,43375,5254,61524
SED10069,284,1624,222,2134,212,1429,187,1831,402,2567,302,3270,638,2909,294,3838,774,3486,374,4633,826,3643,396,4862,1046,3481,475,5005,444,1719,355,2515,72,522,129,728,4690,21382,2738,28808,329,1529,211,2064,275,1327,126,1734,556,2527,251,3334,1028,2763,257,4049,992,3491,342,4827,1048,3786,386,5215,1312,3257,488,5061,487,1737,392,2612,72,868,179,1115,6098,21281,2634,30006,610,3152,438,4200,490,2764,309,3561,959,5094,549,6604,1667,5675,549,7884,1763,6971,719,9459,1865,7424,785,10079,2361,6736,962,10062,929,3454,745,5134,142,1390,305,1840,10788,42657,5368,58816
SED10070,302,2045,183,2534,308,2247,181,2739,535,4808,370,5714,721,5059,363,6143,661,4056,311,5032,506,3650,278,4437,352,2885,233,3468,101,1414,153,1666,13,411,70,493,3509,26578,2141,32224,429,1818,130,2375,424,1921,134,2488,692,4831,312,5837,948,4683,322,5946,730,4006,290,5025,611,4038,270,4916,428,2954,234,3617,119,1556,178,1850,20,758,162,942,4402,26558,2036,32990,730,3864,314,4914,735,4171,322,5224,1226,9644,681,11549,1669,9740,686,12087,1396,8067,602,10062,1114,7690,546,9351,782,5832,469,7088,215,2968,332,3515,37,1169,232,1437,7908,53135,4171,65220
