SED_CODE_2016,South_Africa_Before_1946,South_Africa_1946_1955,South_Africa_1956_1965,South_Africa_1966_1975,South_Africa_1976_1985,South_Africa_1986_1995,South_Africa_1996_2005,South_Africa_2006_2010,South_Africa_2011,South_Africa_2012,South_Africa_2013,South_Africa_2014,South_Africa_2015,South_Africa_2016,South_Africa_Yr_arrival_ns,South_Africa_Tot,Sri_Lanka_Before_1946,Sri_Lanka_1946_1955,Sri_Lanka_1956_1965,Sri_Lanka_1966_1975,Sri_Lanka_1976_1985,Sri_Lanka_1986_1995,Sri_Lanka_1996_2005,Sri_Lanka_2006_2010,Sri_Lanka_2011,Sri_Lanka_2012,Sri_Lanka_2013,Sri_Lanka_2014,Sri_Lanka_2015,Sri_Lanka_2016,Sri_Lanka_Yr_arrival_ns,Sri_Lanka_Tot,Thailand_Before_1946,Thailand_1946_1955,Thailand_1956_1965,Thailand_1966_1975,Thailand_1976_1985,Thailand_1986_1995,Thailand_1996_2005,Thailand_2006_2010,Thailand_2011,Thailand_2012,Thailand_2013,Thailand_2014,Thailand_2015,Thailand_2016,Thailand_Yr_arrival_ns,Thailand_Tot,FYROM_Before_1946,FYROM_1946_1955,FYROM_1956_1965,FYROM_1966_1975,FYROM_1976_1985,FYROM_1986_1995,FYROM_1996_2005,FYROM_2006_2010,FYROM_2011,FYROM_2012,FYROM_2013,FYROM_2014,FYROM_2015,FYROM_2016,FYROM_arrival_ns,FYROM_Tot,Turkey_Before_1946,Turkey_1946_1955,Turkey_1956_1965,Turkey_1966_1975,Turkey_1976_1985,Turkey_1986_1995,Turkey_1996_2005,Turkey_2006_2010,Turkey_2011,Turkey_2012,Turkey_2013,Turkey_2014,Turkey_2015,Turkey_2016,Turkey_Yr_arrival_ns,Turkey_Tot,United_Kingdom_Before_1946,United_Kingdom_1946_1955,United_Kingdom_1956_1965,United_Kingdom_1966_1975,United_Kingdom_1976_1985,United_Kingdom_1986_1995,United_Kingdom_1996_2005,United_Kingdom_2006_2010,United_Kingdom_2011,United_Kingdom_2012,United_Kingdom_2013,United_Kingdom_2014,United_Kingdom_2015,United_Kingdom_2016,United_Kingdom_Yr_arrival_ns,United_Kingdom_Tot,USA_Before_1946,USA_1946_1955,USA_1956_1965,USA_1966_1975,USA_1976_1985,USA_1986_1995,USA_1996_2005,USA_2006_2010,United_States_America_2011,United_States_America_2012,United_States_America_2013,United_States_America_2014,United_States_America_2015,United_States_America_2016,USA_year_of_arrival_ns,USA_Total,Vietnam_Before_1946,Vietnam_1946_1955,Vietnam_1956_1965,Vietnam_1966_1975,Vietnam_1976_1985,Vietnam_1986_1995,Vietnam_1996_2005,Vietnam_2006_2010,Vietnam_2011,Vietnam_2012,Vietnam_2013,Vietnam_2014,Vietnam_2015,Vietnam_2016,Vietnam_Yr_arrival_NS,Vietnam_Tot,Zimbabwe_Before_1946,Zimbabwe_1946_1955,Zimbabwe_1956_1965,Zimbabwe_1966_1975,Zimbabwe_1976_1985,Zimbabwe_1986_1995,Zimbabwe_1996_2005,Zimbabwe_2006_2010,Zimbabwe_2011,Zimbabwe_2012,Zimbabwe_2013,Zimbabwe_2014,Zimbabwe_2015,Zimbabwe_2016,Zimbabwe_Yr_arrival_NS,Zimbabwe_Tot,Born_elsewhere_Before_1946,Born_elsewhere_1946_1955,Born_elsewhere_1956_1965,Born_elsewhere_1966_1975,Born_elsewhere_1976_1985,Born_elsewhere_1986_1995,Born_elsewhere_1996_2005,Born_elsewhere_2006_2010,Born_elsewhere_2011,Born_elsewhere_2012,Born_elsewhere_2013,Born_elsewhere_2014,Born_elsewhere_2015,Born_elsewhere_2016,Born_elsewhere_Yr_arrival_ns,Born_elsewhere_Tot,Tot_Before_1946,Tot_1946_1955,Tot_1956_1965,Tot_1966_1975,Tot_1976_1985,Tot_1986_1995,Tot_1996_2005,Tot_2006_2010,Tot_2011,Tot_2012,Tot_2013,Tot_2014,Tot_2015,Tot_2016,Tot_Yr_arrival_NS,Tot_Tot
SED10060,0,4,28,52,155,176,333,190,39,56,45,65,39,32,25,1241,0,0,14,21,35,72,41,36,4,8,8,3,10,0,9,252,0,0,0,7,21,40,114,115,20,18,20,31,23,15,18,438,0,0,0,3,7,16,8,0,0,0,3,0,0,0,0,43,0,0,0,15,9,18,15,10,5,3,5,3,12,7,3,98,35,231,386,768,585,650,1189,997,290,298,297,249,301,156,135,6563,3,11,16,61,90,159,213,196,61,56,100,94,125,89,44,1314,0,0,3,5,83,33,24,27,4,10,9,7,12,13,9,234,0,0,3,7,6,25,27,26,0,6,0,4,0,3,0,116,36,130,158,334,269,586,718,839,216,307,288,399,399,234,116,5031,131,708,1085,2068,2605,3927,5140,4324,1175,1314,1394,1500,1693,930,680,28694
SED10061,0,0,14,9,14,8,62,53,7,12,7,5,6,0,3,201,0,0,0,0,10,8,3,11,6,5,15,6,0,4,0,77,0,0,0,0,3,10,15,16,0,0,0,0,3,0,9,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,3,9,24,137,315,427,152,110,133,107,21,21,18,22,5,4,64,1549,0,7,10,24,26,21,103,58,7,10,15,14,16,3,9,319,0,0,0,0,8,7,4,12,6,7,10,4,3,15,4,81,0,0,0,0,7,3,8,13,0,0,3,0,3,0,5,46,5,24,65,139,64,76,130,231,37,58,56,107,198,90,66,1338,39,318,564,806,559,509,821,878,183,253,269,354,458,240,305,6555
SED10062,0,0,7,17,65,60,61,14,12,3,0,8,8,3,8,255,0,0,8,3,7,24,22,9,4,9,9,5,0,3,3,106,0,0,3,3,21,26,71,61,10,7,12,16,15,3,15,262,0,3,60,431,74,125,63,21,3,0,5,3,4,3,16,816,0,0,0,18,8,14,10,3,4,3,0,0,0,0,3,67,18,146,268,382,192,145,181,109,27,25,21,19,17,12,59,1634,0,0,3,26,26,34,40,36,5,12,15,7,5,5,3,207,0,0,3,17,233,105,42,52,13,7,21,11,20,0,13,527,0,0,3,3,14,0,15,13,0,0,0,0,0,0,0,52,6,102,154,550,433,675,707,842,89,148,201,285,281,216,114,4807,59,686,1564,2996,2471,5143,5537,3499,574,665,768,895,881,544,827,27125
SED10063,0,0,4,9,24,20,63,74,3,25,10,3,3,3,8,247,0,0,0,0,4,6,3,20,0,9,13,0,0,0,0,61,0,0,0,0,0,9,12,11,4,3,4,0,5,3,4,61,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,5,3,0,3,6,0,0,0,0,0,0,0,14,23,160,273,398,106,105,124,59,7,26,26,12,8,9,61,1414,0,3,6,13,5,11,16,15,4,8,4,0,9,0,4,112,0,0,0,0,7,6,5,10,3,0,0,5,3,0,3,52,0,0,0,0,3,3,27,43,11,3,22,0,0,0,0,114,8,53,51,87,50,61,140,163,32,40,16,29,24,21,28,805,43,452,559,785,459,515,726,861,194,323,197,153,136,92,227,5738
SED10064,0,0,12,24,34,10,32,12,0,0,0,3,0,3,11,140,0,0,0,0,0,3,0,3,0,0,0,0,3,5,0,17,0,0,0,3,3,6,15,14,3,5,8,12,0,3,6,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,28,275,607,806,231,170,173,75,22,23,6,11,12,4,133,2574,0,3,14,40,21,23,32,13,0,0,0,4,7,6,6,167,0,0,0,0,0,6,0,0,3,0,0,0,0,0,4,21,0,0,0,0,8,0,3,3,0,0,0,0,0,0,0,22,6,54,107,174,88,84,70,55,10,14,13,13,23,9,44,756,54,585,1004,1384,772,644,548,366,83,96,60,80,92,49,345,6163
SED10065,0,0,6,16,54,60,87,67,9,10,3,11,4,6,14,340,0,0,9,26,43,211,196,212,29,34,38,46,58,25,27,960,0,0,0,5,21,60,78,82,17,24,17,20,14,0,7,356,0,0,0,3,3,7,4,0,0,0,3,0,0,0,3,27,0,0,0,98,33,56,37,18,3,0,5,3,0,0,17,256,12,94,244,389,181,182,179,129,28,31,39,40,24,26,73,1662,0,0,3,22,23,30,45,51,25,22,28,26,23,18,15,326,0,0,0,15,282,128,62,49,15,3,12,15,36,6,29,652,0,0,0,0,0,7,37,52,12,3,3,4,3,8,6,139,0,71,102,471,505,986,1399,1087,231,234,274,339,375,236,233,6557,46,497,1001,2296,3036,7408,10757,10232,1975,2244,2952,3415,3665,2500,1809,53824
SED10066,0,0,3,18,76,48,50,24,0,0,7,10,3,0,0,242,0,0,10,23,22,35,43,75,4,22,12,8,4,12,7,271,0,0,0,3,15,28,49,40,11,6,11,9,12,5,9,198,0,0,3,31,4,5,9,0,0,0,0,0,0,0,3,56,0,0,0,21,9,4,8,8,0,0,0,0,0,0,3,53,15,232,672,1291,634,363,272,175,23,57,30,26,39,10,140,3977,0,0,3,31,21,25,28,32,5,12,4,3,4,3,7,184,0,0,0,0,20,20,18,25,8,6,7,0,9,8,15,131,0,0,0,0,9,3,38,34,6,4,3,3,0,0,0,102,3,85,139,442,242,352,401,353,54,51,48,56,48,36,79,2385,29,743,1395,2615,1765,1961,2117,1876,297,425,338,339,309,186,543,14955
SED10067,3,0,25,33,105,121,244,220,25,18,9,25,25,13,10,895,0,0,5,14,3,9,0,0,0,0,3,0,0,0,5,37,0,0,0,0,13,22,25,43,3,0,4,0,6,0,4,121,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,7,3,11,6,3,5,0,0,0,0,0,0,31,35,321,665,1136,671,840,1273,821,146,144,131,88,68,39,199,6581,0,10,24,78,54,103,140,86,13,21,24,22,8,15,12,608,0,0,0,4,34,8,17,3,0,4,0,3,4,0,4,88,0,0,5,3,11,17,35,13,3,0,0,0,0,0,0,92,14,115,160,420,215,344,463,364,71,74,71,79,91,45,93,2614,104,896,1398,2451,1830,2285,3178,2070,374,348,353,373,303,185,563,16704
SED10068,0,5,9,19,40,26,77,54,3,10,4,0,3,0,7,264,0,3,3,9,6,4,3,3,0,0,0,0,4,0,0,38,0,0,0,0,4,17,15,14,0,6,3,3,3,0,4,70,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,13,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,12,24,370,801,1057,377,258,360,219,29,31,51,37,20,11,157,3783,0,3,11,44,26,17,33,45,7,8,19,12,0,11,14,245,0,0,0,0,10,7,10,9,0,3,3,3,4,0,5,53,0,0,0,4,11,5,16,15,0,3,0,0,0,0,0,54,9,70,121,217,99,76,95,71,28,23,25,20,14,5,34,903,50,834,1332,1775,1033,722,1050,741,142,160,180,131,103,60,375,8707
SED10069,0,3,10,14,48,35,55,87,10,12,6,7,0,0,0,290,0,0,3,0,0,7,0,0,0,0,0,0,0,0,5,17,0,0,0,0,4,6,33,15,5,3,8,8,0,5,9,102,0,0,4,12,4,0,0,0,0,0,0,0,0,0,0,15,0,0,3,3,0,3,3,0,0,0,0,0,0,0,3,14,26,374,604,909,397,214,282,279,46,37,41,27,16,5,115,3381,0,3,8,17,21,13,49,34,6,9,9,6,5,8,8,187,0,0,0,3,7,3,4,15,0,0,3,0,0,0,3,41,0,0,3,0,7,4,4,12,3,0,0,3,0,0,0,39,5,72,101,229,120,84,81,84,12,15,7,20,16,3,35,887,46,832,1135,1623,1019,733,860,799,152,121,114,115,94,56,325,8036
SED10070,0,0,4,11,50,47,41,25,8,0,0,0,4,0,0,199,0,0,4,28,42,371,683,570,103,328,172,58,44,36,57,2498,0,0,0,3,36,38,36,21,0,5,8,3,3,0,7,147,0,0,15,123,21,28,11,0,0,0,0,5,4,0,7,211,0,0,0,191,65,94,77,24,4,5,8,4,6,0,15,489,5,78,261,340,122,86,60,56,8,15,15,16,7,4,29,1096,0,0,4,3,19,18,28,17,3,10,7,3,4,12,7,144,0,0,0,18,697,556,155,87,15,20,17,18,14,4,31,1633,0,0,0,0,7,3,26,13,0,4,3,0,0,0,3,65,5,95,153,1213,1217,1356,1283,639,111,143,109,153,203,114,181,6977,38,1067,2078,3985,3976,6133,7531,5810,807,1160,1245,1050,929,645,1071,37537
SED10071,0,0,3,18,46,133,354,219,22,24,34,37,38,31,26,985,0,0,3,29,51,452,492,392,43,38,31,20,21,32,23,1628,0,0,0,0,5,17,53,21,4,11,10,12,4,4,10,157,0,0,0,8,6,3,3,0,0,0,0,0,0,0,8,28,0,0,0,51,32,47,45,12,0,3,0,0,0,3,8,202,0,77,217,408,276,226,272,273,91,44,80,42,30,20,66,2117,0,0,0,13,8,25,74,75,14,18,19,26,24,56,10,378,0,0,0,3,74,33,15,9,0,0,3,0,3,0,20,176,0,0,0,0,8,3,100,45,14,3,6,4,6,4,0,198,0,43,94,416,389,981,1530,796,107,105,116,125,113,94,169,5081,7,403,820,1780,2429,6616,10378,6810,870,887,970,808,857,658,1003,35296
SED10072,0,0,4,14,61,30,61,29,7,7,6,11,4,10,8,248,0,0,4,11,7,32,11,16,3,3,5,3,3,0,3,90,0,0,0,4,17,64,176,161,16,28,39,42,42,26,29,644,3,3,186,979,166,252,126,66,8,3,22,22,10,8,70,1934,0,0,16,103,47,59,40,17,5,3,5,3,4,11,10,320,13,84,187,344,152,183,210,162,41,41,53,40,34,23,43,1604,0,0,3,11,20,19,55,28,6,7,16,14,11,17,13,223,0,0,0,17,267,136,85,103,14,27,28,33,40,25,41,819,0,0,0,0,3,9,18,17,0,0,3,0,0,0,6,53,7,134,241,1025,666,996,1448,2198,317,376,741,876,1203,884,447,11563,44,853,2598,4557,3110,5234,5819,5738,1114,1233,1704,1884,2343,1588,1507,39330
SED10073,0,0,14,23,44,76,141,68,17,7,10,20,14,19,16,473,0,8,8,62,82,241,160,154,34,29,39,28,39,39,21,938,0,0,0,6,26,62,108,105,12,20,31,23,32,12,15,451,0,0,9,40,3,4,3,0,0,0,5,0,6,3,9,84,0,0,3,34,28,21,9,12,3,3,3,3,3,4,5,133,17,142,216,362,226,228,252,158,47,39,38,24,34,20,60,1870,0,3,5,29,17,53,60,60,13,27,14,19,24,18,8,358,0,0,0,12,258,106,73,88,13,33,35,42,44,37,13,754,0,0,0,0,4,5,23,22,10,7,7,3,7,9,4,94,11,69,140,487,510,970,869,824,182,220,303,364,423,297,180,5858,49,734,1277,2482,3495,7751,9090,7728,1705,2051,2290,2852,3093,1927,1565,48096
SED10074,0,0,7,26,51,84,104,50,3,4,10,5,0,3,9,371,0,0,11,38,75,457,680,417,96,299,124,64,73,41,76,2450,0,0,0,0,27,25,61,49,4,10,8,11,14,8,14,222,0,0,0,21,3,9,3,3,0,0,0,0,0,0,0,35,0,0,3,65,51,59,59,13,5,3,10,0,5,3,12,281,9,180,388,600,248,193,165,110,13,37,24,27,18,3,45,2068,0,0,3,18,16,18,38,51,15,9,4,11,7,6,7,207,0,0,0,7,114,82,33,33,3,14,3,9,5,11,13,326,0,0,0,0,0,0,15,28,3,3,3,5,4,0,0,66,4,111,135,530,431,878,994,823,106,98,142,135,151,118,141,4799,33,765,1257,2503,2415,5124,6715,6049,1031,1318,1337,1382,1460,932,967,33287
SED10075,0,0,5,18,22,17,46,50,9,12,7,0,16,0,3,207,0,0,0,4,3,7,21,13,0,3,3,0,3,0,0,58,0,0,0,3,4,17,42,25,0,9,5,8,6,3,10,129,0,0,69,608,108,82,32,14,0,4,4,0,4,0,37,955,0,0,0,72,25,34,19,7,0,3,0,0,0,0,13,186,14,476,1173,2246,485,235,170,168,29,31,31,29,10,3,182,5282,0,3,6,23,12,16,33,34,3,4,8,7,9,6,6,166,0,0,0,0,58,24,8,18,0,3,0,3,3,0,3,128,0,0,0,0,0,3,18,3,0,3,0,0,0,0,0,32,9,87,508,807,278,276,148,115,17,17,27,20,18,6,89,2424,32,1092,2754,4512,1425,1158,1038,882,140,182,181,143,122,59,539,14250
SED10076,0,5,7,29,31,13,36,27,0,0,0,0,4,0,0,158,0,0,0,6,3,0,0,3,0,7,10,0,0,0,0,32,0,0,0,3,6,5,17,21,0,3,8,4,10,8,8,106,0,0,4,14,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,19,446,884,1251,341,206,180,129,28,24,11,14,8,8,156,3697,0,7,6,39,18,23,38,28,5,3,3,10,8,0,10,201,0,0,0,0,14,6,3,6,0,5,0,3,0,3,0,55,0,0,4,0,8,4,4,3,0,0,0,0,0,3,0,27,9,114,183,334,122,100,84,57,8,12,8,15,14,4,35,1104,54,1041,1690,2233,966,701,635,515,98,102,99,112,103,52,376,8788
SED10077,0,0,6,28,34,30,70,26,0,0,4,3,3,7,3,205,0,0,6,59,164,620,346,200,40,118,65,27,24,6,27,1695,0,0,0,7,25,51,121,120,18,25,48,47,59,34,40,602,0,0,5,25,0,6,3,3,0,0,0,0,0,0,3,41,0,0,0,65,41,37,21,13,7,8,0,3,0,8,5,215,7,51,155,203,133,146,157,102,23,36,22,25,33,16,49,1158,0,0,9,18,14,22,49,44,3,10,7,15,10,19,7,227,0,0,0,37,961,305,155,152,24,55,63,85,60,49,55,2001,0,0,0,0,0,0,16,0,0,0,0,0,0,3,0,27,13,110,210,660,538,794,745,1565,130,259,479,718,680,463,307,7665,59,823,2141,3166,4223,7375,8426,8356,1579,2151,2825,3325,3626,2224,1972,52273
SED10078,0,0,4,19,58,45,72,19,7,11,9,6,8,0,8,271,0,0,5,20,7,29,29,25,6,5,0,0,3,0,3,142,0,0,0,3,35,87,187,152,29,61,71,79,77,37,51,871,0,0,17,38,15,10,5,3,0,0,0,0,0,0,3,86,0,0,3,66,16,44,48,30,3,4,9,3,3,3,12,243,7,69,238,434,270,388,524,306,60,69,82,61,44,41,73,2664,0,0,7,35,38,61,83,59,17,23,19,21,26,21,13,415,0,0,0,16,692,527,250,240,41,63,84,75,113,77,87,2261,0,0,0,0,9,4,25,4,0,0,0,0,0,0,0,44,4,104,201,935,614,821,748,1395,198,235,350,466,495,408,264,7241,38,749,2512,3660,3256,4682,4673,4414,848,1124,1320,1434,1534,1045,1359,32639
SED10079,0,0,6,17,23,39,55,14,14,3,0,0,6,11,3,192,0,0,5,3,0,8,8,0,0,0,0,0,0,0,4,25,0,0,0,0,5,4,16,20,4,4,11,11,7,3,6,79,0,0,3,21,3,0,0,0,0,0,0,0,0,0,0,31,0,0,0,3,4,3,0,0,0,0,0,0,0,0,0,10,21,280,571,867,259,195,206,153,39,27,11,15,29,7,100,2782,3,3,10,15,15,14,35,16,3,5,0,4,0,0,4,139,0,0,0,3,6,4,3,3,3,0,0,0,0,0,0,25,0,0,0,0,7,0,0,8,0,0,0,0,0,0,0,19,0,66,89,222,81,83,77,57,21,9,5,6,7,7,27,755,42,733,1039,1528,817,722,722,461,128,82,69,63,83,47,263,6791
SED10080,0,3,17,35,103,141,184,67,25,20,20,21,39,27,7,717,0,0,11,15,17,39,22,22,3,0,6,14,6,4,3,154,0,0,0,8,27,118,588,1076,198,353,526,728,741,357,476,5182,0,0,3,9,5,19,7,0,0,0,0,0,3,0,0,55,0,0,0,23,5,12,25,36,11,12,10,10,17,11,12,183,15,142,320,532,427,523,838,785,281,280,332,399,497,317,163,5850,3,10,16,62,82,136,181,218,55,82,103,142,165,119,50,1419,0,0,0,13,185,105,46,140,39,50,69,72,65,44,18,856,0,0,0,6,7,10,21,9,3,3,0,4,4,0,0,70,18,124,139,444,419,675,895,957,312,375,587,694,1139,826,477,8073,64,541,922,1951,2687,4287,6455,6934,1995,2523,3305,4180,5213,3461,2566,47089
SED10081,0,0,0,7,12,6,59,40,14,14,3,5,11,9,16,192,0,0,0,0,0,6,3,16,8,3,6,4,4,0,0,52,0,0,0,0,3,8,8,13,4,0,4,3,3,3,3,55,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,134,262,348,90,73,78,55,14,6,13,8,13,8,87,1181,0,4,9,27,17,24,29,12,0,4,4,3,0,5,5,137,0,0,0,4,3,3,12,12,0,3,4,3,16,11,5,73,0,0,0,0,8,3,10,4,0,0,4,0,0,0,0,31,3,25,32,64,25,35,67,109,28,29,28,36,85,27,73,663,21,306,451,611,389,390,499,649,143,219,196,201,311,167,320,4872
SED10082,0,0,13,47,78,62,219,159,24,10,12,12,18,7,4,657,0,0,5,11,14,5,0,0,0,3,0,0,0,0,0,42,0,0,0,0,3,12,47,20,4,3,6,5,3,3,9,117,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,5,3,7,0,0,0,0,0,0,0,0,29,32,323,714,1089,530,564,779,674,131,119,100,84,75,30,125,5374,0,5,11,53,20,27,75,56,18,18,4,3,9,8,9,323,0,0,0,5,13,11,0,8,0,5,0,3,0,0,9,59,0,0,0,0,5,4,16,16,4,0,3,3,0,0,0,54,12,69,160,324,169,137,225,135,19,26,14,29,26,13,37,1395,78,800,1329,2069,1426,1387,1958,1462,272,250,208,200,191,107,332,12064
SED10083,0,6,6,22,46,31,76,40,9,5,5,0,7,6,4,256,0,0,9,7,3,7,3,3,5,3,0,0,4,0,3,50,0,0,0,0,0,5,25,33,0,4,3,3,3,0,4,88,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,5,0,3,0,0,0,0,0,0,0,0,3,11,19,284,613,917,430,411,386,254,36,45,42,43,23,9,162,3670,0,3,11,26,18,27,40,31,8,3,3,5,3,6,10,182,0,0,0,0,9,9,7,10,0,3,4,3,9,3,0,62,0,0,0,3,3,0,8,5,0,0,3,3,3,0,0,30,12,61,90,333,171,150,152,123,12,20,28,25,16,5,40,1229,54,669,1133,1869,1211,1267,1320,902,169,186,158,158,132,64,399,9692
SED10084,0,5,14,25,29,36,75,51,6,5,7,0,0,0,11,257,0,0,3,9,4,3,0,7,0,0,0,0,0,0,0,28,0,0,0,0,8,16,43,42,5,4,7,0,11,0,9,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,11,36,461,954,1239,433,319,429,281,61,48,44,17,31,15,199,4573,0,8,20,44,33,17,75,40,10,0,0,10,8,6,7,280,0,0,0,0,3,3,6,6,0,3,0,3,0,0,0,28,0,0,3,0,17,4,11,12,3,0,7,0,0,0,0,58,7,76,125,251,117,100,140,138,49,45,30,37,26,25,57,1223,70,917,1510,2043,1347,1162,1611,1188,261,232,206,199,181,110,528,11561
SED10085,0,0,6,5,10,13,56,98,7,4,5,0,9,0,6,235,0,0,0,0,0,8,0,11,3,7,3,9,3,3,0,45,0,0,0,0,3,3,11,20,8,0,0,0,0,5,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,3,9,6,153,279,443,167,137,131,95,23,12,31,17,19,12,75,1617,0,0,6,20,5,15,27,14,4,4,4,4,3,6,6,127,0,0,0,0,9,4,7,6,0,6,4,4,26,0,11,80,0,0,0,3,10,0,14,21,3,0,3,0,0,0,0,61,3,31,35,90,35,65,73,104,15,36,21,19,24,0,34,582,17,343,480,832,546,571,649,741,173,179,206,131,169,70,294,5399
SED10086,5,3,43,67,607,1191,1496,393,104,80,55,54,74,41,53,4256,0,3,3,14,18,28,10,9,0,0,0,3,5,0,3,92,0,0,10,5,16,15,36,38,6,0,8,3,3,3,6,152,0,0,0,8,7,9,0,3,0,0,0,0,0,0,0,36,0,3,3,21,13,10,16,10,0,0,7,0,8,0,3,94,25,216,271,478,368,476,941,970,310,339,333,362,371,167,158,5785,0,9,23,45,85,117,223,226,42,60,73,89,119,61,30,1206,0,0,0,4,38,19,11,10,0,4,5,3,7,0,7,121,0,0,0,3,25,33,40,20,0,0,0,3,4,0,0,132,61,481,562,608,856,918,976,820,213,254,322,455,674,488,299,7989,209,1280,1554,2043,2960,4032,5248,3733,1053,1124,1236,1455,1696,1064,900,29596
SED10087,0,0,8,10,15,9,79,135,7,21,15,4,9,4,4,321,0,0,0,3,3,5,18,24,8,39,8,6,7,0,9,131,0,0,0,0,3,3,17,14,0,3,3,13,9,4,3,64,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,10,10,137,251,339,95,82,111,91,11,20,34,22,18,4,56,1282,0,0,0,17,16,19,36,19,8,0,3,3,0,3,0,121,0,0,0,0,13,5,3,18,3,3,0,7,3,5,9,65,0,0,0,0,11,0,28,28,6,9,3,0,3,3,4,92,0,51,59,95,59,91,205,292,69,99,92,76,95,50,60,1401,23,380,508,651,438,476,950,1175,274,490,402,339,339,156,291,6901
SED10088,0,0,10,32,106,116,303,152,40,37,29,37,17,12,26,914,0,0,0,11,3,17,11,22,0,0,0,0,3,3,0,72,0,0,0,6,20,45,107,69,10,8,14,23,14,6,12,332,0,0,0,7,0,5,20,0,0,0,0,3,0,0,0,34,0,0,0,31,12,11,7,6,3,0,3,0,0,0,3,79,19,265,473,855,507,667,1292,838,155,165,188,104,92,23,133,5769,0,4,15,43,51,63,110,94,15,28,20,12,21,9,12,495,0,0,0,3,55,49,29,21,6,3,9,5,9,8,6,201,0,0,3,6,13,8,27,21,0,0,3,4,4,3,0,90,12,83,149,445,373,680,958,830,122,172,216,201,269,111,122,4753,61,820,1551,2516,2202,3644,5024,3578,633,705,820,854,778,411,699,24310
SED10089,0,0,0,10,22,14,54,46,3,7,6,0,8,0,0,166,0,0,3,0,9,34,27,39,12,7,10,8,17,5,0,177,0,0,0,0,3,15,16,26,4,12,8,16,11,4,3,132,0,7,69,186,26,33,12,10,0,0,0,0,0,0,15,365,0,0,0,6,3,0,0,4,0,0,0,0,0,0,3,16,27,168,294,435,204,150,158,145,46,48,43,26,18,19,71,1846,0,0,0,19,26,19,38,30,8,13,15,11,10,5,9,199,0,0,0,3,41,15,13,26,13,21,28,17,30,11,9,226,0,0,0,0,3,0,19,14,8,13,9,9,27,17,0,108,0,85,56,254,108,196,286,375,94,102,121,278,184,249,144,2536,41,648,746,1265,915,986,1364,1634,409,597,603,817,862,653,596,12141
SED10090,0,3,23,32,137,184,266,142,26,22,17,25,14,21,18,933,0,0,9,20,37,28,28,16,0,3,0,3,12,8,0,169,0,0,0,8,18,44,141,125,25,31,43,18,40,17,9,529,0,0,20,35,3,5,9,4,0,0,0,0,0,0,0,71,0,0,9,34,25,9,7,12,3,3,0,0,6,0,0,111,22,161,332,523,451,530,884,588,127,112,115,126,108,58,109,4240,7,8,8,64,61,80,162,114,25,40,40,42,72,56,38,818,0,0,0,10,169,49,31,43,10,15,15,7,18,19,8,384,0,0,4,7,11,17,15,12,3,0,3,0,0,0,0,70,20,139,250,444,386,802,854,657,138,165,228,250,304,204,126,4968,115,669,1420,2435,3210,5593,7113,5215,1216,1331,1452,1782,2048,1328,1070,35980
SED10091,0,3,6,32,49,25,79,62,5,5,9,3,0,8,3,291,0,0,10,4,3,0,7,0,0,0,0,6,0,3,3,36,0,0,0,0,3,4,19,16,8,6,0,6,5,0,6,69,0,0,7,12,0,9,6,0,0,0,0,0,0,0,0,39,0,0,0,3,3,3,0,3,0,0,0,0,0,0,0,17,22,310,766,1350,568,342,315,148,21,27,24,36,12,9,148,4096,0,0,12,49,28,21,48,26,5,4,6,0,3,3,7,216,0,0,0,3,23,5,4,8,0,4,0,4,4,4,3,68,0,0,0,4,7,4,25,6,0,0,0,0,0,0,0,52,12,99,159,406,164,154,127,115,20,17,22,19,20,12,67,1432,53,829,1515,2461,1382,1093,1017,662,119,113,127,124,123,70,411,10100
