SED_CODE_2016,A75_84_L_PinE_NS_14,A75_84_L_PinE_NS_15,A75_84_L_PinE_NS_16,A75_84_L_PinE_NS_YNS,A75_84_L_PinE_NS_T,A75_84_T_B00,A75_84_T_00_05,A75_84_T_06_10,A75_84_T_11,A75_84_T_12,A75_84_T_13,A75_84_T_14,A75_84_T_15,A75_84_T_16,A75_84_T_YNS,A75_84_T_T,A85ov_SEO_B00,A85ov_SEO_00_05,A85ov_SEO_06_10,A85ov_SEO_11,A85ov_SEO_12,A85ov_SEO_13,A85ov_SEO_14,A85ov_SEO_15,A85ov_SEO_16,A85ov_SEO_YNS,A85ov_SEO_T,A85ov_SOLSE_VWW_B00,A85ov_SOLSE_VWW_00_05,A85ov_SOLSE_VWW_06_10,A85ov_SOLSE_VWW_11,A85ov_SOLSE_VWW_12,A85ov_SOLSE_VWW_13,A85ov_SOLSE_VWW_14,A85ov_SOLSE_VWW_15,A85ov_SOLSE_VWW_16,A85ov_SOLSE_VWW_YNS,A85ov_SOLSE_VWW_T,A85ov_SOLSE_NWNAA_B00,A85ov_SOLSE_NWNAA_00_05,A85ov_SOLSE_NWNAA_06_10,A85ov_SOLSE_NWNAA_11,A85ov_SOLSE_NWNAA_12,A85ov_SOLSE_NWNAA_13,A85ov_SOLSE_NWNAA_14,A85ov_SOLSE_NWNAA_15,A85ov_SOLSE_NWNAA_16,A85ov_SOLSE_NWNAA_YNS,A85ov_SOLSE_NWNAA_T,A85ov_SOLSE_PinE_NS_B00,A85ov_SOLSE_PinE_NS_00_05,A85ov_SOLSE_PinE_NS_06_10,A85ov_SOLSE_PinE_NS_11,A85ov_SOLSE_PinE_NS_12,A85ov_SOLSE_PinE_NS_13,A85ov_SOLSE_PinE_NS_14,A85ov_SOLSE_PinE_NS_15,A85ov_SOLSE_PinE_NS_16,A85ov_SOLSE_PinE_NS_YNS,A85ov_SOLSE_PinE_NS_T,A85ov_SOLSE_T_B00,A85ov_SOLSE_T_00_05,A85ov_SOLSE_T_06_10,A85ov_SOLSE_T_11,A85ov_SOLSE_T_12,A85ov_SOLSE_T_13,A85ov_SOLSE_T_14,A85ov_SOLSE_T_15,A85ov_SOLSE_T_16,A85ov_SOLSE_T_YNS,A85ov_SOLSE_T_T,A85ov_L_PinE_NS_B00,A85ov_L_PinE_NS_00_05,A85ov_L_PinE_NS_06_10,A85ov_L_PinE_NS_11,A85ov_L_PinE_NS_12,A85ov_L_PinE_NS_13,A85ov_L_PinE_NS_14,A85ov_L_PinE_NS_15,A85ov_L_PinE_NS_16,A85ov_L_PinE_NS_YNS,A85ov_L_PinE_NS_T,A85ov_T_B00,A85ov_T_00_05,A85ov_T_06_10,A85ov_T_11,A85ov_T_12,A85ov_T_13,A85ov_T_14,A85ov_T_15,A85ov_T_16,A85ov_T_YNS,A85ov_T_T,T_SEO_B00,T_SEO_00_05,T_SEO_06_10,T_SEO_11,T_SEO_12,T_SEO_13,T_SEO_14,T_SEO_15,T_SEO_16,T_SEO_YNS,T_SEO_T,T_SOLSE_VWW_B00,T_SOLSE_VWW_00_05,T_SOLSE_VWW_06_10,T_SOLSE_VWW_11,T_SOLSE_VWW_12,T_SOLSE_VWW_13,T_SOLSE_VWW_14,T_SOLSE_VWW_15,T_SOLSE_VWW_16,T_SOLSE_VWW_YNS,T_SOLSE_VWW_T,T_SOLSE_NWNAA_B00,T_SOLSE_NWNAA_00_05,T_SOLSE_NWNAA_06_10,T_SOLSE_NWNAA_11,T_SOLSE_NWNAA_12,T_SOLSE_NWNAA_13,T_SOLSE_NWNAA_14,T_SOLSE_NWNAA_15,T_SOLSE_NWNAA_16,T_SOLSE_NWNAA_YNS,T_SOLSE_NWNAA_T,T_SOLSE_PinE_NS_B00,T_SOLSE_PinE_NS_00_05,T_SOLSE_PinE_NS_06_10,T_SOLSE_PinE_NS_11,T_SOLSE_PinE_NS_12,T_SOLSE_PinE_NS_13,T_SOLSE_PinE_NS_14,T_SOLSE_PinE_NS_15,T_SOLSE_PinE_NS_16,T_SOLSE_PinE_NS_YNS,T_SOLSE_PinE_NS_T,T_SOLSE_T_B00,T_SOLSE_T_00_05,T_SOLSE_T_06_10,T_SOLSE_T_11,T_SOLSE_T_12,T_SOLSE_T_13,T_SOLSE_T_14,T_SOLSE_T_15,T_SOLSE_T_16,T_SOLSE_T_YNS,T_SOLSE_T_T,T_L_PinE_NS_B00,T_L_PinE_NS_00_05,T_L_PinE_NS_06_10,T_L_PinE_NS_11,T_L_PinE_NS_12,T_L_PinE_NS_13,T_L_PinE_NS_14,T_L_PinE_NS_15,T_L_PinE_NS_16,T_L_PinE_NS_YNS,T_L_PinE_NS_T,T_T_B00,T_T_00_05,T_T_06_10,T_T_11,T_T_12,T_T_13,T_T_14,T_T_15,T_T_16,T_T_YNS,T_T_T
SED10057,0,0,0,9,10,910,20,8,3,3,0,0,0,0,33,977,250,0,0,0,0,0,0,0,0,24,281,37,0,0,0,0,0,0,0,0,9,45,4,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,9,49,3,0,0,0,0,0,0,0,0,14,21,293,3,3,0,0,0,0,0,0,49,351,4287,277,177,36,35,21,22,36,7,216,5109,631,136,226,38,55,44,41,30,17,48,1267,37,13,19,3,10,0,9,7,8,10,121,15,0,3,0,0,0,0,0,3,0,23,681,155,245,40,64,50,46,34,26,53,1407,17,0,0,0,0,0,0,0,0,34,53,4986,436,422,78,94,73,73,69,34,297,6573
SED10058,0,0,0,23,29,686,3,11,0,0,0,0,0,0,51,750,112,3,3,0,0,0,0,0,0,3,121,91,0,0,0,0,0,0,0,0,3,94,61,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,153,0,0,0,0,0,0,0,0,3,160,11,0,0,0,0,0,0,0,0,22,33,269,4,3,0,0,0,0,0,0,32,313,3381,468,490,111,158,113,116,161,83,160,5237,1300,307,519,111,147,154,172,196,106,102,3121,330,34,41,9,21,33,20,41,35,40,605,9,5,0,0,0,0,0,0,0,3,19,1639,337,559,119,170,190,194,240,143,152,3744,30,0,0,0,0,0,0,0,0,65,99,5050,807,1051,232,331,299,315,397,225,380,9085
SED10059,0,0,0,7,5,1265,48,31,8,3,0,0,4,0,53,1413,71,0,0,0,0,0,0,0,0,4,80,108,0,0,0,0,0,0,0,0,11,117,212,7,0,0,0,0,0,0,0,8,227,0,0,0,0,0,0,0,0,0,0,3,319,4,0,0,0,0,0,0,0,18,349,0,0,0,0,0,0,0,0,0,0,3,393,10,3,0,0,0,0,0,0,25,428,6172,1482,1551,451,538,558,699,787,515,409,13150,3892,1195,1908,533,767,1057,1445,2258,1504,570,15138,1633,186,235,74,94,121,206,345,262,235,3392,45,10,13,3,5,0,7,6,8,9,116,5572,1396,2150,618,870,1179,1659,2618,1765,814,18638,6,7,4,0,0,0,0,0,3,20,38,11755,2883,3700,1071,1404,1735,2359,3402,2282,1241,31829
SED10060,0,0,0,0,6,1035,38,20,3,4,8,3,4,3,36,1157,243,3,4,0,0,0,0,0,0,21,268,113,0,3,0,0,0,0,0,0,12,132,50,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,169,0,3,0,0,0,0,0,0,13,183,5,0,0,0,0,0,0,0,0,5,6,412,8,5,0,3,0,0,0,0,29,455,7975,1929,2147,613,629,633,619,673,403,377,15997,3834,1410,2029,534,644,679,805,875,453,218,11480,383,95,135,23,40,80,79,143,70,72,1124,19,3,12,3,0,0,3,3,4,3,56,4239,1507,2170,565,684,763,882,1025,528,295,12661,14,0,3,3,0,0,0,0,0,6,29,12231,3438,4324,1175,1314,1394,1500,1693,930,680,28694
SED10061,0,0,0,0,3,390,3,6,0,0,0,0,0,0,18,421,103,0,0,0,0,0,0,0,0,6,115,19,0,0,0,0,0,0,0,0,0,21,6,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,3,31,0,0,0,0,0,0,0,0,0,0,0,132,0,0,0,0,0,0,0,0,9,146,2519,327,321,76,80,68,51,57,26,151,3666,483,204,517,96,150,191,252,317,157,74,2446,44,12,35,12,14,15,46,83,54,55,366,5,0,13,0,4,0,0,6,0,3,34,536,222,562,108,165,206,305,403,213,129,2843,5,0,0,0,0,0,0,0,0,31,41,3060,549,878,183,253,269,354,458,240,305,6555
SED10062,0,0,0,0,0,1525,65,49,6,7,18,6,9,3,80,1763,167,4,0,0,0,0,0,0,0,30,199,171,0,0,0,0,0,0,0,0,11,188,164,9,6,0,0,0,0,0,0,45,228,3,0,0,0,0,0,0,0,0,4,11,339,16,4,0,0,0,0,0,0,63,421,3,0,0,0,0,0,0,0,0,0,0,507,20,5,0,0,0,0,0,0,86,625,4136,599,495,102,85,91,82,74,65,186,5909,8631,2200,2427,366,438,480,626,564,327,313,16373,2309,484,568,114,142,192,190,245,150,288,4687,81,8,6,0,0,5,3,0,0,19,126,11022,2695,3000,474,583,672,815,814,483,626,21187,13,7,0,0,0,0,0,0,0,11,34,15170,3297,3499,574,665,768,895,881,544,827,27125
SED10063,0,0,0,0,0,427,3,10,0,3,0,0,0,0,24,473,114,0,0,0,0,0,0,0,0,12,129,39,0,0,0,0,0,0,0,0,7,50,9,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,3,55,0,0,0,0,0,0,0,0,11,67,0,0,0,0,0,0,0,0,0,0,0,167,0,0,0,0,0,0,0,0,20,195,2368,239,273,49,85,76,42,35,33,143,3345,572,243,536,135,229,106,87,82,43,42,2069,81,34,47,9,16,12,21,27,19,27,280,11,0,9,0,0,0,0,0,0,10,24,662,274,589,142,241,119,108,104,61,77,2376,10,0,0,0,0,0,0,0,0,10,16,3041,510,861,194,323,197,153,136,92,227,5738
SED10064,0,0,0,6,7,680,10,4,3,0,0,0,0,0,39,742,191,0,0,0,0,0,0,0,0,30,226,27,0,0,0,0,0,0,0,0,0,27,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,3,34,3,0,0,0,0,0,0,0,0,3,4,224,5,0,0,0,0,0,0,0,32,261,4071,262,210,50,58,24,31,40,15,243,4995,508,95,148,27,36,37,40,36,25,37,994,26,6,4,4,3,6,5,12,6,15,90,9,3,0,0,0,0,0,0,0,0,12,544,106,156,32,39,44,49,49,37,55,1098,19,0,0,0,0,0,0,0,0,50,69,4630,366,366,83,96,60,80,92,49,345,6163
SED10065,0,0,0,6,12,1420,117,94,14,15,16,8,8,7,127,1834,125,0,0,0,0,0,0,0,0,44,174,167,4,3,0,0,0,0,0,0,18,191,219,12,7,0,0,0,0,0,3,36,276,0,0,0,0,0,0,0,0,0,3,5,386,13,7,3,0,0,0,0,3,58,478,0,0,0,0,0,0,0,0,0,3,3,510,19,10,3,0,0,0,0,3,101,647,4397,811,904,220,235,231,287,296,228,324,7938,10365,5293,7969,1420,1606,2152,2615,2688,1727,800,36648,2986,1059,1306,326,387,554,492,639,513,618,8881,81,27,48,3,11,11,15,38,18,17,275,13432,6377,9321,1755,2010,2714,3125,3362,2257,1432,45799,16,3,3,0,3,0,3,6,7,54,94,17844,7192,10232,1975,2244,2952,3415,3665,2500,1809,53824
SED10066,0,0,0,8,9,1090,23,18,3,7,0,3,0,0,69,1211,231,3,0,0,0,0,0,0,0,32,267,92,3,0,0,0,0,0,0,0,12,107,53,0,0,0,0,0,0,0,0,6,58,0,0,0,0,0,0,0,0,0,0,3,143,3,3,0,0,0,0,0,0,16,170,0,0,0,0,0,0,0,0,0,0,0,380,7,3,0,0,0,0,0,0,48,439,6316,561,497,83,132,81,94,80,25,239,8109,2541,748,1242,189,263,235,199,181,112,158,5867,344,84,129,17,31,26,45,47,48,69,827,23,4,11,5,0,0,0,0,0,7,52,2909,832,1377,212,297,262,244,231,163,226,6755,14,3,0,0,0,0,0,0,0,72,94,9243,1393,1876,297,425,338,339,309,186,543,14955
SED10067,0,0,0,16,15,1194,50,19,0,3,0,0,3,3,74,1352,372,11,3,0,3,3,0,0,0,62,451,104,0,0,0,0,0,0,0,0,17,125,23,0,4,0,0,0,0,3,0,5,37,0,0,0,0,0,0,0,0,0,0,0,135,0,4,0,0,0,0,3,0,21,161,3,0,0,0,0,0,0,0,0,36,35,512,14,7,0,3,3,0,5,0,113,656,7876,1504,1353,245,220,206,180,152,96,338,12171,1965,562,678,123,110,131,175,135,73,123,4073,171,18,37,5,13,10,20,21,15,30,344,16,6,3,0,0,0,0,0,0,0,23,2154,585,715,131,123,141,189,156,91,151,4439,17,0,4,0,0,0,0,0,0,67,92,10045,2090,2070,374,348,353,373,303,185,563,16704
SED10068,0,0,0,8,15,1231,27,20,0,3,0,0,5,0,45,1327,332,9,3,0,0,0,0,0,0,45,389,52,0,0,0,0,0,0,0,0,17,71,11,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,3,65,3,0,0,0,0,0,0,0,18,83,4,0,0,0,0,0,0,0,0,4,6,396,10,3,0,0,0,0,0,0,68,480,5356,471,454,61,89,110,81,53,36,284,6992,713,169,264,73,71,58,40,42,17,56,1501,48,11,27,8,3,8,8,10,3,11,135,11,0,4,0,0,0,3,0,0,5,29,773,177,292,75,73,70,52,52,27,69,1665,28,3,0,0,0,0,0,0,0,17,43,6156,649,741,142,160,180,131,103,60,375,8707
SED10069,0,0,0,9,15,951,14,14,0,3,4,3,3,3,37,1035,232,5,0,0,0,0,0,0,0,16,248,39,0,0,0,0,0,0,0,0,3,43,14,0,0,0,0,0,0,0,0,3,15,3,0,0,0,0,0,0,0,0,0,3,54,0,0,0,0,0,0,0,0,7,59,3,0,0,0,0,0,0,0,0,3,7,284,5,0,0,0,0,0,0,0,19,313,4689,448,523,114,87,75,70,46,27,230,6310,896,119,258,31,29,32,45,41,18,45,1517,64,12,20,0,3,9,0,6,11,17,141,17,3,3,0,0,0,0,0,0,0,26,975,134,277,34,36,38,49,46,26,68,1682,10,0,0,0,0,0,0,0,0,25,41,5670,577,799,152,121,114,115,94,56,325,8036
SED10070,0,0,0,6,3,2123,61,86,9,6,14,7,10,9,109,2438,112,0,0,0,0,0,0,0,0,13,130,321,3,0,0,0,0,0,0,0,24,351,338,10,5,3,0,0,3,0,0,33,395,18,0,0,0,0,0,0,0,0,13,27,679,8,11,3,0,0,3,0,0,66,766,0,0,0,0,0,0,0,0,0,5,5,787,13,11,3,0,0,6,0,0,82,904,4084,582,472,79,88,87,77,72,57,192,5794,12578,3694,4587,571,751,838,738,593,336,556,25238,3197,523,710,146,316,314,226,260,244,272,6217,106,25,43,3,6,3,8,5,7,30,235,15887,4241,5334,729,1074,1159,965,859,585,856,31693,12,8,3,0,0,0,4,0,0,27,51,19984,4832,5810,807,1160,1245,1050,929,645,1071,37537
SED10071,0,0,0,0,0,739,83,66,10,7,5,8,3,11,45,980,63,0,0,0,0,0,0,0,0,5,73,86,4,3,0,0,0,0,0,0,6,101,61,4,3,0,3,0,0,0,3,7,83,0,0,0,0,0,0,0,0,0,0,0,149,9,7,0,3,0,0,0,3,16,183,0,0,0,0,0,0,0,0,0,0,0,214,8,7,0,3,0,0,0,3,25,262,4901,1289,1122,212,192,204,185,164,143,207,8614,9419,5518,5296,583,593,668,513,560,389,356,23905,924,280,348,73,90,96,101,132,116,176,2336,73,33,35,4,3,3,5,3,5,8,167,10410,5831,5687,662,690,773,621,692,511,537,26413,4,6,3,0,0,0,0,0,0,264,272,15315,7125,6810,870,887,970,808,857,658,1003,35296
SED10072,0,0,0,3,6,2457,36,27,7,3,12,5,3,3,131,2680,137,3,0,0,0,0,0,0,0,16,151,295,0,0,0,0,0,0,0,0,36,336,340,7,0,0,0,0,0,0,0,53,407,3,0,0,0,0,0,0,0,0,8,12,643,10,3,0,4,0,0,0,0,98,752,3,0,0,0,0,0,0,0,0,0,3,785,11,3,0,4,0,0,0,0,106,907,4228,702,757,185,180,201,189,217,126,250,7042,10940,2707,4520,799,916,1311,1432,1695,1038,783,26152,3147,354,433,117,133,188,252,403,407,405,5828,119,15,15,5,8,8,11,17,11,39,250,14207,3075,4973,923,1056,1503,1699,2117,1455,1226,32232,10,3,5,0,0,0,0,4,3,21,51,18445,3782,5738,1114,1233,1704,1884,2343,1588,1507,39330
SED10073,0,0,0,8,20,1858,122,92,8,10,12,16,20,7,104,2245,175,5,4,0,0,0,0,0,0,26,209,235,4,3,0,0,0,0,3,0,18,264,285,20,8,0,0,0,0,0,0,26,341,3,0,0,0,0,0,0,0,0,8,12,523,24,8,3,0,0,3,4,0,54,621,6,0,0,0,0,0,0,0,0,18,22,704,30,8,3,0,0,3,4,0,95,847,4757,823,829,184,206,193,204,249,185,255,7892,11337,4399,5860,1256,1504,1677,2081,2163,1253,709,32242,2684,723,1000,260,337,407,556,663,472,526,7640,82,29,31,0,8,11,13,16,10,26,226,14111,5156,6894,1513,1852,2099,2643,2837,1738,1259,40102,29,9,3,3,0,4,0,3,3,49,105,18895,5989,7728,1705,2051,2290,2852,3093,1927,1565,48096
SED10074,0,0,0,9,17,1476,72,49,12,13,11,0,3,7,70,1725,196,0,3,0,0,0,4,0,0,20,222,151,3,3,0,0,0,0,0,0,13,176,134,8,4,0,0,4,0,0,0,21,178,0,0,0,0,0,0,0,0,0,0,0,292,14,13,0,0,4,0,0,0,35,351,0,0,0,0,0,0,0,0,0,13,13,483,16,10,3,0,4,4,0,0,71,588,5062,757,713,140,155,166,180,140,90,212,7618,7785,3318,4872,778,960,957,1068,1108,653,445,21940,1440,332,437,110,194,207,129,207,184,248,3482,77,28,26,3,8,7,11,12,3,12,177,9295,3682,5332,892,1163,1169,1200,1322,838,703,25594,16,3,3,3,0,0,0,0,3,50,74,14370,4440,6049,1031,1318,1337,1382,1460,932,967,33287
SED10075,0,0,0,4,10,1881,7,8,3,5,0,0,0,0,82,1981,289,3,0,0,0,0,0,0,0,29,323,141,0,0,0,0,0,0,0,0,8,150,114,6,0,0,0,0,0,0,0,26,143,3,0,0,0,0,0,0,0,0,3,4,262,6,0,0,0,0,0,0,0,34,301,3,0,0,0,0,0,0,0,0,3,6,558,5,0,0,0,0,0,0,0,69,634,7319,337,380,68,60,77,59,55,17,295,8674,3229,267,456,60,108,93,65,56,29,127,4489,736,42,40,12,17,14,15,16,14,91,983,42,0,5,0,0,0,0,0,0,14,65,4004,309,504,66,117,106,84,73,40,228,5532,33,0,3,0,0,0,0,0,0,16,46,11356,651,882,140,182,181,143,122,59,539,14250
SED10076,0,0,0,0,9,1345,11,7,0,0,0,0,0,0,41,1403,275,0,0,0,0,0,0,0,0,40,312,56,0,0,0,0,0,0,0,0,12,66,17,0,0,0,0,0,0,3,0,4,23,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,3,0,16,91,0,0,0,0,0,0,0,0,0,0,0,347,0,3,0,0,0,0,3,0,57,408,5550,274,274,63,51,33,38,35,16,280,6619,1192,121,215,29,35,54,61,44,25,72,1848,141,19,23,7,12,11,18,18,13,15,277,8,0,0,0,0,0,0,0,0,4,14,1343,141,239,35,48,63,70,69,39,83,2132,24,0,0,0,0,0,0,0,0,8,34,6914,412,515,98,102,99,112,103,52,376,8788
SED10077,0,0,0,3,5,2451,102,81,8,15,13,9,12,3,120,2812,141,0,5,0,0,0,0,0,0,19,166,359,3,3,0,0,3,0,0,0,24,394,545,17,19,0,0,0,0,0,0,58,639,3,0,0,0,0,0,0,0,0,0,4,908,21,19,0,0,3,0,0,0,88,1038,0,0,0,0,0,0,0,0,0,9,9,1047,21,22,0,0,3,0,3,3,111,1211,3987,607,726,151,187,170,233,257,161,250,6724,12408,3931,6304,1124,1526,2104,2413,2594,1532,921,34859,4161,981,1286,297,414,530,661,762,515,733,10339,107,26,35,7,16,15,19,14,10,23,274,16681,4933,7628,1422,1961,2652,3092,3368,2062,1678,45472,6,5,3,0,3,3,3,0,0,44,73,20669,5547,8356,1579,2151,2825,3325,3626,2224,1972,52273
SED10078,0,0,0,5,8,2417,27,34,7,3,4,0,0,6,201,2702,109,0,0,0,0,0,0,0,0,27,130,294,5,0,0,0,0,0,0,0,51,355,550,9,0,0,0,0,0,0,0,135,701,6,0,0,0,0,0,0,0,0,8,18,850,14,3,0,0,0,0,0,0,200,1070,4,0,0,0,0,0,0,0,0,4,3,961,14,3,0,0,0,0,0,0,228,1209,5059,1001,939,237,222,228,184,193,147,286,8493,7646,1608,3015,529,754,895,1043,1066,685,514,17746,3858,304,426,83,153,190,200,264,205,506,6186,67,16,27,0,0,3,10,7,4,16,158,11571,1918,3470,610,901,1091,1250,1333,892,1040,24088,19,3,0,0,0,0,0,0,3,26,54,16646,2924,4414,848,1124,1320,1434,1534,1045,1359,32639
SED10079,0,0,0,4,7,874,12,0,0,0,0,0,0,0,52,942,207,0,0,0,0,0,0,0,0,12,224,46,0,0,0,0,0,0,0,0,4,50,8,3,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,61,6,0,0,0,0,0,0,0,3,66,3,0,0,0,0,0,0,0,0,12,17,267,6,0,0,0,0,0,0,0,29,306,4211,308,283,78,58,22,33,54,25,179,5246,821,124,159,47,19,40,24,26,18,43,1320,88,16,20,3,3,4,6,6,8,9,165,12,0,0,0,0,0,0,0,0,4,24,928,144,181,49,24,44,32,33,21,58,1505,14,0,0,0,0,0,0,0,0,27,44,5152,448,461,128,82,69,63,83,47,263,6791
SED10080,0,0,0,0,0,876,23,19,4,9,3,0,5,3,58,1002,158,0,0,0,0,0,4,0,0,18,180,80,0,0,0,0,0,0,0,0,13,101,76,10,3,0,0,0,0,0,0,15,105,0,0,0,0,0,0,0,0,0,0,0,156,9,3,0,0,0,0,0,0,31,202,3,0,0,0,0,0,0,0,0,9,7,321,9,7,0,3,0,3,0,0,57,398,7206,1677,2162,698,737,862,1005,1275,855,580,17056,4548,2340,4193,1141,1482,1967,2434,3042,1898,1130,24166,779,297,547,151,297,463,729,871,667,780,5584,33,20,27,5,10,9,13,22,18,25,176,5357,2654,4763,1299,1791,2440,3175,3934,2590,1930,29926,20,4,7,3,0,0,3,4,13,57,107,12584,4331,6934,1995,2523,3305,4180,5213,3461,2566,47089
SED10081,0,0,0,3,7,324,4,0,0,0,3,0,0,3,27,365,85,0,0,0,0,0,0,0,0,8,92,15,0,0,0,0,0,0,0,0,0,22,3,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,18,0,3,0,0,0,0,0,0,3,24,0,0,0,0,0,0,0,0,0,0,0,105,0,3,0,0,0,0,0,0,10,124,1954,181,212,63,66,49,43,47,30,157,2791,332,140,394,75,128,130,135,168,75,65,1650,29,15,33,8,19,12,20,98,61,77,379,0,4,3,0,3,0,4,0,0,6,23,365,157,436,86,153,146,156,268,138,154,2055,5,0,0,0,0,0,0,0,0,16,24,2321,340,649,143,219,196,201,311,167,320,4872
SED10082,0,0,0,3,10,1116,55,15,0,0,7,3,3,0,48,1256,360,10,3,0,0,0,4,0,0,20,402,75,0,0,0,0,0,0,0,0,0,81,20,0,0,0,0,0,0,0,0,3,25,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,7,101,7,0,0,0,0,0,0,0,0,0,8,466,10,9,0,0,0,4,0,0,28,510,6302,1015,1024,199,180,140,133,121,58,247,9430,1224,349,388,58,57,56,57,52,34,59,2335,99,20,37,6,12,9,12,14,14,24,253,12,3,5,0,0,0,0,0,0,0,19,1332,371,430,66,70,68,70,70,47,83,2599,21,0,3,0,0,0,0,0,0,3,31,7661,1382,1462,272,250,208,200,191,107,332,12064
SED10083,0,0,0,17,17,941,28,18,4,0,3,0,3,0,56,1047,270,5,0,0,0,0,0,0,0,19,290,71,0,0,0,0,0,0,0,0,6,83,16,0,0,0,0,0,0,0,0,4,15,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,14,97,3,0,0,0,0,0,0,0,0,26,30,357,5,0,0,0,0,0,0,0,58,423,5227,554,462,84,87,72,62,57,28,243,6886,1321,223,390,78,90,74,71,51,18,74,2396,141,27,45,3,7,15,24,19,15,26,321,19,0,4,0,0,0,3,0,0,0,29,1478,255,440,82,101,86,97,72,33,104,2745,9,0,0,0,0,0,0,0,0,52,60,6714,813,902,169,186,158,158,132,64,399,9692
SED10084,0,0,0,5,11,1528,66,19,7,0,6,0,3,3,100,1723,484,22,7,0,0,0,3,0,0,80,592,47,0,0,0,0,0,0,0,0,6,54,12,0,0,0,0,0,0,0,0,0,15,3,0,0,0,0,0,0,0,0,0,3,58,0,0,0,0,0,0,0,0,14,78,3,0,0,0,0,0,0,0,0,6,11,552,20,9,0,0,0,3,0,0,102,680,6636,814,726,159,135,108,80,86,45,409,9198,839,238,438,99,84,80,108,62,46,86,2074,65,26,26,3,9,14,9,28,19,13,211,13,0,3,0,0,3,0,0,0,3,28,912,268,463,105,93,100,112,93,65,104,2314,25,0,0,0,0,0,0,0,0,22,47,7574,1081,1188,261,232,206,199,181,110,528,11561
SED10085,0,0,0,4,11,327,3,3,0,0,0,0,0,0,35,376,79,0,0,0,0,0,0,0,0,9,84,15,0,0,0,0,0,0,0,0,0,13,6,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,3,21,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,9,106,2601,290,385,105,73,100,53,47,32,147,3841,367,117,327,64,94,89,72,89,23,35,1279,32,15,22,10,8,14,15,31,8,14,171,3,0,0,0,0,0,0,3,0,0,9,402,132,355,72,107,104,85,125,32,51,1452,3,3,0,0,0,0,0,0,0,99,110,3005,425,741,173,179,206,131,169,70,294,5399
SED10086,0,0,0,6,9,1526,83,36,3,3,4,5,3,5,38,1713,481,18,5,0,0,0,0,0,0,22,529,328,0,7,0,3,0,0,0,0,9,345,40,0,0,0,0,0,0,0,0,8,54,6,0,0,0,0,0,0,0,0,0,6,376,3,3,0,3,0,0,0,0,25,406,0,0,0,0,0,0,0,0,0,3,6,858,27,9,0,3,0,0,0,0,45,945,9259,2233,2370,686,700,656,752,802,420,461,18333,4413,991,1299,346,398,554,650,806,546,336,10343,313,68,63,14,28,27,47,75,97,80,806,28,3,4,0,0,0,0,3,0,5,58,4756,1061,1369,363,426,583,699,887,650,422,11205,19,3,0,0,0,0,0,5,0,26,54,14032,3299,3733,1053,1124,1236,1455,1696,1064,900,29596
SED10087,0,0,0,0,0,320,4,10,0,0,0,0,0,3,17,360,110,0,0,0,0,0,0,0,0,16,130,37,0,0,0,0,0,0,0,0,0,36,8,0,0,0,0,0,0,0,0,3,15,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,3,53,0,0,0,0,0,0,0,0,0,0,0,163,0,3,0,0,0,0,0,0,19,184,2175,294,316,66,67,60,56,56,15,127,3244,540,346,760,176,362,276,231,221,70,101,3088,47,25,90,26,56,56,54,64,63,62,538,9,3,5,0,4,0,0,0,0,4,25,592,375,861,200,421,340,280,284,135,166,3650,3,0,0,3,0,0,0,0,0,3,9,2766,667,1175,274,490,402,339,339,156,291,6901
