SED_CODE_2016,M_Afghanistan_0_4,M_Afghanistan_5_14,M_Afghanistan_15_24,M_Afghanistan_25_44,M_Afghanistan_45_54,M_Afghanistan_55_64,M_Afghanistan_65_74,M_Afghanistan_75_84,M_Afghanistan_85ov,M_Afghanistan_Tot,M_Australia_0_4,M_Australia_5_14,M_Australia_15_24,M_Australia_25_44,M_Australia_45_54,M_Australia_55_64,M_Australia_65_74,M_Australia_75_84,M_Australia_85ov,M_Australia_Tot,M_Bangladesh_0_4,M_Bangladesh_5_14,M_Bangladesh_15_24,M_Bangladesh_25_44,M_Bangladesh_45_54,M_Bangladesh_55_64,M_Bangladesh_65_74,M_Bangladesh_75_84,M_Bangladesh_85ov,M_Bangladesh_Tot,M_Bosnia_Herzegov_0_4,M_Bosnia_Herzegov_5_14,M_Bosnia_Herzegov_15_24,M_Bosnia_Herzegov_25_44,M_Bosnia_Herzegov_45_54,M_Bosnia_Herzegov_55_64,M_Bosnia_Herzegov_65_74,M_Bosnia_Herzegov_75_84,M_Bosnia_Herzegov_85ov,M_Bosnia_Herzegov_Tot,M_Cambodia_0_4,M_Cambodia_5_14,M_Cambodia_15_24,M_Cambodia_25_44,M_Cambodia_45_54,M_Cambodia_55_64,M_Cambodia_65_74,M_Cambodia_75_84,M_Cambodia_85ov,M_Cambodia_Tot,M_Canada_0_4,M_Canada_5_14,M_Canada_15_24,M_Canada_25_44,M_Canada_45_54,M_Canada_55_64,M_Canada_65_74,M_Canada_75_84,M_Canada_85ov,M_Canada_Tot,M_Chile_0_4,M_Chile_5_14,M_Chile_15_24,M_Chile_25_44,M_Chile_45_54,M_Chile_55_64,M_Chile_65_74,M_Chile_75_84,M_Chile_85ov,M_Chile_Tot,M_China_0_4,M_China_5_14,M_China_15_24,M_China_25_44,M_China_45_54,M_China_55_64,M_China_65_74,M_China_75_84,M_China_85ov,M_China_Tot,M_Croatia_0_4,M_Croatia_5_14,M_Croatia_15_24,M_Croatia_25_44,M_Croatia_45_54,M_Croatia_55_64,M_Croatia_65_74,M_Croatia_75_84,M_Croatia_85ov,M_Croatia_Tot,M_Egypt_0_4,M_Egypt_5_14,M_Egypt_15_24,M_Egypt_25_44,M_Egypt_45_54,M_Egypt_55_64,M_Egypt_65_74,M_Egypt_75_84,M_Egypt_85ov,M_Egypt_Tot,M_England_0_4,M_England_5_14,M_England_15_24,M_England_25_44,M_England_45_54,M_England_55_64,M_England_65_74,M_England_75_84,M_England_85ov,M_England_Tot,M_Fiji_0_4,M_Fiji_5_14,M_Fiji_15_24,M_Fiji_25_44,M_Fiji_45_54,M_Fiji_55_64,M_Fiji_65_74,M_Fiji_75_84,M_Fiji_85ov,M_Fiji_Tot,M_France_0_4,M_France_5_14,M_France_15_24,M_France_25_44,M_France_45_54,M_France_55_64,M_France_65_74,M_France_75_84,M_France_85ov,M_France_Tot,M_Germany_0_4,M_Germany_5_14,M_Germany_15_24,M_Germany_25_44,M_Germany_45_54,M_Germany_55_64,M_Germany_65_74,M_Germany_75_84,M_Germany_85ov,M_Germany_Tot,M_Greece_0_4,M_Greece_5_14,M_Greece_15_24,M_Greece_25_44,M_Greece_45_54,M_Greece_55_64,M_Greece_65_74,M_Greece_75_84,M_Greece_85ov,M_Greece_Tot,M_Hong_Kong_0_4,M_Hong_Kong_5_14,M_Hong_Kong_15_24,M_Hong_Kong_25_44,M_Hong_Kong_45_54,M_Hong_Kong_55_64,M_Hong_Kong_65_74,M_Hong_Kong_75_84,M_Hong_Kong_85ov,M_Hong_Kong_Tot,M_India_0_4,M_India_5_14,M_India_15_24,M_India_25_44,M_India_45_54,M_India_55_64,M_India_65_74,M_India_75_84,M_India_85ov,M_India_Tot,M_Indonesia_0_4,M_Indonesia_5_14,M_Indonesia_15_24,M_Indonesia_25_44,M_Indonesia_45_54,M_Indonesia_55_64,M_Indonesia_65_74,M_Indonesia_75_84,M_Indonesia_85ov,M_Indonesia_Tot,M_Iran_0_4,M_Iran_5_14,M_Iran_15_24,M_Iran_25_44,M_Iran_45_54,M_Iran_55_64,M_Iran_65_74,M_Iran_75_84,M_Iran_85ov,M_Iran_Tot,M_Iraq_0_4,M_Iraq_5_14,M_Iraq_15_24,M_Iraq_25_44,M_Iraq_45_54,M_Iraq_55_64,M_Iraq_65_74,M_Iraq_75_84,M_Iraq_85ov,M_Iraq_Tot
SED10052,0,0,0,0,0,0,0,0,0,0,2340,4281,3677,6652,3221,2795,1914,1083,581,26546,0,0,0,15,3,6,0,0,0,25,0,0,0,12,11,11,9,3,0,54,0,0,0,3,3,0,0,0,0,15,0,4,5,20,16,7,5,4,0,52,0,3,3,14,22,12,19,7,0,73,7,37,58,284,170,162,67,38,10,831,0,0,0,15,18,22,26,30,7,116,0,3,5,45,33,49,56,36,6,235,20,66,47,295,252,195,223,122,65,1292,0,0,4,22,11,17,9,8,3,81,0,0,3,14,18,8,3,0,0,41,0,3,5,19,28,15,38,28,9,145,0,3,3,14,35,79,82,76,15,303,0,0,8,51,25,61,27,5,0,195,3,13,21,129,54,22,32,7,3,288,0,3,4,39,14,10,12,12,0,94,0,3,0,20,6,6,4,0,0,36,0,0,0,4,3,3,0,0,0,14
SED10053,0,0,0,3,0,0,0,0,0,6,2221,4501,3958,7473,4392,3594,2028,741,220,29125,4,7,0,74,0,3,0,0,0,95,0,0,0,3,3,3,0,9,0,20,0,0,0,5,0,0,0,0,0,11,0,0,11,24,16,3,10,0,0,69,0,0,0,8,5,3,4,0,0,19,0,3,9,52,26,8,14,5,0,110,0,0,4,3,10,24,26,19,3,99,3,5,0,14,0,0,0,0,0,32,6,42,46,153,294,267,250,121,32,1211,0,3,4,30,13,5,3,0,0,61,0,3,8,18,11,10,5,0,0,53,0,0,3,17,23,44,84,54,16,239,0,0,0,3,3,13,28,15,3,68,0,0,0,15,4,10,3,0,0,34,16,32,40,332,32,17,10,6,0,479,0,9,0,11,4,0,0,8,0,36,0,0,0,13,3,3,0,0,0,21,0,3,0,10,0,4,0,0,0,12
SED10054,3,20,58,196,48,30,15,3,0,374,3244,5733,4558,4761,2012,1415,872,280,71,22941,3,34,20,259,49,30,9,4,0,404,0,0,4,20,10,14,10,8,3,70,0,0,0,4,3,6,5,0,0,18,0,3,0,3,3,0,0,0,0,13,0,0,8,17,20,20,23,3,0,95,0,12,18,96,45,50,16,9,3,257,0,0,0,11,20,23,39,23,3,112,3,27,32,74,44,63,39,22,8,312,0,15,8,51,128,148,107,59,15,532,3,32,136,541,295,197,67,32,5,1316,0,0,0,0,0,3,0,0,0,8,0,0,0,3,18,14,48,12,4,104,0,0,9,3,11,18,21,9,3,72,0,0,10,17,8,16,6,3,0,57,21,109,144,977,198,103,74,26,4,1652,0,0,18,43,20,27,18,4,3,132,0,12,10,49,12,15,12,3,0,98,0,37,112,260,111,71,32,7,4,641
SED10055,0,0,14,35,3,11,3,0,0,69,2802,5548,5231,7618,3020,2279,886,217,70,27668,0,0,3,16,3,3,0,0,0,32,0,0,6,43,15,19,6,7,0,99,0,0,5,53,32,26,6,3,0,129,0,3,0,15,4,4,3,0,0,29,0,0,3,46,32,28,26,4,0,134,0,6,28,94,55,52,28,9,0,270,0,0,0,38,66,74,51,24,3,257,0,11,13,46,42,56,37,8,0,210,0,20,33,136,246,247,190,50,14,933,0,6,23,138,88,78,17,7,3,356,0,0,3,7,4,4,3,0,0,19,0,0,0,17,15,22,51,16,0,131,0,3,4,4,12,20,17,18,3,84,0,0,0,20,4,13,5,0,0,42,3,32,57,278,113,91,56,25,3,652,0,4,5,18,14,6,8,0,0,51,0,3,5,54,52,50,23,7,0,193,0,27,90,420,216,163,84,21,4,1032
SED10056,0,5,16,64,27,4,4,0,0,119,2388,4836,4024,6775,4184,4608,3394,1852,554,32605,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,3,4,5,0,0,0,0,16,0,0,0,0,5,0,0,0,0,7,0,3,0,20,14,3,5,0,0,53,0,0,0,0,0,0,5,3,0,6,0,0,0,8,0,3,3,0,0,18,3,9,20,59,65,94,136,103,17,507,0,7,18,42,22,18,4,8,0,123,0,0,3,7,3,0,0,0,0,14,0,0,3,11,3,16,21,11,6,70,0,0,0,0,3,3,3,5,0,13,0,0,9,14,0,0,0,0,0,20,10,42,47,366,81,73,15,4,0,634,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,14,0,0,0,5,0,0,0,0,0,9
SED10057,0,0,0,0,0,0,0,0,0,0,1652,3762,3096,4856,3478,4291,4215,2223,799,28374,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,9,0,3,3,10,6,4,3,0,0,34,0,0,0,0,3,0,3,3,0,13,0,0,0,11,4,10,3,3,0,35,0,0,0,0,3,11,9,5,0,27,0,0,0,3,3,7,13,4,0,30,7,11,12,75,138,216,426,226,61,1156,0,0,0,6,0,4,3,0,0,13,0,0,3,4,0,8,0,3,0,21,0,0,5,7,13,20,60,32,10,144,0,0,0,0,0,0,8,9,0,17,0,0,0,0,0,3,0,0,0,5,0,10,6,52,7,5,7,3,3,89,0,3,0,5,3,4,3,0,3,24,0,0,0,3,0,5,3,0,0,4,0,0,0,3,4,3,0,0,0,6
SED10058,0,0,3,18,3,0,0,0,0,28,1861,3236,3941,8721,3780,3629,2336,1093,407,28996,0,0,0,13,3,3,0,0,0,16,0,0,0,0,5,3,7,7,0,19,0,4,0,3,3,0,0,0,0,18,4,7,6,32,19,13,0,0,0,81,0,0,0,7,4,0,0,0,0,16,0,5,26,74,10,14,8,0,0,146,0,0,0,0,6,5,10,7,0,34,0,0,3,3,0,3,12,0,0,21,10,43,48,225,174,179,136,67,28,907,0,0,0,9,6,9,4,5,0,30,0,0,4,14,7,3,0,0,0,34,0,3,3,17,22,14,65,13,3,141,0,0,3,0,9,13,22,45,16,101,0,0,6,10,3,7,0,0,0,32,3,8,21,93,12,8,9,7,0,168,0,6,3,8,5,0,0,0,0,27,0,0,0,29,3,0,0,0,0,41,0,0,0,4,0,0,0,0,0,3
SED10059,0,0,0,3,0,0,0,0,0,6,1440,1840,2884,9844,2942,1908,914,283,80,22143,0,0,22,89,10,3,0,0,0,123,0,0,0,17,3,7,5,0,0,32,0,0,6,4,3,0,0,0,0,22,0,0,38,162,33,11,0,3,0,242,0,0,3,80,16,7,10,3,3,124,3,19,1050,541,79,103,74,101,35,2001,0,0,0,4,8,8,12,17,0,49,0,0,0,10,7,4,11,0,3,44,10,32,173,1163,445,236,123,43,5,2229,0,0,5,37,19,4,11,0,0,83,4,3,44,228,18,3,9,0,0,304,0,0,22,98,41,23,29,9,3,232,0,3,3,18,17,28,66,103,44,282,0,4,116,122,40,27,13,10,6,332,3,3,101,265,27,11,15,3,0,425,3,4,175,201,25,16,8,3,0,440,0,0,6,85,18,5,5,0,0,126,0,5,0,11,8,3,3,0,0,25
SED10060,0,0,3,0,0,0,0,0,0,3,1742,2369,2251,6390,2190,2094,1772,908,360,20072,0,0,4,23,0,3,0,0,0,33,0,0,0,11,0,3,0,0,0,14,0,3,0,0,0,0,0,0,0,7,3,11,7,84,34,41,16,6,0,196,0,0,0,28,6,3,7,0,0,41,12,60,77,330,120,85,75,41,19,809,0,3,0,8,8,6,8,11,9,49,0,0,0,15,3,15,13,10,4,66,36,232,144,1032,627,379,365,154,43,3020,0,0,0,27,9,12,8,3,0,59,3,8,19,178,42,8,15,3,0,276,0,11,10,89,38,14,38,20,4,219,0,0,0,10,0,5,9,17,3,43,11,38,51,156,41,54,48,17,0,406,10,18,17,501,40,37,31,14,8,682,0,0,7,53,5,7,15,3,0,88,0,0,3,118,17,16,18,0,0,177,0,0,0,4,5,3,0,0,0,19
SED10061,0,0,0,0,0,0,0,0,0,0,2227,4578,4604,6563,4043,4219,3397,1763,469,31862,0,3,0,20,3,0,0,0,0,25,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,7,11,7,5,0,0,38,0,0,0,0,3,0,0,0,0,5,0,3,80,54,11,5,3,0,0,156,0,0,0,0,0,0,4,3,0,4,0,0,0,3,0,0,0,0,0,3,3,24,35,62,84,124,182,89,21,621,0,4,3,19,13,10,0,0,0,48,0,0,0,8,4,4,5,0,0,22,0,3,7,4,17,18,21,17,5,90,0,0,0,0,0,0,0,0,0,9,0,0,4,6,3,3,0,0,0,19,8,5,8,102,9,3,4,0,0,146,0,0,3,4,3,0,0,0,3,20,0,0,5,11,6,0,3,0,0,21,7,8,0,26,7,0,0,0,0,50
SED10062,0,0,0,0,0,0,0,0,0,0,2084,4124,3804,4961,2595,2054,1548,892,449,22515,0,4,16,103,16,4,3,0,0,146,0,0,3,25,20,14,10,7,0,79,0,0,0,4,3,0,3,0,0,12,0,0,9,14,11,5,3,0,0,49,0,0,0,24,17,13,13,6,0,72,28,88,367,1122,665,579,266,147,48,3307,0,3,3,11,36,28,45,54,9,182,0,9,4,82,66,63,72,35,16,354,9,25,33,142,135,141,151,57,32,722,0,9,9,60,29,23,10,7,0,152,0,0,0,10,10,4,3,3,0,35,0,3,8,16,18,11,29,7,3,86,0,7,22,22,58,108,124,102,33,472,6,22,61,246,130,198,68,16,3,750,8,18,38,222,62,28,30,17,0,415,0,11,22,121,52,26,20,12,0,263,0,0,0,22,15,11,3,0,0,42,0,0,0,9,7,5,0,0,0,25
SED10063,0,0,0,4,0,0,0,0,0,5,2621,5148,4184,7317,4004,3929,3027,1612,523,32374,0,0,0,13,0,3,0,0,0,13,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,14,3,0,0,0,0,23,0,0,0,0,0,0,3,0,0,3,0,3,7,36,15,18,17,4,0,95,0,0,0,0,3,3,3,6,4,25,0,4,0,3,0,0,3,0,0,15,0,21,16,58,92,117,121,90,25,546,0,3,4,16,4,4,0,0,0,35,0,0,0,4,0,0,0,0,0,7,0,0,0,5,7,13,30,13,6,68,0,0,0,5,3,0,7,15,0,27,0,0,0,4,4,9,4,0,0,21,6,14,13,157,17,10,10,0,0,227,4,3,0,7,7,0,0,0,0,20,0,0,3,12,0,0,0,0,0,19,0,3,0,3,4,0,0,4,0,18
SED10064,0,0,0,0,0,0,0,0,0,0,1756,4138,3328,5534,3666,4745,3904,1882,660,29613,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,3,0,3,0,9,5,7,3,0,0,39,0,0,0,0,4,3,3,0,0,16,0,0,11,16,3,12,3,3,0,44,0,0,0,0,0,3,0,5,3,11,0,0,0,0,0,0,5,3,0,4,7,12,19,69,172,229,349,179,58,1106,0,0,0,15,3,5,6,0,0,37,0,0,0,0,0,3,7,6,0,24,0,3,0,10,9,25,62,22,0,132,0,0,0,0,0,0,3,0,0,14,0,0,0,0,4,7,0,4,0,18,5,0,3,28,0,3,15,0,0,58,0,0,0,3,4,0,0,0,0,13,0,0,0,0,3,0,0,0,0,3,0,0,0,4,3,0,0,0,0,5
SED10065,3,7,32,152,24,51,16,3,3,292,3218,3969,3357,5309,1995,1625,1012,615,297,21384,10,16,36,196,26,13,0,0,0,300,0,0,9,19,7,12,3,0,0,53,0,0,6,26,12,3,5,0,0,52,4,3,0,29,7,10,0,0,0,56,0,3,7,27,15,22,21,7,0,97,53,140,496,1982,808,647,341,211,58,4742,0,0,3,12,17,17,16,15,0,72,0,3,10,42,14,36,24,8,6,134,10,32,39,191,139,151,109,79,20,762,0,9,11,101,50,46,22,11,0,246,0,3,0,19,6,7,3,0,0,34,3,3,5,25,24,11,21,13,0,107,0,0,3,7,17,23,29,54,23,151,8,39,93,337,107,217,84,19,3,902,328,548,786,5441,319,171,107,27,6,7731,3,8,30,136,37,38,22,6,0,278,5,49,73,548,154,88,58,19,4,992,3,6,8,72,58,23,5,0,0,180
SED10066,0,0,0,20,8,3,0,0,0,43,2706,4764,4429,8298,3142,2791,1856,680,265,28939,0,3,9,32,7,3,0,0,0,54,0,0,0,12,8,6,3,0,3,34,0,4,0,6,3,3,0,0,0,14,0,0,3,10,16,6,5,0,0,41,0,0,0,15,5,3,6,6,0,40,3,10,19,101,30,26,23,13,0,232,0,3,0,9,14,15,20,13,0,68,0,0,0,16,10,14,20,10,0,71,7,51,40,254,326,337,387,176,49,1634,0,0,10,39,27,17,5,0,0,100,0,4,0,3,6,0,7,0,3,23,0,0,0,26,7,32,78,27,9,182,0,0,0,3,3,9,15,19,5,54,0,0,5,8,6,7,0,0,0,32,15,45,64,354,72,51,33,19,7,661,0,0,0,18,3,3,4,3,0,28,0,7,5,46,9,9,9,6,0,82,0,0,10,22,12,0,6,3,0,58
SED10067,0,0,0,3,3,0,0,0,0,4,2002,4186,3317,5261,3270,3029,2359,1237,578,25246,0,0,0,4,0,0,0,0,0,7,0,0,0,0,3,0,0,3,0,8,0,0,0,3,0,0,0,0,0,0,3,11,8,40,27,29,16,3,3,135,0,0,0,9,8,3,5,9,0,35,0,6,15,25,29,23,7,7,3,122,0,0,0,4,16,17,31,31,7,111,0,0,0,3,8,7,5,0,4,21,28,201,163,564,615,487,548,246,111,2953,0,3,0,9,3,13,0,3,0,31,0,11,10,23,12,9,12,3,4,77,0,19,22,25,71,38,56,35,6,281,0,0,0,4,3,4,6,5,0,28,3,9,5,3,4,5,3,3,0,44,0,7,19,68,13,16,14,12,5,151,0,0,3,11,0,6,7,3,3,38,0,0,0,19,6,8,7,4,0,47,0,0,0,0,0,3,0,3,0,5
SED10068,0,0,0,0,0,0,0,0,0,0,1592,3921,3122,5263,3551,4052,4094,2145,756,28492,0,0,0,5,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,3,17,9,11,7,3,0,59,0,0,0,0,0,0,3,0,0,7,0,3,9,18,8,5,3,4,0,61,0,0,0,0,3,3,3,5,0,22,0,3,0,4,5,3,16,7,0,35,3,42,28,140,218,253,443,322,92,1536,0,0,0,14,3,10,0,4,0,29,0,0,0,11,4,3,8,0,0,31,0,4,0,11,6,23,46,46,7,141,0,3,0,0,0,0,8,3,0,13,0,0,0,11,5,3,0,0,0,21,7,7,3,63,5,6,10,13,3,118,0,0,0,0,0,0,5,0,0,12,0,0,0,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
SED10069,0,0,0,0,0,0,0,0,0,0,1785,4139,3556,5923,3675,3759,3521,1714,453,28529,0,0,0,3,0,0,0,0,0,8,0,0,0,0,3,0,3,0,0,10,0,0,0,0,0,0,0,0,0,3,0,3,4,8,14,12,10,3,0,56,0,0,0,5,0,3,6,0,0,26,0,0,0,14,12,5,3,3,0,36,0,0,0,0,4,8,10,17,0,42,0,0,0,0,0,8,7,5,3,20,8,45,41,140,192,245,408,216,74,1370,0,0,0,12,0,0,3,3,0,19,0,0,0,7,0,3,8,7,0,19,0,0,0,12,13,28,68,40,9,172,0,0,0,3,4,10,12,10,0,32,0,4,0,7,9,4,0,0,0,24,0,4,7,32,7,4,3,5,0,59,0,0,0,3,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,6
SED10070,0,6,27,93,34,31,5,3,0,201,2594,4427,3525,4860,1726,1437,994,347,126,20036,0,3,3,51,17,9,3,0,0,94,0,0,7,31,28,26,11,6,0,104,0,3,5,74,34,39,24,5,0,197,0,4,9,7,7,3,0,0,0,27,0,6,14,54,59,37,80,20,0,272,3,17,38,185,129,131,60,33,8,595,0,0,4,24,36,68,65,63,10,264,0,4,8,65,20,32,41,25,0,192,3,23,12,62,62,94,128,49,29,468,0,17,37,174,119,95,52,16,4,499,0,0,0,3,3,5,0,0,3,14,0,0,0,13,8,9,37,33,15,119,0,9,12,13,11,20,48,38,8,156,0,0,11,31,22,35,13,0,0,108,42,259,292,1969,345,171,78,27,10,3196,0,5,9,37,10,13,14,0,0,86,0,13,27,93,57,49,29,24,10,300,9,134,313,764,436,296,162,75,16,2209
SED10071,0,0,45,151,68,48,18,5,0,338,3611,6340,4078,6902,2431,1433,755,254,55,25856,3,13,14,152,54,44,15,0,0,296,0,0,0,15,3,4,3,0,0,28,0,0,0,7,0,0,0,0,0,13,0,6,15,22,7,3,3,0,0,66,0,3,0,29,20,5,24,3,0,80,12,22,38,282,92,93,49,20,3,606,0,4,4,18,16,22,19,6,0,83,0,12,14,73,29,38,37,14,3,218,8,59,55,250,188,156,113,35,19,890,0,10,55,302,136,100,36,18,0,664,0,0,0,7,8,4,0,0,0,20,0,0,7,17,18,13,30,8,0,104,0,0,3,3,6,12,8,13,0,45,0,5,29,53,26,49,9,0,0,178,27,273,494,2640,732,369,171,69,12,4789,0,16,22,122,45,22,16,10,0,248,3,8,31,176,57,65,15,7,0,368,0,0,4,19,9,11,3,0,0,54
SED10072,0,0,0,3,0,0,0,0,0,8,2300,3626,3086,5721,2315,1496,982,545,295,20355,11,20,144,687,57,20,3,0,0,933,0,0,3,38,18,19,5,10,0,90,0,0,0,7,7,0,0,0,0,20,0,5,5,31,8,3,3,0,0,56,0,3,4,53,38,24,40,10,0,177,10,22,535,1153,325,329,186,79,20,2669,0,0,0,20,13,18,27,34,3,115,3,15,13,144,74,140,122,79,40,621,7,26,32,231,150,113,109,46,22,727,0,4,14,76,47,36,29,4,3,218,0,3,5,38,4,5,5,5,0,67,0,0,0,35,14,6,26,12,4,103,4,37,19,78,99,185,312,339,96,1171,0,8,29,144,34,63,27,14,0,323,32,32,45,560,47,33,24,13,3,789,3,12,42,199,41,35,20,7,0,354,0,5,9,65,13,12,4,0,0,107,0,3,0,17,17,7,3,0,0,51
SED10073,0,0,3,43,17,19,10,3,0,97,2450,3683,3529,5056,2095,1743,1075,602,384,20634,4,6,53,142,7,3,4,0,0,221,0,0,0,8,7,7,6,0,0,35,0,0,0,15,5,3,4,0,0,28,3,6,10,40,15,8,9,3,0,93,0,0,0,21,11,8,18,3,0,61,61,162,1164,2710,757,630,351,225,77,6135,0,0,0,13,17,17,29,23,5,113,3,5,0,34,17,25,33,20,11,150,13,39,44,233,152,133,127,68,19,831,0,3,6,51,21,13,27,7,0,128,0,5,0,35,9,5,0,0,0,61,0,6,4,58,16,12,27,15,8,141,0,3,3,10,10,15,28,32,8,99,12,21,127,503,160,271,118,36,13,1256,58,85,190,1411,141,112,57,25,11,2093,5,20,89,234,65,46,29,23,4,507,3,17,27,386,90,75,58,30,12,696,5,13,6,31,19,5,10,3,0,90
SED10074,0,3,21,49,20,7,10,3,0,118,2858,4462,3270,5562,2388,1867,1534,745,311,22993,5,11,14,109,27,22,9,0,0,204,0,0,0,8,12,9,7,0,0,36,0,0,0,3,0,0,0,0,0,15,0,3,3,20,17,4,3,4,0,54,3,0,3,25,19,18,13,11,0,93,9,25,72,435,203,204,94,62,17,1122,0,3,4,13,29,17,24,43,0,127,3,8,4,41,7,27,33,14,4,148,10,43,28,120,165,157,192,116,36,869,0,4,16,110,73,70,29,10,9,314,0,3,0,8,4,12,3,3,0,35,0,0,7,7,14,4,37,19,4,102,0,0,0,5,9,16,25,36,10,100,3,8,22,79,39,73,20,3,0,247,140,330,433,3073,364,218,99,34,8,4696,0,13,17,58,26,25,14,10,0,163,3,17,33,201,50,31,13,11,0,359,0,0,3,35,12,14,4,0,0,74
SED10075,0,0,0,0,0,0,0,0,0,3,2556,5172,4824,8032,3658,2972,2122,1016,295,30658,0,0,0,6,3,3,0,0,0,15,0,0,3,13,8,11,6,3,0,50,0,0,0,7,0,0,6,0,0,6,0,3,0,10,7,3,4,0,0,30,0,0,0,20,34,16,37,15,0,120,0,4,15,42,5,11,8,0,0,89,0,0,0,5,12,24,23,32,8,107,0,4,0,14,7,7,6,3,0,39,3,34,36,155,433,430,477,313,84,1969,0,0,0,15,5,4,3,0,0,26,0,0,0,4,5,9,5,0,4,30,0,0,0,5,22,61,91,69,20,270,0,0,0,4,12,18,20,23,4,78,0,0,0,5,4,9,3,0,0,15,3,7,8,73,13,9,7,7,0,132,0,3,0,8,0,0,0,0,0,13,0,0,0,10,0,3,0,0,0,17,0,3,0,3,4,0,0,3,0,20
SED10076,0,0,0,0,0,0,0,0,0,0,1719,3673,3032,5326,3211,3970,3628,1861,647,27062,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,0,0,4,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,8,3,7,8,0,0,30,0,0,0,0,3,7,14,6,0,31,0,7,6,19,12,0,4,3,0,54,0,0,0,3,5,8,35,26,0,77,0,0,0,3,0,5,13,0,0,22,3,26,19,86,191,313,517,282,88,1523,0,0,0,5,4,3,4,0,0,19,0,0,0,3,0,3,3,3,0,15,0,0,0,6,12,35,82,48,9,186,0,0,0,0,5,8,32,23,3,75,0,0,0,3,0,3,3,0,0,11,3,6,5,52,4,3,14,5,3,98,0,0,4,9,0,3,4,3,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,3,0,0,7
SED10077,0,0,4,4,3,0,0,0,0,6,2123,3355,3638,4608,1733,1279,684,339,190,17950,0,3,26,116,10,7,0,0,0,165,0,0,4,11,9,3,8,6,0,31,0,0,3,25,15,12,5,4,0,61,0,3,3,30,7,3,0,0,0,53,0,0,0,15,20,15,16,9,0,76,34,111,1218,2299,856,765,321,228,93,5920,0,0,0,3,17,13,32,70,8,143,0,5,5,36,24,60,37,15,0,188,6,28,32,182,120,81,64,30,20,562,0,3,8,50,34,37,13,6,3,156,0,0,6,27,11,6,8,3,0,62,0,6,7,17,15,5,39,14,8,101,0,0,3,4,32,33,91,109,45,323,6,21,110,308,113,147,71,28,0,805,124,192,459,2725,225,137,95,34,22,4014,0,5,50,139,27,14,18,14,0,271,0,3,3,73,6,4,7,0,0,100,0,0,0,14,11,4,0,0,0,34
SED10078,0,0,3,6,0,0,0,0,0,10,1970,3300,3102,7020,2754,1678,841,331,142,21132,0,10,20,158,17,7,3,0,0,217,0,0,0,16,5,3,0,0,0,27,0,0,0,11,3,7,3,0,0,27,0,3,8,55,14,11,7,0,0,100,0,3,5,47,11,7,15,8,0,93,11,49,348,717,309,311,141,101,41,2022,0,0,0,4,9,6,10,26,5,64,0,4,4,20,9,18,36,14,16,113,15,42,59,480,297,176,130,45,12,1251,0,0,0,44,13,25,15,3,0,109,0,5,8,50,15,15,6,0,0,93,0,4,7,36,31,23,21,5,0,129,0,4,7,36,45,81,181,326,112,795,0,8,25,104,30,52,19,7,3,255,27,56,72,601,67,37,19,5,3,882,0,10,27,133,26,21,22,4,0,245,0,0,3,56,4,7,4,0,0,82,0,0,0,9,9,3,0,0,0,23
SED10079,0,0,0,0,0,0,0,0,0,0,1944,4166,4070,6230,3889,3952,3253,1852,552,29911,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,3,4,0,12,0,0,0,4,0,0,0,0,0,6,0,3,0,9,4,8,9,0,0,35,0,0,0,3,8,3,4,0,0,19,0,0,3,12,6,6,15,3,0,49,0,0,0,0,3,3,6,9,0,22,0,0,0,0,0,5,6,0,3,18,3,34,21,110,158,208,293,207,71,1108,0,0,0,4,3,3,0,0,0,16,0,0,0,4,3,3,0,0,0,9,0,0,0,9,9,13,53,21,6,114,0,0,0,0,0,3,8,6,0,21,0,0,0,4,4,4,0,0,0,15,0,5,3,25,3,6,4,12,0,64,0,0,5,4,4,3,0,0,0,17,0,0,0,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3
