SED_CODE_2016,MSEO_SEO,MSEO_SOLSE_VWorW,MSEO_SOLSE_NWorNAA,MSEO_SOLSE_Tot,MSEO_NS,MSEO_Tot,MOL_Afrikaans_SEO,MOL_Afrikaans_SOLSE_VWorW,MOL_Afrikaans_SOLSE_NWorNAA,MOL_Afrikaans_SOLSE_Tot,MOL_Afrikaans_NS,MOL_Afrikaans_Tot,MOL_Arabic_SEO,MOL_Arabic_SOLSE_VWorW,MOL_Arabic_SOLSE_NWorNAA,MOL_Arabic_SOLSE_Tot,MOL_Arabic_NS,MOL_Arabic_Tot,MOL_AIndLng_SEO,MOL_AIndLng_SOLSE_VWorW,MOL_AIndLng_SOLSE_NWorNAA,MOL_AIndLng_SOLSE_Tot,MOL_AIndLng_NS,MOL_AIndLng_Tot,MOL_CL_Canton_SEO,MOL_CL_Canton_SOLSE_VWorW,MOL_CL_Canton_SOLSE_NWorNAA,MOL_CL_Canton_SOLSE_Tot,MOL_CL_Canton_NS,MOL_CL_Canton_Tot,MOL_CL_Mandarin_SEO,MOL_CL_Mandarin_SOLSE_VWorW,MOL_CL_Mandarin_SOLSE_NWorNAA,MOL_CL_Mandarin_SOLSE_Tot,MOL_CL_Mandarin_NS,MOL_CL_Mandarin_Tot,MOL_CL_Oth_SEO,MOL_CL_Oth_SOLSE_VWorW,MOL_CL_Oth_SOLSE_NWorNAA,MOL_CL_Oth_SOLSE_Tot,MOL_CL_Oth_NS,MOL_CL_Oth_Tot,MOL_CL_Tot_SEO,MOL_CL_Tot_SOLSE_VWorW,MOL_CL_Tot_SOLSE_NWorNAA,MOL_CL_Tot_SOLSE_Tot,MOL_CL_Tot_NS,MOL_CL_Tot_Tot,MOL_Croatian_SEO,MOL_Croatian_SOLSE_VWorW,MOL_Croatian_SOLSE_NWorNAA,MOL_Croatian_SOLSE_Tot,MOL_Croatian_NS,MOL_Croatian_Tot,MOL_Dutch_SEO,MOL_Dutch_SOLSE_VWorW,MOL_Dutch_SOLSE_NWorNAA,MOL_Dutch_SOLSE_Tot,MOL_Dutch_NS,MOL_Dutch_Tot,MOL_French_SEO,MOL_French_SOLSE_VWorW,MOL_French_SOLSE_NWorNAA,MOL_French_SOLSE_Tot,MOL_French_NS,MOL_French_Tot,MOL_German_SEO,MOL_German_SOLSE_VWorW,MOL_German_SOLSE_NWorNAA,MOL_German_SOLSE_Tot,MOL_German_NS,MOL_German_Tot,MOL_Greek_SEO,MOL_Greek_SOLSE_VWorW,MOL_Greek_SOLSE_NWorNAA,MOL_Greek_SOLSE_Tot,MOL_Greek_NS,MOL_Greek_Tot,MOL_IAL_Bengali_SEO,MOL_IAL_Bengali_SOLSE_VWorW,MOL_IAL_Bengali_SOLSE_NWorNAA,MOL_IAL_Bengali_SOLSE_Tot,MOL_IAL_Bengali_NS,MOL_IAL_Bengali_Tot,MOL_IAL_Hindi_SEO,MOL_IAL_Hindi_SOLSE_VWorW,MOL_IAL_Hindi_SOLSE_NWorNAA,MOL_IAL_Hindi_SOLSE_Tot,MOL_IAL_Hindi_NS,MOL_IAL_Hindi_Tot,MOL_IAL_Punjabi_SEO,MOL_IAL_Punjabi_SOLSE_VWorW,MOL_IAL_Punjabi_SOLSE_NWorNAA,MOL_IAL_Punjabi_SOLSE_Tot,MOL_IAL_Punjabi_NS,MOL_IAL_Punjabi_Tot,MOL_IAL_Sinhal_SEO,MOL_IAL_Sinhal_SOLSE_VWorW,MOL_IAL_Sinhal_SOLSE_NWorNAA,MOL_IAL_Sinhal_SOLSE_Tot,MOL_IAL_Sinhal_NS,MOL_IAL_Sinhal_Tot,MOL_IAL_Urdu_SEO,MOL_IAL_Urdu_SOLSE_VWorW,MOL_IAL_Urdu_SOLSE_NWorNAA,MOL_IAL_Urdu_SOLSE_Tot,MOL_IAL_Urdu_NS,MOL_IAL_Urdu_Tot,MOL_IAL_Oth_SEO,MOL_IAL_Oth_SOLSE_VWorW,MOL_IAL_Oth_SOLSE_NWorNAA,MOL_IAL_Oth_SOLSE_Tot,MOL_IAL_Oth_NS,MOL_IAL_Oth_Tot,MOL_IAL_Tot_SEO,MOL_IAL_Tot_SOLSE_VWorW,MOL_IAL_Tot_SOLSE_NWorNAA,MOL_IAL_Tot_SOLSE_Tot,MOL_IAL_Tot_NS,MOL_IAL_Tot_Tot,MOL_Italian_SEO,MOL_Italian_SOLSE_VWorW,MOL_Italian_SOLSE_NWorNAA,MOL_Italian_SOLSE_Tot,MOL_Italian_NS,MOL_Italian_Tot,MOL_Japan_SEO,MOL_Japan_SOLSE_VWorW,MOL_Japan_SOLSE_NWorNAA,MOL_Japan_SOLSE_Tot,MOL_Japan_NS,MOL_Japan_Tot,MOL_Korean_SEO,MOL_Korean_SOLSE_VWorW,MOL_Korean_SOLSE_NWorNAA,MOL_Korean_SOLSE_Tot,MOL_Korean_NS,MOL_Korean_Tot,MOL_Macedon_SEO,MOL_Macedon_SOLSE_VWorW,MOL_Macedon_SOLSE_NWorNAA,MOL_Macedon_SOLSE_Tot,MOL_Macedon_NS,MOL_Macedon_Tot,MOL_Maltese_SEO,MOL_Maltese_SOLSE_VWorW,MOL_Maltese_SOLSE_NWorNAA,MOL_Maltese_SOLSE_Tot,MOL_Maltese_NS,MOL_Maltese_Tot,MOL_Persian_ED_SEO,MOL_Persian_ED_SOLSE_VWorW,MOL_Persian_ED_SOLSE_NWorNAA,MOL_Persian_ED_SOLSE_Tot,MOL_Persian_ED_NS,MOL_Persian_ED_Tot,MOL_Polish_SEO,MOL_Polish_SOLSE_VWorW,MOL_Polish_SOLSE_NWorNAA,MOL_Polish_SOLSE_Tot,MOL_Polish_NS,MOL_Polish_Tot,MOL_Russian_SEO,MOL_Russian_SOLSE_VWorW,MOL_Russian_SOLSE_NWorNAA,MOL_Russian_SOLSE_Tot,MOL_Russian_NS,MOL_Russian_Tot,MOL_Samoan_SEO,MOL_Samoan_SOLSE_VWorW,MOL_Samoan_SOLSE_NWorNAA,MOL_Samoan_SOLSE_Tot,MOL_Samoan_NS,MOL_Samoan_Tot,MOL_Serbian_SEO,MOL_Serbian_SOLSE_VWorW,MOL_Serbian_SOLSE_NWorNAA,MOL_Serbian_SOLSE_Tot,MOL_Serbian_NS,MOL_Serbian_Tot,MOL_SAL_Filipin_SEO,MOL_SAL_Filipin_SOLSE_VWorW,MOL_SAL_Filipin_SOLSE_NWorNAA,MOL_SAL_Filipin_SOLSE_Tot,MOL_SAL_Filipin_NS,MOL_SAL_Filipin_Tot,MOL_SAL_Indon_SEO,MOL_SAL_Indon_SOLSE_VWorW,MOL_SAL_Indon_SOLSE_NWorNAA,MOL_SAL_Indon_SOLSE_Tot,MOL_SAL_Indon_NS,MOL_SAL_Indon_Tot,MOL_SAL_Tagalog_SEO,MOL_SAL_Tagalog_SOLSE_VWorW,MOL_SAL_Tagalog_SOLSE_NWorNAA,MOL_SAL_Tagalog_SOLSE_Tot,MOL_SAL_Tagalog_NS,MOL_SAL_Tagalog_Tot,MOL_SAL_Oth_SEO,MOL_SAL_Oth_SOLSE_VWorW
SED10036,21475,..,..,..,..,21475,..,25,0,25,0,25,..,3840,803,4647,54,4702,..,3,0,3,0,3,..,363,125,487,0,488,..,401,165,563,0,563,..,69,18,81,0,81,..,827,303,1130,3,1135,..,183,31,217,3,220,..,9,0,9,0,9,..,101,3,107,4,106,..,59,0,58,0,58,..,862,98,960,9,972,..,259,9,270,0,269,..,1348,38,1382,15,1397,..,193,19,211,0,211,..,80,0,80,0,81,..,437,20,453,3,460,..,385,10,393,3,395,..,2696,96,2787,24,2813,..,601,80,681,5,688,..,23,0,23,0,23,..,32,13,45,0,46,..,395,44,437,6,448,..,68,3,73,3,74,..,41,6,48,0,55,..,141,29,166,0,167,..,59,3,62,3,68,..,267,19,286,5,295,..,406,82,485,9,488,..,165,4,178,0,178,..,255,16,271,4,272,..,379,13,391,3,396,..,34
SED10037,27960,..,..,..,..,27960,..,101,0,103,0,103,..,338,40,373,0,377,..,0,0,3,0,3,..,839,197,1037,9,1041,..,1637,553,2191,13,2202,..,79,17,99,0,99,..,2558,771,3328,22,3344,..,34,0,34,0,37,..,72,3,71,0,75,..,100,5,103,4,108,..,151,4,157,4,163,..,80,11,83,0,83,..,64,0,65,0,65,..,407,11,411,3,416,..,130,3,131,0,131,..,170,3,171,0,171,..,105,5,117,0,116,..,455,33,481,3,486,..,1330,54,1384,10,1392,..,274,21,298,3,303,..,180,17,198,3,202,..,511,164,681,3,682,..,7,0,7,0,7,..,6,0,6,0,6,..,338,42,376,0,378,..,124,3,125,3,125,..,167,18,184,0,186,..,5,0,5,0,5,..,19,0,17,0,17,..,124,7,131,0,127,..,90,5,97,0,97,..,222,0,223,0,226,..,27
SED10038,31814,..,..,..,..,31814,..,30,0,30,0,27,..,307,52,365,0,362,..,4,0,4,0,4,..,80,30,109,0,109,..,444,96,535,0,537,..,61,22,83,0,83,..,583,149,731,0,730,..,86,10,92,0,95,..,54,0,54,0,60,..,82,0,82,0,85,..,114,6,124,0,124,..,265,26,289,3,292,..,28,3,31,0,31,..,69,0,71,0,71,..,17,0,19,0,19,..,30,0,30,0,30,..,68,3,69,0,69,..,41,3,40,0,47,..,259,5,266,0,267,..,573,67,639,7,643,..,42,4,48,0,47,..,40,10,49,0,53,..,325,39,361,7,368,..,15,0,15,0,15,..,65,7,78,0,78,..,56,7,56,0,57,..,37,0,40,0,40,..,10,0,10,0,10,..,154,35,195,0,194,..,20,0,20,0,16,..,59,5,62,0,62,..,40,0,42,0,42,..,29
SED10039,31145,..,..,..,..,31145,..,22,0,22,0,22,..,34,0,38,0,40,..,8,0,8,0,12,..,33,18,53,0,53,..,47,14,66,0,66,..,7,0,7,0,7,..,90,37,128,0,123,..,35,7,36,0,36,..,43,0,43,0,43,..,35,3,39,0,39,..,100,0,100,3,105,..,70,5,72,0,77,..,4,0,4,0,4,..,16,0,16,0,16,..,3,0,3,0,3,..,6,0,6,0,6,..,21,0,21,0,21,..,22,4,27,0,27,..,76,4,79,0,79,..,143,13,154,0,154,..,23,4,24,0,24,..,8,0,4,0,6,..,64,4,70,0,73,..,34,0,35,0,42,..,13,0,10,0,10,..,18,0,18,0,18,..,12,0,7,0,7,..,3,0,3,0,3,..,18,0,18,0,18,..,3,0,3,0,3,..,8,0,8,0,8,..,23,3,26,0,26,..,14
SED10040,13660,..,..,..,..,13660,..,14,0,14,0,14,..,2257,211,2465,19,2487,..,0,0,0,0,0,..,3443,1462,4909,17,4927,..,5306,2229,7535,30,7564,..,265,118,383,0,383,..,9016,3808,12820,54,12876,..,228,36,271,0,272,..,14,0,14,0,14,..,80,3,80,0,78,..,47,0,53,0,53,..,2243,343,2585,23,2605,..,852,48,892,4,896,..,401,13,413,0,414,..,92,0,94,0,96,..,32,0,32,0,33,..,108,4,117,0,117,..,2667,94,2761,17,2781,..,4151,157,4306,28,4337,..,542,59,603,5,608,..,80,15,89,0,89,..,110,53,164,0,166,..,1219,245,1468,19,1484,..,48,0,51,0,48,..,46,4,54,0,54,..,62,3,72,0,72,..,155,23,185,0,185,..,46,5,50,0,50,..,166,24,193,0,194,..,208,3,210,0,211,..,496,65,556,3,560,..,385,17,397,4,402,..,33
SED10041,25726,..,..,..,..,25726,..,152,5,152,0,152,..,151,15,160,0,161,..,0,0,0,0,0,..,1355,201,1561,11,1569,..,2361,645,3006,19,3025,..,81,22,102,0,101,..,3798,868,4668,29,4699,..,37,0,43,0,43,..,78,0,79,0,79,..,134,0,135,0,135,..,151,10,161,0,161,..,87,8,94,0,91,..,42,0,45,0,45,..,478,10,488,4,490,..,176,9,182,0,186,..,130,0,128,0,135,..,103,0,107,0,109,..,318,9,332,3,329,..,1248,35,1281,10,1296,..,175,8,186,0,183,..,240,30,268,0,273,..,899,249,1143,0,1145,..,9,0,9,0,9,..,0,0,0,0,0,..,584,48,632,3,638,..,63,11,75,0,75,..,170,11,183,0,189,..,6,0,6,0,6,..,35,0,35,0,35,..,64,0,69,0,69,..,121,10,131,0,131,..,116,0,116,0,116,..,25
SED10042,31885,..,..,..,..,31885,..,37,3,41,0,41,..,34,0,36,0,37,..,7,0,7,0,7,..,31,13,46,3,47,..,67,14,83,0,83,..,3,0,3,0,3,..,104,24,131,3,133,..,25,3,22,0,22,..,38,0,40,0,40,..,43,0,43,0,43,..,66,3,67,3,72,..,42,5,43,0,45,..,18,0,16,0,16,..,21,0,21,0,21,..,15,0,16,0,16,..,6,0,10,0,10,..,10,0,10,0,10,..,7,0,7,0,7,..,76,3,78,0,78,..,78,9,84,4,87,..,13,3,15,0,15,..,13,7,17,0,17,..,28,4,30,0,30,..,7,0,7,0,7,..,3,0,3,0,3,..,32,3,35,0,35,..,17,3,16,0,22,..,75,3,77,0,79,..,13,0,13,0,13,..,10,0,17,3,13,..,10,4,6,0,6,..,23,0,23,0,23,..,4
SED10043,10637,..,..,..,..,10637,..,8,0,8,0,8,..,10560,1680,12238,121,12357,..,0,0,0,0,0,..,1161,672,1835,5,1843,..,930,677,1608,9,1620,..,63,36,103,0,103,..,2152,1393,3549,18,3565,..,61,13,74,0,74,..,11,0,11,0,11,..,108,9,115,0,118,..,34,0,34,0,34,..,1372,344,1718,16,1729,..,3149,243,3397,17,3414,..,420,28,449,3,453,..,131,8,144,3,147,..,17,0,18,0,18,..,2215,161,2375,21,2396,..,302,13,315,7,323,..,6243,461,6700,56,6750,..,476,86,560,5,566,..,20,6,25,0,25,..,288,189,476,4,484,..,169,29,198,3,199,..,29,3,25,0,25,..,39,12,57,3,57,..,34,5,47,0,48,..,28,3,29,0,29,..,195,24,216,0,215,..,50,6,52,0,52,..,120,4,118,0,118,..,849,127,976,7,988,..,194,5,198,3,201,..,73
SED10044,27458,..,..,..,..,27458,..,54,0,54,0,56,..,312,27,340,0,340,..,7,0,7,0,7,..,1079,200,1277,3,1281,..,1358,369,1728,19,1746,..,98,23,114,0,116,..,2531,589,3121,19,3144,..,138,14,156,0,155,..,59,0,58,0,58,..,194,9,206,4,212,..,170,8,175,0,175,..,454,53,505,5,517,..,90,4,94,0,94,..,378,9,383,0,385,..,75,4,78,0,78,..,70,0,70,0,70,..,78,3,86,0,82,..,443,21,464,4,473,..,1134,38,1174,6,1182,..,645,55,699,11,712,..,293,74,364,3,363,..,304,105,413,8,420,..,50,4,55,0,58,..,10,0,17,0,17,..,325,45,369,0,373,..,122,12,129,0,129,..,118,25,140,0,140,..,3,0,3,0,3,..,90,7,99,0,106,..,97,0,96,0,103,..,136,6,141,0,141,..,139,0,139,0,143,..,29
SED10045,31722,..,..,..,..,31722,..,27,0,25,0,25,..,15,0,15,0,10,..,42,3,43,0,43,..,19,11,26,0,26,..,42,16,56,0,56,..,0,3,3,0,3,..,62,27,89,0,89,..,3,0,3,0,3,..,38,0,40,0,40,..,76,7,81,0,81,..,136,0,141,4,143,..,21,0,21,0,21,..,14,0,14,0,14,..,26,0,26,0,26,..,91,11,107,0,105,..,7,0,7,0,7,..,17,3,16,0,16,..,12,0,12,0,12,..,166,11,185,0,182,..,157,14,173,3,172,..,37,9,49,0,49,..,12,3,15,0,15,..,3,0,3,0,3,..,4,0,4,0,4,..,3,0,7,0,7,..,10,0,13,0,13,..,12,0,14,0,9,..,4,0,4,0,4,..,0,0,0,0,0,..,11,0,11,0,11,..,15,0,19,0,19,..,13,0,13,0,13,..,9
SED10046,15510,..,..,..,..,15510,..,8,0,8,0,8,..,4497,1345,5841,53,5896,..,5,0,5,0,4,..,371,157,528,0,528,..,345,161,509,3,511,..,164,55,225,0,223,..,880,379,1258,3,1265,..,253,48,305,9,308,..,14,0,14,0,14,..,86,6,90,0,92,..,47,0,45,0,45,..,300,43,341,3,344,..,159,7,166,3,172,..,1921,89,2015,26,2039,..,238,25,259,3,263,..,55,3,53,0,53,..,410,29,437,5,444,..,444,35,478,4,480,..,3231,186,3415,44,3457,..,640,85,728,6,738,..,10,0,10,0,10,..,26,17,43,0,43,..,385,67,447,6,451,..,81,0,80,0,80,..,148,61,215,0,216,..,140,25,161,0,161,..,30,4,40,0,40,..,513,54,562,13,577,..,1157,406,1564,23,1587,..,208,10,220,0,220,..,80,7,91,0,91,..,489,9,501,3,501,..,47
SED10047,31910,..,..,..,..,31910,..,24,0,28,0,28,..,807,113,920,14,936,..,3,0,3,0,3,..,92,38,129,3,129,..,162,62,227,6,228,..,15,8,22,0,22,..,263,112,371,6,380,..,162,28,188,3,194,..,31,0,31,0,31,..,67,0,67,0,67,..,73,4,73,0,73,..,239,47,282,4,288,..,231,9,236,0,238,..,634,27,668,13,682,..,384,33,420,3,419,..,109,3,113,0,113,..,296,22,319,5,326,..,366,38,403,5,407,..,2019,134,2155,31,2186,..,225,24,254,0,255,..,19,0,23,0,23,..,44,34,84,0,83,..,26,9,34,0,34,..,370,32,402,4,410,..,63,11,77,0,77,..,74,4,81,0,80,..,44,3,45,0,45,..,682,84,761,19,779,..,52,10,60,0,60,..,275,8,284,3,289,..,82,4,88,0,88,..,643,21,664,7,675,..,43
SED10048,23978,..,..,..,..,23978,..,34,0,34,0,34,..,1517,197,1718,16,1730,..,8,0,4,0,4,..,278,110,382,4,387,..,383,167,544,0,551,..,29,11,36,0,36,..,689,281,968,8,974,..,185,31,214,0,212,..,14,0,17,3,18,..,115,0,120,0,122,..,67,0,65,0,69,..,279,41,327,3,325,..,2043,117,2156,12,2168,..,1475,35,1515,14,1530,..,420,30,450,7,455,..,120,0,124,0,124,..,524,16,539,3,545,..,1091,75,1166,11,1178,..,5678,277,5950,49,5996,..,263,23,288,4,294,..,23,0,22,0,22,..,44,11,58,0,58,..,125,12,138,0,143,..,38,3,43,0,45,..,37,3,43,0,38,..,143,24,166,0,166,..,60,18,80,0,82,..,757,86,850,11,857,..,136,33,167,3,174,..,300,10,305,0,308,..,188,11,204,3,202,..,652,29,679,5,688,..,51
SED10049,34322,..,..,..,..,34322,..,77,0,78,0,78,..,40,6,46,0,46,..,17,0,17,0,17,..,48,29,78,0,75,..,49,25,73,4,79,..,0,0,0,0,0,..,91,55,152,7,153,..,11,0,12,0,14,..,16,0,16,0,16,..,19,0,23,0,23,..,59,0,59,4,62,..,36,3,35,0,40,..,20,3,27,0,27,..,37,6,37,0,37,..,56,0,57,0,57,..,10,0,10,0,10,..,38,0,36,0,38,..,32,0,32,0,32,..,189,13,203,0,203,..,48,3,54,0,52,..,8,0,15,0,15,..,10,3,16,0,18,..,13,0,13,0,13,..,7,0,7,0,7,..,3,0,3,0,3,..,29,3,30,0,30,..,6,3,9,0,9,..,18,0,18,0,18,..,11,3,9,0,9,..,20,0,20,0,20,..,14,0,14,0,14,..,44,0,44,0,44,..,5
SED10050,31473,..,..,..,..,31473,..,90,0,91,0,95,..,55,6,63,0,65,..,4,0,4,0,4,..,125,41,165,3,168,..,265,82,344,0,348,..,9,6,23,0,23,..,404,128,526,9,531,..,59,4,66,0,66,..,181,5,189,0,188,..,443,14,457,4,457,..,370,7,382,0,381,..,167,13,184,3,183,..,29,0,31,0,33,..,68,0,69,0,69,..,54,3,61,0,61,..,9,0,9,0,9,..,10,0,15,0,15,..,108,0,112,0,109,..,280,7,292,4,292,..,424,35,459,6,465,..,114,11,127,3,128,..,87,33,116,0,122,..,26,0,21,0,21,..,0,0,0,0,0,..,52,3,52,0,52,..,54,5,62,0,62,..,84,18,94,0,94,..,8,0,8,0,8,..,85,11,102,0,102,..,36,0,38,0,38,..,55,3,57,0,57,..,53,0,56,0,56,..,6
SED10051,23763,..,..,..,..,23763,..,31,0,33,0,34,..,395,53,450,4,456,..,12,0,19,3,22,..,991,226,1220,4,1222,..,1538,351,1892,8,1900,..,153,37,190,0,194,..,2681,621,3299,9,3311,..,136,17,150,0,150,..,43,3,46,0,46,..,486,25,513,3,512,..,179,3,188,0,188,..,1343,149,1486,15,1499,..,362,21,379,3,382,..,175,11,181,0,182,..,46,3,50,0,50,..,33,0,33,0,33,..,57,3,60,0,60,..,78,3,82,0,82,..,754,35,788,4,795,..,475,39,514,14,532,..,84,8,95,0,95,..,106,34,134,0,140,..,26,3,32,0,32,..,106,3,113,5,118,..,94,9,100,5,103,..,128,20,144,0,151,..,345,91,436,3,442,..,13,0,19,0,17,..,135,22,152,0,156,..,81,4,82,0,82,..,762,65,830,11,839,..,154,3,161,0,158,..,61
SED10052,27762,..,..,..,..,27762,..,37,0,38,0,38,..,609,28,638,5,644,..,0,0,0,0,0,..,508,124,635,3,634,..,650,200,850,4,860,..,39,7,44,0,44,..,1193,334,1530,5,1536,..,153,11,166,0,167,..,50,0,52,0,50,..,105,3,107,0,107,..,98,3,104,0,109,..,1136,93,1221,8,1230,..,30,3,35,0,35,..,112,0,112,0,112,..,50,4,59,0,60,..,13,0,13,0,15,..,28,0,28,0,28,..,90,4,96,0,96,..,328,9,336,3,339,..,360,21,375,4,377,..,55,10,68,0,68,..,34,13,42,0,42,..,290,30,322,5,322,..,42,3,43,0,42,..,34,4,38,0,38,..,81,11,94,0,94,..,154,19,172,0,172,..,11,0,15,0,15,..,71,3,78,0,80,..,49,3,51,0,51,..,65,5,75,0,74,..,67,3,71,0,72,..,15
SED10053,31559,..,..,..,..,31559,..,28,3,31,0,31,..,82,9,94,0,99,..,5,0,5,0,5,..,45,19,71,0,69,..,98,37,138,0,140,..,5,4,7,0,7,..,153,64,212,0,214,..,113,7,126,3,127,..,48,0,48,0,48,..,97,0,94,0,94,..,164,3,163,8,173,..,120,13,133,0,133,..,94,7,100,0,99,..,119,4,125,0,125,..,224,16,240,4,243,..,40,0,40,0,40,..,74,3,81,0,81,..,121,10,127,0,127,..,670,39,708,5,720,..,336,29,369,3,371,..,18,3,24,0,26,..,23,12,31,0,31,..,400,78,476,3,485,..,23,3,23,0,27,..,14,0,17,0,17,..,49,0,47,0,47,..,36,3,41,0,40,..,37,0,37,0,36,..,127,14,141,4,145,..,51,0,51,0,51,..,33,3,35,0,35,..,82,0,85,0,88,..,10
SED10054,22204,..,..,..,..,22204,..,18,0,18,0,18,..,1615,312,1925,12,1932,..,4,0,4,0,4,..,184,74,252,0,256,..,155,94,243,3,246,..,23,10,34,0,34,..,360,172,529,3,532,..,175,29,205,0,205,..,16,0,16,0,16,..,87,3,88,4,94,..,48,0,48,0,48,..,143,24,168,4,169,..,533,36,564,5,571,..,1591,66,1656,15,1680,..,709,81,791,4,797,..,89,0,87,0,87,..,1467,150,1618,22,1637,..,491,49,541,9,549,..,4883,378,5258,59,5315,..,126,20,144,0,148,..,9,4,12,0,12,..,55,25,79,0,77,..,35,4,38,0,38,..,229,20,248,4,250,..,126,29,155,4,160,..,72,7,84,3,85,..,29,0,28,0,28,..,799,101,901,12,914,..,70,15,86,0,86,..,1174,32,1199,9,1208,..,131,21,154,0,155,..,2690,86,2778,32,2807,..,110
SED10055,27246,..,..,..,..,27246,..,21,0,21,0,21,..,1264,117,1384,11,1389,..,6,0,6,0,6,..,171,76,253,4,257,..,209,91,303,0,305,..,61,10,73,0,72,..,442,183,623,8,627,..,477,31,509,0,512,..,30,0,30,0,30,..,60,0,60,0,60,..,46,0,48,0,54,..,236,21,259,0,265,..,37,3,38,0,38,..,481,11,490,0,490,..,312,18,332,4,334,..,77,0,78,0,78,..,187,13,196,3,201,..,111,3,110,0,112,..,1195,52,1244,10,1252,..,843,84,932,6,936,..,8,0,9,0,9,..,49,22,70,3,70,..,142,10,144,0,144,..,412,27,433,3,440,..,116,13,129,3,133,..,74,9,82,0,82,..,40,8,49,0,49,..,136,12,149,3,146,..,281,37,312,5,322,..,223,3,233,0,233,..,38,0,39,0,39,..,418,9,430,7,435,..,28
SED10056,33726,..,..,..,..,33726,..,59,0,56,0,56,..,37,10,45,0,49,..,30,0,32,3,38,..,44,18,67,0,66,..,46,124,168,0,168,..,5,4,7,0,7,..,93,150,247,0,242,..,4,0,4,0,4,..,21,0,23,0,24,..,25,0,24,0,24,..,33,4,34,0,34,..,28,3,30,0,30,..,11,0,11,0,11,..,52,13,62,0,62,..,387,101,494,8,501,..,20,0,21,0,21,..,41,3,50,0,50,..,143,26,171,3,173,..,653,154,808,13,816,..,1083,140,1220,14,1238,..,7,8,14,0,14,..,13,14,30,0,35,..,4,0,4,0,4,..,4,0,7,0,7,..,12,7,15,0,15,..,4,0,4,0,4,..,10,0,7,0,7,..,106,20,132,7,139,..,0,0,0,0,0,..,56,3,56,3,59,..,5,0,5,0,5,..,74,3,78,0,78,..,38
SED10057,31134,..,..,..,..,31134,..,19,0,19,0,19,..,33,0,39,0,34,..,24,0,24,5,28,..,30,7,37,0,37,..,27,6,35,0,35,..,0,0,0,0,0,..,61,14,76,0,76,..,14,3,14,0,16,..,45,0,45,0,42,..,26,3,27,0,31,..,90,3,88,0,90,..,25,0,27,0,27,..,9,0,9,0,9,..,13,0,13,0,13,..,18,0,25,0,23,..,9,0,9,0,9,..,5,0,5,0,5,..,14,0,12,0,12,..,74,3,75,0,77,..,51,3,54,4,58,..,17,0,17,0,17,..,14,13,24,0,24,..,0,0,0,0,0,..,20,0,20,0,20,..,3,0,8,0,8,..,16,0,16,0,16,..,9,0,9,0,9,..,0,0,0,0,0,..,10,0,8,0,8,..,12,0,12,0,12,..,15,0,13,0,13,..,20,0,20,0,20,..,0
SED10058,30572,..,..,..,..,30572,..,31,0,31,0,31,..,65,9,75,0,75,..,11,0,12,0,12,..,65,15,79,0,79,..,167,34,195,3,201,..,9,5,18,0,18,..,242,49,290,3,292,..,38,7,43,0,43,..,31,0,31,0,31,..,86,3,88,0,85,..,90,3,96,8,99,..,206,28,238,3,238,..,22,0,25,0,25,..,49,4,51,0,51,..,30,0,35,0,35,..,19,0,16,0,16,..,53,3,55,0,55,..,40,3,38,0,38,..,214,10,219,0,219,..,183,17,201,3,198,..,24,6,30,0,30,..,28,8,40,0,40,..,173,27,197,3,199,..,4,0,4,0,4,..,29,4,37,0,37,..,37,0,37,0,37,..,15,0,12,0,12,..,19,0,19,0,19,..,32,4,35,0,35,..,24,0,24,0,24,..,18,0,18,0,18,..,46,0,46,0,46,..,14
SED10059,27490,..,..,..,..,27490,..,31,0,31,0,31,..,292,41,335,0,335,..,9,0,9,0,9,..,577,178,757,8,765,..,1642,384,2027,10,2034,..,165,45,204,0,204,..,2388,607,2995,14,3008,..,52,14,63,0,66,..,85,0,89,0,89,..,388,25,411,5,420,..,231,8,239,4,241,..,508,140,649,5,654,..,113,13,121,5,125,..,161,0,163,3,167,..,24,0,24,0,24,..,44,0,44,0,44,..,46,0,46,0,46,..,144,5,152,0,152,..,528,22,547,3,550,..,463,46,508,6,513,..,149,27,178,0,179,..,161,44,205,0,207,..,58,13,69,0,69,..,26,3,32,0,33,..,86,12,98,0,101,..,79,6,82,3,84,..,156,99,248,0,250,..,9,3,12,0,9,..,87,5,95,3,94,..,55,0,57,0,57,..,368,22,389,0,389,..,95,3,99,0,101,..,62
SED10060,26434,..,..,..,..,26434,..,95,3,102,0,102,..,90,4,94,0,94,..,0,0,0,0,0,..,588,87,677,0,679,..,843,179,1023,0,1027,..,43,12,52,0,52,..,1473,276,1752,7,1755,..,54,0,57,0,57,..,96,3,95,0,94,..,400,16,419,4,419,..,270,7,278,0,277,..,135,8,140,3,142,..,48,0,48,0,48,..,263,7,269,0,269,..,33,0,30,0,29,..,34,0,34,0,34,..,50,0,52,0,53,..,243,5,244,4,250,..,659,15,676,5,682,..,287,23,301,0,301,..,375,81,456,0,457,..,127,37,159,0,161,..,32,5,35,0,32,..,3,0,3,0,3,..,164,4,165,0,166,..,102,5,111,0,111,..,161,13,175,0,174,..,8,0,8,0,8,..,41,4,45,0,45,..,52,0,52,0,52,..,65,3,68,0,68,..,106,0,107,0,109,..,16
