SED_CODE_2016,F_Vietnam_0_4,F_Vietnam_5_14,F_Vietnam_15_24,F_Vietnam_25_44,F_Vietnam_45_54,F_Vietnam_55_64,F_Vietnam_65_74,F_Vietnam_75_84,F_Vietnam_85ov,F_Vietnam_Tot,F_Wales_0_4,F_Wales_5_14,F_Wales_15_24,F_Wales_25_44,F_Wales_45_54,F_Wales_55_64,F_Wales_65_74,F_Wales_75_84,F_Wales_85ov,F_Wales_Tot,F_Zimbabwe_0_4,F_Zimbabwe_5_14,F_Zimbabwe_15_24,F_Zimbabwe_25_44,F_Zimbabwe_45_54,F_Zimbabwe_55_64,F_Zimbabwe_65_74,F_Zimbabwe_75_84,F_Zimbabwe_85ov,F_Zimbabwe_Tot,F_Elsewhere_0_4,F_Elsewhere_5_14,F_Elsewhere_15_24,F_Elsewhere_25_44,F_Elsewhere_45_54,F_Elsewhere_55_64,F_Elsewhere_65_74,F_Elsewhere_75_84,F_Elsewhere_85ov,F_Elsewhere_Tot,F_COB_NS_0_4,F_COB_NS_5_14,F_COB_NS_15_24,F_COB_NS_25_44,F_COB_NS_45_54,F_COB_NS_55_64,F_COB_NS_65_74,F_COB_NS_75_84,F_COB_NS_85ov,F_COB_NS_Tot,F_Tot_0_4,F_Tot_5_14,F_Tot_15_24,F_Tot_25_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Afghanistan_0_4,P_Afghanistan_5_14,P_Afghanistan_15_24,P_Afghanistan_25_44,P_Afghanistan_45_54,P_Afghanistan_55_64,P_Afghanistan_65_74,P_Afghanistan_75_84,P_Afghanistan_85ov,P_Afghanistan_Tot,P_Australia_0_4,P_Australia_5_14,P_Australia_15_24,P_Australia_25_44,P_Australia_45_54,P_Australia_55_64,P_Australia_65_74,P_Australia_75_84,P_Australia_85ov,P_Australia_Tot,P_Bangladesh_0_4,P_Bangladesh_5_14,P_Bangladesh_15_24,P_Bangladesh_25_44,P_Bangladesh_45_54,P_Bangladesh_55_64,P_Bangladesh_65_74,P_Bangladesh_75_84,P_Bangladesh_85ov,P_Bangladesh_Tot,P_Bosnia_Herzegov_0_4,P_Bosnia_Herzegov_5_14,P_Bosnia_Herzegov_15_24,P_Bosnia_Herzegov_25_44,P_Bosnia_Herzegov_45_54,P_Bosnia_Herzegov_55_64,P_Bosnia_Herzegov_65_74,P_Bosnia_Herzegov_75_84,P_Bosnia_Herzegov_85ov,P_Bosnia_Herzegov_Tot,P_Cambodia_0_4,P_Cambodia_5_14,P_Cambodia_15_24,P_Cambodia_25_44,P_Cambodia_45_54,P_Cambodia_55_64,P_Cambodia_65_74,P_Cambodia_75_84,P_Cambodia_85ov,P_Cambodia_Tot,P_Canada_0_4,P_Canada_5_14,P_Canada_15_24,P_Canada_25_44,P_Canada_45_54,P_Canada_55_64,P_Canada_65_74,P_Canada_75_84,P_Canada_85ov,P_Canada_Tot,P_Chile_0_4,P_Chile_5_14,P_Chile_15_24,P_Chile_25_44,P_Chile_45_54,P_Chile_55_64,P_Chile_65_74,P_Chile_75_84,P_Chile_85ov,P_Chile_Tot,P_China_0_4,P_China_5_14,P_China_15_24,P_China_25_44,P_China_45_54,P_China_55_64,P_China_65_74,P_China_75_84,P_China_85ov,P_China_Tot,P_Croatia_0_4,P_Croatia_5_14,P_Croatia_15_24,P_Croatia_25_44,P_Croatia_45_54,P_Croatia_55_64,P_Croatia_65_74,P_Croatia_75_84,P_Croatia_85ov,P_Croatia_Tot,P_Egypt_0_4,P_Egypt_5_14,P_Egypt_15_24,P_Egypt_25_44,P_Egypt_45_54,P_Egypt_55_64,P_Egypt_65_74,P_Egypt_75_84,P_Egypt_85ov,P_Egypt_Tot,P_England_0_4,P_England_5_14,P_England_15_24,P_England_25_44,P_England_45_54,P_England_55_64,P_England_65_74,P_England_75_84,P_England_85ov,P_England_Tot,P_Fiji_0_4,P_Fiji_5_14,P_Fiji_15_24,P_Fiji_25_44,P_Fiji_45_54,P_Fiji_55_64,P_Fiji_65_74,P_Fiji_75_84,P_Fiji_85ov,P_Fiji_Tot,P_France_0_4,P_France_5_14,P_France_15_24,P_France_25_44,P_France_45_54,P_France_55_64,P_France_65_74,P_France_75_84,P_France_85ov,P_France_Tot,P_Germany_0_4,P_Germany_5_14,P_Germany_15_24,P_Germany_25_44,P_Germany_45_54,P_Germany_55_64,P_Germany_65_74,P_Germany_75_84,P_Germany_85ov,P_Germany_Tot
SED10050,0,0,17,43,17,4,3,3,0,84,3,8,7,48,23,9,9,4,0,123,0,0,3,27,13,10,6,0,0,54,23,105,139,1315,266,118,103,60,28,2166,127,244,231,911,328,260,198,120,100,2512,2642,5212,3867,13621,5951,4147,2934,1596,1002,40987,0,0,0,11,4,10,0,0,0,27,4773,8523,5765,12744,6426,4920,3436,1706,1024,49329,0,0,4,27,3,3,0,0,0,36,0,0,3,19,16,13,3,0,0,55,0,0,0,5,3,4,3,0,0,19,4,17,34,244,113,49,19,6,5,501,0,18,3,82,14,11,9,3,4,141,7,29,92,252,190,127,53,22,9,776,0,0,0,22,18,24,29,29,11,127,0,0,0,13,5,13,31,13,10,90,94,625,396,3227,1520,799,633,296,114,7713,0,0,3,28,18,30,17,6,0,101,4,38,41,349,72,32,17,5,0,558,6,28,41,338,107,54,79,24,12,690
SED10051,4,9,15,97,35,40,21,8,0,223,0,3,0,14,6,3,0,4,0,38,0,3,0,18,4,3,3,0,0,31,19,74,139,1063,446,393,385,217,94,2826,127,244,322,878,359,362,314,200,150,2945,2246,4481,5050,11817,5617,4498,3621,2283,1310,40923,0,0,3,11,3,3,0,0,0,20,4206,7810,6733,11623,5573,4107,2652,1579,929,45204,9,24,43,309,89,56,17,3,0,547,0,0,3,15,8,26,16,16,0,82,0,3,8,15,16,10,5,3,0,69,5,8,11,103,23,17,12,4,0,181,0,4,8,97,67,68,91,28,15,385,17,51,1354,1158,428,341,229,191,78,3855,0,0,0,16,25,30,69,64,10,213,0,7,3,40,38,71,201,144,52,557,26,136,118,844,585,379,326,145,80,2627,0,8,12,84,78,50,41,11,4,282,12,83,48,267,86,34,21,3,3,552,4,18,21,129,37,21,60,34,23,339
SED10052,0,0,4,53,34,24,9,3,0,126,0,0,0,10,5,3,8,0,3,31,0,0,4,17,3,0,0,0,0,25,4,41,60,368,205,173,165,64,31,1113,68,115,124,405,227,209,177,150,125,1593,2256,4527,4145,9600,5229,4737,3664,2346,1635,38144,0,0,0,3,0,0,0,0,0,3,4486,8427,7267,13333,6532,5779,4202,2599,1753,54385,0,0,0,27,8,11,0,0,0,40,0,0,3,31,22,23,11,4,0,100,0,0,5,17,13,0,4,0,0,37,0,10,7,55,32,11,9,11,3,135,0,3,6,31,40,25,37,9,3,154,22,47,124,679,406,357,125,77,27,1877,0,0,0,19,38,48,61,49,16,229,0,14,8,97,76,115,116,56,19,506,30,142,106,547,481,402,419,271,152,2547,0,3,3,48,42,46,14,10,3,175,0,3,7,27,32,10,9,3,0,89,3,3,11,53,45,26,87,52,23,301
SED10053,0,0,8,24,13,5,0,0,0,55,0,0,0,5,15,8,7,3,0,34,0,0,4,8,7,3,4,0,0,29,4,14,36,204,109,120,109,70,45,705,113,312,298,799,495,417,336,180,110,3059,2128,4754,4362,10097,5986,4785,3163,1530,721,37535,0,0,0,7,0,0,0,0,0,12,4193,8709,7669,14976,8767,6910,3996,1624,626,57467,8,13,12,126,3,3,0,0,0,168,0,0,0,4,5,7,0,10,5,37,0,4,0,10,4,0,0,0,0,19,3,8,17,57,33,25,24,5,3,172,0,0,0,13,13,12,5,0,0,42,4,11,17,110,58,28,16,14,0,255,0,0,4,8,25,47,52,47,9,192,10,5,0,24,4,8,7,3,0,57,12,82,88,339,574,502,448,240,71,2352,0,8,13,65,25,16,6,5,0,136,0,6,8,28,21,13,11,3,0,87,0,0,11,39,51,74,181,89,38,479
SED10054,0,0,12,59,40,64,10,5,3,197,0,0,0,5,0,3,0,0,0,13,0,0,8,8,3,0,0,0,0,29,34,158,334,891,552,434,222,149,117,2890,189,399,344,797,376,335,211,106,33,2801,3428,6731,6741,13118,5869,4634,2732,1196,657,45100,3,31,106,346,91,74,37,9,3,701,6290,11042,9053,9815,4090,2884,1846,677,298,45993,15,60,40,521,73,40,14,3,0,772,0,0,10,35,23,25,15,8,0,127,0,0,0,23,9,11,5,0,0,54,0,9,5,13,6,0,0,0,0,38,0,0,7,47,46,50,40,10,12,211,0,15,44,226,112,111,35,24,11,581,0,0,0,19,40,51,80,55,20,262,9,60,62,154,95,118,74,33,14,625,3,21,6,107,248,270,213,120,48,1025,10,73,259,1211,606,382,180,67,16,2796,0,0,4,5,6,10,3,4,0,29,0,0,11,12,27,28,85,31,12,208
SED10055,3,3,17,182,103,67,24,3,5,413,0,0,0,0,6,10,4,3,0,22,0,4,4,25,3,0,3,0,0,49,0,53,111,454,350,254,151,62,20,1459,138,235,245,629,313,282,208,92,45,2187,2838,6002,5874,11960,5882,4833,2373,996,302,41059,0,5,29,75,12,15,4,0,0,140,5469,11006,10153,15511,6309,4625,1766,539,185,55576,0,3,9,31,6,7,0,3,0,63,0,0,8,80,37,37,13,11,0,188,0,0,10,129,75,60,20,6,3,301,0,10,9,30,14,12,4,3,0,72,0,0,8,93,69,59,46,12,0,284,3,17,40,212,132,107,51,24,0,587,0,0,0,54,134,135,102,52,7,492,0,16,20,91,81,111,50,18,0,392,0,44,60,293,476,496,330,109,23,1827,0,9,47,303,191,152,39,21,3,760,0,0,5,13,5,8,3,3,0,46,0,0,10,28,28,49,96,36,12,260
SED10056,0,0,0,3,0,4,0,0,0,5,0,0,0,0,0,3,3,4,0,13,0,3,4,10,12,4,0,0,0,40,7,23,42,126,86,60,26,16,7,389,202,465,374,928,568,688,598,411,203,4441,2487,5369,4483,9319,5407,5572,4506,2864,1348,41368,0,10,19,74,26,4,4,0,0,145,4631,9501,7814,13780,8447,8938,6658,3874,1484,65132,0,0,0,8,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,4,0,3,3,20,3,5,0,0,0,38,0,0,0,7,7,4,0,0,0,13,0,7,10,55,37,10,10,0,4,133,0,0,0,0,0,4,7,3,0,12,0,0,0,13,0,3,7,0,3,25,3,23,31,115,150,190,274,195,44,1024,0,19,25,77,46,42,15,9,0,242,0,0,6,12,3,3,0,0,0,27,0,0,6,27,9,34,54,21,12,161
SED10057,0,0,0,8,3,4,0,0,0,17,0,0,0,0,3,3,6,3,3,25,0,0,5,3,3,8,3,0,0,21,0,13,10,49,45,42,68,40,20,284,72,201,220,460,394,508,541,400,289,3078,1609,3870,3320,6388,4628,5870,5784,3395,1701,36568,0,0,0,0,0,0,0,0,0,0,3176,7369,6097,10291,7236,8998,8546,4772,2010,58493,0,0,0,10,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,7,0,0,0,4,0,4,3,0,0,10,0,3,10,23,20,14,10,0,0,76,0,0,0,3,4,3,7,7,0,25,0,3,3,34,17,25,8,8,3,100,0,0,0,0,3,9,20,13,0,41,0,0,0,11,3,9,15,10,0,48,7,15,38,136,291,436,816,439,167,2334,0,0,0,9,4,8,8,3,0,29,0,0,0,5,4,15,8,7,6,50,0,4,3,20,29,46,116,64,17,308
SED10058,3,9,9,37,12,13,3,0,0,87,0,0,3,5,3,8,10,0,3,35,0,3,4,13,0,6,0,0,0,28,5,18,40,243,69,42,53,37,27,540,58,115,237,525,237,290,236,168,124,1989,1763,3345,4621,10564,4671,4648,3296,1929,1203,36043,0,7,9,20,3,3,0,0,0,49,3525,6263,7978,17152,7561,7322,4819,2444,1316,58373,0,3,0,20,3,3,0,0,0,37,0,0,0,11,3,20,19,5,0,58,0,7,0,6,6,0,4,0,0,34,3,15,20,86,27,20,6,3,0,185,0,0,3,28,7,0,3,0,0,41,0,13,74,165,35,31,17,6,7,340,0,0,0,5,15,11,23,12,0,58,0,0,3,3,0,5,15,4,0,32,13,78,86,430,296,316,283,141,57,1703,0,0,3,19,12,14,6,4,0,62,0,4,3,43,18,6,3,3,0,71,0,8,18,62,31,27,118,25,6,302
SED10059,4,3,80,215,47,88,41,17,5,490,0,0,0,28,5,8,0,0,0,41,0,0,0,16,3,3,0,0,0,18,9,26,231,1054,192,193,240,186,72,2198,140,149,823,2012,404,346,222,168,51,4322,1574,2094,8206,18658,4215,3041,1977,1278,448,41486,0,0,0,3,0,0,0,0,0,6,2820,3623,6372,19094,5283,3388,1668,607,251,43111,0,0,37,106,12,3,0,0,0,167,0,0,0,31,15,6,5,6,3,70,0,0,11,17,4,4,0,0,0,38,7,3,72,304,55,21,3,3,0,472,3,0,6,137,28,12,19,7,4,228,9,40,2983,1319,247,252,175,216,56,5293,0,0,0,14,16,18,17,32,12,105,0,0,0,16,7,8,23,4,4,72,17,65,362,2118,707,385,218,74,15,3973,0,0,12,72,30,25,28,6,3,174,4,10,85,441,38,9,12,0,0,595,0,3,42,219,67,31,57,18,3,446
SED10060,0,0,12,86,15,15,10,8,0,150,0,3,4,29,25,5,6,3,5,79,0,0,0,24,13,12,5,0,0,59,29,89,110,1120,243,162,146,60,56,2018,134,184,264,1246,396,365,292,169,121,3161,1978,3165,3489,15217,5386,4581,4024,1972,1121,40932,0,0,3,3,0,0,0,0,0,4,3388,4636,4580,13210,4787,4569,4121,2100,1091,42476,0,0,6,37,0,3,0,0,0,49,0,0,0,16,3,5,0,0,0,32,0,5,0,10,0,0,0,0,0,10,5,23,19,193,72,60,39,9,0,411,0,0,0,48,22,13,13,0,3,94,17,99,184,981,339,225,146,98,42,2132,0,4,0,26,19,16,21,19,15,123,0,0,3,30,6,25,26,16,17,121,80,442,269,1972,1109,709,677,297,101,5653,0,0,0,60,32,29,20,6,0,144,6,23,28,318,61,21,23,4,6,492,4,13,28,209,76,38,101,42,15,525
SED10061,0,3,8,29,3,0,0,0,0,46,0,5,0,6,7,0,4,5,4,19,0,3,3,6,4,3,0,0,0,23,16,58,46,159,62,42,41,19,9,452,198,360,474,871,555,564,523,332,171,4049,2445,5101,5351,8847,5246,5238,4352,2593,1175,40338,0,0,0,0,0,0,0,0,0,3,4422,9118,9119,13429,8227,8407,6811,3830,1386,64749,0,6,3,34,3,4,0,0,0,56,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,4,0,0,8,24,17,19,14,7,0,87,0,0,0,7,6,0,0,0,0,11,3,6,149,112,29,11,5,0,3,321,0,0,0,0,3,3,4,4,0,14,0,0,0,5,0,0,3,0,0,7,3,32,52,134,201,269,335,176,49,1256,0,11,10,35,28,16,3,3,0,100,0,3,0,16,7,7,5,3,0,42,0,3,10,24,33,39,53,26,11,202
SED10062,3,7,19,134,64,57,31,3,7,320,0,0,0,8,4,0,4,3,0,23,0,0,3,9,7,3,3,0,0,24,9,27,65,370,241,199,137,100,60,1211,75,133,168,507,223,222,202,138,100,1758,2155,4473,4704,10472,5454,4839,3434,2268,1520,39316,0,0,0,3,0,0,0,0,0,5,4073,8045,7323,10040,5264,4225,3230,2091,1488,45789,3,14,42,189,25,7,4,0,0,274,0,3,5,45,49,33,21,14,0,165,0,0,0,13,3,3,3,0,0,30,0,8,19,26,13,14,4,3,4,94,0,7,0,46,35,30,31,10,0,151,52,181,697,2597,1514,1246,530,349,122,7293,0,3,4,23,77,62,121,111,14,410,0,19,17,167,120,134,136,71,41,707,13,45,45,261,235,252,261,126,85,1326,0,10,18,136,64,61,38,21,0,349,0,0,4,22,9,3,11,4,0,59,0,8,18,38,28,15,52,23,9,185
SED10063,0,0,5,30,0,0,0,0,0,32,0,0,0,4,5,4,3,3,0,20,0,0,23,27,7,4,3,0,0,68,0,27,16,76,36,32,28,23,22,261,138,287,321,720,485,406,423,326,159,3264,2618,5271,4608,9441,5115,4808,3984,2531,1241,39611,0,0,0,5,0,0,0,0,0,8,5082,9964,8274,15090,8171,7901,6145,3590,1476,65698,0,0,3,20,0,3,0,0,0,23,0,0,0,0,0,4,0,0,0,8,0,3,0,3,0,0,0,0,0,3,0,3,8,35,12,0,4,0,0,62,0,0,0,0,0,3,3,0,0,8,0,3,10,83,32,32,32,10,0,206,0,0,0,0,3,9,12,16,6,45,0,8,3,8,0,0,3,0,0,23,3,38,27,157,207,254,267,162,66,1180,0,4,11,20,20,11,0,0,0,64,0,6,0,8,7,0,4,3,0,21,0,0,6,22,17,26,76,24,13,179
SED10064,0,0,0,7,4,0,0,0,0,9,0,0,0,4,6,16,9,3,3,43,0,0,0,3,3,5,0,0,0,13,3,7,8,59,49,53,53,40,13,284,125,312,250,640,503,570,531,307,191,3431,1873,4416,3466,6872,4993,6167,5099,2699,1405,36986,0,0,0,0,0,0,0,0,0,0,3478,8163,6486,11217,7636,9565,7749,3921,1708,59932,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0,0,0,3,0,5,0,0,0,3,0,0,0,0,0,7,0,9,4,21,16,21,13,4,3,86,0,0,0,12,8,4,5,0,3,36,0,4,10,29,15,18,5,5,0,84,0,0,0,0,0,3,5,5,0,13,0,0,0,0,0,4,7,3,0,12,8,33,30,144,342,477,648,359,138,2172,0,0,7,22,11,21,14,3,3,72,0,6,3,7,6,13,11,6,0,51,0,7,0,35,30,67,124,39,14,315
SED10065,0,3,24,134,88,72,25,5,5,366,0,0,0,8,3,0,4,3,0,16,0,8,9,44,7,3,0,0,0,73,35,114,144,723,273,217,160,88,38,1784,214,263,313,1288,404,312,250,127,101,3266,3890,5150,5576,19192,6120,5019,3091,1817,1010,50867,4,12,66,263,65,92,39,9,7,552,6295,7641,6419,10339,3852,3149,2086,1352,805,41946,13,29,63,366,49,15,13,3,0,549,0,0,8,47,23,32,12,8,0,127,0,0,16,46,24,8,5,3,0,103,15,6,10,62,15,16,4,3,3,135,0,3,12,43,37,42,30,18,0,185,101,250,1016,4616,1870,1517,734,475,136,10725,0,0,6,23,29,36,25,26,3,146,6,9,8,84,25,58,45,25,14,264,13,60,60,313,248,263,208,152,56,1373,0,9,22,240,128,118,62,24,3,608,0,4,5,36,10,11,3,0,3,72,6,9,16,61,42,22,41,28,7,234
SED10066,0,5,9,50,19,5,3,0,0,89,0,0,0,3,8,13,12,3,0,41,0,6,12,26,9,3,0,3,0,55,5,33,54,281,147,121,134,46,45,860,121,204,295,666,325,269,255,143,68,2356,2700,5048,5041,11610,5044,4729,3495,1790,924,40371,0,4,7,44,18,3,4,3,0,84,5232,9322,8751,16966,6574,5915,3921,1688,838,59202,0,3,14,62,6,9,0,0,0,98,0,0,3,19,13,12,8,4,3,63,0,4,0,11,4,3,0,0,0,19,0,3,5,35,25,16,8,4,0,92,0,0,0,23,11,7,15,12,0,74,3,25,48,251,89,71,35,24,8,553,0,3,3,17,18,34,38,22,3,139,0,3,0,38,15,32,34,20,3,139,17,90,74,435,629,697,718,392,142,3199,0,5,19,82,52,34,10,3,3,211,0,4,3,5,11,9,9,3,3,45,0,3,5,40,33,62,146,58,30,374
SED10067,0,0,3,33,9,3,3,0,0,54,0,0,0,19,11,19,8,7,0,67,0,0,8,18,3,10,5,0,0,44,10,47,47,476,209,140,133,60,32,1148,74,167,148,419,269,265,276,175,126,1925,1938,4574,3608,8150,5538,5013,4127,2364,1711,37026,0,0,0,3,4,3,0,0,0,12,3816,8201,6284,10701,6787,6332,5012,2740,1755,51639,0,0,0,8,3,0,0,0,0,13,0,0,0,8,0,3,3,3,0,23,0,0,0,9,0,3,0,0,0,10,3,19,20,94,69,60,24,13,7,307,0,0,4,14,16,10,18,9,4,82,0,14,32,98,74,58,18,20,14,325,0,0,3,14,26,43,62,65,16,237,0,0,0,6,8,8,9,10,5,48,36,398,314,1111,1243,933,1005,515,270,5829,0,3,3,16,10,26,7,4,0,64,0,13,17,44,36,17,19,4,10,162,3,33,45,75,136,85,127,67,33,592
SED10068,0,0,3,17,3,7,3,0,0,35,0,0,0,4,4,11,5,9,3,41,0,0,3,9,0,3,8,0,0,25,3,8,18,68,59,63,67,48,21,350,57,143,179,431,349,404,556,379,194,2689,1645,4018,3299,7013,5000,5704,5957,3595,1703,37941,0,0,0,0,0,0,0,0,0,0,3152,7668,6099,11061,7479,8574,8428,4720,1994,59173,0,0,0,7,0,0,0,0,0,7,0,0,0,3,0,3,0,0,0,11,0,0,0,3,0,0,0,0,0,4,3,4,5,43,22,30,13,9,3,133,0,0,0,10,4,3,6,0,0,20,0,7,14,53,24,22,15,6,7,145,0,0,0,0,4,8,10,11,0,35,0,4,3,7,8,8,23,9,3,66,9,71,57,275,454,531,919,651,238,3199,3,0,0,16,13,8,5,4,0,54,0,3,0,17,10,16,8,3,0,60,0,4,3,20,26,43,111,88,25,324
SED10069,0,0,3,11,0,7,0,0,0,27,0,0,3,11,17,7,15,9,0,63,0,0,3,9,3,0,7,0,0,19,0,7,8,70,42,56,74,39,18,314,100,202,233,549,363,426,481,331,192,2878,1884,4196,3795,7380,4827,5215,5061,2612,1115,36092,0,0,0,0,0,0,0,0,0,0,3550,7983,6973,11985,7494,7801,7093,3507,1214,57604,0,0,0,6,0,0,0,0,0,9,0,0,0,0,6,0,3,0,0,11,0,0,0,9,0,0,0,0,0,10,0,7,11,33,28,16,15,5,0,118,0,0,0,9,5,4,16,10,0,42,0,13,3,37,26,8,10,8,4,97,0,0,0,3,9,14,11,32,0,76,0,0,0,3,0,14,14,10,3,35,9,99,80,260,430,519,799,441,158,2805,0,0,6,15,7,3,9,9,3,44,0,5,0,10,0,9,12,8,0,48,3,7,0,25,21,57,154,65,13,348
SED10070,3,9,22,325,194,232,95,25,11,919,0,0,0,4,3,3,3,0,0,15,0,5,7,16,4,0,0,0,0,25,19,122,179,562,402,392,322,172,76,2248,133,235,210,593,293,286,223,139,92,2207,2742,5380,4866,11781,5025,4916,3617,1850,942,41119,0,11,73,173,73,56,16,5,4,413,5059,8694,6823,9486,3449,3049,2082,808,399,39849,0,7,17,109,36,12,3,0,0,182,0,0,7,66,53,49,26,22,3,214,0,5,23,164,79,93,53,15,3,426,0,4,7,18,19,4,3,0,0,56,0,5,16,124,123,110,145,51,15,595,3,30,76,424,278,273,124,62,43,1315,0,3,6,45,80,140,143,130,22,570,0,20,11,94,40,79,78,42,4,368,4,39,30,105,129,186,227,103,46,858,0,24,66,399,233,195,115,35,7,1077,0,0,3,9,8,7,4,3,3,33,0,3,8,30,17,23,92,67,50,292
SED10071,0,0,4,54,11,12,4,0,0,87,0,0,0,3,6,4,0,0,0,19,0,8,23,44,20,9,0,0,0,103,27,72,177,501,245,163,97,49,17,1346,131,247,173,615,211,191,115,55,22,1760,3782,7006,5495,15328,5829,3950,2281,858,297,44820,0,3,75,308,138,100,36,9,3,675,7114,12195,7889,13785,4888,2869,1609,527,179,51055,4,27,32,333,101,72,18,0,0,594,0,0,4,18,7,9,5,0,0,44,0,0,0,20,8,0,0,0,0,33,0,16,36,52,19,11,3,0,0,143,0,4,0,48,35,17,41,3,0,160,12,32,80,675,234,211,113,47,13,1418,0,4,4,29,48,35,28,23,0,169,0,30,22,134,64,75,70,26,5,423,19,136,109,494,351,281,239,80,30,1734,0,21,104,616,275,221,92,43,8,1375,0,3,0,15,14,5,9,0,3,47,0,4,16,43,29,20,70,25,8,222
SED10072,6,5,68,210,63,79,25,8,0,455,0,0,0,4,0,0,3,0,0,14,0,0,9,18,3,0,0,0,0,33,40,80,250,1507,387,350,309,190,52,3166,134,215,298,997,364,274,279,210,206,2985,2498,4097,5285,14873,5311,4401,3432,2415,1261,43578,0,0,3,11,0,3,0,0,0,17,4522,7102,6139,11350,4578,3034,2033,1282,860,40901,10,35,230,997,87,35,5,0,0,1400,0,0,13,74,32,43,11,15,3,184,0,3,0,17,16,5,0,0,0,46,0,3,6,59,18,10,3,3,0,106,0,3,13,109,79,57,82,17,6,366,17,43,1140,2662,805,751,374,191,60,6047,0,3,0,39,38,45,64,65,9,256,7,25,34,248,166,246,242,161,83,1212,16,44,50,382,244,205,197,103,53,1294,3,4,24,168,106,88,54,13,8,472,3,3,13,59,10,10,7,3,3,110,3,0,10,76,29,14,41,25,6,204
SED10073,3,8,76,179,78,52,25,10,4,430,0,0,0,5,3,3,4,6,3,30,0,3,13,21,7,7,0,0,0,50,37,85,111,760,229,219,167,121,56,1782,111,110,299,676,234,215,167,132,93,2038,2797,4163,6660,16244,5643,5101,3388,2246,1388,47630,0,3,7,71,41,38,20,5,0,185,4832,6966,6841,9572,4144,3500,2303,1533,1187,40879,4,13,100,249,18,4,3,0,0,400,0,0,0,13,16,17,13,3,0,63,0,0,10,24,9,8,5,0,0,57,3,6,20,76,19,19,12,3,0,157,0,0,4,35,21,26,29,13,4,133,122,303,2671,6342,1791,1453,776,485,158,14098,0,0,3,25,23,46,54,44,12,207,3,10,3,59,35,52,57,51,21,294,23,69,77,393,259,270,230,156,71,1548,3,4,15,118,51,46,43,14,3,291,0,8,9,62,12,11,9,4,0,120,3,7,13,103,29,18,53,27,22,277
SED10074,3,0,8,82,36,45,12,3,0,195,0,0,0,0,7,4,3,4,0,19,0,0,0,21,3,0,4,0,0,36,16,77,87,447,191,189,156,89,45,1305,154,175,198,728,234,251,219,166,94,2221,3196,5131,4334,13615,5054,4553,3699,2100,1022,42709,0,7,29,108,41,25,21,11,0,238,5658,8595,6375,11299,4781,3992,3421,1817,886,46818,5,20,25,226,60,44,9,3,0,394,0,0,3,16,22,11,4,8,0,68,0,0,3,14,0,9,0,0,0,28,0,8,8,36,28,9,14,3,3,110,3,0,3,49,42,30,36,14,3,174,9,46,150,1011,485,448,195,126,42,2505,0,3,4,19,49,34,57,66,11,241,9,14,13,64,25,43,70,32,15,284,15,77,45,243,305,296,355,230,94,1667,0,11,44,245,154,156,70,28,11,714,0,3,3,15,13,14,13,6,3,72,3,3,13,33,21,14,97,45,19,248
SED10075,0,3,0,30,16,17,4,3,0,79,0,0,0,4,31,20,28,22,9,121,0,0,0,12,5,5,0,0,0,15,3,15,15,144,152,199,149,148,67,898,87,198,216,503,341,354,337,217,83,2331,2463,5294,5038,10157,5595,5260,4228,2547,952,41538,0,0,0,0,0,0,0,0,0,4,4902,10106,9457,16489,7573,6285,4493,2301,801,62403,0,0,3,9,6,3,0,0,0,27,0,0,9,30,25,21,18,8,4,113,0,0,0,9,10,3,3,0,0,29,0,3,4,30,11,14,6,0,0,72,0,0,3,42,54,30,73,27,6,236,3,7,21,97,29,21,15,6,0,208,0,0,0,18,32,43,50,63,8,215,0,6,0,19,6,14,14,3,0,76,10,76,60,330,888,928,1028,697,186,4210,0,0,0,24,8,13,6,0,0,60,0,0,0,7,14,14,9,3,4,49,0,0,3,24,49,136,209,136,57,611
SED10076,0,0,3,20,4,3,0,0,0,32,0,3,0,7,3,13,22,8,3,57,0,3,0,3,0,7,4,0,0,15,0,4,13,80,67,69,102,70,23,425,90,210,231,501,390,451,491,320,183,2865,1714,3809,3233,6722,4436,5578,5529,3081,1341,35448,0,0,0,0,0,0,0,0,0,3,3323,7174,5938,10881,6578,8234,7417,3940,1566,55041,0,0,0,17,0,0,0,0,0,16,0,0,0,0,0,3,0,8,0,16,0,0,0,8,0,0,3,0,0,12,0,0,3,21,11,19,14,3,0,73,0,0,0,3,8,16,24,7,3,57,0,12,15,57,41,12,16,8,4,156,0,0,0,3,19,20,58,39,0,139,0,0,0,7,0,10,16,4,3,47,3,45,35,168,449,612,1048,576,188,3126,0,0,0,14,14,8,5,0,3,47,3,0,0,6,9,10,3,9,0,37,0,0,0,13,33,71,156,91,37,412
