SA2_MAINCODE_2016,P_Greece_0_4,P_Greece_5_14,P_Greece_15_24,P_Greece_25_44,P_Greece_45_54,P_Greece_55_64,P_Greece_65_74,P_Greece_75_84,P_Greece_85ov,P_Greece_Tot,P_Hong_Kong_0_4,P_Hong_Kong_5_14,P_Hong_Kong_15_24,P_Hong_Kong_25_44,P_Hong_Kong_45_54,P_Hong_Kong_55_64,P_Hong_Kong_65_74,P_Hong_Kong_75_84,P_Hong_Kong_85ov,P_Hong_Kong_Tot,P_India_0_4,P_India_5_14,P_India_15_24,P_India_25_44,P_India_45_54,P_India_55_64,P_India_65_74,P_India_75_84,P_India_85ov,P_India_Tot,P_Indonesia_0_4,P_Indonesia_5_14,P_Indonesia_15_24,P_Indonesia_25_44,P_Indonesia_45_54,P_Indonesia_55_64,P_Indonesia_65_74,P_Indonesia_75_84,P_Indonesia_85ov,P_Indonesia_Tot,P_Iran_0_4,P_Iran_5_14,P_Iran_15_24,P_Iran_25_44,P_Iran_45_54,P_Iran_55_64,P_Iran_65_74,P_Iran_75_84,P_Iran_85ov,P_Iran_Tot,P_Iraq_0_4,P_Iraq_5_14,P_Iraq_15_24,P_Iraq_25_44,P_Iraq_45_54,P_Iraq_55_64,P_Iraq_65_74,P_Iraq_75_84,P_Iraq_85ov,P_Iraq_Tot,P_Ireland_0_4,P_Ireland_5_14,P_Ireland_15_24,P_Ireland_25_44,P_Ireland_45_54,P_Ireland_55_64,P_Ireland_65_74,P_Ireland_75_84,P_Ireland_85ov,P_Ireland_Tot,P_Italy_0_4,P_Italy_5_14,P_Italy_15_24,P_Italy_25_44,P_Italy_45_54,P_Italy_55_64,P_Italy_65_74,P_Italy_75_84,P_Italy_85ov,P_Italy_Tot,P_Japan_0_4,P_Japan_5_14,P_Japan_15_24,P_Japan_25_44,P_Japan_45_54,P_Japan_55_64,P_Japan_65_74,P_Japan_75_84,P_Japan_85ov,P_Japan_Tot,P_Korea_South_0_4,P_Korea_South_5_14,P_Korea_South_15_24,P_Korea_South_25_44,P_Korea_South_45_54,P_Korea_South_55_64,P_Korea_South_65_74,P_Korea_South_75_84,P_Korea_South_85ov,P_Korea_South_Tot,P_Lebanon_0_4,P_Lebanon_5_14,P_Lebanon_15_24,P_Lebanon_25_44,P_Lebanon_45_54,P_Lebanon_55_64,P_Lebanon_65_74,P_Lebanon_75_84,P_Lebanon_85ov,P_Lebanon_Tot,P_Malaysia_0_4,P_Malaysia_5_14,P_Malaysia_15_24,P_Malaysia_25_44,P_Malaysia_45_54,P_Malaysia_55_64,P_Malaysia_65_74,P_Malaysia_75_84,P_Malaysia_85ov,P_Malaysia_Tot,P_Malta_0_4,P_Malta_5_14,P_Malta_15_24,P_Malta_25_44,P_Malta_45_54,P_Malta_55_64,P_Malta_65_74,P_Malta_75_84,P_Malta_85ov,P_Malta_Tot,P_Mauritius_0_4,P_Mauritius_5_14,P_Mauritius_15_24,P_Mauritius_25_44,P_Mauritius_45_54,P_Mauritius_55_64,P_Mauritius_65_74,P_Mauritius_75_84,P_Mauritius_85ov,P_Mauritius_Tot,P_Myanmar_0_4,P_Myanmar_5_14,P_Myanmar_15_24,P_Myanmar_25_44,P_Myanmar_45_54,P_Myanmar_55_64,P_Myanmar_65_74,P_Myanmar_75_84,P_Myanmar_85ov,P_Myanmar_Tot,P_Nepal_0_4,P_Nepal_5_14,P_Nepal_15_24,P_Nepal_25_44,P_Nepal_45_54,P_Nepal_55_64,P_Nepal_65_74,P_Nepal_75_84,P_Nepal_85ov,P_Nepal_Tot,P_Netherlands_0_4,P_Netherlands_5_14,P_Netherlands_15_24,P_Netherlands_25_44,P_Netherlands_45_54,P_Netherlands_55_64,P_Netherlands_65_74,P_Netherlands_75_84,P_Netherlands_85ov,P_Netherlands_Tot,P_New_Zealand_0_4,P_New_Zealand_5_14,P_New_Zealand_15_24,P_New_Zealand_25_44,P_New_Zealand_45_54,P_New_Zealand_55_64,P_New_Zealand_65_74,P_New_Zealand_75_84,P_New_Zealand_85ov,P_New_Zealand_Tot,P_Nthern_Ireland_0_4,P_Nthern_Ireland_5_14,P_Nthern_Ireland_15_24,P_Nthern_Ireland_25_44,P_Nthern_Ireland_45_54,P_Nthern_Ireland_55_64,P_Nthern_Ireland_65_74,P_Nthern_Ireland_75_84,P_Nthern_Ireland_85ov,P_Nthern_Ireland_Tot,P_Pakistan_0_4,P_Pakistan_5_14,P_Pakistan_15_24,P_Pakistan_25_44,P_Pakistan_45_54,P_Pakistan_55_64,P_Pakistan_65_74,P_Pakistan_75_84,P_Pakistan_85ov,P_Pakistan_Tot
107011547,0,0,0,0,0,9,11,16,7,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,6,4,10,3,0,0,0,0,26,0,0,0,0,0,0,0,3,0,8,0,0,0,0,3,6,14,17,9,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,4,0,5,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,10,4,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,4,6,3,0,17,0,0,7,3,8,10,5,3,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107021135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107031136,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,3,3,4,0,24,0,0,0,3,0,3,0,0,0,5,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,5,3,3,0,23,0,0,0,0,9,9,12,9,0,51,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,3,0,0,0,0,0,9,0,0,0,3,4,6,11,3,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,18,16,10,57,0,3,10,36,26,20,11,3,0,110,0,0,0,0,3,3,3,0,0,10,0,0,0,6,5,0,0,0,0,14
107031137,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,3,0,3,7,17,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,10,3,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,9,20,16,6,52,0,6,3,19,11,10,9,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3
107031138,0,0,0,0,0,3,6,8,3,14,0,0,0,3,0,5,0,0,0,6,0,0,0,4,3,0,0,0,0,7,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,3,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,13,8,3,5,3,0,40,0,0,0,0,4,16,12,5,5,40,0,0,3,0,0,3,0,0,0,6,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,4,0,0,0,7,0,0,0,0,0,3,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,12,8,0,33,0,5,8,34,25,29,20,5,0,125,0,0,0,0,0,3,4,4,0,20,0,0,0,0,0,0,0,0,0,0
107031139,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,7,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,10,0,0,0,0,0,5,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,9,3,0,15,0,11,6,28,13,13,4,6,3,87,0,0,0,0,0,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0
107031140,0,0,0,0,0,0,0,4,0,4,0,3,0,0,0,0,0,0,0,9,0,0,0,7,3,3,3,0,0,15,0,3,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,11,8,4,3,30,0,0,0,0,3,6,5,12,3,32,0,3,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,4,3,0,8,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,0,20,0,6,3,37,25,23,12,3,0,109,0,0,0,3,3,3,3,3,0,13,0,0,0,0,0,0,0,0,0,0
107031141,0,0,0,0,4,7,6,9,0,16,0,0,0,7,4,0,0,0,0,15,0,3,9,34,13,3,5,3,0,76,0,0,0,3,0,0,4,0,0,6,0,0,0,6,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,4,0,12,8,3,4,6,0,47,0,0,0,3,22,27,21,14,7,99,0,5,0,6,3,0,0,0,0,9,0,5,0,11,0,0,0,0,0,20,0,0,0,6,0,4,0,0,0,12,0,0,0,8,0,3,0,0,0,13,0,0,0,0,5,31,34,10,3,89,0,0,0,3,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,8,16,3,0,39,0,9,12,73,29,28,11,4,0,171,0,0,0,0,3,7,3,3,0,12,0,3,0,13,4,0,0,0,0,13
107031142,0,0,0,0,0,5,3,3,0,16,0,0,0,0,0,6,0,0,0,5,3,0,3,24,0,3,0,0,0,37,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,0,0,0,0,3,0,3,0,0,14,0,0,0,3,6,17,15,14,5,64,0,0,0,0,0,0,0,0,0,5,0,0,4,6,0,0,0,3,0,19,0,0,0,0,0,4,0,0,0,5,0,0,3,6,0,0,0,0,0,10,0,0,0,0,0,15,12,4,7,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,16,9,8,38,0,0,10,21,17,22,13,0,0,79,0,0,0,0,0,0,0,4,0,8,0,0,3,4,3,0,0,0,0,10
107031143,0,0,0,3,4,19,11,18,6,58,0,0,0,0,0,3,0,0,0,3,3,0,0,21,3,6,4,3,0,36,0,0,0,7,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,6,0,3,0,4,4,0,0,0,0,8,0,0,0,8,4,4,8,12,0,41,0,0,0,7,13,31,60,55,18,175,0,0,0,0,3,0,0,0,0,7,0,0,0,0,8,0,0,0,0,6,0,0,0,3,3,8,5,0,0,27,0,0,5,12,3,0,0,0,0,19,0,0,0,3,3,22,49,15,0,93,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,13,31,16,13,84,0,5,9,55,46,39,19,5,0,187,0,0,0,3,4,3,7,6,0,25,0,0,0,0,0,0,4,0,0,5
107041144,0,0,0,3,5,15,15,19,13,72,0,0,12,9,0,3,5,0,0,29,0,5,36,80,14,5,11,6,3,172,3,5,5,26,3,0,4,0,0,46,4,3,4,40,3,8,0,3,0,66,11,32,11,45,9,4,0,0,0,113,0,4,3,6,4,3,7,4,0,45,0,0,0,11,31,94,147,205,86,577,0,0,3,4,0,0,3,0,0,12,0,0,8,16,3,0,3,0,0,32,0,4,3,15,22,11,11,3,9,80,0,0,15,10,4,6,4,3,0,44,0,3,0,0,0,3,3,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,16,0,0,3,4,0,0,0,0,0,10,0,0,0,0,4,6,30,36,12,95,0,12,13,61,30,34,13,12,4,182,0,0,0,4,3,4,8,3,3,24,0,0,4,27,0,3,0,0,0,40
107041145,0,0,0,3,3,13,10,5,5,43,0,0,0,0,0,0,0,0,0,0,0,0,7,38,3,10,5,3,0,71,0,0,0,6,3,3,0,0,0,18,0,0,5,7,0,3,0,0,0,21,0,9,0,6,0,0,0,0,0,22,0,3,0,12,3,3,10,8,3,40,0,0,0,3,16,28,65,81,40,242,0,0,3,8,3,3,0,0,0,14,0,3,3,8,3,6,0,0,0,20,0,0,0,9,13,8,8,0,5,49,0,0,0,4,3,5,3,0,0,21,0,0,0,0,4,7,0,3,0,11,0,0,0,0,3,3,0,0,0,3,3,0,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,4,0,3,5,10,32,23,4,86,0,6,22,74,50,24,20,8,6,202,0,3,0,3,3,5,0,5,3,20,0,0,3,12,3,3,0,0,0,20
107041146,0,4,0,0,3,26,34,30,9,100,0,0,14,7,15,10,0,0,0,45,3,10,50,126,26,7,14,5,0,245,0,4,7,30,3,0,0,0,0,50,0,5,7,41,7,8,0,7,3,78,3,8,8,16,0,3,0,0,0,39,0,10,0,16,4,7,9,8,0,54,0,0,3,7,16,44,64,76,23,242,0,3,4,16,5,4,0,0,0,35,0,0,6,21,11,0,0,0,0,41,0,0,0,13,17,9,5,0,0,51,0,4,47,16,11,7,5,5,0,95,0,0,0,0,0,6,6,3,3,15,0,0,0,0,0,3,3,0,0,4,0,3,6,17,0,3,3,0,0,32,0,0,0,4,0,0,0,0,0,4,0,0,0,11,4,10,29,17,9,84,0,22,34,73,44,31,14,0,0,227,0,0,0,0,3,7,3,0,0,14,0,3,14,31,3,0,0,0,0,59
107041147,0,0,0,0,0,3,0,3,0,6,0,0,0,3,0,0,0,0,0,0,0,5,3,14,5,6,0,0,0,34,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,0,3,3,0,23,0,3,0,3,0,0,4,4,0,25,0,0,0,7,3,0,0,0,0,9,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,0,0,0,0,8,0,0,0,0,0,3,3,3,0,9,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,0,0,21,0,3,0,28,27,25,4,4,0,94,0,0,0,3,0,0,3,0,0,7,0,0,0,0,0,3,0,0,0,3
107041148,0,0,0,0,0,6,3,0,3,11,0,0,0,0,0,0,0,0,0,4,0,3,3,6,3,0,0,3,0,23,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,4,0,15,11,7,3,0,6,49,0,0,0,4,3,11,11,8,0,32,0,0,0,3,3,3,0,0,0,11,0,0,0,8,3,0,0,0,0,11,0,0,0,0,0,0,3,0,0,5,0,3,0,3,0,0,0,0,0,10,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,8,10,3,0,42,3,9,8,49,54,41,19,6,0,179,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0
107041150,0,0,0,0,4,0,7,9,3,23,0,0,0,5,0,4,0,0,0,12,3,3,0,17,6,7,5,5,4,46,0,0,3,8,0,0,6,0,0,20,0,0,0,3,0,0,0,0,0,5,0,0,0,6,3,4,0,0,0,15,0,16,0,24,13,6,4,3,0,74,0,0,0,3,8,19,12,21,10,78,0,0,3,4,3,3,0,0,0,18,0,0,0,5,0,0,0,0,0,12,0,0,0,0,4,4,4,3,0,25,0,0,3,8,10,3,0,0,0,17,0,0,0,3,4,3,4,3,4,22,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,3,0,3,0,6,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,19,38,25,14,93,0,13,9,87,50,37,18,12,3,215,0,0,0,0,3,0,9,3,0,15,0,0,0,6,3,3,0,0,0,8
107041548,0,0,3,0,6,17,12,17,12,70,0,0,7,8,0,8,0,0,0,33,0,8,51,113,12,10,7,3,0,204,3,0,6,9,3,6,4,0,0,27,0,0,11,71,8,4,0,0,0,93,0,3,8,26,14,5,0,3,0,55,0,0,0,3,5,0,3,3,0,16,0,0,4,20,11,31,44,42,19,168,3,3,3,22,3,3,0,0,0,38,0,0,8,30,5,0,0,0,0,50,0,0,0,6,8,4,0,3,0,27,0,3,33,15,3,3,0,0,0,57,0,0,0,0,3,4,7,3,0,11,0,0,0,0,0,0,0,0,0,3,0,3,5,18,4,0,0,0,0,32,0,0,0,19,0,0,0,0,0,22,0,0,4,3,3,6,20,12,3,45,0,4,22,55,20,23,18,7,3,154,0,0,0,8,0,0,4,3,0,22,0,5,16,13,4,0,0,0,0,39
107041549,0,0,0,3,4,24,37,58,17,145,0,0,20,21,6,10,0,0,0,48,9,36,88,236,13,9,6,8,0,407,3,0,18,32,12,4,0,0,0,66,4,9,18,59,3,4,0,0,0,95,6,21,17,58,15,0,3,0,0,126,0,14,3,4,5,0,3,4,0,35,0,0,3,9,13,19,27,49,11,137,0,0,10,4,0,0,3,0,0,24,0,5,18,24,9,3,0,0,0,68,0,0,3,9,16,20,4,4,5,57,3,6,50,18,4,5,0,0,0,92,0,0,0,0,3,0,0,4,0,12,0,0,0,0,0,0,0,0,0,0,0,3,18,50,15,6,8,0,0,95,0,0,3,17,0,0,0,0,0,26,0,0,0,3,0,6,17,4,3,35,0,13,21,53,19,22,14,13,0,162,0,3,0,0,0,4,3,3,0,11,0,0,25,41,0,0,0,0,0,70
108011151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,10,0,0,3,6,20,15,16,3,0,68,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0
108011152,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,7,0,0,3,7,0,0,3,3,0,21,0,3,0,3,3,0,0,3,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,8,3,7,0,27,0,0,0,7,0,3,9,14,3,43,0,0,0,0,0,0,0,0,0,3,0,0,3,7,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,3,0,9,0,0,0,0,0,3,10,3,0,19,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,26,16,8,56,0,4,0,22,19,41,41,14,5,151,0,0,0,0,0,3,5,0,0,12,0,0,0,0,0,0,0,0,0,0
108011153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,3,7,0,5,3,0,15,0,0,0,0,0,3,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,4,0,0,10,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,17,9,3,34,0,3,0,19,14,19,19,7,0,78,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0
108011154,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,10,0,0,0,0,3,18,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,13,0,0,0,0,0,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,7,0,0,0,0,0,3,6,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,3,7,6,3,24,0,0,0,4,4,19,14,8,8,55,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,3
108021155,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,3,0,26,0,3,5,3,0,38,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,8,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,4,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,4,3,8,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0,12,8,0,22,0,0,3,25,20,24,14,3,0,90,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3
108021156,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,11,0,0,0,5,0,0,4,0,0,4,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,10,0,0,0,0,0,3,3,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,0,3,23,0,0,3,28,27,46,13,10,0,118,0,0,0,0,0,0,3,0,0,3,0,3,0,0,3,0,0,0,0,9
108021157,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,4,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,4,4,0,0,10,0,0,0,12,11,13,12,3,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108021158,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,4,0,0,0,6,0,0,3,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,9,0,0,0,0,3,0,10,0,0,17,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,3,6,30,0,0,5,15,19,29,13,16,6,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108021159,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,6,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,8,0,0,17,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,8,8,0,25,0,0,0,10,22,34,13,0,0,82,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
108021160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,17,0,3,0,6,10,12,16,3,0,55,0,0,0,0,5,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0
