SA2_MAINCODE_2016,O_OR_DS_Sep_house,O_OR_DS_SemiD_ro_or_tce_h_th,O_OR_DS_Flat_apart,O_OR_DS_Oth_dwell,O_OR_DS_not_stated,O_OR_Total,O_MTG_DS_Sep_house,O_MTG_DS_SemiD_ro_or_tce_h_th,O_MTG_DS_Flat_apart,O_MTG_DS_Oth_dwell,O_MTG_DS_not_stated,O_MTG_Total,R_RE_Agt_DS_Sep_house,R_RE_Ag_DS_SemD_ro_or_tc_h_th,R_RE_Agt_DS_Flat_apart,R_RE_Agt_DS_Oth_dwell,R_RE_Agt_DS_not_stated,R_RE_Agt_Total,R_ST_h_auth_DS_Sep_house,R_ST_h_au_DS_SD_ro_or_tc_h_th,R_ST_h_auth_DS_Flat_apart,R_ST_h_auth_DS_Oth_dwell,R_ST_h_auth_DS_not_stated,R_ST_h_auth_Total,R_Psn_not_in_s_hh_DS_Sep_hous,R_P_not_in_s_h_DS_SD_ro_t_h_t,R_P_not_in_s_hh_DS_Flat_apart,R_Psn_not_in_s_hh_DS_Oth_dwel,R_Psn_not_in_s_hh_DS_NS,R_Psn_not_in_s_hh_Total,R_Hs_cop_cty_ch_gp_DS_Sp_ho,R_Hs_c_ct_ch_g_DS_SD_ro_t_h_t,R_Hse_cp_cty_ch_g_DS_Flt_apt,R_Hs_cop_cty_ch_gp_DS_Ot_dwel,R_Hse_coop_cty_ch_gp_DS_NS,R_Hse_coop_cty_ch_gp_Total,R_Ot_landld_typ_DS_Sep_house,R_O_LLd_typ_DS_SD_ro_tc_h_th,R_Ot_LLd_typ_DS_Flat_apart,R_Ot_landld_typ_DS_Oth_dwell,R_Ot_landld_typ_DS_not_stated,R_Ot_landld_typ_Total,R_Landld_typ_NS_DS_Sep_house,R_Ld_typ_NS_DS_SD_ro_tce_h_th,R_LLd_typ_NS_DS_Flat_apart,R_Landld_typ_NS_DS_Oth_dwell,R_Landld_typ_NS_DS_not_stated,R_Landld_typ_NS_Total,R_Tot_DS_Sep_house,R_Tot_DS_SemiD_ro_or_tce_h_th,R_Tot_DS_Flat_apart,R_Tot_DS_Oth_dwell,R_Tot_DS_not_stated,R_Tot_Total,Oth_ten_type_DS_Sep_house,Oth_ten_ty_DS_SD_ro_tce_h_th,Oth_ten_type_DS_Flat_apart,Oth_ten_type_DS_Oth_dwell,Oth_ten_type_DS_not_stated,Oth_ten_type_Total,Ten_type_NS_DS_Sep_house,Ten_ty_NS_DS_SD_ro_tce_h_t,Ten_ty_NS_DS_Flat_apart,Ten_type_NS_DS_Oth_dwell,Ten_type_NS_DS_not_stated,Ten_type_NS_Total,Total_DS_Sep_house,Total_DS_SemiD_ro_or_tce_h_th,Total_DS_Flat_apart,Total_DS_Oth_dwell,Total_DS_not_stated,Total_Total
108011153,1011,11,3,106,3,1136,694,5,3,6,0,718,170,7,4,0,0,185,0,0,0,0,0,0,128,7,4,6,0,153,0,0,0,0,0,0,17,0,0,9,0,33,13,0,0,0,0,20,328,19,15,23,0,387,23,0,0,0,0,27,66,0,0,9,0,79,2127,38,25,147,9,2338
108011154,859,369,131,21,11,1397,332,58,44,3,6,440,114,106,233,3,4,462,4,46,51,0,0,106,76,40,47,0,0,161,0,15,3,0,0,25,5,7,9,6,0,26,5,3,3,0,0,18,212,224,339,17,9,795,7,10,0,0,3,26,57,32,22,5,0,126,1462,703,539,50,25,2784
108021155,1754,27,17,12,12,1827,1407,11,4,0,10,1429,522,72,95,15,0,711,226,22,50,0,0,303,307,16,9,3,6,349,52,12,17,0,0,87,29,9,3,16,0,63,33,3,0,0,0,38,1176,137,176,31,14,1541,17,0,0,0,0,17,161,10,7,6,15,201,4520,185,205,52,44,5015
108021156,1564,13,11,19,27,1633,968,11,6,9,17,1002,256,26,16,3,5,299,4,4,0,0,0,9,248,3,4,3,3,265,8,0,0,0,0,8,20,0,0,3,4,30,41,0,0,3,4,45,588,38,22,8,14,670,28,3,0,0,3,29,96,7,0,0,11,118,3237,62,33,37,76,3448
108021157,751,11,27,50,0,839,446,3,3,3,0,459,162,27,18,5,0,214,51,0,16,0,0,64,115,10,5,6,0,137,10,0,8,0,0,20,7,0,0,9,3,23,6,0,0,0,0,14,361,32,49,26,5,470,11,0,7,0,0,12,63,3,3,3,0,66,1629,54,79,80,12,1851
108021158,991,43,70,187,0,1298,463,17,16,6,0,506,291,57,195,6,4,554,135,9,35,0,0,180,112,13,28,3,3,159,21,31,12,0,0,63,20,3,3,26,0,60,13,3,0,0,0,13,589,120,268,37,7,1023,19,5,8,0,0,30,62,6,23,13,0,114,2126,192,382,250,11,2968
108021159,1338,3,0,20,6,1374,856,6,0,3,4,868,177,20,0,0,0,198,18,4,0,0,0,24,185,4,3,9,0,202,23,3,0,0,0,32,28,3,0,3,0,33,35,0,0,0,0,36,467,31,5,12,0,518,22,0,0,0,0,22,83,0,0,0,0,81,2763,41,5,38,17,2864
108021160,979,76,64,23,0,1136,405,12,20,3,3,443,256,67,75,0,0,401,3,8,3,0,0,17,84,10,11,0,3,110,7,4,0,0,0,5,6,0,3,0,0,8,5,0,0,0,0,6,368,90,90,3,8,556,8,4,0,0,0,13,33,3,11,0,0,47,1795,181,186,27,13,2200
108031161,48,0,0,0,0,48,29,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,17,0,0,0,0,0,0,19,0,0,0,0,19,7,0,0,0,0,7,42,0,0,0,0,42,3,0,0,0,0,3,13,0,0,0,0,13,132,0,0,0,0,132
108041162,2903,290,58,271,12,3534,1543,40,11,9,3,1612,528,134,127,17,11,812,12,4,42,0,0,56,235,35,26,8,4,310,10,18,0,0,5,32,23,7,0,62,0,97,20,6,0,0,0,29,820,202,198,93,14,1322,23,78,0,3,0,113,162,38,12,26,4,237,5455,650,277,403,44,6814
108041163,3440,514,332,17,14,4323,2613,243,165,0,5,3027,1034,482,694,3,8,2223,56,105,117,0,0,279,290,110,155,3,8,558,27,18,16,0,0,59,38,19,24,11,0,89,26,8,19,0,0,57,1471,741,1029,19,14,3268,75,61,21,0,0,161,151,59,79,3,3,300,7747,1624,1620,41,39,11078
108041164,1775,502,349,165,9,2797,1258,204,98,12,5,1572,612,329,339,5,6,1299,160,162,145,0,3,476,193,82,64,3,5,353,18,42,18,0,0,83,18,16,17,25,0,78,15,9,10,0,0,31,1014,644,601,33,20,2306,25,81,146,4,0,247,90,77,73,13,6,257,4156,1500,1260,221,43,7181
108041165,754,0,0,3,20,785,639,0,3,0,9,656,96,0,0,0,0,101,0,0,0,0,0,0,154,0,3,0,3,162,0,0,0,0,0,0,14,0,0,0,9,24,30,0,0,0,0,30,287,0,3,0,14,311,21,0,0,0,0,21,44,0,0,0,7,53,1749,5,8,15,53,1825
108041166,1484,43,32,4,7,1567,1261,19,6,6,3,1290,344,128,23,7,0,508,106,24,20,0,0,150,201,18,3,7,3,238,9,4,6,0,0,18,12,0,3,3,0,14,20,0,0,0,0,23,690,180,59,19,0,952,13,0,26,0,0,38,90,6,6,0,0,109,3545,248,125,29,9,3957
108051167,978,5,6,16,9,1006,429,0,0,3,4,437,204,11,27,9,0,253,37,0,5,0,0,42,136,4,7,3,0,154,0,0,6,0,0,3,20,3,3,0,0,29,22,0,0,0,0,22,423,19,52,11,4,500,11,0,0,0,0,11,58,3,3,6,0,71,1893,25,59,38,10,2029
108051168,1634,178,58,81,14,1953,1042,35,12,5,8,1102,395,144,89,12,18,659,3,0,0,0,0,3,140,22,13,3,0,184,0,6,3,0,0,10,11,0,0,11,0,23,17,4,3,4,0,22,570,175,101,25,16,898,29,63,0,3,0,106,64,22,4,3,3,96,3342,476,181,113,46,4160
108051169,2658,222,58,13,18,2968,1908,45,20,4,9,1978,980,235,307,9,4,1535,317,61,125,3,3,512,315,48,44,3,10,415,37,59,41,0,0,137,27,19,10,26,6,81,25,5,9,3,0,40,1706,422,529,44,23,2720,30,32,4,0,3,67,192,45,29,8,13,290,6497,762,632,73,58,8027
108051170,2346,67,3,89,7,2524,1243,18,3,12,10,1278,356,66,14,0,3,438,0,0,0,0,0,0,285,6,0,3,0,306,6,0,0,0,0,6,28,0,0,20,0,51,41,0,0,0,0,39,720,73,15,28,5,836,36,0,0,0,0,36,112,9,0,8,4,132,4467,172,20,135,27,4810
108051171,857,30,9,3,3,899,593,3,3,7,4,614,195,43,34,4,3,274,48,3,4,0,0,54,104,5,3,0,0,111,12,3,0,0,0,13,3,0,0,0,0,4,11,0,0,0,0,14,372,54,42,5,3,473,11,0,0,0,0,8,43,5,3,0,0,58,1879,99,57,14,9,2059
109011172,1358,61,7,7,3,1432,2080,56,5,0,3,2143,742,346,47,0,3,1142,73,3,0,0,0,77,194,36,9,0,5,237,6,3,0,0,0,14,45,3,4,3,0,57,8,4,0,0,0,7,1077,389,61,3,8,1532,86,4,0,0,3,89,83,12,10,0,0,106,4681,523,76,18,14,5304
109011173,1039,64,0,4,0,1112,1165,40,0,0,7,1211,485,295,10,3,3,791,170,36,0,0,6,210,156,35,0,0,0,190,10,16,0,0,0,26,13,7,0,3,0,20,9,0,0,0,0,12,842,387,10,3,14,1250,29,0,0,0,0,26,97,21,3,0,0,121,3171,510,13,14,17,3722
109011174,1231,162,17,4,0,1411,931,111,9,0,0,1048,407,524,115,8,0,1057,102,94,8,0,0,199,108,81,4,4,0,203,7,29,0,0,3,34,6,6,0,0,0,22,14,5,0,0,0,23,645,735,129,16,10,1538,40,4,0,0,0,49,66,38,11,0,0,121,2915,1051,167,19,13,4161
109011175,1646,7,3,4,6,1674,1518,7,0,3,13,1538,200,18,9,5,5,234,7,0,11,0,0,18,276,3,4,3,0,289,5,3,0,0,0,12,62,3,4,7,0,74,45,3,0,0,0,46,602,29,33,12,4,675,34,5,0,0,0,43,121,7,7,0,3,131,3920,48,40,26,28,4064
109011176,1580,177,3,20,5,1791,1523,117,7,0,0,1650,739,720,88,0,6,1553,156,44,3,0,3,202,244,98,11,3,3,357,36,22,0,0,0,55,13,8,3,14,0,40,17,3,0,0,0,19,1200,893,110,14,15,2234,32,4,0,0,0,39,118,48,4,3,3,176,4450,1242,124,46,21,5886
109021177,455,0,0,3,0,458,229,3,0,3,6,241,76,5,32,0,3,116,31,4,3,0,0,30,106,3,8,0,0,111,0,0,0,0,0,0,36,0,10,0,0,46,22,0,3,0,0,27,258,17,52,0,4,336,14,0,0,0,0,15,51,0,3,3,0,58,1003,27,51,14,9,1105
109021178,745,3,21,39,7,812,681,0,5,3,3,697,119,12,47,0,0,184,38,0,0,0,0,36,147,8,8,6,0,170,46,7,12,0,0,70,41,5,3,8,3,61,16,0,3,3,0,26,403,30,80,20,4,539,9,0,0,4,0,16,71,0,6,4,7,90,1910,38,115,69,16,2147
109021179,518,3,3,11,3,541,287,0,0,3,3,298,42,4,12,0,0,57,17,3,8,0,0,29,119,7,0,5,3,137,9,0,3,0,0,13,74,0,10,7,3,94,19,0,0,0,0,18,282,12,31,14,8,346,23,0,0,3,0,23,40,0,0,5,0,45,1145,22,41,28,13,1254
109031180,857,41,22,21,4,939,603,15,4,3,0,625,217,39,72,3,4,333,28,0,0,0,0,28,135,10,13,0,0,153,6,10,3,0,0,16,8,0,0,0,0,14,8,0,0,0,0,13,408,50,92,3,3,558,11,3,4,0,0,16,66,5,9,0,3,89,1939,118,130,35,11,2232
109031181,1050,34,39,41,7,1164,762,3,14,3,0,784,174,19,54,0,0,247,3,0,0,0,0,6,146,4,21,4,0,174,0,0,0,0,0,0,46,0,3,9,0,58,33,0,3,0,0,37,403,26,82,11,3,517,23,10,0,0,0,35,76,3,6,0,0,83,2306,69,139,56,7,2586
109031182,1040,6,43,21,11,1118,831,3,6,0,9,848,340,29,116,8,0,495,76,11,17,0,9,110,136,3,19,3,3,160,12,0,3,0,0,17,24,0,5,3,0,31,12,0,8,0,0,19,598,48,166,11,17,837,10,0,0,0,0,6,77,6,16,0,0,91,2555,57,232,28,33,2906
109031183,1121,21,12,34,3,1188,644,5,4,4,0,660,79,6,22,0,4,112,4,0,8,0,0,9,198,12,12,4,3,233,30,0,4,0,0,34,115,7,3,0,4,123,57,0,0,0,0,56,472,25,46,9,10,565,44,0,0,3,0,49,80,5,7,0,9,98,2362,55,65,50,23,2561
109031184,775,50,32,32,3,896,665,8,14,0,3,688,241,24,82,4,3,348,7,0,0,0,0,8,75,0,7,6,0,100,3,4,8,0,0,16,14,5,0,8,0,31,8,0,0,3,0,6,347,35,104,20,3,513,3,23,8,3,0,45,45,6,10,4,0,66,1843,126,169,64,6,2204
109031185,1518,23,26,65,3,1626,944,9,3,8,4,972,255,26,60,5,0,359,21,3,7,0,0,29,269,20,18,10,0,318,8,11,17,0,0,34,105,9,6,17,0,137,41,0,3,0,0,51,702,78,108,37,4,927,26,0,0,7,0,33,133,3,11,11,3,159,3323,103,148,129,12,3718
110011186,2445,90,18,9,14,2583,2023,48,16,0,3,2091,1168,540,251,6,21,1987,255,94,111,0,0,455,366,53,45,3,10,481,53,11,35,0,0,98,51,6,3,4,4,70,33,9,0,3,0,43,1930,710,447,20,33,3140,43,3,9,0,6,63,148,30,24,5,8,211,6590,888,503,35,67,8089
110011187,676,3,3,3,4,688,408,3,0,6,4,416,149,8,16,0,0,178,9,0,0,0,0,16,141,3,4,0,0,152,8,0,0,0,0,9,70,0,0,0,0,67,39,0,0,0,0,36,419,13,26,3,0,463,14,0,0,0,0,19,41,0,0,0,0,40,1555,21,29,6,14,1628
110011188,936,4,0,10,6,955,745,0,0,3,3,762,154,7,24,0,0,179,15,0,3,0,0,22,150,0,8,0,0,161,0,0,0,0,0,0,54,0,0,3,0,55,33,0,0,0,0,37,408,8,29,6,4,454,28,0,0,0,0,28,55,3,3,0,3,59,2168,15,33,21,20,2263
110011189,583,0,4,7,9,606,250,0,0,3,7,263,49,0,9,0,0,60,25,0,3,0,3,31,97,0,6,0,0,97,4,0,0,0,0,3,63,0,0,3,0,66,40,0,0,0,0,45,272,0,18,5,7,305,17,0,0,0,0,19,49,0,0,0,0,53,1170,3,24,13,21,1239
110021190,1409,3,9,24,18,1465,875,3,0,3,13,891,385,22,61,0,3,478,58,3,0,0,5,69,204,0,19,3,0,227,18,0,17,0,0,34,35,0,4,7,3,47,33,0,3,0,0,41,734,27,108,9,13,889,28,0,0,0,0,32,120,0,9,3,10,147,3174,36,128,34,57,3427
110021191,1422,21,31,13,17,1505,1227,5,10,4,14,1260,619,72,188,0,8,891,158,7,31,0,0,193,233,10,30,0,5,272,12,25,34,0,0,75,22,0,10,17,0,48,26,11,3,0,0,35,1069,119,293,21,17,1520,16,3,0,0,0,17,122,12,26,3,3,163,3854,164,351,39,60,4470
110021192,801,3,0,16,5,821,498,0,0,8,3,502,75,3,3,0,0,77,15,0,6,0,0,25,146,0,0,8,0,156,13,0,0,0,33,42,61,0,0,0,0,64,35,0,0,0,3,42,350,3,10,8,31,396,18,0,0,0,0,26,60,0,0,6,0,65,1725,5,10,38,44,1814
110021193,1054,3,3,23,10,1092,527,0,0,3,10,534,116,8,8,0,0,132,3,3,7,0,0,14,205,7,0,0,0,216,5,0,3,0,0,12,74,0,0,3,0,81,50,0,0,0,0,51,455,17,20,8,0,496,29,0,0,0,0,24,82,0,4,3,0,90,2145,18,26,32,12,2239
110021194,1299,5,5,12,10,1334,596,4,0,11,3,614,193,34,14,0,3,247,34,0,7,0,0,41,197,3,0,3,0,208,40,9,0,0,0,45,29,0,3,0,0,37,40,0,0,3,0,44,536,46,27,14,3,626,24,0,0,0,0,25,81,0,0,3,4,85,2536,51,36,43,19,2682
110031195,673,32,27,24,5,761,719,25,18,3,6,766,362,47,189,3,0,597,183,5,82,0,0,271,121,11,23,4,0,162,48,0,21,0,0,72,34,3,20,13,3,70,21,0,4,3,0,26,770,64,338,20,9,1201,10,4,4,0,0,20,121,4,41,10,0,173,2295,133,431,58,14,2930
110031196,531,36,0,13,0,580,331,32,0,3,0,363,52,5,0,0,0,55,32,0,3,0,0,38,162,12,0,4,0,185,74,3,0,0,0,81,254,11,3,9,0,272,81,4,0,0,0,85,657,37,5,8,0,715,42,7,0,0,0,44,56,5,0,4,0,67,1626,111,5,27,10,1780
110031197,786,6,10,7,0,813,793,6,6,8,6,814,196,62,77,0,0,343,84,0,36,0,0,122,178,8,32,3,3,228,20,3,14,0,0,37,42,0,15,0,0,56,16,3,3,0,0,22,537,78,182,5,3,810,4,4,0,0,0,15,80,9,15,7,0,105,2212,104,208,29,11,2560
110031198,596,0,0,16,0,617,410,0,0,3,0,417,37,32,3,0,0,78,39,8,0,0,0,49,203,7,8,3,0,224,8,0,0,0,0,10,117,0,3,11,4,135,37,0,0,0,0,45,441,47,18,10,11,535,14,0,0,0,0,14,55,5,0,0,7,69,1521,54,24,33,15,1644
110041199,1052,36,19,7,0,1113,1008,3,10,4,10,1034,520,70,126,4,3,722,90,3,29,0,3,126,165,8,23,6,3,206,24,9,8,0,0,41,31,3,7,0,0,43,27,3,3,0,0,33,854,95,203,12,11,1168,15,15,0,0,0,26,89,13,14,0,3,111,3011,156,248,23,22,3452
110041200,598,0,0,12,0,612,405,0,0,4,4,418,108,0,12,0,0,121,0,0,0,0,0,0,146,0,0,0,0,148,0,0,3,0,0,3,84,0,0,3,3,90,39,0,0,0,0,40,371,0,13,8,3,403,21,0,0,0,0,23,39,0,3,0,0,46,1439,0,16,29,10,1496
110041201,1182,4,3,15,4,1203,713,0,3,4,0,730,264,7,35,0,0,305,49,3,16,0,0,65,265,0,5,8,0,274,35,0,4,0,0,45,110,0,3,3,0,116,40,0,6,0,0,40,762,8,66,10,0,855,36,0,4,0,0,39,73,3,9,0,0,86,2772,16,88,24,7,2916
110041202,2348,116,10,4,3,2477,2248,37,4,0,6,2298,1057,491,72,5,4,1632,137,131,27,0,7,298,415,50,11,4,3,483,15,15,0,0,0,27,66,5,0,6,0,85,32,10,0,0,0,50,1730,699,110,18,19,2574,31,3,0,0,0,40,190,41,9,4,0,250,6551,892,128,26,37,7638
110041203,1575,110,7,19,9,1722,1490,50,7,0,10,1552,871,403,117,3,3,1403,116,47,33,0,0,196,265,66,5,0,3,339,16,27,0,0,0,43,34,9,3,5,10,59,23,5,0,0,0,29,1318,561,162,12,16,2075,38,14,3,0,3,53,105,61,11,5,3,183,4519,798,192,39,40,5594
110041204,305,0,3,45,3,358,483,4,0,39,3,532,310,42,5,70,10,441,120,8,21,100,0,253,87,4,0,6,0,103,10,0,0,3,0,14,12,0,0,0,0,18,10,0,0,0,0,14,553,60,26,183,8,830,9,0,0,0,0,10,51,7,3,3,3,69,1399,70,36,268,24,1798
110041205,2724,13,7,36,16,2789,2334,3,0,10,11,2364,445,20,32,0,3,502,3,3,6,0,0,18,427,4,17,6,7,460,3,6,0,0,0,11,138,0,5,16,0,164,73,0,5,3,0,80,1093,35,65,28,14,1238,63,8,0,3,0,67,182,4,5,8,0,206,6389,64,76,85,40,6656
111011206,2160,239,91,65,3,2559,2254,81,50,0,0,2386,548,164,130,11,11,866,62,131,87,0,0,277,196,42,27,6,0,274,4,21,5,0,0,34,14,6,0,9,0,28,11,0,0,3,0,17,839,372,254,25,7,1497,19,53,3,0,0,77,94,46,9,3,0,158,5367,787,406,93,16,6670
111011207,815,61,29,30,0,934,525,27,22,3,3,581,195,91,110,4,0,402,63,32,80,0,0,179,103,21,19,5,0,147,0,0,0,0,0,0,5,0,3,6,0,20,10,0,0,0,0,13,376,150,211,10,3,752,10,0,4,0,0,14,48,3,13,4,3,68,1773,248,277,45,9,2351
111011208,2875,346,71,0,0,3298,2996,195,63,0,3,3263,774,391,155,4,8,1337,249,108,60,0,0,418,311,102,26,0,0,447,13,13,8,0,0,32,10,3,0,0,0,17,25,3,0,0,0,26,1383,628,245,3,9,2271,18,4,0,0,0,27,141,38,16,0,3,194,7413,1217,406,6,17,9057
111011209,2804,166,33,4,0,3010,3452,60,12,3,3,3532,824,129,59,6,4,1025,99,73,24,0,0,201,370,43,25,3,0,442,9,17,3,0,0,29,16,3,3,0,0,26,21,3,3,0,0,27,1341,270,119,11,8,1746,28,13,19,0,0,63,136,18,12,0,3,168,7768,526,192,17,14,8517
111011210,692,93,0,0,0,788,903,42,5,4,3,959,192,91,37,0,0,325,604,212,97,0,0,921,112,25,8,3,0,145,8,13,27,0,0,51,8,3,3,0,0,18,11,3,0,0,0,14,937,348,168,9,0,1462,19,21,0,0,0,44,72,16,8,0,7,96,2617,523,186,12,6,3348
111011211,423,194,0,80,0,698,372,10,0,0,0,386,81,13,10,0,0,98,0,6,3,0,0,12,33,8,3,0,0,50,0,8,0,0,0,5,0,12,0,14,0,32,4,0,0,0,0,4,119,49,15,15,0,205,3,16,0,3,0,24,20,9,0,3,0,32,936,289,13,100,0,1343
111011212,1595,149,187,10,4,1947,1235,45,25,4,3,1315,385,133,94,4,4,616,81,9,88,0,0,177,111,14,12,0,0,143,4,0,13,0,0,23,4,0,5,0,3,17,17,0,4,0,0,19,613,161,217,11,5,1001,16,3,66,0,0,83,76,14,35,3,3,130,3533,375,524,27,12,4473
111011213,1802,231,5,3,0,2048,1606,50,0,8,0,1664,236,64,4,0,0,304,0,3,0,0,0,4,78,24,3,0,0,111,3,0,0,0,0,0,8,0,0,0,0,7,12,0,0,0,0,12,332,91,11,0,0,432,10,6,0,0,0,15,55,16,0,0,0,72,3804,399,21,14,6,4239
111011214,1718,367,42,0,0,2133,1530,114,29,0,3,1676,495,196,105,0,0,794,6,85,7,0,0,98,187,63,18,0,0,269,3,5,0,0,0,7,4,3,0,0,0,9,11,4,3,0,0,18,709,359,127,0,3,1199,16,4,0,0,0,23,82,28,0,0,3,114,4060,880,195,0,12,5143
111021215,886,44,47,28,0,1009,1085,17,3,0,0,1103,259,18,10,0,3,298,235,89,6,0,0,331,141,10,6,3,0,159,9,4,21,0,0,39,14,0,0,14,0,35,7,0,0,0,0,12,673,125,52,21,3,864,9,0,31,0,0,48,53,4,5,5,0,70,2708,194,134,52,5,3096
111021216,1248,11,9,0,0,1277,1109,3,3,0,0,1114,501,10,13,0,0,529,16,0,0,0,0,16,167,7,5,0,0,180,0,0,0,0,0,0,3,0,0,0,0,3,12,0,0,0,0,12,698,22,20,0,0,737,22,4,0,0,0,25,63,6,0,0,0,73,3139,48,32,3,3,3226
111021217,1112,71,3,0,0,1182,2241,21,3,0,3,2264,629,27,17,0,0,680,108,38,9,0,0,157,168,7,0,0,0,175,21,33,0,0,0,56,10,4,0,0,0,13,7,7,0,0,0,17,949,119,31,0,0,1098,18,35,0,0,0,51,86,25,3,0,0,106,4399,273,42,0,3,4712
111021218,1809,274,3,92,3,2182,1614,20,3,3,3,1645,469,82,46,0,3,605,10,20,0,0,0,34,269,15,9,7,4,312,37,45,15,0,0,102,55,23,0,24,4,111,22,4,0,0,0,28,865,184,83,36,11,1185,44,155,0,3,0,202,139,32,3,16,6,192,4471,666,94,150,30,5406
111021219,1792,193,48,0,0,2033,1481,80,11,0,0,1573,480,134,42,0,5,659,232,64,59,0,0,349,172,22,8,0,0,206,13,7,9,0,0,30,12,0,0,21,0,37,17,4,0,0,0,21,929,231,114,22,3,1302,25,7,3,0,0,36,103,18,7,4,4,137,4324,520,190,32,10,5078
111021220,1340,42,28,5,4,1422,1248,24,3,0,0,1274,344,27,10,19,4,403,3,0,0,0,0,3,123,6,0,4,3,140,0,0,0,3,0,3,5,0,0,33,0,41,12,0,0,0,0,14,483,35,11,60,4,596,8,0,5,0,0,14,57,4,3,5,0,74,3149,107,48,68,8,3383
111021221,706,7,0,0,0,713,1092,3,0,0,3,1100,184,3,3,3,0,187,4,3,0,0,0,11,112,0,5,0,0,120,7,0,0,0,0,7,13,0,0,0,0,13,4,0,0,0,0,4,319,5,6,3,4,342,37,6,0,0,0,47,41,0,0,0,0,46,2195,27,7,3,3,2241
111031222,1966,115,36,0,3,2118,1962,97,62,0,3,2125,496,190,220,3,9,918,52,55,36,0,0,143,221,56,38,0,0,311,3,12,3,0,0,24,54,20,6,0,0,76,18,7,3,0,0,24,839,341,308,3,13,1500,14,4,0,0,5,24,91,13,15,0,4,122,4872,565,422,8,20,5888
111031223,1155,25,0,0,0,1176,981,21,0,3,0,1010,301,75,36,0,0,409,202,26,3,0,0,233,177,11,3,0,3,193,8,8,0,0,0,21,16,0,3,0,3,23,12,0,0,0,0,14,712,125,38,0,4,889,12,0,0,0,0,11,59,3,0,0,0,68,2918,174,47,5,8,3151
111031224,1211,192,38,0,4,1446,1032,140,47,3,0,1215,521,262,198,32,4,1025,9,139,421,0,0,573,191,70,47,6,9,320,7,28,25,0,0,56,15,5,11,0,0,29,16,8,12,0,0,39,761,508,713,37,16,2039,13,15,14,0,3,44,71,28,44,0,8,144,3083,875,854,39,30,4889
111031225,1924,217,36,3,9,2195,2051,112,44,0,3,2209,630,236,227,6,0,1104,153,113,51,0,0,317,245,82,74,3,3,401,7,30,12,0,0,46,7,10,6,0,0,26,12,5,4,0,0,25,1053,480,381,7,7,1927,17,4,3,0,3,29,98,31,12,0,0,137,5145,842,480,14,17,6500
111031226,1041,53,5,0,3,1104,2210,48,0,3,0,2262,490,94,4,0,0,597,65,18,0,0,0,81,149,13,0,0,0,162,12,0,3,0,0,15,36,4,0,0,0,39,9,0,0,0,0,11,759,126,9,0,3,893,9,0,3,0,0,13,67,3,0,0,0,77,4090,241,15,3,6,4348
111031227,1345,125,10,3,3,1481,1781,123,11,3,3,1925,839,373,158,21,9,1403,19,214,131,0,3,369,378,50,35,3,3,476,13,29,21,0,0,72,33,0,0,3,3,43,21,6,3,0,0,32,1299,689,351,23,19,2390,23,3,6,0,0,36,84,35,28,3,7,155,4531,972,409,38,31,5985
111031228,1459,268,77,0,3,1808,1271,221,121,0,6,1622,311,302,475,0,4,1096,0,74,188,0,0,261,142,75,109,0,0,329,3,3,10,0,0,10,8,10,3,0,0,19,9,3,4,0,0,21,484,471,779,0,5,1737,18,15,8,0,0,34,63,17,36,0,0,118,3294,986,1017,3,17,5321
111031229,284,342,523,0,5,1152,227,327,442,0,3,1000,51,384,1147,8,10,1607,10,123,311,0,3,451,36,106,253,0,3,396,0,0,12,0,0,14,0,7,28,0,0,35,4,0,13,0,0,17,105,633,1764,8,21,2521,10,14,4,0,0,22,21,23,84,3,5,131,647,1332,2804,13,26,4827
111031230,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10
111031231,790,88,13,0,3,901,751,76,15,0,4,845,596,312,187,0,14,1101,43,115,78,0,0,237,284,62,45,0,8,393,16,25,3,0,0,41,27,4,9,0,0,43,3,0,3,0,0,5,957,509,324,6,20,1820,13,13,3,0,0,29,91,22,9,0,3,128,2609,711,366,3,26,3725
111031232,1235,78,10,3,9,1329,756,22,9,0,0,788,266,35,62,0,0,356,51,29,46,0,0,121,76,10,14,3,0,97,0,0,6,0,0,8,52,0,0,0,0,56,10,0,7,0,0,15,450,69,126,3,0,653,28,0,3,0,0,34,82,6,8,3,0,96,2546,175,153,12,14,2900
111031233,2251,263,21,4,5,2549,2261,115,16,3,0,2402,785,284,121,11,6,1207,198,184,70,0,0,452,358,84,27,3,0,474,26,16,14,0,0,66,38,13,3,0,0,57,26,12,3,0,0,41,1430,584,249,17,4,2283,62,75,0,0,0,138,148,36,10,3,3,201,6151,1077,299,30,17,7574
111031234,1198,47,22,0,0,1267,1300,71,34,3,0,1409,656,161,229,9,14,1070,75,134,94,0,0,303,282,41,71,3,10,400,6,11,15,0,0,27,14,4,12,0,0,21,12,0,3,0,0,16,1054,348,414,9,18,1845,23,3,4,0,0,31,91,19,37,0,0,148,3668,488,505,11,20,4696
