SA2_MAINCODE_2016,P_AdvDi_Di_AdvDi_AsDe_Mng,P_AdvDi_Di_AdvDi_AsDe_Pro,P_AdvDi_Di_AdvDi_AsDe_TTW,P_AdvDi_Di_AdvDi_AsDe_CPS,P_AdvDi_Di_AdvDi_AsDe_CA,P_AdvDi_Di_AdvDi_AsDe_Sal,P_AdvDi_Di_AdvDi_AsDe_MOD,P_AdvDi_Di_AdvDi_AsDe_Lab,P_AdvDi_Di_AdvDi_AsDe_IDNS,P_AdvDi_Di_AdvDi_AsDe_Tot,P_AdvDi_Di_Dip_Mng,P_AdvDi_Di_Dip_Pro,P_AdvDi_Di_Dip_TTW,P_AdvDi_Di_Dip_CPS,P_AdvDi_Di_Dip_CA,P_AdvDi_Di_Dip_Sal,P_AdvDi_Di_Dip_MOD,P_AdvDi_Di_Dip_Lab,P_AdvDi_Di_Dip_IDNS,P_AdvDi_Di_Dip_Tot,P_Cert_CertIII_IV_Mng,P_Cert_CertIII_IV_Pro,P_Cert_CertIII_IV_TTW,P_Cert_CertIII_IV_CPS,P_Cert_CertIII_IV_CA,P_Cert_CertIII_IV_Sal,P_Cert_CertIII_IV_MOD,P_Cert_CertIII_IV_Lab,P_Cert_CertIII_IV_IDNS,P_Cert_CertIII_IV_Tot,P_Cert_CertI_II_Mng,P_Cert_CertI_II_Pro,P_Cert_CertI_II_TTW,P_Cert_CertI_II_CPS,P_Cert_CertI_II_CA,P_Cert_CertI_II_Sal,P_Cert_CertI_II_MOD,P_Cert_CertI_II_Lab,P_Cert_CertI_II_IDNS,P_Cert_CertI_II_Tot,P_Cert_Cert_nfd_Mng,P_Cert_Cert_nfd_Pro,P_Cert_Cert_nfd_TTW,P_Cert_Cert_nfd_CPS,P_Cert_Cert_nfd_CA,P_Cert_Cert_nfd_Sal,P_Cert_Cert_nfd_MOD,P_Cert_Cert_nfd_Lab,P_Cert_Cert_nfd_IDNS,P_Cert_Cert_nfd_Tot,P_LE_ID_Mng,P_LE_ID_Pro,P_LE_ID_TTW,P_LE_ID_CPS,P_LE_ID_CA,P_LE_ID_Sal,P_LE_ID_MOD,P_LE_ID_Lab,P_LE_ID_IDNS,P_LE_ID_Tot,P_LE_NS_Mng,P_LE_NS_Pro,P_LE_NS_TTW,P_LE_NS_CPS,P_LE_NS_CA,P_LE_NS_Sal,P_LE_NS_MOD,P_LE_NS_Lab,P_LE_NS_IDNS,P_LE_NS_Tot,P_Tot_Mng,P_Tot_Pro,P_Tot_TTW,P_Tot_CPS,P_Tot_CA,P_Tot_Sal,P_Tot_MOD,P_Tot_Lab,P_Tot_IDNS,P_Tot_Tot
103021069,15,13,10,14,11,3,0,0,0,66,34,8,11,30,17,10,5,4,0,117,146,17,212,43,54,37,85,57,9,665,17,0,0,3,18,6,0,12,0,60,31,3,3,11,7,3,6,4,0,79,4,3,0,0,0,0,0,0,0,5,39,5,9,8,5,9,12,20,9,121,355,253,252,123,142,69,115,112,24,1432
103031070,21,39,17,31,20,7,6,6,3,162,31,36,42,66,45,12,8,11,3,249,93,56,510,194,152,70,202,127,16,1415,4,4,10,16,17,13,7,21,0,88,3,9,11,21,28,9,14,14,0,107,0,3,5,3,7,3,4,3,0,28,8,7,10,14,13,10,16,17,16,107,236,520,641,373,349,136,258,202,42,2755
103031071,28,40,14,22,26,3,8,6,5,155,39,25,23,51,31,12,4,9,3,197,96,41,348,124,105,53,193,77,12,1048,4,0,5,10,20,5,5,11,0,65,10,5,9,20,22,5,12,3,0,89,4,0,0,0,4,3,6,3,0,20,10,4,12,13,12,14,18,18,5,114,273,352,432,276,270,100,249,143,34,2129
103031072,37,52,21,30,21,11,10,0,0,192,38,39,35,74,48,23,10,19,0,284,146,50,587,145,131,82,250,109,14,1524,9,3,0,10,27,20,14,15,0,100,16,11,8,25,22,18,11,12,0,121,7,0,3,3,5,4,7,4,0,35,27,8,17,11,22,23,21,9,8,150,399,711,715,358,333,202,340,193,36,3291
103031073,9,16,6,9,5,0,3,3,0,56,19,3,4,15,9,0,0,4,0,51,42,13,117,22,27,19,42,34,8,325,3,3,3,5,6,0,5,3,0,21,5,0,3,5,9,3,3,3,0,34,0,0,0,3,3,0,0,0,0,3,5,4,3,3,4,0,4,5,0,24,116,114,143,73,67,26,56,60,7,665
103031074,44,45,17,12,22,7,10,12,0,172,45,31,24,41,28,10,8,7,4,209,188,37,421,111,93,54,214,124,19,1257,13,5,3,7,15,7,11,12,0,77,24,9,8,12,21,16,4,10,4,110,6,3,0,0,3,3,0,3,0,27,27,16,17,18,11,4,20,23,19,154,510,426,514,234,237,116,277,219,46,2577
103031075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103041076,34,23,7,25,12,6,7,3,3,124,31,15,24,50,28,10,11,11,0,181,137,36,297,91,91,41,93,88,10,893,12,0,0,9,18,8,4,6,0,56,16,11,6,8,17,13,14,14,3,107,6,3,0,3,4,0,5,3,3,17,16,12,10,8,13,8,12,12,3,87,363,441,368,215,234,101,147,155,32,2050
103041077,46,84,22,46,61,19,5,11,3,304,71,73,56,114,90,26,18,22,0,468,152,91,664,269,190,135,160,174,15,1856,10,3,14,16,26,23,12,23,3,130,18,9,13,34,57,23,12,19,5,196,9,9,0,6,8,11,4,11,0,62,12,15,11,36,10,21,19,41,21,173,545,1479,843,646,578,308,249,348,67,5053
103041078,61,119,28,65,68,29,9,11,3,386,86,104,60,163,125,31,6,31,3,606,265,109,894,298,339,161,200,180,28,2464,15,0,8,12,42,41,3,12,4,141,20,16,15,37,65,21,13,24,3,213,5,21,4,8,12,7,4,6,0,69,20,13,18,24,31,27,13,30,8,182,767,1913,1104,754,857,367,270,315,61,6404
103041079,70,80,14,45,62,12,7,6,3,299,90,51,25,68,60,14,9,17,7,342,264,65,511,102,138,84,115,137,21,1437,19,4,15,15,26,9,6,11,0,99,37,14,8,29,56,15,10,14,0,172,4,6,4,4,4,0,0,3,0,23,29,6,17,13,25,16,14,14,18,161,790,950,616,318,480,166,177,233,60,3792
104011080,33,77,24,50,33,5,3,3,0,231,41,59,23,122,65,38,8,12,3,374,155,92,559,405,245,142,132,157,19,1914,4,8,11,23,26,30,5,19,0,130,18,20,13,31,32,30,10,30,3,189,3,6,3,3,12,3,3,7,0,39,16,20,12,19,25,26,20,27,11,174,385,924,658,724,535,293,189,281,53,4045
104011081,34,67,10,41,36,10,14,5,4,227,45,36,33,81,51,12,9,12,5,282,194,72,505,251,150,98,152,181,33,1640,15,9,12,13,17,23,3,17,3,114,21,12,11,40,44,21,14,20,4,186,6,4,3,3,10,7,4,4,0,43,27,16,16,29,19,21,24,32,19,204,488,712,620,504,408,204,228,288,69,3518
104011082,39,86,18,48,37,20,7,7,0,259,31,56,27,84,50,18,3,16,5,287,169,81,504,196,138,108,100,198,27,1512,15,6,7,16,24,15,6,16,0,106,23,11,5,38,36,30,15,16,3,183,8,8,4,4,15,5,4,4,0,41,22,18,20,27,20,29,10,34,10,186,422,882,620,481,376,247,146,318,53,3532
104021083,22,47,13,21,9,13,4,3,0,137,15,28,16,41,22,8,5,14,0,155,51,15,175,64,39,31,30,31,11,462,0,3,3,8,7,9,3,6,0,40,9,9,10,18,8,3,0,4,0,63,4,7,0,4,0,0,0,0,0,19,8,7,11,10,4,5,6,7,3,59,207,564,266,216,154,90,59,82,27,1661
104021084,44,80,24,56,52,24,7,10,0,305,79,86,30,125,118,45,14,33,6,540,164,84,589,243,232,144,102,173,23,1742,8,3,14,25,39,34,4,24,0,152,10,10,9,38,42,21,5,26,3,173,4,12,3,10,12,0,3,10,0,48,6,18,11,23,22,14,11,16,17,130,479,1111,728,613,628,323,158,322,65,4422
104021085,19,59,17,32,32,18,0,12,0,177,40,50,31,48,51,24,6,13,3,268,111,44,316,156,110,90,48,88,13,973,3,7,9,12,16,19,4,14,0,83,13,5,4,21,25,12,5,13,0,94,0,9,0,0,11,3,3,3,3,30,7,10,12,8,16,14,5,14,8,94,307,739,407,349,341,192,74,174,34,2613
104021086,15,21,6,14,23,0,0,9,0,91,20,20,14,28,16,4,4,7,0,112,45,27,167,54,45,33,43,56,12,496,3,0,0,6,5,9,0,7,0,29,3,5,4,7,11,4,7,3,0,37,3,5,0,0,0,0,0,3,0,12,3,9,4,9,4,4,4,9,7,49,139,287,211,144,136,66,66,97,23,1167
104021087,14,12,3,10,10,0,0,6,0,54,9,4,3,15,8,0,0,3,3,48,61,10,72,34,21,14,24,45,3,288,3,0,0,0,3,3,0,12,0,21,14,0,5,3,4,0,0,3,0,28,3,0,3,0,0,0,0,3,0,8,5,0,3,0,0,0,9,9,0,31,164,123,101,91,67,24,35,87,10,701
104021088,40,60,7,26,49,13,4,4,0,206,44,67,23,61,62,26,3,9,10,300,141,42,352,136,106,82,66,102,12,1036,3,3,11,4,11,8,4,13,0,50,19,10,5,18,25,14,6,6,0,102,3,13,0,4,3,0,0,6,0,34,8,12,9,6,5,7,7,9,5,60,413,919,429,307,351,182,91,177,42,2910
104021089,63,102,14,64,51,17,6,5,3,326,73,88,32,133,122,40,11,20,4,525,209,106,711,307,258,182,146,232,32,2175,12,4,13,21,49,33,9,32,0,162,25,17,17,50,55,26,13,30,3,240,3,7,3,8,6,8,0,7,0,45,16,15,16,30,20,20,11,21,16,167,591,1428,850,729,706,367,204,380,77,5323
104021090,13,29,10,17,8,7,3,6,0,90,15,28,3,17,19,11,0,3,0,111,62,29,164,62,59,27,38,57,6,503,0,0,0,10,6,3,0,3,0,23,9,5,4,9,8,3,4,9,0,47,0,0,0,0,0,0,0,3,0,10,6,6,6,8,11,3,3,7,5,60,156,324,197,153,138,61,55,99,13,1205
104021091,41,55,16,28,36,8,10,11,0,208,40,47,36,80,62,24,3,33,3,333,139,44,423,155,112,64,76,147,19,1177,14,0,3,17,15,8,0,13,0,81,7,3,4,30,31,9,7,27,3,126,6,10,3,0,4,3,4,14,0,43,12,12,6,15,7,14,9,32,22,122,422,718,528,396,332,152,118,349,59,3070
105011092,17,4,4,30,8,0,0,0,0,61,23,16,3,39,5,0,3,10,0,103,45,17,78,36,33,12,19,22,6,275,5,3,0,5,3,0,3,7,3,34,8,3,3,5,3,5,0,0,3,33,0,0,0,3,0,0,0,0,0,10,6,8,3,12,3,3,3,11,6,52,159,194,95,170,74,24,26,63,17,824
105011093,11,10,5,13,10,0,0,3,0,42,15,14,11,23,13,3,10,5,0,90,72,18,264,47,44,20,98,44,10,620,9,0,6,3,10,5,4,0,0,35,3,3,4,3,4,3,9,6,0,36,0,0,0,3,4,0,3,0,0,9,9,3,8,9,3,4,9,8,3,58,166,223,295,117,106,41,139,72,20,1180
105011094,25,18,0,11,9,0,0,3,0,62,20,3,7,20,16,4,0,0,0,79,88,11,82,49,36,18,21,44,9,361,10,4,0,7,9,3,0,4,0,30,16,0,3,5,6,6,5,0,0,38,0,0,0,0,0,0,0,0,0,6,21,3,3,5,8,6,3,10,10,64,249,169,102,110,93,40,31,72,23,887
105011095,29,20,3,16,9,3,0,3,0,85,30,8,5,27,20,3,4,5,0,98,89,18,168,37,34,13,59,60,6,480,5,0,0,3,3,3,8,3,4,27,13,5,9,11,10,6,7,7,0,69,7,0,0,0,0,0,0,3,0,12,14,8,7,5,0,5,7,13,6,73,269,220,199,129,98,43,92,99,21,1160
105011096,29,20,3,23,15,0,3,3,0,93,37,24,5,38,15,9,3,3,3,138,81,17,100,67,31,12,47,42,5,406,8,0,7,6,7,3,0,12,0,44,9,0,3,3,3,3,6,5,0,34,0,0,0,0,5,0,0,3,0,10,15,13,4,13,7,4,6,20,5,85,256,266,131,192,113,38,67,105,20,1185
105021097,30,68,9,50,29,13,5,0,5,202,48,64,34,120,58,23,4,15,3,383,144,109,725,329,222,84,214,122,24,1972,9,9,4,28,30,10,9,21,0,128,13,16,8,43,43,14,14,14,0,164,5,5,4,8,6,3,3,4,0,40,13,18,12,27,30,19,22,33,10,200,402,1006,818,693,464,193,284,222,58,4133
105021098,16,8,3,9,0,3,0,0,0,39,18,4,3,9,3,0,0,4,0,45,71,4,21,24,13,4,9,37,7,195,7,0,0,0,0,0,0,4,0,17,13,3,0,0,0,0,0,5,0,24,0,0,0,0,0,0,0,0,0,7,9,0,3,9,0,3,3,3,3,38,159,72,27,67,32,9,10,64,15,459
105031099,45,28,7,17,13,6,0,5,0,114,49,24,7,48,21,5,0,7,0,153,148,31,183,87,69,34,62,89,12,728,18,4,10,7,8,9,6,11,0,61,27,5,10,18,11,7,3,9,3,90,10,3,0,0,3,0,0,3,0,22,44,4,9,13,9,8,8,21,9,135,442,388,227,223,160,85,87,147,32,1803
105031100,25,41,8,26,22,9,0,6,0,140,42,48,19,82,57,16,3,14,3,288,140,73,422,177,184,112,116,110,22,1350,6,3,4,12,19,22,3,19,3,93,8,8,0,18,27,15,3,0,3,85,4,10,5,3,8,3,0,3,0,31,12,19,11,9,9,12,12,24,7,114,347,772,500,407,390,232,146,221,44,3057
105031101,42,73,27,70,37,16,8,9,5,292,70,81,36,151,94,35,7,16,9,505,220,90,751,300,285,149,124,176,25,2138,16,3,8,21,33,21,3,20,3,136,16,9,9,38,55,28,3,22,3,188,5,18,4,7,10,9,0,3,0,55,10,14,11,18,25,17,4,20,17,138,604,1480,904,779,680,349,173,370,69,5408
105031102,27,32,9,22,27,6,3,6,0,127,44,34,14,77,35,22,3,13,5,251,118,41,344,134,124,85,56,92,16,1013,3,3,6,8,17,15,5,14,0,65,10,7,3,17,31,17,10,15,0,100,0,7,4,0,10,0,0,7,0,34,17,11,17,10,9,6,8,9,9,94,302,564,420,322,296,181,86,173,37,2380
105031103,32,37,9,14,11,6,0,3,0,113,32,29,4,29,41,14,3,7,0,150,159,32,260,73,92,49,60,56,10,783,14,8,0,0,22,12,0,0,0,58,26,3,9,8,23,3,7,8,0,86,0,3,8,0,3,0,3,0,0,25,25,11,13,5,14,6,9,11,5,94,398,426,312,163,251,98,81,91,31,1841
105031104,28,18,0,14,6,4,0,0,3,69,19,16,3,25,12,0,0,3,0,81,109,21,132,67,41,23,25,41,3,469,10,0,3,9,7,0,3,8,0,34,12,0,5,11,5,9,3,8,0,47,3,4,0,3,0,0,0,3,0,13,25,0,11,9,3,5,12,13,3,72,252,210,157,150,83,47,45,78,11,1038
105031105,26,22,5,11,15,9,3,0,4,95,38,22,4,34,27,11,5,4,3,149,124,37,216,75,68,26,81,60,6,695,15,4,0,10,5,7,6,3,0,52,24,3,3,6,14,3,8,5,0,75,7,0,0,5,6,0,0,0,0,12,19,7,4,5,4,0,6,9,5,73,347,313,251,175,173,63,111,97,21,1553
105031106,41,31,7,18,15,3,0,3,3,124,39,27,3,46,20,3,5,10,0,155,138,22,205,149,70,42,52,90,4,781,4,0,9,13,14,3,3,11,0,60,18,8,13,19,19,5,6,9,3,98,7,0,3,0,4,0,0,0,0,21,23,12,14,10,5,7,7,19,10,103,328,353,264,288,177,74,75,164,29,1745
106011107,48,53,17,26,28,10,9,3,3,187,59,54,43,59,41,11,19,12,0,297,149,59,630,135,142,69,218,113,35,1557,8,0,3,10,26,10,18,9,0,80,19,6,7,16,22,16,15,14,4,118,3,3,0,5,5,0,3,3,0,31,16,8,8,9,8,11,27,16,5,116,456,568,746,297,333,167,321,179,55,3124
106011108,52,71,25,30,25,12,3,5,3,234,63,59,38,127,57,42,19,17,3,427,164,103,894,345,241,150,390,239,39,2565,19,10,13,26,33,49,16,34,0,192,21,10,11,42,48,24,16,30,0,198,5,3,3,8,6,3,6,3,0,38,16,19,17,36,12,22,20,38,19,195,459,756,1028,671,464,338,484,382,71,4644
106011109,28,41,8,30,25,15,7,13,3,161,33,30,17,30,43,20,0,8,3,189,88,39,422,82,107,35,119,89,13,995,3,4,6,14,13,10,4,13,0,72,8,3,7,23,30,10,8,10,0,97,6,6,3,0,7,0,0,3,0,24,10,21,12,13,13,11,11,20,4,107,296,419,499,221,276,115,152,168,37,2184
106011110,36,45,19,33,40,4,5,6,0,193,42,48,22,45,46,15,10,12,3,244,162,35,460,120,109,54,123,107,13,1195,9,3,8,3,14,6,0,11,4,61,11,4,9,17,40,8,7,11,0,112,0,5,0,3,3,0,0,3,0,18,23,16,17,4,13,3,10,18,5,112,402,515,560,267,323,115,166,195,34,2562
106011111,27,49,19,30,27,11,3,12,3,176,41,50,36,97,52,25,19,25,7,348,142,109,894,287,270,118,328,199,29,2378,5,6,16,27,20,21,18,23,0,137,13,12,17,25,32,17,26,33,0,173,5,6,7,4,8,3,3,5,0,43,9,9,15,20,16,13,28,34,11,159,290,596,1022,537,471,226,439,343,56,3978
106011112,30,67,36,28,44,7,17,5,0,242,50,60,68,83,58,19,42,15,3,405,182,85,903,289,225,124,508,138,43,2500,8,3,11,37,37,13,20,20,0,158,17,4,10,27,40,17,31,9,6,171,4,6,0,6,7,6,6,7,0,44,12,9,10,19,14,6,22,21,7,127,489,858,1082,555,504,230,669,230,77,4700
106011113,25,15,16,7,18,3,0,6,0,100,20,17,17,19,18,4,12,0,0,106,83,29,276,26,63,21,157,62,13,732,4,3,7,7,9,9,8,4,0,42,8,4,0,5,15,8,3,3,0,52,3,3,0,3,3,0,3,0,0,22,11,3,8,3,4,3,14,13,3,66,220,223,334,82,150,49,193,94,28,1389
106021114,19,35,14,28,19,8,7,0,3,128,19,39,25,58,38,20,4,4,0,211,65,40,336,97,88,68,100,60,21,869,7,0,0,11,11,13,9,5,0,52,4,5,5,13,15,8,3,5,3,61,3,11,3,4,3,0,3,3,0,28,3,9,6,10,4,9,9,6,4,57,186,464,407,278,211,145,143,96,34,1956
106021115,91,166,65,83,65,32,10,15,4,538,113,165,124,180,166,54,36,20,7,874,245,163,1221,432,411,208,342,256,48,3327,18,11,13,23,48,37,16,38,0,199,23,26,13,39,68,22,14,21,3,240,3,16,12,15,18,8,3,6,0,85,23,23,24,24,26,12,20,41,16,207,843,2117,1578,950,982,422,464,435,98,7882
106021116,35,60,29,24,26,16,4,8,0,200,48,56,33,51,55,13,8,9,0,273,101,47,378,100,118,50,101,71,15,977,6,3,4,6,15,13,3,8,0,62,5,0,0,18,21,5,3,7,0,68,3,7,4,3,7,0,0,4,0,33,3,11,7,7,7,0,7,8,3,42,383,833,482,244,320,120,133,116,25,2651
106021117,54,82,37,46,61,9,12,15,3,326,70,87,83,161,115,45,17,19,11,611,219,125,1284,357,377,195,429,253,52,3285,15,3,13,30,43,36,21,28,0,188,17,18,17,42,63,27,18,25,3,225,7,6,5,5,8,3,0,7,0,52,13,24,25,31,18,27,23,25,20,201,568,1134,1514,752,771,371,549,388,101,6154
106021118,39,51,32,34,38,8,5,11,0,216,49,64,47,89,66,21,6,10,6,357,150,67,629,178,203,73,157,96,24,1583,9,0,3,9,22,17,4,10,0,76,13,7,10,9,48,12,11,10,4,122,0,11,0,0,11,0,3,3,0,31,4,6,7,4,8,3,4,9,8,61,368,711,747,361,471,161,188,151,48,3210
106031119,21,42,9,23,17,5,4,5,0,125,26,20,20,32,27,19,0,3,0,152,93,41,285,87,62,39,73,81,6,767,3,0,3,5,5,11,0,3,0,31,9,3,6,3,12,11,3,6,0,47,0,3,0,0,0,0,0,0,0,15,4,11,0,7,10,10,0,10,0,54,221,352,352,210,170,103,89,114,16,1617
106031120,14,19,5,12,17,3,0,4,0,82,24,23,18,42,33,6,10,12,3,172,46,30,305,119,67,38,71,59,19,744,5,0,6,13,10,17,5,8,6,62,5,4,7,13,12,13,9,19,0,84,3,0,3,4,4,3,0,3,0,19,9,7,9,10,9,10,16,10,5,78,130,212,354,229,172,100,112,118,30,1458
106031121,62,120,39,79,70,20,3,10,9,420,94,97,69,115,99,36,15,24,5,553,227,111,810,303,216,164,116,189,45,2177,20,6,9,24,25,15,3,18,3,131,23,31,16,27,24,35,14,21,3,196,6,5,8,4,6,7,3,3,0,50,8,20,22,23,13,10,3,32,10,154,692,1214,1042,689,609,339,170,341,88,5183
106031122,14,37,18,24,23,3,5,5,0,133,39,50,27,91,61,15,6,12,5,317,110,80,659,219,185,103,169,149,14,1694,6,0,7,19,27,24,17,22,0,116,3,9,8,34,38,12,6,9,0,120,4,11,0,7,3,0,0,7,0,38,4,8,3,17,6,6,13,20,3,91,257,520,741,433,399,176,229,251,35,3031
106031123,21,47,16,19,19,8,3,0,3,136,36,29,12,30,36,5,7,6,3,173,118,38,345,50,99,34,97,46,8,840,9,0,3,3,13,7,3,4,0,46,14,5,13,9,27,7,10,9,0,85,0,7,0,0,4,0,0,0,0,15,7,7,5,11,17,9,4,8,4,81,287,443,421,159,258,79,129,73,26,1882
106031124,10,18,7,16,12,8,4,8,0,90,13,16,6,28,14,6,3,0,0,81,44,26,164,56,31,32,26,31,6,412,3,0,0,4,4,3,0,3,0,21,8,6,3,0,17,7,7,4,0,54,0,3,0,0,0,0,0,0,0,7,3,3,5,3,3,8,4,13,4,55,120,171,197,134,109,77,43,68,21,941
106031125,36,79,46,37,50,18,7,6,8,287,67,82,68,101,82,24,16,12,9,459,198,107,758,260,214,90,182,135,19,1965,10,8,7,22,28,13,14,20,0,127,19,12,8,33,31,17,11,24,0,141,3,6,4,4,10,11,5,3,3,45,12,17,14,19,16,15,16,20,16,145,476,783,945,544,505,199,254,227,61,3991
106041126,25,47,29,28,17,7,3,0,0,154,26,30,51,48,31,19,17,9,3,238,87,44,668,143,142,61,319,102,15,1582,8,0,7,16,18,15,9,23,0,91,5,4,12,11,24,12,15,11,0,94,3,3,5,3,6,0,3,3,0,32,3,3,16,10,9,13,18,20,4,97,221,523,820,308,287,138,395,190,28,2912
106041127,29,14,3,10,8,5,0,4,0,82,24,7,11,13,14,5,14,9,0,98,72,21,221,44,50,19,102,74,8,610,6,0,3,0,5,6,4,5,0,34,8,4,5,10,12,0,8,4,0,55,4,0,0,0,7,0,0,0,0,11,5,0,5,4,9,4,7,15,6,58,180,140,264,85,121,45,143,121,28,1132
106041128,27,26,11,13,14,3,0,7,0,104,19,22,20,29,28,4,12,17,0,153,76,27,295,58,62,32,141,56,14,773,4,0,3,0,16,6,4,3,0,40,6,0,9,3,4,13,10,4,0,53,4,3,3,0,3,3,0,3,0,20,8,6,11,8,8,3,11,21,4,75,211,368,375,133,159,79,189,138,24,1687
106041129,52,29,13,22,21,3,8,14,3,167,36,18,12,37,18,3,10,17,4,155,166,33,374,77,77,28,164,116,13,1051,14,0,3,6,15,7,6,15,0,77,16,0,11,13,22,12,14,22,0,112,3,0,4,3,0,4,3,3,0,20,36,10,17,8,7,6,16,13,3,127,430,346,445,182,197,81,234,232,27,2180
107011131,42,105,33,66,50,15,18,11,3,337,85,84,88,227,103,35,20,22,6,672,225,142,1159,405,357,184,280,246,35,3025,12,9,9,26,53,25,12,35,3,185,28,19,19,39,69,26,24,38,4,272,6,7,7,5,13,3,4,5,0,48,19,22,22,25,25,26,19,25,26,199,567,1149,1383,933,777,358,391,402,95,6057
107011132,25,45,14,50,39,14,3,0,4,184,60,58,36,85,78,20,11,11,4,364,120,75,460,146,172,73,122,98,17,1281,7,4,3,14,23,17,0,6,0,76,13,8,0,18,39,12,3,6,0,112,0,5,3,0,11,5,0,0,0,33,10,8,10,11,14,12,6,7,4,76,325,640,558,387,469,164,160,140,39,2871
107011133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107011134,35,78,40,50,52,23,10,11,3,304,59,95,93,110,115,34,19,22,3,542,163,80,684,203,213,92,169,134,16,1755,9,6,11,13,27,13,11,13,0,99,8,17,6,40,68,22,8,16,6,185,3,14,0,7,11,0,3,8,0,48,9,18,16,14,17,12,17,8,7,119,550,1492,916,535,674,250,240,233,52,4935
107011545,13,44,18,40,30,8,4,18,3,185,41,48,47,92,57,27,9,16,4,336,86,53,520,184,138,87,120,139,25,1357,3,5,6,14,13,15,9,12,0,76,13,5,4,24,43,23,10,27,0,147,0,3,7,3,9,8,3,13,0,48,0,12,25,22,11,19,22,34,19,159,219,550,656,433,373,211,195,277,62,2975
107011546,4,22,16,24,26,9,0,9,0,111,23,37,28,53,48,13,5,5,3,219,41,40,314,106,94,49,66,96,20,829,3,0,0,10,16,14,4,10,0,55,3,7,4,19,25,13,7,18,3,93,0,3,8,0,4,0,0,4,0,20,3,6,12,3,8,8,18,17,6,79,133,397,406,256,266,137,106,179,39,1918
107011547,12,15,5,11,12,0,3,3,0,61,17,22,15,20,20,3,3,7,0,109,39,20,172,51,53,21,53,39,6,452,3,3,0,3,5,0,3,3,0,30,9,0,3,14,5,3,0,4,0,40,0,3,3,3,3,0,0,4,0,15,3,4,11,7,3,7,3,7,3,46,111,218,219,128,134,43,71,73,16,1016
107021135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
107031136,37,65,36,52,43,14,11,0,4,255,60,78,57,164,88,31,15,21,3,522,183,103,888,288,240,124,236,165,25,2250,11,3,3,20,25,11,9,16,0,102,21,13,15,52,51,23,13,15,0,209,8,5,6,11,17,4,0,0,0,47,8,9,14,11,19,18,8,23,10,124,459,853,1054,687,574,247,304,257,49,4482
107031137,10,20,6,31,10,3,0,7,0,91,22,21,17,65,29,15,4,6,0,183,73,46,346,124,99,48,121,106,15,973,3,5,6,9,13,13,13,15,0,72,6,8,3,18,27,8,3,20,0,90,0,3,4,5,3,3,3,3,3,33,3,5,13,5,10,8,7,15,7,79,144,278,411,285,215,117,154,172,30,1806
107031138,35,48,18,30,26,14,0,3,0,181,46,44,31,57,37,10,8,10,4,245,90,40,291,77,73,50,62,46,8,735,5,5,6,7,12,8,0,7,0,49,9,11,6,13,23,13,3,3,0,77,3,9,0,3,3,0,0,0,0,21,9,14,7,7,6,7,0,3,4,48,367,750,386,263,257,121,79,82,27,2332
107031139,24,53,17,24,19,7,3,0,3,151,26,40,29,40,43,15,6,8,3,208,67,29,295,89,95,38,57,51,9,732,3,0,0,3,10,4,3,4,0,29,6,3,6,5,23,6,7,3,0,65,3,3,0,0,3,0,0,0,0,19,3,4,3,5,5,6,0,6,3,33,254,640,373,225,254,95,82,80,32,2033
107031140,39,70,12,21,33,14,0,13,0,207,44,61,26,43,37,16,3,8,0,238,104,42,315,94,72,35,53,64,16,792,8,3,3,8,8,0,0,3,0,40,15,6,3,17,25,14,7,4,0,94,5,3,3,0,7,3,0,0,0,18,16,10,13,15,11,8,3,3,3,82,432,898,410,273,262,117,76,108,41,2621
107031141,62,92,41,74,68,24,8,16,9,397,87,115,99,136,117,37,21,18,11,640,196,91,827,252,270,138,223,166,37,2207,6,10,9,11,34,7,6,7,0,96,25,17,14,51,52,27,15,9,7,213,12,20,3,9,16,7,0,3,0,72,14,20,12,25,23,16,12,16,3,147,653,1388,1081,686,709,301,296,272,93,5481
107031142,32,38,12,36,28,6,4,3,0,160,44,61,49,111,77,30,11,15,3,389,97,62,516,184,138,97,124,101,18,1346,6,6,5,15,22,9,0,10,0,82,15,7,3,25,32,18,12,14,3,132,7,3,3,7,11,3,4,5,0,41,5,14,7,8,14,11,3,17,15,87,275,555,616,439,399,205,161,168,41,2870
