SA2_MAINCODE_2016,P_FoodHospPersServ_Occ_Mng,P_FoodHospPersServ_Occ_Pro,P_FoodHospPersServ_Occ_TTW,P_FoodHospPersServ_Occ_CPS,P_FoodHospPersServ_Occ_CA,P_FoodHospPersServ_Occ_Sal,P_FoodHospPersServ_Occ_MOD,P_FoodHospPersServ_Occ_Lab,P_FoodHospPersServ_Occ_IDNS,P_FoodHospPersServ_Total,P_MixFieldProg_Occ_Mng,P_MixFieldProg_Occ_Pro,P_MixFieldProg_Occ_TTW,P_MixFieldProg_Occ_CPS,P_MixFieldProg_Occ_CA,P_MixFieldProg_Occ_Sal,P_MixFieldProg_Occ_MOD,P_MixFieldProg_Occ_Lab,P_MixFieldProg_Occ_IDNS,P_MixFieldProg_Total,P_FS_ID_Occ_Mng,P_FS_ID_Occ_Pro,P_FS_ID_Occ_TTW,P_FS_ID_Occ_CPS,P_FS_ID_Occ_CA,P_FS_ID_Occ_Sal,P_FS_ID_Occ_MOD,P_FS_ID_Occ_Lab,P_FS_ID_Occ_IDNS,P_FS_ID_Total,P_FS_NS_Occ_Mng,P_FS_NS_Occ_Pro,P_FS_NS_Occ_TTW,P_FS_NS_Occ_CPS,P_FS_NS_Occ_CA,P_FS_NS_Occ_Sal,P_FS_NS_Occ_MOD,P_FS_NS_Occ_Lab,P_FS_NS_Occ_IDNS,P_FS_NS_Total,P_Tot_Occ_Mng,P_Tot_Occ_Pro,P_Tot_Occ_TTW,P_Tot_Occ_CPS,P_Tot_Occ_CA,P_Tot_Occ_Sal,P_Tot_Occ_MOD,P_Tot_Occ_Lab,P_Tot_Occ_IDNS,P_Total_Total
106021118,16,9,73,30,19,25,11,17,4,197,0,0,0,0,3,0,0,0,0,5,6,3,7,0,4,3,0,0,3,28,7,4,17,7,9,3,3,5,6,57,368,711,747,361,471,161,188,151,48,3210
106031119,9,3,31,18,10,8,7,14,0,108,0,0,0,0,0,0,0,0,0,0,4,4,3,4,0,4,0,3,0,20,7,5,4,10,7,6,0,11,0,46,221,352,352,210,170,103,89,114,16,1617
106031120,3,3,45,21,4,7,4,9,3,108,3,0,0,0,0,0,3,0,0,4,0,0,3,3,4,3,3,3,3,25,5,5,16,3,9,7,14,6,10,66,130,212,354,229,172,100,112,118,30,1458
106031121,41,8,158,94,40,42,16,38,10,441,0,0,0,0,0,0,0,4,0,3,9,8,13,8,6,3,6,4,7,63,12,7,27,10,13,11,7,25,22,133,692,1214,1042,689,609,339,170,341,88,5183
106031122,8,9,89,35,20,12,20,21,3,221,0,0,0,0,0,0,0,0,0,4,11,3,4,0,5,3,5,4,4,41,4,7,12,15,3,9,11,20,6,86,257,520,741,433,399,176,229,251,35,3031
106031123,12,3,26,17,14,11,8,6,3,95,0,0,0,0,0,0,3,0,0,4,3,9,5,4,8,0,5,0,0,33,11,3,18,9,8,0,5,10,3,67,287,443,421,159,258,79,129,73,26,1882
106031124,4,3,25,9,3,10,3,6,0,56,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,17,0,0,8,4,3,3,3,10,3,38,120,171,197,134,109,77,43,68,21,941
106031125,25,8,66,47,26,32,14,21,3,233,0,0,0,0,3,0,0,0,0,5,8,9,7,14,9,3,4,0,3,54,10,16,35,20,12,15,16,21,12,147,476,783,945,544,505,199,254,227,61,3991
106041126,8,0,55,39,11,19,28,23,0,181,0,0,0,0,0,0,0,0,0,5,0,0,8,0,3,0,3,0,0,19,3,5,26,6,5,8,15,23,4,104,221,523,820,308,287,138,395,190,28,2912
106041127,3,0,20,7,8,4,9,11,0,53,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,5,0,19,4,0,6,7,4,3,16,12,8,60,180,140,264,85,121,45,143,121,28,1132
106041128,11,0,31,16,8,13,16,9,0,104,0,0,4,0,0,0,0,0,0,7,0,0,3,0,0,3,8,0,3,23,10,8,15,5,6,3,5,19,3,78,211,368,375,133,159,79,189,138,24,1687
106041129,12,0,28,18,3,11,13,14,0,108,0,0,0,0,0,3,3,3,0,5,0,3,0,4,3,0,3,11,0,23,31,9,24,8,3,3,19,11,3,108,430,346,445,182,197,81,234,232,27,2180
107011131,36,12,151,63,44,40,22,35,3,404,0,0,0,3,0,0,0,0,0,7,7,9,14,12,9,3,7,0,5,59,11,18,29,30,20,16,24,26,25,209,567,1149,1383,933,777,358,391,402,95,6057
107011132,20,3,56,27,17,20,7,12,0,157,0,0,0,0,0,0,0,0,0,0,5,9,0,0,5,0,3,0,0,28,8,11,7,3,8,7,6,5,6,63,325,640,558,387,469,164,160,140,39,2871
107011133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107011134,16,7,86,40,32,23,13,24,4,240,0,3,0,0,0,0,0,0,0,6,5,12,3,3,11,3,8,3,0,51,3,15,22,13,11,11,18,9,15,112,550,1492,916,535,674,250,240,233,52,4935
107011545,6,0,73,36,27,24,13,25,8,209,0,0,0,0,0,3,0,0,0,7,0,3,0,3,3,0,3,0,0,16,0,12,31,20,9,14,15,38,24,160,219,550,656,433,373,211,195,277,62,2975
107011546,8,0,44,24,15,7,3,15,0,113,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,3,0,14,7,4,13,4,6,8,16,17,12,89,133,397,406,256,266,137,106,179,39,1918
107011547,4,0,21,11,13,4,4,0,0,62,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,8,3,0,6,7,5,7,3,3,7,38,111,218,219,128,134,43,71,73,16,1016
107021135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
107031136,23,9,121,36,25,23,25,19,3,294,0,0,0,0,0,0,0,4,0,3,5,4,3,6,10,3,3,0,0,32,5,3,29,11,10,11,6,21,14,107,459,853,1054,687,574,247,304,257,49,4482
107031137,15,3,53,13,10,12,9,13,3,137,0,0,0,0,0,0,0,0,4,3,0,0,4,0,0,0,3,3,0,17,3,0,22,6,7,3,10,12,10,75,144,278,411,285,215,117,154,172,30,1806
107031138,17,6,48,19,15,10,10,10,0,129,0,0,0,0,0,0,0,0,0,3,7,7,3,4,3,0,3,3,0,32,5,3,8,3,3,0,0,3,3,31,367,750,386,263,257,121,79,82,27,2332
107031139,6,0,34,14,6,11,5,10,0,88,0,0,0,0,0,0,0,0,0,0,3,3,8,0,0,0,0,0,3,19,5,0,4,0,4,3,3,4,6,33,254,640,373,225,254,95,82,80,32,2033
107031140,16,7,31,16,15,8,0,6,0,99,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,4,0,0,0,27,13,8,13,12,7,9,3,6,3,75,432,898,410,273,262,117,76,108,41,2621
107031141,35,6,113,55,31,36,16,23,0,308,3,0,0,0,0,0,0,0,0,4,4,9,11,4,7,0,8,7,5,59,12,13,18,14,15,8,14,12,7,125,653,1388,1081,686,709,301,296,272,93,5481
107031142,13,3,68,31,13,14,11,13,0,176,0,0,0,0,0,0,0,0,0,5,4,3,4,0,7,0,3,6,3,25,7,5,19,10,4,10,0,12,14,76,275,555,616,439,399,205,161,168,41,2870
107031143,23,4,111,60,25,26,14,34,5,305,0,0,0,0,0,0,0,0,0,0,8,0,8,4,7,0,14,4,0,48,12,17,47,18,15,17,23,46,32,213,367,761,1001,735,537,288,309,383,78,4451
107041144,27,6,118,42,33,22,11,23,3,290,0,0,0,3,0,4,0,0,0,8,11,13,9,7,7,8,3,7,4,64,15,12,24,16,11,4,7,27,22,142,777,2073,1005,741,778,343,255,308,102,6400
107041145,26,4,84,48,31,16,21,24,4,261,0,0,0,0,0,0,0,3,0,5,5,8,3,7,4,3,3,0,0,41,8,3,24,18,8,14,14,16,19,116,489,1236,820,636,555,194,252,253,71,4506
107041146,30,4,94,38,35,31,18,18,3,272,0,0,0,4,0,0,0,0,0,6,9,18,14,11,8,4,4,4,0,74,10,11,22,12,13,8,10,9,15,120,811,2438,934,698,835,342,241,308,88,6709
107041147,10,3,42,21,19,11,6,6,3,127,0,0,0,0,0,0,0,0,0,6,8,13,4,0,8,4,3,0,0,33,3,9,15,9,16,3,4,8,4,79,451,1003,626,378,408,185,136,137,41,3376
107041148,22,6,33,27,12,6,7,4,0,115,0,0,0,0,3,0,0,0,0,9,13,21,0,3,13,0,3,3,0,60,3,18,14,12,3,9,0,10,13,76,713,1865,540,378,459,161,101,114,45,4378
107041150,25,6,87,67,47,27,10,9,3,290,0,0,3,0,0,0,0,0,0,4,12,23,4,16,11,4,6,8,3,89,8,21,18,13,11,16,8,10,19,127,914,2221,1086,849,755,292,269,225,84,6699
107041548,24,3,92,51,25,24,3,12,0,243,0,3,0,5,0,0,0,0,0,15,6,14,4,5,11,4,4,4,3,47,8,10,11,12,5,3,9,7,12,70,575,1865,568,515,500,283,122,198,60,4681
107041549,24,9,77,50,29,25,6,24,3,247,0,0,3,0,0,0,0,0,0,3,6,20,3,6,13,0,3,3,0,57,3,6,16,15,5,12,8,19,26,108,576,1844,670,594,648,294,165,282,81,5147
108011151,4,0,38,12,10,3,4,10,0,78,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,12,3,0,8,4,6,3,5,5,3,41,175,184,238,124,123,47,86,96,13,1092
108011152,23,6,114,30,24,29,8,31,0,270,0,0,0,3,4,0,0,0,0,8,4,3,0,0,3,3,0,3,0,21,7,9,10,8,3,29,8,23,19,119,337,764,488,423,325,271,85,225,49,2975
108011153,12,3,37,12,4,14,10,12,0,99,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,8,15,4,5,4,0,8,12,9,3,59,186,274,304,178,148,105,57,109,29,1382
108011154,9,0,46,18,4,13,4,6,0,98,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,8,3,6,5,7,3,10,5,11,3,52,101,219,188,164,97,88,41,92,25,1013
108021155,14,6,61,44,8,18,15,21,4,189,0,0,0,3,0,3,0,4,0,9,0,7,3,3,3,3,10,0,0,29,9,8,13,40,9,14,8,26,21,143,253,557,446,541,326,190,149,245,46,2747
108021156,13,3,46,25,15,12,3,17,0,132,0,0,0,0,0,0,0,0,0,0,4,6,4,3,4,0,4,3,0,26,14,7,24,15,4,3,14,17,13,117,315,518,378,304,228,100,99,181,51,2174
108021157,3,0,26,17,11,7,6,8,0,73,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,14,3,6,9,6,0,3,3,15,3,46,109,246,192,164,110,57,48,107,27,1052
108021158,6,3,30,21,9,7,0,13,0,88,0,0,0,0,0,0,0,0,3,3,0,3,0,0,4,0,0,0,0,13,5,3,5,12,3,6,8,20,9,73,119,249,201,208,115,66,46,108,31,1151
108021159,12,3,34,27,8,10,6,11,0,111,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,3,0,0,18,6,9,19,12,10,5,7,14,3,76,262,424,329,292,188,97,82,149,19,1835
108021160,13,0,38,15,7,6,0,10,0,92,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,8,3,3,8,9,0,5,0,4,0,40,136,218,191,150,121,71,42,101,19,1055
108031161,4,0,11,0,0,0,0,5,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,11,32,19,30,22,20,8,3,24,7,158
108041162,25,11,110,46,19,28,13,40,7,292,0,0,0,0,0,3,0,0,0,9,8,8,3,0,5,0,3,0,5,39,10,5,21,13,10,5,16,14,19,116,397,906,710,505,364,240,161,302,55,3649
108041163,64,10,201,87,52,55,12,48,0,519,0,0,0,0,0,0,0,0,0,4,8,24,10,11,10,7,0,10,3,84,15,12,30,18,15,26,11,24,22,179,929,2623,1276,1013,1028,538,193,406,82,8090
108041164,34,16,112,49,33,28,6,36,0,317,0,0,0,0,0,0,3,0,0,3,0,6,3,6,3,3,4,0,0,28,8,9,18,14,14,23,4,23,14,128,461,1007,653,601,555,312,131,255,55,4016
108041165,12,0,26,10,12,12,5,11,0,87,0,3,0,0,0,0,0,0,0,3,3,3,0,0,3,0,3,0,0,15,12,6,9,5,3,5,4,6,4,51,253,327,284,171,178,82,78,125,30,1517
108041166,14,4,64,41,17,28,7,22,3,199,0,0,0,0,0,0,3,0,0,3,0,0,3,3,5,0,8,0,0,14,8,7,24,18,15,16,11,20,12,131,295,597,537,398,384,196,163,198,42,2798
108051167,7,0,17,7,3,9,7,8,0,57,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,17,0,0,3,8,0,3,8,11,0,37,205,212,190,125,97,64,89,98,13,1084
108051168,23,3,56,19,18,16,3,13,0,143,0,0,0,0,0,0,0,0,0,0,4,5,3,0,5,0,3,4,0,31,11,9,15,6,12,16,3,19,0,104,308,838,453,328,346,189,87,176,18,2753
108051169,33,7,107,55,25,34,8,38,3,309,0,0,8,0,0,0,0,0,0,5,8,5,3,0,3,0,3,5,0,36,15,5,21,25,8,24,18,21,19,151,401,952,685,660,425,365,203,353,45,4089
108051170,9,3,60,19,7,21,10,20,0,148,0,0,0,0,0,0,0,0,3,6,3,3,7,3,3,0,3,3,0,21,18,12,20,20,8,16,14,19,3,125,411,623,480,391,276,153,130,241,30,2740
108051171,9,0,28,14,3,6,3,14,0,77,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,4,0,9,7,4,13,9,5,8,14,19,5,74,110,235,215,174,111,78,66,117,21,1120
109011172,39,3,117,55,29,36,19,31,3,331,0,0,0,0,0,0,0,0,0,7,12,10,11,3,3,3,4,3,0,51,3,10,19,16,3,8,11,14,12,103,646,1561,914,635,649,282,194,241,56,5167
109011173,27,7,63,30,20,21,8,22,0,196,0,0,0,0,3,0,0,4,0,12,4,11,3,0,3,3,10,6,3,37,5,3,13,10,12,7,5,18,7,83,294,672,516,378,347,157,169,186,26,2743
109011174,30,7,96,41,17,26,4,14,3,226,0,3,0,0,0,0,0,0,0,3,5,6,3,11,7,0,0,4,0,35,7,4,10,0,6,7,4,13,10,55,513,1179,450,334,375,183,81,151,40,3308
109011175,23,0,61,19,15,18,11,11,3,168,0,0,0,3,0,0,0,0,0,0,4,8,4,0,10,4,0,0,0,33,32,10,20,8,12,15,14,25,4,137,755,737,555,336,401,150,173,226,45,3376
109011176,15,6,104,48,25,39,17,34,4,287,0,3,0,0,3,0,0,0,0,10,9,3,0,4,0,5,7,5,0,31,7,0,16,7,5,12,21,22,23,123,294,604,738,571,430,275,265,301,58,3545
109021177,4,0,23,3,3,0,0,3,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,4,7,5,5,4,4,5,9,50,142,114,108,83,79,31,51,53,12,682
109021178,12,0,33,11,11,9,3,11,0,83,0,0,0,3,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,9,13,4,16,6,7,12,9,11,6,77,232,316,255,182,152,81,80,105,16,1413
109021179,11,0,23,3,11,0,3,11,0,65,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,11,9,0,9,8,5,0,10,8,3,55,202,123,117,80,74,14,51,105,13,776
109031180,14,0,36,24,10,12,0,28,0,120,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,3,5,0,13,8,5,14,6,0,3,14,15,0,70,161,248,267,175,116,73,78,179,22,1324
109031181,12,3,28,12,4,8,4,11,0,85,0,0,0,0,0,0,0,0,0,7,6,3,0,0,0,0,3,0,0,14,18,10,19,11,12,4,8,11,3,93,359,274,304,174,146,70,102,137,21,1583
109031182,7,3,44,21,13,14,4,20,0,124,0,0,0,0,0,0,0,4,0,7,0,3,3,3,6,0,0,4,0,15,8,3,12,13,9,13,16,23,13,107,228,423,331,273,204,99,110,192,35,1898
109031183,18,0,18,3,5,15,5,13,0,78,0,0,0,0,0,0,0,0,0,5,6,3,0,0,0,0,4,0,0,18,22,4,10,6,3,4,3,19,8,92,573,313,197,127,154,62,66,187,29,1711
109031184,19,5,61,27,9,15,3,8,0,145,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,3,0,0,18,12,6,4,5,7,4,4,7,0,53,261,379,264,179,130,104,62,122,7,1506
109031185,25,3,55,21,16,17,3,25,0,166,0,0,0,0,0,0,0,0,0,3,11,4,3,3,0,0,4,3,0,23,22,6,20,19,13,12,13,19,6,129,498,412,362,290,229,106,125,201,26,2254
110011186,36,6,128,51,29,38,9,36,3,330,0,0,0,5,0,3,0,3,0,7,18,18,9,7,9,0,8,4,0,72,13,33,12,17,11,13,13,33,18,168,777,2397,845,794,836,369,160,438,79,6694
110011187,12,0,19,4,4,8,5,11,0,67,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,5,21,7,9,6,5,3,0,6,6,63,358,216,152,107,142,45,43,130,14,1217
110011188,11,0,27,10,12,9,8,7,0,92,0,0,0,0,0,0,0,0,0,0,3,5,3,4,4,3,0,0,0,27,15,8,10,5,4,5,4,8,7,70,347,449,307,195,238,88,54,155,28,1856
110011189,3,0,16,7,3,0,0,7,0,39,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,10,11,0,3,3,0,0,5,5,3,30,304,149,113,73,75,39,35,75,3,866
110021190,15,0,35,25,4,10,5,18,0,121,0,0,0,0,0,0,0,0,0,3,6,3,3,3,0,0,3,3,4,26,19,11,17,11,5,7,8,16,8,98,394,378,274,274,209,106,80,175,31,1926
110021191,23,4,53,25,11,15,3,19,0,155,0,0,0,0,0,0,0,0,0,0,6,3,3,3,0,4,4,3,0,30,11,6,38,21,12,18,15,45,29,196,322,626,513,404,248,187,107,303,51,2748
110021192,5,0,12,3,0,3,4,11,0,43,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,3,0,10,10,4,6,3,3,6,6,8,4,56,299,159,133,128,108,55,43,117,31,1068
110021193,17,0,21,6,3,0,0,11,0,65,3,0,0,0,0,0,0,3,0,5,0,0,0,0,4,0,0,0,0,6,21,3,4,12,9,3,10,11,11,82,399,254,166,144,130,45,56,131,24,1358
110021194,10,3,25,12,7,16,6,21,0,97,0,0,0,0,0,0,0,0,0,0,9,4,0,3,0,0,0,4,0,14,15,3,3,11,5,3,7,15,9,79,294,248,203,177,137,66,81,160,34,1394
110031195,18,4,44,28,9,8,9,7,0,126,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,3,0,17,14,10,15,11,12,13,10,14,11,114,257,503,374,256,231,115,102,108,36,1983
110031196,12,0,11,3,7,3,6,9,0,47,0,0,0,0,0,0,0,0,0,4,3,0,0,0,3,0,0,4,3,16,22,4,7,5,10,6,9,8,4,75,479,192,132,117,153,44,98,123,21,1348
110031197,9,4,36,19,8,3,4,12,0,92,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,7,0,0,15,15,9,12,0,16,16,21,16,10,113,217,459,380,206,212,89,140,133,35,1876
110031198,13,0,16,9,8,3,0,3,0,52,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,7,17,3,7,3,3,7,13,19,7,70,298,209,137,103,115,48,79,90,32,1120
110041199,9,3,38,22,5,9,25,12,0,136,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,4,0,0,24,15,7,19,10,3,21,23,23,9,132,290,511,456,260,256,139,282,133,38,2369
110041200,10,0,14,5,5,0,6,6,0,53,0,0,0,0,0,0,0,0,0,3,4,0,0,3,0,0,3,4,0,16,15,3,14,5,5,0,11,17,7,84,308,180,171,102,105,28,109,88,20,1107
110041201,11,0,30,20,10,8,9,15,3,103,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,6,3,0,18,10,9,7,11,13,5,15,19,4,106,340,313,258,199,181,75,166,157,22,1720
110041202,44,11,125,58,28,33,27,54,3,381,4,0,0,0,0,0,0,0,0,9,10,11,12,3,9,8,5,4,0,65,12,19,39,20,24,17,19,47,32,226,594,1357,1079,713,715,330,255,476,76,5602
110041203,36,3,81,38,13,17,15,20,0,233,0,0,0,0,3,0,0,3,0,6,7,10,10,5,5,6,3,9,0,47,5,20,16,16,11,11,11,31,25,151,537,1535,670,527,475,258,170,312,61,4546
110041204,11,3,28,18,12,11,3,12,0,90,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,3,0,0,7,3,3,12,11,3,6,11,30,3,85,87,180,216,157,104,78,77,169,10,1074
110041205,40,7,86,40,32,14,15,44,4,281,0,0,0,0,0,0,0,3,0,8,13,4,6,0,10,5,12,6,0,51,31,13,36,18,28,21,26,41,17,239,944,1151,948,557,626,245,288,402,80,5243
111011206,17,9,120,34,27,19,6,27,0,270,0,0,0,0,0,0,0,0,0,7,4,14,7,12,10,3,4,4,3,55,10,12,12,14,15,13,10,14,17,111,569,1312,1094,601,689,281,228,278,51,5103
111011207,4,4,39,13,17,8,3,8,0,96,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,13,0,4,3,6,3,3,6,13,4,42,138,283,325,187,182,84,87,107,28,1418
111011208,42,7,149,55,52,45,16,34,3,389,0,0,0,0,0,0,0,0,0,3,14,8,3,11,8,0,4,6,3,57,12,17,33,18,15,20,9,20,22,170,862,2588,1363,857,1032,393,270,359,98,7823
111011209,39,21,146,51,36,31,19,27,9,384,0,0,0,0,0,3,0,0,0,10,10,16,12,3,16,4,9,3,0,78,7,12,31,22,18,19,13,15,26,150,755,2189,1373,826,997,409,320,334,100,7302
111011210,18,0,53,18,7,17,7,18,0,131,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,3,0,17,3,8,10,9,0,11,7,12,6,64,190,446,380,262,249,132,106,126,27,1907
111011211,4,0,22,3,4,7,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,4,3,0,0,0,6,0,4,4,5,23,148,372,168,93,114,41,30,41,14,1033
111011212,12,5,63,24,19,13,8,12,0,152,0,0,0,0,0,3,0,0,0,7,0,4,7,5,3,0,3,5,0,32,3,5,11,4,11,5,16,11,10,79,396,779,630,359,365,168,151,188,46,3078
111011213,17,4,57,24,24,24,8,7,3,163,0,0,0,0,0,0,0,0,0,0,3,15,11,4,9,6,8,3,0,55,13,3,3,8,10,6,3,7,6,66,600,1486,602,379,564,189,114,116,36,4079
111011214,14,3,88,41,23,19,8,26,0,228,0,0,0,0,0,0,0,0,0,3,3,4,8,3,3,0,3,7,0,35,6,7,14,12,7,8,5,13,9,80,497,1260,698,469,589,225,185,192,47,4157
111021215,9,4,52,17,14,15,4,24,3,139,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,0,0,5,3,22,0,5,10,5,3,6,10,11,7,52,194,462,420,328,248,139,126,150,37,2101
111021216,12,3,41,22,15,20,7,13,0,132,0,0,0,0,0,0,0,0,0,0,3,5,4,5,0,0,6,0,3,25,0,3,12,5,8,4,10,9,9,67,247,610,509,321,299,158,129,158,44,2476
111021217,24,9,104,37,26,21,10,20,0,253,0,0,0,0,0,0,0,0,0,3,8,6,9,0,4,3,8,3,0,49,10,6,22,16,14,9,9,17,11,119,435,1012,921,522,590,231,268,234,61,4268
111021218,24,3,65,33,29,24,11,26,5,212,0,0,0,0,0,0,0,3,0,5,0,7,6,3,5,3,3,0,0,26,12,15,27,19,7,7,8,22,13,124,407,980,763,436,452,201,198,274,66,3769
111021219,21,10,76,27,20,20,13,20,5,216,0,0,0,0,0,0,0,0,0,0,0,3,6,3,6,0,7,8,4,39,3,7,18,12,13,11,6,10,16,94,398,941,630,439,449,204,180,211,67,3520
111021220,16,10,57,25,19,13,7,17,0,153,0,0,0,0,0,0,0,0,0,0,3,8,5,0,4,3,3,0,6,32,8,3,6,7,5,3,5,9,3,59,293,673,545,328,316,139,156,140,23,2617
111021221,6,6,36,15,14,15,12,13,0,113,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,0,3,3,0,12,4,4,8,3,4,3,3,13,7,45,136,310,490,240,218,81,161,148,25,1808
111031222,23,11,104,27,31,28,13,14,10,260,0,0,0,3,0,0,0,0,0,4,8,16,3,6,15,5,10,8,3,70,10,12,11,10,18,3,3,6,18,96,710,2041,821,496,713,250,166,233,78,5504
111031223,3,0,43,21,10,13,6,17,0,118,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,3,4,19,4,4,12,3,3,4,10,7,6,56,119,245,393,259,202,124,145,177,25,1685
111031224,18,9,77,37,19,26,4,5,3,188,0,0,0,0,0,0,0,0,0,0,4,17,3,4,8,8,4,3,0,48,5,18,16,4,5,3,6,7,14,76,554,1624,485,401,487,206,102,136,45,4048
111031225,22,6,92,44,40,27,12,15,0,253,0,0,0,0,0,0,0,0,0,0,9,11,11,3,10,3,4,3,0,54,11,14,16,10,14,8,6,14,18,114,692,2285,770,557,730,291,156,192,76,5744
111031226,24,4,100,27,26,33,16,18,0,244,0,0,0,0,0,0,0,0,0,4,8,13,9,3,9,0,9,0,0,53,5,12,17,14,11,8,11,12,22,95,432,1169,857,516,568,232,241,237,70,4313
111031227,26,4,111,46,22,30,4,23,3,279,0,0,0,0,0,0,0,10,0,16,3,19,9,6,4,3,0,6,0,57,5,11,16,9,3,3,9,15,17,88,431,1605,738,623,584,279,168,250,57,4743
111031228,23,13,83,33,27,8,4,9,3,207,0,0,0,0,0,0,0,0,0,3,9,12,3,4,9,3,6,0,5,63,13,13,10,16,13,6,4,9,5,86,794,2434,625,464,593,242,112,135,50,5450
111031229,27,8,61,22,19,8,8,15,3,176,0,0,0,0,0,0,0,0,0,3,8,17,6,9,6,0,3,0,0,46,5,14,5,0,8,0,4,5,10,54,613,2323,456,382,456,201,58,90,59,4632
111031230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111031231,3,0,41,22,12,12,3,13,0,120,0,0,3,3,0,0,0,3,0,8,0,8,8,5,3,3,0,5,3,31,0,9,9,7,4,9,6,17,9,58,143,647,385,396,238,189,124,208,32,2363
111031232,11,0,41,8,16,10,7,4,0,97,0,0,0,0,0,0,0,0,0,0,6,13,3,3,0,0,3,0,0,36,6,5,12,13,5,5,3,5,6,60,234,522,379,219,245,78,99,99,26,1905
111031233,32,9,112,44,30,35,20,29,3,312,0,3,0,0,0,0,0,3,0,9,3,13,8,0,3,0,6,7,4,51,10,16,21,14,22,6,15,20,16,143,535,1732,950,688,726,269,273,287,69,5524
111031234,14,6,74,43,23,13,14,11,0,204,0,0,0,0,0,0,0,0,3,9,4,16,4,15,5,0,3,3,0,55,7,6,3,10,11,3,12,13,14,76,322,1244,594,538,452,229,139,218,44,3776
111031235,19,9,81,33,13,7,6,10,3,182,0,0,0,0,0,0,0,0,0,0,3,16,3,3,8,3,0,4,0,44,4,9,12,5,5,4,0,4,5,52,332,1255,418,410,355,143,94,128,46,3176
112011236,32,10,118,46,20,34,9,22,3,301,0,0,0,0,0,0,0,0,0,6,5,7,3,8,6,7,0,7,3,40,9,8,25,20,8,16,13,36,15,144,460,1123,721,636,455,286,127,314,67,4190
112011237,32,4,115,52,29,31,12,30,5,307,3,0,0,0,0,0,0,0,0,4,13,13,0,3,6,0,3,5,0,56,14,16,21,12,17,9,13,17,24,136,782,1491,803,577,576,267,171,318,82,5067
112011238,12,0,43,19,14,5,5,14,0,115,0,0,0,0,0,0,0,0,0,5,11,6,0,4,4,3,0,3,0,32,16,6,12,13,6,7,6,7,8,80,374,625,259,200,178,92,37,102,31,1892
112011239,18,5,61,28,7,20,6,21,0,162,0,0,3,0,0,0,0,0,0,3,3,7,5,0,5,3,0,6,0,36,5,10,15,19,4,7,3,15,10,95,274,750,425,369,236,161,58,195,33,2509
