SA2_MAINCODE_2016,P_OthServ_0,P_OthServ_1_15,P_OthServ_16_24,P_OthServ_25_34,P_OthServ_35_39,P_OthServ_40,P_OthServ_41_48,P_OthServ_49over,P_OthServ_hours_NS,P_OthServ_Tot,P_ID_NS_0,P_ID_NS_1_15,P_ID_NS_16_24,P_ID_NS_25_34,P_ID_NS_35_39,P_ID_NS_40,P_ID_NS_41_48,P_ID_NS_49over,P_ID_NS_hours_NS,P_ID_NS_Tot,P_Tot_0,P_Tot_1_15,P_Tot_16_24,P_Tot_25_34,P_Tot_35_39,P_Tot_40,P_Tot_41_48,P_Tot_49over,P_Tot_hours_NS,P_Tot_Tot
120021389,0,29,26,22,32,41,35,49,0,236,3,25,24,25,17,62,24,65,60,296,230,582,602,648,989,1686,970,1903,101,7714
120031390,5,43,40,33,82,79,22,43,5,353,12,47,85,43,103,103,34,36,124,585,307,1162,1713,1224,2679,2795,1086,1341,241,12553
120031391,12,38,63,46,61,81,33,42,3,366,18,82,87,55,107,118,29,46,178,712,285,1193,1590,1072,2273,2530,855,1250,286,11332
120031392,3,18,19,22,39,37,20,34,3,184,4,13,20,27,45,53,10,20,39,226,134,496,607,582,1066,1151,552,661,75,5322
120031393,6,51,28,36,68,52,35,43,8,335,8,38,27,22,63,76,20,35,81,370,210,919,812,878,1709,1756,754,1100,160,8300
120031394,14,44,31,24,81,61,33,27,0,307,7,28,32,21,63,77,29,43,62,353,290,752,871,864,1795,1990,1086,1438,131,9209
120031395,10,23,24,21,55,34,17,30,3,222,4,28,32,29,30,45,23,21,46,253,199,659,781,691,1207,1515,760,1182,93,7079
120031396,5,15,35,25,50,44,18,27,9,219,12,51,63,24,98,87,25,26,97,493,212,642,966,714,2016,2067,613,723,189,8150
120031575,6,37,46,25,53,66,31,33,4,311,16,77,125,59,109,130,30,48,202,798,256,1284,1945,1109,2324,3055,875,1421,347,12615
120031576,0,11,3,5,19,21,4,17,0,77,3,5,5,3,12,15,7,11,19,83,41,161,168,155,370,435,139,241,36,1749
121011398,10,50,47,42,73,67,36,55,11,393,17,50,75,36,95,138,40,80,134,664,337,1315,1383,1090,2467,3505,1295,1988,239,13611
121011399,8,34,40,30,76,60,41,52,0,338,9,37,40,31,84,121,38,64,87,509,316,993,1080,950,2024,2743,1225,1830,157,11328
121011400,6,64,39,40,57,69,28,67,3,374,20,62,41,30,65,115,40,102,72,539,388,1444,1322,1193,1738,2972,1444,3041,166,13706
121011401,4,15,17,14,32,13,16,19,4,136,5,26,16,10,30,57,16,46,43,235,207,381,440,411,1022,1709,825,1253,76,6330
121011402,9,51,41,30,36,64,35,52,5,327,8,59,39,38,41,95,38,101,68,481,314,1438,1296,1124,1269,2368,1158,2846,156,11959
121021403,7,45,45,41,71,88,40,49,4,393,14,46,32,35,51,85,28,55,56,391,295,1139,1088,1000,1574,2119,933,1339,121,9611
121021404,6,26,24,24,45,38,28,33,0,229,3,19,12,12,39,53,24,31,43,232,195,735,709,648,973,1329,589,914,81,6169
121021406,4,34,35,32,54,62,29,45,3,292,0,36,38,18,48,66,34,39,52,335,281,1157,958,904,1430,1874,935,1377,111,9022
121021577,12,15,27,17,45,52,21,15,3,197,11,29,20,23,54,59,15,19,52,276,173,519,644,575,1553,1547,552,569,102,6241
121021578,3,26,19,13,30,27,19,27,3,170,5,19,17,11,34,47,10,20,22,202,157,554,533,543,1038,1160,445,613,65,5108
121021579,3,24,17,17,33,22,16,12,0,143,5,19,17,10,36,57,6,10,27,190,120,405,424,385,961,1226,421,512,58,4506
121031407,9,40,30,24,37,48,19,28,5,243,10,46,35,35,48,120,23,58,88,462,233,1308,981,838,1376,2115,906,1813,152,9732
121031408,7,49,42,21,26,47,24,39,4,265,15,58,47,37,50,88,18,68,56,430,271,1479,1236,1011,1339,2153,1026,2280,131,10934
121031409,0,35,26,22,22,26,16,31,0,186,8,33,26,24,34,75,20,74,53,342,209,1084,808,746,913,1633,757,1634,104,7892
121031410,6,59,45,31,26,64,20,58,0,316,12,50,35,30,38,89,25,56,50,383,223,1321,1047,881,1171,2001,901,1900,111,9562
121031411,4,38,40,24,26,49,22,41,0,247,9,40,25,28,34,64,30,62,52,337,236,1218,938,810,993,1737,814,1757,90,8591
121031412,6,43,24,28,25,43,25,43,0,247,6,42,38,18,38,60,15,55,45,317,263,1148,923,756,956,1649,836,1719,111,8364
121041413,5,35,17,27,45,59,31,50,4,279,8,41,30,34,34,85,32,74,59,400,336,871,965,832,1421,2451,1351,2489,125,10848
121041414,10,28,31,18,51,41,33,53,3,273,4,31,36,27,44,102,36,64,64,408,335,749,823,783,1686,2772,1490,2385,117,11144
121041415,20,62,39,40,50,47,31,71,8,368,26,65,45,49,48,128,40,131,76,618,393,1580,1363,1179,1513,2759,1481,3542,188,13999
121041416,6,29,25,23,46,40,30,41,3,241,12,34,31,32,41,98,35,88,63,444,271,742,823,772,1478,2480,1404,2538,125,10637
121041417,3,17,21,14,25,29,21,22,3,146,9,29,21,16,27,51,20,53,42,265,178,469,464,388,921,1610,795,1523,77,6425
122011418,3,57,47,35,28,41,22,34,0,269,10,54,37,31,34,92,29,88,46,422,300,1224,1136,987,968,1918,933,2311,138,9916
122011419,3,45,48,39,50,61,36,45,8,330,19,45,56,42,72,133,48,103,79,595,359,1006,1138,1006,1506,2894,1528,2668,178,12282
122021420,7,36,24,22,28,32,10,39,0,192,16,51,47,35,31,55,12,54,51,346,182,960,800,711,582,1138,503,1144,102,6116
122021421,8,26,32,34,29,51,19,42,4,239,11,33,25,27,17,56,26,41,32,259,146,750,584,571,550,935,420,986,75,5019
122021422,6,34,22,40,46,40,25,38,3,258,3,39,25,30,25,77,32,54,44,340,197,927,826,781,787,1329,622,1334,105,6910
122021423,9,77,42,70,80,95,50,80,5,502,23,61,55,52,74,118,45,88,88,610,355,1495,1392,1361,1683,2450,1164,2065,191,12146
122031424,9,39,40,38,44,69,29,35,0,293,11,36,25,35,63,63,14,55,66,383,176,843,717,769,1127,1306,601,1084,127,6746
122031425,5,16,11,15,15,37,23,16,0,141,5,18,14,16,25,42,16,25,25,182,117,469,374,410,539,774,344,596,64,3684
122031426,13,77,65,51,99,106,65,68,0,534,13,57,63,56,140,127,54,111,119,735,423,1275,1566,1271,2755,2973,1459,2149,192,14062
122031427,10,50,33,18,34,36,26,51,3,254,5,29,23,25,24,54,18,36,38,256,148,854,646,622,755,1154,578,1042,82,5887
122031428,10,81,56,73,72,97,53,73,8,520,21,58,45,40,55,95,43,94,90,546,350,1606,1377,1298,1632,2392,1210,2098,173,12145
122031429,8,56,35,54,67,80,42,66,3,415,12,41,47,41,53,123,41,85,73,514,385,1082,1129,1124,1740,2629,1330,2208,150,11778
122031430,8,45,36,29,50,50,24,47,3,289,7,36,30,35,47,73,23,50,51,345,254,986,992,936,1239,1645,842,1464,121,8481
122031431,21,58,47,48,71,102,49,80,3,476,22,51,46,43,73,136,49,90,82,583,382,1408,1318,1269,1880,2638,1371,2276,180,12707
122031432,3,15,11,7,12,18,7,15,0,90,0,11,10,6,3,18,6,27,12,103,49,269,197,209,215,346,134,346,30,1795
123011433,8,23,23,22,36,55,33,40,0,243,13,18,17,12,31,47,16,45,52,249,216,631,619,624,1045,1154,653,1192,113,6258
123011434,7,55,32,27,80,82,35,76,10,412,10,44,39,40,86,103,34,82,86,513,353,1026,1014,981,1933,2213,1134,1949,181,10782
123011435,12,65,42,55,125,122,72,93,3,592,25,50,48,36,133,145,39,106,127,717,525,1467,1290,1430,3152,3178,1585,2426,249,15309
123021436,0,27,28,23,61,68,37,40,3,289,14,34,20,35,90,92,30,38,95,438,227,725,664,830,1818,1563,706,969,180,7685
123021437,8,32,8,18,60,59,28,46,7,271,8,34,30,31,89,96,33,40,82,439,228,765,700,764,1947,1695,696,904,171,7877
123021438,10,48,24,40,86,70,47,43,5,375,15,29,36,50,132,119,40,42,114,581,272,943,801,978,2339,1941,887,1112,214,9479
123021439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123021440,3,27,29,22,70,61,25,47,0,296,16,41,41,36,100,105,38,56,89,527,281,801,786,888,2313,1937,825,1042,181,9049
123021441,12,25,16,33,66,61,31,45,7,297,9,31,26,23,117,95,23,39,75,437,236,694,673,785,1851,1573,724,882,158,7578
123021442,3,26,27,30,83,57,31,27,7,295,23,47,41,37,148,114,35,35,121,596,237,806,863,1012,2655,2076,758,883,255,9541
123021443,11,31,26,16,67,78,31,26,5,290,15,36,38,42,123,93,36,31,109,527,254,855,793,868,2414,1844,790,856,220,8897
123021444,5,27,36,17,67,69,41,34,3,311,16,34,31,35,121,96,36,60,101,523,275,911,793,961,2146,1893,854,1153,205,9202
123031445,3,3,9,9,23,31,19,32,0,138,3,9,8,14,24,27,8,23,38,155,97,277,265,278,523,507,254,441,61,2718
123031446,4,24,18,16,41,34,26,44,6,210,7,15,14,16,33,51,18,36,24,207,164,488,435,497,886,1015,485,907,87,4961
123031447,10,25,40,19,47,60,32,44,6,290,17,28,17,24,60,69,21,58,72,357,322,786,756,811,1468,1458,792,1323,182,7892
123031448,6,32,20,20,33,54,21,49,4,238,15,28,19,18,34,62,19,32,35,271,149,488,449,466,698,952,425,848,112,4579
124011449,3,14,11,13,6,10,6,5,0,76,3,19,9,8,8,22,7,13,7,84,75,387,318,307,365,345,168,323,29,2304
124011450,15,43,37,34,39,51,29,51,3,301,6,37,19,25,50,74,21,47,36,323,333,1164,1066,939,1581,1790,970,1580,110,9529
124011451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,6
124011452,3,30,22,25,32,21,10,26,3,163,14,31,23,21,29,31,7,21,46,231,187,811,794,843,883,799,430,696,120,5552
124011453,12,21,15,18,30,27,21,29,5,178,4,23,17,13,35,24,20,25,24,183,196,665,640,668,984,898,487,746,81,5346
124011454,9,46,35,56,79,67,41,58,3,400,12,28,24,17,49,65,21,43,50,313,348,1259,1140,1160,1949,1886,1099,1594,108,10554
124011455,0,11,12,6,6,20,4,10,0,74,7,12,6,3,4,18,4,15,16,88,98,364,296,311,401,433,190,373,31,2508
124021456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124031457,3,27,26,24,68,62,28,49,0,298,3,27,11,26,95,83,34,66,70,427,227,710,632,802,1732,1599,783,1129,133,7747
124031458,6,39,41,41,96,106,59,83,10,484,21,46,42,46,125,120,46,88,126,649,445,1081,934,1055,2649,2673,1182,1941,233,12193
124031459,9,35,20,23,42,57,28,41,0,265,5,33,25,19,53,60,27,52,56,324,234,748,695,687,1329,1359,692,1135,104,6987
124031460,4,46,46,50,88,100,54,79,4,474,17,40,31,32,104,104,31,73,75,520,347,1177,997,1118,2395,2454,1211,1768,159,11618
124031461,7,36,15,21,49,75,41,34,4,291,14,24,42,20,78,79,39,71,68,432,279,730,730,745,1776,1702,808,1240,147,8154
124031462,12,26,26,25,89,66,40,43,3,335,9,51,24,39,84,102,24,49,106,484,294,817,771,864,2188,1867,885,1091,189,8962
124031463,7,25,14,22,38,63,32,49,4,248,8,17,12,13,35,61,22,36,40,237,166,485,453,428,847,1102,440,965,86,4974
124031464,11,20,15,21,43,39,16,42,3,212,8,15,19,22,48,49,23,32,63,276,182,457,502,564,1323,1171,618,819,129,5758
124031465,0,16,5,6,33,39,18,31,0,155,3,6,5,10,24,24,12,24,18,125,75,270,238,239,471,556,248,559,38,2710
124041466,5,26,21,27,41,50,19,44,3,243,5,34,22,34,69,51,25,48,45,331,183,659,573,676,1232,1267,648,955,136,6334
124041467,7,37,30,26,45,87,44,54,9,338,10,24,25,41,94,83,36,52,74,440,232,742,650,762,1538,1528,787,1234,156,7632
124041468,0,20,20,17,20,36,12,45,5,176,3,20,12,13,25,37,6,26,27,182,90,326,297,335,550,662,264,614,80,3214
124051469,0,14,10,11,35,39,15,34,0,165,4,7,9,7,46,40,13,15,29,171,89,346,293,341,834,850,342,512,54,3669
124051470,10,48,33,32,79,112,52,59,4,418,10,25,40,37,127,92,41,63,73,511,276,857,851,990,2404,2331,974,1363,205,10245
124051580,3,21,6,8,56,35,16,28,3,171,11,31,18,19,79,71,23,26,80,355,150,414,402,493,1294,1074,444,551,156,4972
124051581,0,18,23,21,55,50,25,30,3,227,14,33,25,41,116,92,31,38,89,483,178,533,540,613,1684,1400,520,696,182,6353
125011473,3,29,25,30,60,55,32,27,3,265,13,39,44,20,78,121,31,62,73,473,263,627,688,717,1971,2447,920,1317,139,9078
125011475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125011582,0,22,35,17,46,38,29,6,4,198,7,54,96,58,116,84,33,39,195,671,119,659,1064,655,1392,1182,422,463,317,6277
125011583,0,12,27,12,32,25,8,12,0,117,4,42,68,39,81,74,39,15,113,475,66,472,924,472,1086,900,331,277,194,4714
125011584,3,8,13,11,22,25,3,7,4,105,5,31,29,28,48,44,13,17,59,279,76,324,312,343,718,623,200,257,108,2958
125011585,0,13,16,11,26,23,11,12,0,121,7,30,39,29,63,69,15,25,59,331,74,384,413,376,977,773,272,318,105,3694
125011586,3,37,45,34,81,75,23,35,0,336,14,78,106,59,133,129,38,37,205,794,188,921,1345,857,2191,2020,616,784,322,9249
125011587,0,8,3,11,20,8,7,3,0,67,0,13,21,18,28,24,10,7,28,150,38,209,236,231,516,429,131,161,51,2002
125021476,13,55,41,50,78,81,48,63,8,428,19,63,72,47,105,156,35,69,129,695,302,1527,1259,1197,2413,2997,1046,1507,226,12463
125021477,15,44,41,43,86,118,43,50,4,445,7,48,52,50,111,83,37,40,82,510,279,982,967,912,2055,2313,859,1218,158,9743
125021478,9,27,25,34,43,64,31,44,4,281,10,44,34,33,67,81,28,41,69,419,229,892,806,789,1656,1806,673,1010,144,8010
125031479,4,39,39,24,56,55,26,28,4,275,9,50,43,50,110,93,20,37,127,529,160,682,639,652,1612,1325,474,644,213,6395
125031480,3,34,30,19,55,41,19,14,13,234,14,45,30,40,110,68,21,19,155,499,107,581,510,481,1281,913,366,371,241,4855
125031481,5,49,45,27,76,59,21,32,4,315,18,65,62,42,115,91,14,37,164,612,195,908,1174,884,1917,1583,599,722,299,8282
125031482,10,41,36,48,103,88,33,70,9,441,18,47,44,42,98,142,33,54,100,578,358,1122,1028,1162,2634,2800,1058,1585,223,11972
125031483,4,30,37,33,56,49,18,18,3,242,22,67,38,46,88,81,22,26,183,576,145,767,686,667,1441,1322,437,603,319,6389
125031484,3,43,33,25,71,63,34,44,5,311,20,56,47,43,93,104,32,37,133,561,206,787,793,755,1951,1673,660,818,243,7886
125031485,6,39,33,35,101,82,39,39,8,390,14,67,85,65,154,146,36,45,217,834,305,1079,1154,1118,2800,2518,925,1157,378,11434
125031486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,5
125031487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6
125041489,11,36,29,24,83,64,30,35,3,314,12,41,43,41,100,123,33,45,100,530,257,810,942,853,2680,2662,920,1153,207,10491
125041490,0,24,13,9,27,22,12,20,0,127,4,17,14,20,43,25,14,18,31,182,113,427,405,359,723,771,352,553,46,3755
125041491,3,26,38,18,71,57,29,33,6,291,9,38,43,29,71,96,34,38,76,428,275,702,880,773,2475,2689,821,1067,174,9854
125041492,6,27,60,32,97,60,23,19,8,334,8,45,103,42,207,173,38,44,172,838,323,942,1617,1125,3856,4296,972,959,308,14399
125041493,11,37,30,32,91,79,32,47,0,357,9,34,40,34,112,109,20,48,105,510,322,919,921,906,2432,2374,830,1097,194,10000
125041494,3,29,20,18,30,46,24,35,0,208,11,26,20,12,40,57,17,34,31,237,158,587,526,473,905,1261,518,796,67,5287
125041588,4,13,17,10,40,36,16,21,5,172,5,24,26,24,95,66,8,20,83,364,118,391,486,485,1650,1307,365,408,158,5367
125041589,4,20,24,16,47,35,18,13,4,194,8,19,36,21,94,63,22,15,101,378,157,547,678,599,1918,1799,496,518,168,6882
126011495,20,70,42,49,74,75,31,47,3,405,11,54,58,51,99,136,24,63,115,615,309,1604,1339,1138,2519,3155,1161,1635,215,13075
126011496,3,48,37,36,32,42,22,42,3,260,13,51,27,33,48,70,17,45,64,368,259,1331,1037,949,1527,2173,967,1673,135,10064
126021497,8,47,60,50,75,58,34,52,4,385,7,59,61,38,106,115,20,44,123,586,297,1331,1389,1129,2416,2622,902,1328,219,11622
126021498,3,25,32,43,38,35,30,44,3,249,4,31,12,20,40,74,32,56,49,324,198,724,677,715,1111,1669,775,1407,106,7374
126021499,0,24,26,17,17,24,11,25,0,139,4,18,17,10,25,40,14,35,34,195,151,556,458,427,465,872,382,1082,63,4456
126021500,7,34,47,23,48,63,31,35,3,295,11,35,38,27,77,96,28,47,86,441,325,1064,1070,769,2167,2533,960,1060,216,10165
126021501,4,27,28,27,36,55,22,25,0,238,4,21,11,15,42,66,17,39,50,268,174,632,588,596,1013,1372,544,884,99,5894
126021503,7,34,44,35,70,69,26,45,0,332,13,32,47,36,90,108,32,46,97,496,295,924,1003,863,2381,2572,979,1185,168,10372
126021590,3,10,5,5,12,7,7,9,0,59,0,9,11,8,14,20,0,8,14,88,43,240,230,206,291,423,180,431,35,2076
126021591,10,54,60,47,110,105,60,51,3,503,12,57,50,44,109,141,41,63,129,644,377,1282,1347,1199,2810,3228,1251,1761,249,13502
127011504,9,40,24,18,51,26,13,21,7,189,8,41,23,39,113,61,19,35,133,476,104,469,451,504,1196,855,299,413,221,4522
127011505,7,23,21,23,46,52,18,30,0,215,15,23,24,10,36,59,20,32,67,291,97,451,364,368,656,818,291,653,150,3851
127011506,8,37,31,27,84,90,44,58,3,386,22,38,27,27,76,93,25,65,112,490,367,676,751,772,1891,1928,816,1486,218,8913
127011592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,4,0,20
127011593,0,13,17,9,28,36,13,19,3,133,8,22,7,17,41,27,8,13,29,177,76,332,276,305,770,801,272,451,73,3355
127011594,4,30,22,21,52,51,18,35,3,240,11,43,27,23,95,66,14,27,93,403,110,506,508,531,1375,1110,390,532,168,5228
127011595,3,16,27,22,48,47,28,27,0,221,8,34,23,29,90,80,24,28,76,375,120,518,490,579,1403,1300,419,570,158,5552
127011596,3,30,21,21,37,39,15,23,0,196,8,20,27,20,93,71,20,18,73,352,142,499,466,501,1357,1227,412,615,141,5359
127011597,4,35,30,17,50,57,18,27,3,243,10,39,20,22,77,69,27,38,71,365,184,643,629,690,1656,1679,622,939,160,7204
127021509,4,37,41,37,65,58,38,27,5,315,0,53,42,44,112,87,17,25,70,452,141,674,623,635,1631,1309,456,598,141,6197
127021510,3,30,26,31,78,67,35,61,0,345,22,60,37,32,89,103,28,31,106,506,211,854,760,808,1802,1746,656,1042,197,8074
127021511,10,113,91,52,80,56,26,38,6,481,14,118,105,88,246,111,28,45,233,992,173,1153,1006,843,2389,1486,491,663,361,8578
127021512,8,69,33,30,71,67,18,32,3,327,10,61,46,40,134,71,29,33,139,563,140,701,589,600,1618,1222,464,595,223,6150
127021513,3,84,60,41,64,57,20,26,3,355,17,91,75,54,193,95,25,47,172,759,142,858,789,727,2087,1358,483,667,268,7384
127021514,0,11,16,16,38,39,16,15,0,159,7,27,23,15,62,46,11,13,58,267,106,469,426,417,993,906,327,426,104,4173
127021515,0,33,30,28,57,42,19,14,3,227,9,53,43,42,104,83,20,27,107,488,112,618,499,506,1347,1046,381,411,204,5137
127021516,4,49,28,32,73,65,22,30,6,307,14,55,53,48,119,83,31,29,117,547,153,791,646,639,1620,1249,460,608,214,6372
127021517,3,20,19,21,38,29,13,16,3,160,4,20,14,20,47,23,12,13,55,204,76,332,320,326,809,628,237,302,107,3133
127021518,0,11,13,15,35,22,10,18,0,117,3,9,10,6,24,30,9,13,36,149,68,222,203,186,351,437,157,356,70,2052
127021519,11,39,35,28,77,58,29,36,0,316,9,59,46,39,97,97,14,35,97,497,175,699,626,655,1666,1387,553,698,181,6638
127021520,3,27,21,11,49,44,17,18,5,191,9,25,29,19,90,56,20,10,62,329,93,457,359,374,1181,914,341,402,121,4254
127021521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,3,3,0,12
127031522,9,28,15,27,46,53,15,35,5,228,11,26,23,42,75,86,21,32,120,434,184,638,617,706,1531,1415,573,727,203,6595
127031523,6,45,32,42,89,91,36,42,8,390,12,49,42,37,100,113,40,47,85,522,277,803,756,808,1955,2054,740,1241,159,8793
127031524,12,36,33,34,79,66,49,52,6,364,7,32,23,19,81,107,34,39,77,424,356,922,917,927,2245,2556,1108,1603,155,10792
127031598,11,37,33,30,79,64,24,32,7,305,15,61,49,41,119,116,21,42,150,615,238,851,812,824,2246,1785,652,833,276,8515
127031599,3,10,16,3,33,26,16,19,3,131,9,30,22,39,75,58,17,18,90,352,103,372,326,339,841,714,267,294,163,3425
127031600,8,21,24,17,68,56,26,36,3,261,9,16,38,35,107,95,29,35,82,440,196,650,693,738,2139,1838,669,887,177,7990
127031601,3,7,6,7,16,14,7,0,0,68,3,11,8,12,34,26,8,3,32,149,59,175,155,183,502,448,150,183,70,1938
128011529,11,40,31,46,70,68,15,56,3,342,7,34,29,27,36,96,35,42,71,377,288,1105,983,911,1388,1857,952,1585,147,9211
128011530,6,47,37,37,61,64,27,49,0,334,16,38,24,22,69,88,28,32,67,382,270,900,915,870,1611,1938,827,1277,153,8759
128011531,4,28,41,34,59,67,37,49,5,315,16,39,35,27,40,77,21,45,62,363,193,807,746,741,1138,1462,620,1204,142,7063
128011602,3,22,25,19,37,55,22,28,3,218,9,31,26,20,42,45,26,33,61,282,237,543,565,602,1097,1285,644,936,131,6048
128011603,8,27,20,25,33,37,19,42,8,211,3,22,25,28,32,47,12,34,35,242,189,767,714,672,727,1159,515,1155,81,5973
128011604,15,55,41,64,80,109,50,72,3,479,20,41,45,44,92,117,50,108,105,628,446,1193,1213,1260,2056,2853,1414,2302,212,12938
128011605,0,8,0,6,15,19,4,19,0,70,3,4,3,10,8,10,3,14,4,63,51,223,186,180,189,323,142,376,23,1683
128011606,11,18,14,20,26,28,15,23,0,148,6,12,21,16,18,38,12,38,35,181,125,553,426,445,515,813,347,811,60,4096
128021533,5,19,12,14,23,32,25,32,0,169,4,16,4,5,14,32,10,17,8,112,112,375,347,334,536,666,349,471,27,3212
128021534,3,34,22,20,42,54,18,48,0,253,9,20,17,17,29,48,14,36,35,219,151,668,605,560,938,1219,511,1073,73,5791
128021535,14,55,50,59,77,115,46,83,4,502,3,45,28,37,67,94,28,62,81,440,310,1343,1317,1149,1944,2377,1209,1878,162,11686
128021536,3,53,41,41,54,80,34,61,3,365,11,31,33,37,49,84,25,62,62,387,375,1223,1262,1160,1549,2199,1113,1715,120,10709
128021537,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,4,3,4,0,13
128021538,8,45,42,49,82,94,50,63,3,441,15,26,32,37,67,89,33,50,70,424,357,1020,962,1055,2124,2444,1157,1550,148,10823
128021607,9,38,48,47,61,84,40,51,5,377,3,19,29,17,50,55,25,40,36,281,303,916,999,896,1476,1721,899,1170,101,8474
128021608,3,24,12,10,20,34,14,20,0,142,7,11,20,7,20,34,7,15,15,144,149,434,433,391,625,792,400,509,39,3764
128021609,0,11,10,16,17,17,6,13,3,96,3,6,7,5,9,19,4,10,17,87,54,290,236,231,362,396,241,355,26,2187
197979799,4,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,6,13,43,4,9,10,22,12,4,7,4,130
199999499,3,7,12,16,24,19,11,15,0,109,8,26,16,12,28,33,9,21,85,248,148,298,377,371,584,638,279,475,158,3331
