SA2_MAINCODE_2016,P_1000_1249_15_19_yrs,P_1000_1249_20_24_yrs,P_1000_1249_25_34_yrs,P_1000_1249_35_44_yrs,P_1000_1249_45_54_yrs,P_1000_1249_55_64_yrs,P_1000_1249_65_74_yrs,P_1000_1249_75_84_yrs,P_1000_1249_85ov,P_1000_1249_Tot,P_1250_1499_15_19_yrs,P_1250_1499_20_24_yrs,P_1250_1499_25_34_yrs,P_1250_1499_35_44_yrs,P_1250_1499_45_54_yrs,P_1250_1499_55_64_yrs,P_1250_1499_65_74_yrs,P_1250_1499_75_84_yrs,P_1250_1499_85ov,P_1250_1499_Tot,P_1500_1749_15_19_yrs,P_1500_1749_20_24_yrs,P_1500_1749_25_34_yrs,P_1500_1749_35_44_yrs,P_1500_1749_45_54_yrs,P_1500_1749_55_64_yrs,P_1500_1749_65_74_yrs,P_1500_1749_75_84_yrs,P_1500_1749_85ov,P_1500_1749_Tot,P_1750_1999_15_19_yrs,P_1750_1999_20_24_yrs,P_1750_1999_25_34_yrs,P_1750_1999_35_44_yrs,P_1750_1999_45_54_yrs,P_1750_1999_55_64_yrs,P_1750_1999_65_74_yrs,P_1750_1999_75_84_yrs,P_1750_1999_85ov,P_1750_1999_Tot,P_2000_2999_15_19_yrs,P_2000_2999_20_24_yrs,P_2000_2999_25_34_yrs,P_2000_2999_35_44_yrs,P_2000_2999_45_54_yrs,P_2000_2999_55_64_yrs,P_2000_2999_65_74_yrs,P_2000_2999_75_84_yrs,P_2000_2999_85ov,P_2000_2999_Tot,P_3000_more_15_19_yrs,P_3000_more_20_24_yrs,P_3000_more_25_34_yrs,P_3000_more_35_44_yrs,P_3000_more_45_54_yrs,P_3000_more_55_64_yrs,P_3000_more_65_74_yrs,P_3000_more_75_84_yrs,P_3000_more_85ov,P_3000_more_Tot,P_PI_NS_15_19_yrs,P_PI_NS_ns_20_24_yrs,P_PI_NS_ns_25_34_yrs,P_PI_NS_ns_35_44_yrs,P_PI_NS_ns_45_54_yrs,P_PI_NS_ns_55_64_yrs,P_PI_NS_ns_65_74_yrs,P_PI_NS_ns_75_84_yrs,P_PI_NS_ns_85_yrs_ovr,P_PI_NS_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
103021069,0,24,71,61,57,64,23,18,4,332,0,10,37,52,41,45,19,6,0,209,0,9,39,38,36,42,10,3,0,179,0,4,16,31,22,21,11,0,4,109,0,0,33,42,32,33,3,3,0,152,0,0,11,23,22,27,9,10,0,99,58,29,80,76,94,122,85,92,84,723,333,267,584,671,708,864,624,445,211,4711
103031070,7,59,137,108,135,140,62,26,8,673,0,28,94,79,122,82,17,7,0,428,0,13,60,52,75,81,17,4,0,300,0,4,36,38,69,47,6,6,0,211,0,12,80,104,118,81,9,0,0,403,0,0,25,35,56,39,21,4,3,182,106,129,294,225,186,178,196,144,75,1532,725,741,1530,1405,1595,1735,1594,965,381,10670
103031071,3,24,85,77,105,110,45,10,6,461,0,14,41,55,75,82,17,4,0,289,0,6,34,52,66,55,6,3,0,223,0,0,19,54,64,39,4,0,0,186,0,0,42,64,90,37,7,5,0,252,0,3,8,38,42,31,10,0,0,137,83,42,107,123,178,180,187,62,31,996,470,355,724,940,1272,1357,1155,422,133,6821
103031072,0,56,148,124,140,95,37,28,7,644,0,16,114,86,74,70,21,3,5,398,0,14,79,81,81,53,12,10,0,332,0,6,70,87,82,47,9,3,3,315,0,21,164,164,123,73,15,3,0,563,0,4,76,80,64,41,19,4,4,298,101,60,151,130,145,143,126,101,40,984,656,643,1612,1437,1509,1258,1034,690,304,9135
103031073,0,3,18,28,43,30,16,7,0,153,0,3,15,17,24,14,11,3,0,93,0,0,6,10,20,11,3,0,0,53,0,0,3,9,11,6,4,0,0,33,0,0,7,21,27,23,7,0,0,84,0,0,8,7,3,8,7,3,0,40,45,12,30,45,57,74,94,47,13,422,172,117,250,344,528,552,585,268,80,2896
103031074,0,18,67,72,140,113,38,15,5,472,0,11,35,48,87,55,27,6,0,279,0,8,42,58,69,47,10,3,0,239,0,6,24,50,63,40,8,0,3,195,0,9,78,102,112,48,13,5,3,367,0,0,17,35,52,39,17,3,0,163,110,75,128,144,225,234,240,149,35,1334,564,427,906,1109,1578,1541,1416,623,162,8332
103031075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103041076,0,32,92,97,105,76,54,17,0,475,3,6,51,64,62,60,12,6,0,262,0,3,51,68,64,63,13,0,0,269,0,3,33,52,59,36,5,3,0,191,0,3,45,69,77,44,13,0,0,243,0,0,19,28,32,14,3,4,0,101,63,42,47,81,98,89,80,60,18,579,456,324,707,861,1029,1015,759,429,169,5760
103041077,0,80,287,216,239,234,95,31,14,1191,0,32,205,157,179,131,45,19,7,774,0,20,132,145,118,126,35,15,9,590,0,8,86,100,138,84,28,8,3,450,0,0,107,132,158,114,22,8,4,539,0,3,24,66,67,56,29,12,4,257,163,105,207,199,237,205,210,226,135,1686,1244,1093,2377,2117,2352,2351,1963,1380,662,15534
103041078,9,105,374,329,272,187,77,24,8,1376,0,59,267,227,185,145,44,9,0,940,0,27,239,249,179,139,33,4,0,872,0,16,147,197,182,107,15,8,7,671,0,12,191,330,238,124,28,5,3,938,0,5,28,118,110,57,36,3,0,355,112,65,181,186,163,133,130,78,33,1082,1263,1140,2875,2799,2380,2024,1492,750,240,14968
103041079,3,35,124,163,170,159,88,17,4,759,0,9,93,122,115,113,37,4,0,489,0,6,68,118,137,90,34,3,6,464,0,3,49,71,104,74,21,3,3,326,0,3,51,144,159,81,28,0,4,470,0,3,14,77,101,52,28,13,0,290,122,42,86,103,155,122,137,79,40,887,855,459,1025,1403,1661,1580,1306,573,197,9056
104011080,3,38,177,181,200,177,86,37,21,922,0,22,105,133,111,88,31,5,0,499,3,8,68,98,103,86,21,12,3,402,0,4,45,75,89,69,17,0,0,305,0,3,40,80,84,77,18,0,7,310,0,0,10,32,36,32,14,7,3,143,144,118,246,224,207,187,225,229,197,1787,1151,967,1998,2078,2256,2445,2138,1435,725,15191
104011081,3,26,81,119,199,218,82,24,4,761,0,8,55,78,140,109,39,9,0,440,0,5,27,73,112,93,14,3,0,326,0,0,15,52,69,62,11,0,0,212,0,3,15,58,74,61,3,5,0,224,0,0,11,10,22,22,15,4,3,94,141,64,107,170,230,305,249,106,43,1402,957,595,1052,1541,2407,2972,2230,815,233,12801
104011082,3,32,100,133,157,171,110,43,17,770,0,10,48,88,87,104,40,23,8,404,0,3,48,81,88,90,27,10,4,350,0,0,23,49,63,66,12,10,3,221,0,0,31,62,67,55,19,7,3,255,0,0,19,33,34,33,19,22,5,161,152,43,86,131,160,225,269,235,87,1377,831,477,1071,1486,1986,2839,2982,1715,657,14045
104021083,0,3,43,70,77,85,33,12,4,323,0,3,27,55,47,37,17,0,0,184,0,4,13,28,35,37,13,0,0,132,0,0,6,33,39,35,5,0,0,120,0,0,4,34,41,19,12,0,3,117,0,0,4,9,24,14,6,0,0,56,52,14,32,55,68,86,58,26,20,410,337,168,463,712,829,972,667,297,122,4568
104021084,3,55,219,220,258,182,91,29,13,1075,3,18,129,137,143,117,41,7,6,601,0,3,88,84,108,90,25,9,0,403,0,4,59,76,78,70,8,3,0,302,0,3,49,79,102,81,13,5,0,335,0,3,11,42,36,44,20,5,3,167,113,99,211,158,204,213,206,173,129,1506,1061,988,2022,1947,2177,2307,2056,1190,503,14255
104021085,0,34,126,112,119,101,60,31,18,596,0,14,83,78,82,75,33,16,3,380,0,6,54,61,67,45,11,4,3,248,0,0,29,41,40,36,14,3,0,169,0,0,30,57,61,30,8,7,3,199,0,0,14,36,23,17,15,11,0,113,55,78,100,88,112,141,151,241,330,1297,580,643,1151,1101,1201,1316,1181,950,566,8685
104021086,0,10,28,48,60,62,16,0,4,220,0,3,30,25,45,20,8,0,0,133,0,0,10,37,24,30,5,0,0,119,0,0,10,20,19,21,0,0,0,76,0,0,3,20,31,18,4,0,0,75,0,0,0,12,18,14,0,3,0,50,26,17,37,46,45,67,45,28,6,322,248,165,342,472,629,621,398,158,33,3065
104021087,0,7,21,20,38,41,15,0,0,144,0,3,5,17,14,29,15,5,0,93,0,0,8,12,18,12,6,0,0,65,0,0,0,11,12,12,6,0,0,32,0,0,5,8,12,6,3,3,3,38,0,4,4,0,7,6,4,0,0,26,38,3,23,30,46,72,56,45,21,330,192,104,227,292,463,660,467,237,90,2726
104021088,3,16,90,116,150,120,55,10,5,566,0,11,86,90,77,80,32,0,4,378,0,4,44,92,118,88,22,0,0,375,0,0,25,78,66,64,18,4,0,252,0,0,33,104,88,56,22,3,3,307,0,0,16,56,63,46,28,4,0,213,41,22,56,63,91,100,82,49,11,521,490,330,827,1121,1306,1376,1004,379,113,6945
104021089,3,60,183,263,293,221,105,25,24,1169,0,24,152,165,208,145,64,7,3,772,3,11,78,123,155,128,36,8,4,533,0,3,48,98,118,82,8,4,3,366,0,3,42,114,130,90,14,0,3,402,0,0,16,37,48,40,9,4,3,169,115,71,108,122,194,194,161,156,111,1228,1234,980,1811,2172,2676,2866,2289,1266,545,15841
104021090,0,9,28,48,69,69,37,12,8,276,0,7,20,22,52,37,10,3,3,152,0,0,20,28,42,26,11,0,0,129,0,0,5,19,25,32,12,5,0,102,0,0,4,17,43,28,8,7,3,111,0,0,5,4,10,4,3,4,0,35,35,19,25,31,53,56,72,59,25,375,255,160,345,421,702,843,697,432,165,4018
104021091,0,27,119,125,156,154,54,15,9,656,0,12,78,108,106,79,34,4,0,419,0,7,70,62,64,70,15,0,3,297,0,0,28,56,69,65,10,0,0,224,0,0,36,69,67,58,15,3,0,251,0,3,14,26,22,16,0,0,0,82,73,54,140,116,131,168,168,129,64,1045,682,558,1450,1336,1535,2063,1525,827,300,10280
105011092,0,17,60,32,51,32,12,3,0,211,0,8,45,30,27,17,5,6,0,138,0,3,38,21,29,22,6,0,0,119,0,0,28,25,16,14,4,0,0,85,0,4,20,23,29,11,8,0,0,91,0,0,5,3,6,4,8,0,0,28,55,83,111,86,133,106,58,41,15,682,201,267,562,421,634,480,296,148,59,3072
105011093,5,20,61,41,40,48,13,3,0,238,0,23,41,29,39,25,8,0,0,165,0,16,68,34,46,34,6,0,0,197,0,12,45,29,26,28,0,3,0,149,0,14,94,87,57,47,3,0,3,316,0,0,13,40,37,25,5,3,0,122,43,44,87,72,86,88,61,45,12,537,252,259,712,591,586,593,348,212,78,3624
105011094,4,13,40,34,59,41,16,6,3,212,0,8,35,22,35,25,7,3,3,140,0,3,27,16,28,15,3,0,0,96,0,0,16,3,19,12,4,0,0,52,0,0,9,8,15,12,3,0,0,55,0,7,3,6,21,15,7,5,0,59,52,30,74,83,105,88,108,58,32,624,210,219,465,401,591,582,443,241,105,3257
105011095,8,27,62,54,80,62,28,12,0,327,0,9,57,29,55,31,14,10,3,207,0,17,34,37,43,33,3,3,3,169,0,7,20,15,29,24,10,3,0,110,0,0,30,27,42,16,7,8,0,132,0,0,10,21,20,16,9,4,3,81,60,34,75,60,90,71,90,70,33,589,286,270,549,531,694,590,568,357,121,3962
105011096,0,33,77,52,52,55,30,3,0,306,0,4,48,34,42,22,7,3,0,167,0,3,26,36,23,23,7,4,0,126,0,0,22,19,18,28,5,0,0,95,0,0,24,25,23,25,9,0,0,109,0,0,9,22,17,9,7,4,0,71,50,55,110,105,106,143,137,69,8,799,287,330,765,702,855,973,777,351,80,5124
105021097,3,81,218,181,208,193,60,25,5,975,0,43,155,111,165,147,20,3,3,657,0,22,134,103,151,99,23,0,0,542,0,18,105,113,118,105,12,3,0,477,0,4,125,143,179,133,16,7,3,605,7,6,17,42,44,41,7,10,4,182,110,110,228,193,231,258,283,248,223,1873,949,962,2114,1861,2356,2663,2049,1219,593,14767
105021098,0,11,26,25,28,28,11,3,0,129,0,0,17,19,17,15,10,3,0,78,0,0,17,6,8,12,3,0,0,45,0,0,5,9,10,10,6,0,0,47,0,4,5,8,13,17,3,0,0,53,0,0,5,3,12,14,3,0,0,43,40,24,94,61,73,56,58,23,9,429,145,153,341,304,335,369,268,88,28,2026
105031099,0,13,63,54,101,80,49,19,6,382,0,0,45,40,38,45,12,9,4,188,0,0,24,36,50,35,9,4,0,162,0,0,17,32,33,26,11,3,0,124,0,0,20,24,38,49,9,6,0,147,0,0,8,14,20,24,8,5,5,80,78,33,79,85,130,160,164,110,89,929,429,302,654,775,1068,1279,1144,634,258,6543
105031100,3,46,167,145,162,146,51,5,0,725,0,16,108,78,106,79,18,0,3,407,0,15,62,102,96,77,17,0,0,360,0,3,44,75,76,79,7,0,0,287,0,0,39,74,95,70,15,0,0,294,5,0,16,21,37,28,8,0,0,117,84,65,124,118,121,126,93,58,31,824,719,697,1370,1220,1390,1384,819,427,180,8204
105031101,3,108,352,243,268,188,63,26,12,1270,0,40,235,193,155,110,29,12,3,779,0,14,163,138,175,124,28,8,3,652,0,9,101,150,106,85,15,0,0,463,0,3,107,154,164,109,11,0,0,555,0,3,46,37,53,46,14,12,3,210,85,86,215,148,136,158,145,152,96,1211,987,1072,2564,2047,2005,1917,1351,1024,508,13478
105031102,3,43,152,131,115,77,51,11,3,588,0,20,114,90,72,58,15,0,8,376,0,8,74,85,66,35,6,0,0,276,0,5,47,52,48,31,3,9,0,201,0,3,50,79,79,34,7,6,0,272,0,3,7,39,37,23,16,6,4,127,80,78,134,103,117,73,102,65,16,765,565,592,1275,1079,1037,832,804,457,114,6758
105031103,0,14,68,67,91,89,35,9,0,372,0,10,41,65,57,51,16,0,0,243,0,5,31,46,62,46,9,4,0,199,0,0,11,40,53,29,6,3,0,153,0,0,23,58,64,51,9,0,0,208,0,0,9,22,30,13,7,8,0,89,59,25,51,69,96,115,62,28,13,515,341,253,494,673,866,915,598,221,69,4432
105031104,0,16,34,40,63,50,17,7,3,227,0,8,26,27,24,36,13,0,0,135,0,0,25,17,29,24,4,6,0,105,0,0,20,18,29,16,3,0,0,87,0,0,7,7,21,17,3,0,0,63,0,3,8,8,4,22,5,3,0,61,49,18,42,41,47,60,62,82,42,447,240,216,432,446,574,626,529,357,132,3555
105031105,0,23,64,63,88,81,57,11,6,395,0,21,43,57,54,46,17,0,0,237,0,4,49,41,42,38,13,5,0,191,0,3,20,32,41,38,10,3,0,144,0,0,27,32,29,25,9,4,0,129,0,0,8,22,18,11,8,5,0,74,64,40,66,78,104,139,103,74,40,693,370,328,665,687,803,899,775,423,179,5127
105031106,0,27,87,64,89,92,30,12,0,408,5,10,44,42,63,50,15,4,3,232,3,0,36,42,62,41,17,3,0,194,0,0,26,37,39,29,13,5,0,144,0,0,13,35,40,40,4,4,3,153,0,3,5,15,9,17,15,3,3,75,118,184,383,250,209,175,184,120,55,1677,532,534,1035,931,1113,1193,1057,590,240,7223
106011107,3,46,147,132,124,94,47,9,0,608,0,18,113,111,92,66,24,0,0,436,0,11,84,109,88,59,19,3,0,365,0,8,60,82,71,54,13,3,0,292,0,9,138,180,147,108,27,0,0,604,0,0,28,69,89,53,22,0,0,272,89,47,100,94,104,102,114,34,14,687,621,542,1321,1409,1312,1288,967,274,88,7824
106011108,3,82,259,254,251,192,51,28,4,1125,0,31,164,146,131,114,22,3,0,609,0,19,103,116,120,101,10,0,0,465,0,10,88,96,91,59,7,3,0,357,3,8,107,173,164,105,20,3,5,585,0,5,42,57,51,44,17,10,5,218,142,240,550,404,305,251,243,207,164,2506,1325,1515,2957,2662,2611,2638,2123,1246,561,17637
106011109,0,22,90,99,119,114,37,14,0,502,0,8,48,73,73,65,13,6,0,289,0,10,43,69,86,46,14,0,3,277,0,6,21,46,42,41,12,4,0,168,0,4,25,94,91,69,11,0,0,303,0,0,9,30,47,41,20,9,3,154,69,47,87,110,153,145,144,40,12,803,510,412,753,951,1219,1258,878,314,85,6388
106011110,3,32,90,105,127,121,52,21,8,558,0,11,55,80,79,68,30,10,0,341,0,3,50,62,63,60,26,3,0,274,0,3,32,36,74,71,9,3,0,227,0,0,35,84,96,58,6,3,0,289,0,3,18,38,43,31,22,3,5,162,90,33,62,77,118,117,99,88,40,735,557,373,815,1000,1320,1447,1058,559,179,7315
106011111,3,72,273,220,229,159,51,9,5,1022,4,21,184,144,155,110,14,0,0,631,0,7,111,129,100,84,16,0,0,446,0,11,62,85,77,68,9,0,0,316,0,9,93,125,114,71,6,0,0,416,0,4,12,46,26,12,4,3,0,113,114,100,175,150,168,179,205,143,75,1302,1150,1120,2295,2135,2217,2270,1754,768,330,14033
106011112,19,105,232,145,192,111,44,19,8,877,7,55,157,127,128,96,17,6,0,606,0,30,170,123,144,94,16,6,3,582,0,29,135,118,136,84,13,0,0,517,0,18,265,342,300,177,18,4,0,1128,3,3,75,143,137,91,14,0,3,471,107,72,186,163,159,134,106,71,46,1036,1204,1143,2253,2151,2233,1721,1051,597,292,12640
106011113,3,24,35,66,52,44,22,7,0,249,0,13,40,32,33,50,6,3,3,183,0,4,24,41,43,39,12,5,0,164,0,3,21,39,32,28,4,0,0,137,0,3,49,82,90,56,17,3,0,298,0,0,16,26,46,25,9,0,0,123,55,26,67,82,104,106,99,45,7,594,312,206,487,631,763,765,513,196,46,3912
106021114,3,42,147,98,74,61,12,0,3,449,0,15,102,77,41,46,3,0,0,285,0,3,78,57,51,25,3,3,0,221,0,3,62,41,32,25,0,0,0,167,0,0,67,69,71,34,4,0,0,242,0,3,10,30,41,24,7,3,0,119,22,31,83,85,61,77,57,36,20,473,365,432,1118,868,810,718,448,291,182,5229
106021115,4,121,474,371,389,279,110,28,15,1790,0,57,284,310,274,190,57,9,3,1195,4,25,226,264,250,198,27,5,0,997,0,4,153,226,213,138,20,3,4,764,0,11,179,338,318,182,24,4,3,1070,0,0,39,128,115,90,28,9,3,416,128,104,228,185,225,191,208,209,98,1569,1755,1608,3518,3526,3555,3248,2567,1461,522,21758
106021116,3,24,106,73,91,98,40,5,5,453,0,7,78,83,84,61,26,0,0,345,0,7,61,86,94,68,14,0,0,330,0,4,48,84,92,52,15,3,0,299,0,3,73,145,159,82,16,5,0,486,0,0,28,75,87,48,18,4,0,256,41,23,46,70,57,52,49,37,45,410,527,358,803,1007,1077,962,680,315,146,5884
106021117,7,125,425,310,261,188,67,16,0,1401,0,44,249,215,206,109,17,3,0,847,0,40,205,226,172,105,22,4,4,777,0,18,126,151,114,86,5,3,0,499,0,18,209,288,236,116,17,8,0,892,3,3,52,101,99,36,8,3,0,315,106,90,207,164,193,147,154,139,53,1260,1405,1573,3381,2997,2686,2294,1832,826,340,17331
106021118,4,54,177,164,179,108,24,3,0,720,0,16,165,146,137,83,21,0,0,569,0,13,111,110,120,88,7,0,0,457,0,0,71,106,101,52,3,0,0,331,0,4,82,141,110,74,6,3,0,423,0,0,18,50,41,33,8,3,0,154,35,35,57,58,44,63,28,23,9,341,692,627,1369,1411,1405,1230,690,250,52,7714
106031119,0,23,41,68,90,61,23,14,3,319,0,9,35,37,78,45,12,0,0,221,0,3,28,40,49,38,9,0,0,160,0,0,7,30,45,27,10,0,0,123,0,3,13,40,71,34,5,0,0,171,0,3,8,29,22,21,3,0,3,87,49,27,33,30,60,84,143,87,27,540,427,300,422,618,852,846,821,403,97,4787
106031120,0,28,65,67,86,95,33,8,3,382,0,7,35,49,57,45,12,0,3,209,0,0,42,40,42,49,11,0,4,186,0,0,10,26,27,24,4,3,0,104,0,0,25,23,42,30,12,0,0,135,0,0,4,12,11,10,4,0,0,45,33,32,48,51,64,92,110,45,26,491,299,273,635,641,830,1110,1087,475,155,5497
106031121,10,44,188,242,266,263,210,71,34,1329,0,9,138,158,184,159,103,21,8,782,0,4,92,166,157,123,65,19,5,638,0,0,52,106,134,88,41,16,3,444,0,3,51,145,196,127,39,22,5,587,0,0,19,71,89,82,65,24,8,359,113,69,128,152,208,219,357,379,319,1944,1052,837,1590,2130,2558,3018,3648,2126,904,17867
106031122,3,68,204,213,203,182,47,12,8,937,0,24,105,91,132,106,15,6,0,481,0,9,95,93,114,77,11,3,0,403,0,3,35,60,72,51,5,0,0,240,0,0,28,65,76,50,5,4,3,234,0,3,8,20,21,23,4,5,3,87,86,74,164,137,178,167,143,88,35,1069,866,958,1728,1605,1806,1788,1260,681,272,10968
106031123,3,19,46,50,131,91,32,0,0,372,0,13,44,59,73,49,23,0,0,254,0,5,30,46,95,61,6,7,0,249,0,0,20,38,55,28,11,0,0,152,0,0,19,87,95,72,11,3,0,300,0,0,3,38,49,26,6,5,0,125,36,26,32,43,53,47,38,23,4,297,471,292,424,670,969,790,495,172,44,4325
106031124,0,9,30,24,61,65,76,32,6,295,3,0,13,19,33,32,44,9,8,157,0,3,11,15,25,36,21,6,0,118,0,0,8,23,16,24,11,3,0,86,0,0,0,24,19,38,10,3,6,102,0,0,3,16,5,18,20,3,4,63,24,8,13,26,31,52,103,82,26,366,197,132,234,347,504,860,1335,706,240,4555
106031125,8,73,195,218,199,136,60,5,8,894,0,36,161,166,180,93,33,5,0,681,0,15,124,164,157,83,18,3,3,565,0,0,65,114,101,56,10,3,0,355,0,0,65,145,143,88,13,5,0,464,0,0,10,56,54,31,10,0,0,165,118,82,172,170,154,156,142,96,19,1103,890,771,1567,1879,1942,1670,1410,566,129,10817
106041126,6,60,145,104,123,80,33,10,3,564,0,47,123,95,94,59,17,4,0,443,0,10,115,88,98,53,18,0,0,384,0,13,98,70,97,48,6,3,0,328,0,14,171,183,227,117,10,0,0,724,0,3,43,64,67,41,8,0,0,225,84,72,245,188,171,138,111,83,42,1128,714,771,1874,1527,1663,1307,876,439,138,9305
106041127,4,16,50,49,44,51,24,6,3,246,0,10,28,33,28,37,10,9,0,149,0,0,20,33,44,25,0,0,0,128,0,3,22,23,25,20,3,0,0,95,0,7,39,72,77,32,3,3,3,237,0,0,8,23,36,18,4,0,0,84,50,23,38,47,62,51,49,37,13,365,269,208,400,547,605,493,387,175,66,3153
106041128,4,32,105,54,59,70,24,7,3,347,0,15,49,39,39,40,14,3,0,189,0,11,46,47,42,21,4,0,0,172,0,3,34,46,40,25,6,0,0,156,0,0,69,102,82,51,6,0,0,314,4,3,14,38,47,21,12,4,0,138,38,18,74,67,51,70,49,56,49,484,356,278,769,715,732,691,527,364,185,4605
106041129,3,23,112,94,107,88,37,10,7,473,0,6,54,57,69,55,17,7,0,273,0,0,51,59,58,57,18,3,0,242,0,3,22,45,35,42,13,0,3,157,0,3,65,108,90,61,10,5,0,345,0,0,14,37,40,19,11,3,0,135,78,48,105,134,130,123,111,80,41,856,449,374,904,1049,1119,1164,903,473,165,6597
107011131,5,98,318,367,335,253,89,26,6,1505,0,29,246,233,228,166,37,10,0,963,3,24,166,205,225,126,20,0,0,771,0,11,109,164,148,90,11,9,0,542,0,4,74,189,181,118,9,6,4,589,3,0,16,45,59,30,10,8,0,171,114,75,122,131,172,155,177,171,113,1228,1495,1366,2665,2904,2979,2814,2653,1573,593,19047
107011132,0,42,154,138,117,104,21,7,0,578,0,11,146,136,108,70,7,5,0,484,0,0,84,127,93,40,11,0,0,360,0,3,48,100,70,54,4,0,0,278,0,8,67,134,127,46,9,0,0,389,3,0,16,33,38,18,9,0,0,123,29,13,36,47,37,41,41,47,33,330,668,465,1115,1319,1163,924,539,309,87,6584
107011133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,3,4,3,0,0,10
107011134,5,74,211,190,221,165,66,18,4,951,5,29,166,162,171,112,36,3,0,693,0,20,143,152,163,111,11,0,0,599,0,10,90,124,154,103,22,3,0,500,0,6,92,217,211,135,21,4,0,684,3,0,21,76,101,66,9,0,0,286,70,71,93,97,96,137,94,86,52,789,1067,1025,1731,1891,2170,2027,1347,749,484,12496
107011545,3,70,226,169,180,122,19,17,0,808,0,22,125,111,93,58,6,4,0,426,0,12,83,77,83,57,7,0,0,327,0,3,44,73,57,41,7,0,0,224,0,8,49,51,64,52,7,3,0,231,3,4,8,11,24,14,5,0,0,73,81,64,133,105,128,134,93,107,32,880,841,902,1808,1620,1802,1691,1181,971,290,11108
107011546,0,37,127,116,108,90,18,7,5,509,0,12,91,50,53,45,12,0,0,266,0,3,51,54,53,45,4,3,0,206,0,0,26,56,42,18,3,0,0,153,0,0,21,53,41,17,0,0,0,144,0,0,8,17,20,14,3,4,0,62,68,39,95,102,130,111,100,89,45,782,505,587,1162,1168,1289,1187,934,803,353,7989
107011547,0,15,46,48,70,41,16,13,0,236,0,4,40,34,42,30,14,0,0,157,0,3,21,24,43,17,3,0,0,119,0,0,17,24,24,23,3,0,0,90,0,0,19,34,32,22,3,0,0,111,0,0,6,15,10,14,3,4,3,45,13,11,28,27,39,49,68,63,16,328,216,214,418,433,565,625,638,477,133,3711
107021135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,8
107031136,7,74,269,239,248,153,32,11,0,1024,0,36,145,185,170,106,13,4,0,655,0,24,135,167,137,106,3,3,0,571,0,6,92,142,131,76,5,3,0,451,0,6,74,188,171,94,11,0,0,534,0,0,12,51,40,22,4,0,0,131,55,59,105,88,105,107,64,49,19,651,1146,922,1753,1972,1985,1603,999,521,281,11174
107031137,0,33,136,97,96,72,26,8,0,466,0,11,72,66,53,52,6,0,0,265,0,7,54,46,59,40,11,0,0,212,0,3,23,32,49,21,3,0,0,131,0,0,16,35,38,36,0,0,0,132,3,0,4,4,11,5,6,0,0,31,30,37,59,49,58,54,68,86,123,555,437,449,930,750,874,895,700,381,219,5634
107031138,0,35,89,82,103,113,81,25,8,540,0,18,66,49,77,82,52,15,0,357,0,7,46,70,76,70,33,13,0,316,0,0,37,45,64,61,11,4,0,221,0,0,25,84,117,95,15,15,3,361,0,0,13,52,59,44,19,3,3,196,29,30,38,40,69,71,94,96,73,537,416,366,616,808,1006,1206,1178,657,315,6570
107031139,0,30,80,73,78,114,37,0,6,421,0,11,76,57,60,71,22,3,6,310,0,0,57,66,86,62,6,7,0,286,0,3,35,59,69,56,7,0,0,228,0,0,54,80,94,80,8,3,0,313,0,0,6,41,38,25,4,0,0,115,28,12,28,49,35,41,36,22,10,262,346,326,599,689,768,964,633,299,117,4754
107031140,0,33,77,75,98,133,53,12,10,494,0,27,75,65,76,83,38,9,3,382,0,11,50,74,92,79,28,8,3,350,0,0,29,67,69,64,19,3,3,248,0,3,52,109,111,91,19,4,3,388,3,0,8,52,66,68,23,9,0,226,79,31,60,62,98,88,128,73,79,696,488,361,630,846,1035,1277,1017,530,268,6454
107031141,4,79,237,265,258,160,75,23,6,1106,3,32,176,194,206,102,32,6,0,750,0,11,159,203,157,126,17,3,0,670,0,0,116,175,165,99,7,0,3,563,0,8,151,338,284,127,21,4,0,934,0,6,40,116,94,51,9,3,0,314,74,55,104,131,137,102,121,58,25,797,1160,999,1851,2536,2397,1873,1417,612,170,13018
