SA2_MAINCODE_2016,M_Emp_FullT_15_19,M_Emp_FullT_20_24,M_Emp_FullT_25_34,M_Emp_FullT_35_44,M_Emp_FullT_45_54,M_Emp_FullT_55_64,M_Emp_FullT_65_74,M_Emp_FullT_75_84,M_Emp_FullT_85ov,M_Emp_FullT_Tot,M_Emp_PartT_15_19,M_Emp_PartT_20_24,M_Emp_PartT_25_34,M_Emp_PartT_35_44,M_Emp_PartT_45_54,M_Emp_PartT_55_64,M_Emp_PartT_65_74,M_Emp_PartT_75_84,M_Emp_PartT_85ov,M_Emp_PartT_Tot,M_Emp_awy_f_wrk_15_19,M_Emp_awy_f_wrk_20_24,M_Emp_awy_f_wrk_25_34,M_Emp_awy_f_wrk_35_44,M_Emp_awy_f_wrk_45_54,M_Emp_awy_f_wrk_55_64,M_Emp_awy_f_wrk_65_74,M_Emp_awy_f_wrk_75_84,M_Emp_awy_f_wrk_85ov,M_Emp_awy_f_wrk_Tot,M_Hours_wkd_NS_15_19,M_Hours_wkd_NS_20_24,M_Hours_wkd_NS_25_34,M_Hours_wkd_NS_35_44,M_Hours_wkd_NS_45_54,M_Hours_wkd_NS_55_64,M_Hours_wkd_NS_65_74,M_Hours_wkd_NS_75_84,M_Hours_wkd_NS_85ov,M_Hours_wkd_NS_Tot,M_Tot_Emp_15_19,M_Tot_Emp_20_24,M_Tot_Emp_25_34,M_Tot_Emp_35_44,M_Tot_Emp_45_54,M_Tot_Emp_55_64,M_Tot_Emp_65_74,M_Tot_Emp_75_84,M_Tot_Emp_85ov,M_Tot_Emp_Tot,M_Unem_look_FTW_15_19,M_Unem_look_FTW_20_24,M_Unem_look_FTW_25_34,M_Unem_look_FTW_35_44,M_Unem_look_FTW_45_54,M_Unem_look_FTW_55_64,M_Unem_look_FTW_65_74,M_Unem_look_FTW_75_84,M_Unem_look_FTW_85ov,M_Unem_look_FTW_Tot,M_Unem_look_PTW_15_19,M_Unem_look_PTW_20_24,M_Unem_look_PTW_25_34,M_Unem_look_PTW_35_44,M_Unem_look_PTW_45_54,M_Unem_look_PTW_55_64,M_Unem_look_PTW_65_74,M_Unem_look_PTW_75_84,M_Unem_look_PTW_85ov,M_Unem_look_PTW_Tot,M_Tot_Unemp_15_19,M_Tot_Unemp_20_24,M_Tot_Unemp_25_34,M_Tot_Unemp_35_44,M_Tot_Unemp_45_54,M_Tot_Unemp_55_64,M_Tot_Unemp_65_74,M_Tot_Unemp_75_84,M_Tot_Unemp_85ov,M_Tot_Unemp_Tot,M_Tot_LF_15_19,M_Tot_LF_20_24,M_Tot_LF_25_34,M_Tot_LF_35_44,M_Tot_LF_45_54,M_Tot_LF_55_64,M_Tot_LF_65_74,M_Tot_LF_75_84,M_Tot_LF_85ov,M_Tot_LF_Tot,M_Not_in_LF_15_19,M_Not_in_LF_20_24,M_Not_in_LF_25_34,M_Not_in_LF_35_44,M_Not_in_LF_45_54,M_Not_in_LF_55_64,M_Not_in_LF_65_74,M_Not_in_LF_75_84,M_Not_in_LF_85ov,M_Not_in_LF_Tot,M_LFS_NS_15_19,M_LFS_NS_20_24,M_LFS_NS_25_34,M_LFS_NS_35_44,M_LFS_NS_45_54,M_LFS_NS_55_64,M_LFS_NS_65_74,M_LFS_NS_75_84,M_LFS_NS_85ov,M_LFS_NS_Tot,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Emp_FullT_15_19,F_Emp_FullT_20_24,F_Emp_FullT_25_34,F_Emp_FullT_35_44,F_Emp_FullT_45_54,F_Emp_FullT_55_64,F_Emp_FullT_65_74,F_Emp_FullT_75_84,F_Emp_FullT_85ov,F_Emp_FullT_Tot,F_Emp_PartT_15_19,F_Emp_PartT_20_24,F_Emp_PartT_25_34,F_Emp_PartT_35_44,F_Emp_PartT_45_54,F_Emp_PartT_55_64,F_Emp_PartT_65_74,F_Emp_PartT_75_84,F_Emp_PartT_85ov,F_Emp_PartT_Tot,F_Emp_awy_f_wrk_15_19,F_Emp_awy_f_wrk_20_24,F_Emp_awy_f_wrk_25_34,F_Emp_awy_f_wrk_35_44,F_Emp_awy_f_wrk_45_54,F_Emp_awy_f_wrk_55_64,F_Emp_awy_f_wrk_65_74,F_Emp_awy_f_wrk_75_84,F_Emp_awy_f_wrk_85ov,F_Emp_awy_f_wrk_Tot,F_Hours_wkd_NS_15_19,F_Hours_wkd_NS_20_24,F_Hours_wkd_NS_25_34,F_Hours_wkd_NS_35_44,F_Hours_wkd_NS_45_54,F_Hours_wkd_NS_55_64,F_Hours_wkd_NS_65_74,F_Hours_wkd_NS_75_84,F_Hours_wkd_NS_85ov,F_Hours_wkd_NS_Tot,F_Tot_Emp_15_19,F_Tot_Emp_20_24,F_Tot_Emp_25_34,F_Tot_Emp_35_44,F_Tot_Emp_45_54,F_Tot_Emp_55_64,F_Tot_Emp_65_74,F_Tot_Emp_75_84,F_Tot_Emp_85ov,F_Tot_Emp_Tot,F_Unem_look_FTW_15_19,F_Unem_look_FTW_20_24,F_Unem_look_FTW_25_34,F_Unem_look_FTW_35_44,F_Unem_look_FTW_45_54,F_Unem_look_FTW_55_64,F_Unem_look_FTW_65_74,F_Unem_look_FTW_75_84,F_Unem_look_FTW_85ov,F_Unem_look_FTW_Tot,F_Unem_look_PTW_15_19,F_Unem_look_PTW_20_24,F_Unem_look_PTW_25_34,F_Unem_look_PTW_35_44,F_Unem_look_PTW_45_54,F_Unem_look_PTW_55_64,F_Unem_look_PTW_65_74,F_Unem_look_PTW_75_84,F_Unem_look_PTW_85ov,F_Unem_look_PTW_Tot,F_Tot_Unemp_15_19,F_Tot_Unemp_20_24,F_Tot_Unemp_25_34,F_Tot_Unemp_35_44,F_Tot_Unemp_45_54,F_Tot_Unemp_55_64,F_Tot_Unemp_65_74,F_Tot_Unemp_75_84,F_Tot_Unemp_85ov,F_Tot_Unemp_Tot
113021261,31,85,217,223,238,209,30,6,0,1029,30,20,28,34,35,33,30,5,0,215,3,0,10,3,10,8,3,0,0,47,0,3,9,6,4,12,3,0,0,39,63,109,262,268,285,260,70,16,0,1329,6,10,15,11,11,4,0,0,0,60,5,3,4,4,0,6,3,3,0,37,12,16,17,14,14,13,3,3,0,96,81,126,280,280,294,275,67,17,0,1424,87,21,28,31,51,77,244,167,39,748,13,17,27,37,52,41,33,37,34,282,180,162,334,348,401,395,347,216,69,2457,16,48,83,99,126,93,10,0,0,471,53,58,110,126,144,99,26,0,0,608,0,4,12,9,5,9,4,0,0,50,3,0,6,0,0,4,0,3,0,25,62,111,209,237,280,207,38,3,0,1153,5,7,4,7,10,4,0,0,0,40,11,4,6,5,6,3,0,0,0,39,15,11,15,16,12,10,0,0,0,80
113021262,31,51,115,177,234,190,63,5,3,868,15,11,23,27,25,36,25,17,0,171,0,5,4,3,11,21,9,0,0,47,3,7,12,7,3,7,5,4,0,45,49,65,159,211,267,252,102,24,3,1133,0,10,5,8,6,9,0,0,0,46,4,0,0,0,0,0,3,0,0,15,3,10,9,15,10,7,3,0,0,58,56,76,165,224,283,265,101,24,3,1192,80,10,16,26,45,100,187,120,37,611,8,10,14,21,24,34,27,17,13,158,142,94,194,268,349,393,317,158,47,1967,7,22,57,92,128,91,23,3,3,425,28,26,84,85,88,96,32,4,0,439,4,0,11,3,5,16,3,0,0,51,0,0,0,6,3,3,3,0,0,17,41,44,156,184,221,216,64,8,3,935,0,0,0,6,3,4,0,0,0,23,5,0,5,9,4,0,0,0,0,17,3,3,8,14,7,9,0,0,0,40
113031263,40,81,191,205,269,227,52,19,0,1083,25,26,24,44,48,72,48,18,0,309,4,0,4,9,12,6,3,0,0,42,0,5,6,7,9,8,4,0,0,33,67,117,232,266,334,314,99,32,3,1464,9,11,15,14,15,19,0,0,0,75,5,6,3,3,3,3,0,0,0,27,13,18,17,13,21,19,0,0,0,99,78,134,247,278,352,332,99,37,3,1564,111,21,46,48,61,203,390,272,87,1246,14,12,21,27,36,37,41,32,9,219,196,163,316,358,452,572,529,346,100,3025,21,48,108,122,174,126,19,0,0,629,42,47,79,142,146,134,34,8,0,631,3,3,13,7,14,13,4,0,0,65,0,3,3,8,4,3,0,0,0,22,69,102,206,280,336,285,56,14,0,1345,5,0,6,11,9,5,0,3,0,45,3,6,4,3,6,3,0,0,0,39,7,10,12,20,20,14,3,3,0,84
113031264,28,55,93,121,156,134,38,14,0,634,32,18,18,20,25,20,22,10,0,167,5,3,3,11,4,7,3,0,0,29,0,0,7,5,9,5,7,4,0,33,64,75,122,158,196,162,66,19,0,863,3,4,5,5,6,5,0,0,0,28,0,0,0,3,0,0,0,0,0,10,7,4,3,6,10,7,0,0,0,32,65,81,130,167,203,171,66,19,0,898,50,8,13,17,24,62,126,78,34,406,6,7,10,19,19,24,17,11,7,116,121,87,149,204,247,256,212,115,39,1417,13,31,49,53,73,58,12,0,0,286,54,10,57,88,85,67,22,3,0,384,6,3,4,7,4,4,3,0,0,26,3,0,3,0,0,3,5,4,0,22,75,40,114,147,161,128,42,6,3,721,4,3,9,3,0,0,0,0,0,25,3,3,0,0,4,0,0,0,0,13,3,6,4,5,9,0,0,0,0,37
113031265,39,66,195,176,230,180,55,6,0,951,26,31,30,19,25,47,21,3,3,215,0,0,10,6,3,8,0,0,0,37,3,0,6,5,4,3,0,0,0,25,72,97,237,212,263,241,79,12,5,1222,5,9,6,17,3,5,0,0,0,51,0,5,0,0,3,4,0,0,0,7,7,16,6,17,9,9,0,0,0,57,75,113,247,226,275,248,85,12,5,1285,82,125,295,296,163,177,195,110,27,1469,14,21,18,31,30,48,31,14,9,223,174,261,561,549,465,478,312,139,40,2975,15,42,110,91,150,95,16,0,0,522,33,46,70,99,89,97,24,3,0,472,0,5,17,11,6,11,4,0,0,55,4,0,4,0,3,3,0,0,3,20,51,88,209,203,248,207,55,6,6,1064,3,9,3,10,5,3,0,0,0,32,8,0,5,0,3,3,0,0,0,24,10,10,14,11,6,7,0,0,0,55
113031266,39,75,198,203,264,232,58,11,0,1090,41,15,23,25,48,55,38,13,0,261,3,0,7,3,6,17,9,0,0,48,7,6,3,6,11,13,5,3,0,53,93,98,238,242,324,313,119,21,0,1449,9,5,16,11,15,10,0,0,0,61,3,0,3,0,3,0,0,0,0,21,15,13,18,8,17,8,0,0,0,77,102,110,258,252,343,329,119,21,0,1532,101,23,22,42,62,131,292,190,80,953,14,9,19,16,31,27,37,25,3,187,221,137,306,309,434,486,445,241,87,2667,18,35,75,87,171,105,24,3,0,514,54,40,104,145,167,112,31,8,3,658,3,0,15,10,13,19,3,0,0,60,0,0,3,4,8,13,3,0,0,33,71,80,199,245,351,238,62,11,0,1260,0,6,6,8,11,3,0,0,0,33,7,3,5,3,3,5,0,0,0,26,6,4,13,10,12,5,0,0,0,59
113031267,111,302,665,738,718,536,90,10,0,3177,163,57,110,63,77,118,96,11,3,705,5,3,12,21,16,35,12,0,0,110,5,16,16,13,9,10,9,0,0,81,292,376,804,832,817,708,209,22,3,4063,9,24,41,27,24,12,0,0,0,141,14,15,9,3,3,10,4,0,0,61,31,40,46,27,28,25,4,0,0,202,319,417,854,860,848,734,209,22,3,4267,247,58,71,64,104,201,560,350,100,1751,28,26,54,38,48,55,39,19,9,313,592,501,972,957,1004,991,804,397,111,6334,37,165,391,428,482,315,35,0,0,1850,221,138,302,377,336,311,94,9,0,1786,11,13,54,31,26,20,10,0,0,159,12,7,12,5,4,8,3,0,0,48,275,316,758,838,844,653,144,12,3,3846,14,13,22,15,16,11,3,0,0,96,27,14,18,18,5,14,0,0,0,87,41,24,40,33,22,23,3,0,0,188
113031268,23,82,235,189,181,94,9,3,0,822,40,55,33,11,13,13,10,7,0,180,0,0,4,7,5,7,0,0,0,16,3,18,9,0,0,0,0,0,0,30,66,154,278,210,199,118,24,7,0,1050,10,0,3,3,0,5,0,0,0,23,8,11,8,0,3,0,0,0,0,31,16,12,7,5,3,5,0,0,0,49,86,166,286,212,203,123,24,7,0,1102,66,84,29,23,10,28,78,64,45,429,7,13,16,14,16,9,17,3,0,95,162,262,336,247,231,160,114,73,41,1627,8,72,122,110,110,56,6,0,0,484,83,163,106,82,77,44,11,3,0,564,9,26,27,10,5,6,0,0,0,76,3,11,5,0,7,0,0,0,0,25,101,274,255,199,201,105,20,3,0,1160,3,3,5,0,3,3,0,0,0,16,23,22,5,6,6,3,0,0,0,61,21,27,16,6,5,8,0,0,0,77
113031269,128,391,958,918,865,600,81,4,0,3953,186,108,124,123,107,140,67,14,0,873,11,16,27,25,18,32,10,0,0,141,5,4,21,15,17,6,3,0,0,73,324,522,1124,1081,1012,782,162,24,0,5037,33,53,47,34,24,23,3,0,0,214,54,16,12,7,14,13,0,0,0,115,81,65,59,41,33,38,3,0,0,331,404,588,1183,1124,1052,824,169,22,0,5365,323,89,115,111,133,266,510,348,157,2057,37,38,55,62,64,73,48,27,15,422,771,714,1357,1297,1252,1162,723,395,171,7839,69,254,565,521,621,387,35,0,0,2454,289,238,395,449,408,334,69,7,0,2188,6,24,78,43,27,28,12,0,0,218,7,7,20,13,10,8,4,0,0,65,376,521,1055,1018,1073,759,120,13,0,4931,22,29,38,22,22,12,0,0,0,145,49,27,26,27,11,16,3,0,0,154,73,62,58,52,31,28,3,0,0,296
113031270,118,298,650,415,374,309,62,9,0,2240,75,97,114,71,65,80,39,11,0,560,5,12,16,13,14,8,4,0,0,74,9,11,18,10,4,14,6,0,0,63,210,410,804,505,461,412,111,18,0,2944,19,34,33,34,32,9,0,0,0,162,18,16,7,7,3,12,8,0,0,71,36,49,45,42,41,18,8,0,0,235,249,464,848,545,504,438,115,18,0,3177,150,90,83,93,87,159,304,226,109,1300,35,57,100,59,57,49,55,32,10,457,437,611,1024,698,651,643,477,271,119,4928,62,214,419,232,250,203,29,4,0,1413,110,201,218,182,168,156,60,8,0,1113,0,16,41,22,13,18,3,0,0,111,4,4,4,9,3,3,3,0,0,31,176,434,682,447,443,384,96,10,0,2667,10,28,28,19,21,10,0,0,0,116,20,14,13,14,7,12,0,0,0,84,32,42,42,32,31,19,0,0,0,200
113031271,118,298,554,633,688,531,172,43,3,3035,89,43,66,60,93,113,85,24,4,578,4,9,8,11,20,25,17,3,0,94,4,10,10,11,20,10,7,10,4,83,222,353,634,713,819,678,287,73,18,3795,14,14,21,14,13,25,0,0,0,106,12,4,3,0,3,12,0,0,0,36,25,14,28,22,17,32,3,0,0,144,242,368,664,734,837,717,287,73,18,3944,254,52,55,49,90,216,438,237,86,1471,35,29,57,70,89,89,86,53,15,524,538,450,780,853,1015,1017,807,367,121,5942,42,149,260,305,380,276,72,17,4,1508,115,121,244,276,318,258,89,15,3,1439,3,12,54,23,19,32,10,3,0,150,5,7,14,11,8,11,4,9,0,72,164,284,574,615,731,579,181,48,12,3177,9,12,21,17,6,11,0,0,0,73,16,22,15,11,6,8,0,0,0,78,27,30,30,31,20,14,0,0,0,148
114011272,31,81,213,246,289,259,71,6,0,1195,52,37,38,64,72,128,91,12,0,484,7,3,7,4,14,15,6,0,0,54,5,3,6,4,11,6,3,3,0,45,88,125,264,315,382,409,175,25,4,1783,0,3,10,6,12,12,0,0,0,40,4,5,3,3,0,10,0,0,0,30,10,9,10,8,10,19,0,0,0,69,94,132,273,322,393,431,175,25,4,1850,72,17,19,26,40,249,571,374,127,1502,15,10,19,22,36,56,65,41,13,287,185,155,317,372,475,741,818,443,138,3639,7,41,95,118,182,189,19,3,0,663,70,50,103,170,166,229,93,7,0,899,0,3,19,18,14,18,11,0,0,83,3,0,3,0,4,4,0,4,0,22,86,94,220,314,371,448,127,14,0,1666,0,3,3,0,6,4,0,0,0,16,7,0,3,4,10,5,0,0,0,30,6,3,7,3,14,8,0,0,0,42
114011273,13,44,60,87,144,86,9,0,0,449,32,15,16,20,33,47,8,0,0,163,0,0,4,0,3,3,0,0,0,18,0,0,0,0,0,3,0,3,0,17,47,66,78,111,184,137,27,3,0,645,5,3,10,4,8,4,0,0,0,30,4,4,0,3,0,7,0,0,0,18,6,5,14,5,10,12,0,0,0,49,51,68,88,118,191,151,27,3,0,697,56,24,15,24,50,115,270,143,43,739,3,8,12,7,15,27,24,15,4,117,116,102,109,153,258,283,317,163,50,1549,13,24,33,58,76,48,7,0,0,253,34,23,35,61,89,70,23,0,0,328,3,3,6,0,3,3,0,0,0,28,0,0,0,0,6,0,0,4,0,11,47,51,76,117,176,121,31,4,0,617,4,4,3,7,0,0,0,0,0,20,5,3,4,5,8,6,0,0,0,28,11,4,9,15,7,8,0,0,0,51
114011274,15,46,119,131,168,133,18,0,0,633,34,20,32,33,37,47,23,8,0,237,0,0,3,7,10,14,4,0,0,29,0,0,3,3,4,6,3,0,0,23,52,66,157,171,220,201,44,6,4,922,7,3,11,9,8,7,0,0,0,56,0,3,0,3,10,5,0,0,0,26,7,6,15,10,23,20,0,0,0,81,61,75,173,179,241,222,48,6,4,1002,54,18,19,29,55,161,352,230,76,1001,19,14,30,16,25,25,36,21,4,190,132,100,218,235,323,409,433,261,88,2193,8,26,49,56,121,74,3,0,0,340,28,24,66,76,93,89,20,4,0,389,0,4,10,7,14,15,0,0,0,58,0,0,0,0,3,10,0,0,0,19,43,60,124,139,233,183,22,7,0,807,8,0,10,9,0,5,0,0,0,30,7,4,11,6,4,0,0,0,0,26,10,12,17,13,5,10,0,0,0,57
114011275,0,0,0,0,3,3,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,6,8,3,0,0,16,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,3,0,0,3,0,6,12,10,0,0,24,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114011276,10,29,128,132,139,142,16,0,0,598,31,10,24,28,21,66,24,5,0,203,3,0,3,4,3,10,4,0,4,31,0,0,4,0,4,3,0,0,0,15,46,43,156,167,168,212,48,5,3,854,3,7,3,6,8,3,0,0,0,34,6,0,0,3,0,5,0,0,0,15,9,7,8,10,5,12,0,0,0,45,53,45,161,176,177,221,53,9,3,896,50,4,16,19,31,134,281,125,61,715,7,3,14,24,14,15,21,16,4,118,106,58,189,212,224,376,351,146,71,1738,3,27,47,82,95,76,6,0,0,330,35,27,70,89,95,95,22,0,0,428,3,7,22,4,5,10,0,0,0,53,0,0,0,3,3,3,0,0,3,10,39,58,135,174,197,181,36,0,3,830,0,4,0,11,4,0,0,0,0,17,4,0,3,3,8,5,0,0,0,20,3,6,3,7,15,5,0,0,0,45
114011277,61,182,537,493,562,447,71,4,0,2355,153,95,94,94,101,157,80,15,0,789,13,0,11,22,19,21,8,0,0,99,7,11,15,7,9,15,8,3,0,75,235,283,652,618,693,645,168,25,0,3323,20,49,32,20,32,19,0,0,0,167,18,12,0,3,15,7,3,0,0,55,32,54,36,30,38,31,3,0,0,220,266,346,688,646,737,672,171,27,0,3545,198,63,103,100,146,341,715,445,140,2247,18,23,59,62,62,70,70,33,45,443,490,429,851,805,940,1082,956,505,185,6242,18,124,254,264,347,252,16,0,0,1280,200,131,262,307,347,332,75,5,3,1665,8,6,40,19,23,30,9,0,0,130,6,12,10,3,4,7,3,0,0,46,232,270,559,601,731,613,102,5,3,3122,12,17,16,11,10,7,0,0,0,69,30,16,16,15,17,6,0,0,0,97,44,31,27,27,27,14,0,0,0,170
114011278,94,309,753,621,583,343,58,7,0,2767,109,114,116,102,127,142,57,5,3,773,3,20,28,21,20,17,3,0,0,103,6,16,25,19,20,15,4,0,0,99,206,455,919,763,746,510,118,12,3,3736,54,55,57,48,31,34,0,0,0,278,25,19,9,11,11,8,3,0,0,96,82,75,71,59,46,38,3,0,0,381,289,532,993,822,790,551,121,12,3,4113,275,192,353,330,304,480,752,439,138,3270,59,94,126,95,78,78,84,59,48,731,623,817,1470,1250,1168,1114,955,515,187,8111,47,189,347,307,325,192,17,3,0,1421,186,185,351,353,341,260,72,8,0,1752,17,16,62,21,19,28,7,0,0,163,18,10,9,13,18,8,0,0,0,83,264,395,774,695,702,492,98,12,0,3427,17,24,27,28,22,17,0,0,0,128,29,17,28,31,18,19,0,0,0,153,47,39,53,61,41,35,0,0,0,277
114011279,57,142,292,384,393,254,28,4,0,1561,60,68,89,83,121,144,55,4,0,622,3,3,6,8,13,12,3,0,0,54,4,7,8,6,11,9,3,0,0,57,130,217,397,484,541,417,92,14,0,2301,18,27,38,36,30,22,0,0,0,169,13,8,9,4,10,17,4,3,0,60,28,37,46,41,36,37,3,3,0,231,161,254,438,522,573,458,97,14,0,2525,189,43,64,112,178,422,951,574,139,2658,24,22,41,31,59,59,72,62,26,397,382,318,540,672,813,937,1111,653,166,5582,28,73,139,195,249,155,12,0,0,857,112,87,170,256,282,212,45,0,0,1166,13,5,20,29,17,28,6,0,0,118,4,4,3,7,15,6,4,3,0,53,161,168,334,480,568,406,67,4,4,2193,14,12,15,20,23,11,0,0,0,99,17,12,25,11,18,21,3,0,0,109,37,22,37,38,44,33,3,0,0,210
114011280,14,32,71,87,96,99,10,0,0,406,8,20,12,27,44,49,27,3,0,200,0,3,0,3,3,7,0,0,0,20,0,0,4,3,4,5,0,0,0,23,26,57,97,118,148,166,36,3,0,654,0,5,10,11,9,12,0,0,0,48,0,0,3,0,0,3,0,0,0,10,0,9,17,8,10,19,0,0,0,59,30,68,109,126,157,178,36,3,0,708,35,10,24,31,65,182,420,240,85,1102,3,8,9,12,9,19,32,16,14,117,62,80,143,173,231,383,491,260,98,1927,5,20,29,39,73,31,9,0,0,200,19,13,56,50,84,78,26,0,0,331,0,0,3,0,8,15,3,0,0,32,0,3,0,6,5,0,3,0,0,12,29,31,87,97,163,128,41,3,0,570,3,3,0,4,4,6,0,0,0,20,3,4,0,0,0,8,0,0,0,18,6,3,0,4,9,15,0,0,0,40
114011281,20,28,73,140,175,129,23,4,0,585,32,19,27,22,33,50,26,3,0,197,4,3,0,3,5,8,6,0,0,32,0,0,4,0,0,3,0,0,0,12,57,51,101,167,212,185,53,5,0,834,0,4,6,3,4,7,0,0,0,21,4,5,0,5,0,4,0,0,0,15,3,9,5,5,4,9,0,0,0,34,57,58,105,171,218,193,53,5,0,868,47,9,10,16,32,94,184,71,12,476,6,0,10,16,21,14,20,7,0,97,111,69,132,199,270,301,263,84,12,1437,3,28,33,66,100,65,6,0,0,309,39,27,53,76,93,93,24,4,0,405,3,0,11,5,14,3,0,0,0,35,0,0,0,0,3,0,3,0,0,9,49,56,92,145,206,164,38,4,0,749,0,5,0,3,8,0,0,0,0,14,3,4,0,0,0,6,0,0,0,15,3,5,0,6,7,9,0,0,0,35
114011282,38,109,311,442,428,328,54,10,0,1712,98,61,107,105,146,201,89,14,0,831,7,8,11,7,22,31,11,0,0,102,6,11,10,5,11,12,3,0,0,65,157,196,435,561,606,570,156,22,4,2714,15,21,25,22,25,22,0,0,0,139,16,9,10,3,9,14,4,0,0,69,34,28,35,33,33,40,6,0,0,202,188,217,472,594,642,612,161,22,4,2916,171,31,51,74,157,478,1005,623,202,2785,23,17,30,45,49,70,83,67,56,444,379,267,555,711,855,1152,1258,715,262,6148,27,57,169,182,263,202,22,0,0,914,156,68,194,316,365,340,75,11,0,1525,7,7,21,21,22,40,3,0,0,124,8,6,7,3,16,9,3,4,3,61,195,135,396,519,668,590,102,13,4,2625,7,6,10,9,22,18,0,0,0,77,19,7,11,15,15,21,3,0,0,84,21,13,24,28,37,38,3,0,0,162
114011283,20,32,86,112,182,134,23,4,0,589,26,17,26,41,56,102,49,5,0,335,0,3,4,9,12,11,4,0,0,47,3,3,5,4,0,6,0,0,0,26,51,58,120,162,251,257,74,11,0,995,8,3,10,13,8,19,0,0,0,54,5,0,0,5,3,10,6,0,0,28,9,3,10,20,17,22,3,0,0,79,60,60,132,180,267,285,77,11,0,1079,49,7,16,18,72,245,349,171,43,970,4,3,16,18,31,48,34,20,3,180,120,75,161,221,364,572,464,202,48,2229,0,23,27,58,106,66,10,0,0,295,50,18,62,95,136,132,36,0,0,527,0,0,6,3,19,13,3,0,0,45,3,0,5,3,0,5,0,0,0,23,55,47,104,160,259,216,51,0,0,884,3,3,3,3,3,10,0,0,0,24,3,0,0,4,10,7,4,0,0,31,4,0,6,10,12,14,4,0,0,52
114021284,35,92,210,398,521,385,109,12,0,1767,107,49,53,47,61,118,147,45,8,641,3,4,6,7,19,16,15,0,0,73,0,10,9,8,7,3,3,0,0,48,144,155,273,469,617,521,275,61,9,2520,4,4,17,8,10,15,4,0,0,58,18,3,3,3,3,4,10,3,0,45,23,10,16,11,15,19,12,3,0,105,167,164,292,474,628,541,281,70,9,2621,163,30,23,36,57,175,720,614,218,2036,15,17,17,31,49,44,45,50,17,288,346,204,328,541,732,759,1053,735,246,4947,11,59,133,202,328,223,49,6,0,1015,134,64,105,226,308,295,149,17,0,1311,6,4,15,23,13,22,5,4,0,94,3,7,5,3,6,8,6,3,0,36,159,139,258,453,657,541,210,27,0,2452,10,3,7,6,11,9,3,0,0,45,13,4,3,13,13,12,7,0,0,60,26,11,9,17,21,19,7,0,0,108
114021285,39,109,260,260,311,196,21,0,0,1194,56,23,47,36,40,51,29,9,0,287,5,3,3,6,7,10,4,0,0,38,4,5,5,7,9,3,0,4,0,32,99,144,310,304,375,255,61,14,0,1551,3,10,3,4,9,7,0,0,0,41,7,3,3,3,4,3,0,0,0,21,12,18,6,5,13,6,3,0,0,64,110,159,312,312,386,262,61,14,0,1616,92,15,31,22,37,98,179,93,14,590,19,5,15,20,21,14,23,8,3,130,223,176,367,350,443,372,270,115,15,2330,28,55,112,129,183,96,10,0,0,613,93,59,108,140,150,102,24,0,0,676,0,4,18,7,13,10,0,0,0,49,3,3,0,0,4,3,0,0,0,17,118,119,242,278,347,208,36,0,0,1351,6,3,5,4,8,5,0,0,0,30,5,3,6,10,11,3,0,0,0,38,17,8,9,16,17,6,0,0,0,72
114021286,42,106,289,318,351,271,68,9,0,1450,72,41,60,53,51,103,84,9,0,477,6,0,9,5,11,19,3,0,0,58,0,3,11,3,4,6,0,0,0,35,118,152,366,380,420,396,160,22,0,2017,4,10,9,10,7,7,3,0,0,46,8,4,3,0,8,0,0,0,0,24,9,22,7,8,14,4,7,0,0,72,127,168,380,392,434,405,163,22,0,2092,89,22,37,51,68,121,352,260,64,1059,16,8,32,33,53,39,56,34,31,303,235,205,447,470,551,559,569,313,95,3450,17,74,125,152,250,173,37,0,0,835,88,60,160,205,196,208,71,11,0,995,8,5,17,14,13,15,4,0,0,70,3,3,3,10,7,7,0,0,0,32,120,143,307,375,468,400,110,18,4,1934,7,4,4,0,6,6,0,0,0,34,14,8,4,3,4,11,0,0,0,44,18,13,12,10,8,15,0,0,0,76
