SA2_MAINCODE_2016,M_0_149_CFNC,M_0_149_CF_C_und15,M_0_149_CFNC_und15,M_0_149_1PF_C_und15,M_0_149_1PFNC_und15,M_0_149_OthF,M_0_149_Tot,M_150_299_CFNC,M_150_299_CF_C_und15,M_150_299_CFNC_und15,M_150_299_1PF_C_und15,M_150_299_1PFNC_und15,M_150_299_OthF,M_150_299_Tot,M_300_449_CFNC,M_300_449_CF_C_und15,M_300_449_CFNC_und15,M_300_449_1PF_C_und15,M_300_449_1PFNC_und15,M_300_449_OthF,M_300_449_Tot,M_450_599_CFNC,M_450_599_CF_C_und15,M_450_599_CFNC_und15,M_450_599_1PF_C_und15,M_450_599_1PFNC_und15,M_450_599_OthF,M_450_599_Tot,M_600_799_CFNC,M_600_799_CF_C_und15,M_600_799_CFNC_und15,M_600_799_1PF_C_und15,M_600_799_1PFNC_und15,M_600_799_OthF,M_600_799_Tot,M_800_999_CFNC,M_800_999_CF_C_und15,M_800_999_CFNC_und15,M_800_999_1PF_C_und15,M_800_999_1PFNC_und15,M_800_999_OthF,M_800_999_Tot,M_1000_1199_CFNC,M_1000_1199_CF_C_und15,M_1000_1199_CFNC_und15,M_1000_1199_1PF_C_und15,M_1000_1199_1PFNC_und15,M_1000_1199_OthF,M_1000_1199_Tot,M_1200_1399_CFNC,M_1200_1399_CF_C_und15,M_1200_1399_CFNC_und15,M_1200_1399_1PF_C_und15,M_1200_1399_1PFNC_und15,M_1200_1399_OthF,M_1200_1399_Tot,M_1400_1599_CFNC,M_1400_1599_CF_C_und15,M_1400_1599_CFNC_und15,M_1400_1599_1PF_C_und15,M_1400_1599_1PFNC_und15,M_1400_1599_OthF,M_1400_1599_Tot,M_1600_1799_CFNC,M_1600_1799_CF_C_und15,M_1600_1799_CFNC_und15,M_1600_1799_1PF_C_und15,M_1600_1799_1PFNC_und15,M_1600_1799_OthF,M_1600_1799_Tot,M_1800_1999_CFNC,M_1800_1999_CF_C_und15,M_1800_1999_CFNC_und15,M_1800_1999_1PF_C_und15,M_1800_1999_1PFNC_und15,M_1800_1999_OthF,M_1800_1999_Tot,M_2000_2199_CFNC,M_2000_2199_CF_C_und15,M_2000_2199_CFNC_und15,M_2000_2199_1PF_C_und15,M_2000_2199_1PFNC_und15,M_2000_2199_OthF,M_2000_2199_Tot,M_2200_2399_CFNC,M_2200_2399_CF_C_und15,M_2200_2399_CFNC_und15,M_2200_2399_1PF_C_und15,M_2200_2399_1PFNC_und15,M_2200_2399_OthF,M_2200_2399_Tot,M_2400_2599_CFNC,M_2400_2599_CF_C_und15,M_2400_2599_CFNC_und15,M_2400_2599_1PF_C_und15,M_2400_2599_1PFNC_und15,M_2400_2599_OthF,M_2400_2599_Tot,M_2600_2999_CFNC,M_2600_2999_CF_C_und15,M_2600_2999_CFNC_und15,M_2600_2999_1PF_C_und15,M_2600_2999_1PFNC_und15,M_2600_2999_OthF,M_2600_2999_Tot,M_3000_3999_CFNC,M_3000_3999_CF_C_und15,M_3000_3999_CFNC_und15,M_3000_3999_1PF_C_und15,M_3000_3999_1PFNC_und15,M_3000_3999_OthF,M_3000_3999_Tot,M_4000_4999_CFNC,M_4000_4999_CF_C_und15,M_4000_4999_CFNC_und15,M_4000_4999_1PF_C_und15,M_4000_4999_1PFNC_und15,M_4000_4999_OthF,M_4000_4999_Tot,M_5000over_CFNC,M_5000over_CF_C_und15,M_5000over_CFNC_und15,M_5000over_1PF_C_und15,M_5000over_1PFNC_und15,M_5000over_OthF,M_5000over_Tot,M_NS_CFNC,M_NS_CF_C_und15,M_NS_CFNC_und15,M_NS_1PF_C_und15,M_NS_1PFNC_und15,M_NS_OthF,M_NS_Tot,Tot_CFNC,Tot_CF_C_und15,Tot_CFNC_und15,Tot_1PF_C_und15,Tot_1PFNC_und15,Tot_OthF,Tot_Tot
115021298,13,0,8,0,0,0,18,5,3,0,0,0,0,5,5,4,3,0,0,0,14,0,7,0,0,0,0,7,3,3,4,0,0,0,12,3,9,6,0,3,0,19,3,5,9,0,3,0,20,0,3,5,0,0,0,9,9,7,7,0,0,0,20,3,9,7,0,0,0,18,0,5,9,3,3,0,20,11,16,15,0,4,0,46,0,13,0,0,0,0,22,3,11,0,0,0,0,15,6,27,3,0,4,0,41,28,69,22,3,4,0,123,9,39,11,0,0,0,62,20,27,10,4,4,0,65,10,20,4,0,0,0,37,137,280,128,17,30,0,597
115031299,6,0,0,0,0,0,10,0,0,0,0,0,0,4,3,0,0,0,0,0,3,3,0,0,0,0,0,3,4,0,0,0,0,0,11,10,4,3,0,0,0,17,9,3,0,0,0,0,9,9,3,0,0,3,0,15,6,9,0,5,0,0,20,8,11,4,0,4,0,31,10,12,3,0,0,0,19,13,15,12,0,0,0,43,5,10,0,0,3,0,21,8,7,4,0,0,0,13,8,19,0,0,0,0,29,18,21,5,0,3,0,47,0,3,0,0,0,0,9,0,3,3,0,0,0,4,10,7,4,3,0,0,22,130,131,47,13,17,0,344
115031300,33,31,20,4,6,0,96,11,6,3,0,0,0,19,13,8,4,5,4,0,36,14,11,13,5,3,0,40,24,19,30,6,11,0,86,33,28,32,3,22,0,115,47,41,38,6,14,0,153,36,53,41,20,6,0,156,38,64,35,13,7,0,152,45,92,49,14,8,0,212,37,93,44,5,15,0,194,80,183,72,22,14,0,373,36,94,30,10,4,0,172,28,83,18,11,3,0,140,94,177,59,10,13,0,350,124,257,95,12,12,0,508,51,100,49,3,5,0,209,40,54,28,3,3,0,128,41,64,33,3,13,0,158,826,1465,684,142,156,10,3291
115041301,13,13,11,0,3,0,38,8,0,0,0,0,0,8,8,0,3,0,3,0,12,0,8,9,0,0,0,16,3,3,8,0,3,0,19,6,11,9,4,0,0,38,11,21,12,5,4,0,51,13,17,16,0,5,0,54,17,27,10,0,3,0,59,18,32,15,3,0,0,74,17,26,15,3,0,0,66,35,86,31,13,5,0,177,19,42,4,3,3,0,68,16,46,10,4,0,0,77,42,98,28,3,6,0,180,72,166,43,3,0,0,292,22,60,5,4,5,0,102,17,46,10,0,3,0,80,17,28,18,7,0,0,70,348,728,282,64,51,3,1485
115041302,18,34,24,3,3,0,90,9,8,6,4,0,0,27,8,16,13,0,5,0,38,6,11,9,0,4,0,26,15,19,9,0,5,0,45,12,25,11,6,5,0,54,14,35,33,3,10,0,96,15,64,38,7,3,0,121,16,59,32,4,3,0,119,25,86,33,7,7,0,164,16,59,23,5,10,0,112,51,192,72,9,17,0,347,16,97,25,0,7,0,143,12,110,30,5,5,0,163,54,243,51,12,10,0,372,159,576,160,27,20,0,944,64,227,71,13,6,3,376,36,103,36,10,0,3,184,24,84,53,3,7,0,167,558,2045,726,113,116,15,3574
116011303,9,20,12,3,3,0,39,3,3,0,0,0,0,9,7,8,9,0,0,0,25,4,6,3,0,3,0,15,6,7,8,3,7,0,33,18,8,8,3,4,0,47,19,28,12,4,9,0,70,13,51,25,7,4,0,100,22,49,10,11,9,3,94,29,79,33,4,8,4,154,28,59,13,4,3,0,109,45,109,27,15,10,0,208,28,55,13,3,5,0,104,15,33,9,0,0,0,68,26,83,15,3,5,3,135,41,67,17,11,3,0,139,5,12,9,0,3,3,33,0,12,0,0,0,0,12,7,30,8,0,7,0,56,337,721,222,68,94,18,1457
116011304,16,11,10,3,10,0,50,4,4,3,0,3,3,17,7,6,9,0,3,0,24,7,5,9,3,3,0,26,11,18,18,0,8,0,46,16,14,5,4,7,0,53,15,29,22,3,17,0,79,19,43,22,9,6,0,104,21,56,24,12,7,0,123,28,76,30,11,16,0,163,28,79,26,9,14,0,156,41,149,49,8,12,5,266,18,72,25,3,4,0,120,22,70,19,0,0,0,120,46,111,48,6,3,3,223,37,88,29,6,3,3,166,4,14,10,0,0,0,28,3,17,9,0,0,0,26,19,33,19,3,3,0,74,363,890,381,78,119,23,1860
116011306,29,24,29,0,11,3,91,3,9,10,0,4,0,21,5,8,15,0,0,0,25,8,3,8,0,0,0,22,12,13,20,3,6,0,53,24,26,28,3,10,0,87,27,34,46,5,14,0,128,13,42,39,3,15,0,122,29,65,35,3,10,0,142,26,96,46,10,20,3,200,38,69,41,11,12,0,168,47,202,82,6,22,7,368,38,109,40,6,9,0,199,27,91,24,5,5,0,150,79,175,69,11,11,8,346,99,263,112,11,3,0,485,29,57,29,0,7,0,121,6,42,13,0,0,0,65,24,40,27,3,19,0,105,563,1361,711,93,173,18,2916
116011307,24,32,25,7,9,0,96,3,5,8,0,3,3,22,15,12,11,0,6,0,50,9,15,11,3,0,0,42,18,22,13,0,7,0,65,24,34,22,0,10,4,92,29,48,31,8,17,0,127,31,57,47,16,11,3,161,30,86,38,8,11,0,176,45,133,37,12,10,0,236,34,112,22,4,15,3,195,77,210,85,27,26,4,436,36,104,33,9,7,3,190,31,98,24,12,3,0,163,72,192,59,14,8,0,341,129,251,59,4,15,3,451,27,56,14,0,4,0,101,12,30,3,3,4,0,50,22,52,28,4,5,0,115,667,1541,569,134,172,32,3107
116011308,33,43,25,3,14,0,113,3,4,5,0,3,0,14,17,12,11,3,4,0,42,9,12,5,0,5,0,28,9,13,19,0,7,0,52,14,23,26,3,3,3,73,20,26,25,3,8,0,79,23,58,36,14,12,0,140,32,72,31,9,8,0,151,35,104,35,10,6,0,194,18,103,15,8,9,0,159,73,221,63,15,22,3,386,40,119,28,3,9,4,203,31,94,21,5,9,0,155,59,173,53,12,9,3,302,70,202,67,7,16,3,361,18,54,28,3,0,3,104,11,29,12,0,0,0,51,27,45,19,7,3,0,102,549,1412,504,99,137,20,2718
116011560,13,23,12,0,7,0,58,0,5,0,0,0,0,7,6,3,6,3,0,0,17,3,3,0,0,0,0,13,5,7,7,0,3,0,29,4,14,10,4,5,0,46,12,26,14,3,7,0,56,14,44,20,3,10,0,93,18,53,25,5,10,0,105,17,48,34,10,15,0,123,15,60,24,4,7,0,109,32,109,37,12,11,0,206,16,39,6,4,5,0,80,10,41,17,3,3,0,73,18,63,24,3,0,0,106,25,69,33,4,17,0,152,14,21,3,0,3,0,36,0,9,5,0,0,0,17,9,27,18,3,0,0,58,235,669,305,66,104,15,1386
116011561,19,23,19,6,0,3,73,7,0,8,0,0,0,19,5,8,5,3,0,0,26,0,9,9,3,3,0,26,13,6,7,0,5,0,31,11,23,15,3,4,0,54,16,40,23,4,10,0,81,23,50,18,3,11,0,112,20,59,35,8,10,0,128,20,61,36,7,16,3,136,25,69,34,13,3,0,143,42,96,46,13,18,3,214,25,63,14,0,5,0,105,21,50,9,0,3,0,90,34,79,25,5,7,0,160,29,67,43,3,3,3,148,14,20,14,0,0,0,51,7,8,5,0,3,0,32,13,39,13,3,5,3,79,345,771,375,80,104,13,1700
116021309,18,39,18,0,8,0,85,10,4,9,0,0,0,17,3,12,8,3,0,0,30,3,7,13,0,0,0,26,9,9,8,0,3,0,38,7,22,23,0,3,0,54,12,42,25,9,4,0,87,12,55,19,8,9,0,108,12,60,28,4,7,3,122,20,51,17,5,11,0,106,13,54,20,4,3,0,100,55,147,80,13,8,3,302,14,87,28,5,3,0,132,19,95,31,3,4,0,153,38,165,78,9,16,0,302,88,309,138,10,13,0,561,29,86,42,4,0,0,155,21,60,22,3,0,0,107,23,55,20,5,6,0,107,406,1344,633,88,105,13,2583
116021310,30,62,32,8,7,0,139,4,8,9,0,0,0,25,13,28,6,4,0,0,52,6,12,8,0,0,0,30,22,27,4,3,12,0,69,15,40,7,3,5,0,75,13,57,23,4,8,0,109,25,81,30,8,10,0,140,21,90,25,11,12,0,159,39,122,38,17,11,5,230,36,129,37,7,9,4,213,115,339,83,30,24,3,596,35,207,37,5,11,3,304,75,279,55,8,14,0,438,123,489,92,24,13,0,744,278,1000,203,23,13,10,1534,83,262,88,6,15,0,454,39,118,38,3,3,0,203,37,113,44,9,5,0,206,1015,3455,867,166,173,34,5705
116021312,21,13,7,6,4,0,51,3,3,0,0,0,0,8,4,5,3,3,0,0,19,8,3,3,0,0,0,13,4,14,8,3,0,0,28,15,10,9,0,9,0,49,23,22,12,0,8,0,66,24,25,20,5,8,0,76,9,34,7,5,3,0,63,16,57,20,9,3,0,113,26,48,17,8,0,0,91,43,109,34,10,14,7,219,31,65,16,3,6,0,124,40,71,13,5,4,0,133,84,169,37,10,5,0,309,143,356,80,11,17,3,610,42,75,23,0,3,0,146,18,49,12,0,0,0,87,25,45,24,8,5,0,102,585,1187,332,85,98,16,2295
116021562,6,6,3,0,0,0,11,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,4,0,0,0,0,5,3,9,3,0,3,0,13,0,3,4,0,0,0,10,4,8,9,4,0,0,24,3,12,4,0,0,0,22,4,9,7,3,4,0,26,7,18,12,0,7,0,44,3,12,5,0,4,0,33,13,43,21,6,3,0,84,10,32,6,4,3,0,55,8,19,5,3,3,0,38,23,47,27,4,4,0,101,32,76,21,3,3,3,141,4,10,6,0,3,0,30,3,7,9,0,0,0,23,0,12,9,0,0,0,26,130,340,151,28,44,3,694
116021563,21,41,24,3,3,0,91,5,5,11,0,3,0,25,3,17,14,0,9,3,44,12,4,9,3,3,0,36,12,10,15,0,0,0,46,23,22,28,10,15,0,97,19,55,30,8,6,0,125,24,62,31,13,17,3,143,40,100,39,9,16,0,202,35,115,44,14,16,0,215,37,114,27,16,17,0,206,81,239,88,10,11,5,435,41,137,37,6,11,0,228,50,121,32,6,8,3,216,91,253,65,11,8,0,428,90,266,86,19,13,4,472,29,64,23,3,3,0,125,10,33,17,0,3,0,67,21,56,23,7,4,0,118,637,1710,639,140,163,29,3317
116031313,8,14,11,5,0,0,32,5,3,3,0,0,0,12,9,4,4,0,6,0,24,8,3,6,3,0,0,25,14,7,14,6,6,0,48,19,10,18,7,15,3,74,32,31,26,11,12,6,107,40,52,32,19,10,0,160,38,67,23,10,16,3,154,32,81,34,14,8,0,172,29,55,25,8,3,0,115,29,74,15,10,12,0,141,10,30,13,0,3,0,48,0,19,7,3,3,0,34,17,29,10,3,3,0,66,13,27,7,8,3,0,59,0,0,0,0,0,0,3,4,3,0,0,3,0,9,13,25,20,9,13,0,73,306,530,272,108,119,17,1352
116031314,7,12,4,0,0,3,27,0,6,8,0,0,0,10,3,0,5,0,3,0,11,0,3,0,0,3,0,12,3,5,10,4,4,0,35,6,9,9,5,5,0,39,6,12,23,3,8,3,54,11,35,17,3,8,0,74,11,43,20,0,9,0,91,22,65,31,9,3,0,126,19,54,18,4,5,0,111,43,106,25,4,9,3,181,24,63,13,3,0,0,103,21,50,11,0,0,0,85,19,77,30,3,3,0,133,18,63,21,3,0,0,107,3,11,3,0,0,0,26,0,4,3,0,0,0,5,9,17,18,0,7,0,56,236,635,268,43,77,19,1272
116031315,11,18,19,4,7,3,73,5,3,0,3,0,0,13,9,10,19,5,3,0,52,8,6,8,4,6,0,37,10,19,26,0,4,0,60,14,31,17,3,11,0,87,27,40,40,8,20,0,138,33,61,50,8,16,7,174,38,87,57,19,16,0,218,50,153,81,16,14,0,313,34,119,52,16,18,3,240,71,231,126,30,31,8,494,41,94,42,9,3,0,178,15,69,27,14,3,0,132,55,141,70,12,9,3,296,39,153,93,6,5,0,299,9,35,10,0,0,0,58,15,22,11,3,4,0,51,22,59,38,0,5,3,128,504,1346,800,165,191,27,3030
116031316,9,14,3,0,3,0,32,0,0,6,0,0,0,10,0,4,0,0,0,0,9,3,3,3,0,3,0,22,7,11,13,7,3,0,41,15,14,12,6,14,0,58,17,23,15,8,12,0,73,23,37,16,14,14,0,104,36,48,24,8,10,3,138,41,72,21,14,13,0,158,34,71,16,5,3,0,134,52,130,32,12,7,0,242,46,101,25,3,4,0,176,35,80,9,0,3,0,131,67,151,19,7,3,0,246,38,110,19,11,4,0,182,3,22,3,0,0,0,34,10,8,3,3,0,0,29,14,31,9,3,16,3,79,454,940,259,105,123,13,1887
116031317,12,16,15,3,5,0,51,11,4,3,0,3,0,18,7,6,8,3,3,0,28,3,9,3,0,6,0,20,15,18,8,0,4,3,41,28,31,9,7,13,3,87,23,45,29,7,13,0,112,28,79,27,12,14,0,164,30,88,40,11,13,0,183,49,131,33,11,14,0,241,27,80,18,14,7,0,147,41,118,47,13,5,0,227,10,46,20,9,3,0,86,8,25,14,3,4,0,54,22,56,12,10,3,0,106,23,48,21,9,4,3,100,12,11,7,0,3,0,29,3,8,4,0,0,0,17,15,35,14,0,12,0,86,353,868,335,116,123,17,1813
116031318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116031319,27,20,30,9,3,0,89,9,3,3,0,0,0,11,6,5,10,0,9,0,32,7,10,6,0,4,0,31,9,13,19,0,9,0,49,15,22,21,7,6,0,68,24,34,28,6,15,0,108,30,73,33,9,15,0,164,33,86,38,9,7,0,183,40,113,50,11,9,0,228,37,106,45,13,10,3,220,63,186,92,23,22,3,391,32,91,48,6,7,0,184,30,75,25,11,0,0,145,66,147,69,13,16,3,308,46,133,78,4,6,0,272,10,35,21,3,4,0,74,12,20,10,0,5,0,48,19,44,31,7,6,0,115,517,1230,644,142,160,16,2703
117011320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117011321,16,10,11,0,0,0,37,0,0,3,0,0,0,4,8,9,5,0,0,0,20,0,4,0,0,0,0,8,3,7,4,0,3,0,15,12,11,11,0,6,0,36,8,20,13,0,8,0,42,9,26,5,3,3,0,52,5,16,10,0,4,0,38,11,18,8,5,4,0,47,15,18,11,0,3,0,52,22,62,19,9,4,3,121,14,17,11,0,3,3,47,24,28,7,0,0,3,60,27,73,17,3,8,0,134,56,200,38,14,12,0,316,29,80,24,3,0,4,144,18,50,5,0,3,0,83,12,32,12,5,3,0,59,288,676,206,60,74,12,1310
117011322,12,22,15,4,12,0,64,0,3,11,0,0,0,23,3,3,3,0,3,3,15,7,6,7,0,3,0,24,10,13,14,3,3,0,43,20,14,6,4,7,3,53,12,24,25,0,7,3,72,15,23,29,3,12,0,76,22,29,15,0,9,0,72,31,51,15,3,4,0,101,24,29,11,3,3,0,75,50,83,36,12,9,0,196,17,29,11,0,7,0,66,46,58,14,3,6,4,124,38,93,17,8,13,6,175,101,209,50,10,16,9,402,41,96,22,3,9,0,175,29,58,17,3,0,3,111,33,27,23,5,3,3,101,516,872,346,70,119,41,1969
117011323,3,9,7,4,5,0,27,0,3,3,0,0,0,5,0,0,7,0,0,0,12,4,0,6,0,0,0,10,0,5,5,3,3,0,20,9,8,8,3,7,0,29,10,5,5,0,5,0,28,13,9,13,0,5,0,34,9,19,8,4,3,0,52,10,13,4,7,6,0,41,4,15,6,5,0,0,33,21,34,22,4,9,0,87,6,22,3,0,3,0,33,11,15,9,0,0,3,29,18,31,15,6,3,0,69,31,87,21,10,5,0,160,15,54,20,4,3,0,94,4,46,13,0,0,0,73,10,15,8,3,0,3,46,164,403,178,52,58,14,877
117011324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117011325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117021326,24,23,10,4,6,3,69,6,8,0,0,4,0,20,7,9,3,0,0,0,22,7,0,0,0,3,0,11,13,11,4,3,4,0,33,11,17,7,4,5,0,50,18,23,12,7,4,0,77,19,39,13,4,9,0,86,26,29,9,4,5,3,89,20,38,12,8,7,4,83,24,29,3,8,12,0,77,65,92,18,13,16,0,209,28,42,3,8,11,0,89,26,54,7,6,3,0,98,70,91,11,12,5,0,193,146,257,39,16,14,3,470,63,109,19,4,4,0,205,34,89,10,3,3,0,134,25,41,11,7,0,0,78,632,1006,204,103,130,22,2093
117021327,18,22,10,9,3,3,70,3,4,3,0,0,0,9,4,9,3,0,9,0,21,3,7,0,3,0,0,19,8,8,0,0,0,0,23,9,7,14,3,3,0,39,18,18,8,9,10,0,59,10,22,12,4,0,0,46,13,18,7,8,3,0,44,23,32,6,5,4,3,71,22,27,6,3,7,0,59,35,78,16,7,7,0,144,18,28,7,6,3,0,59,20,34,6,3,3,0,58,43,68,11,4,9,4,138,124,208,33,13,8,4,387,71,140,17,0,7,0,235,60,134,23,3,8,0,223,17,16,5,3,3,0,42,515,859,183,80,84,15,1736
117021328,5,9,3,0,4,0,24,0,4,0,0,0,0,3,4,0,3,0,3,0,17,0,3,0,0,3,0,11,8,0,3,0,0,0,15,6,8,3,0,0,0,22,7,8,5,0,4,0,21,7,13,3,3,0,0,25,10,14,10,0,7,0,34,13,20,6,4,4,0,44,6,9,0,3,3,0,25,24,35,6,5,8,0,74,9,10,0,3,3,0,24,17,24,3,0,3,0,47,40,48,11,7,4,0,107,64,105,11,6,4,0,192,39,40,6,3,4,3,96,21,23,5,3,0,3,58,7,12,4,5,3,0,30,289,399,73,44,59,18,881
117031329,11,3,3,0,0,0,25,0,0,0,0,0,0,0,8,0,0,0,0,0,13,6,3,0,0,0,0,6,0,3,0,0,0,0,3,6,6,0,0,0,0,14,20,3,3,0,0,0,23,13,0,0,0,0,0,13,11,0,0,4,0,0,18,10,3,0,3,0,0,18,13,3,0,3,0,0,19,21,4,0,0,3,0,34,6,3,0,0,0,0,9,27,4,0,0,0,0,36,30,4,0,0,3,0,39,80,28,5,3,3,0,116,37,20,6,4,0,0,70,67,27,11,0,4,3,112,7,8,0,3,0,0,25,381,131,32,24,25,3,597
117031330,30,14,4,0,0,0,56,6,6,3,0,0,0,12,3,4,0,0,4,0,12,4,3,0,0,0,0,12,9,4,0,0,3,0,15,8,6,0,3,3,0,16,23,8,0,0,3,0,42,20,16,4,3,4,0,52,15,15,0,5,3,0,48,27,28,7,3,4,0,69,32,10,3,6,3,0,58,80,49,12,7,4,3,166,45,23,0,0,0,0,75,40,41,4,3,3,0,91,92,51,3,10,8,0,166,194,155,13,8,6,0,381,84,87,5,0,0,0,180,76,61,6,0,4,0,152,18,15,5,0,0,0,39,814,611,86,60,51,18,1631
117031331,20,16,9,0,7,0,45,3,0,0,0,0,0,6,4,0,3,3,0,0,7,3,4,0,0,0,0,11,9,5,4,0,0,0,20,8,5,0,0,0,0,17,7,8,6,0,0,0,27,9,7,4,0,0,0,23,15,14,4,0,0,0,31,24,11,0,4,3,4,46,21,10,4,0,0,0,33,34,36,10,5,11,0,91,15,16,0,0,3,0,37,17,11,8,0,3,0,40,34,18,7,0,6,0,73,93,82,16,5,6,0,202,54,53,11,4,3,0,128,68,85,12,7,3,0,180,11,8,5,0,0,0,32,468,385,98,37,47,12,1048
117031332,14,12,5,3,7,0,47,6,3,0,0,0,0,13,11,3,0,3,0,0,19,9,3,3,0,0,0,15,4,4,0,0,5,0,13,17,5,9,0,0,0,29,19,17,4,0,3,0,45,23,11,3,7,3,0,47,16,19,4,0,3,0,45,23,19,6,4,0,0,59,23,15,5,4,3,0,48,55,42,10,4,9,0,117,15,11,0,0,0,0,27,19,19,3,0,0,0,51,61,53,9,8,7,0,136,142,149,18,7,6,4,337,91,93,15,6,0,4,204,80,83,13,7,3,0,180,21,22,5,3,3,0,58,655,595,113,59,53,13,1483
117031333,22,5,4,0,0,0,30,0,0,0,0,0,0,3,6,0,0,0,0,0,6,4,0,0,0,0,0,11,11,0,0,0,0,0,13,15,0,0,3,0,0,17,11,9,3,0,0,0,21,16,3,0,3,3,0,26,14,4,0,4,0,0,17,22,3,0,0,0,0,26,12,3,3,0,3,0,25,50,12,3,3,5,0,67,13,3,0,0,0,0,19,16,4,0,0,0,0,24,36,5,0,0,3,0,46,83,25,4,3,4,0,122,58,20,3,3,3,0,88,79,20,8,3,5,0,113,17,3,0,0,0,0,22,486,121,33,26,33,3,695
117031334,22,14,3,3,6,0,52,4,0,0,0,0,0,6,3,5,0,0,0,0,9,3,0,0,0,0,0,5,11,8,4,3,0,0,20,10,4,5,0,0,0,19,18,3,3,4,0,3,40,17,15,0,0,3,0,35,17,14,3,0,4,7,43,21,12,0,3,0,0,38,18,19,4,3,0,3,42,46,29,7,10,9,0,98,18,8,3,0,0,0,36,21,21,3,3,3,0,54,34,22,8,5,0,0,75,93,46,10,0,8,4,155,48,33,8,3,3,0,91,75,39,12,7,4,3,141,15,13,4,0,0,4,32,476,305,79,43,47,27,980
117031335,16,8,6,0,3,0,36,0,3,0,0,0,0,3,3,0,0,0,0,0,3,3,6,0,0,0,0,12,7,0,0,0,3,0,10,11,3,0,0,0,0,13,7,6,0,0,4,0,25,25,11,0,3,3,0,42,19,9,0,0,0,3,34,23,16,0,3,3,0,48,21,10,0,0,0,0,28,48,35,14,0,0,6,91,22,12,0,3,0,3,37,28,16,0,3,3,5,56,57,26,8,3,0,0,93,133,70,8,6,9,6,229,65,45,3,5,8,0,128,52,41,8,3,0,4,105,19,6,0,0,0,0,31,549,312,51,40,45,28,1022
117031336,22,8,5,5,3,0,34,4,0,0,0,3,0,5,3,3,0,0,0,0,10,3,0,0,0,0,0,4,4,0,3,0,0,3,14,12,0,0,0,0,0,14,15,3,0,0,0,0,21,13,3,3,0,0,0,19,18,3,0,0,0,0,25,19,10,3,3,0,0,33,12,8,0,0,4,0,22,42,21,6,0,0,0,72,13,11,0,0,0,0,28,26,7,3,0,0,0,34,42,9,5,0,0,0,66,106,36,3,3,0,5,151,58,27,3,3,0,4,95,87,33,3,8,3,3,137,17,9,7,3,0,0,30,517,186,35,33,27,19,813
117031337,21,15,6,4,11,3,56,8,0,3,0,0,0,14,0,3,0,0,0,0,5,4,0,0,0,0,0,10,5,3,3,0,0,3,12,8,3,0,0,0,0,12,18,5,4,0,8,0,30,12,3,0,0,0,0,15,11,8,3,3,0,0,33,13,3,3,0,3,0,21,12,4,4,0,0,0,15,39,19,6,0,8,6,78,20,6,0,3,0,0,32,19,7,3,0,0,0,33,25,12,8,4,4,4,61,90,35,13,4,8,10,163,35,23,12,0,4,0,77,56,33,11,6,15,3,118,17,4,6,3,0,3,33,415,184,85,40,61,36,811
