SA2_MAINCODE_2016,Num_Psns_UR_1_FamHhold,Num_Psns_UR_1_NonFamHhold,Num_Psns_UR_1_Total,Num_Psns_UR_2_FamHhold,Num_Psns_UR_2_NonFamHhold,Num_Psns_UR_2_Total,Num_Psns_UR_3_FamHhold,Num_Psns_UR_3_NonFamHhold,Num_Psns_UR_3_Total,Num_Psns_UR_4_FamHhold,Num_Psns_UR_4_NonFamHhold,Num_Psns_UR_4_Total,Num_Psns_UR_5_FamHhold,Num_Psns_UR_5_NonFamHhold,Num_Psns_UR_5_Total,Num_Psns_UR_6mo_FamHhold,Num_Psns_UR_6mo_NonFamHhold,Num_Psns_UR_6mo_Total,Total_FamHhold,Total_NonFamHhold,Total_Total
125041589,..,1026,1026,1011,105,1122,1079,35,1119,1098,27,1120,383,21,402,252,13,271,3824,1230,5059
126011495,..,1381,1381,2233,252,2482,1750,123,1876,1959,63,2020,760,23,780,367,19,387,7073,1859,8930
126011496,..,1054,1054,1779,62,1846,1109,24,1136,1595,17,1613,646,7,653,299,3,304,5439,1172,6605
126021497,..,1398,1398,1996,211,2205,1516,107,1627,1655,45,1699,703,34,730,444,38,481,6309,1830,8134
126021498,..,1547,1547,1527,140,1662,784,18,798,914,6,918,373,0,374,119,0,119,3715,1713,5432
126021499,..,720,720,872,45,913,466,8,477,604,3,610,333,0,334,109,0,109,2390,779,3167
126021500,..,2245,2245,2208,389,2598,1314,162,1476,944,100,1047,263,60,323,175,46,219,4908,3004,7907
126021501,..,703,703,977,62,1043,709,36,740,951,8,966,356,8,362,159,4,166,3160,821,3976
126021503,..,1810,1810,2195,311,2507,1340,77,1416,1051,25,1076,371,10,377,204,6,206,5154,2235,7395
126021590,..,186,186,337,20,356,240,0,247,323,7,328,157,0,157,49,0,49,1104,212,1317
126021591,..,2317,2317,2806,345,3145,1711,117,1824,1675,32,1710,620,10,628,267,10,275,7079,2833,9906
127011504,..,1240,1240,1031,90,1120,798,15,810,790,4,796,553,0,551,581,0,581,3747,1346,5099
127011505,..,400,400,611,40,652,362,3,364,398,3,398,327,0,327,285,0,286,1986,447,2438
127011506,..,640,640,1483,62,1553,985,10,996,1115,6,1122,589,4,596,370,0,375,4549,728,5273
127011592,..,0,0,11,0,10,3,0,3,0,0,0,0,0,0,0,0,0,16,3,20
127011593,..,130,130,312,12,325,315,0,314,510,0,508,340,0,340,193,0,193,1661,144,1810
127011594,..,326,326,593,28,622,657,5,659,779,0,784,503,0,503,441,3,446,2969,368,3338
127011595,..,267,267,575,15,585,603,8,611,898,0,898,522,0,522,383,0,381,2973,290,3265
127011596,..,250,250,513,20,538,615,5,618,928,0,928,475,0,473,300,0,300,2822,283,3108
127011597,..,291,291,655,26,681,775,3,778,1149,0,1147,627,0,627,438,0,438,3641,316,3955
127021509,..,490,490,860,41,901,831,7,842,1038,0,1038,581,0,581,514,0,514,3827,537,4367
127021510,..,581,581,1183,44,1225,1070,5,1073,1190,0,1188,756,0,756,513,0,516,4712,630,5346
127021511,..,1319,1319,1571,217,1792,1399,59,1462,1298,21,1324,731,17,745,668,10,685,5672,1647,7318
127021512,..,843,843,1009,71,1081,836,8,849,871,0,869,550,3,554,641,3,643,3907,929,4840
127021513,..,925,925,1148,116,1263,1104,36,1137,1191,16,1206,690,3,698,670,3,675,4801,1096,5903
127021514,..,268,268,570,12,580,485,0,488,669,0,673,397,0,398,290,0,290,2417,282,2696
127021515,..,1130,1130,1318,128,1442,1009,31,1044,973,19,991,503,3,510,459,4,462,4257,1320,5577
127021516,..,781,781,1180,69,1247,894,11,910,1023,4,1026,717,3,722,690,0,691,4501,875,5371
127021517,..,245,245,540,20,561,427,4,431,499,0,499,285,0,285,296,0,296,2053,268,2319
127021518,..,149,149,275,14,293,180,5,181,230,0,230,178,0,178,138,0,136,1002,162,1162
127021519,..,1048,1048,1304,82,1389,942,18,963,927,3,928,638,0,638,529,0,528,4343,1152,5489
127021520,..,300,300,714,38,752,622,4,622,637,3,638,377,0,377,331,0,332,2677,342,3014
127021521,..,5,5,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,5,6
127031522,..,724,724,1006,62,1068,851,13,865,963,3,968,537,3,544,414,0,414,3774,798,4575
127031523,..,844,844,1564,69,1637,1093,14,1106,1277,6,1281,617,0,620,351,0,350,4896,933,5831
127031524,..,732,732,1402,66,1467,1241,12,1258,1684,4,1686,678,0,680,274,0,274,5287,817,6100
127031598,..,1966,1966,2038,223,2264,1592,35,1627,1391,18,1408,663,5,664,490,0,493,6171,2250,8419
127031599,..,872,872,767,60,827,533,8,540,556,0,558,379,0,377,385,0,385,2622,939,3563
127031600,..,361,361,735,25,755,878,6,888,1320,3,1323,759,0,759,506,0,506,4199,391,4586
127031601,..,704,704,540,81,618,363,9,369,243,5,249,94,0,97,69,0,70,1303,798,2104
128011529,..,1100,1100,1772,107,1874,977,14,992,1291,8,1297,579,0,581,156,0,156,4777,1228,6003
128011530,..,1695,1695,1898,153,2051,1085,27,1112,1123,8,1131,421,0,426,191,0,194,4726,1888,6615
128011531,..,1212,1212,1736,79,1817,896,13,911,1005,10,1017,440,0,440,175,0,175,4263,1309,5570
128011602,..,1565,1565,1325,140,1468,716,17,734,661,3,661,226,0,227,83,0,88,3014,1737,4747
128011603,..,690,690,1166,38,1204,639,4,638,900,3,901,433,0,430,154,0,154,3279,743,4024
128011604,..,2947,2947,3274,381,3655,1220,62,1279,1024,6,1032,423,0,423,187,0,182,6130,3402,9527
128011605,..,100,100,287,7,293,147,0,147,235,0,235,154,0,154,38,0,38,861,109,967
128011606,..,488,488,726,32,758,390,7,393,561,0,557,286,0,286,91,0,91,2050,530,2583
128021533,..,440,440,633,19,660,363,4,373,439,0,442,216,0,216,74,0,74,1738,468,2203
128021534,..,253,253,885,26,909,628,3,631,829,0,825,368,0,368,162,0,162,2877,280,3158
128021535,..,774,774,1750,48,1798,1283,13,1297,1706,4,1711,743,3,752,260,0,260,5742,841,6586
128021536,..,1111,1111,1894,89,1981,1204,12,1220,1700,4,1698,726,0,726,217,0,217,5739,1216,6957
128021537,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7
128021538,..,2343,2343,2476,238,2716,1310,28,1337,1171,8,1176,428,0,430,135,3,137,5519,2618,8135
128021607,..,907,907,1654,64,1717,985,3,989,1260,0,1260,581,0,581,197,0,197,4674,976,5645
128021608,..,312,312,688,19,710,418,3,420,573,3,578,252,0,252,87,0,87,2018,344,2365
128021609,..,72,72,266,3,267,233,0,233,316,0,316,142,0,142,51,0,51,1010,73,1087
197979799,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199999499,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
