SA2_MAINCODE_2016,NegNil_inc_Emp_WFT,NegNil_inc_Emp_WPT,NegNil_inc_Emp_AW,NegNil_inc_E_T,NegNil_inc_UnE_lfw_FTW,NegNil_inc_UnE_lfw_PTW,NegNil_inc_UnE_lfw_Tot,NegNil_inc_T_LF,NegNil_inc_Notin_LF,NegNil_inc_LF_sta_NS,NegNil_inc_Tot,I_1_149_Emp_WFT,I_1_149_Emp_WPT,I_1_149_Emp_AW,I_1_149_E_T,I_1_149_UnE_lfw_FTW,I_1_149_UnE_lfw_PTW,I_1_149_UnE_lfw_Tot,I_1_149_T_LF,I_1_149_Notin_LF,I_1_149_LF_sta_NS,I_1_149_Tot,I_150_299_Emp_WFT,I_150_299_Emp_WPT,I_150_299_Emp_AW,I_150_299_E_T,I_150_299_UnE_lfw_FTW,I_150_299_UnE_lfw_PTW,I_150_299_UnE_lfw_Tot,I_150_299_T_LF,I_150_299_Notin_LF,I_150_299_LF_sta_NS,I_150_299_Tot,I_300_399_Emp_WFT,I_300_399_Emp_WPT,I_300_399_Emp_AW,I_300_399_E_T,I_300_399_UnE_lfw_FTW,I_300_399_UnE_lfw_PTW,I_300_399_UnE_lfw_Tot,I_300_399_T_LF,I_300_399_Notin_LF,I_300_399_LF_sta_NS,I_300_399_Tot,I_400_499_Emp_WFT,I_400_499_Emp_WPT,I_400_499_Emp_AW,I_400_499_E_T,I_400_499_UnE_lfw_FTW,I_400_499_UnE_lfw_PTW,I_400_499_UnE_lfw_Tot,I_400_499_T_LF,I_400_499_Notin_LF,I_400_499_LF_sta_NS,I_400_499_Tot,I_500_649_Emp_WFT,I_500_649_Emp_WPT,I_500_649_Emp_AW,I_500_649_E_T,I_500_649_UnE_lfw_FTW,I_500_649_UnE_lfw_PTW,I_500_649_UnE_lfw_Tot,I_500_649_T_LF,I_500_649_Notin_LF,I_500_649_LF_sta_NS,I_500_649_Tot,I_650_799_Emp_WFT,I_650_799_Emp_WPT,I_650_799_Emp_AW,I_650_799_E_T,I_650_799_UnE_lfw_FTW,I_650_799_UnE_lfw_PTW,I_650_799_UnE_lfw_Tot,I_650_799_T_LF,I_650_799_Notin_LF,I_650_799_LF_sta_NS,I_650_799_Tot,I_800_999_Emp_WFT,I_800_999_Emp_WPT,I_800_999_Emp_AW,I_800_999_E_T,I_800_999_UnE_lfw_FTW,I_800_999_UnE_lfw_PTW,I_800_999_UnE_lfw_Tot,I_800_999_T_LF,I_800_999_Notin_LF,I_800_999_LF_sta_NS,I_800_999_Tot,I_1000_1249_Emp_WFT,I_1000_1249_Emp_WPT,I_1000_1249_Emp_AW,I_1000_1249_E_T,I_1000_1249_UnE_lfw_FTW,I_1000_1249_UnE_lfw_PTW,I_1000_1249_UnE_lfw_Tot,I_1000_1249_T_LF,I_1000_1249_Notin_LF,I_1000_1249_LF_sta_NS,I_1000_1249_Tot,I_1250_1499_Emp_WFT,I_1250_1499_Emp_WPT,I_1250_1499_Emp_AW,I_1250_1499_E_T,I_1250_1499_UnE_lfw_FTW,I_1250_1499_UnE_lfw_PTW,I_1250_1499_UnE_lfw_Tot,I_1250_1499_T_LF,I_1250_1499_Notin_LF,I_1250_1499_LF_sta_NS,I_1250_1499_Tot,I_1500_1749_Emp_WFT,I_1500_1749_Emp_WPT,I_1500_1749_Emp_AW,I_1500_1749_E_T,I_1500_1749_UnE_lfw_FTW,I_1500_1749_UnE_lfw_PTW,I_1500_1749_UnE_lfw_Tot,I_1500_1749_T_LF,I_1500_1749_Notin_LF,I_1500_1749_LF_sta_NS,I_1500_1749_Tot,I_1750_1999_Emp_WFT,I_1750_1999_Emp_WPT,I_1750_1999_Emp_AW,I_1750_1999_E_T,I_1750_1999_UnE_lfw_FTW,I_1750_1999_UnE_lfw_PTW,I_1750_1999_UnE_lfw_Tot,I_1750_1999_T_LF,I_1750_1999_Notin_LF,I_1750_1999_LF_sta_NS,I_1750_1999_Tot,I_2000_2499_Emp_WFT,I_2000_2499_Emp_WPT,I_2000_2499_Emp_AW,I_2000_2499_E_T,I_2000_2499_UnE_lfw_FTW,I_2000_2499_UnE_lfw_PTW,I_2000_2499_UnE_lfw_Tot,I_2000_2499_T_LF,I_2000_2499_Notin_LF,I_2000_2499_LF_sta_NS,I_2000_2499_Tot,I_2500_2999_Emp_WFT,I_2500_2999_Emp_WPT,I_2500_2999_Emp_AW,I_2500_2999_E_T,I_2500_2999_UnE_lfw_FTW,I_2500_2999_UnE_lfw_PTW,I_2500_2999_UnE_lfw_Tot,I_2500_2999_T_LF,I_2500_2999_Notin_LF,I_2500_2999_LF_sta_NS,I_2500_2999_Tot,I_3000_3499_Emp_WFT,I_3000_3499_Emp_WPT,I_3000_3499_Emp_AW,I_3000_3499_E_T,I_3000_3499_UnE_lfw_FTW,I_3000_3499_UnE_lfw_PTW,I_3000_3499_UnE_lfw_Tot,I_3000_3499_T_LF,I_3000_3499_Notin_LF,I_3000_3499_LF_sta_NS,I_3000_3499_Tot,I_3500_3999_Emp_WFT,I_3500_3999_Emp_WPT,I_3500_3999_Emp_AW,I_3500_3999_E_T,I_3500_3999_UnE_lfw_FTW,I_3500_3999_UnE_lfw_PTW,I_3500_3999_UnE_lfw_Tot,I_3500_3999_T_LF,I_3500_3999_Notin_LF,I_3500_3999_LF_sta_NS,I_3500_3999_Tot,I_4000more_Emp_WFT,I_4000more_Emp_WPT,I_4000more_Emp_AW,I_4000more_E_T,I_4000more_UnE_lfw_FTW,I_4000more_UnE_lfw_PTW,I_4000more_UnE_lfw_Tot,I_4000more_T_LF,I_4000more_Notin_LF,I_4000more_LF_sta_NS,I_4000more_Tot,Part_inc_sta_Emp_WFT,Part_inc_sta_Emp_WPT,Part_inc_sta_Emp_AW,Part_inc_sta_E_T,Part_inc_sta_UnE_lfw_FTW,Part_inc_sta_UnE_lfw_PTW,Part_inc_sta_UnE_lfw_Tot,Part_inc_sta_T_LF,Part_inc_sta_Notin_LF,Part_inc_sta_LF_sta_NS,Part_inc_sta_Tot,All_inc_NS_Emp_WFT,All_inc_NS_Emp_WPT
115011290,0,0,0,0,3,0,3,6,16,0,22,0,4,0,4,0,0,0,5,4,0,10,0,3,0,3,3,0,3,7,6,0,13,0,0,0,4,0,3,5,6,7,0,18,0,4,0,4,0,0,3,10,23,0,29,7,9,0,20,3,3,6,23,16,0,37,9,22,0,31,0,0,0,33,19,0,52,16,12,0,29,0,0,3,29,18,0,53,31,21,3,51,0,0,0,57,34,0,87,33,14,3,51,0,0,0,51,19,0,74,30,15,0,47,0,0,0,45,18,0,67,28,9,3,37,0,0,0,40,13,0,56,53,10,3,69,4,0,3,71,25,0,97,28,7,0,35,0,0,0,34,15,0,44,20,6,0,27,0,0,0,27,5,0,34,20,3,0,20,0,0,0,20,10,0,31,13,0,0,13,0,0,0,13,5,0,19,29,9,3,44,0,0,0,45,24,0,71,4,0
115011291,0,3,0,3,0,3,4,3,10,0,15,0,4,0,4,0,0,0,4,3,0,3,0,3,0,3,3,0,3,6,7,0,10,0,0,0,0,0,0,0,0,0,0,4,0,4,0,5,0,0,0,10,6,0,15,0,15,0,12,0,0,4,18,5,0,21,7,7,0,18,0,0,0,21,5,0,26,10,9,0,21,0,0,0,22,13,0,33,17,13,0,29,0,0,0,31,9,0,40,18,10,0,27,0,0,0,22,9,0,32,11,9,0,23,0,0,0,23,6,0,27,17,4,3,24,0,0,0,24,10,0,30,26,13,0,39,0,0,0,39,5,0,46,12,0,0,17,0,0,0,17,6,0,25,8,5,0,10,0,0,0,10,6,0,18,7,0,0,8,0,0,0,8,3,0,14,18,0,0,24,0,0,0,26,0,0,25,24,8,0,33,3,0,5,35,16,0,54,3,0
115011294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,4,3,0,4,0,3,0,3,0,0,0,3,0,0,8,0,3,0,3,0,0,0,3,0,0,6,4,7,0,10,0,0,0,10,3,0,22,5,7,0,9,0,0,0,9,0,0,9,9,0,0,9,0,0,0,9,0,0,7,7,3,0,8,0,0,0,8,8,0,19,13,6,0,20,0,0,0,20,4,0,25,3,0,0,3,0,0,0,3,0,0,4,3,0,0,6,0,0,0,6,0,0,6,3,0,0,4,0,0,0,4,0,0,4,11,0,0,11,0,0,0,9,0,0,13,8,0,0,6,0,0,0,6,4,0,12,0,0
115011296,0,0,0,0,0,0,0,0,7,0,11,0,0,0,0,0,0,0,0,3,0,4,0,0,0,3,0,0,0,3,4,0,4,3,0,0,3,0,0,0,3,8,0,5,0,0,0,0,0,0,0,0,7,0,5,0,0,0,3,0,0,0,3,7,0,14,0,4,0,9,0,0,0,12,6,0,16,3,3,0,8,0,0,0,7,5,0,18,5,3,0,13,0,0,0,13,9,0,20,4,3,0,12,0,0,0,12,9,0,15,6,7,0,13,0,0,0,13,4,0,23,8,4,0,10,0,0,0,9,6,0,18,11,8,0,15,0,0,0,14,6,0,28,7,8,0,11,0,0,0,11,8,0,23,8,0,0,5,0,0,0,5,5,0,15,10,0,0,9,0,0,0,9,8,0,18,8,0,0,11,0,0,0,15,5,0,14,10,3,0,17,0,0,0,20,3,0,24,0,0
115011553,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,3,4,4,0,10,0,0,0,0,0,0,3,5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,4,0,5,0,0,0,6,7,0,13,3,10,0,7,0,0,0,7,7,0,11,4,12,0,15,0,0,0,15,5,0,19,12,4,0,23,0,0,0,23,4,0,29,5,4,0,17,0,0,0,17,11,0,25,5,6,0,13,0,0,0,13,7,0,21,4,3,0,10,0,0,0,8,6,0,13,17,3,0,24,0,0,0,24,7,0,28,12,3,0,16,0,0,0,16,3,0,14,4,3,0,8,0,0,0,8,0,0,8,8,0,0,6,0,0,0,6,0,0,9,15,0,0,12,0,0,0,12,0,0,12,14,9,0,21,0,0,0,21,7,0,31,0,0
115011554,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,3,0,3,0,3,0,0,0,5,5,0,11,4,0,0,7,0,0,0,7,4,0,12,0,3,0,0,0,0,0,0,0,0,4,6,0,0,8,0,0,0,8,9,0,16,9,0,0,9,0,0,0,9,3,0,7,11,3,0,9,0,0,0,9,3,0,13,3,3,0,6,0,0,0,6,3,0,7,3,0,0,3,0,0,0,3,0,0,4,3,0,0,3,0,0,0,3,0,0,0,7,0,0,6,0,0,0,6,0,0,6,4,0,0,4,0,0,0,4,3,0,12,0,0
115011555,0,0,0,0,0,0,0,3,5,0,9,0,0,0,0,0,3,3,3,3,0,5,0,0,0,0,0,0,0,0,4,0,6,3,0,0,4,0,0,0,4,0,0,7,0,0,4,3,0,0,3,3,6,0,12,0,8,0,9,0,0,0,9,7,0,13,4,9,0,10,0,0,0,10,5,0,17,12,4,0,22,0,0,0,22,16,0,33,8,3,0,13,0,0,0,14,13,0,22,15,3,0,19,0,0,0,17,16,0,33,12,5,0,19,0,0,0,17,11,0,23,13,0,0,13,0,0,0,16,5,0,21,20,4,0,20,0,0,0,20,5,0,30,14,5,0,18,0,0,0,18,3,0,25,5,0,0,5,0,0,0,5,3,0,11,16,0,0,15,0,0,0,15,0,0,14,8,0,0,8,0,0,0,8,3,0,16,17,10,0,21,0,0,0,21,6,0,31,0,0
115011556,0,0,0,0,0,0,3,3,13,0,15,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,5,4,0,10,0,0,0,0,0,0,0,0,3,0,3,0,6,0,6,0,0,0,6,8,0,12,4,4,0,4,0,0,0,8,7,0,13,0,3,0,0,0,0,0,0,12,0,14,14,4,0,15,0,0,0,16,3,0,23,17,13,0,25,0,0,0,25,10,0,36,13,0,0,17,0,0,0,12,7,0,26,12,3,0,13,0,0,0,13,4,0,23,13,6,0,13,0,0,0,13,8,0,23,22,7,0,30,0,0,0,30,11,0,39,11,3,0,14,0,0,0,14,3,0,20,6,0,0,6,0,0,0,6,4,0,13,3,0,0,3,0,0,0,3,0,0,3,9,0,0,9,0,0,0,9,3,0,13,9,4,3,17,0,0,3,19,8,0,28,0,0
115011557,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,4,4,0,6,3,10,0,8,0,0,0,8,0,0,15,5,3,0,3,0,0,0,7,0,0,11,3,0,0,6,0,0,0,6,3,0,6,5,0,0,12,0,0,0,12,4,0,15,7,4,0,10,0,0,0,10,3,0,8,12,3,0,17,0,0,0,17,4,0,19,3,3,0,3,0,0,0,4,3,0,7,5,0,0,3,0,0,0,3,0,0,7,3,0,0,3,0,0,0,3,3,0,3,9,0,0,9,0,0,0,9,4,0,13,11,6,0,15,0,0,0,16,6,0,23,0,0
115011558,0,0,0,0,0,3,4,4,18,0,18,0,0,0,0,0,0,0,0,3,0,3,0,4,0,9,0,0,0,8,6,0,12,0,5,0,5,0,0,0,4,3,0,4,0,3,0,3,0,0,0,7,13,0,15,0,10,0,12,0,0,0,12,9,0,17,0,4,0,5,0,0,0,13,14,0,24,10,8,0,14,0,0,0,21,8,0,29,19,6,0,27,0,0,0,31,16,0,43,18,12,0,29,0,0,0,32,10,0,40,10,7,0,21,0,0,0,25,10,0,35,17,7,0,29,3,3,3,31,7,0,42,40,5,6,53,0,0,0,50,9,0,61,29,9,0,32,0,0,0,32,18,0,49,22,0,0,18,0,0,0,24,5,0,30,19,0,0,19,0,0,0,19,0,0,20,29,3,0,26,0,0,0,26,5,0,36,36,11,0,46,0,0,0,53,15,0,59,0,0
115011559,0,3,0,0,0,0,0,7,12,0,15,0,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,0,0,5,0,3,0,5,0,4,0,3,4,9,3,0,16,0,3,0,3,0,3,4,5,12,0,17,0,9,0,11,0,0,0,13,9,0,29,7,24,0,29,0,0,0,32,15,0,50,14,18,0,33,0,3,5,34,17,0,48,17,16,3,37,0,0,0,37,10,0,47,21,16,0,39,0,0,0,39,12,0,47,25,12,0,36,3,0,3,40,7,0,48,21,9,0,30,0,0,0,30,4,0,39,59,15,0,73,0,0,0,79,11,0,82,20,3,0,24,0,0,0,23,10,0,31,9,3,0,12,0,0,0,12,0,0,19,17,0,0,18,0,0,0,18,4,0,19,20,3,0,27,0,0,0,27,3,0,24,25,14,0,36,0,0,0,36,16,3,49,0,0
115021297,0,0,0,3,0,0,0,3,11,0,15,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,8,0,12,0,6,0,6,0,0,3,10,4,0,12,3,5,0,12,0,3,4,17,11,0,26,5,14,0,19,0,0,0,20,8,0,26,6,11,0,18,0,0,0,18,17,0,37,7,12,0,25,0,5,5,24,19,0,46,22,17,0,37,3,0,3,39,24,0,60,19,14,3,33,0,0,0,33,12,0,42,14,12,0,30,0,0,0,29,7,0,37,20,6,0,24,0,0,0,24,6,0,33,36,5,0,44,0,0,0,44,25,0,73,13,10,0,23,0,0,0,23,3,0,33,7,3,0,14,0,0,0,14,0,0,13,14,0,0,14,0,0,0,14,0,0,12,22,6,3,28,0,0,0,28,6,0,35,22,22,0,49,0,0,0,48,15,0,66,3,0
115021298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,3,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,3,0,9,3,6,0,9,0,0,3,11,0,0,8,0,3,0,10,0,0,0,10,5,0,12,0,3,0,3,0,0,0,3,8,0,12,4,6,0,14,0,0,0,16,0,0,17,6,4,0,6,0,0,0,6,7,0,12,3,3,0,11,0,0,0,11,4,0,14,0,0,0,0,0,0,0,0,4,0,4,9,3,0,14,0,0,0,14,3,0,20,3,3,0,6,0,0,0,6,4,0,7,7,0,0,7,0,0,0,7,3,0,10,0,0,0,3,0,0,0,3,0,0,7,3,0,0,3,0,0,0,3,3,0,6,3,4,0,7,0,0,0,7,8,0,13,0,0
115031299,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,3,0,0,0,3,0,0,4,3,0,0,4,0,0,0,4,5,0,6,3,0,0,4,0,0,0,3,5,0,7,0,0,0,5,0,0,0,5,0,0,7,3,0,0,5,0,0,0,5,0,0,5,3,0,0,3,0,0,0,3,0,0,5,3,0,0,6,0,0,0,6,0,0,8,0,0,0,4,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,3,4,4,0,8,0,0
115031300,0,0,0,0,0,3,4,4,14,0,16,0,0,0,3,0,0,0,3,6,0,12,0,3,0,3,5,0,3,10,9,0,20,0,3,0,3,0,0,3,4,10,0,9,0,13,0,11,0,3,3,11,14,0,29,5,10,0,15,0,0,0,16,20,0,41,11,18,3,33,3,0,4,35,24,0,56,12,25,0,35,0,0,0,40,21,0,58,22,26,0,48,0,0,0,47,27,0,79,36,18,0,54,0,0,0,55,31,0,82,26,5,0,32,0,0,0,32,15,0,44,30,9,0,34,0,0,0,34,7,0,41,41,9,0,55,0,0,0,56,12,0,65,15,3,0,18,0,0,0,18,4,0,19,13,3,0,16,0,0,0,16,0,0,16,13,0,0,15,0,0,0,15,0,0,17,7,3,0,5,0,0,0,5,3,0,11,27,13,0,33,0,0,3,37,21,3,65,3,0
115041301,0,0,0,3,0,0,0,3,5,0,8,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,12,0,10,0,3,0,4,0,4,4,5,4,0,8,0,7,0,7,0,0,0,9,12,0,13,0,11,0,13,0,0,0,13,3,0,23,3,3,0,7,0,0,0,11,17,0,27,12,3,0,19,0,0,0,20,13,0,31,13,8,0,14,0,0,0,18,11,0,28,16,5,0,22,0,0,0,28,3,0,32,19,4,0,28,0,0,0,28,0,0,26,8,0,3,11,0,0,0,11,4,0,13,20,4,0,23,0,0,0,23,5,0,32,9,5,0,19,0,0,0,19,0,0,19,10,3,0,9,0,0,0,9,0,0,9,5,0,0,9,0,0,0,9,0,0,10,4,0,0,6,0,0,0,6,0,0,8,7,9,0,12,0,0,0,12,10,0,20,0,4
115041302,0,0,0,5,0,0,0,5,13,0,18,0,3,0,3,0,0,0,6,0,0,6,0,3,0,3,0,3,3,4,8,0,14,0,0,0,3,0,0,0,3,3,0,9,0,11,0,7,0,0,0,15,7,0,22,3,8,0,18,0,0,7,17,17,0,38,4,8,0,15,0,0,0,15,10,0,28,9,20,0,32,0,0,0,33,14,0,45,22,24,0,42,0,0,0,42,17,0,58,19,13,0,38,0,0,0,38,13,0,53,30,8,0,37,0,0,0,37,14,0,46,31,9,0,38,0,0,0,34,4,0,41,52,12,0,65,0,3,3,70,16,0,81,16,6,0,22,0,0,0,22,6,0,32,3,4,0,6,0,0,0,6,0,0,10,10,0,0,13,0,0,0,15,3,0,16,8,3,0,13,0,0,0,13,6,0,17,20,12,0,35,4,0,4,37,15,3,58,0,0
116011303,0,0,0,0,0,0,0,3,10,0,15,0,0,0,3,0,0,0,6,6,0,10,0,4,0,4,3,3,7,9,10,0,26,0,8,3,8,0,0,0,9,12,0,30,0,7,0,9,3,0,7,15,27,0,34,3,18,0,21,0,6,6,25,28,0,51,7,15,0,27,4,3,3,35,25,0,61,23,6,0,33,0,3,7,37,26,0,61,36,10,3,47,4,0,4,50,26,3,82,24,9,3,39,0,0,0,42,26,0,64,17,8,0,27,0,0,0,27,9,0,41,24,6,4,30,0,0,4,32,22,0,51,21,7,0,28,0,0,0,29,19,0,50,10,3,0,14,0,0,0,14,14,0,26,4,3,0,9,0,0,0,9,0,0,9,3,0,0,6,0,0,0,6,0,0,5,5,3,0,6,0,0,0,6,0,0,6,21,5,3,29,0,0,0,29,26,5,56,0,0
116011304,0,0,0,0,6,0,6,7,12,0,19,0,0,0,0,0,3,3,4,11,0,12,0,4,0,3,0,5,9,10,17,0,27,0,3,0,3,3,3,3,6,20,0,34,0,12,0,9,3,4,11,18,42,0,66,5,20,0,30,0,6,7,40,54,0,86,10,18,0,27,10,4,16,40,43,0,89,21,11,0,39,0,3,6,39,49,0,94,35,23,4,70,5,3,6,74,57,0,128,25,15,0,41,0,0,0,41,34,0,71,34,0,0,35,0,0,0,35,20,0,52,15,10,0,27,3,0,3,27,22,0,48,41,6,3,54,0,5,5,57,16,0,73,29,9,0,32,0,0,0,36,12,0,48,9,0,0,9,0,0,0,13,3,0,17,8,0,0,8,0,0,0,9,3,0,10,5,0,0,5,0,0,0,5,3,0,11,23,8,3,36,0,0,0,37,37,0,75,6,0
116011306,0,0,0,0,0,0,0,0,20,0,20,0,0,0,0,0,0,0,3,5,0,10,0,5,0,3,3,0,3,5,22,0,31,0,9,0,9,0,4,4,9,33,0,49,0,10,0,9,5,5,11,20,52,0,66,3,18,0,25,5,4,9,37,72,0,110,16,16,0,33,3,0,7,40,75,0,119,30,20,6,58,6,3,5,62,59,0,126,25,19,3,47,0,3,0,53,58,0,111,39,15,4,51,4,0,4,57,34,0,90,30,10,3,38,0,0,0,38,16,0,59,30,7,0,36,0,0,0,43,17,0,62,58,6,3,69,0,0,0,67,23,0,97,26,6,0,35,0,0,0,32,14,0,49,7,0,0,10,0,0,0,10,3,0,13,9,0,0,5,0,0,0,5,9,0,15,7,3,0,10,0,0,0,10,3,0,13,17,12,4,36,3,3,8,42,41,3,85,0,0
116011307,0,0,0,0,0,0,0,0,20,0,24,0,4,0,4,0,0,0,9,6,0,9,0,3,0,4,4,0,4,6,19,0,26,3,3,3,3,0,0,3,11,18,0,28,0,13,0,13,8,4,7,24,43,0,64,8,17,3,26,3,5,9,32,47,0,78,13,15,3,32,6,5,9,42,66,0,108,33,22,4,57,0,0,3,62,47,0,110,53,25,4,80,0,4,4,81,60,0,146,40,24,0,64,0,3,3,64,26,0,88,24,11,0,40,0,4,4,45,34,0,77,24,9,4,40,0,0,3,38,22,0,63,54,12,0,69,0,3,3,69,25,0,97,20,6,0,30,0,0,0,27,11,0,42,15,3,0,15,0,0,0,16,7,0,21,15,0,0,14,0,0,0,13,3,0,16,14,0,0,10,0,0,0,10,0,0,10,40,16,6,60,3,0,3,66,48,3,112,3,0
116011308,0,0,0,0,3,3,7,9,17,0,25,0,0,0,0,0,0,0,0,10,0,11,0,10,0,10,3,6,4,10,19,0,33,3,5,0,6,0,0,3,11,21,0,28,3,14,3,18,7,0,7,21,41,0,60,4,18,0,27,4,4,9,36,43,0,84,18,20,0,38,3,7,10,44,45,0,84,23,27,3,49,6,0,4,55,29,0,87,28,16,0,48,0,0,0,48,47,0,104,39,20,3,56,3,0,6,61,22,0,80,43,10,3,59,0,0,3,58,21,0,81,32,3,3,35,0,0,0,39,16,0,55,49,7,3,61,0,0,0,64,22,0,82,18,9,0,24,0,0,0,26,13,0,35,11,0,0,9,0,0,0,9,3,0,12,3,0,3,10,0,0,0,10,7,0,12,7,0,0,11,0,0,0,14,7,0,21,25,16,3,39,0,0,0,43,37,0,76,6,0
116011560,0,0,0,0,3,0,3,5,8,0,14,0,0,0,0,0,0,0,3,3,0,4,0,0,0,0,0,0,0,0,10,0,14,0,0,3,3,0,0,0,6,19,0,25,3,9,0,11,0,3,3,13,18,0,31,6,11,0,17,0,5,4,20,33,0,55,9,11,0,26,4,0,3,30,30,0,60,16,20,3,39,0,0,3,41,24,0,66,30,11,0,42,0,0,0,43,28,0,67,29,9,0,42,4,0,3,42,22,0,70,20,7,0,20,0,0,0,23,18,0,41,25,6,0,27,0,0,3,34,16,0,44,31,3,0,28,0,0,0,28,11,0,45,18,4,0,22,0,0,0,22,8,0,32,13,3,0,14,0,0,0,14,4,0,16,3,0,0,7,0,0,0,7,0,0,7,3,0,0,3,0,0,0,3,0,0,7,12,8,3,22,0,0,3,21,17,0,44,0,0
116011561,0,0,0,3,0,0,0,3,15,0,19,0,0,0,0,0,3,3,3,4,0,8,0,7,0,3,0,3,3,7,10,0,23,0,3,0,3,0,0,0,5,9,0,16,0,10,0,8,0,0,4,13,23,0,41,4,11,4,20,4,0,3,23,33,0,57,13,18,3,38,0,0,0,35,29,0,70,14,17,0,28,0,0,3,33,30,0,68,22,18,4,39,0,3,3,43,27,0,74,27,9,0,41,0,0,0,41,27,0,65,28,7,0,39,0,0,0,38,27,0,64,20,3,0,21,0,0,0,21,15,0,31,27,5,3,39,0,0,0,36,20,0,56,18,6,0,22,0,0,0,25,15,0,35,14,0,0,11,0,0,0,13,4,0,16,3,0,0,3,0,0,0,5,0,0,4,7,0,0,7,0,0,0,7,5,0,8,19,5,3,26,0,0,0,26,14,0,48,3,0
116021309,0,0,0,0,0,0,0,0,6,0,8,0,0,0,0,0,0,0,3,0,0,3,0,3,0,3,0,0,0,5,3,0,8,0,0,0,0,4,0,5,5,0,0,5,0,6,0,9,0,4,3,13,9,0,20,4,10,0,12,0,0,0,16,5,0,23,8,11,0,14,0,0,0,14,7,0,24,14,11,0,19,0,0,0,19,7,0,32,24,20,4,44,0,0,3,47,19,0,62,18,3,0,25,0,0,0,25,7,0,25,26,10,0,35,0,0,0,33,6,0,42,25,3,0,27,0,0,0,27,3,0,34,31,9,5,41,0,0,0,40,9,0,48,15,8,3,24,0,0,0,27,4,0,33,10,0,0,10,0,0,0,10,0,0,8,12,0,0,12,0,0,0,12,3,0,16,10,0,0,10,0,0,0,10,3,0,10,16,5,5,24,3,0,3,25,6,0,35,0,3
116021310,0,0,0,0,3,4,10,10,8,0,14,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,3,9,0,17,0,5,0,5,0,0,0,9,8,0,14,0,7,0,7,0,4,4,10,13,0,19,3,10,0,19,0,0,3,23,22,0,39,19,16,0,36,0,0,0,35,20,0,52,14,14,0,33,0,3,3,30,33,0,59,43,18,3,64,4,0,4,66,22,0,89,48,9,0,60,4,0,4,65,22,0,84,44,11,0,53,0,0,0,57,14,0,67,30,3,0,33,0,0,0,33,18,0,49,75,7,0,80,3,0,3,86,14,0,98,31,8,0,35,0,0,0,35,4,0,42,10,0,0,15,0,0,0,15,0,0,18,26,0,0,24,0,0,0,24,0,0,27,11,0,0,11,0,0,0,11,8,0,21,30,11,3,42,3,0,3,45,9,0,58,3,0
116021312,0,0,3,3,0,0,4,5,13,0,22,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,3,8,0,10,0,5,0,12,5,0,5,10,15,0,21,3,7,0,11,0,3,3,15,23,0,44,6,15,0,25,7,6,8,34,24,0,62,4,20,0,26,0,3,0,27,41,0,63,19,19,3,41,0,0,3,38,26,0,65,28,11,0,41,0,0,0,44,26,0,64,39,15,0,53,0,0,3,52,26,0,78,31,4,5,42,0,0,0,42,17,0,55,18,3,0,26,0,0,0,26,13,0,39,33,12,0,42,0,0,0,42,17,0,64,15,4,0,21,0,0,0,21,5,0,23,3,3,0,10,0,0,0,6,0,0,13,3,0,0,3,0,0,0,3,0,0,5,7,3,4,10,0,0,0,10,3,0,14,16,8,4,34,0,0,0,33,23,4,62,3,0
