SUA_CODE_2016,M_SE_Europe_nfd_0_4,M_SE_Europe_nfd_5_14,M_SE_Europe_nfd_15_24,M_SE_Europe_nfd_25_44,M_SE_Europe_nfd_45_54,M_SE_Europe_nfd_55_64,M_SE_Europe_nfd_65_74,M_SE_Europe_nfd_75_84,M_SE_Europe_nfd_85ov,M_SE_Europe_nfd_Tot,M_Sri_Lanka_0_4,M_Sri_Lanka_5_14,M_Sri_Lanka_15_24,M_Sri_Lanka_25_44,M_Sri_Lanka_45_54,M_Sri_Lanka_55_64,M_Sri_Lanka_65_74,M_Sri_Lanka_75_84,M_Sri_Lanka_85ov,M_Sri_Lanka_Tot,M_Taiwan_0_4,M_Taiwan_5_14,M_Taiwan_15_24,M_Taiwan_25_44,M_Taiwan_45_54,M_Taiwan_55_64,M_Taiwan_65_74,M_Taiwan_75_84,M_Taiwan_85ov,M_Taiwan_Tot,M_Thailand_0_4,M_Thailand_5_14,M_Thailand_15_24,M_Thailand_25_44,M_Thailand_45_54,M_Thailand_55_64,M_Thailand_65_74,M_Thailand_75_84,M_Thailand_85ov,M_Thailand_Tot,M_FYROM_0_4,M_FYROM_5_14,M_FYROM_15_24,M_FYROM_25_44,M_FYROM_45_54,M_FYROM_55_64,M_FYROM_65_74,M_FYROM_75_84,M_FYROM_85ov,M_FYROM_Tot,M_Turkey_0_4,M_Turkey_5_14,M_Turkey_15_24,M_Turkey_25_44,M_Turkey_45_54,M_Turkey_55_64,M_Turkey_65_74,M_Turkey_75_84,M_Turkey_85ov,M_Turkey_Tot,M_USA_0_4,M_USA_5_14,M_USA_15_24,M_USA_25_44,M_USA_45_54,M_USA_55_64,M_USA_65_74,M_USA_75_84,M_USA_85ov,M_USA_Tot,M_Vietnam_0_4,M_Vietnam_5_14,M_Vietnam_15_24,M_Vietnam_25_44,M_Vietnam_45_54,M_Vietnam_55_64,M_Vietnam_65_74,M_Vietnam_75_84,M_Vietnam_85ov,M_Vietnam_Tot,M_Wales_0_4,M_Wales_5_14,M_Wales_15_24,M_Wales_25_44,M_Wales_45_54,M_Wales_55_64,M_Wales_65_74,M_Wales_75_84,M_Wales_85ov,M_Wales_Tot,M_Zimbabwe_0_4,M_Zimbabwe_5_14,M_Zimbabwe_15_24,M_Zimbabwe_25_44,M_Zimbabwe_45_54,M_Zimbabwe_55_64,M_Zimbabwe_65_74,M_Zimbabwe_75_84,M_Zimbabwe_85ov,M_Zimbabwe_Tot,M_Elsewhere_0_4,M_Elsewhere_5_14,M_Elsewhere_15_24,M_Elsewhere_25_44,M_Elsewhere_45_54,M_Elsewhere_55_64,M_Elsewhere_65_74,M_Elsewhere_75_84,M_Elsewhere_85ov,M_Elsewhere_Tot,M_COB_NS_0_4,M_COB_NS_5_14,M_COB_NS_15_24,M_COB_NS_25_44,M_COB_NS_45_54,M_COB_NS_55_64,M_COB_NS_65_74,M_COB_NS_75_84,M_COB_NS_85ov,M_COB_NS_Tot,M_Tot_0_4,M_Tot_5_14,M_Tot_15_24,M_Tot_25_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Afghanistan_0_4,F_Afghanistan_5_14,F_Afghanistan_15_24,F_Afghanistan_25_44,F_Afghanistan_45_54,F_Afghanistan_55_64,F_Afghanistan_65_74,F_Afghanistan_75_84,F_Afghanistan_85ov,F_Afghanistan_Tot,F_Australia_0_4,F_Australia_5_14,F_Australia_15_24,F_Australia_25_44,F_Australia_45_54,F_Australia_55_64,F_Australia_65_74,F_Australia_75_84,F_Australia_85ov,F_Australia_Tot,F_Bangladesh_0_4,F_Bangladesh_5_14,F_Bangladesh_15_24,F_Bangladesh_25_44,F_Bangladesh_45_54,F_Bangladesh_55_64,F_Bangladesh_65_74,F_Bangladesh_75_84,F_Bangladesh_85ov,F_Bangladesh_Tot,F_Bosnia_Herzegov_0_4,F_Bosnia_Herzegov_5_14,F_Bosnia_Herzegov_15_24,F_Bosnia_Herzegov_25_44,F_Bosnia_Herzegov_45_54,F_Bosnia_Herzegov_55_64,F_Bosnia_Herzegov_65_74,F_Bosnia_Herzegov_75_84,F_Bosnia_Herzegov_85ov,F_Bosnia_Herzegov_Tot,F_Cambodia_0_4,F_Cambodia_5_14,F_Cambodia_15_24,F_Cambodia_25_44,F_Cambodia_45_54,F_Cambodia_55_64,F_Cambodia_65_74,F_Cambodia_75_84,F_Cambodia_85ov,F_Cambodia_Tot,F_Canada_0_4,F_Canada_5_14,F_Canada_15_24,F_Canada_25_44,F_Canada_45_54,F_Canada_55_64,F_Canada_65_74,F_Canada_75_84,F_Canada_85ov,F_Canada_Tot,F_Chile_0_4,F_Chile_5_14,F_Chile_15_24,F_Chile_25_44,F_Chile_45_54,F_Chile_55_64,F_Chile_65_74,F_Chile_75_84,F_Chile_85ov,F_Chile_Tot
1021,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,3,3,5,0,0,0,12,0,0,0,6,0,0,0,0,0,17,0,0,0,0,3,0,0,0,0,3,0,0,3,3,3,0,0,0,0,12,0,7,0,20,13,4,3,0,3,53,35,42,42,120,65,61,43,14,7,418,520,904,746,1792,871,684,434,185,46,6183,0,0,0,0,0,0,0,0,0,0,442,790,659,1329,645,507,369,204,78,5022,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
1022,0,0,0,0,0,0,4,0,0,6,0,0,0,4,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,3,6,3,6,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,10,3,3,6,3,7,3,12,3,0,50,0,0,0,3,3,0,0,0,0,11,0,0,3,3,8,9,11,0,0,30,0,0,0,0,0,0,3,0,0,9,3,6,3,26,21,26,23,20,6,139,28,73,73,151,137,141,207,157,88,1061,568,1567,1315,2281,1642,1827,2146,1243,374,12961,0,0,0,0,0,0,0,0,0,0,527,1240,1145,1965,1325,1555,1570,820,396,10547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,4,0,4,5,16,9,3,4,0,0,41,0,0,0,3,4,3,3,3,0,12
1023,0,0,0,8,26,39,35,34,12,151,3,23,18,89,40,30,15,9,0,215,0,5,11,52,3,0,0,0,0,72,16,33,47,70,13,8,0,0,0,181,0,0,3,23,74,133,130,89,22,471,0,0,0,19,15,10,3,0,0,43,18,68,67,185,97,67,50,21,3,572,8,18,42,101,48,28,4,0,3,253,0,8,11,44,65,37,40,32,10,257,0,15,37,87,19,19,5,0,0,186,43,179,274,856,331,311,323,185,86,2577,493,933,1203,3011,1766,1641,1456,840,369,11718,15217,29388,30503,58856,29230,27712,21499,10866,3944,227212,20,24,31,40,6,0,0,0,0,123,13380,25672,26100,50186,25215,24090,17955,10605,5642,198848,3,4,8,79,15,3,0,0,0,115,0,0,3,25,22,21,26,10,0,106,0,3,6,33,10,10,3,5,0,65,9,25,36,173,55,35,26,8,0,366,0,3,9,28,23,17,13,0,3,98
1024,0,0,0,0,0,0,3,3,0,9,0,0,0,10,0,0,0,0,0,13,0,0,3,3,0,0,0,0,0,3,0,0,3,13,0,0,0,0,0,23,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,9,9,12,4,9,5,0,3,56,0,0,4,15,3,4,0,0,0,31,0,0,0,0,8,7,9,3,0,27,0,0,3,5,0,0,0,0,0,13,3,7,3,34,28,41,39,36,6,205,65,155,197,372,178,191,178,103,59,1500,1159,2315,2353,4380,2114,2195,1913,1019,375,17823,0,0,0,0,0,0,0,0,0,0,1040,2049,1888,3349,1666,1846,1400,751,379,14357,0,0,0,7,0,0,0,0,0,13,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,11,4,3,3,3,0,31,0,0,0,0,0,3,3,0,0,13
1025,0,0,0,0,0,0,3,3,0,8,0,3,0,15,4,5,0,0,0,24,0,0,3,0,6,3,0,0,0,14,0,0,3,10,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,4,0,0,0,6,3,0,0,0,0,10,0,6,3,8,6,3,7,0,0,33,0,0,3,10,0,3,0,0,0,14,0,0,0,4,0,0,4,3,0,10,0,14,6,15,11,7,0,0,0,42,0,18,17,70,28,25,13,15,7,187,57,143,155,371,185,177,141,109,33,1361,1514,2797,2329,4913,2260,2127,1604,939,306,18777,0,0,0,0,0,0,0,0,0,0,1312,2305,2131,4246,2022,1821,1434,915,441,16631,0,0,3,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,15,8,0,0,0,0,27,0,0,0,0,0,0,0,0,0,3
1026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,4,0,0,16,17,37,69,107,76,70,63,49,25,508,386,778,707,1206,665,650,494,300,118,5298,0,0,0,0,0,0,0,0,0,0,336,692,646,1066,552,588,419,330,166,4810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
1027,0,0,0,3,0,0,4,0,0,15,0,0,0,4,4,0,4,0,0,16,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,9,0,16,4,27,6,9,13,11,0,88,0,0,0,12,0,3,0,0,0,19,0,0,0,7,6,3,6,3,4,30,0,0,0,9,3,8,6,3,0,24,5,17,11,63,28,37,45,42,19,255,47,91,112,275,188,203,277,188,78,1454,1143,2748,2201,4358,2633,2779,3023,1872,724,21473,0,0,0,0,0,0,0,0,0,0,1081,2370,2004,3875,2364,2537,2467,1596,920,19215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,18,3,13,0,3,0,46,0,0,0,3,0,0,3,0,0,9
1028,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,7,6,3,0,0,0,0,0,13,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,5,0,0,3,14,4,9,0,0,4,38,21,73,68,154,83,70,42,23,5,536,586,1155,1322,2222,1141,876,520,269,90,8177,0,0,0,0,0,0,0,0,0,0,546,1027,927,1782,866,698,416,273,160,6690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3
1029,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,3,5,4,0,0,26,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,5,3,0,17,0,0,0,0,0,0,0,0,0,4,4,0,0,16,11,17,45,24,7,130,14,33,51,114,102,101,126,83,34,656,448,1035,861,1615,1035,1313,1469,794,236,8801,0,0,0,0,0,0,0,0,0,0,430,919,766,1483,859,1081,1026,573,227,7358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,3,0,0,3,0,0,6,0,0,0,0,0,6,4,0,0,15,0,0,0,0,0,0,5,0,0,3
1030,0,0,45,548,599,665,601,438,105,2998,73,536,1057,5711,2468,2104,1195,473,159,13781,70,155,562,3131,343,443,314,53,10,5083,114,328,1115,5066,642,395,142,38,3,7842,16,33,127,919,1080,1346,1234,540,143,5440,39,90,301,1849,1672,980,660,281,47,5918,392,1421,1365,3747,1636,1068,700,207,58,10594,198,744,2652,11741,8729,7820,2830,1020,425,36140,12,46,83,659,462,342,317,156,51,2129,9,94,308,847,487,293,92,24,0,2151,1008,4144,7828,35479,15557,12378,9961,5388,2016,93763,7336,12114,16929,46515,17916,14876,11298,6580,3049,136620,147433,278490,297888,684050,282858,230379,159759,81544,31004,2193398,36,211,877,2285,695,517,233,74,20,4932,125382,218530,188298,313917,134074,107254,75643,43109,27969,1234182,141,500,1150,6589,1053,430,103,27,10,10004,3,17,136,1095,677,648,300,229,42,3150,18,85,391,2514,1381,1277,579,250,118,6616,60,235,466,2305,776,491,268,94,40,4738,15,58,149,1625,1190,1085,1122,377,121,5730
1031,0,0,0,0,0,0,0,3,0,7,0,3,0,14,4,3,0,0,0,25,0,0,15,57,0,0,0,0,0,73,3,0,9,3,3,0,0,0,0,14,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,5,8,8,3,3,0,0,33,0,3,8,17,3,0,0,0,0,30,0,0,0,0,0,0,3,3,0,8,0,0,0,3,4,3,0,0,0,12,4,12,3,28,8,15,6,3,3,89,93,173,183,423,209,213,172,114,50,1633,1475,2834,2650,5020,2346,2336,1781,1023,343,19809,0,0,0,0,0,0,0,0,0,0,1290,2456,2211,4297,2208,2115,1736,1104,559,17980,0,0,0,11,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,6,3,3,0,0,23,0,0,0,0,0,0,0,0,0,3
1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,4,10,3,3,28,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,9,0,0,0,4,3,0,0,0,0,10,0,4,5,15,9,14,20,15,4,85,48,65,87,170,133,160,168,108,78,1017,776,1601,1464,2324,1507,1676,1633,984,399,12367,0,0,0,0,0,0,0,0,0,0,648,1452,1332,2234,1397,1548,1349,927,455,11339,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,7
1033,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,4,4,3,4,7,0,0,20,0,0,0,3,3,0,0,0,0,7,0,0,0,0,0,3,0,3,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,11,8,11,34,16,3,80,18,47,41,89,70,89,91,68,35,552,385,830,645,1270,855,1152,1258,715,262,7368,0,0,0,0,0,0,0,0,0,0,306,745,537,1120,737,1065,949,578,243,6276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0
1034,0,0,0,0,0,0,0,0,0,10,3,9,10,51,11,0,0,0,0,82,0,0,0,11,3,0,0,0,0,11,0,4,3,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,7,3,6,11,3,9,0,0,36,0,0,0,22,0,0,0,0,0,31,0,0,0,3,0,0,3,0,0,10,0,3,3,9,3,6,3,0,0,25,4,33,50,147,37,24,23,7,10,347,76,136,246,431,216,220,173,108,33,1643,1952,3697,4043,6887,3128,2959,2117,1142,445,26380,0,3,9,14,0,3,0,0,0,25,1609,3205,3675,5832,2780,2715,1920,1317,684,23731,4,6,3,25,3,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,8,3,0,0,28,0,3,0,3,0,0,3,0,0,12
1035,0,0,3,34,50,64,63,75,17,312,0,8,37,69,20,26,7,4,3,181,3,0,10,28,4,3,0,0,0,51,3,30,58,97,12,3,0,3,0,219,0,3,19,147,370,459,541,238,52,1841,0,9,11,88,138,49,52,34,3,381,7,31,66,121,69,46,53,8,6,408,4,16,87,133,80,98,38,17,6,471,0,5,7,28,78,99,61,43,13,335,0,3,11,37,16,6,4,0,0,75,72,225,284,852,592,626,548,403,173,3774,356,652,906,1987,1157,1182,1034,680,268,8215,8779,18097,20127,35189,18398,16886,13083,7472,2640,140690,0,0,3,4,3,0,6,0,0,16,7723,15599,16093,27824,13223,11693,7821,4616,2465,107058,0,4,13,31,6,0,0,0,0,54,0,3,6,64,34,39,28,28,7,202,0,3,0,18,7,4,0,0,0,35,5,17,25,124,49,37,14,5,3,277,0,0,6,65,86,56,109,40,11,370
