SED_CODE_2021,F_Chile_0_4,F_Chile_5_14,F_Chile_15_24,F_Chile_25_44,F_Chile_45_54,F_Chile_55_64,F_Chile_65_74,F_Chile_75_84,F_Chile_85ov,F_Chile_Tot,F_China_0_4,F_China_5_14,F_China_15_24,F_China_25_44,F_China_45_54,F_China_55_64,F_China_65_74,F_China_75_84,F_China_85ov,F_China_Tot,F_Croatia_0_4,F_Croatia_5_14,F_Croatia_15_24,F_Croatia_25_44,F_Croatia_45_54,F_Croatia_55_64,F_Croatia_65_74,F_Croatia_75_84,F_Croatia_85ov,F_Croatia_Tot,F_Egypt_0_4,F_Egypt_5_14,F_Egypt_15_24,F_Egypt_25_44,F_Egypt_45_54,F_Egypt_55_64,F_Egypt_65_74,F_Egypt_75_84,F_Egypt_85ov,F_Egypt_Tot,F_England_0_4,F_England_5_14,F_England_15_24,F_England_25_44,F_England_45_54,F_England_55_64,F_England_65_74,F_England_75_84,F_England_85ov,F_England_Tot,F_Fiji_0_4,F_Fiji_5_14,F_Fiji_15_24,F_Fiji_25_44,F_Fiji_45_54,F_Fiji_55_64,F_Fiji_65_74,F_Fiji_75_84,F_Fiji_85ov,F_Fiji_Tot,F_France_0_4,F_France_5_14,F_France_15_24,F_France_25_44,F_France_45_54,F_France_55_64,F_France_65_74,F_France_75_84,F_France_85ov,F_France_Tot,F_Germany_0_4,F_Germany_5_14,F_Germany_15_24,F_Germany_25_44,F_Germany_45_54,F_Germany_55_64,F_Germany_65_74,F_Germany_75_84,F_Germany_85ov,F_Germany_Tot,F_Greece_0_4,F_Greece_5_14,F_Greece_15_24,F_Greece_25_44,F_Greece_45_54,F_Greece_55_64,F_Greece_65_74,F_Greece_75_84,F_Greece_85ov,F_Greece_Tot,F_Hong_Kong_SAR_Ch_0_4,F_Hong_Kong_SAR_Ch_5_14,F_Hong_Kong_SAR_Ch_15_24,F_Hong_Kong_SAR_Ch_25_44,F_Hong_Kong_SAR_Ch_45_54,F_Hong_Kong_SAR_Ch_55_64,F_Hong_Kong_SAR_Ch_65_74,F_Hong_Kong_SAR_Ch_75_84,F_Hong_Kong_SAR_Ch_85ov,F_Hong_Kong_SAR_Ch_Tot,F_India_0_4,F_India_5_14,F_India_15_24,F_India_25_44,F_India_45_54,F_India_55_64,F_India_65_74,F_India_75_84,F_India_85ov,F_India_Tot,F_Indonesia_0_4,F_Indonesia_5_14,F_Indonesia_15_24,F_Indonesia_25_44,F_Indonesia_45_54,F_Indonesia_55_64,F_Indonesia_65_74,F_Indonesia_75_84,F_Indonesia_85ov,F_Indonesia_Tot,F_Iran_0_4,F_Iran_5_14,F_Iran_15_24,F_Iran_25_44,F_Iran_45_54,F_Iran_55_64,F_Iran_65_74,F_Iran_75_84,F_Iran_85ov,F_Iran_Tot,F_Iraq_0_4,F_Iraq_5_14,F_Iraq_15_24,F_Iraq_25_44,F_Iraq_45_54,F_Iraq_55_64,F_Iraq_65_74,F_Iraq_75_84,F_Iraq_85ov,F_Iraq_Tot,F_Ireland_0_4,F_Ireland_5_14,F_Ireland_15_24,F_Ireland_25_44,F_Ireland_45_54,F_Ireland_55_64,F_Ireland_65_74,F_Ireland_75_84,F_Ireland_85ov,F_Ireland_Tot,F_Italy_0_4,F_Italy_5_14,F_Italy_15_24,F_Italy_25_44,F_Italy_45_54,F_Italy_55_64,F_Italy_65_74,F_Italy_75_84,F_Italy_85ov,F_Italy_Tot,F_Japan_0_4,F_Japan_5_14,F_Japan_15_24,F_Japan_25_44,F_Japan_45_54,F_Japan_55_64,F_Japan_65_74,F_Japan_75_84,F_Japan_85ov,F_Japan_Tot,F_Korea_South_0_4,F_Korea_South_5_14,F_Korea_South_15_24,F_Korea_South_25_44,F_Korea_South_45_54,F_Korea_South_55_64,F_Korea_South_65_74,F_Korea_South_75_84,F_Korea_South_85ov,F_Korea_South_Tot,F_Lebanon_0_4,F_Lebanon_5_14,F_Lebanon_15_24,F_Lebanon_25_44,F_Lebanon_45_54,F_Lebanon_55_64,F_Lebanon_65_74,F_Lebanon_75_84,F_Lebanon_85ov,F_Lebanon_Tot,F_Malaysia_0_4,F_Malaysia_5_14,F_Malaysia_15_24,F_Malaysia_25_44,F_Malaysia_45_54,F_Malaysia_55_64,F_Malaysia_65_74,F_Malaysia_75_84,F_Malaysia_85ov,F_Malaysia_Tot
SED10081,0,0,0,0,0,3,0,0,0,3,0,3,6,84,19,22,9,3,0,150,0,0,0,0,3,0,0,0,0,6,0,8,0,9,0,0,3,0,0,23,4,3,11,55,60,117,119,104,29,506,0,6,4,25,0,7,3,0,0,45,0,3,4,11,0,0,3,0,0,17,0,0,4,15,8,12,14,17,5,74,0,0,0,0,0,0,0,4,0,10,0,0,5,9,0,0,8,0,0,21,7,21,12,173,11,13,4,0,0,243,0,8,6,18,8,10,0,0,0,42,0,0,0,6,0,0,0,0,0,14,0,0,0,0,3,0,0,0,0,7,0,0,4,9,6,5,4,4,0,32,0,0,0,0,0,4,0,6,3,16,3,5,0,9,0,0,0,0,0,18,0,0,0,19,8,5,0,0,0,25,0,0,0,0,4,4,0,0,0,11,0,0,6,19,7,8,0,3,0,49
SED10082,0,0,0,11,6,7,12,7,0,43,0,10,9,81,39,40,30,5,0,211,0,0,0,4,5,3,5,12,3,34,0,6,0,17,0,8,6,16,6,64,8,105,115,388,378,465,466,368,158,2452,0,0,0,6,9,14,9,0,0,37,0,0,0,16,13,13,6,3,0,47,0,0,0,39,16,22,48,36,24,187,0,0,0,4,0,8,7,8,0,34,0,8,4,11,7,12,8,0,0,43,0,9,10,63,12,18,11,13,3,141,0,3,7,23,8,10,6,4,0,59,0,0,0,6,0,4,0,0,0,13,0,0,0,4,0,0,0,0,0,3,0,6,5,35,37,37,23,11,3,158,0,0,0,11,7,14,24,18,11,83,0,9,0,16,22,8,8,0,0,64,0,4,5,29,19,8,5,3,0,66,0,0,0,0,8,5,0,6,0,15,0,0,0,20,9,13,13,7,6,63
SED10083,0,0,0,4,10,5,15,4,0,35,0,0,12,52,51,49,32,11,3,204,0,0,0,0,8,7,7,9,0,37,0,0,0,5,0,7,9,4,0,24,4,35,62,226,218,338,330,258,108,1574,0,0,0,21,12,5,9,4,0,48,0,0,0,9,12,7,5,4,0,36,0,0,3,25,18,10,31,37,15,132,0,0,0,0,0,3,12,9,5,39,0,0,3,9,0,8,8,3,0,28,3,9,15,136,26,15,10,14,0,237,0,7,0,20,9,8,9,4,0,59,0,3,0,11,0,4,0,0,0,19,0,0,0,0,0,0,0,0,0,7,0,7,0,26,18,19,24,14,8,117,0,0,0,5,9,15,23,23,15,85,5,0,0,16,19,9,0,0,0,51,0,5,4,51,20,13,9,3,0,104,0,0,0,0,3,13,0,4,0,32,0,0,9,14,9,15,15,5,0,65
SED10084,0,0,0,12,3,0,6,0,0,14,0,7,8,47,33,18,6,4,3,118,0,0,0,0,0,3,3,0,0,7,0,0,0,0,0,0,0,3,0,9,4,44,52,216,203,348,399,490,230,2000,0,5,6,6,8,8,7,10,0,49,0,0,0,28,7,7,8,8,5,60,0,0,3,36,13,30,44,59,23,203,0,0,0,0,4,3,5,0,0,13,0,3,0,12,3,3,3,3,0,29,3,8,14,101,17,9,9,5,3,173,0,6,0,23,11,3,6,5,0,53,0,0,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,5,16,17,3,8,14,9,73,0,0,0,17,9,4,15,6,11,67,5,6,10,55,35,12,9,3,0,129,0,0,0,16,6,0,0,0,0,32,0,0,0,0,3,0,0,0,0,6,0,0,0,11,13,9,10,4,0,60
SED10085,0,0,0,0,0,0,4,0,0,7,0,4,0,49,29,16,0,3,0,99,0,0,0,0,0,5,5,0,0,6,0,0,0,5,0,0,0,0,0,3,0,5,18,115,101,183,160,114,43,746,0,0,0,10,10,3,5,0,0,26,0,0,0,12,0,6,3,0,0,22,0,0,0,16,8,10,13,9,6,63,0,0,0,0,0,0,3,7,0,11,0,4,0,3,0,8,0,4,0,18,0,3,8,76,8,8,4,4,0,112,0,0,0,11,0,0,4,3,0,17,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,6,5,32,8,5,21,0,4,76,0,0,0,0,3,7,10,0,4,18,0,0,0,4,0,3,0,0,0,10,0,0,0,3,0,0,0,0,0,13,0,0,0,0,0,4,0,0,0,3,0,5,0,9,5,16,7,0,0,48
SED10086,0,0,8,114,7,8,3,5,0,145,3,58,45,309,163,128,65,51,25,853,0,0,0,12,8,3,8,8,0,40,0,0,0,5,5,0,34,31,12,87,19,103,175,1485,327,215,178,150,50,2697,0,0,0,10,19,12,7,4,0,57,0,10,26,286,30,15,20,14,16,413,5,4,15,170,40,31,51,38,35,381,0,5,0,15,5,18,34,45,13,131,9,52,44,83,51,41,32,10,0,315,0,7,4,65,20,35,26,32,8,201,0,0,8,54,21,15,9,8,7,125,0,0,0,60,10,18,13,9,0,107,0,0,0,6,0,4,5,0,8,24,0,0,3,265,47,24,14,13,8,374,0,3,20,218,22,18,42,42,19,378,0,9,8,68,51,23,4,9,5,186,0,0,6,63,28,13,5,0,0,113,0,0,0,8,12,11,4,7,0,41,0,0,5,49,27,32,31,16,0,167
SED10087,0,0,0,3,3,0,5,0,0,19,0,15,10,101,21,19,9,0,0,182,0,0,0,0,0,3,0,4,0,7,0,13,0,24,3,6,6,0,0,62,4,15,22,74,54,128,100,79,35,517,0,0,5,35,3,6,3,0,0,53,0,0,0,5,3,3,3,4,0,18,0,0,0,16,9,12,21,18,12,88,0,0,0,0,0,0,0,4,4,21,0,0,0,10,5,6,4,0,0,29,4,52,44,313,42,14,8,3,0,486,4,0,6,11,8,0,0,0,0,28,0,4,11,14,3,0,0,0,0,43,7,100,115,140,36,25,13,3,0,438,0,12,6,12,9,3,6,0,3,53,0,0,0,11,3,3,8,5,10,29,0,0,0,7,0,0,0,0,0,16,0,0,4,17,5,3,0,0,0,33,0,6,0,5,0,0,0,0,0,7,7,24,10,16,17,16,3,0,0,86
SED10088,0,3,0,20,7,12,9,7,0,57,4,11,52,367,275,243,118,58,40,1175,0,0,0,21,10,40,34,29,8,141,0,0,0,9,0,9,10,15,6,51,12,126,156,665,528,417,271,238,111,2531,0,0,0,25,14,18,12,9,5,74,5,23,12,75,54,13,17,3,4,207,0,10,15,97,46,23,33,34,20,278,0,0,3,5,3,12,18,15,5,55,0,18,18,46,39,59,51,10,3,246,0,49,62,228,72,46,25,16,0,503,0,5,9,54,41,32,12,5,4,165,0,0,4,59,30,32,23,12,6,174,0,0,0,0,5,4,3,0,0,11,0,17,15,60,53,28,23,17,6,221,0,3,8,72,26,108,190,123,104,620,0,7,14,80,66,60,18,8,3,252,0,5,9,95,38,35,11,7,6,210,0,4,0,11,9,17,3,8,3,63,0,0,12,28,42,28,37,26,5,165
SED10089,0,0,0,3,3,0,0,0,0,16,0,6,50,250,74,59,29,16,0,479,0,0,0,6,8,16,16,18,9,65,3,4,5,13,0,0,0,0,0,26,3,34,71,150,106,131,154,115,47,800,0,0,11,16,6,8,5,0,0,38,0,0,4,4,0,6,0,0,0,17,0,0,0,21,8,14,61,37,6,151,0,0,0,0,0,3,17,12,4,47,0,0,39,26,3,16,5,0,0,100,0,45,61,347,72,27,14,11,4,589,0,4,9,28,20,3,0,3,0,66,0,7,4,54,4,0,0,0,0,80,0,9,8,8,5,0,0,0,0,32,0,7,4,23,10,7,0,10,3,64,0,0,0,13,0,9,22,19,29,110,0,0,0,20,6,5,0,0,3,38,0,3,27,78,27,11,0,3,0,152,0,0,0,0,4,0,0,0,0,13,0,4,45,63,22,20,7,9,0,172
SED10090,0,0,0,27,8,10,3,3,0,54,20,199,300,2005,810,629,479,196,101,4733,0,0,0,10,13,29,43,47,23,151,0,5,0,14,0,13,15,26,15,90,12,150,125,401,338,274,199,123,62,1674,0,0,0,26,21,13,20,9,4,92,3,14,3,67,14,12,14,12,6,144,0,5,8,61,25,19,41,16,15,179,0,0,0,3,5,12,26,34,14,101,17,121,104,431,237,236,253,69,25,1501,8,125,57,588,95,62,37,26,19,1015,0,7,37,219,70,40,32,25,10,436,0,11,5,116,36,45,42,15,22,287,0,0,4,4,9,3,3,0,7,26,0,3,5,47,44,25,13,12,4,162,0,4,4,53,12,29,48,77,46,270,14,75,45,308,225,132,47,22,3,862,4,37,79,432,187,94,56,12,9,915,0,0,3,11,29,24,42,24,10,142,0,24,34,233,149,103,88,43,11,691
SED10091,0,0,0,5,12,11,11,4,0,43,0,13,9,46,36,29,15,0,0,145,0,0,0,0,0,24,17,8,3,61,0,0,0,0,3,0,0,6,0,20,0,24,35,165,241,387,468,324,119,1767,0,0,0,19,10,6,6,5,0,48,0,0,0,11,13,7,10,3,6,43,0,0,3,26,14,31,62,45,15,196,0,0,0,6,4,10,16,4,5,42,0,4,0,9,7,11,6,3,0,43,0,10,7,108,16,13,8,12,5,181,0,0,0,16,8,4,8,4,0,37,0,0,0,6,0,3,4,0,0,20,0,0,0,9,6,6,3,0,0,30,0,0,4,22,11,19,24,14,5,92,0,3,0,9,10,33,37,26,12,130,0,0,0,11,4,4,4,0,0,24,0,0,0,11,3,0,5,0,0,22,0,0,0,13,19,15,12,0,0,64,0,6,0,10,10,7,6,4,0,44
SED10092,0,0,3,14,23,22,37,30,6,134,0,26,55,278,65,55,33,18,7,527,0,0,0,32,27,40,50,62,31,243,4,4,3,11,3,0,10,4,8,44,0,25,55,151,143,309,262,242,91,1275,0,0,0,18,12,12,12,0,0,50,0,0,6,12,3,10,4,3,3,48,0,0,5,34,13,23,82,47,28,235,0,0,5,4,3,16,58,85,58,224,0,3,3,27,7,12,4,0,0,60,9,13,65,308,23,29,18,8,4,480,0,0,11,29,23,10,3,3,0,84,0,4,12,39,9,10,0,0,0,75,0,18,25,56,26,26,10,0,0,152,0,4,4,16,7,7,5,12,3,63,0,8,8,22,14,68,153,197,175,641,0,0,4,25,11,6,11,5,0,62,0,3,4,51,16,10,5,0,0,86,0,0,11,61,47,41,31,12,3,226,4,14,19,36,13,12,8,3,0,92
SED10093,0,0,0,6,8,4,14,4,0,45,0,4,0,70,50,59,51,7,4,249,0,0,0,3,9,9,3,4,0,29,0,5,0,5,4,10,5,7,4,33,0,27,39,182,178,339,297,271,103,1449,0,4,5,30,16,8,8,0,0,68,0,0,0,6,7,4,3,4,0,26,0,0,0,18,7,18,33,29,16,115,0,0,0,4,0,0,11,16,0,32,0,0,6,12,3,9,6,0,0,36,0,23,19,215,28,19,10,11,6,334,0,3,3,30,20,4,7,4,0,64,0,0,0,9,3,8,0,4,0,23,0,0,0,0,3,0,0,0,0,5,0,17,5,12,21,20,26,17,10,127,0,5,0,9,6,10,31,16,11,79,0,4,3,18,8,5,6,3,0,40,0,0,8,35,16,18,10,0,0,95,0,0,0,5,6,4,0,3,0,19,0,0,5,19,9,17,11,4,0,64
SED19494,0,0,0,7,0,0,5,0,0,9,0,0,0,29,8,6,0,0,0,53,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,7,0,0,12,43,7,37,19,9,0,131,0,0,3,10,3,0,0,0,0,14,0,0,8,11,8,0,0,0,0,23,0,0,5,4,0,0,0,4,0,14,0,0,0,0,0,0,0,0,0,4,0,0,3,4,0,4,0,0,0,16,0,0,5,17,3,0,4,0,0,25,0,0,0,9,0,0,0,0,0,16,0,0,3,5,5,0,0,0,0,16,0,0,3,5,0,0,0,0,0,5,0,0,0,11,0,4,0,0,0,20,0,0,0,8,4,0,0,0,0,16,3,0,0,6,0,0,0,0,0,13,0,0,0,9,0,0,0,0,0,11,0,0,0,0,0,3,0,0,0,9,0,0,7,18,3,5,0,0,0,41
SED19797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
