SED_CODE_2021,Philippines_Before_1951,Philippines_1951_1960,Philippines_1961_1970,Philippines_1971_1980,Philippines_1981_1990,Philippines_1991_2000,Philippines_2001_2010,Philippines_2011_2015,Philippines_2016,Philippines_2017,Philippines_2018,Philippines_2019,Philippines_2020,Philippines_2021,Philippines_Yr_arrival_ns,Philippines_Tot,Poland_Before_1951,Poland_1951_1960,Poland_1961_1970,Poland_1971_1980,Poland_1981_1990,Poland_1991_2000,Poland_2001_2010,Poland_2011_2015,Poland_2016,Poland_2017,Poland_2018,Poland_2019,Poland_2020,Poland_2021,Poland_Yr_arrival_NS,Poland_Tot,Singapore_Before_1951,Singapore_1951_1960,Singapore_1961_1970,Singapore_1971_1980,Singapore_1981_1990,Singapore_1991_2000,Singapore_2001_2010,Singapore_2011_2015,Singapore_2016,Singapore_2017,Singapore_2018,Singapore_2019,Singapore_2020,Singapore_2021,Singapore_Yr_arrival_ns,Singapore_Tot,South_Africa_Before_1951,South_Africa_1951_1960,South_Africa_1961_1970,South_Africa_1971_1980,South_Africa_1981_1990,South_Africa_1991_2000,South_Africa_2001_2010,South_Africa_2011_2015,South_Africa_2016,South_Africa_2017,South_Africa_2018,South_Africa_2019,South_Africa_2020,South_Africa_2021,South_Africa_Yr_arrival_ns,South_Africa_Tot,Sri_Lanka_Before_1951,Sri_Lanka_1951_1960,Sri_Lanka_1961_1970,Sri_Lanka_1971_1980,Sri_Lanka_1981_1990,Sri_Lanka_1991_2000,Sri_Lanka_2001_2010,Sri_Lanka_2011_2015,Sri_Lanka_2016,Sri_Lanka_2017,Sri_Lanka_2018,Sri_Lanka_2019,Sri_Lanka_2020,Sri_Lanka_2021,Sri_Lanka_Yr_arrival_ns,Sri_Lanka_Tot,Taiwan_Before_1951,Taiwan_1951_1960,Taiwan_1961_1970,Taiwan_1971_1980,Taiwan_1981_1990,Taiwan_1991_2000,Taiwan_2001_2010,Taiwan_2011_2015,Taiwan_2016,Taiwan_2017,Taiwan_2018,Taiwan_2019,Taiwan_2020,Taiwan_2021,Taiwan_Yr_arrival_ns,Taiwan_Tot,Thailand_Before_1951,Thailand_1951_1960,Thailand_1961_1970,Thailand_1971_1980,Thailand_1981_1990,Thailand_1991_2000,Thailand_2001_2010,Thailand_2011_2015,Thailand_2016,Thailand_2017,Thailand_2018,Thailand_2019,Thailand_2020,Thailand_2021,Thailand_Yr_arrival_ns,Thailand_Tot,United_Kingdom_Before_1951,United_Kingdom_1951_1960,United_Kingdom_1961_1970,United_Kingdom_1971_1980,United_Kingdom_1981_1990,United_Kingdom_1991_2000,United_Kingdom_2001_2010,United_Kingdom_2011_2015,United_Kingdom_2016,United_Kingdom_2017,United_Kingdom_2018,United_Kingdom_2019,United_Kingdom_2020,United_Kingdom_2021,United_Kingdom_Yr_arrival_ns,United_Kingdom_Tot,USA_Before_1951,USA_1951_1960,USA_1961_1970,USA_1971_1980,USA_1981_1990,USA_1991_2000,USA_2001_2010,USA_2011_2015,United_States_America_2016,United_States_America_2017,United_States_America_2018,United_States_America_2019,United_States_America_2020,United_States_America_2021,USA_year_of_arrival_ns,USA_Total,Vietnam_Before_1951,Vietnam_1951_1960,Vietnam_1961_1970,Vietnam_1971_1980,Vietnam_1981_1990,Vietnam_1991_2000,Vietnam_2001_2010,Vietnam_2011_2015,Vietnam_2016,Vietnam_2017,Vietnam_2018,Vietnam_2019,Vietnam_2020,Vietnam_2021,Vietnam_Yr_arrival_NS,Vietnam_Tot,Born_elsewhere_Before_1951,Born_elsewhere_1951_1960,Born_elsewhere_1961_1970,Born_elsewhere_1971_1980,Born_elsewhere_1981_1990,Born_elsewhere_1991_2000,Born_elsewhere_2001_2010,Born_elsewhere_2011_2015,Born_elsewhere_2016,Born_elsewhere_2017,Born_elsewhere_2018,Born_elsewhere_2019,Born_elsewhere_2020,Born_elsewhere_2021,Born_elsewhere_Yr_arrival_ns,Born_elsewhere_Tot,Tot_Before_1951,Tot_1951_1960,Tot_1961_1970,Tot_1971_1980,Tot_1981_1990,Tot_1991_2000,Tot_2001_2010,Tot_2011_2015,Tot_2016,Tot_2017,Tot_2018,Tot_2019,Tot_2020,Tot_2021,Tot_Yr_arrival_NS,Tot_Tot
SED10083,0,0,6,26,111,99,100,88,18,14,14,28,11,0,15,523,8,6,3,8,31,10,15,7,0,0,0,0,0,0,4,91,0,0,3,6,8,3,0,5,0,0,0,0,0,0,0,31,0,4,15,33,43,58,122,36,21,13,9,8,4,0,8,374,0,0,8,8,14,4,12,5,0,0,0,0,0,0,4,57,0,0,0,0,5,9,4,0,0,0,0,0,0,0,0,17,0,0,0,5,6,11,53,34,9,6,4,10,0,5,8,158,104,298,855,522,471,364,523,275,43,21,22,27,25,0,116,3661,0,4,14,27,25,35,52,41,4,9,3,3,0,0,3,227,0,0,0,11,11,11,17,14,8,3,5,4,3,0,0,90,49,120,238,261,202,170,276,140,28,17,19,26,6,0,42,1606,254,703,1600,1384,1507,1290,1890,1101,238,167,180,213,75,33,324,10958
SED10084,0,0,4,17,80,54,110,115,25,14,31,33,7,7,20,514,4,6,0,3,32,4,11,3,4,0,0,0,0,0,3,73,0,0,3,12,8,4,7,5,0,0,0,0,0,0,0,51,0,4,15,40,69,58,94,41,12,7,3,7,21,0,8,397,0,0,4,0,8,4,13,0,0,0,0,4,0,0,0,41,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,21,0,0,0,3,15,27,75,31,16,6,17,11,3,0,4,204,147,517,1230,693,421,313,579,233,41,22,35,64,27,10,233,4569,4,6,34,32,38,49,88,36,12,4,11,11,13,0,13,346,0,0,0,4,3,0,11,23,3,0,3,0,3,0,0,59,42,120,190,203,158,121,325,271,81,75,70,71,32,6,53,1820,332,996,1902,1593,1563,1228,2210,1260,303,242,263,305,159,49,520,12921
SED10085,0,0,0,8,59,37,80,141,35,31,28,34,9,8,9,471,0,0,5,3,3,0,0,0,0,0,0,0,0,0,0,16,0,0,6,11,3,4,6,0,0,0,0,0,0,0,0,25,0,0,4,13,13,27,117,43,5,7,10,17,6,0,3,266,0,0,0,0,3,0,0,20,4,0,3,0,0,0,0,42,0,0,0,0,0,0,5,6,0,0,3,4,0,0,0,20,0,0,0,5,7,4,33,21,9,0,5,13,10,5,14,122,41,169,419,293,206,118,189,90,29,11,9,22,16,5,68,1693,0,5,8,14,9,13,32,17,0,4,0,0,0,0,8,125,0,0,0,4,9,6,12,8,3,0,0,0,0,0,17,68,9,54,65,91,70,53,142,79,21,14,21,88,25,22,27,775,96,388,704,711,693,524,1098,707,172,133,194,320,106,76,263,6199
SED10086,0,0,5,19,58,55,100,82,31,19,34,42,12,0,11,486,49,65,33,18,72,12,38,40,12,7,6,12,3,0,15,383,0,15,29,47,32,30,62,53,12,8,10,14,13,5,3,346,4,3,40,376,1037,1416,986,293,64,61,60,62,57,14,57,4541,0,0,5,17,26,12,15,5,0,0,0,0,0,0,3,94,0,0,3,3,36,18,10,11,7,8,6,0,0,0,3,101,0,0,9,6,26,30,45,29,10,3,8,8,0,0,6,183,136,149,331,409,412,591,1131,1180,327,345,403,464,221,41,145,6292,9,6,39,56,84,121,324,245,71,70,93,132,63,12,40,1369,0,0,0,32,40,10,15,25,3,3,10,9,4,4,7,164,303,498,383,909,815,798,1180,1095,369,428,557,676,277,38,177,8510,722,1172,1500,2569,3763,4204,5496,4344,1213,1281,1580,1860,889,200,703,31494
SED10087,0,0,5,5,40,29,89,188,28,36,42,39,24,4,7,528,5,0,0,0,10,0,0,6,0,0,0,0,0,0,0,26,0,3,3,3,0,5,13,9,0,0,0,0,0,0,0,37,0,0,11,13,8,35,169,28,17,18,18,17,12,5,3,347,0,0,0,5,6,10,35,70,7,5,14,13,0,0,0,168,0,0,0,0,0,4,4,18,5,3,3,3,0,0,4,44,0,0,0,0,3,9,44,32,4,9,9,12,7,0,4,130,55,172,322,172,104,88,152,74,6,4,4,14,6,10,49,1235,0,0,3,25,21,19,38,18,10,9,0,7,12,0,0,156,0,0,0,0,10,0,11,22,4,13,3,17,11,0,0,99,28,48,100,70,71,117,330,253,61,67,70,112,40,30,28,1421,123,415,604,503,495,593,1646,1578,455,521,538,760,296,128,208,8867
SED10088,0,0,9,49,187,209,236,166,26,40,44,62,11,4,19,1053,4,0,5,15,61,16,45,24,7,0,3,0,8,0,4,215,0,4,8,14,22,24,32,21,12,10,13,0,3,0,8,167,0,0,25,76,104,243,294,120,42,27,30,38,19,0,16,1030,0,0,0,5,15,13,11,8,0,0,3,0,0,0,0,60,0,0,0,0,40,25,18,8,4,0,0,0,0,0,0,91,0,0,0,16,38,66,123,59,4,12,14,3,0,0,17,362,103,235,680,615,655,809,1630,819,101,93,106,101,50,18,92,6104,0,9,28,41,66,87,153,107,14,36,12,17,25,12,10,617,0,0,0,27,64,40,37,17,8,4,11,11,4,0,3,234,46,98,300,424,512,825,1150,824,264,274,248,242,73,26,86,5382,270,955,2096,2124,3335,3956,6039,3557,817,818,934,1005,347,93,537,26884
SED10089,0,0,3,9,123,88,145,127,33,25,25,29,18,8,13,656,34,4,18,20,49,12,14,0,0,0,3,0,0,0,5,172,0,0,0,10,5,6,13,10,4,15,11,4,9,0,0,103,0,0,5,20,10,37,85,43,3,16,14,13,10,0,7,278,0,0,0,6,15,24,62,28,4,4,3,4,5,0,0,165,0,0,0,0,0,0,7,17,8,0,9,3,0,0,0,52,0,0,0,3,5,23,51,32,8,9,18,15,0,4,3,179,63,204,413,248,219,124,305,195,24,23,20,24,11,18,65,1961,0,0,5,25,19,35,65,35,0,5,6,16,12,5,10,233,0,0,0,29,26,9,52,89,31,27,11,33,18,0,22,338,49,51,167,163,125,218,402,278,236,146,241,282,77,23,87,2550,275,568,1089,893,1019,1030,2529,2270,705,784,862,912,330,111,395,13777
SED10090,0,0,14,50,156,100,183,169,71,56,55,95,28,9,30,1015,9,14,16,16,52,12,52,23,4,0,6,3,4,0,4,218,0,5,17,57,92,58,132,59,21,17,31,17,20,12,3,548,0,6,24,88,179,176,245,69,34,47,38,49,29,15,9,1022,0,8,3,43,37,43,30,15,3,4,0,3,4,0,6,199,0,0,4,7,203,266,166,102,34,25,30,53,9,3,17,925,0,0,0,25,37,45,193,137,31,37,27,28,20,3,24,610,79,159,445,446,508,588,968,530,102,107,66,75,32,21,66,4195,6,9,27,73,85,103,187,138,18,30,34,71,41,10,17,849,0,0,0,136,89,40,57,66,18,20,17,30,9,3,17,501,75,160,298,486,461,469,735,553,200,197,183,189,85,29,50,4171,314,822,1851,2749,5096,5439,8088,5125,1404,1555,1585,1863,917,347,617,37760
SED10091,0,3,3,13,55,37,44,33,12,18,12,25,6,0,4,260,6,5,8,17,37,6,5,4,0,0,0,0,0,0,3,98,0,4,10,9,5,9,12,4,0,0,0,0,3,0,0,60,4,0,14,57,36,59,100,39,8,0,9,6,5,7,0,339,0,4,5,3,8,10,5,8,0,3,0,0,0,0,0,53,0,0,0,0,3,3,6,5,5,0,0,0,0,0,0,29,0,0,0,8,13,12,50,27,7,3,0,5,4,0,3,134,133,423,1167,867,489,281,401,145,9,9,19,14,16,6,165,4142,5,4,31,41,23,44,53,40,9,0,12,5,9,0,10,286,0,0,0,9,11,11,12,10,0,0,0,4,0,0,3,71,66,182,367,418,236,189,188,92,12,18,21,17,17,3,72,1911,343,1033,2207,1978,1424,1062,1488,833,159,150,210,202,111,20,409,11629
SED10092,0,0,4,33,170,93,107,107,18,30,42,48,12,3,17,688,15,3,13,22,48,17,14,5,0,0,0,0,0,0,6,151,0,0,4,9,3,6,15,12,0,3,7,0,0,5,0,76,0,0,3,19,24,52,77,19,3,0,10,17,7,5,7,254,0,0,0,4,14,8,5,16,5,14,10,10,3,0,4,112,0,0,0,0,0,10,7,12,3,6,0,6,9,0,0,56,0,0,0,6,13,30,136,113,31,25,15,23,5,7,11,412,89,391,1046,533,287,171,264,163,19,22,27,19,14,7,116,3164,0,3,9,33,30,24,68,58,9,7,11,15,12,3,10,305,0,0,0,124,105,43,64,86,23,39,48,44,8,4,9,599,44,294,721,1130,461,521,658,548,230,122,210,236,70,10,137,5391,279,1695,3730,3317,1853,1785,2748,2333,726,673,860,995,442,81,676,22195
SED10093,0,0,6,22,134,118,172,152,24,17,29,33,9,0,20,731,0,4,8,10,24,3,19,0,0,0,0,3,0,0,0,72,0,0,3,11,7,0,8,0,0,0,0,0,0,0,0,37,0,3,8,31,42,50,105,43,16,12,9,5,8,0,3,337,0,0,3,10,4,7,10,10,3,0,0,0,0,0,3,55,0,0,0,0,0,3,3,4,3,0,0,0,0,0,0,19,0,0,4,4,14,25,69,47,10,13,7,15,3,0,0,209,103,326,941,545,425,266,378,173,20,30,17,16,9,4,120,3373,0,0,11,27,26,32,53,47,8,7,8,6,4,0,0,223,0,0,3,14,25,14,21,27,0,8,0,5,0,0,8,115,61,141,259,313,248,163,268,143,26,27,32,25,13,6,68,1794,252,783,1715,1433,1539,1245,1907,1312,224,249,186,204,89,38,358,11545
SED19494,0,0,0,0,9,12,10,12,0,3,3,7,0,0,0,50,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,3,9,16,14,3,0,0,0,0,0,6,0,55,0,0,0,0,0,0,4,5,0,0,0,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,8,28,3,0,0,43,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,12,9,21,66,40,34,34,42,18,3,0,7,21,27,24,17,367,0,0,5,0,0,4,9,3,0,0,0,4,3,30,3,64,0,0,0,0,9,8,9,3,0,0,0,6,0,0,3,34,0,7,26,32,24,32,48,41,0,15,24,57,17,28,24,387,15,59,126,131,194,190,236,179,39,56,102,223,107,148,91,1908
SED19797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
