SED_CODE_2021,M_Singapore_0_4,M_Singapore_5_14,M_Singapore_15_24,M_Singapore_25_44,M_Singapore_45_54,M_Singapore_55_64,M_Singapore_65_74,M_Singapore_75_84,M_Singapore_85ov,M_Singapore_Tot,M_South_Africa_0_4,M_South_Africa_5_14,M_South_Africa_15_24,M_South_Africa_25_44,M_South_Africa_45_54,M_South_Africa_55_64,M_South_Africa_65_74,M_South_Africa_75_84,M_South_Africa_85ov,M_South_Africa_Tot,M_Sri_Lanka_0_4,M_Sri_Lanka_5_14,M_Sri_Lanka_15_24,M_Sri_Lanka_25_44,M_Sri_Lanka_45_54,M_Sri_Lanka_55_64,M_Sri_Lanka_65_74,M_Sri_Lanka_75_84,M_Sri_Lanka_85ov,M_Sri_Lanka_Tot,M_Taiwan_0_4,M_Taiwan_5_14,M_Taiwan_15_24,M_Taiwan_25_44,M_Taiwan_45_54,M_Taiwan_55_64,M_Taiwan_65_74,M_Taiwan_75_84,M_Taiwan_85ov,M_Taiwan_Tot,M_Thailand_0_4,M_Thailand_5_14,M_Thailand_15_24,M_Thailand_25_44,M_Thailand_45_54,M_Thailand_55_64,M_Thailand_65_74,M_Thailand_75_84,M_Thailand_85ov,M_Thailand_Tot,M_Turkey_0_4,M_Turkey_5_14,M_Turkey_15_24,M_Turkey_25_44,M_Turkey_45_54,M_Turkey_55_64,M_Turkey_65_74,M_Turkey_75_84,M_Turkey_85ov,M_Turkey_Tot,M_USA_0_4,M_USA_5_14,M_USA_15_24,M_USA_25_44,M_USA_45_54,M_USA_55_64,M_USA_65_74,M_USA_75_84,M_USA_85ov,M_USA_Tot,M_Vietnam_0_4,M_Vietnam_5_14,M_Vietnam_15_24,M_Vietnam_25_44,M_Vietnam_45_54,M_Vietnam_55_64,M_Vietnam_65_74,M_Vietnam_75_84,M_Vietnam_85ov,M_Vietnam_Tot,M_Wales_0_4,M_Wales_5_14,M_Wales_15_24,M_Wales_25_44,M_Wales_45_54,M_Wales_55_64,M_Wales_65_74,M_Wales_75_84,M_Wales_85ov,M_Wales_Tot,M_Zimbabwe_0_4,M_Zimbabwe_5_14,M_Zimbabwe_15_24,M_Zimbabwe_25_44,M_Zimbabwe_45_54,M_Zimbabwe_55_64,M_Zimbabwe_65_74,M_Zimbabwe_75_84,M_Zimbabwe_85ov,M_Zimbabwe_Tot,M_Elsewhere_0_4,M_Elsewhere_5_14,M_Elsewhere_15_24,M_Elsewhere_25_44,M_Elsewhere_45_54,M_Elsewhere_55_64,M_Elsewhere_65_74,M_Elsewhere_75_84,M_Elsewhere_85ov,M_Elsewhere_Tot,M_COB_NS_0_4,M_COB_NS_5_14,M_COB_NS_15_24,M_COB_NS_25_44,M_COB_NS_45_54,M_COB_NS_55_64,M_COB_NS_65_74,M_COB_NS_75_84,M_COB_NS_85ov,M_COB_NS_Tot,M_Tot_0_4,M_Tot_5_14,M_Tot_15_24,M_Tot_25_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Afghanistan_0_4,F_Afghanistan_5_14,F_Afghanistan_15_24,F_Afghanistan_25_44,F_Afghanistan_45_54,F_Afghanistan_55_64,F_Afghanistan_65_74,F_Afghanistan_75_84,F_Afghanistan_85ov,F_Afghanistan_Tot,F_Australia_0_4,F_Australia_5_14,F_Australia_15_24,F_Australia_25_44,F_Australia_45_54,F_Australia_55_64,F_Australia_65_74,F_Australia_75_84,F_Australia_85ov,F_Australia_Tot,F_Bangladesh_0_4,F_Bangladesh_5_14,F_Bangladesh_15_24,F_Bangladesh_25_44,F_Bangladesh_45_54,F_Bangladesh_55_64,F_Bangladesh_65_74,F_Bangladesh_75_84,F_Bangladesh_85ov,F_Bangladesh_Tot,F_Bosnia_Herzegov_0_4,F_Bosnia_Herzegov_5_14,F_Bosnia_Herzegov_15_24,F_Bosnia_Herzegov_25_44,F_Bosnia_Herzegov_45_54,F_Bosnia_Herzegov_55_64,F_Bosnia_Herzegov_65_74,F_Bosnia_Herzegov_75_84,F_Bosnia_Herzegov_85ov,F_Bosnia_Herzegov_Tot,F_Brazil_0_4,F_Brazil_5_14,F_Brazil_15_24,F_Brazil_25_44,F_Brazil_45_54,F_Brazil_55_64,F_Brazil_65_74,F_Brazil_75_84,F_Brazil_85ov,F_Brazil_Tot,F_Cambodia_0_4,F_Cambodia_5_14,F_Cambodia_15_24,F_Cambodia_25_44,F_Cambodia_45_54,F_Cambodia_55_64,F_Cambodia_65_74,F_Cambodia_75_84,F_Cambodia_85ov,F_Cambodia_Tot,F_Canada_0_4,F_Canada_5_14,F_Canada_15_24,F_Canada_25_44,F_Canada_45_54,F_Canada_55_64,F_Canada_65_74,F_Canada_75_84,F_Canada_85ov,F_Canada_Tot
SED10076,0,0,0,0,3,0,9,0,0,19,0,0,4,22,13,14,23,11,0,92,0,0,0,12,6,0,0,0,0,24,0,0,0,4,0,0,0,0,0,4,0,7,8,15,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,5,0,10,9,20,16,21,32,9,3,116,0,0,3,11,5,5,0,0,0,24,0,0,0,0,4,9,20,10,0,47,0,0,0,4,5,4,6,0,0,22,0,9,11,63,43,78,129,118,32,483,114,315,262,515,331,393,358,277,97,2663,2000,4301,3606,7414,4190,5444,6101,3569,1026,37651,0,0,0,0,0,0,0,0,0,0,1756,3660,2962,6284,3555,4622,4665,2459,1057,31011,0,4,0,8,0,0,0,0,0,10,0,0,0,0,5,4,6,3,0,10,0,0,0,15,3,5,0,0,0,26,0,4,0,9,0,0,4,0,0,14,0,0,0,21,8,19,9,3,0,60
SED10077,6,4,13,74,20,9,8,11,3,152,0,3,4,31,23,5,10,9,5,95,4,15,32,218,117,149,144,65,28,777,6,9,26,324,16,16,23,4,4,416,5,7,19,182,28,12,4,0,0,264,0,0,6,45,26,39,12,8,0,134,9,29,12,36,14,17,15,9,0,139,6,27,104,303,233,213,115,41,7,1046,0,0,0,0,3,4,3,0,0,13,0,5,0,9,0,0,0,0,0,13,12,60,121,617,185,203,180,131,71,1576,76,191,503,1076,216,198,139,117,92,2607,2388,4592,8338,19497,5207,4958,3355,1936,919,51196,0,0,0,9,3,0,0,0,0,12,2121,3597,3564,4967,1924,1477,820,534,348,19356,0,8,18,88,10,9,5,0,0,136,0,0,0,8,0,4,3,10,0,34,0,4,3,65,7,7,0,0,0,88,0,0,9,29,14,14,14,6,3,92,0,7,4,29,11,3,0,5,0,54
SED10078,0,4,10,37,17,12,13,3,0,98,0,0,6,85,34,21,9,9,0,160,0,0,3,53,14,13,6,4,0,94,0,4,5,65,3,5,4,0,0,87,0,8,10,161,41,20,10,0,0,256,0,4,3,57,28,28,20,12,0,143,6,19,22,121,45,38,19,6,6,281,0,28,90,273,154,225,137,46,17,977,0,0,0,23,8,9,8,6,0,43,0,0,0,10,3,0,0,0,0,15,7,38,63,593,239,267,232,211,69,1722,55,128,196,626,210,214,123,96,48,1690,1813,3731,4467,14178,5192,4407,2947,1826,778,39337,0,0,0,3,0,0,0,0,0,3,1732,3093,3154,8566,3269,2162,1241,545,353,24112,0,4,5,52,10,5,0,0,0,79,0,0,0,11,0,8,4,3,0,30,0,0,13,110,10,6,5,0,0,146,0,0,0,14,10,14,6,3,0,45,0,3,5,74,27,14,8,3,0,137
SED10079,0,3,0,3,4,0,6,0,0,13,4,12,6,28,32,23,21,6,0,136,0,0,0,0,4,3,6,4,0,7,0,0,0,0,0,0,0,0,0,9,0,7,9,10,0,0,0,0,0,20,0,0,0,3,4,3,3,0,0,14,0,9,7,18,10,12,15,13,0,91,0,3,5,5,0,0,0,0,0,12,0,0,0,0,15,9,8,16,0,52,0,0,0,6,0,0,0,0,0,11,0,20,12,50,36,61,70,58,22,332,38,158,149,323,174,221,230,207,102,1600,1905,4523,4174,7499,4529,4987,4769,3052,892,36339,0,0,0,0,0,0,0,0,0,6,1748,4004,3490,6725,4081,4418,4186,2528,947,32120,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,3,0,0,0,6,0,3,0,6,5,0,0,0,0,19,0,0,0,5,3,0,0,0,0,7,0,3,0,29,13,7,5,0,0,60
SED10080,5,17,19,123,39,25,17,3,3,255,0,3,22,244,78,60,62,21,11,500,0,4,7,61,11,14,9,3,0,102,0,4,19,185,22,11,8,0,0,253,0,18,132,1485,155,41,11,0,0,1845,0,0,3,100,21,22,5,0,4,156,27,47,36,351,115,122,62,31,5,786,0,9,78,200,64,39,27,4,0,413,0,0,3,40,15,8,3,5,0,76,0,0,0,24,11,11,0,0,5,52,11,44,169,1663,335,197,185,142,59,2805,85,104,421,1831,443,339,206,108,34,3566,1400,1859,4621,24405,6096,4889,3432,1739,528,48987,4,0,0,9,0,3,0,0,0,20,1216,1416,2180,7136,2110,1857,1601,931,435,18894,0,0,4,21,0,0,0,0,0,32,0,0,0,12,3,7,4,0,0,27,0,3,25,382,20,12,6,0,0,453,0,0,7,17,0,0,3,0,0,31,0,0,15,134,21,30,17,4,0,223
SED10081,0,0,0,0,3,0,5,0,0,13,0,6,4,33,17,16,7,0,0,84,0,0,0,15,5,5,0,0,0,21,0,0,8,89,0,0,0,0,0,95,0,6,8,11,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,4,4,0,0,15,9,12,12,4,0,53,10,29,18,109,17,4,5,0,0,177,0,0,0,3,0,0,4,5,0,17,4,4,0,4,6,3,0,0,0,28,0,15,10,92,29,26,29,14,5,219,149,392,369,743,372,378,355,249,104,3115,2702,5890,4764,9362,4622,4779,4385,2512,781,39805,0,0,0,0,0,0,0,0,0,0,2158,4881,3964,8059,4081,4392,3728,2463,1024,34753,0,0,0,9,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,17,0,9,4,0,0,38
SED10082,0,7,7,5,3,5,3,0,0,34,0,26,31,92,106,67,44,26,4,396,0,4,0,12,9,8,3,11,0,49,0,3,0,4,0,0,3,0,0,14,0,4,5,8,9,0,0,0,0,27,0,0,0,0,6,4,5,0,0,16,3,11,22,29,44,25,16,16,0,164,0,4,9,9,9,6,0,0,0,29,0,7,4,11,18,17,17,8,0,87,0,0,5,3,11,6,0,3,0,29,3,33,16,102,102,97,108,99,39,604,51,165,133,299,168,171,175,151,105,1421,2023,5158,4385,7507,4964,4874,4573,2965,1000,37447,0,0,0,0,0,0,0,0,0,0,1847,4423,3672,6165,3987,4062,3837,2289,1076,31361,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,4,0,0,0,11,0,0,0,48,7,8,8,0,0,73,0,3,0,3,4,0,0,0,0,14,0,12,10,36,33,18,11,3,0,122
SED10083,0,0,0,0,0,5,6,0,0,7,0,5,16,50,48,21,25,11,3,184,0,0,0,10,3,0,7,4,4,31,0,0,0,0,0,0,0,0,0,10,0,7,0,13,4,3,0,0,0,28,0,0,0,0,4,5,0,0,0,11,0,3,4,25,19,15,28,10,0,104,0,7,0,5,11,0,3,0,0,29,0,0,0,9,8,8,11,5,5,54,0,4,3,9,8,0,3,5,0,28,0,14,17,108,85,96,94,73,33,518,80,207,202,405,213,197,211,135,84,1738,2261,4992,4417,8767,4521,4540,4076,2266,846,36685,0,0,0,3,0,0,0,0,0,6,2003,4296,3634,7459,3841,3913,3378,1933,1093,31540,0,0,0,17,0,0,0,0,0,23,0,0,0,6,0,0,3,0,0,9,0,0,0,30,9,0,3,0,0,39,0,0,0,0,0,0,0,0,0,3,0,0,0,31,12,15,9,3,0,71
SED10084,0,5,4,0,4,3,3,0,0,23,0,16,6,67,35,29,28,13,5,202,0,0,0,6,0,4,0,4,0,17,0,0,0,5,0,0,0,0,0,7,0,8,12,15,3,0,4,3,0,50,0,0,0,3,9,3,0,0,0,12,3,17,15,32,36,31,30,13,7,174,0,0,3,6,5,0,0,0,0,17,0,0,6,7,14,15,17,8,9,74,0,0,9,7,7,3,15,0,0,37,7,24,21,123,61,73,87,71,39,492,99,278,233,581,332,336,314,257,128,2547,2001,4926,3847,7980,4780,5243,5409,3414,1295,38895,0,0,0,0,0,0,0,0,0,0,1776,3992,3316,6567,3934,4680,4423,2672,1364,32724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,10,0,9,14,153,18,3,0,0,0,191,0,0,0,0,0,0,0,0,0,0,0,7,4,59,18,26,8,8,0,138
SED10085,0,0,0,0,0,0,0,0,0,3,0,13,20,55,32,16,5,6,0,139,0,0,0,12,9,3,0,0,0,22,0,0,0,5,0,0,0,0,0,5,0,0,13,15,3,0,0,0,0,38,0,0,0,4,0,0,0,0,0,3,0,0,10,15,8,15,12,0,0,62,0,0,4,17,12,4,0,0,0,35,0,0,0,0,0,8,7,0,0,17,0,5,3,15,10,7,0,0,0,41,0,16,18,128,31,40,32,35,10,300,121,324,401,694,378,440,384,222,51,3021,2289,5607,4817,9282,5122,5507,4474,2264,600,39970,0,0,0,0,0,0,0,0,0,0,2041,4816,3672,7674,4358,4389,3412,1870,807,33035,0,0,0,8,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,4,6,4,0,0,0,0,15,0,0,0,5,0,0,0,0,0,5,0,0,3,15,7,9,0,0,0,37
SED10086,3,41,22,23,17,13,15,16,4,155,4,47,99,549,451,450,364,178,57,2203,0,0,0,14,6,5,5,3,0,47,0,0,0,20,10,0,0,0,0,35,0,3,4,16,7,4,4,0,0,38,0,0,0,28,14,12,4,3,0,62,20,75,75,251,82,75,30,13,3,623,0,5,10,11,22,8,0,0,0,62,0,0,6,54,13,5,8,5,0,97,0,0,0,14,17,19,8,5,3,64,17,67,95,1045,376,318,449,267,131,2762,60,178,211,765,218,173,117,109,55,1883,2025,4222,3839,12931,4984,3944,3278,1977,770,37972,0,0,0,0,0,0,0,0,0,0,1812,3398,3085,6664,2790,2136,1699,1117,521,23222,0,0,0,5,3,0,0,0,0,15,0,0,0,5,6,4,0,0,0,20,0,3,40,412,23,15,11,0,0,506,0,0,0,0,0,0,0,0,0,3,0,10,13,171,32,27,9,3,6,268
SED10087,0,0,0,0,0,0,0,0,0,12,0,17,30,66,36,16,8,9,0,175,0,11,9,52,23,4,0,0,0,92,0,0,0,11,0,4,0,0,0,15,0,3,4,22,4,0,0,0,0,39,3,10,0,0,0,0,0,0,0,15,8,9,3,14,13,7,11,3,0,59,0,5,17,27,5,8,0,0,0,56,0,0,0,7,3,0,3,6,0,18,0,0,3,12,8,9,6,0,0,39,7,37,43,160,59,38,42,33,8,433,118,293,398,581,304,291,252,215,78,2534,2701,5728,5627,10168,4569,4638,3874,2159,737,40196,0,3,8,6,6,3,0,0,0,22,2545,4775,4946,8454,3999,4120,3397,2016,1003,35255,0,3,4,30,3,0,0,0,0,38,0,0,0,0,0,5,0,0,0,3,0,0,0,9,4,0,0,0,0,16,0,0,0,0,0,0,0,0,0,4,0,0,0,11,7,9,4,3,0,29
SED10088,4,28,20,11,6,4,4,5,0,81,0,24,29,178,128,77,38,21,5,503,0,0,0,8,5,4,3,8,0,31,0,3,0,18,9,9,13,6,0,43,0,5,14,45,10,13,4,0,0,89,0,0,0,18,15,12,9,4,0,58,6,37,38,66,64,45,15,10,0,279,0,5,12,31,17,24,3,5,0,94,0,6,0,31,33,12,9,9,0,99,0,0,0,12,14,6,9,0,0,43,9,66,57,518,300,242,178,127,25,1531,44,116,134,335,157,128,99,79,59,1160,2469,5653,5349,10279,6160,4835,3211,2084,827,40861,0,0,0,6,0,0,3,0,0,10,2198,4693,3800,5804,3722,2583,1979,1620,781,27180,0,0,0,15,3,0,0,0,0,17,0,0,0,17,7,15,13,0,0,61,0,12,40,493,48,18,7,0,0,633,0,0,0,8,3,3,0,0,0,11,0,3,22,86,58,34,19,4,0,223
SED10089,0,0,5,20,0,6,0,0,0,40,0,15,32,51,33,13,6,0,0,149,0,4,10,33,15,15,4,4,4,89,0,0,3,13,0,0,0,0,0,18,0,3,14,21,7,0,0,0,0,46,0,0,0,3,0,4,4,3,0,16,0,4,15,38,21,10,11,5,0,108,0,18,29,60,20,15,6,3,0,146,0,3,0,5,6,10,8,3,8,37,0,4,18,22,12,0,0,0,0,52,19,129,151,368,100,79,73,69,36,1019,75,178,392,519,173,173,154,141,78,1890,2539,5301,6790,12107,4922,4424,3626,2204,839,42742,6,35,17,66,8,5,0,0,0,127,2253,4383,5418,8962,4150,3786,3265,2021,1215,35461,0,16,8,69,4,3,0,0,0,104,0,0,0,7,8,13,9,3,0,46,0,0,0,27,4,0,0,0,0,38,0,0,0,9,0,3,3,0,0,20,0,8,3,47,18,7,5,0,3,82
SED10090,6,48,27,64,27,28,21,0,0,222,5,25,23,183,100,77,67,26,7,506,0,0,3,35,13,12,15,3,5,91,3,31,21,197,65,25,41,15,3,391,3,10,34,106,27,15,4,0,0,197,0,3,0,21,11,14,9,0,3,69,22,74,50,93,81,53,31,17,7,434,0,10,16,66,55,23,28,5,0,198,0,0,0,13,15,13,5,0,0,49,0,0,0,14,8,3,3,3,0,32,6,95,56,493,236,145,153,111,56,1369,62,134,133,408,169,103,119,73,48,1245,2479,5658,4591,12175,5888,4489,3518,1909,771,41480,0,0,0,8,0,5,0,0,0,13,2057,4277,2992,5410,2919,2215,1788,1071,685,23420,0,4,0,30,0,5,0,0,0,39,0,0,0,3,0,3,0,0,0,13,0,14,15,137,23,4,7,0,0,198,0,0,3,9,0,0,4,0,0,21,0,13,5,54,28,20,14,7,0,147
SED10091,0,12,7,4,6,8,3,3,0,35,0,9,11,31,33,28,15,18,9,148,0,0,0,12,9,9,3,0,0,27,0,0,4,5,3,0,3,0,0,10,0,9,3,16,5,3,0,0,0,38,0,0,0,4,3,3,0,0,0,11,0,13,10,29,13,22,18,13,4,121,0,0,0,11,6,5,0,0,0,25,0,0,3,3,5,9,10,7,3,48,0,0,0,8,5,5,0,4,0,27,0,18,11,116,98,125,153,95,32,644,75,223,216,418,253,213,226,192,129,1945,2703,5805,4985,9332,5370,4817,4378,2678,837,40907,0,0,0,0,0,0,0,0,0,0,2464,5109,4251,8037,4464,3920,3348,1953,658,34202,0,0,0,10,0,0,0,0,0,13,0,0,0,9,0,3,0,0,0,20,0,0,0,6,0,0,4,0,0,11,0,0,0,11,4,4,0,0,0,22,0,6,6,13,15,22,11,8,6,84
SED10092,0,5,4,11,8,3,0,0,0,31,0,7,8,49,15,11,11,9,0,118,0,0,14,31,4,3,10,3,0,63,0,3,0,21,4,0,0,0,0,27,0,12,48,55,12,7,0,0,0,139,0,0,5,31,40,56,16,27,4,185,5,10,31,46,25,13,19,4,0,147,4,9,50,71,31,49,34,17,0,259,0,0,0,6,8,20,18,9,7,65,0,0,4,12,4,7,0,0,0,19,21,120,150,431,240,302,295,230,89,1867,96,239,277,676,287,239,218,175,71,2273,2282,4320,5992,12019,4950,5203,4086,2502,962,42327,0,0,0,5,0,0,0,0,0,17,1961,3553,5014,7910,3466,3277,2150,1330,679,29343,0,4,7,36,5,5,0,0,0,55,0,0,0,32,10,24,16,15,0,102,0,0,6,33,4,3,3,0,0,50,0,4,0,4,0,5,0,0,0,11,0,9,9,65,16,17,4,0,3,114
SED10093,0,0,0,4,4,5,9,4,0,25,0,10,18,45,42,23,15,11,0,165,0,0,0,7,4,0,3,0,0,25,0,0,0,0,0,0,0,0,0,6,0,7,4,27,7,7,0,0,0,56,0,0,0,3,0,3,4,3,0,13,0,14,10,46,14,14,17,8,0,120,0,4,3,20,11,5,5,0,0,47,0,0,0,5,9,11,4,9,4,39,0,0,8,22,12,9,5,0,0,61,0,15,22,100,109,102,112,101,26,582,100,254,226,534,275,235,246,208,100,2171,2630,5624,5159,9650,5007,4697,4006,2492,840,40098,0,0,0,0,0,0,0,0,0,4,2440,4841,4523,8196,4177,3735,3163,1971,976,34033,0,0,0,6,0,0,0,0,0,12,0,0,0,0,4,0,0,0,0,5,0,0,0,21,0,0,0,0,0,26,0,0,0,16,5,0,0,0,0,19,0,3,0,24,14,9,8,4,0,62
SED19494,0,0,0,0,0,0,0,0,0,3,0,0,5,10,3,0,6,0,0,26,0,0,0,3,0,0,0,0,0,5,0,0,0,8,0,0,0,0,0,13,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,9,7,16,5,3,4,0,0,33,0,0,0,6,3,5,3,0,0,19,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,4,3,4,12,56,17,17,18,3,0,132,79,160,218,814,375,289,120,30,7,2087,258,382,658,2271,1010,949,648,166,19,6375,0,0,0,0,0,0,0,0,0,0,109,203,390,775,368,422,252,64,17,2601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,6,0,0,7,9,0,3,0,0,0,15
SED19797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
