SED_CODE_2021,MOL_SAL_Filipin_UOLSE_NWorNAA,MOL_SAL_Filipin_UOLSE_Tot,MOL_SAL_Filipin_NS,MOL_SAL_Filipin_Tot,MOL_SAL_Indon_SEO,MOL_SAL_Indon_UOLSE_VWorW,MOL_SAL_Indon_UOLSE_NWorNAA,MOL_SAL_Indon_UOLSE_Tot,MOL_SAL_Indon_NS,MOL_SAL_Indon_Tot,MOL_SAL_Tagalog_SEO,MOL_SAL_Tagalog_UOLSE_VWorW,MOL_SAL_Tagalog_UOLSE_NWorNAA,MOL_SAL_Tagalog_UOLSE_Tot,MOL_SAL_Tagalog_NS,MOL_SAL_Tagalog_Tot,MOL_SAL_Oth_SEO,MOL_SAL_Oth_UOLSE_VWorW,MOL_SAL_Oth_UOLSE_NWorNAA,MOL_SAL_Oth_UOLSE_Tot,MOL_SAL_Oth_NS,MOL_SAL_Oth_Tot,MOL_SAL_Tot_SEO,MOL_SAL_Tot_UOLSE_VWorW,MOL_SAL_Tot_UOLSE_NWorNAA,MOL_SAL_Tot_UOLSE_Tot,MOL_SAL_Tot_NS,MOL_SAL_Tot_Tot,MOL_Spanish_SEO,MOL_Spanish_UOLSE_VWorW,MOL_Spanish_UOLSE_NWorNAA,MOL_Spanish_UOLSE_Tot,MOL_Spanish_NS,MOL_Spanish_Tot,MOL_Tamil_SEO,MOL_Tamil_UOLSE_VWorW,MOL_Tamil_UOLSE_NWorNAA,MOL_Tamil_UOLSE_Tot,MOL_Tamil_NS,MOL_Tamil_Tot,MOL_Thai_SEO,MOL_Thai_UOLSE_VWorW,MOL_Thai_UOLSE_NWorNAA,MOL_Thai_UOLSE_Tot,MOL_Thai_NS,MOL_Thai_Tot,MOL_Turkish_SEO,MOL_Turkish_UOLSE_VWorW,MOL_Turkish_UOLSE_NWorNAA,MOL_Turkish_UOLSE_Tot,MOL_Turkish_NS,MOL_Turkish_Tot,MOL_Vietnamese_SEO,MOL_Vietnamese_UOLSE_VWorW,MOL_Vietnamese_UOLSE_NWorNAA,MOL_Vietnamese_UOLSE_Tot,MOL_Vietnamese_NS,MOL_Vietnamese_Tot,MOL_Oth_SEO,MOL_Oth_UOLSE_VWorW,MOL_Oth_UOLSE_NWorNAA,MOL_Oth_UOLSE_Tot,MOL_Oth_NS,MOL_Oth_Tot,MOL_Tot_SEO,MOL_Tot_UOLSE_VWorW,MOL_Tot_UOLSE_NWorNAA,MOL_Tot_UOLSE_Tot,MOL_Tot_NS,MOL_Tot_Tot,M_LUatH_NS_SEO,M_LUatH_NS_UOLSE_VWorW,M_LUatH_NS_UOLSE_NWorNAA,M_LUatH_NS_UOLSE_Tot,M_LUatH_NS_NS,M_LUatH_NS_Tot,M_Tot_SEO,M_Tot_UOLSE_VWorW,M_Tot_UOLSE_NWorNAA,M_Tot_UOLSE_Tot,M_Tot_NS,M_Tot_Tot,FSEO_SEO,FSEO_UOLSE_VWorW,FSEO_UOLSE_NWorNAA,FSEO_UOLSE_Tot,FSEO_NS,FSEO_Tot,FOL_Afrikaans_SEO,FOL_Afrikaans_UOLSE_VWorW,FOL_Afrikaans_UOLSE_NWorNAA,FOL_Afrikaans_UOLSE_Tot,FOL_Afrikaans_NS,FOL_Afrikaans_Tot,FOL_Arabic_SEO,FOL_Arabic_UOLSE_VWorW,FOL_Arabic_UOLSE_NWorNAA,FOL_Arabic_UOLSE_Tot,FOL_Arabic_NS,FOL_Arabic_Tot,FOL_AIndLng_SEO,FOL_AIndLng_UOLSE_VWorW,FOL_AIndLng_UOLSE_NWorNAA,FOL_AIndLng_UOLSE_Tot,FOL_AIndLng_NS,FOL_AIndLng_Tot,FOL_CL_Canton_SEO,FOL_CL_Canton_UOLSE_VWorW,FOL_CL_Canton_UOLSE_NWorNAA,FOL_CL_Canton_UOLSE_Tot,FOL_CL_Canton_NS,FOL_CL_Canton_Tot,FOL_CL_Mandarin_SEO,FOL_CL_Mandarin_UOLSE_VWorW,FOL_CL_Mandarin_UOLSE_NWorNAA,FOL_CL_Mandarin_UOLSE_Tot,FOL_CL_Mandarin_NS,FOL_CL_Mandarin_Tot,FOL_CL_Oth_SEO,FOL_CL_Oth_UOLSE_VWorW,FOL_CL_Oth_UOLSE_NWorNAA,FOL_CL_Oth_UOLSE_Tot,FOL_CL_Oth_NS,FOL_CL_Oth_Tot,FOL_CL_Tot_SEO,FOL_CL_Tot_UOLSE_VWorW,FOL_CL_Tot_UOLSE_NWorNAA,FOL_CL_Tot_UOLSE_Tot,FOL_CL_Tot_NS,FOL_CL_Tot_Tot,FOL_Croatian_SEO,FOL_Croatian_UOLSE_VWorW,FOL_Croatian_UOLSE_NWorNAA,FOL_Croatian_UOLSE_Tot,FOL_Croatian_NS,FOL_Croatian_Tot,FOL_French_SEO,FOL_French_UOLSE_VWorW,FOL_French_UOLSE_NWorNAA,FOL_French_UOLSE_Tot,FOL_French_NS,FOL_French_Tot,FOL_German_SEO,FOL_German_UOLSE_VWorW,FOL_German_UOLSE_NWorNAA,FOL_German_UOLSE_Tot,FOL_German_NS,FOL_German_Tot,FOL_Greek_SEO,FOL_Greek_UOLSE_VWorW,FOL_Greek_UOLSE_NWorNAA,FOL_Greek_UOLSE_Tot,FOL_Greek_NS,FOL_Greek_Tot,FOL_IAL_Bengali_SEO,FOL_IAL_Bengali_UOLSE_VWorW,FOL_IAL_Bengali_UOLSE_NWorNAA,FOL_IAL_Bengali_UOLSE_Tot,FOL_IAL_Bengali_NS,FOL_IAL_Bengali_Tot,FOL_IAL_Guj_SEO,FOL_IAL_Guj_UOLSE_VWorW,FOL_IAL_Guj_UOLSE_NWorNAA,FOL_IAL_Guj_UOLSE_Tot,FOL_IAL_Guj_NS,FOL_IAL_Guj_Tot,FOL_IAL_Hindi_SEO,FOL_IAL_Hindi_UOLSE_VWorW,FOL_IAL_Hindi_UOLSE_NWorNAA,FOL_IAL_Hindi_UOLSE_Tot,FOL_IAL_Hindi_NS,FOL_IAL_Hindi_Tot,FOL_IAL_Nepali_SEO,FOL_IAL_Nepali_UOLSE_VWorW,FOL_IAL_Nepali_UOLSE_NWorNAA,FOL_IAL_Nepali_UOLSE_Tot,FOL_IAL_Nepali_NS,FOL_IAL_Nepali_Tot,FOL_IAL_Punjabi_SEO,FOL_IAL_Punjabi_UOLSE_VWorW,FOL_IAL_Punjabi_UOLSE_NWorNAA,FOL_IAL_Punjabi_UOLSE_Tot,FOL_IAL_Punjabi_NS,FOL_IAL_Punjabi_Tot,FOL_IAL_Sinhal_SEO,FOL_IAL_Sinhal_UOLSE_VWorW,FOL_IAL_Sinhal_UOLSE_NWorNAA,FOL_IAL_Sinhal_UOLSE_Tot,FOL_IAL_Sinhal_NS,FOL_IAL_Sinhal_Tot,FOL_IAL_Urdu_SEO,FOL_IAL_Urdu_UOLSE_VWorW,FOL_IAL_Urdu_UOLSE_NWorNAA,FOL_IAL_Urdu_UOLSE_Tot,FOL_IAL_Urdu_NS,FOL_IAL_Urdu_Tot,FOL_IAL_Oth_SEO,FOL_IAL_Oth_UOLSE_VWorW,FOL_IAL_Oth_UOLSE_NWorNAA,FOL_IAL_Oth_UOLSE_Tot
SED10059,4,77,0,76,..,317,17,337,4,335,..,101,4,103,0,104,..,73,9,86,0,86,..,561,33,600,8,603,..,747,52,796,7,803,..,84,0,84,0,82,..,228,108,337,3,343,..,92,15,105,0,112,..,313,78,391,4,392,..,714,60,775,19,794,..,8129,1154,9288,84,9372,..,144,23,171,2704,2870,29469,8270,1181,9452,2789,41704,26108,..,..,..,..,26108,..,25,0,25,0,25,..,205,32,231,0,231,..,39,0,44,0,47,..,585,232,812,7,814,..,1746,378,2118,9,2123,..,84,17,94,0,94,..,2404,619,3030,13,3043,..,46,10,56,0,60,..,347,7,354,0,358,..,220,7,228,0,228,..,448,172,624,9,632,..,77,3,80,0,80,..,15,0,18,0,18,..,139,0,139,3,144,..,56,0,56,0,56,..,31,0,31,0,31,..,40,0,40,0,40,..,27,0,29,0,29,..,34,0,34
SED10060,3,80,0,80,..,63,0,60,0,60,..,102,0,102,0,104,..,23,4,26,0,26,..,258,8,262,0,266,..,469,25,492,6,502,..,69,0,72,0,72,..,102,26,126,0,133,..,68,8,71,0,71,..,79,7,85,0,90,..,659,53,711,19,728,..,6945,626,7576,85,7661,..,117,6,122,1478,1606,27681,7066,628,7692,1570,36943,30197,..,..,..,..,30197,..,97,0,97,0,103,..,102,5,109,0,109,..,3,0,3,0,3,..,986,141,1128,0,1133,..,1610,349,1962,13,1975,..,76,12,91,0,91,..,2678,500,3178,17,3192,..,56,0,60,0,59,..,373,7,376,6,381,..,260,5,264,0,266,..,194,16,206,0,206,..,44,4,49,0,49,..,37,0,38,0,38,..,297,11,302,0,306,..,102,0,102,6,101,..,46,0,48,0,48,..,41,8,46,0,46,..,44,3,44,0,47,..,81,0,78
SED10061,0,57,0,60,..,20,5,20,0,20,..,47,0,47,0,51,..,24,0,26,0,28,..,143,7,150,3,158,..,63,0,64,0,64,..,13,0,13,0,19,..,30,10,38,0,39,..,8,0,10,0,10,..,55,17,72,0,72,..,520,142,666,8,672,..,1869,275,2150,33,2184,..,105,18,129,4383,4512,32215,1975,298,2277,4417,38913,33736,..,..,..,..,33736,..,35,0,35,0,35,..,51,13,66,0,66,..,72,4,75,0,77,..,55,17,72,3,72,..,132,28,158,3,163,..,3,0,3,0,3,..,193,41,236,6,240,..,5,0,3,0,3,..,52,0,52,0,53,..,80,3,81,0,81,..,27,0,27,0,27,..,48,3,50,0,52,..,12,0,12,0,12,..,32,0,34,0,34,..,167,11,176,0,176,..,61,8,71,0,70,..,45,0,45,0,49,..,17,3,21,0,21,..,4,0,7
SED10062,3,142,0,147,..,221,18,242,0,238,..,234,5,241,0,244,..,43,3,48,0,48,..,646,29,672,5,673,..,338,34,380,0,376,..,38,0,38,0,38,..,74,21,95,0,94,..,52,9,62,4,60,..,218,30,253,4,256,..,486,87,574,36,615,..,13273,2439,15710,140,15857,..,144,26,168,1415,1592,21210,13422,2466,15881,1561,38647,21093,..,..,..,..,21093,..,22,0,25,0,25,..,1303,166,1473,13,1481,..,9,0,11,0,11,..,2106,850,2949,17,2965,..,2556,1203,3759,13,3775,..,109,52,158,0,158,..,4769,2103,6871,32,6900,..,390,43,432,5,439,..,71,7,77,0,77,..,79,0,76,0,78,..,1938,194,2132,15,2147,..,137,11,149,0,150,..,40,10,47,0,47,..,194,7,203,0,211,..,795,43,840,7,845,..,40,0,47,0,47,..,42,0,42,0,42,..,58,7,63,0,63,..,32,0,35
SED10063,0,57,0,54,..,18,0,17,0,20,..,85,0,83,0,83,..,24,0,26,0,26,..,177,7,182,0,182,..,42,7,50,0,50,..,33,0,37,0,37,..,16,19,38,0,37,..,5,0,8,0,8,..,24,11,34,0,35,..,312,46,360,16,375,..,1746,230,1974,37,2019,..,97,14,109,2528,2641,35130,1840,244,2085,2572,39788,36468,..,..,..,..,36468,..,76,0,76,0,76,..,36,7,42,0,42,..,52,5,55,0,55,..,35,23,61,3,61,..,95,39,128,0,133,..,5,0,6,0,6,..,131,66,191,3,196,..,22,0,22,0,20,..,20,0,19,0,26,..,59,4,63,0,60,..,31,5,33,0,32,..,20,0,18,0,20,..,15,0,18,0,18,..,48,4,54,0,54,..,131,8,140,0,141,..,54,3,57,0,58,..,22,0,22,0,22,..,50,9,62,0,63,..,4,0,6
SED10064,0,7,0,7,..,28,0,28,0,26,..,20,0,20,0,20,..,3,0,3,0,3,..,54,0,54,0,55,..,37,3,47,0,47,..,0,0,0,0,0,..,21,3,23,0,23,..,0,0,0,0,0,..,11,0,11,0,11,..,282,32,319,13,328,..,881,126,1002,18,1023,..,108,13,118,3435,3552,33656,984,136,1123,3448,38229,35202,..,..,..,..,35202,..,12,0,12,0,12,..,14,0,15,0,15,..,112,7,120,7,132,..,14,12,25,0,27,..,34,33,66,0,65,..,5,3,8,0,8,..,56,47,99,0,102,..,7,0,7,0,7,..,40,0,40,0,44,..,140,5,137,0,143,..,18,0,19,0,19,..,3,0,3,0,3,..,0,0,0,0,0,..,17,0,22,0,22,..,26,4,32,0,32,..,31,10,37,0,37,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0
SED10065,10,316,3,323,..,287,25,312,0,312,..,395,7,401,6,408,..,75,8,80,0,80,..,1064,49,1111,9,1124,..,376,49,432,7,433,..,1172,63,1234,13,1254,..,91,28,116,0,116,..,199,40,243,0,243,..,280,39,321,4,324,..,2897,355,3243,92,3333,..,27235,4796,32027,348,32380,..,270,94,360,2969,3331,21076,27505,4884,32385,3317,56783,19243,..,..,..,..,19243,..,41,0,41,0,41,..,2022,294,2314,7,2323,..,18,0,18,0,18,..,2480,1010,3490,21,3506,..,4378,2113,6485,57,6546,..,143,70,211,3,216,..,7002,3187,10186,80,10264,..,92,10,99,0,99,..,106,0,108,0,109,..,82,3,83,0,84,..,259,68,328,0,329,..,461,31,497,3,498,..,929,122,1058,5,1059,..,2262,154,2416,29,2437,..,1012,18,1032,5,1039,..,701,58,763,11,771,..,258,20,277,0,277,..,677,52,728,6,734,..,541,37,579
SED10066,8,140,0,136,..,34,0,38,0,37,..,203,6,211,3,212,..,24,7,31,4,34,..,394,17,411,7,420,..,176,27,200,4,207,..,86,7,89,3,95,..,55,16,70,3,74,..,54,8,64,0,64,..,56,7,67,0,71,..,773,100,867,25,892,..,4661,556,5217,74,5298,..,117,26,138,2311,2449,33580,4782,580,5361,2388,41325,34498,..,..,..,..,34498,..,23,0,28,3,27,..,270,35,303,6,308,..,37,0,37,0,37,..,108,47,158,0,157,..,332,119,455,5,456,..,22,6,26,0,26,..,457,175,633,7,643,..,77,12,83,0,90,..,57,8,61,0,63,..,76,0,74,0,77,..,166,29,196,0,196,..,75,12,83,0,83,..,61,3,65,0,65,..,263,11,274,5,277,..,158,29,190,0,191,..,300,47,352,3,355,..,84,4,91,4,90,..,131,11,142,0,147,..,43,0,45
SED10067,0,12,0,12,..,18,4,22,0,22,..,38,0,41,0,41,..,5,0,5,0,5,..,71,6,74,0,74,..,248,17,267,3,273,..,0,0,0,0,0,..,29,5,35,4,39,..,14,0,17,0,17,..,35,4,45,0,45,..,481,42,526,11,536,..,2820,206,3025,43,3072,..,110,15,121,1328,1448,32171,2930,217,3145,1377,36693,33382,..,..,..,..,33382,..,72,3,74,0,74,..,44,5,46,0,46,..,7,0,7,0,7,..,49,15,59,0,59,..,131,51,180,0,179,..,4,0,4,0,4,..,186,62,246,0,251,..,121,16,143,0,142,..,193,5,200,0,200,..,343,10,359,10,363,..,59,6,71,4,74,..,9,0,9,0,9,..,9,0,9,0,9,..,22,4,25,0,25,..,16,0,16,0,16,..,24,5,30,0,30,..,0,0,0,0,0,..,4,0,4,0,4,..,4,0,4
SED10068,0,29,0,31,..,8,0,8,0,8,..,44,0,46,0,46,..,8,0,13,0,13,..,87,4,87,0,92,..,71,4,73,0,79,..,20,3,23,0,23,..,31,8,39,0,39,..,19,5,22,0,22,..,32,5,36,0,36,..,296,41,336,14,346,..,1361,144,1505,15,1521,..,101,7,108,1774,1884,35375,1465,153,1613,1789,38785,38270,..,..,..,..,38270,..,49,0,49,0,49,..,41,0,45,0,41,..,66,0,64,3,67,..,49,15,58,0,61,..,68,18,86,0,86,..,8,0,8,0,8,..,123,32,148,0,157,..,22,0,24,0,24,..,72,5,74,0,77,..,95,0,96,0,96,..,29,5,33,0,33,..,7,0,7,0,7,..,20,6,27,0,27,..,28,4,30,0,30,..,60,3,62,0,62,..,34,4,37,0,37,..,11,0,16,0,16,..,15,0,15,0,15,..,6,0,8
SED10069,0,7,0,7,..,6,5,10,0,10,..,29,5,34,0,34,..,22,8,28,0,28,..,72,12,81,0,81,..,66,3,71,0,71,..,8,0,6,0,12,..,30,11,38,0,38,..,13,3,12,0,12,..,30,7,39,0,39,..,255,39,295,3,301,..,1254,165,1421,18,1435,..,97,10,97,1948,2047,34223,1346,174,1520,1968,37710,35132,..,..,..,..,35132,..,52,6,56,0,56,..,23,4,26,0,26,..,37,5,34,0,34,..,17,7,28,0,26,..,75,20,95,0,95,..,10,0,7,0,7,..,102,26,131,0,128,..,38,3,38,0,45,..,68,0,69,0,69,..,86,0,89,4,92,..,62,3,69,0,69,..,4,0,4,0,6,..,0,0,0,0,0,..,22,5,27,0,27,..,40,0,41,0,41,..,23,0,23,0,23,..,0,0,3,0,3,..,8,0,12,0,12,..,0,0,0
SED10070,5,226,0,226,..,93,5,101,0,98,..,435,12,441,5,443,..,33,0,37,0,37,..,775,28,797,6,805,..,734,147,879,5,889,..,2075,219,2295,24,2321,..,34,6,45,0,45,..,350,93,443,7,450,..,744,265,1008,3,1015,..,4779,1150,5932,57,5988,..,20686,3702,24393,196,24587,..,330,107,437,2084,2523,17040,21023,3810,24831,2286,44147,16378,..,..,..,..,16378,..,6,0,6,0,6,..,2874,755,3627,25,3650,..,6,0,6,0,6,..,416,219,633,0,639,..,501,272,768,6,775,..,114,57,170,0,170,..,1028,550,1577,11,1587,..,397,76,467,4,471,..,78,0,82,0,82,..,68,8,74,0,74,..,416,94,512,4,515,..,173,8,182,0,183,..,1085,114,1204,6,1205,..,1227,91,1317,12,1328,..,265,20,285,0,283,..,625,64,687,4,692,..,110,5,112,0,112,..,160,20,180,5,182,..,221,19,237
SED10071,13,739,6,741,..,325,23,353,3,353,..,1191,34,1221,4,1225,..,97,4,100,0,100,..,2330,80,2411,18,2424,..,434,21,453,3,460,..,1286,47,1334,19,1353,..,60,23,81,0,82,..,146,18,161,0,161,..,97,25,125,4,128,..,3156,324,3485,80,3565,..,26255,2066,28322,293,28617,..,309,66,370,3237,3612,29189,26568,2129,28694,3532,61414,28993,..,..,..,..,28993,..,170,3,172,0,171,..,791,53,843,8,855,..,25,0,24,0,24,..,586,187,769,0,774,..,1239,502,1742,13,1757,..,67,15,86,3,86,..,1886,709,2595,17,2613,..,126,9,135,6,139,..,110,4,111,0,116,..,63,0,63,0,64,..,194,15,212,0,210,..,645,47,693,0,692,..,1655,158,1814,16,1828,..,3468,181,3656,25,3678,..,766,84,850,12,862,..,3316,386,3700,26,3727,..,832,41,871,0,876,..,1012,87,1097,13,1119,..,728,31,756
SED10072,10,232,3,240,..,411,29,437,6,448,..,325,16,345,5,346,..,78,15,89,0,94,..,1043,68,1106,18,1125,..,1195,168,1361,0,1365,..,58,0,53,0,56,..,212,72,282,0,286,..,225,28,256,0,255,..,518,79,600,6,612,..,1083,381,1467,44,1510,..,20681,3072,23750,212,23961,..,272,91,366,2738,3103,19633,20951,3162,24116,2950,46699,18625,..,..,..,..,18625,..,21,0,21,0,23,..,2754,430,3185,17,3200,..,18,0,18,0,18,..,1157,463,1622,11,1632,..,2483,741,3226,20,3240,..,108,37,141,4,142,..,3739,1242,4980,25,5008,..,179,23,199,0,199,..,142,11,153,0,153,..,60,0,61,0,65,..,3143,626,3769,19,3787,..,409,48,457,3,466,..,56,8,62,0,62,..,364,21,380,0,379,..,1318,83,1405,11,1418,..,55,0,55,0,59,..,28,0,29,0,29,..,98,4,102,0,102,..,98,0,98
SED10073,4,321,4,322,..,452,29,478,4,488,..,433,7,439,0,442,..,104,10,117,0,115,..,1303,57,1358,10,1372,..,425,25,451,4,455,..,407,5,410,9,419,..,151,29,182,7,187,..,89,6,93,0,95,..,340,39,374,8,379,..,1828,264,2097,70,2165,..,21724,4057,25786,284,26065,..,217,51,264,1842,2109,20838,21948,4105,26051,2123,49010,20078,..,..,..,..,20078,..,29,0,29,0,25,..,707,87,791,4,796,..,0,0,3,0,3,..,3403,1002,4404,28,4424,..,6429,2292,8725,69,8790,..,255,91,344,0,344,..,10087,3384,13471,93,13558,..,107,12,122,0,125,..,105,9,114,0,117,..,102,0,105,0,107,..,253,30,288,0,286,..,278,15,295,0,297,..,103,9,111,0,110,..,807,21,833,4,838,..,326,11,343,0,340,..,159,16,177,3,175,..,175,4,180,4,182,..,269,14,282,3,288,..,191,3,195
SED10074,7,252,4,253,..,133,6,140,0,140,..,356,8,367,0,369,..,44,0,44,0,42,..,768,27,791,7,800,..,305,32,340,9,349,..,1758,159,1914,19,1932,..,45,6,55,0,55,..,230,48,280,0,280,..,123,24,151,3,153,..,1977,242,2214,59,2269,..,15842,1930,17772,189,17956,..,193,40,235,1792,2029,22962,16039,1967,18006,1981,42951,23302,..,..,..,..,23302,..,43,0,43,0,43,..,1089,186,1274,3,1277,..,16,0,16,0,16,..,670,283,951,4,958,..,1014,451,1461,10,1471,..,68,17,90,0,90,..,1754,751,2502,17,2516,..,153,28,178,0,178,..,96,3,98,0,101,..,53,0,52,0,50,..,284,66,344,5,347,..,304,30,332,5,335,..,797,88,883,4,885,..,1363,76,1443,5,1443,..,493,40,528,7,538,..,842,74,916,5,925,..,267,11,275,0,277,..,300,25,328,0,328,..,404,18,425
SED10075,0,42,0,42,..,14,0,14,0,15,..,56,0,64,0,63,..,20,0,20,0,20,..,127,3,131,3,135,..,311,40,349,5,353,..,11,0,9,0,9,..,31,9,38,0,36,..,158,30,189,0,192,..,80,23,112,0,112,..,460,67,520,18,539,..,3730,505,4234,54,4292,..,157,14,165,1874,2041,36932,3890,516,4405,1934,43277,38366,..,..,..,..,38366,..,25,0,25,0,25,..,159,19,180,0,177,..,25,0,25,0,23,..,68,14,79,0,80,..,114,39,151,4,162,..,9,0,11,0,11,..,189,58,246,7,253,..,106,22,125,0,125,..,35,0,35,0,36,..,122,6,123,0,123,..,195,23,219,0,217,..,23,0,23,0,23,..,8,0,8,0,8,..,46,4,57,0,57,..,18,0,18,0,18,..,21,5,21,0,21,..,32,3,35,0,35,..,63,3,63,0,63,..,5,0,7
SED10076,0,33,0,30,..,18,0,18,0,18,..,53,0,57,0,56,..,9,0,9,0,9,..,111,0,113,4,116,..,95,12,113,7,115,..,8,0,8,0,8,..,30,6,42,0,42,..,12,0,10,0,10,..,23,7,33,0,32,..,305,39,346,11,358,..,1620,203,1823,36,1855,..,94,6,100,2349,2446,33350,1714,210,1917,2385,37651,34507,..,..,..,..,34507,..,24,0,26,0,26,..,34,6,38,0,38,..,42,0,41,0,45,..,41,24,63,0,64,..,67,12,82,0,85,..,4,4,12,0,12,..,116,41,161,0,159,..,68,10,75,0,74,..,42,0,45,0,45,..,105,0,109,0,113,..,113,24,130,0,132,..,14,0,19,0,19,..,15,3,20,0,20,..,44,0,40,0,40,..,42,0,43,0,43,..,37,3,40,0,40,..,22,0,22,0,24,..,18,0,18,0,18,..,0,0,0
SED10077,5,254,7,256,..,303,27,334,4,340,..,270,3,271,0,275,..,96,14,113,0,115,..,915,47,966,12,976,..,509,76,585,5,594,..,1237,58,1289,16,1307,..,169,96,269,0,266,..,136,19,154,0,154,..,845,128,976,9,978,..,1927,182,2110,55,2166,..,25135,5241,30383,261,30647,..,296,80,376,2513,2890,17663,25431,5320,30751,2780,51196,16160,..,..,..,..,16160,..,14,0,14,0,14,..,1638,219,1859,8,1867,..,3,0,3,0,3,..,2842,1084,3930,30,3956,..,5120,2652,7769,44,7807,..,248,118,362,3,364,..,8207,3853,12059,75,12130,..,214,33,243,0,250,..,97,6,102,0,105,..,49,0,52,0,50,..,749,194,939,0,940,..,224,14,235,0,239,..,124,10,132,3,132,..,889,44,933,3,941,..,2727,58,2787,8,2796,..,185,15,196,0,203,..,70,3,73,0,73,..,272,30,300,3,306,..,185,14,206
SED10078,0,146,5,151,..,142,10,155,0,156,..,194,9,199,0,201,..,60,7,69,0,69,..,535,32,567,6,575,..,516,62,581,4,585,..,112,7,119,0,118,..,179,77,253,4,259,..,148,31,185,4,184,..,839,364,1202,6,1211,..,657,108,767,22,791,..,10872,2449,13319,117,13435,..,174,36,212,1678,1889,24013,11045,2487,13533,1798,39337,24820,..,..,..,..,24820,..,11,0,11,0,11,..,675,174,857,9,860,..,29,0,32,0,32,..,768,384,1149,8,1159,..,1459,651,2115,5,2122,..,86,46,135,0,133,..,2317,1082,3404,13,3412,..,103,18,122,0,122,..,170,6,176,3,183,..,123,7,126,0,127,..,1195,567,1760,14,1774,..,105,11,115,0,122,..,34,0,37,0,37,..,197,14,210,3,209,..,648,39,692,3,699,..,27,3,28,0,27,..,30,0,32,0,34,..,31,4,34,0,39,..,51,5,54
SED10079,0,12,0,12,..,32,0,32,0,28,..,23,0,23,0,23,..,11,0,8,0,10,..,67,5,70,0,68,..,68,6,74,0,74,..,4,0,6,0,6,..,33,4,34,0,34,..,8,6,6,0,6,..,10,5,16,0,16,..,227,38,267,8,273,..,984,127,1106,16,1122,..,90,0,96,1474,1570,33645,1077,131,1202,1491,36339,34803,..,..,..,..,34803,..,40,0,40,0,42,..,38,7,39,0,37,..,14,0,14,0,14,..,40,4,41,0,41,..,60,16,77,0,73,..,11,4,13,0,13,..,108,23,126,0,131,..,12,0,16,0,16,..,41,0,40,0,42,..,65,0,65,0,64,..,42,7,50,0,50,..,9,4,12,0,12,..,8,0,12,0,12,..,10,0,12,0,12,..,3,0,3,0,3,..,16,0,16,0,16,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0
SED10080,3,136,0,137,..,1247,150,1405,9,1409,..,166,4,171,0,168,..,249,29,275,0,275,..,1796,184,1982,14,1991,..,1008,68,1075,6,1086,..,89,0,93,0,92,..,1051,697,1743,12,1748,..,122,17,139,0,140,..,376,38,415,0,415,..,821,80,905,21,926,..,12866,2242,15111,104,15213,..,194,60,253,3653,3908,29865,13064,2298,15362,3761,48987,24619,..,..,..,..,24619,..,28,0,26,0,26,..,138,7,141,0,149,..,12,3,11,0,11,..,1025,293,1313,8,1326,..,2654,796,3452,8,3461,..,171,37,204,0,204,..,3846,1127,4969,20,4988,..,48,0,47,4,49,..,491,11,503,0,505,..,201,3,205,3,208,..,257,19,277,0,277,..,53,0,55,0,55,..,43,4,48,0,48,..,308,5,316,7,320,..,60,4,60,0,60,..,32,0,32,0,32,..,27,0,27,0,27,..,41,0,44,0,44,..,50,3,50
SED10081,0,86,3,90,..,15,0,15,0,15,..,149,6,151,0,157,..,23,0,18,0,18,..,269,11,275,3,281,..,34,5,42,4,41,..,21,4,23,0,23,..,11,8,23,0,23,..,9,0,9,0,9,..,106,68,175,0,175,..,378,61,433,15,452,..,1703,362,2062,39,2097,..,100,11,103,2896,3006,34696,1798,364,2172,2936,39805,36008,..,..,..,..,36008,..,40,5,42,0,42,..,40,8,45,0,45,..,141,0,144,0,144,..,35,17,52,0,53,..,121,96,218,0,219,..,0,0,0,0,0,..,160,117,269,5,276,..,7,0,7,0,7,..,40,0,40,0,37,..,32,0,33,0,33,..,13,4,16,0,16,..,17,0,17,0,17,..,22,0,19,0,19,..,47,0,50,0,52,..,103,6,110,0,109,..,94,7,103,5,104,..,10,0,10,0,10,..,25,4,31,0,33,..,3,6,3
SED10082,0,12,0,12,..,31,0,31,0,31,..,30,0,30,0,30,..,9,0,8,0,8,..,84,0,89,0,89,..,148,19,165,4,166,..,20,0,25,0,25,..,32,0,34,0,34,..,17,0,15,0,15,..,34,6,38,0,42,..,315,42,353,15,377,..,1892,204,2099,35,2138,..,97,13,116,1438,1549,33766,1992,216,2211,1476,37447,35839,..,..,..,..,35839,..,109,0,114,0,114,..,64,7,76,0,76,..,13,0,13,0,13,..,64,18,80,0,80,..,170,60,228,0,231,..,10,0,9,0,9,..,241,78,318,0,325,..,36,4,35,0,35,..,104,0,103,0,108,..,145,5,152,0,155,..,70,4,73,0,73,..,4,0,4,0,4,..,8,0,8,0,8,..,44,0,44,0,44,..,14,0,10,0,10,..,29,5,34,0,34,..,15,0,15,0,15,..,11,0,11,0,11,..,5,0,5
