SED_CODE_2021,FOL_IAL_Oth_NS,FOL_IAL_Oth_Tot,FOL_IAL_Tot_SEO,FOL_IAL_Tot_UOLSE_VWorW,FOL_IAL_Tot_UOLSE_NWorNAA,FOL_IAL_Tot_UOLSE_Tot,FOL_IAL_Tot_NS,FOL_IAL_Tot_Tot,FOL_Italian_SEO,FOL_Italian_UOLSE_VWorW,FOL_Italian_UOLSE_NWorNAA,FOL_Italian_UOLSE_Tot,FOL_Italian_NS,FOL_Italian_Tot,FOL_Japan_SEO,FOL_Japan_UOLSE_VWorW,FOL_Japan_UOLSE_NWorNAA,FOL_Japan_UOLSE_Tot,FOL_Japan_NS,FOL_Japan_Tot,FOL_Khmer_SEO,FOL_Khmer_UOLSE_VWorW,FOL_Khmer_UOLSE_NWorNAA,FOL_Khmer_UOLSE_Tot,FOL_Khmer_NS,FOL_Khmer_Tot,FOL_Korean_SEO,FOL_Korean_UOLSE_VWorW,FOL_Korean_UOLSE_NWorNAA,FOL_Korean_UOLSE_Tot,FOL_Korean_NS,FOL_Korean_Tot,FOL_Macedon_SEO,FOL_Macedon_UOLSE_VWorW,FOL_Macedon_UOLSE_NWorNAA,FOL_Macedon_UOLSE_Tot,FOL_Macedon_NS,FOL_Macedon_Tot,FOL_Malayalam_SEO,FOL_Malayalam_UOLSE_VWorW,FOL_Malayalam_UOLSE_NWorNAA,FOL_Malayalam_UOLSE_Tot,FOL_Malayalam_NS,FOL_Malayalam_Tot,FOL_Persian_ED_SEO,FOL_Persian_ED_UOLSE_VWorW,FOL_Persian_ED_UOLSE_NWorNAA,FOL_Persian_ED_UOLSE_Tot,FOL_Persian_ED_NS,FOL_Persian_ED_Tot,FOL_Polish_SEO,FOL_Polish_UOLSE_VWorW,FOL_Polish_UOLSE_NWorNAA,FOL_Polish_UOLSE_Tot,FOL_Polish_NS,FOL_Polish_Tot,FOL_Portuguese_SEO,FOL_Portuguese_UOLSE_VWorW,FOL_Portuguese_UOLSE_NWorNAA,FOL_Portuguese_UOLSE_Tot,FOL_Portuguese_NS,FOL_Portuguese_Tot,FOL_Russian_SEO,FOL_Russian_UOLSE_VWorW,FOL_Russian_UOLSE_NWorNAA,FOL_Russian_UOLSE_Tot,FOL_Russian_NS,FOL_Russian_Tot,FOL_Samoan_SEO,FOL_Samoan_UOLSE_VWorW,FOL_Samoan_UOLSE_NWorNAA,FOL_Samoan_UOLSE_Tot,FOL_Samoan_NS,FOL_Samoan_Tot,FOL_Serbian_SEO,FOL_Serbian_UOLSE_VWorW,FOL_Serbian_UOLSE_NWorNAA,FOL_Serbian_UOLSE_Tot,FOL_Serbian_NS,FOL_Serbian_Tot,FOL_SAL_Filipin_SEO,FOL_SAL_Filipin_UOLSE_VWorW,FOL_SAL_Filipin_UOLSE_NWorNAA,FOL_SAL_Filipin_UOLSE_Tot,FOL_SAL_Filipin_NS,FOL_SAL_Filipin_Tot,FOL_SAL_Indon_SEO,FOL_SAL_Indon_UOLSE_VWorW,FOL_SAL_Indon_UOLSE_NWorNAA,FOL_SAL_Indon_UOLSE_Tot,FOL_SAL_Indon_NS,FOL_SAL_Indon_Tot,FOL_SAL_Tagalog_SEO,FOL_SAL_Tagalog_UOLSE_VWorW,FOL_SAL_Tagalog_UOLSE_NWorNAA,FOL_SAL_Tagalog_UOLSE_Tot,FOL_SAL_Tagalog_NS,FOL_SAL_Tagalog_Tot,FOL_SAL_Oth_SEO,FOL_SAL_Oth_UOLSE_VWorW,FOL_SAL_Oth_UOLSE_NWorNAA,FOL_SAL_Oth_UOLSE_Tot,FOL_SAL_Oth_NS,FOL_SAL_Oth_Tot,FOL_SAL_Tot_SEO,FOL_SAL_Tot_UOLSE_VWorW,FOL_SAL_Tot_UOLSE_NWorNAA,FOL_SAL_Tot_UOLSE_Tot,FOL_SAL_Tot_NS,FOL_SAL_Tot_Tot,FOL_Spanish_SEO,FOL_Spanish_UOLSE_VWorW,FOL_Spanish_UOLSE_NWorNAA,FOL_Spanish_UOLSE_Tot,FOL_Spanish_NS,FOL_Spanish_Tot,FOL_Tamil_SEO,FOL_Tamil_UOLSE_VWorW,FOL_Tamil_UOLSE_NWorNAA,FOL_Tamil_UOLSE_Tot,FOL_Tamil_NS,FOL_Tamil_Tot,FOL_Thai_SEO,FOL_Thai_UOLSE_VWorW,FOL_Thai_UOLSE_NWorNAA,FOL_Thai_UOLSE_Tot,FOL_Thai_NS,FOL_Thai_Tot,FOL_Turkish_SEO,FOL_Turkish_UOLSE_VWorW,FOL_Turkish_UOLSE_NWorNAA,FOL_Turkish_UOLSE_Tot,FOL_Turkish_NS,FOL_Turkish_Tot,FOL_Vietnamese_SEO,FOL_Vietnamese_UOLSE_VWorW,FOL_Vietnamese_UOLSE_NWorNAA,FOL_Vietnamese_UOLSE_Tot,FOL_Vietnamese_NS,FOL_Vietnamese_Tot,FOL_Oth_SEO,FOL_Oth_UOLSE_VWorW,FOL_Oth_UOLSE_NWorNAA,FOL_Oth_UOLSE_Tot,FOL_Oth_NS,FOL_Oth_Tot,FOL_Tot_SEO,FOL_Tot_UOLSE_VWorW,FOL_Tot_UOLSE_NWorNAA,FOL_Tot_UOLSE_Tot,FOL_Tot_NS,FOL_Tot_Tot,F_LUatH_NS_SEO,F_LUatH_NS_UOLSE_VWorW,F_LUatH_NS_UOLSE_NWorNAA,F_LUatH_NS_UOLSE_Tot,F_LUatH_NS_NS,F_LUatH_NS_Tot,F_Tot_SEO,F_Tot_UOLSE_VWorW,F_Tot_UOLSE_NWorNAA,F_Tot_UOLSE_Tot,F_Tot_NS,F_Tot_Tot,PSEO_SEO,PSEO_UOLSE_VWorW,PSEO_UOLSE_NWorNAA,PSEO_UOLSE_Tot,PSEO_NS,PSEO_Tot,POL_Afrikaans_SEO,POL_Afrikaans_UOLSE_VWorW,POL_Afrikaans_UOLSE_NWorNAA,POL_Afrikaans_UOLSE_Tot,POL_Afrikaans_NS,POL_Afrikaans_Tot,POL_Arabic_SEO,POL_Arabic_UOLSE_VWorW,POL_Arabic_UOLSE_NWorNAA,POL_Arabic_UOLSE_Tot,POL_Arabic_NS,POL_Arabic_Tot,POL_AIndLng_SEO,POL_AIndLng_UOLSE_VWorW,POL_AIndLng_UOLSE_NWorNAA,POL_AIndLng_UOLSE_Tot,POL_AIndLng_NS,POL_AIndLng_Tot,POL_CL_Canton_SEO,POL_CL_Canton_UOLSE_VWorW,POL_CL_Canton_UOLSE_NWorNAA,POL_CL_Canton_UOLSE_Tot,POL_CL_Canton_NS,POL_CL_Canton_Tot,POL_CL_Mandarin_SEO,POL_CL_Mandarin_UOLSE_VWorW,POL_CL_Mandarin_UOLSE_NWorNAA,POL_CL_Mandarin_UOLSE_Tot,POL_CL_Mandarin_NS,POL_CL_Mandarin_Tot
SED10035,0,89,..,1385,92,1472,9,1488,..,466,53,517,8,526,..,294,33,327,0,327,..,24,9,36,0,36,..,408,85,490,5,495,..,129,40,174,0,174,..,73,0,73,0,73,..,251,15,263,0,263,..,165,12,174,0,181,..,730,99,825,3,830,..,572,141,718,0,716,..,20,0,21,0,21,..,159,16,180,0,180,..,272,4,275,4,280,..,1694,189,1886,21,1910,..,394,11,407,6,406,..,307,17,329,3,332,..,2672,227,2898,32,2932,..,1435,182,1615,16,1632,..,152,4,159,0,165,..,553,132,690,10,699,..,306,89,390,0,394,..,637,139,773,6,775,..,1510,278,1786,47,1841,..,21589,3455,25041,238,25281,..,280,95,376,2787,3163,28735,21873,3547,25418,3022,57176,61618,..,..,..,..,61618,..,80,0,79,0,84,..,1053,109,1164,5,1171,..,59,0,58,0,58,..,3187,597,3786,32,3818,..,10060,1731,11790,86,11881
SED10036,3,257,..,2859,207,3064,25,3082,..,532,132,661,4,663,..,39,3,44,0,44,..,125,59,188,0,188,..,59,14,72,0,72,..,434,64,499,0,499,..,293,10,305,0,309,..,55,7,65,4,67,..,132,18,150,0,150,..,151,19,171,0,171,..,112,10,122,0,122,..,357,26,381,4,386,..,424,90,514,0,514,..,231,5,231,3,238,..,243,35,279,3,282,..,471,22,493,0,496,..,70,7,74,0,74,..,1012,76,1085,9,1094,..,617,131,750,6,753,..,233,15,251,3,250,..,110,15,123,0,124,..,353,98,454,0,453,..,1177,558,1736,12,1748,..,1574,300,1877,30,1905,..,17475,3587,21060,143,21205,..,235,64,290,2351,2647,21583,17704,3649,21356,2498,45434,43737,..,..,..,..,43737,..,63,0,69,0,69,..,9597,2175,11769,88,11864,..,20,0,17,0,17,..,763,310,1067,4,1077,..,862,358,1221,14,1230
SED10037,0,147,..,1874,124,2002,15,2018,..,251,23,275,0,275,..,244,26,267,0,267,..,18,0,18,0,23,..,584,206,792,0,800,..,14,0,9,0,9,..,140,3,143,0,146,..,488,52,534,5,541,..,140,4,143,0,143,..,63,6,66,0,66,..,242,29,272,3,276,..,6,0,6,0,6,..,26,0,26,0,26,..,275,13,292,3,295,..,124,11,136,0,141,..,358,16,371,0,367,..,73,6,75,0,75,..,826,46,874,11,882,..,342,35,376,8,375,..,228,7,234,0,234,..,177,39,219,0,216,..,28,0,27,0,27,..,156,38,195,0,195,..,909,86,991,24,1016,..,11184,1977,13165,121,13285,..,170,26,191,909,1098,27874,11353,2003,13354,1032,42260,56366,..,..,..,..,56366,..,186,7,186,0,186,..,732,87,817,8,824,..,4,0,4,0,4,..,1920,545,2468,16,2484,..,4638,1426,6066,61,6132
SED10038,0,19,..,338,32,368,0,367,..,533,105,641,0,642,..,66,3,71,0,71,..,8,0,8,0,8,..,38,11,50,3,55,..,309,53,362,0,360,..,52,3,61,0,61,..,53,8,69,0,66,..,63,12,75,0,75,..,95,4,102,0,102,..,45,6,51,0,53,..,11,0,11,0,11,..,186,32,218,4,221,..,44,0,48,0,48,..,50,3,60,0,60,..,70,7,78,0,78,..,24,0,24,0,24,..,194,11,209,0,204,..,278,35,311,5,315,..,39,0,39,0,39,..,138,26,167,0,167,..,105,29,131,0,135,..,144,37,183,0,184,..,551,79,634,9,644,..,4684,703,5385,42,5425,..,138,15,160,1546,1708,35006,4820,720,5543,1586,42141,68661,..,..,..,..,68661,..,85,0,85,0,85,..,657,105,762,6,766,..,21,0,21,0,27,..,150,36,185,0,187,..,745,142,882,9,891
SED10039,0,5,..,144,9,158,0,159,..,104,6,115,0,114,..,25,0,25,0,25,..,4,0,4,0,4,..,15,0,20,0,20,..,86,9,98,0,101,..,42,7,46,0,46,..,18,5,21,0,21,..,27,4,29,0,29,..,51,3,51,3,51,..,19,5,18,0,20,..,8,0,8,0,8,..,22,0,24,0,24,..,51,0,55,0,55,..,21,0,21,0,21,..,90,0,95,0,98,..,20,5,20,0,20,..,184,9,190,4,190,..,174,21,194,0,194,..,12,0,12,0,16,..,68,6,74,0,74,..,26,0,26,0,26,..,32,13,46,0,46,..,337,33,375,12,382,..,1884,194,2076,25,2106,..,108,7,114,1715,1834,36033,2003,195,2200,1740,39973,70713,..,..,..,..,70713,..,60,0,58,0,58,..,110,7,124,0,124,..,35,0,36,0,36,..,69,30,102,0,104,..,127,55,179,0,179
SED10040,0,85,..,4423,233,4660,39,4701,..,512,90,597,0,600,..,154,19,172,3,174,..,24,5,33,0,33,..,143,53,195,0,194,..,1148,274,1429,0,1429,..,114,7,122,0,122,..,43,7,48,0,48,..,57,0,62,0,63,..,320,50,369,0,372,..,145,27,177,0,176,..,31,0,32,0,32,..,185,33,212,3,217,..,370,7,383,6,383,..,537,91,624,3,634,..,599,9,612,3,612,..,78,6,79,0,79,..,1586,118,1701,14,1712,..,586,86,677,0,676,..,105,0,109,3,108,..,316,83,404,5,404,..,50,12,63,0,63,..,367,85,451,0,458,..,737,162,904,38,941,..,23978,6877,30855,245,31100,..,356,63,416,2081,2498,13533,24335,6938,31268,2332,47129,28145,..,..,..,..,28145,..,15,0,15,0,15,..,4409,557,4966,42,5008,..,8,0,8,0,8,..,6594,3393,9984,63,10051,..,9066,4743,13804,104,13907
SED10041,4,187,..,1956,65,2024,13,2035,..,135,12,147,0,152,..,316,45,358,4,363,..,0,0,4,0,4,..,1012,333,1344,0,1348,..,13,0,13,0,13,..,135,0,133,0,140,..,654,78,734,3,742,..,108,9,115,0,115,..,70,8,79,0,79,..,219,32,248,0,252,..,5,0,5,0,5,..,35,0,38,0,38,..,169,11,178,0,183,..,167,18,187,6,188,..,200,9,209,3,212,..,49,0,53,0,53,..,586,34,624,6,624,..,423,17,443,3,443,..,269,6,272,0,272,..,122,23,149,0,149,..,34,3,37,0,35,..,172,31,200,0,200,..,735,81,813,23,838,..,14233,2572,16805,123,16932,..,171,33,202,1121,1320,26766,14405,2604,17010,1244,45021,52862,..,..,..,..,52862,..,316,3,322,0,320,..,362,27,390,3,391,..,3,0,3,0,3,..,3551,611,4163,23,4188,..,8153,2263,10416,100,10513
SED10042,0,3,..,142,11,156,0,158,..,58,3,57,0,57,..,43,4,37,0,37,..,16,13,27,0,27,..,37,5,38,0,38,..,25,3,31,0,31,..,18,0,22,0,24,..,15,0,15,0,15,..,47,4,50,0,50,..,21,0,21,0,24,..,31,8,35,0,35,..,60,3,64,0,61,..,13,0,13,0,11,..,56,0,55,0,55,..,16,0,16,0,16,..,78,3,78,0,78,..,30,0,34,0,34,..,181,11,192,0,192,..,96,14,109,0,109,..,12,0,12,0,12,..,73,29,102,0,102,..,6,0,6,0,6,..,41,11,56,0,56,..,374,45,419,14,434,..,1774,216,1989,28,2012,..,122,16,141,1585,1725,36990,1901,228,2127,1614,40725,72588,..,..,..,..,72588,..,151,4,152,0,151,..,80,13,93,0,93,..,72,0,75,0,78,..,73,16,91,0,91,..,171,43,210,0,211
SED10043,0,63,..,5061,770,5829,54,5884,..,410,86,499,0,504,..,39,7,50,0,50,..,20,3,21,0,21,..,240,214,450,0,453,..,114,39,149,0,147,..,19,0,24,0,24,..,41,6,48,0,48,..,54,9,64,0,64,..,218,67,292,0,294,..,43,8,46,0,46,..,135,7,143,0,143,..,41,10,48,0,47,..,170,3,168,0,171,..,771,206,976,10,989,..,354,22,371,0,373,..,172,46,218,3,225,..,1461,277,1738,16,1755,..,284,55,336,3,339,..,133,28,156,0,156,..,130,35,167,0,167,..,98,30,122,0,122,..,1348,976,2328,11,2333,..,1292,386,1679,50,1728,..,24286,7374,31655,265,31929,..,415,123,540,3242,3778,11067,24698,7498,32200,3510,46773,22912,..,..,..,..,22912,..,21,0,21,0,21,..,19820,3737,23563,174,23740,..,15,0,16,0,16,..,2116,1642,3763,21,3778,..,1871,1648,3522,26,3546
SED10044,0,99,..,1227,58,1283,9,1292,..,617,69,686,9,703,..,431,74,508,3,516,..,14,3,15,0,15,..,538,175,712,3,722,..,51,3,57,0,57,..,58,3,60,6,62,..,471,38,506,6,515,..,161,10,166,4,170,..,225,9,236,8,242,..,211,16,227,6,235,..,0,0,0,0,0,..,106,11,115,0,119,..,203,3,200,0,200,..,221,30,250,0,249,..,281,5,286,4,293,..,66,5,69,0,73,..,766,42,803,10,814,..,584,41,628,0,624,..,136,0,136,0,136,..,260,45,301,0,307,..,97,9,105,0,105,..,202,29,232,0,237,..,1092,118,1215,29,1237,..,12715,1885,14597,144,14745,..,174,25,197,1864,2054,29000,12886,1905,14792,2007,45799,58178,..,..,..,..,58178,..,109,3,113,0,109,..,819,52,871,8,876,..,7,0,7,0,7,..,2776,518,3293,26,3321,..,4265,1092,5356,61,5415
SED10045,0,3,..,226,32,257,5,259,..,115,20,133,0,137,..,60,8,67,0,67,..,9,0,9,0,9,..,19,3,24,0,24,..,0,0,0,0,0,..,13,0,13,0,13,..,6,0,8,0,8,..,13,3,19,0,19,..,33,0,33,0,33,..,11,0,13,0,13,..,5,0,5,0,5,..,4,0,4,0,4,..,71,0,69,0,69,..,21,0,21,0,22,..,62,4,64,0,67,..,21,0,21,0,21,..,172,3,175,0,179,..,102,0,108,0,114,..,10,0,8,0,8,..,65,9,77,0,77,..,0,0,0,0,0,..,37,11,49,3,53,..,392,41,436,7,445,..,1746,174,1925,30,1956,..,103,4,110,3107,3220,33920,1855,178,2033,3140,39095,66769,..,..,..,..,66769,..,60,0,60,0,60,..,59,8,62,0,61,..,164,7,174,6,172,..,50,22,69,0,69,..,104,24,126,0,126
SED10046,0,279,..,3478,314,3793,37,3828,..,511,72,588,4,588,..,15,0,22,0,22,..,525,321,847,6,857,..,35,18,53,0,53,..,336,83,416,0,417,..,127,13,139,3,141,..,99,45,145,0,144,..,135,34,166,0,166,..,91,29,125,0,125,..,38,17,51,0,51,..,641,57,698,14,711,..,1283,464,1748,11,1759,..,304,7,311,3,315,..,138,20,160,0,160,..,571,27,599,0,603,..,113,18,128,0,128,..,1131,69,1200,4,1203,..,1128,256,1382,8,1391,..,149,16,161,0,161,..,132,56,192,0,192,..,199,52,253,0,253,..,2320,1594,3917,23,3937,..,3378,1020,4389,42,4435,..,22418,7138,29556,206,29764,..,472,165,633,3130,3761,15429,22885,7303,30194,3340,48960,31659,..,..,..,..,31659,..,17,0,17,0,17,..,10609,3641,14251,106,14362,..,34,0,35,0,36,..,696,360,1052,8,1055,..,748,439,1192,5,1194
SED10047,0,196,..,5499,587,6081,62,6141,..,208,44,253,0,253,..,35,3,38,0,43,..,36,11,49,0,49,..,123,66,190,0,190,..,26,5,37,0,37,..,378,19,404,4,405,..,94,33,122,0,122,..,63,16,84,0,84,..,52,3,57,4,62,..,84,10,91,0,97,..,883,73,956,0,962,..,67,8,73,0,73,..,792,37,826,9,838,..,150,18,169,4,174,..,1501,55,1553,3,1563,..,153,14,163,0,163,..,2597,117,2720,11,2730,..,262,49,304,4,307,..,482,43,526,7,534,..,133,39,174,0,177,..,164,43,205,3,213,..,150,58,206,5,211,..,2678,402,3084,55,3141,..,16129,2175,18302,182,18486,..,340,69,410,4258,4668,37538,16469,2242,18714,4440,60690,74835,..,..,..,..,74835,..,51,4,53,0,53,..,2117,374,2490,14,2500,..,82,0,83,0,83,..,272,121,396,0,393,..,605,289,899,19,918
SED10048,3,738,..,9213,861,10072,95,10171,..,241,29,267,6,271,..,35,11,46,0,46,..,187,96,283,0,282,..,81,35,112,0,112,..,219,30,247,4,245,..,547,31,576,3,579,..,58,18,71,0,72,..,151,23,181,0,183,..,94,16,117,4,115,..,93,24,114,0,116,..,912,93,1009,6,1014,..,307,46,359,0,359,..,525,8,534,3,537,..,309,46,358,5,360,..,1051,46,1095,0,1102,..,121,10,128,0,128,..,2000,113,2112,12,2124,..,738,121,859,7,865,..,412,30,437,4,440,..,229,76,303,0,306,..,160,42,200,0,200,..,574,244,822,12,828,..,2465,405,2869,50,2910,..,23006,3348,26356,250,26599,..,567,70,639,2806,3449,26947,23574,3420,26995,3057,56994,53956,..,..,..,..,53956,..,103,0,108,0,112,..,4931,740,5669,44,5716,..,29,3,29,0,29,..,770,324,1100,9,1105,..,1182,620,1798,12,1812
SED10049,0,20,..,387,45,432,0,431,..,45,5,46,0,46,..,16,0,18,0,18,..,3,3,3,0,3,..,41,12,55,0,54,..,12,4,10,0,10,..,155,15,172,3,176,..,11,0,11,0,11,..,38,5,43,0,43,..,20,3,25,0,27,..,35,0,35,0,35,..,30,0,32,0,32,..,13,4,16,0,16,..,86,5,93,0,93,..,27,0,27,0,27,..,172,6,181,0,181,..,36,4,39,0,41,..,321,11,333,0,338,..,84,10,94,0,92,..,28,3,26,0,26,..,71,14,88,0,88,..,7,0,9,0,9,..,47,27,73,0,73,..,432,71,501,21,520,..,2285,346,2627,33,2661,..,91,7,100,1642,1739,41912,2378,350,2729,1672,46310,81723,..,..,..,..,81723,..,199,4,205,0,207,..,153,17,173,3,173,..,72,0,76,0,79,..,119,71,188,0,188,..,178,84,260,8,265
SED10050,0,5,..,259,10,272,0,272,..,412,36,449,8,460,..,195,15,210,3,216,..,6,5,15,0,15,..,87,33,124,0,124,..,22,0,26,0,26,..,4,0,5,0,5,..,54,3,64,0,63,..,100,5,106,0,106,..,665,44,711,11,724,..,154,13,173,3,176,..,12,0,12,0,12,..,85,13,96,0,93,..,67,5,72,0,72,..,59,4,60,0,60,..,88,6,93,0,95,..,13,0,13,0,13,..,228,5,239,0,241,..,692,36,726,9,733,..,6,0,6,0,6,..,119,33,152,0,152,..,29,3,35,0,35,..,86,15,100,0,99,..,1065,69,1131,23,1156,..,6326,578,6901,80,6984,..,137,19,154,1241,1402,34106,6461,596,7061,1321,42487,67626,..,..,..,..,67626,..,159,3,164,0,164,..,119,7,127,0,132,..,5,0,11,0,11,..,298,46,340,0,345,..,742,235,974,4,979
SED10051,0,18,..,616,52,662,6,667,..,457,55,508,8,517,..,154,22,174,0,174,..,19,8,21,0,21,..,112,28,143,0,144,..,38,7,44,0,44,..,38,3,44,0,44,..,107,18,120,0,120,..,213,28,235,4,236,..,864,80,945,0,947,..,536,137,678,5,682,..,23,3,26,0,22,..,180,34,210,0,210,..,167,3,172,4,173,..,741,100,842,0,845,..,265,9,278,4,281,..,76,8,80,0,84,..,1249,126,1372,11,1382,..,832,129,960,12,966,..,34,3,36,0,36,..,165,33,203,0,198,..,116,32,146,0,149,..,188,28,218,5,219,..,1263,169,1433,29,1458,..,12624,2104,14729,117,14847,..,232,36,267,2191,2458,27047,12855,2138,14996,2313,44349,54014,..,..,..,..,54014,..,64,0,64,0,64,..,686,86,771,10,779,..,65,7,69,0,73,..,1903,536,2431,15,2448,..,2713,670,3383,20,3408
SED10052,0,9,..,337,21,358,3,361,..,335,40,374,0,374,..,111,10,120,5,117,..,17,4,21,0,21,..,58,22,82,0,82,..,353,46,405,0,408,..,24,6,28,0,28,..,51,9,60,0,55,..,119,8,130,0,130,..,205,26,235,5,235,..,289,56,346,0,349,..,17,0,17,0,17,..,113,10,121,0,121,..,86,3,92,0,92,..,100,8,111,0,114,..,141,5,149,0,148,..,29,0,29,0,29,..,357,18,381,5,380,..,382,45,434,3,434,..,27,0,27,0,27,..,157,24,176,0,176,..,55,7,66,0,66,..,129,27,152,3,155,..,554,80,637,12,651,..,7563,1202,8758,65,8832,..,142,21,161,1347,1510,30772,7705,1223,8925,1419,41114,60509,..,..,..,..,60509,..,77,0,78,0,78,..,1372,100,1471,5,1474,..,15,0,15,0,15,..,1141,314,1457,6,1463,..,1683,580,2265,14,2282
SED10053,0,34,..,1003,77,1081,13,1094,..,311,37,344,0,344,..,31,0,37,0,33,..,10,0,9,0,9,..,45,5,52,0,52,..,359,66,423,0,423,..,73,7,86,3,86,..,24,0,21,0,21,..,56,3,63,3,67,..,62,8,68,0,72,..,63,8,68,0,69,..,22,0,25,0,25,..,153,12,164,4,167,..,112,6,119,0,119,..,49,4,55,0,55,..,174,6,173,3,178,..,37,0,41,0,41,..,376,11,385,3,393,..,150,20,167,3,171,..,39,0,39,0,39,..,105,13,121,0,122,..,17,0,18,0,18,..,48,17,70,0,70,..,602,54,658,14,672,..,4454,453,4906,56,4966,..,134,20,148,2158,2307,34663,4589,468,5058,2215,41937,70142,..,..,..,..,70142,..,107,0,107,6,107,..,196,21,218,5,216,..,79,3,82,0,82,..,125,28,153,0,153,..,303,91,397,10,413
SED10054,0,250,..,5840,640,6483,70,6558,..,115,19,130,0,130,..,18,0,17,0,14,..,32,13,46,0,46,..,48,35,85,0,90,..,36,11,47,0,48,..,136,9,146,3,145,..,128,38,159,0,163,..,70,7,73,0,73,..,32,11,45,0,47,..,33,4,39,0,40,..,951,88,1038,10,1054,..,72,30,98,0,102,..,1434,69,1505,11,1511,..,186,28,212,5,214,..,3229,142,3374,17,3390,..,156,15,172,0,172,..,5009,251,5259,31,5288,..,355,150,507,0,507,..,317,51,372,4,378,..,77,24,102,0,100,..,278,99,377,3,382,..,178,120,297,0,293,..,2960,658,3614,45,3661,..,19198,3073,22268,204,22467,..,365,111,474,3176,3650,21792,19562,3183,22742,3379,47913,43833,..,..,..,..,43833,..,41,0,41,0,41,..,3402,846,4247,22,4268,..,49,0,54,0,53,..,317,166,483,0,478,..,428,258,688,3,689
SED10055,0,70,..,1614,139,1756,13,1770,..,717,97,816,3,818,..,27,0,22,0,22,..,166,74,244,3,246,..,66,29,97,0,97,..,127,15,145,0,145,..,134,7,138,0,138,..,129,28,154,0,154,..,78,4,83,0,83,..,58,4,67,0,67,..,52,10,59,0,59,..,206,11,225,0,225,..,387,42,433,5,433,..,294,4,290,0,293,..,56,5,61,0,60,..,554,17,568,6,571,..,51,0,51,0,51,..,943,26,972,4,978,..,509,66,578,4,581,..,93,7,100,0,100,..,71,28,102,4,102,..,211,38,243,5,249,..,528,191,721,3,720,..,2779,463,3234,35,3275,..,11830,1827,13665,87,13750,..,265,58,331,1437,1766,28529,12102,1892,13993,1526,44045,57367,..,..,..,..,57367,..,59,0,59,0,59,..,3317,455,3776,20,3791,..,18,0,19,0,19,..,327,148,477,6,479,..,474,173,650,10,654
SED10056,0,13,..,930,344,1275,11,1285,..,767,168,935,6,944,..,11,3,14,0,14,..,5,0,5,0,5,..,15,11,29,4,26,..,3,0,6,0,6,..,65,9,76,0,76,..,0,3,0,0,0,..,3,0,3,0,9,..,9,4,15,0,15,..,3,0,3,0,3,..,174,18,188,6,196,..,3,0,3,0,3,..,136,7,146,0,146,..,19,0,19,0,19,..,152,5,158,0,161,..,133,32,166,4,173,..,441,49,493,9,496,..,95,14,103,0,103,..,30,0,34,0,34,..,62,18,79,0,79,..,24,26,51,0,51,..,23,10,28,0,28,..,583,78,660,14,675,..,3656,921,4575,55,4625,..,128,21,151,3583,3741,34478,3782,945,4724,3637,42842,68829,..,..,..,..,68829,..,169,3,174,3,177,..,81,6,86,0,91,..,72,0,72,0,71,..,85,42,130,0,130,..,219,278,496,3,497
SED10057,0,7,..,154,4,158,3,160,..,46,6,51,0,53,..,18,4,18,0,22,..,6,0,7,0,7,..,15,3,20,0,20,..,0,0,0,0,0,..,61,0,66,0,66,..,13,0,13,0,13,..,14,0,20,0,20,..,17,0,15,0,15,..,24,3,21,0,21,..,0,0,0,0,0,..,10,0,6,0,6,..,64,0,65,0,65,..,23,0,23,0,23,..,52,0,52,3,54,..,17,0,17,0,17,..,161,0,160,3,162,..,48,11,56,4,53,..,5,0,5,0,5,..,61,12,77,0,77,..,5,0,5,0,5,..,38,10,55,0,56,..,223,31,256,6,262,..,1253,143,1395,21,1420,..,124,15,144,2522,2666,34911,1384,153,1535,2541,38990,67767,..,..,..,..,67767,..,48,0,48,0,48,..,97,5,102,6,100,..,96,3,95,4,101,..,56,17,71,0,71,..,80,39,113,0,116
SED10058,0,11,..,245,20,268,0,268,..,185,43,226,3,228,..,49,12,62,0,62,..,11,4,15,0,15,..,36,11,51,0,48,..,148,39,191,0,191,..,18,0,18,0,18,..,32,0,37,0,37,..,53,6,58,0,58,..,81,0,87,0,87,..,38,6,46,0,49,..,13,0,12,0,12,..,20,11,36,0,36,..,76,4,77,0,75,..,50,0,54,0,52,..,108,0,106,5,111,..,27,0,27,0,28,..,255,8,264,3,267,..,157,8,164,0,167,..,20,0,17,0,17,..,81,18,96,0,96,..,12,0,10,0,10,..,89,35,121,0,126,..,482,66,550,9,551,..,2906,432,3338,30,3367,..,120,9,133,1726,1860,35322,3025,444,3470,1759,40554,69343,..,..,..,..,69343,..,70,0,70,0,70,..,143,18,163,0,164,..,57,0,58,0,58,..,173,24,193,0,193,..,320,87,407,10,417
