SED_CODE_2021,F_Vietnam_0_4,F_Vietnam_5_14,F_Vietnam_15_24,F_Vietnam_25_44,F_Vietnam_45_54,F_Vietnam_55_64,F_Vietnam_65_74,F_Vietnam_75_84,F_Vietnam_85ov,F_Vietnam_Tot,F_Wales_0_4,F_Wales_5_14,F_Wales_15_24,F_Wales_25_44,F_Wales_45_54,F_Wales_55_64,F_Wales_65_74,F_Wales_75_84,F_Wales_85ov,F_Wales_Tot,F_Zimbabwe_0_4,F_Zimbabwe_5_14,F_Zimbabwe_15_24,F_Zimbabwe_25_44,F_Zimbabwe_45_54,F_Zimbabwe_55_64,F_Zimbabwe_65_74,F_Zimbabwe_75_84,F_Zimbabwe_85ov,F_Zimbabwe_Tot,F_Elsewhere_0_4,F_Elsewhere_5_14,F_Elsewhere_15_24,F_Elsewhere_25_44,F_Elsewhere_45_54,F_Elsewhere_55_64,F_Elsewhere_65_74,F_Elsewhere_75_84,F_Elsewhere_85ov,F_Elsewhere_Tot,F_COB_NS_0_4,F_COB_NS_5_14,F_COB_NS_15_24,F_COB_NS_25_44,F_COB_NS_45_54,F_COB_NS_55_64,F_COB_NS_65_74,F_COB_NS_75_84,F_COB_NS_85ov,F_COB_NS_Tot,F_Tot_0_4,F_Tot_5_14,F_Tot_15_24,F_Tot_25_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Afghanistan_0_4,P_Afghanistan_5_14,P_Afghanistan_15_24,P_Afghanistan_25_44,P_Afghanistan_45_54,P_Afghanistan_55_64,P_Afghanistan_65_74,P_Afghanistan_75_84,P_Afghanistan_85ov,P_Afghanistan_Tot,P_Australia_0_4,P_Australia_5_14,P_Australia_15_24,P_Australia_25_44,P_Australia_45_54,P_Australia_55_64,P_Australia_65_74,P_Australia_75_84,P_Australia_85ov,P_Australia_Tot,P_Bangladesh_0_4,P_Bangladesh_5_14,P_Bangladesh_15_24,P_Bangladesh_25_44,P_Bangladesh_45_54,P_Bangladesh_55_64,P_Bangladesh_65_74,P_Bangladesh_75_84,P_Bangladesh_85ov,P_Bangladesh_Tot,P_Bosnia_Herzegov_0_4,P_Bosnia_Herzegov_5_14,P_Bosnia_Herzegov_15_24,P_Bosnia_Herzegov_25_44,P_Bosnia_Herzegov_45_54,P_Bosnia_Herzegov_55_64,P_Bosnia_Herzegov_65_74,P_Bosnia_Herzegov_75_84,P_Bosnia_Herzegov_85ov,P_Bosnia_Herzegov_Tot,P_Brazil_0_4,P_Brazil_5_14,P_Brazil_15_24,P_Brazil_25_44,P_Brazil_45_54,P_Brazil_55_64,P_Brazil_65_74,P_Brazil_75_84,P_Brazil_85ov,P_Brazil_Tot,P_Cambodia_0_4,P_Cambodia_5_14,P_Cambodia_15_24,P_Cambodia_25_44,P_Cambodia_45_54,P_Cambodia_55_64,P_Cambodia_65_74,P_Cambodia_75_84,P_Cambodia_85ov,P_Cambodia_Tot,P_Canada_0_4,P_Canada_5_14,P_Canada_15_24,P_Canada_25_44,P_Canada_45_54,P_Canada_55_64,P_Canada_65_74,P_Canada_75_84,P_Canada_85ov,P_Canada_Tot,P_Chile_0_4,P_Chile_5_14,P_Chile_15_24,P_Chile_25_44,P_Chile_45_54,P_Chile_55_64,P_Chile_65_74,P_Chile_75_84,P_Chile_85ov,P_Chile_Tot,P_China_0_4,P_China_5_14,P_China_15_24,P_China_25_44,P_China_45_54,P_China_55_64,P_China_65_74,P_China_75_84,P_China_85ov,P_China_Tot,P_Croatia_0_4,P_Croatia_5_14,P_Croatia_15_24,P_Croatia_25_44,P_Croatia_45_54,P_Croatia_55_64,P_Croatia_65_74,P_Croatia_75_84,P_Croatia_85ov,P_Croatia_Tot,P_Egypt_0_4,P_Egypt_5_14,P_Egypt_15_24,P_Egypt_25_44,P_Egypt_45_54,P_Egypt_55_64,P_Egypt_65_74,P_Egypt_75_84,P_Egypt_85ov,P_Egypt_Tot,P_England_0_4,P_England_5_14,P_England_15_24,P_England_25_44,P_England_45_54,P_England_55_64,P_England_65_74,P_England_75_84,P_England_85ov,P_England_Tot,P_Fiji_0_4,P_Fiji_5_14,P_Fiji_15_24,P_Fiji_25_44,P_Fiji_45_54,P_Fiji_55_64,P_Fiji_65_74,P_Fiji_75_84,P_Fiji_85ov,P_Fiji_Tot,P_France_0_4,P_France_5_14,P_France_15_24,P_France_25_44,P_France_45_54,P_France_55_64,P_France_65_74,P_France_75_84,P_France_85ov,P_France_Tot
SED10050,0,0,17,41,23,12,9,0,0,100,0,8,11,46,33,22,6,10,0,140,0,0,0,22,12,20,4,3,0,65,7,79,92,1111,354,187,163,97,48,2119,59,130,112,434,182,123,96,89,68,1287,2380,5174,4354,12940,6527,4839,3302,2017,948,42487,0,0,0,4,0,7,0,0,0,20,4466,8872,6894,12332,6910,5681,3897,2238,956,52245,0,0,0,21,0,0,0,0,0,24,0,0,0,23,8,9,3,3,0,51,3,26,68,965,131,20,10,0,0,1220,0,6,3,6,5,0,0,0,0,27,3,25,23,272,133,72,33,20,6,588,3,4,8,111,23,18,0,5,0,171,3,28,58,280,155,194,105,41,20,878,0,0,0,22,8,35,30,41,14,146,0,0,0,12,10,11,22,28,7,90,58,548,507,2816,1767,1182,639,443,153,8123,0,0,0,27,18,32,17,7,0,102,8,20,48,394,98,40,15,6,3,628
SED10051,0,4,17,97,54,33,28,11,3,244,0,5,4,36,14,7,3,3,0,73,0,0,0,11,6,7,0,4,0,34,3,81,98,995,463,464,455,323,111,2982,99,197,211,683,252,208,197,165,87,2088,2384,4863,4785,13117,6077,4999,4082,2744,1304,44349,0,0,0,9,0,0,0,0,0,14,4516,8580,7468,11987,6266,4779,3158,1879,897,49531,4,13,19,158,98,77,33,6,0,398,0,0,0,23,10,23,25,17,3,102,6,17,114,1379,66,35,24,10,0,1654,0,3,4,16,13,9,11,4,0,66,7,20,16,113,48,27,16,5,0,240,3,9,8,107,66,65,83,44,14,409,4,46,356,1156,322,488,294,180,108,2969,0,0,0,13,20,22,52,93,27,223,0,7,3,29,21,55,117,166,63,457,21,112,144,1176,639,446,334,219,72,3162,0,5,4,77,50,83,46,19,5,297,14,126,64,386,177,48,22,6,6,838
SED10052,0,0,13,56,46,36,26,6,0,181,0,0,4,17,9,6,13,9,0,46,0,0,0,11,0,0,0,0,0,20,8,32,62,492,237,230,181,122,46,1408,75,130,100,354,151,112,128,152,76,1268,2246,4860,4321,10383,5561,4991,4159,2981,1614,41114,0,0,0,4,0,0,0,0,0,4,4332,9149,7844,13831,7304,5925,4651,3240,1737,58018,0,0,7,25,13,12,6,0,0,64,0,0,0,32,29,37,28,12,3,137,0,14,12,218,27,16,5,8,0,294,0,0,5,18,9,3,6,3,0,40,8,9,5,67,43,14,18,3,0,171,0,3,3,40,36,32,26,24,0,167,6,46,87,784,322,495,313,89,52,2192,0,0,0,25,15,56,59,57,19,228,0,16,17,108,68,107,131,105,23,570,24,142,122,687,487,496,413,332,147,2850,0,4,0,42,49,47,38,13,8,197,3,7,5,43,26,21,12,9,5,127
SED10053,0,0,6,22,15,5,3,0,0,62,0,0,0,3,6,11,4,10,0,36,0,3,5,18,13,8,8,0,0,48,9,24,32,268,126,139,147,100,50,883,113,240,215,649,298,311,249,150,67,2303,2604,5019,4403,11882,6133,5446,3747,1971,736,41937,0,0,3,9,0,0,0,0,0,20,4912,9636,7976,17314,9415,8208,5210,2293,688,65639,0,9,6,144,7,3,4,0,0,176,0,0,0,15,0,13,3,10,3,41,0,0,4,37,10,0,0,0,0,53,0,0,0,13,6,0,0,6,0,23,4,11,9,65,37,28,33,7,0,198,0,0,0,20,12,10,15,6,0,63,0,11,16,143,53,46,20,9,0,302,0,0,6,11,19,38,45,64,20,198,0,11,0,32,4,4,10,4,0,62,4,64,102,351,415,631,452,286,82,2393,3,0,22,90,40,15,19,3,0,187,0,4,12,42,19,21,8,7,0,116
SED10054,0,3,7,67,58,56,35,7,3,230,0,0,0,0,3,3,0,3,0,8,0,3,5,13,5,6,0,0,0,36,15,150,214,732,418,387,289,154,150,2509,234,556,386,954,349,261,220,142,175,3281,3383,7242,6399,13740,5957,5236,3597,1544,806,47913,9,64,95,445,135,93,45,15,3,913,6288,11534,8982,9933,4152,3156,2051,871,276,47248,5,87,36,573,123,65,23,7,0,923,0,6,0,36,27,35,20,14,4,146,0,0,0,7,4,5,0,0,0,17,0,4,3,31,14,5,9,4,0,71,0,3,7,12,7,8,0,0,0,35,0,0,4,22,42,45,51,17,24,202,0,5,32,241,126,147,74,32,15,679,0,0,0,21,22,49,64,58,14,228,0,25,72,132,83,114,100,48,17,586,0,15,22,67,132,255,222,126,40,882,0,47,177,1015,689,540,256,131,21,2876,0,0,5,6,3,10,0,0,0,21
SED10055,5,8,14,160,138,89,65,7,9,494,0,0,0,0,3,4,5,4,3,25,0,0,13,16,10,5,0,0,0,47,6,44,100,422,354,340,238,102,34,1640,68,219,181,450,210,155,120,72,19,1487,2873,6395,5964,12258,6101,5411,3320,1284,441,44045,0,16,43,137,28,23,7,0,0,262,5720,12010,10437,15730,6922,5358,2644,763,219,59799,0,4,7,50,9,14,5,4,0,83,0,0,0,73,45,33,28,19,0,198,0,0,0,17,3,7,0,0,0,20,0,3,8,141,88,83,43,14,10,403,0,13,10,15,16,11,4,8,0,71,0,0,6,51,64,69,55,22,0,264,0,9,17,190,119,124,88,25,8,588,0,0,4,56,71,165,130,64,9,494,0,19,24,113,46,93,88,29,7,420,7,28,48,213,272,493,355,142,34,1595,0,8,33,339,193,194,92,22,11,900,0,0,3,17,9,9,3,3,0,48
SED10056,0,0,0,14,4,3,3,0,0,29,0,0,0,0,0,3,0,3,0,15,0,4,9,19,10,5,0,0,0,48,5,18,33,176,59,67,36,29,4,432,181,460,380,902,476,559,494,370,178,3994,2459,5291,4504,9893,5286,5916,4950,3129,1420,42842,0,10,9,20,20,4,0,0,0,65,4570,9413,7786,13601,8137,9295,7913,4411,1662,66785,0,0,0,28,4,0,0,0,0,31,0,0,0,0,0,0,0,0,0,4,0,3,0,17,0,3,0,0,0,30,0,0,0,6,0,0,0,0,0,7,0,3,3,12,5,10,4,0,0,42,0,0,0,12,0,9,0,0,0,28,0,9,5,96,57,22,17,4,4,212,0,0,0,0,4,0,9,5,0,15,0,3,0,17,0,3,0,4,0,30,3,12,32,107,105,223,256,208,58,1010,0,16,32,103,66,49,25,7,0,295,0,0,4,20,0,0,10,0,0,37
SED10057,0,5,3,21,6,3,3,0,0,45,0,0,0,8,7,3,6,12,0,33,0,0,0,3,0,6,7,0,0,20,4,12,11,53,47,70,72,66,16,359,100,319,202,544,303,409,486,371,158,2887,1636,4050,3177,6923,4459,6200,6640,4037,1875,38990,0,0,0,0,0,0,0,0,0,0,2982,7505,6008,10776,7121,9535,10174,5882,2375,62347,0,0,0,14,5,0,0,0,0,23,0,0,0,4,0,0,0,0,0,3,0,0,5,25,0,5,0,0,0,33,0,0,0,5,5,0,3,0,0,16,3,4,0,31,15,13,16,3,0,97,0,0,0,3,4,5,7,7,0,27,0,3,5,34,23,23,28,6,3,124,0,0,0,5,3,12,15,13,3,50,0,3,5,17,6,6,9,9,0,51,0,20,13,123,186,467,755,599,193,2355,0,4,0,5,3,17,5,3,0,39,3,0,0,17,10,19,12,11,0,71
SED10058,0,10,8,47,15,9,7,0,0,105,0,0,4,12,10,8,7,4,3,42,0,0,6,16,3,4,5,0,0,27,9,34,45,294,113,67,61,69,21,713,52,127,216,454,192,209,231,163,124,1768,1881,3760,5196,11912,5036,5067,4183,2307,1216,40554,0,5,6,16,3,0,0,0,0,29,3600,7100,8825,18849,7893,8011,6358,3124,1291,65041,0,9,7,35,7,0,0,0,0,61,0,0,0,14,4,11,17,10,0,59,0,4,5,115,10,0,0,0,0,137,0,0,0,8,8,0,3,5,0,30,5,16,15,94,42,28,16,8,0,219,0,0,0,24,7,4,5,0,0,42,0,3,40,174,43,39,37,6,10,341,0,3,0,6,6,23,13,20,3,69,0,0,0,12,5,11,12,14,4,51,18,67,132,542,303,375,350,203,70,2063,0,0,4,15,12,6,12,5,0,58,0,7,4,50,20,6,6,0,0,97
SED10059,0,8,86,159,64,84,59,20,7,482,0,0,0,26,8,10,0,0,0,56,0,0,3,10,0,3,0,0,0,19,6,32,133,996,194,177,225,213,89,2070,42,82,338,908,230,179,142,96,75,2093,1285,2229,6295,16998,4482,3264,2215,1272,560,38610,0,0,0,11,0,0,0,0,0,14,2504,4070,7267,19198,5814,3976,2177,780,246,46035,0,0,28,83,15,7,0,0,0,144,0,0,0,29,5,9,9,9,4,63,0,4,39,363,39,15,3,0,0,461,0,0,9,19,5,3,4,0,0,45,4,4,21,285,59,31,14,4,3,437,0,0,4,148,29,21,17,13,4,232,3,33,1081,1286,201,313,244,204,91,3453,0,0,0,18,14,23,14,19,8,101,0,0,6,31,5,8,16,8,3,81,18,70,281,1835,744,560,274,109,18,3910,0,0,11,69,31,28,30,14,3,182,4,0,22,379,35,26,15,6,4,495
SED10060,0,0,12,94,32,21,16,11,0,190,0,0,0,25,12,23,3,5,3,77,0,3,4,31,10,18,3,0,0,69,11,66,71,1087,313,224,179,114,49,2127,50,111,116,582,199,180,157,165,94,1666,1779,3323,3580,14548,5607,4891,4288,2828,1109,41950,0,0,0,4,0,4,3,0,0,10,3208,5073,5031,13042,5121,4735,4342,2974,1056,44579,0,0,0,42,3,5,0,0,0,51,0,0,0,28,3,3,0,4,0,34,0,15,21,524,61,9,10,0,0,656,0,6,5,14,3,0,0,0,0,26,3,17,25,181,75,83,47,18,0,458,0,3,0,71,21,19,6,13,0,138,9,101,188,1321,412,377,256,134,68,2866,0,6,0,20,9,31,17,16,13,111,0,4,0,29,8,13,27,22,8,109,46,307,362,1616,1018,927,660,516,136,5574,4,3,0,55,24,34,23,12,7,159,6,29,26,285,69,35,26,23,3,498
SED10061,0,10,3,40,9,5,0,0,0,70,0,0,4,0,4,4,4,3,0,19,0,0,4,14,6,0,0,4,0,24,8,41,32,159,46,50,47,37,12,441,205,608,738,1049,549,569,471,358,213,4764,2055,5115,5123,9059,4943,5441,4633,3023,1237,40629,0,0,0,0,0,0,0,0,0,3,3814,8486,7891,12963,7474,8654,7301,4491,1474,62545,0,15,4,68,6,0,0,0,0,101,0,0,0,0,0,4,7,5,0,9,0,3,15,45,7,3,0,0,0,76,0,0,0,4,0,0,0,0,0,3,0,4,14,37,18,15,24,6,0,119,0,0,0,9,8,0,0,0,0,16,0,12,12,116,31,28,12,0,0,212,0,0,0,0,5,0,3,0,0,16,0,0,5,4,0,0,3,3,0,12,0,22,51,130,142,285,310,249,69,1260,0,7,15,98,13,20,5,0,0,167,0,0,5,26,3,8,3,0,0,51
SED10062,0,7,9,125,77,62,52,15,9,347,0,0,0,6,5,0,5,3,0,17,0,0,5,7,0,0,4,0,0,18,6,34,50,350,228,262,203,130,54,1319,53,151,147,400,160,150,127,123,139,1449,1940,4593,4701,10240,5564,5294,4090,2543,1512,40460,0,0,0,10,0,0,0,0,0,10,3868,8419,7740,10393,5737,4555,3502,2147,1299,47666,0,6,30,193,30,17,8,0,0,277,0,0,4,45,32,54,20,9,6,172,0,7,9,110,24,15,9,0,0,176,0,0,0,10,11,10,0,4,0,35,0,8,10,40,25,15,4,5,0,107,0,4,3,41,36,32,26,16,0,159,11,163,340,2390,1328,1695,954,386,215,7474,0,0,0,19,30,79,116,136,36,424,0,21,29,131,99,131,140,94,30,670,13,62,35,237,194,246,212,192,63,1258,0,4,19,110,80,82,46,29,7,381,0,0,8,20,11,6,5,5,3,64
SED10063,0,0,3,18,11,0,0,0,0,35,0,0,0,0,4,5,5,0,0,25,0,3,5,28,13,5,3,0,0,67,0,20,20,119,48,39,42,24,20,331,143,344,278,666,316,349,299,263,184,2841,2490,5697,4493,10038,4951,5064,4367,2779,1300,41174,0,0,0,3,0,3,0,0,0,12,4945,10665,8273,15575,8088,8246,7115,4144,1592,68652,0,0,0,27,0,0,0,0,0,34,0,0,0,0,0,0,5,0,0,8,0,0,5,13,0,0,0,0,0,19,0,3,0,13,0,0,0,0,0,16,7,0,10,42,20,9,3,0,0,88,0,0,0,3,0,0,0,0,0,11,0,9,10,96,43,32,35,26,6,250,0,0,0,0,0,9,9,12,3,34,0,0,0,0,0,6,0,3,0,9,4,24,35,157,145,274,242,220,64,1161,0,0,3,22,18,14,4,0,0,67,0,3,0,16,8,3,7,3,0,39
SED10064,0,0,0,17,5,0,0,0,0,19,0,0,0,3,3,11,7,4,4,28,0,0,0,0,4,5,0,3,0,10,3,12,10,71,56,77,72,48,17,364,141,379,284,654,398,480,478,293,126,3238,1856,4539,3563,7466,4855,6442,5939,3300,1410,39375,0,0,0,0,0,0,0,0,0,0,3485,8278,6603,12193,7543,9839,9417,4854,1807,64020,0,0,0,7,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,17,6,0,0,5,0,27,0,0,0,5,0,0,0,0,0,12,0,3,0,34,17,21,32,3,4,122,0,0,3,3,8,7,8,6,0,31,0,0,3,40,46,29,7,0,4,134,0,0,0,0,0,3,10,0,3,23,0,0,0,0,0,4,5,0,0,13,3,33,27,162,239,552,674,506,167,2367,0,0,3,14,14,16,12,8,0,69,0,3,8,22,10,9,12,13,5,77
SED10065,0,10,59,175,103,103,48,12,10,523,0,0,0,0,0,0,0,0,0,9,0,0,19,45,10,3,0,0,0,80,23,183,166,804,284,243,228,116,43,2084,141,286,315,1120,283,216,171,130,61,2719,3528,6382,5882,20771,6324,5579,3865,2021,938,55285,0,16,25,284,74,73,59,24,6,565,6270,9058,6791,11060,4193,3192,2193,1269,675,44702,7,31,42,399,56,32,12,0,0,582,0,0,0,36,18,33,17,13,3,128,0,7,10,102,21,12,3,0,0,157,0,0,9,43,30,10,13,6,0,113,4,10,14,64,23,16,8,3,0,140,0,5,8,59,34,23,53,15,5,207,25,350,550,4810,1667,2052,1255,544,247,11500,0,0,0,24,6,33,29,23,10,127,0,41,9,103,14,36,41,26,6,289,4,48,61,299,179,249,201,144,64,1245,0,3,31,233,108,126,69,23,12,607,0,0,4,52,8,12,10,0,3,89
SED10066,0,5,6,56,28,8,3,0,0,105,0,0,0,3,6,7,17,0,0,37,0,0,6,18,10,0,0,0,0,40,4,24,54,302,161,147,154,103,41,981,125,283,282,727,250,198,222,235,236,2564,2548,5286,5355,12538,5283,4792,4120,2307,1021,43249,0,0,0,41,21,4,9,8,0,87,5060,9715,9334,17746,7329,6098,4705,2228,786,62995,4,13,4,96,22,6,10,0,0,150,0,0,0,14,5,11,9,11,4,54,0,3,3,34,4,4,0,0,0,51,0,0,0,11,4,3,4,0,0,28,0,3,8,25,22,24,6,0,0,87,0,0,0,15,10,18,6,13,0,70,0,13,41,269,141,118,92,35,11,728,0,0,0,8,11,26,36,31,10,132,0,4,6,43,12,24,42,19,8,154,10,53,81,351,402,709,692,523,126,2941,0,4,25,108,71,61,26,14,0,309,0,5,5,22,8,10,7,9,0,57
SED10067,0,0,3,28,25,5,7,0,0,77,0,0,4,14,20,17,11,8,6,83,0,0,0,17,7,14,8,0,0,42,4,44,37,336,237,191,164,111,56,1188,43,121,127,269,164,155,136,189,154,1363,1748,4626,4018,7523,5660,5459,4649,3155,1742,38578,0,0,0,0,0,5,0,0,0,5,3404,8454,7161,10052,7148,6970,5917,3702,1805,54616,0,0,0,4,3,5,0,0,0,11,0,0,0,6,3,6,4,0,0,27,0,16,23,392,64,21,3,0,0,521,0,0,0,3,6,0,0,0,0,6,4,12,21,85,75,80,32,21,4,340,0,0,5,24,17,12,9,18,0,86,0,12,14,60,63,78,43,21,9,305,0,0,0,16,11,44,67,80,27,247,0,0,0,0,3,10,17,19,5,59,21,290,387,960,1190,1180,961,789,295,6064,0,0,0,14,16,13,16,4,0,62,0,13,14,62,45,29,22,15,0,201
SED10068,0,0,3,26,10,6,6,0,0,55,0,3,3,8,3,7,13,10,6,54,0,0,0,14,9,3,11,3,0,37,5,18,27,112,73,73,90,73,23,493,60,161,161,331,211,304,340,323,168,2061,1614,4366,3926,7621,5113,6262,6680,4467,1913,41971,0,0,0,3,0,0,0,0,0,6,3211,8162,7244,11919,7831,9356,10156,6060,2349,66284,0,0,4,10,0,0,0,0,0,10,0,0,0,5,0,3,4,0,0,15,0,4,0,29,5,3,0,0,0,45,0,0,0,3,0,0,0,0,0,4,0,10,4,62,30,29,13,11,0,168,0,0,0,5,13,4,7,5,0,34,5,13,8,67,24,26,16,7,5,167,0,0,0,0,3,7,13,15,6,42,0,4,4,6,11,6,15,17,4,59,7,74,85,267,410,609,865,856,317,3500,0,6,4,19,13,15,8,8,0,74,0,7,4,18,18,14,20,5,0,85
SED10069,0,4,0,28,5,0,3,0,0,40,0,3,6,11,8,6,10,19,0,62,0,0,0,3,9,4,3,0,0,21,0,14,10,84,56,80,102,67,19,445,65,193,164,338,210,252,326,275,134,1956,1731,4393,3745,7410,4832,5816,5983,3566,1241,38713,0,0,0,0,0,0,0,0,0,0,3311,8339,7189,12215,7693,9048,8781,4923,1479,62975,0,0,0,8,0,0,0,0,0,16,0,0,0,0,0,3,6,0,0,16,0,4,0,22,4,0,0,0,0,24,0,0,0,7,0,0,0,0,0,9,0,0,3,33,25,19,32,13,3,136,0,0,0,9,3,11,19,11,0,52,0,5,8,41,32,17,10,10,3,130,0,0,0,3,5,13,22,36,10,90,0,0,4,9,3,3,18,9,0,45,14,81,78,231,339,653,842,701,162,3107,0,3,0,23,9,10,8,9,3,72,0,0,0,20,6,11,12,8,0,67
SED10070,0,14,34,256,243,220,168,49,42,1034,0,0,0,0,0,3,0,5,0,14,0,5,4,8,9,0,0,3,0,25,13,153,198,594,399,431,414,236,94,2522,114,260,182,588,218,198,191,126,48,1929,2643,5971,5100,12540,5313,5032,4395,2426,1040,44456,0,17,51,218,79,71,31,8,3,473,4994,9347,7104,8996,3778,3049,2286,1124,388,41071,0,13,8,125,43,24,12,4,0,228,0,0,3,57,43,66,34,11,5,226,0,0,0,24,0,6,3,0,0,40,0,0,15,157,76,105,83,20,3,464,0,0,7,22,5,10,4,0,0,48,0,0,15,57,108,102,128,78,18,511,4,20,51,377,223,312,190,89,49,1321,0,0,3,43,36,99,177,139,51,557,0,5,20,76,30,66,90,49,18,354,3,23,32,79,73,145,195,112,59,726,0,9,43,335,236,245,163,65,15,1112,0,0,0,9,7,8,8,3,0,36
SED10071,0,4,5,85,34,12,16,0,0,163,0,0,0,10,4,3,0,0,0,12,0,8,21,52,25,11,0,0,0,122,18,189,190,727,314,231,150,75,24,1903,124,259,221,709,197,152,109,45,18,1830,4719,9868,7221,21533,7491,4989,3354,1329,411,60915,0,10,38,375,152,138,73,21,4,813,9027,15733,10160,14431,6028,3260,1935,879,228,61673,5,57,50,492,156,123,52,12,0,948,0,5,3,25,10,15,7,5,0,68,0,9,10,83,9,8,0,0,0,127,0,0,7,6,12,3,0,4,0,35,0,13,21,47,26,8,9,4,0,136,0,6,7,37,47,24,39,14,6,176,16,73,101,1341,360,409,250,80,20,2641,0,0,0,23,15,49,34,18,5,138,3,66,47,219,51,65,61,48,7,571,15,137,143,441,340,297,230,124,46,1777,0,23,72,563,357,278,157,66,12,1528,0,0,0,22,3,13,0,5,3,48
SED10072,0,17,88,261,117,94,47,23,10,660,0,0,0,9,0,0,0,3,4,15,0,0,3,13,3,4,0,0,0,21,31,161,176,1626,422,399,366,254,89,3518,122,219,292,963,298,227,186,167,88,2552,2517,4231,5234,16514,5808,5024,3905,2729,1302,47260,0,0,0,18,5,0,0,0,0,32,4693,7323,6768,12313,5523,3666,2292,1361,746,44682,3,25,124,712,116,41,21,0,0,1045,0,0,3,73,36,49,35,14,7,211,3,23,95,1181,69,43,15,4,8,1438,0,0,18,21,10,3,0,0,0,60,0,0,10,71,22,7,5,7,3,126,3,10,13,125,79,69,74,45,3,413,7,51,576,2718,585,965,553,256,164,5886,0,0,0,42,36,58,65,62,24,283,0,17,23,225,131,232,286,171,95,1181,11,34,34,460,263,225,169,132,45,1381,0,4,15,145,74,105,65,32,3,436,0,3,8,104,25,16,6,8,0,174
SED10073,9,16,113,263,86,71,50,15,5,634,0,0,0,0,6,3,5,8,0,29,0,0,18,23,10,0,3,0,0,50,18,141,128,928,294,281,211,153,59,2210,79,136,201,710,174,178,129,127,97,1837,2726,4883,5488,18115,5865,5647,4409,2471,1402,51007,0,4,4,78,43,33,27,9,0,196,5038,7932,7051,10315,4167,3621,2493,1518,1028,43162,6,19,127,385,25,15,7,0,0,579,0,0,0,26,11,10,17,5,0,72,3,19,13,221,22,9,5,0,0,289,0,0,8,24,16,6,10,0,0,64,0,3,14,83,27,13,14,6,3,163,0,0,0,41,18,23,22,13,0,123,35,395,1005,7099,1743,2065,1568,561,302,14775,0,0,0,23,22,36,57,45,18,198,3,27,8,107,22,52,48,49,25,330,7,62,74,400,236,294,215,158,72,1532,0,3,8,95,55,57,46,18,9,295,0,11,13,86,24,11,5,4,5,159
SED10074,0,10,4,88,38,41,28,12,0,222,0,0,0,3,0,5,5,0,0,12,0,0,5,24,10,4,5,0,0,39,16,71,86,455,216,211,194,122,44,1412,111,187,182,570,190,155,152,163,127,1843,2785,5443,4623,13255,5339,4592,3924,2470,1058,43477,0,0,5,91,43,32,27,13,0,213,5191,9185,6867,10423,5202,3797,3296,2131,790,46883,0,10,29,230,63,58,24,4,0,415,0,0,0,18,14,27,13,10,3,84,0,0,0,24,10,7,0,0,0,50,0,0,0,24,9,4,11,0,0,43,3,9,5,35,20,18,8,4,0,116,0,3,3,34,36,31,16,18,5,159,0,55,89,899,424,575,359,148,69,2620,0,0,0,19,23,43,53,55,27,221,0,20,11,55,14,32,71,45,11,254,5,50,50,222,207,304,287,250,89,1458,4,16,26,229,125,170,113,41,23,737,0,4,0,24,13,12,9,10,0,71
SED10075,0,3,9,39,26,14,13,0,0,98,0,0,0,7,15,36,23,20,12,114,0,0,0,11,0,0,3,0,0,23,0,12,26,154,146,214,198,183,85,1017,81,244,168,457,202,205,212,221,114,1918,2520,5568,5303,11197,5793,5751,4878,3071,1150,45231,0,0,3,4,3,4,0,3,0,10,4961,10667,10068,18207,8712,7460,5462,3037,984,69560,0,0,3,12,8,7,0,0,0,30,0,0,3,33,22,32,23,11,0,128,0,0,4,16,11,8,3,0,0,49,0,0,0,15,10,4,3,0,0,33,0,3,4,37,17,18,14,3,0,98,0,4,4,30,51,37,58,49,4,231,0,10,3,103,34,31,32,5,4,222,0,0,0,15,17,38,54,64,34,225,3,20,0,36,11,12,19,13,0,117,4,53,71,284,468,1087,985,813,257,4027,0,11,5,35,14,20,9,4,0,98,0,0,4,8,10,17,13,4,0,54
SED10076,0,0,7,23,13,0,8,0,0,48,0,0,0,7,8,11,18,19,4,66,0,0,0,7,5,0,4,0,0,15,3,16,11,104,75,88,127,99,33,554,122,258,228,551,272,381,366,301,160,2642,1899,4028,3328,7844,4428,5981,6350,3629,1530,39006,0,0,0,0,0,0,0,0,0,0,3621,7512,6161,12400,6923,8854,9155,4761,1743,61121,0,8,0,16,0,0,0,0,0,21,0,0,0,4,5,3,3,4,0,14,0,0,0,28,7,5,0,0,0,38,0,0,0,11,0,0,4,0,0,21,7,5,0,38,13,24,19,13,0,111,0,0,0,15,9,11,30,9,3,75,0,5,16,54,49,34,16,6,0,193,0,0,0,5,9,23,55,38,12,144,0,0,0,8,0,10,21,5,0,47,5,34,43,219,259,711,948,790,229,3242,0,0,0,13,15,7,9,7,0,65,0,3,0,12,4,10,12,3,5,55
