SED_CODE_2021,F_Malta_0_4,F_Malta_5_14,F_Malta_15_24,F_Malta_25_44,F_Malta_45_54,F_Malta_55_64,F_Malta_65_74,F_Malta_75_84,F_Malta_85ov,F_Malta_Tot,F_Mauritius_0_4,F_Mauritius_5_14,F_Mauritius_15_24,F_Mauritius_25_44,F_Mauritius_45_54,F_Mauritius_55_64,F_Mauritius_65_74,F_Mauritius_75_84,F_Mauritius_85ov,F_Mauritius_Tot,F_Myanmar_0_4,F_Myanmar_5_14,F_Myanmar_15_24,F_Myanmar_25_44,F_Myanmar_45_54,F_Myanmar_55_64,F_Myanmar_65_74,F_Myanmar_75_84,F_Myanmar_85ov,F_Myanmar_Tot,F_Nepal_0_4,F_Nepal_5_14,F_Nepal_15_24,F_Nepal_25_44,F_Nepal_45_54,F_Nepal_55_64,F_Nepal_65_74,F_Nepal_75_84,F_Nepal_85ov,F_Nepal_Tot,F_Netherlands_0_4,F_Netherlands_5_14,F_Netherlands_15_24,F_Netherlands_25_44,F_Netherlands_45_54,F_Netherlands_55_64,F_Netherlands_65_74,F_Netherlands_75_84,F_Netherlands_85ov,F_Netherlands_Tot,F_New_Zealand_0_4,F_New_Zealand_5_14,F_New_Zealand_15_24,F_New_Zealand_25_44,F_New_Zealand_45_54,F_New_Zealand_55_64,F_New_Zealand_65_74,F_New_Zealand_75_84,F_New_Zealand_85ov,F_New_Zealand_Tot,F_North_Macedonia_0_4,F_North_Macedonia_5_14,F_North_Macedonia_15_24,F_North_Macedonia_25_44,F_North_Macedonia_45_54,F_North_Macedonia_55_64,F_North_Macedonia_65_74,F_North_Macedonia_75_84,F_North_Macedonia_85ov,F_North_Macedonia_Tot,F_Pakistan_0_4,F_Pakistan_5_14,F_Pakistan_15_24,F_Pakistan_25_44,F_Pakistan_45_54,F_Pakistan_55_64,F_Pakistan_65_74,F_Pakistan_75_84,F_Pakistan_85ov,F_Pakistan_Tot,F_PNG_0_4,F_PNG_5_14,F_PNG_15_24,F_PNG_25_44,F_PNG_45_54,F_PNG_55_64,F_PNG_65_74,F_PNG_75_84,F_PNG_85ov,F_PNG_Tot,F_Philippines_0_4,F_Philippines_5_14,F_Philippines_15_24,F_Philippines_25_44,F_Philippines_45_54,F_Philippines_55_64,F_Philippines_65_74,F_Philippines_75_84,F_Philippines_85ov,F_Philippines_Tot,F_Poland_0_4,F_Poland_5_14,F_Poland_15_24,F_Poland_25_44,F_Poland_45_54,F_Poland_55_64,F_Poland_65_74,F_Poland_75_84,F_Poland_85ov,F_Poland_Tot,F_Samoa_0_4,F_Samoa_5_14,F_Samoa_15_24,F_Samoa_25_44,F_Samoa_45_54,F_Samoa_55_64,F_Samoa_65_74,F_Samoa_75_84,F_Samoa_85ov,F_Samoa_Tot,F_Scotland_0_4,F_Scotland_5_14,F_Scotland_15_24,F_Scotland_25_44,F_Scotland_45_54,F_Scotland_55_64,F_Scotland_65_74,F_Scotland_75_84,F_Scotland_85ov,F_Scotland_Tot,F_Singapore_0_4,F_Singapore_5_14,F_Singapore_15_24,F_Singapore_25_44,F_Singapore_45_54,F_Singapore_55_64,F_Singapore_65_74,F_Singapore_75_84,F_Singapore_85ov,F_Singapore_Tot,F_South_Africa_0_4,F_South_Africa_5_14,F_South_Africa_15_24,F_South_Africa_25_44,F_South_Africa_45_54,F_South_Africa_55_64,F_South_Africa_65_74,F_South_Africa_75_84,F_South_Africa_85ov,F_South_Africa_Tot,F_Sri_Lanka_0_4,F_Sri_Lanka_5_14,F_Sri_Lanka_15_24,F_Sri_Lanka_25_44,F_Sri_Lanka_45_54,F_Sri_Lanka_55_64,F_Sri_Lanka_65_74,F_Sri_Lanka_75_84,F_Sri_Lanka_85ov,F_Sri_Lanka_Tot,F_Taiwan_0_4,F_Taiwan_5_14,F_Taiwan_15_24,F_Taiwan_25_44,F_Taiwan_45_54,F_Taiwan_55_64,F_Taiwan_65_74,F_Taiwan_75_84,F_Taiwan_85ov,F_Taiwan_Tot,F_Thailand_0_4,F_Thailand_5_14,F_Thailand_15_24,F_Thailand_25_44,F_Thailand_45_54,F_Thailand_55_64,F_Thailand_65_74,F_Thailand_75_84,F_Thailand_85ov,F_Thailand_Tot,F_Turkey_0_4,F_Turkey_5_14,F_Turkey_15_24,F_Turkey_25_44,F_Turkey_45_54,F_Turkey_55_64,F_Turkey_65_74,F_Turkey_75_84,F_Turkey_85ov,F_Turkey_Tot,F_USA_0_4,F_USA_5_14,F_USA_15_24,F_USA_25_44,F_USA_45_54,F_USA_55_64,F_USA_65_74,F_USA_75_84,F_USA_85ov,F_USA_Tot
SED10080,0,0,0,5,0,7,10,5,0,21,0,0,5,9,4,4,3,0,0,27,0,0,15,20,5,0,0,0,0,46,0,6,40,40,0,0,0,0,0,80,0,0,6,47,8,7,8,9,6,89,6,14,85,393,190,196,139,66,18,1102,0,0,0,16,5,10,4,7,0,31,3,0,0,22,4,6,0,0,0,44,0,0,6,5,19,13,4,0,0,43,0,4,26,361,74,56,42,11,3,580,0,0,6,84,19,15,18,17,8,164,0,0,0,3,8,0,0,0,0,5,0,4,6,67,28,29,19,19,0,178,4,5,23,102,29,21,25,9,4,226,0,3,24,151,48,38,43,19,3,327,0,0,3,41,12,5,11,4,0,73,0,8,19,216,32,20,13,5,0,311,4,19,179,2415,216,48,13,3,0,2896,0,0,0,58,12,9,7,3,0,91,11,37,54,350,104,61,32,31,6,702
SED10081,0,0,0,0,0,0,3,5,0,13,0,0,0,0,3,0,0,0,0,0,0,0,4,13,5,8,0,0,0,27,0,5,6,103,0,0,0,0,0,113,0,0,0,4,5,4,23,12,4,50,0,14,13,84,57,46,39,23,4,285,0,0,0,0,0,0,0,0,0,0,0,0,3,24,0,0,0,0,0,24,0,0,0,6,6,3,0,0,0,17,4,22,41,151,51,40,36,7,0,354,0,0,0,3,0,0,4,0,0,7,0,0,0,4,0,0,0,0,0,4,0,3,0,13,8,15,14,11,4,64,0,0,0,0,0,4,7,0,0,14,0,11,15,47,13,10,6,5,0,107,0,5,0,5,5,3,0,0,0,23,0,5,0,67,0,0,0,0,0,79,0,4,0,30,13,8,3,0,0,63,0,0,0,0,0,0,0,0,0,0,3,0,5,28,5,16,13,7,4,83
SED10082,0,0,0,4,0,5,26,8,4,46,0,0,3,0,4,7,8,5,0,21,0,0,0,0,0,0,5,0,0,9,0,0,0,12,0,0,0,0,0,10,0,0,4,7,17,15,38,39,20,137,3,22,21,133,131,132,108,54,26,635,0,0,0,0,0,0,0,0,0,5,0,4,0,4,0,8,3,0,0,16,0,0,0,14,10,12,4,0,0,42,0,5,8,59,37,39,33,7,3,202,0,0,0,25,4,3,8,13,5,57,0,0,0,0,0,0,0,0,0,3,3,3,21,26,37,43,48,39,22,237,0,10,0,9,11,10,7,0,0,46,0,14,26,103,93,73,65,30,7,415,0,4,6,10,8,3,6,3,0,36,0,5,0,3,0,4,0,0,0,14,0,4,6,42,31,15,4,0,0,113,0,0,0,3,3,8,3,0,0,20,4,19,36,72,29,22,15,9,0,201
SED10083,0,0,0,3,6,10,30,14,7,69,0,0,0,0,0,5,10,0,4,23,0,0,0,3,4,0,0,0,0,6,0,0,0,31,0,0,0,0,0,30,0,0,0,4,4,11,24,25,17,85,0,13,28,120,150,125,102,47,14,608,0,0,0,0,0,0,4,0,0,4,0,0,3,3,3,0,0,0,0,17,0,0,0,9,7,9,10,0,0,35,5,20,18,143,51,76,43,7,4,365,0,0,0,15,7,5,15,6,7,53,0,0,0,0,6,0,0,0,0,3,0,4,4,18,15,47,51,34,14,191,0,0,0,6,0,9,4,0,0,19,0,6,21,56,42,24,29,21,0,193,0,0,0,10,5,3,0,0,0,29,0,0,0,3,4,0,0,0,0,11,0,5,13,59,22,19,4,0,0,125,0,0,0,0,3,3,0,0,0,8,0,10,9,38,18,16,15,6,0,117
SED10084,0,0,0,0,0,6,16,7,3,39,0,0,0,0,0,3,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,20,0,4,0,12,9,14,35,32,12,114,4,31,50,273,199,236,248,122,45,1215,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,4,0,3,0,15,17,17,11,0,0,63,5,21,21,143,65,63,44,16,3,377,0,0,0,13,8,6,8,0,3,38,0,0,0,0,4,0,0,0,0,11,0,0,5,21,14,43,51,65,30,236,0,4,0,4,7,4,8,5,0,26,0,12,15,68,32,34,25,8,3,194,0,0,0,13,3,8,4,0,0,19,0,0,0,13,0,0,0,0,0,15,0,8,10,61,42,23,9,0,0,157,0,0,0,0,8,0,0,0,0,8,4,6,17,58,19,32,25,5,5,173
SED10085,0,0,0,0,0,3,5,6,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,20,0,0,0,0,0,26,0,0,4,11,0,13,19,18,4,69,3,23,38,144,101,124,69,27,11,534,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,12,0,0,0,0,7,5,0,0,0,21,0,17,14,139,55,46,33,5,0,314,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,6,8,12,19,19,13,5,77,0,0,0,0,7,5,4,0,0,21,0,11,9,45,38,13,7,3,0,130,0,7,0,5,0,0,0,0,0,14,0,0,0,9,0,0,0,0,0,13,0,0,5,44,20,3,7,0,0,86,0,0,0,3,0,0,0,0,0,3,0,0,3,25,8,12,17,6,0,62
SED10086,0,0,0,0,0,4,6,3,4,18,0,0,0,4,3,3,0,0,0,18,0,0,0,5,0,0,5,0,0,11,0,0,0,3,3,0,0,0,0,10,0,4,4,64,11,8,14,8,4,127,9,14,56,391,163,141,102,65,13,945,0,0,0,9,6,4,0,0,0,17,0,0,5,7,0,3,0,0,0,14,0,0,0,3,11,4,3,0,0,25,4,3,19,161,56,49,29,4,4,328,0,0,4,75,25,11,54,36,29,229,0,0,0,0,0,0,0,4,0,4,0,0,14,74,21,27,16,9,11,172,0,44,23,40,22,20,31,19,3,194,3,30,110,618,466,459,348,203,91,2332,0,0,0,11,16,4,8,4,0,45,0,4,0,34,5,10,12,0,0,67,0,7,7,73,29,19,13,7,0,146,0,6,0,28,15,4,4,6,0,59,32,90,68,375,72,53,37,11,3,744
SED10087,0,0,0,0,0,0,10,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,5,66,20,0,0,0,0,105,0,6,13,65,3,0,3,0,0,96,0,0,3,10,0,6,17,10,4,56,3,17,18,79,43,68,49,24,4,303,0,0,0,0,0,0,0,0,0,3,0,10,4,27,4,0,0,0,0,50,0,0,3,5,5,4,0,0,0,19,0,25,35,132,42,45,26,3,0,303,0,0,0,6,4,0,0,0,0,7,0,0,5,3,0,0,0,0,0,7,0,0,4,10,13,12,21,14,0,72,0,5,3,3,3,3,6,0,0,24,0,9,33,56,36,20,14,4,0,169,0,5,7,37,13,6,3,0,0,72,0,0,0,21,0,0,0,0,0,30,0,7,5,59,16,11,0,0,0,92,7,4,0,0,0,0,3,0,0,15,0,3,10,28,21,10,14,8,0,94
SED10088,0,0,0,0,3,0,8,9,0,21,0,0,0,3,3,7,4,0,0,16,0,0,0,3,3,5,4,0,0,13,3,5,102,200,3,0,0,0,0,319,0,13,6,28,23,24,24,27,28,168,3,16,49,253,220,180,96,40,15,869,0,0,0,6,9,0,6,0,0,23,0,0,3,7,3,0,0,0,0,21,0,0,0,5,13,15,0,3,0,26,0,18,48,268,126,118,68,28,0,678,0,0,0,57,14,21,23,7,3,134,0,0,0,0,6,9,3,0,0,21,0,7,8,41,51,60,23,35,16,249,0,16,7,26,17,6,13,6,0,84,5,21,41,182,134,80,41,26,6,529,0,0,0,9,7,3,8,0,0,28,0,0,0,17,9,12,13,0,0,52,0,4,17,119,71,44,11,4,3,268,0,5,0,12,14,5,6,8,0,49,11,31,35,131,70,29,18,12,0,332
SED10089,0,0,0,0,0,4,0,0,0,7,0,0,0,0,3,0,3,0,0,11,0,0,8,12,0,0,0,0,0,21,0,3,18,92,3,4,0,0,0,127,0,0,4,5,5,8,11,17,5,52,6,21,33,105,67,60,46,22,5,366,0,0,5,20,15,45,43,32,17,182,3,21,12,68,0,3,3,0,0,120,0,0,4,9,11,3,0,0,0,30,0,22,44,156,76,78,51,16,5,454,0,0,0,7,9,15,23,27,17,99,0,0,0,0,3,5,4,0,0,13,0,6,0,9,19,19,32,28,6,121,3,0,18,16,8,6,0,3,0,61,0,6,19,49,20,8,9,5,0,125,0,3,8,27,18,10,5,4,0,75,0,0,0,26,5,0,0,0,0,33,0,8,13,73,23,7,3,0,0,126,0,0,0,0,0,5,0,0,0,8,8,11,14,55,13,12,5,6,0,126
SED10090,0,0,0,4,3,0,3,3,0,12,0,0,0,11,3,3,5,0,0,27,0,0,5,9,4,0,5,4,3,30,0,7,74,148,3,0,0,0,0,237,0,3,6,19,3,11,15,11,13,72,0,37,58,210,186,165,127,40,16,829,0,0,0,3,8,7,9,4,6,35,0,3,0,27,6,3,5,0,0,61,0,0,0,7,33,36,24,19,14,130,4,18,56,285,100,67,76,12,7,623,0,0,5,57,17,25,23,12,9,143,0,0,0,0,0,0,0,0,0,0,0,0,0,26,29,24,21,14,6,119,12,53,32,77,53,38,33,20,4,330,6,23,25,179,102,72,66,31,7,512,0,0,3,49,10,13,14,12,5,103,4,23,19,259,89,53,78,9,4,534,4,15,31,262,53,32,15,0,0,411,0,0,0,20,9,8,4,3,4,58,15,62,44,137,65,37,30,14,0,419
SED10091,0,0,0,6,3,24,49,27,4,109,0,0,0,0,5,8,4,0,0,24,0,0,0,0,0,0,0,0,0,8,6,4,9,127,0,4,0,0,0,146,0,0,0,9,8,19,45,31,8,121,0,16,24,106,105,93,98,48,5,507,0,0,0,0,0,8,4,0,0,21,0,0,0,9,3,0,0,0,0,12,0,0,0,5,11,5,8,0,0,29,0,0,6,76,25,29,32,0,0,179,0,0,0,12,8,8,17,5,4,52,0,0,0,3,0,0,0,0,0,8,0,4,0,29,18,55,71,47,15,230,0,0,0,3,8,8,4,4,0,22,0,9,14,47,47,22,25,29,0,192,0,0,5,8,6,4,4,0,0,27,0,0,0,7,0,0,0,0,0,17,0,8,7,50,18,8,5,0,0,98,0,0,0,8,0,4,3,0,0,14,0,13,15,42,21,28,20,16,0,165
SED10092,0,0,0,3,3,14,33,34,14,105,0,0,0,7,0,3,0,0,0,8,0,7,9,66,12,5,8,4,0,119,0,0,27,97,4,4,0,0,0,135,0,0,3,13,0,7,25,36,21,117,0,15,42,133,88,81,54,38,9,462,0,9,10,112,149,241,352,272,72,1206,0,0,6,43,7,0,0,0,0,63,0,4,0,10,4,4,0,0,0,17,7,21,23,165,56,83,77,25,0,457,0,0,4,16,13,7,20,18,17,97,0,0,0,6,0,5,0,0,0,17,0,0,3,11,13,58,64,47,21,212,0,10,4,15,7,5,3,0,0,45,0,3,15,56,14,15,20,8,0,131,0,0,11,25,6,9,6,5,0,51,0,5,0,20,5,8,3,0,0,29,0,27,41,132,52,23,4,3,0,276,0,6,3,29,49,37,37,27,4,188,0,12,25,62,14,14,14,7,0,157
SED10093,0,0,0,0,0,7,32,34,5,87,0,0,0,7,0,4,10,3,0,25,0,0,0,0,0,0,0,0,0,0,0,0,12,46,0,0,0,0,0,61,0,0,0,9,13,20,30,30,12,111,5,17,34,176,133,145,92,44,13,663,0,0,0,0,0,6,0,0,0,8,0,0,8,9,4,4,0,0,0,32,0,0,0,0,9,13,3,0,0,20,0,20,43,182,106,88,51,13,8,510,0,0,0,16,7,5,8,3,3,43,0,0,0,5,5,0,0,0,0,14,0,0,3,17,23,30,57,54,19,195,0,0,0,0,0,7,5,0,0,11,0,7,12,53,34,35,21,14,0,170,0,0,0,14,5,0,7,0,0,24,0,0,0,6,8,0,0,0,0,15,0,11,12,77,29,22,9,0,0,149,0,0,0,0,3,3,0,0,0,6,0,10,11,36,18,13,15,0,0,107
SED19494,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,0,0,0,7,0,3,5,0,0,17,0,0,3,29,16,29,15,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,11,0,0,3,19,0,5,3,0,0,32,0,0,0,4,0,0,4,0,0,3,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,7,5,0,0,17,0,0,0,0,0,0,0,0,0,6,0,0,3,10,4,5,3,0,0,28,0,0,0,8,0,0,0,0,0,7,0,0,0,30,0,0,0,0,0,34,0,0,0,6,6,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,5,0,0,16,5,0,0,0,0,30
SED19797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
