SED_CODE_2021,Iran_2016,Iran_2017,Iran_2018,Iran_2019,Iran_2020,Iran_2021,Iran_Yr_arrival_NS,Iran_Tot,Iraq_Before_1951,Iraq_1951_1960,Iraq_1961_1970,Iraq_1971_1980,Iraq_1981_1990,Iraq_1991_2000,Iraq_2001_2010,Iraq_2011_2015,Iraq_2016,Iraq_2017,Iraq_2018,Iraq_2019,Iraq_2020,Iraq_2021,Iraq_Yr_arrival_NS,Iraq_Tot,Ireland_Before_1951,Ireland_1951_1960,Ireland_1961_1970,Ireland_1971_1980,Ireland_1981_1990,Ireland_1991_2000,Ireland_2001_2010,Ireland_2011_2015,Ireland_2016,Ireland_2017,Ireland_2018,Ireland_2019,Ireland_2020,Ireland_2021,Ireland_Yr_arrival_NS,Ireland_Tot,Italy_Before_1951,Italy_1951_1960,Italy_1961_1970,Italy_1971_1980,Italy_1981_1990,Italy_1991_2000,Italy_2001_2010,Italy_2011_2015,Italy_2016,Italy_2017,Italy_2018,Italy_2019,Italy_2020,Italy_2021,Italy_Yr_arrival_NS,Italy_Tot,Japan_Before_1951,Japan_1951_1960,Japan_1961_1970,Japan_1971_1980,Japan_1981_1990,Japan_1991_2000,Japan_2001_2010,Japan_2011_2015,Japan_2016,Japan_2017,Japan_2018,Japan_2019,Japan_2020,Japan_2021,Japan_Yr_arrival_NS,Japan_Tot,Korea_Rep_Sth_Before_1951,Korea_Rep_Sth_1951_1960,Korea_Rep_Sth_1961_1970,Korea_Rep_Sth_1971_1980,Korea_Rep_Sth_1981_1990,Korea_Rep_Sth_1991_2000,Korea_Rep_Sth_2001_2010,Korea_Rep_Sth_2011_2015,Korea_Republic_South_2016,Korea_Republic_South_2017,Korea_Republic_South_2018,Korea_Republic_South_2019,Korea_Republic_South_2020,Korea_Republic_South_2021,Korea_Repub_Sth_arrival_ns,Korea_Republic_South_Tot,Lebanon_Before_1951,Lebanon_1951_1960,Lebanon_1961_1970,Lebanon_1971_1980,Lebanon_1981_1990,Lebanon_1991_2000,Lebanon_2001_2010,Lebanon_2011_2015,Lebanon_2016,Lebanon_2017,Lebanon_2018,Lebanon_2019,Lebanon_2020,Lebanon_2021,Lebanon_Yr_arrival_NS,Lebanon_Tot,Malaysia_Before_1951,Malaysia_1951_1960,Malaysia_1961_1970,Malaysia_1971_1980,Malaysia_1981_1990,Malaysia_1991_2000,Malaysia_2001_2010,Malaysia_2011_2015,Malaysia_2016,Malaysia_2017,Malaysia_2018,Malaysia_2019,Malaysia_2020,Malaysia_2021,Malaysia_Yr_arrival_ns,Malaysia_Tot,Nepal_Before_1951,Nepal_1951_1960,Nepal_1961_1970,Nepal_1971_1980,Nepal_1981_1990,Nepal_1991_2000,Nepal_2001_2010,Nepal_2011_2015,Nepal_2016,Nepal_2017,Nepal_2018,Nepal_2019,Nepal_2020,Nepal_2021,Nepal_Yr_arrival_NS,Nepal_Tot,Netherlands_Before_1951,Netherlands_1951_1960,Netherlands_1961_1970,Netherlands_1971_1980,Netherlands_1981_1990,Netherlands_1991_2000,Netherlands_2001_2010,Netherlands_2011_2015,Netherlands_2016,Netherlands_2017,Netherlands_2018,Netherlands_2019,Netherlands_2020,Netherlands_2021,Netherlands_Yr_arrival_ns,Netherlands_Tot,New_Zealand_Before_1951,New_Zealand_1951_1960,New_Zealand_1961_1970,New_Zealand_1971_1980,New_Zealand_1981_1990,New_Zealand_1991_2000,New_Zealand_2001_2010,New_Zealand_2011_2015,New_Zealand_2016,New_Zealand_2017,New_Zealand_2018,New_Zealand_2019,New_Zealand_2020,New_Zealand_2021,New_Zealand_Yr_arrival_ns,New_Zealand_Tot,North_Macedonia_Before_1951,North_Macedonia_1951_1960,North_Macedonia_1961_1970,North_Macedonia_1971_1980,North_Macedonia_1981_1990,North_Macedonia_1991_2000,North_Macedonia_2001_2010,North_Macedonia_2011_2015,North_Macedonia_2016,North_Macedonia_2017,North_Macedonia_2018,North_Macedonia_2019,North_Macedonia_2020,North_Macedonia_2021,North_Macedonia_Yr_arrival_NS,North_Macedonia_Tot,Pakistan_Before_1951,Pakistan_1951_1960,Pakistan_1961_1970,Pakistan_1971_1980,Pakistan_1981_1990,Pakistan_1991_2000,Pakistan_2001_2010,Pakistan_2011_2015,Pakistan_2016,Pakistan_2017,Pakistan_2018,Pakistan_2019,Pakistan_2020,Pakistan_2021,Pakistan_Yr_arrival_NS,Pakistan_Tot
SED10080,13,13,18,14,9,0,5,350,0,0,4,3,4,18,4,9,0,0,0,3,5,0,0,50,0,6,33,24,54,51,154,137,28,32,37,58,26,3,5,640,3,64,61,25,19,34,89,216,52,51,61,95,34,4,21,831,0,0,9,21,47,153,180,112,30,52,68,93,45,32,26,871,0,0,0,27,81,114,299,219,81,81,93,131,36,3,47,1211,3,3,21,31,30,9,18,20,9,0,0,0,4,0,3,153,0,8,37,122,236,120,229,144,73,114,98,83,32,7,30,1322,0,0,0,0,0,11,31,23,12,36,53,39,9,0,13,226,9,23,4,20,14,15,30,29,13,10,22,20,18,5,7,229,7,20,147,271,443,463,474,286,76,67,96,93,60,92,57,2650,0,0,13,8,10,13,9,3,0,4,0,0,0,0,4,63,0,0,5,0,16,10,25,49,3,9,5,9,10,4,3,148
SED10081,0,0,0,3,0,0,0,30,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,9,0,0,7,5,9,5,8,12,0,0,0,0,0,0,0,61,0,18,13,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,3,0,5,0,0,0,11,3,0,0,27,0,0,0,0,8,3,14,3,0,0,3,11,0,0,0,42,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,20,0,3,7,12,8,7,12,15,13,9,0,11,0,0,3,95,0,0,0,0,0,0,24,39,28,47,51,38,3,0,0,229,0,60,17,4,3,7,6,4,3,0,0,0,0,0,3,104,6,12,37,105,98,86,87,58,5,9,10,5,5,10,26,563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,14,33,0,6,8,4,5,3,4,85
SED10082,8,0,0,5,0,0,0,36,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,11,0,10,23,38,68,48,71,56,10,0,0,3,0,0,3,325,11,82,56,15,3,8,14,9,0,4,0,4,0,0,12,216,0,0,0,0,9,18,23,23,6,0,0,0,0,0,4,94,0,0,0,4,20,21,45,3,0,0,0,0,4,0,3,100,0,10,11,12,5,7,3,4,0,0,0,0,0,0,0,47,5,9,13,20,32,6,16,10,5,4,0,5,0,0,0,115,0,0,0,0,0,3,7,3,3,3,8,4,0,0,0,33,27,91,27,19,19,16,28,11,0,0,0,0,0,0,11,257,19,25,119,241,284,223,198,70,16,18,12,13,7,13,35,1284,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,4,0,8,0,0,0,0,3,0,0,0,26
SED10083,0,0,0,0,0,0,0,43,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,7,45,28,64,22,53,25,3,0,0,0,0,0,10,258,7,61,74,23,4,3,4,3,0,5,0,0,0,0,12,193,0,4,0,6,3,16,23,3,3,0,0,3,0,0,0,70,0,0,0,9,34,38,58,21,5,0,5,0,0,0,8,173,0,3,20,14,8,0,4,0,0,0,0,0,0,0,0,59,0,0,9,20,20,13,17,15,6,0,6,0,0,0,8,118,0,0,0,0,0,5,29,9,12,12,14,4,0,0,3,80,18,64,25,13,8,7,11,7,0,0,0,0,0,0,9,172,11,5,92,236,308,213,176,60,18,12,7,10,5,7,37,1198,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,3,4,3,12,12,0,0,0,3,0,0,0,38
SED10084,0,0,5,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,27,28,22,11,38,28,0,0,0,0,0,0,7,167,11,59,23,10,5,9,10,26,0,0,4,0,0,0,14,165,0,0,7,6,14,41,60,28,6,9,6,9,5,0,9,190,0,0,3,3,10,4,12,3,0,3,0,3,0,0,0,46,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,14,0,5,29,20,24,7,7,0,0,0,6,3,0,0,3,106,0,0,0,0,0,0,5,10,8,11,4,4,0,0,0,45,24,99,20,20,13,10,19,4,3,7,3,0,0,0,12,238,14,32,176,378,530,387,449,158,28,18,20,26,20,15,106,2349,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,9,5,4,0,0,0,0,0,0,16
SED10085,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,10,0,0,12,24,17,14,38,36,7,7,7,13,7,0,7,193,0,17,13,5,0,0,0,0,0,3,0,0,0,0,8,48,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,19,0,0,0,0,6,5,8,0,0,4,0,0,0,0,0,21,0,0,0,6,5,0,3,0,0,0,0,0,0,0,3,17,0,0,16,15,10,0,7,10,0,6,0,6,3,6,8,83,0,0,0,0,0,0,12,9,10,10,8,9,0,0,0,51,3,74,25,3,11,5,12,5,0,0,0,5,3,0,4,147,3,9,67,175,210,166,219,107,4,8,14,19,0,9,57,1073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,5,0,8,3,7,0,0,0,3,0,0,26
SED10086,0,0,0,0,0,0,12,186,3,4,10,10,7,6,4,3,0,0,0,0,0,0,5,57,4,7,20,21,51,66,149,127,33,44,79,94,32,10,16,750,28,67,59,30,32,35,91,202,47,57,51,48,18,0,22,797,3,5,9,15,22,62,53,30,7,8,12,13,8,0,8,256,0,0,0,8,32,24,50,19,12,5,0,7,3,4,0,170,0,8,21,26,24,4,5,5,0,0,0,0,0,0,0,105,0,3,24,61,65,39,36,22,11,7,3,0,0,4,9,274,0,0,0,0,0,4,11,0,0,3,5,5,0,0,3,29,3,32,13,12,8,17,23,33,20,20,16,28,4,3,7,238,8,33,102,194,279,260,365,265,32,64,58,62,29,26,52,1834,0,0,4,12,11,3,3,5,0,0,0,0,0,0,0,40,0,0,0,4,9,7,9,5,0,0,0,0,0,0,0,33
SED10087,10,9,3,6,0,0,0,78,0,0,0,0,0,10,26,6,108,123,153,309,80,0,13,826,0,7,6,12,4,6,20,27,0,5,0,0,0,0,3,98,3,29,15,0,0,0,0,10,0,0,3,8,0,0,0,79,0,0,0,3,0,4,11,3,0,0,0,0,0,0,0,26,0,0,0,4,10,3,22,13,0,0,5,0,0,0,0,55,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,17,0,0,13,23,12,6,23,27,17,4,3,20,8,0,4,169,0,0,0,0,0,0,56,49,11,35,30,11,9,0,0,196,3,64,17,5,3,0,10,0,0,0,0,0,0,0,4,119,5,11,37,107,113,118,99,62,4,13,19,16,7,5,31,651,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,29,46,9,3,8,13,0,3,0,122
SED10088,5,3,13,10,0,0,8,346,0,0,0,3,4,5,0,0,0,0,0,0,0,0,0,24,0,0,36,38,68,77,138,69,0,5,9,12,0,0,8,461,29,306,480,72,38,29,57,103,8,7,5,11,3,0,70,1233,0,0,10,17,59,70,97,44,8,9,4,7,6,0,6,341,0,0,0,12,92,74,93,49,9,0,4,6,0,0,0,342,0,8,18,30,21,7,3,3,0,6,0,4,0,0,3,100,4,8,26,37,86,28,47,18,0,4,3,4,0,0,10,272,0,0,0,0,0,11,97,104,43,113,169,156,20,4,13,736,21,94,32,26,14,23,40,42,5,4,3,3,11,0,3,318,6,18,106,248,332,341,411,169,24,29,11,32,14,10,45,1799,0,3,6,4,3,19,3,0,0,0,0,0,0,0,0,42,0,0,0,4,0,11,9,9,0,5,5,0,11,0,0,60
SED10089,13,30,14,19,5,0,0,168,0,0,0,0,0,3,15,31,0,3,4,9,0,0,0,70,0,5,15,16,13,13,22,42,5,7,0,0,0,3,3,136,11,100,47,8,5,6,6,11,3,0,0,0,0,0,15,219,0,0,0,0,5,11,9,11,0,0,5,0,3,0,0,56,0,0,3,0,19,37,119,65,12,6,8,12,3,5,4,292,0,0,5,3,4,0,5,0,3,0,0,3,0,0,0,34,0,0,13,13,39,23,55,38,22,22,43,37,14,4,6,325,0,0,0,0,0,0,26,43,32,54,81,39,5,0,0,287,9,50,9,4,11,6,4,4,0,0,0,0,0,0,7,108,0,6,47,119,140,111,162,79,5,8,11,17,9,12,25,746,4,20,158,84,35,17,17,5,0,3,0,0,0,0,6,353,0,0,0,0,3,12,47,133,50,33,47,60,20,0,7,418
SED10090,14,22,10,20,21,0,5,562,0,0,7,6,4,8,9,4,0,0,0,0,0,0,0,48,0,9,26,24,84,68,70,64,4,9,6,4,0,0,0,368,22,130,136,42,23,14,42,73,5,14,16,3,7,0,14,536,0,3,12,37,181,250,290,157,42,57,86,140,54,52,47,1414,0,0,0,54,158,255,475,226,45,66,58,95,42,29,41,1552,0,6,53,93,35,11,21,5,0,0,0,0,0,0,12,243,0,11,45,151,336,131,234,113,36,50,42,35,20,9,19,1240,0,0,0,0,0,7,73,76,32,70,129,88,22,0,14,509,6,35,16,17,12,11,24,11,0,5,4,0,0,5,0,156,18,18,113,240,304,328,350,176,18,33,22,20,23,13,25,1693,0,9,22,19,7,3,6,0,0,0,0,0,0,0,0,63,0,0,4,11,10,18,10,30,3,14,5,7,3,0,3,120
SED10091,0,4,5,0,0,0,0,41,0,0,12,4,9,7,8,23,0,0,0,0,0,0,4,63,3,6,42,42,43,38,34,23,0,0,0,0,0,0,7,241,5,98,107,23,19,7,9,9,4,0,6,0,0,0,21,310,0,0,0,7,3,6,7,0,0,0,0,0,0,0,3,31,0,0,0,3,4,6,16,9,0,0,0,0,0,0,0,43,0,5,22,35,29,26,8,9,0,0,0,0,0,0,9,151,0,3,13,27,13,9,11,4,0,0,3,3,5,0,0,84,0,0,0,0,0,0,80,75,37,25,48,32,10,0,0,318,10,101,44,23,8,13,13,4,0,6,0,3,0,0,6,240,9,25,89,202,217,153,116,89,5,7,8,14,0,0,35,967,0,0,24,7,6,3,0,0,0,0,0,0,0,0,0,45,0,0,4,0,0,6,3,6,0,0,5,8,0,0,0,38
SED10092,8,21,7,7,13,0,0,173,0,0,0,6,0,9,32,111,57,10,6,43,11,0,8,297,0,9,19,18,10,14,32,28,0,3,0,10,3,0,0,141,32,429,463,80,29,13,17,23,5,5,8,14,4,0,84,1198,6,0,0,4,9,14,16,20,3,6,3,5,0,0,3,89,0,0,0,4,23,21,62,39,12,0,6,4,3,0,3,177,0,5,47,112,92,58,79,36,4,6,9,5,3,0,17,470,0,0,6,7,15,12,29,38,14,12,17,22,9,0,6,188,0,0,0,0,0,3,42,57,32,42,31,44,21,0,8,278,18,117,29,5,6,10,13,10,0,0,0,4,0,0,8,218,10,15,65,147,145,160,179,88,17,11,5,22,13,11,33,909,0,37,819,864,213,126,101,23,7,13,9,7,5,0,82,2302,0,0,0,0,8,12,27,59,25,26,34,29,27,0,0,248
SED10093,0,0,0,0,0,0,0,45,0,0,0,0,0,8,4,3,0,0,0,0,0,0,0,12,0,11,53,39,53,15,29,25,6,4,6,0,0,0,8,247,7,68,78,10,5,9,8,8,0,0,0,3,0,0,14,212,0,0,0,3,11,11,13,7,5,0,0,0,3,0,4,60,0,0,0,9,16,31,69,29,3,4,3,4,0,0,4,172,0,3,16,10,6,7,8,0,0,0,0,0,0,0,0,52,0,0,15,12,18,12,14,17,0,0,4,4,4,0,3,103,0,0,0,0,0,3,29,25,12,23,12,11,3,0,4,123,11,91,42,16,9,11,15,3,0,0,0,3,0,0,6,214,3,14,97,233,292,262,214,90,21,24,10,24,10,4,46,1344,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,10,0,0,0,3,4,7,8,27,9,0,0,7,0,0,0,66
SED19494,0,0,0,0,0,4,3,28,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,10,0,0,0,5,4,0,5,5,0,0,0,4,3,0,0,29,0,8,3,3,0,0,0,0,0,0,8,0,4,0,0,31,0,0,0,0,0,0,0,3,0,0,3,3,0,3,0,14,0,0,0,0,0,0,10,0,0,0,3,6,0,0,0,21,0,0,7,3,3,3,0,0,4,0,0,0,0,0,0,20,0,0,4,3,6,0,0,9,4,10,12,9,7,3,4,67,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,17,0,9,3,0,5,0,0,4,0,0,3,0,0,5,0,37,0,4,8,22,52,42,17,16,0,0,5,0,0,5,8,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,14
SED19797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
