SED_CODE_2021,A55_64_UOLSE_VWW_17,A55_64_UOLSE_VWW_18,A55_64_UOLSE_VWW_19,A55_64_UOLSE_VWW_20,A55_64_UOLSE_VWW_21,A55_64_UOLSE_VWW_YNS,A55_64_UOLSE_VWW_T,A55_64_UOLSE_NWNAA_B_05,A55_64_UOLSE_NWNAA_05_10,A55_64_UOLSE_NWNAA_11_15,A55_64_UOLSE_NWNAA_16,A55_64_UOLSE_NWNAA_17,A55_64_UOLSE_NWNAA_18,A55_64_UOLSE_NWNAA_19,A55_64_UOLSE_NWNAA_20,A55_64_UOLSE_NWNAA_21,A55_64_UOLSE_NWNAA_YNS,A55_64_UOLSE_NWNAA_T,A55_64_UOLSE_PinE_NS_B_05,A55_64_UOLSE_PinE_NS_05_10,A55_64_UOLSE_PinE_NS_11_15,A55_64_UOLSE_PinE_NS_16,A55_64_UOLSE_PinE_NS_17,A55_64_UOLSE_PinE_NS_18,A55_64_UOLSE_PinE_NS_19,A55_64_UOLSE_PinE_NS_20,A55_64_UOLSE_PinE_NS_21,A55_64_UOLSE_PinE_NS_YNS,A55_64_UOLSE_PinE_NS_T,A55_64_UOLSE_T_B_05,A55_64_UOLSE_T_05_10,A55_64_UOLSE_T_11_15,A55_64_UOLSE_T_16,A55_64_UOLSE_T_17,A55_64_UOLSE_T_18,A55_64_UOLSE_T_19,A55_64_UOLSE_T_20,A55_64_UOLSE_T_21,A55_64_UOLSE_T_YNS,A55_64_UOLSE_T_T,A55_64_L_PinE_NS_B_05,A55_64_L_PinE_NS_05_10,A55_64_L_PinE_NS_11_15,A55_64_L_PinE_NS_16,A55_64_L_PinE_NS_17,A55_64_L_PinE_NS_18,A55_64_L_PinE_NS_19,A55_64_L_PinE_NS_20,A55_64_L_PinE_NS_21,A55_64_L_PinE_NS_YNS,A55_64_L_PinE_NS_T,A55_64_T_B_05,A55_64_T_05_10,A55_64_T_11_15,A55_64_T_16,A55_64_T_17,A55_64_T_18,A55_64_T_19,A55_64_T_20,A55_64_T_21,A55_64_T_YNS,A55_64_T_T,A65_74_SEO_B_05,A65_74_SEO_05_10,A65_74_SEO_11_15,A65_74_SEO_16,A65_74_SEO_17,A65_74_SEO_18,A65_74_SEO_19,A65_74_SEO_20,A65_74_SEO_21,A65_74_SEO_YNS,A65_74_SEO_T,A65_74_UOLSE_VWW_B_05,A65_74_UOLSE_VWW_05_10,A65_74_UOLSE_VWW_11_15,A65_74_UOLSE_VWW_16,A65_74_UOLSE_VWW_17,A65_74_UOLSE_VWW_18,A65_74_UOLSE_VWW_19,A65_74_UOLSE_VWW_20,A65_74_UOLSE_VWW_21,A65_74_UOLSE_VWW_YNS,A65_74_UOLSE_VWW_T,A65_74_UOLSE_NWNAA_B_05,A65_74_UOLSE_NWNAA_05_10,A65_74_UOLSE_NWNAA_11_15,A65_74_UOLSE_NWNAA_16,A65_74_UOLSE_NWNAA_17,A65_74_UOLSE_NWNAA_18,A65_74_UOLSE_NWNAA_19,A65_74_UOLSE_NWNAA_20,A65_74_UOLSE_NWNAA_21,A65_74_UOLSE_NWNAA_YNS,A65_74_UOLSE_NWNAA_T,A65_74_UOLSE_PinE_NS_B_05,A65_74_UOLSE_PinE_NS_05_10,A65_74_UOLSE_PinE_NS_11_15,A65_74_UOLSE_PinE_NS_16,A65_74_UOLSE_PinE_NS_17,A65_74_UOLSE_PinE_NS_18,A65_74_UOLSE_PinE_NS_19,A65_74_UOLSE_PinE_NS_20,A65_74_UOLSE_PinE_NS_21,A65_74_UOLSE_PinE_NS_YNS,A65_74_UOLSE_PinE_NS_T,A65_74_UOLSE_T_B_05,A65_74_UOLSE_T_05_10,A65_74_UOLSE_T_06,A65_74_UOLSE_T_16,A65_74_UOLSE_T_17,A65_74_UOLSE_T_18,A65_74_UOLSE_T_19,A65_74_UOLSE_T_20,A65_74_UOLSE_T_21,A65_74_UOLSE_T_YNS,A65_74_UOLSE_T_T,A65_74_L_PinE_NS_B_05,A65_74_L_PinE_NS_05_10,A65_74_L_PinE_NS_11_15,A65_74_L_PinE_NS_16,A65_74_L_PinE_NS_17,A65_74_L_PinE_NS_18,A65_74_L_PinE_NS_19,A65_74_L_PinE_NS_20,A65_74_L_PinE_NS_21,A65_74_L_PinE_NS_YNS,A65_74_L_PinE_NS_T,A65_74_T_B_05,A65_74_T_05_10,A65_74_T_11_15,A65_74_T_16,A65_74_T_17,A65_74_T_18,A65_74_T_19,A65_74_T_20,A65_74_T_21,A65_74_T_YNS,A65_74_T_T,A75_84_SEO_B_05,A75_84_SEO_05_10,A75_84_SEO_11_15,A75_84_SEO_16,A75_84_SEO_17,A75_84_SEO_18,A75_84_SEO_19,A75_84_SEO_20,A75_84_SEO_21,A75_84_SEO_YNS,A75_84_SEO_T,A75_84_UOLSE_VWW_B_05,A75_84_UOLSE_VWW_05_10,A75_84_UOLSE_VWW_11_15,A75_84_UOLSE_VWW_16,A75_84_UOLSE_VWW_17,A75_84_UOLSE_VWW_18,A75_84_UOLSE_VWW_19,A75_84_UOLSE_VWW_20,A75_84_UOLSE_VWW_21,A75_84_UOLSE_VWW_YNS,A75_84_UOLSE_VWW_T,A75_84_UOLSE_NWNAA_B_05,A75_84_UOLSE_NWNAA_05_10,A75_84_UOLSE_NWNAA_11_15,A75_84_UOLSE_NWNAA_16,A75_84_UOLSE_NWNAA_17,A75_84_UOLSE_NWNAA_18,A75_84_UOLSE_NWNAA_19,A75_84_UOLSE_NWNAA_20,A75_84_UOLSE_NWNAA_21,A75_84_UOLSE_NWNAA_YNS,A75_84_UOLSE_NWNAA_T,A75_84_UOLSE_PinE_NS_B_05,A75_84_UOLSE_PinE_NS_05_10,A75_84_UOLSE_PinE_NS_11_15,A75_84_UOLSE_PinE_NS_16,A75_84_UOLSE_PinE_NS_17,A75_84_UOLSE_PinE_NS_18,A75_84_UOLSE_PinE_NS_19,A75_84_UOLSE_PinE_NS_20,A75_84_UOLSE_PinE_NS_21,A75_84_UOLSE_PinE_NS_YNS,A75_84_UOLSE_PinE_NS_T,A75_84_UOLSE_T_B_05,A75_84_UOLSE_T_05_10,A75_84_UOLSE_T_11_15,A75_84_UOLSE_T_16,A75_84_UOLSE_T_17,A75_84_UOLSE_T_18,A75_84_UOLSE_T_19,A75_84_UOLSE_T_20,A75_84_UOLSE_T_21,A75_84_UOLSE_T_YNS,A75_84_UOLSE_T_T,A75_84_L_PinE_NS_B_05,A75_84_L_PinE_NS_05_10,A75_84_L_PinE_NS_11_15,A75_84_L_PinE_NS_16,A75_84_L_PinE_NS_17,A75_84_L_PinE_NS_18
SED10086,6,0,4,7,0,6,978,65,18,15,5,3,10,16,7,0,6,144,0,0,0,0,0,0,0,0,0,0,0,955,57,36,9,5,11,20,10,0,9,1122,0,0,0,0,0,0,0,0,0,5,7,3318,183,95,19,14,16,33,22,4,48,3752,2206,49,43,3,0,5,13,18,0,34,2371,897,8,0,0,0,0,0,0,0,16,920,101,18,16,3,3,0,5,4,0,0,160,0,0,0,0,0,0,0,0,0,0,3,1003,21,21,3,0,3,5,4,0,20,1084,4,0,0,0,0,0,0,0,0,13,19,3211,74,62,11,7,5,21,15,0,70,3472,1335,69,37,0,6,4,10,11,3,24,1495,553,6,4,0,0,0,3,0,0,15,582,108,14,4,0,4,0,4,0,0,0,133,0,0,0,0,0,0,0,0,0,0,0,659,13,10,0,4,3,11,0,0,20,718,0,0,0,0,0,0
SED10087,3,0,8,7,0,5,273,18,7,7,7,9,6,23,5,0,3,91,0,0,0,0,0,0,0,0,0,0,0,194,59,36,7,16,8,30,11,0,8,365,0,0,0,0,0,0,0,0,0,0,0,729,101,45,6,13,8,32,11,5,24,979,581,14,3,0,0,0,0,5,0,20,621,87,6,4,0,4,5,6,0,0,3,118,12,6,5,10,8,5,17,8,0,3,67,0,0,0,0,0,0,0,0,0,0,0,102,15,12,10,5,6,23,8,0,3,187,0,0,0,0,0,0,0,0,0,3,3,683,27,16,10,10,6,25,13,0,27,811,363,8,4,0,0,0,0,0,0,17,390,71,0,0,0,0,0,0,0,0,0,72,8,0,5,0,0,0,3,3,0,5,24,0,0,0,0,0,0,0,0,0,0,0,76,0,5,0,0,0,6,3,0,5,99,0,0,0,0,0,0
SED10088,8,5,10,5,0,20,1482,233,35,38,9,12,10,15,8,0,12,373,0,0,0,0,0,0,0,0,0,0,5,1566,120,59,15,16,11,24,12,0,31,1854,0,0,0,0,0,0,0,0,0,4,4,3696,276,113,24,18,18,26,20,0,62,4258,1453,24,18,3,4,7,8,8,5,18,1546,966,10,7,4,3,7,5,4,0,17,1017,234,15,38,3,4,9,20,13,0,10,357,0,0,0,0,0,0,0,0,0,0,0,1207,31,44,5,10,17,22,16,0,29,1374,4,0,0,0,0,0,0,0,0,9,15,2662,47,64,14,13,21,35,18,5,61,2935,1005,34,12,0,3,3,4,5,0,23,1089,576,5,9,0,0,0,0,0,0,23,614,168,23,10,5,3,5,5,3,0,6,230,4,0,0,0,0,0,0,0,0,0,6,750,30,18,5,5,5,7,3,0,29,846,7,0,0,0,0,0
SED10089,5,6,5,0,0,5,512,55,20,15,6,13,3,11,6,0,7,137,0,0,0,0,0,0,0,0,0,0,0,480,64,43,11,11,9,18,7,0,13,650,0,0,0,0,0,0,0,0,0,0,0,1169,98,65,9,18,10,18,9,0,24,1420,779,11,5,0,0,0,0,0,0,22,820,342,6,0,3,0,0,10,5,0,3,373,85,9,12,0,3,3,10,6,4,0,137,0,0,0,0,0,0,0,0,0,0,0,427,13,12,3,4,3,20,4,4,9,514,0,0,0,0,0,0,0,0,0,9,9,1210,24,21,3,10,3,20,4,4,39,1337,523,0,0,3,0,0,0,0,0,22,544,219,5,0,0,0,0,0,0,0,10,244,98,6,9,0,0,3,4,0,0,5,119,0,0,0,0,0,0,0,0,0,0,5,321,11,8,0,0,3,4,3,0,13,366,0,0,0,0,0,0
SED10090,7,18,23,9,5,19,1977,390,89,98,22,18,33,71,45,6,18,785,0,6,0,0,0,0,0,0,0,0,0,2130,196,144,30,24,46,91,56,17,33,2761,0,0,0,0,0,0,0,0,0,13,8,4050,288,180,33,27,49,101,55,17,69,4870,1611,13,7,3,0,0,0,0,0,12,1648,1353,28,30,8,0,0,11,6,0,18,1464,507,130,160,32,22,22,63,37,4,21,989,0,0,0,0,0,0,0,0,0,0,0,1858,159,194,43,19,24,77,38,4,35,2457,4,0,0,0,0,0,0,0,0,9,14,3468,178,202,50,19,24,77,38,7,58,4120,827,6,0,0,4,0,0,0,0,18,854,725,11,3,0,0,0,0,0,0,8,752,357,63,44,8,6,7,17,15,5,5,522,4,0,0,0,0,0,0,0,0,0,4,1086,69,47,6,6,7,16,14,5,15,1278,9,0,0,0,0,0
SED10091,0,0,0,0,0,7,366,33,9,9,0,0,0,3,6,0,5,62,0,0,0,0,0,0,0,0,0,0,4,359,27,17,4,0,0,6,6,0,10,431,0,0,0,0,0,0,0,0,0,3,3,1963,72,44,7,0,4,12,7,3,55,2167,1867,21,13,0,0,4,0,10,0,70,1981,422,4,4,0,0,0,3,0,0,16,452,50,0,3,0,0,0,0,3,0,0,65,0,0,0,0,0,0,0,0,0,0,3,475,8,9,0,0,0,6,3,0,14,518,0,0,0,0,0,0,0,0,0,3,10,2343,28,15,0,0,6,13,10,0,95,2507,1235,17,7,4,0,0,0,0,0,51,1312,245,0,0,0,0,0,0,0,0,12,254,39,0,5,0,0,0,0,0,0,3,45,0,0,0,0,0,0,0,0,0,0,0,279,0,5,0,0,0,0,0,0,10,295,7,0,0,0,0,0
SED10092,0,0,3,9,6,27,1384,249,23,47,19,4,13,26,8,0,16,404,5,0,0,0,0,0,0,0,0,0,4,1502,85,68,22,9,18,28,16,6,47,1798,9,0,0,0,0,0,0,0,0,3,13,3068,125,83,23,4,18,31,14,5,91,3472,1534,13,5,3,4,0,4,0,0,27,1599,1306,8,9,0,0,0,3,0,0,27,1364,584,15,29,10,10,9,12,4,0,16,685,9,0,0,0,0,0,0,0,0,0,12,1895,28,38,8,10,9,11,7,0,46,2058,0,0,0,0,0,0,0,0,0,19,14,3435,36,47,16,15,10,19,9,6,88,3674,916,12,6,0,0,0,0,0,0,30,962,901,0,5,0,4,0,0,4,0,22,928,771,6,6,4,0,3,4,0,0,34,838,8,0,0,0,0,0,0,0,0,4,5,1677,6,11,4,4,3,4,4,0,60,1775,9,0,0,0,0,0
SED10093,0,0,6,0,0,7,468,52,14,8,3,3,0,5,0,0,0,94,6,0,0,0,0,0,0,0,0,0,6,439,62,28,3,4,0,11,0,0,8,561,0,0,0,0,0,0,0,0,0,6,3,1786,126,49,4,10,3,13,0,0,41,2027,1305,33,10,4,5,3,4,0,0,38,1417,389,10,5,4,0,3,3,0,0,7,417,65,5,20,3,4,3,6,5,0,0,113,0,0,0,0,0,0,0,0,0,0,0,456,14,25,7,3,6,7,6,0,8,532,0,0,0,0,0,0,0,0,0,7,7,1771,51,34,11,12,10,16,9,0,57,1960,1020,20,5,4,0,3,0,0,0,43,1094,220,0,0,0,0,0,0,0,0,10,240,59,6,5,0,0,0,0,0,0,3,72,0,0,0,0,0,0,0,0,0,0,0,281,5,9,0,0,0,0,0,0,11,311,5,0,0,0,0,0
SED19494,0,0,0,0,0,0,45,11,0,0,0,0,0,5,0,0,0,20,0,0,0,0,0,0,0,0,0,0,3,51,3,3,0,0,0,0,0,0,5,67,0,0,0,0,0,0,0,0,0,0,0,241,12,8,0,0,4,3,0,3,7,286,131,4,3,3,0,3,0,0,0,3,150,30,0,0,0,0,0,0,0,0,6,37,7,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,3,6,50,0,0,0,0,0,0,0,0,0,0,6,174,7,3,3,0,3,0,0,0,7,206,38,0,3,0,0,0,0,0,0,0,39,11,0,0,0,0,0,0,0,0,0,12,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0
SED19797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
