SA2_CODE_2021,P_OthServ_0,P_OthServ_1_19,P_OthServ_20_29,P_OthServ_30_34,P_OthServ_35_39,P_OthServ_40_44,P_OthServ_45_49,P_OthServ_50_over,P_OthServ_hours_NS,P_OthServ_Tot,P_ID_NS_0,P_ID_NS_1_19,P_ID_NS_20_29,P_ID_NS_30_34,P_ID_NS_35_39,P_ID_NS_40_44,P_ID_NS_45_49,P_ID_NS_50_over,P_ID_NS_hours_NS,P_ID_NS_Tot,P_Tot_0,P_Tot_1_19,P_Tot_20_29,P_Tot_30_34,P_Tot_35_39,P_Tot_40_44,P_Tot_45_49,P_Tot_50_over,P_Tot_hours_NS,P_Tot_Tot
110021194,6,14,8,3,7,17,4,12,0,73,7,21,14,6,13,20,5,12,40,134,98,411,295,226,331,388,110,485,77,2431
110031195,5,16,12,12,36,38,8,25,8,153,12,15,13,4,30,19,7,33,29,164,124,317,320,221,637,650,230,641,84,3212
110031196,0,10,9,6,10,16,0,21,0,75,3,13,8,6,4,12,0,9,20,86,80,229,172,147,273,381,119,739,62,2203
110031197,4,11,18,6,34,25,19,23,4,151,5,13,8,9,31,28,6,27,31,152,127,352,310,241,711,582,241,588,78,3236
110031198,0,7,4,3,15,23,4,11,0,75,4,6,7,8,11,11,4,22,25,99,70,243,194,140,302,341,103,614,57,2071
110041199,9,31,18,11,46,41,14,43,0,228,4,7,12,4,25,22,13,22,37,144,185,510,432,313,775,685,339,946,77,4269
110041200,3,3,5,5,13,8,5,10,0,52,0,13,5,0,14,5,4,19,23,87,98,250,171,117,253,337,138,679,50,2087
110041201,0,20,10,4,34,20,5,8,3,113,7,13,15,6,23,26,4,18,19,144,131,388,330,232,532,554,182,624,78,3044
110041202,13,51,55,35,111,85,28,44,4,424,17,25,23,24,80,58,9,29,78,347,410,1241,1063,776,2353,2012,632,1187,167,9833
110041203,15,33,37,21,81,58,13,37,0,304,14,30,19,16,55,44,5,29,39,244,299,965,783,598,1732,1611,451,1043,78,7553
110041204,4,8,10,4,28,23,7,5,3,96,5,5,4,6,15,10,6,9,25,83,108,272,210,164,481,516,130,193,59,2134
110041205,12,46,29,20,87,79,20,57,3,351,18,46,24,23,51,65,16,54,85,383,406,1179,954,694,1690,1758,492,1694,182,9045
111011206,21,56,45,17,55,88,27,38,3,351,14,30,27,23,59,67,12,24,41,296,496,1275,970,705,1664,1728,471,761,95,8155
111011207,11,19,10,8,17,18,0,5,0,86,6,15,6,5,14,18,0,8,20,93,172,374,298,220,463,469,111,224,41,2375
111011208,35,71,60,33,116,74,23,33,3,452,23,34,37,21,62,98,27,37,56,392,769,1804,1609,1087,2548,2621,750,1206,133,12521
111011209,25,93,52,31,131,105,25,45,3,504,15,38,27,19,75,86,26,32,51,375,721,1754,1549,1029,2688,2457,704,1178,123,12202
111011210,12,37,28,4,45,30,7,19,0,179,7,20,16,10,24,28,4,10,22,151,200,575,443,317,798,709,185,326,49,3601
111011211,5,8,5,8,5,8,0,6,0,46,0,15,3,9,4,15,0,8,13,65,89,290,221,135,278,307,86,210,16,1637
111011212,25,48,29,15,37,24,16,15,7,200,13,38,15,10,34,48,9,16,35,212,359,830,696,431,1009,995,280,521,80,5198
111011213,18,50,34,16,45,30,16,18,0,229,10,15,14,14,22,35,12,20,27,169,323,1044,789,526,1060,1287,345,705,50,6125
111011214,16,43,28,29,43,49,11,28,0,249,10,28,24,8,48,41,3,16,31,199,405,1082,907,582,1477,1362,425,759,86,7075
111021215,19,21,18,8,51,35,9,18,3,185,8,9,17,14,29,29,10,20,32,176,261,626,520,364,951,821,232,409,79,4253
111021216,27,33,25,11,30,35,4,13,0,179,13,28,14,15,35,17,9,16,42,187,369,635,512,345,834,766,219,393,88,4159
111021217,18,50,38,39,71,101,20,31,0,377,15,18,23,11,72,73,14,21,43,291,388,1055,915,696,1997,1762,485,840,101,8244
111021218,39,66,39,25,71,78,29,31,4,376,26,30,26,16,57,56,10,27,65,321,627,1136,889,606,1450,1360,369,783,120,7341
111021219,12,41,30,23,55,43,16,12,0,237,13,21,14,13,33,40,14,18,26,199,377,873,700,489,1134,1074,334,582,90,5660
111021220,14,30,23,12,29,29,12,19,0,160,14,26,15,8,38,25,5,21,18,172,272,625,546,314,810,789,239,458,52,4100
111021221,12,25,20,13,42,53,11,19,4,192,6,14,13,7,28,32,12,19,19,149,211,489,414,292,819,801,217,346,41,3636
111031222,22,39,47,24,52,41,9,32,0,273,11,33,20,13,39,50,11,17,35,219,506,1335,1108,701,1812,1801,477,927,77,8745
111031223,5,14,25,15,44,39,5,11,0,166,7,16,12,11,29,30,4,15,28,152,183,498,418,319,817,710,195,350,60,3549
111031224,18,36,31,17,28,18,15,14,0,179,11,31,21,11,22,39,11,17,40,202,415,1046,826,536,1208,1250,365,680,69,6391
111031225,11,47,36,22,40,47,12,41,0,257,6,29,16,17,40,57,9,26,36,241,511,1445,1080,787,1717,1759,537,1006,80,8918
111031226,24,53,42,23,88,88,15,38,3,381,13,33,20,20,68,63,22,21,37,296,469,1228,995,725,1946,1786,501,773,94,8512
111031227,18,48,42,28,58,47,5,13,4,272,12,35,25,13,61,61,8,18,49,272,465,1091,952,705,1747,1587,442,708,84,7774
111031228,5,37,32,21,25,30,4,23,0,184,8,40,22,9,40,35,11,24,36,231,459,1272,933,612,1368,1640,496,1074,92,7950
111031229,13,47,22,14,33,30,10,19,0,187,10,23,17,6,49,46,12,25,31,225,388,1212,842,525,1473,1608,447,1024,82,7607
111031230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,16
111031231,8,48,27,20,33,26,6,20,3,200,9,37,22,14,62,37,9,10,57,254,387,1298,806,453,1071,864,240,320,123,5553
111031232,12,19,20,11,19,28,9,13,0,117,8,14,8,3,15,22,0,11,17,109,241,522,417,282,712,698,227,374,42,3524
111031233,20,57,35,25,93,75,21,24,0,360,22,51,35,23,68,70,19,20,74,377,597,1488,1203,849,2100,1849,509,883,122,9601
111031234,8,42,43,20,44,45,18,11,0,225,9,37,15,11,41,33,3,25,49,227,367,1068,820,573,1379,1266,324,589,112,6510
111031235,11,36,31,21,38,30,8,20,0,192,4,13,20,13,33,26,11,13,23,168,285,757,692,470,1185,1083,338,542,59,5406
112011236,16,52,37,28,70,45,15,29,4,294,10,36,21,20,35,49,10,8,65,256,393,1270,1058,751,1493,1192,350,672,150,7317
112011237,27,54,43,33,66,81,18,33,8,355,11,50,39,20,55,46,8,29,65,330,446,1465,1199,905,1660,1482,366,1001,153,8678
112011238,0,23,20,12,13,20,0,7,0,98,13,35,37,29,21,31,10,12,30,224,160,712,499,340,417,578,119,378,67,3279
112011239,10,45,20,15,18,18,0,13,0,146,10,45,35,16,38,37,4,21,34,234,249,907,678,487,664,627,154,325,82,4168
112011240,13,50,39,20,16,27,0,13,0,180,7,54,53,20,68,53,11,30,69,368,328,1388,874,545,741,847,172,424,139,5465
112011241,4,8,3,3,19,13,0,3,0,66,6,16,14,17,9,11,6,10,10,100,127,367,287,235,423,362,89,269,51,2214
112011242,7,35,28,7,23,23,0,14,0,138,9,29,21,8,23,31,3,16,26,166,249,874,719,465,761,886,224,493,57,4730
112011243,14,29,13,10,13,24,3,15,0,119,10,65,32,15,22,36,3,17,40,239,196,943,634,415,477,515,141,314,91,3724
112021244,8,16,14,22,72,29,9,20,3,188,12,12,14,18,64,38,5,25,33,226,234,565,570,553,1106,744,206,473,117,4569
112021245,3,17,16,6,17,14,6,12,0,92,11,19,12,0,22,26,9,20,26,139,151,404,393,328,532,510,140,490,71,3014
112021246,9,44,28,21,94,60,9,27,0,296,8,28,15,13,41,40,3,21,40,202,242,878,791,598,1498,1095,326,549,101,6073
112021247,3,11,17,15,20,25,3,12,0,98,16,20,14,10,20,11,3,22,40,148,126,450,401,300,498,437,123,428,77,2847
112021248,6,36,32,25,56,61,17,25,3,266,15,42,25,28,46,44,8,14,43,258,313,1050,994,715,1491,1141,311,514,118,6639
112021249,18,44,42,28,34,51,10,33,5,262,25,44,41,32,54,61,13,27,54,352,386,1225,1138,792,1251,1265,333,934,147,7475
112031250,18,37,29,25,32,31,4,20,0,205,26,48,30,20,41,54,8,39,49,320,361,1252,897,616,1047,1159,322,848,101,6607
112031251,11,27,19,7,33,23,16,26,4,172,5,30,22,6,29,21,3,11,30,150,167,696,563,394,733,580,174,398,74,3763
112031252,13,28,23,17,36,18,6,33,0,180,17,52,34,17,31,40,7,26,52,266,259,810,647,421,670,694,174,574,136,4385
112031253,11,40,30,15,34,33,7,12,8,188,15,49,33,25,47,32,7,32,52,293,317,1127,878,638,1020,1055,246,695,125,6098
112031254,42,60,38,26,60,58,13,22,5,337,37,77,46,14,69,64,15,28,69,418,655,1411,1196,775,1591,1409,372,779,172,8365
112031550,19,48,48,24,44,49,13,21,4,271,19,50,26,18,49,31,7,18,49,251,443,1214,960,693,1374,1145,349,617,107,6900
112031551,3,12,10,9,12,10,3,6,0,76,3,3,6,4,5,12,4,4,12,52,87,248,233,147,302,283,86,213,33,1621
112031552,15,29,19,14,30,24,3,8,0,147,10,20,15,9,16,20,6,9,35,132,174,519,416,310,611,458,121,245,84,2939
113011256,10,46,46,22,87,84,29,41,6,364,17,52,44,32,186,95,18,37,114,606,305,1218,998,825,2896,2024,658,1154,231,10301
113011257,3,28,18,12,43,41,14,40,0,203,11,29,13,15,46,59,14,47,66,303,215,777,642,386,1124,1282,453,1390,164,6433
113011258,0,30,26,10,21,45,14,39,4,191,10,17,18,12,30,38,16,17,44,204,164,566,481,314,932,1097,331,673,96,4643
113011259,3,17,11,9,24,13,3,18,5,93,3,6,7,4,9,11,5,10,11,71,101,314,293,162,437,485,118,451,41,2402
113021260,0,4,0,0,4,10,0,3,0,32,9,13,4,0,9,11,3,18,21,75,92,180,171,110,239,290,86,321,41,1536
113021261,5,7,10,6,22,25,8,16,0,87,3,20,7,7,23,15,7,17,27,123,115,425,335,237,625,481,165,431,54,2863
113021262,5,16,8,12,11,10,5,18,0,71,8,4,7,0,14,27,11,13,25,109,102,273,230,175,363,430,122,423,55,2175
113031263,3,10,13,10,17,35,3,3,4,103,0,9,13,9,23,21,7,16,34,122,126,351,372,231,527,568,176,425,84,2862
113031264,0,5,8,3,7,5,8,12,0,50,6,3,11,8,7,15,3,16,17,73,89,233,199,135,299,292,95,269,36,1650
113031265,0,6,3,3,15,8,5,14,7,66,3,7,0,4,14,16,7,7,15,80,111,290,242,174,501,494,163,435,66,2472
113031266,3,16,8,6,16,35,10,16,0,112,15,15,6,8,10,13,0,10,23,97,119,459,326,203,458,555,175,510,70,2883
113031267,13,51,49,34,76,82,20,41,0,367,15,37,24,14,48,73,14,31,51,307,326,1192,916,645,1848,1658,522,1021,100,8230
113031268,7,16,15,9,22,24,5,11,0,104,3,4,5,0,14,22,3,14,14,78,135,532,318,215,694,546,166,303,36,2933
113031269,12,56,57,52,117,114,29,69,0,503,9,30,32,24,98,68,15,39,79,393,403,1391,1196,849,2656,2172,702,1265,161,10791
113031270,9,24,28,12,54,45,14,24,6,220,0,28,24,15,48,41,8,23,46,240,226,740,597,402,1317,1073,341,752,120,5568
113031271,7,28,43,15,67,95,19,42,3,324,15,28,37,29,66,62,15,44,89,382,339,1016,856,606,1731,1864,621,1716,220,8977
114011272,5,33,23,6,29,21,4,18,7,138,12,41,16,9,10,29,10,11,21,162,233,771,540,277,579,684,198,493,56,3835
114011273,4,3,5,0,4,9,0,4,0,42,0,3,9,0,6,10,0,6,14,44,84,272,155,124,263,264,79,166,22,1429
114011274,3,9,5,5,7,7,8,9,0,50,13,10,3,11,11,16,0,10,11,74,146,307,259,192,358,346,98,230,36,1971
114011275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,8,6,0,4,10,0,3,0,24
114011276,8,15,13,0,10,11,4,0,0,67,3,7,0,8,12,10,0,8,11,59,129,359,242,172,371,376,117,233,28,2032
114011277,13,59,34,20,63,46,6,33,0,272,11,30,14,12,54,41,7,12,61,254,381,1208,865,585,1429,1281,360,679,115,6901
114011278,23,68,43,31,88,61,18,38,5,372,19,37,23,19,63,61,21,29,70,341,435,1351,1046,706,1952,1746,461,856,168,8724
114011279,16,27,32,12,66,46,8,10,6,231,16,27,8,19,37,32,9,11,43,200,362,867,735,477,1196,933,239,475,104,5395
114011280,0,7,10,6,7,9,0,6,0,43,8,3,10,5,12,14,0,0,9,56,96,240,216,136,289,263,58,110,37,1440
114011281,3,11,7,6,12,13,3,11,0,78,7,12,9,0,16,9,0,10,16,86,107,268,226,134,358,301,88,207,43,1736
114011282,16,48,39,20,38,53,11,16,3,253,17,39,10,12,22,32,3,15,62,215,388,1382,957,583,1102,1069,275,613,141,6508
114011283,4,10,12,9,15,8,0,8,3,59,8,17,8,11,15,12,4,10,25,113,146,444,345,177,342,361,90,233,66,2216
114021284,8,37,19,15,25,38,13,11,0,163,12,37,21,11,25,39,10,29,25,208,277,1119,753,393,772,959,325,761,69,5420
114021285,19,30,19,15,36,37,18,21,0,198,13,5,16,8,30,21,5,25,30,149,228,459,367,260,657,664,230,412,64,3332
114021286,11,36,28,16,36,40,6,24,0,191,16,27,15,11,30,33,11,27,24,198,275,794,659,435,925,1029,319,624,78,5143
114021287,9,40,30,16,27,52,11,29,0,212,11,24,16,6,34,36,7,24,25,175,284,778,570,390,940,942,272,638,78,4897
114021288,0,9,3,10,8,9,6,0,0,42,0,18,10,0,13,11,3,13,22,92,117,316,248,140,245,345,110,286,45,1850
114021289,13,27,15,15,11,24,5,20,0,132,12,38,18,15,11,26,9,29,26,170,210,605,422,253,426,622,172,526,74,3300
115011290,70,55,34,23,60,47,10,24,0,319,34,53,37,21,120,123,19,40,70,508,1084,1473,1100,635,2692,2925,654,1169,130,11860
115011291,59,60,28,19,65,42,13,28,0,322,19,53,31,33,74,107,22,42,60,445,947,1545,1050,650,2146,2660,559,1261,125,10940
115011294,19,23,14,5,17,23,10,17,0,128,16,20,13,0,11,37,11,16,10,127,282,478,313,165,421,629,197,451,26,2960
115011296,34,26,19,9,28,34,8,19,0,165,17,48,26,9,34,47,15,25,33,255,527,939,632,338,1108,1454,352,886,72,6309
115011553,25,29,8,0,17,15,3,6,0,110,16,17,15,8,38,35,7,12,19,174,341,484,379,189,796,903,186,366,41,3681
115011554,12,11,8,3,12,6,5,3,0,42,5,9,10,4,11,33,4,3,12,97,159,321,199,113,408,580,117,224,23,2151
115011555,37,22,10,8,24,28,3,10,0,150,17,31,11,11,49,60,13,18,21,237,546,891,588,353,1016,1364,302,700,60,5830
115011556,32,34,16,11,25,31,4,7,0,153,17,21,16,5,33,50,10,27,34,207,452,696,512,281,1013,1233,271,564,68,5084
115011557,12,17,3,0,10,14,5,11,3,69,11,17,10,5,23,32,11,17,20,132,210,346,251,118,532,753,159,321,31,2726
115011558,46,48,25,15,42,49,16,22,0,256,21,40,27,20,92,82,13,23,46,354,680,1248,877,526,1896,2454,492,986,83,9248
115011621,60,50,34,18,43,69,16,33,0,322,24,44,29,21,60,106,17,34,61,400,764,1232,906,528,1775,2289,496,1070,119,9182
115011622,31,39,19,5,41,21,7,24,0,184,14,26,22,7,65,54,11,35,34,266,480,647,501,253,1376,1492,272,632,86,5739
115021297,112,85,54,25,67,79,23,62,4,514,51,65,50,28,56,107,16,70,80,534,1087,1838,1195,711,1548,2264,615,1584,194,11026
115021298,27,21,8,3,13,15,6,13,0,110,9,13,14,10,12,34,7,17,14,131,246,439,279,175,355,548,133,405,24,2594
115031299,11,12,8,0,6,15,5,9,0,68,11,13,8,0,11,18,0,9,15,83,165,209,158,74,191,220,66,180,44,1301
115031300,113,94,68,29,94,117,34,86,10,638,72,74,46,27,86,94,20,49,80,553,1261,1765,1273,752,1995,2265,614,1596,203,11716
115041301,59,41,26,21,45,61,14,44,7,318,32,33,23,18,37,61,17,30,30,281,656,885,607,350,982,1215,248,821,88,5851
115041623,36,27,9,8,36,32,3,13,0,167,16,22,4,4,61,70,5,23,39,249,479,582,436,294,1359,1461,296,496,94,5491
115041624,79,39,30,13,38,40,14,23,5,291,19,47,30,13,95,99,15,32,57,412,802,980,783,441,1985,2355,444,977,135,8898
115041625,65,37,24,16,36,56,10,25,3,278,18,42,35,9,88,95,29,47,45,398,930,1227,836,477,1987,2419,494,1057,90,9522
116011303,49,22,31,7,42,39,14,14,3,219,39,54,50,20,128,90,8,25,89,507,887,927,898,518,1863,1528,307,548,202,7672
116011304,43,34,25,16,64,53,20,16,4,271,48,59,51,20,112,93,12,18,145,554,1083,1035,960,532,2201,1701,353,553,256,8657
116011306,50,33,28,9,70,49,9,25,0,280,47,48,62,21,151,113,29,23,115,603,1113,1143,1054,570,2856,2134,408,608,233,10130
116011307,103,56,50,18,69,64,13,34,5,412,61,57,36,18,127,115,10,47,72,547,1646,1377,1084,682,2514,2355,552,960,161,11323
116011560,35,18,20,6,40,29,4,12,0,167,32,22,22,7,77,57,13,18,55,304,697,615,605,316,1402,1047,204,341,105,5334
116011561,44,32,15,16,48,39,8,8,0,220,30,54,42,25,137,86,8,14,84,490,895,867,800,430,1933,1437,279,434,186,7256
116011626,53,26,19,7,55,28,5,14,0,207,31,26,30,18,89,74,13,20,77,383,860,731,697,414,1787,1453,262,465,138,6816
116011627,24,18,16,10,25,22,4,5,0,114,33,23,21,16,84,56,11,6,59,314,577,584,461,313,1424,1170,195,283,108,5117
116021309,42,32,27,10,62,52,14,21,4,254,25,28,24,17,85,78,15,24,50,355,862,912,749,446,1965,2112,373,692,126,8225
116021562,20,3,8,0,15,9,9,8,0,72,12,4,6,0,24,20,5,3,13,93,236,218,188,80,550,448,89,155,23,1989
116021563,85,43,34,21,99,62,27,28,0,396,38,59,52,24,145,134,28,30,99,613,1304,1371,1265,658,3219,2900,563,879,196,12360
116021628,61,35,24,8,55,44,10,20,4,253,44,35,37,18,94,127,22,46,69,486,1017,1108,868,587,2474,2836,552,985,147,10569
116021629,34,18,16,9,43,26,3,7,4,154,20,20,12,14,95,56,7,16,80,331,745,594,608,419,2427,1835,303,507,146,7589
116021630,47,30,25,9,53,48,6,17,6,238,30,32,29,20,73,76,7,17,57,337,908,733,572,375,1607,1485,287,491,136,6596
116021631,37,29,6,3,35,27,0,10,0,148,20,15,11,6,60,38,9,15,58,218,497,473,381,262,1469,1443,209,358,101,5183
116021632,71,34,16,9,81,50,9,14,5,291,48,56,41,28,137,161,19,23,128,646,1212,1166,985,690,3546,3578,527,813,252,12753
116021633,44,26,24,4,26,40,10,10,4,180,24,25,23,9,64,57,14,23,37,274,636,614,531,288,1474,1536,265,523,88,5949
116031313,26,16,19,15,38,27,12,10,4,172,43,35,29,30,107,76,12,25,108,470,717,628,563,391,1341,936,188,329,208,5306
116031314,27,16,4,3,23,19,0,4,0,98,19,26,15,12,71,48,6,4,47,243,487,454,404,247,1076,713,158,241,81,3851
116031315,64,34,27,7,67,65,9,18,0,297,56,37,33,45,153,93,20,15,100,555,1179,1022,995,609,2727,2015,393,592,205,9742
116031316,36,31,22,13,51,45,11,8,4,216,50,52,35,34,101,74,16,27,117,510,911,809,670,441,1894,1393,293,487,234,7126
116031317,42,32,17,15,43,44,14,10,0,213,61,74,51,23,154,75,15,22,123,595,970,1005,747,502,2139,1363,285,403,246,7662
116031318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
116031319,60,49,31,15,71,62,20,17,3,320,50,53,44,28,145,93,18,28,104,552,1175,1001,982,621,2733,1976,406,627,199,9716
117011320,0,0,0,3,5,0,0,0,0,11,0,0,0,0,0,3,0,0,0,6,27,25,13,18,60,82,11,40,0,284
117011321,43,37,25,11,57,30,7,22,4,244,22,25,27,11,52,68,8,25,47,278,642,739,677,392,1501,1639,436,867,100,6995
117011323,56,32,40,21,39,42,7,19,0,252,19,35,34,16,57,83,15,24,55,342,728,925,768,398,1441,1510,347,775,135,7019
117011324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
117011325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,8
117011634,27,24,16,4,27,15,0,8,6,124,15,27,10,11,35,25,5,11,35,185,368,606,463,238,919,735,159,337,71,3885
117011635,61,40,55,19,71,60,4,23,3,334,42,64,76,26,151,121,21,44,139,686,1238,1522,1418,634,2780,2760,512,1140,272,12276
117021327,69,52,38,25,78,56,25,39,4,377,22,41,45,17,85,102,31,65,50,447,1017,1338,1073,671,2328,2781,850,1721,121,11912
117021328,40,23,21,3,35,31,6,16,0,170,12,17,14,11,45,52,14,20,21,202,431,487,454,274,1026,1223,304,645,50,4893
117021636,41,24,33,14,54,38,11,15,4,239,14,27,27,14,39,76,14,33,50,295,565,709,618,434,1400,1682,453,870,78,6807
117021637,46,37,27,21,56,43,15,18,0,263,16,35,34,22,66,70,15,14,52,323,690,877,701,496,1719,1769,442,818,112,7623
117031329,48,24,21,7,34,28,6,13,4,183,18,25,27,3,38,86,21,52,35,316,525,682,539,308,1169,1779,503,1416,77,6999
117031330,49,32,15,9,82,70,18,24,4,300,23,52,36,26,95,140,27,80,45,528,848,1003,909,599,2924,3853,1108,2078,103,13424
117031331,49,52,32,12,57,45,9,40,3,309,26,43,39,29,80,140,19,68,68,513,908,1345,917,608,2239,2707,779,1792,123,11428
117031333,66,46,18,15,37,59,12,34,6,297,27,41,41,19,83,104,35,87,52,487,736,1010,843,494,1979,2868,864,2337,121,11255
117031336,72,42,16,7,50,36,16,17,0,259,19,47,45,22,64,104,31,83,69,480,724,998,709,428,1908,2558,735,1912,122,10096
117031638,24,26,13,8,33,14,12,12,0,148,18,21,12,12,34,44,12,26,25,203,553,837,446,256,943,1108,333,687,42,5212
117031639,21,17,9,4,13,16,4,5,5,87,8,33,16,7,44,51,7,20,37,224,446,619,429,206,876,1043,210,412,68,4306
117031640,64,73,35,19,57,47,21,28,7,339,23,22,25,19,61,96,11,41,39,346,790,1070,800,480,1932,2302,638,1374,90,9481
117031641,35,24,26,9,35,19,6,11,0,175,19,35,26,17,57,77,14,38,53,326,665,815,700,345,1380,1752,428,1021,98,7204
117031642,46,32,21,15,32,27,5,14,0,198,17,27,34,21,54,86,18,37,48,339,660,827,659,420,1501,1910,530,1140,101,7736
117031643,47,27,19,11,35,46,15,13,3,216,24,43,31,19,76,85,18,27,63,389,632,751,642,356,1631,1987,450,950,127,7524
117031644,25,12,14,5,7,11,0,7,0,95,7,27,22,13,23,51,3,43,34,235,369,553,426,227,814,1181,266,936,76,4839
117031645,74,24,20,3,32,20,0,9,5,190,40,99,115,23,75,108,10,29,166,665,1334,1803,1841,506,1783,1947,355,831,276,10681
117031646,25,15,13,4,12,8,0,4,0,83,14,35,33,10,25,42,8,5,41,218,452,652,574,188,749,772,170,311,92,3957
117031647,65,44,28,13,36,38,8,17,3,245,25,43,35,14,95,112,17,27,72,432,745,880,790,385,2039,2400,610,1118,137,9102
117031648,73,35,19,9,38,39,8,6,3,236,26,32,29,15,98,111,21,35,62,437,754,741,593,314,1840,2091,467,950,117,7866
118011339,48,51,39,14,41,41,8,23,0,268,33,47,51,22,78,146,47,81,92,596,763,1246,1018,556,1584,2682,781,2027,180,10834
118011340,71,85,43,25,49,59,11,21,9,370,27,82,45,42,83,192,38,129,96,732,870,1381,1057,639,1719,3259,851,2299,185,12260
118011341,53,48,36,17,36,41,12,21,4,271,18,46,43,18,77,118,29,69,38,462,720,999,926,499,1526,2396,695,1609,121,9480
118011342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118011344,32,33,33,11,13,20,9,15,3,165,12,44,35,24,29,58,18,46,51,316,419,830,629,369,683,1305,336,977,103,5646
118011345,40,38,20,12,29,32,9,28,4,205,9,49,27,12,34,84,32,66,30,352,587,945,680,443,1229,2142,727,2124,82,8970
118011346,25,18,17,4,15,22,10,13,0,123,20,40,33,20,26,76,20,71,48,361,353,874,604,305,574,1279,310,1129,103,5535
118011347,12,7,13,10,9,8,3,15,0,84,3,34,17,8,9,40,5,36,17,170,228,475,369,214,481,878,277,902,47,3862
118011649,45,36,17,16,23,24,0,13,0,178,22,58,46,16,40,82,24,67,75,425,497,1049,785,423,972,1638,476,1552,146,7545
118011650,24,27,17,3,9,13,5,12,0,106,15,29,26,16,25,65,23,61,35,294,375,623,490,233,691,1327,441,1187,72,5432
118021564,20,25,22,5,37,20,6,13,0,160,15,23,20,19,29,69,9,17,39,240,571,931,611,305,1141,1349,310,726,85,6030
118021565,26,31,26,20,26,37,5,18,0,192,24,32,24,5,36,55,14,20,42,264,631,1066,780,398,1257,1439,336,707,98,6712
118021566,33,22,14,8,13,21,3,17,0,132,13,28,22,10,22,45,9,34,38,217,356,614,556,273,788,1116,289,737,80,4811
118021567,35,27,23,6,22,25,5,13,4,159,18,30,23,11,30,41,14,26,47,242,488,660,577,330,861,1223,286,648,102,5166
118021568,25,33,15,6,20,33,3,11,3,162,19,27,27,15,55,62,6,20,47,264,447,649,570,310,1040,1163,274,523,109,5082
118021569,48,38,28,24,39,42,18,19,4,254,22,35,38,14,59,97,29,52,53,397,680,962,804,473,1623,2425,664,1484,113,9223
118021570,45,35,15,9,28,34,4,11,0,182,8,28,20,13,40,75,10,34,40,276,597,857,632,363,1347,1801,480,1017,79,7176
118021651,64,53,36,12,61,57,14,36,0,333,20,57,28,18,67,140,34,95,67,520,837,1248,1015,646,1977,3052,871,2155,148,11937
118021652,31,31,22,4,23,36,12,15,5,168,11,25,15,5,23,41,7,21,29,178,380,581,456,268,708,1023,259,625,65,4366
118021653,37,36,22,7,40,49,8,19,0,223,16,33,18,11,36,60,17,34,40,266,562,874,653,424,1177,1357,359,686,83,6184
118021654,12,12,7,8,3,10,5,3,0,56,9,24,12,11,12,26,4,20,22,130,200,358,249,159,298,515,137,434,47,2393
119011354,90,47,29,12,43,48,11,25,6,305,68,43,38,24,78,63,7,28,109,463,1224,1003,747,432,1435,1273,235,519,217,7076
119011355,7,9,0,0,4,4,0,0,0,27,3,4,3,0,7,12,0,4,8,39,92,76,61,28,141,138,26,37,18,623
119011356,63,32,28,7,25,27,3,8,0,204,55,30,25,12,54,42,3,5,77,303,719,546,419,232,815,781,139,271,123,4042
119011358,81,34,22,15,37,41,10,8,5,265,45,39,22,9,69,69,4,17,74,357,1213,902,706,427,1646,1528,334,619,137,7514
119011360,65,24,19,16,56,49,6,18,4,261,48,29,29,14,85,63,18,21,68,375,1110,892,696,432,1671,1572,297,555,149,7376
119011361,103,29,23,10,34,43,3,3,9,258,68,48,43,24,94,69,13,17,104,481,1246,1001,698,413,1661,1270,212,409,232,7150
119011571,81,33,18,5,26,27,0,5,5,200,59,37,47,15,73,53,7,17,91,396,947,762,634,314,1346,964,203,288,180,5633
119011572,100,36,34,9,50,24,5,11,7,282,70,38,44,19,108,68,5,18,76,453,1042,799,675,324,1518,977,185,296,180,5990
119011655,51,32,21,13,36,30,10,7,3,198,49,31,29,11,43,34,0,10,66,275,772,676,498,241,869,799,136,299,137,4417
119011656,59,22,14,9,17,26,7,7,0,168,35,21,25,14,40,26,4,3,83,256,661,568,452,228,750,697,124,227,143,3852
119011657,59,30,17,3,30,28,7,6,0,185,37,22,22,16,53,47,4,18,34,253,850,637,472,281,1115,973,226,417,72,5048
119011658,54,25,8,15,37,39,12,20,0,209,42,35,22,7,76,76,9,20,36,323,1167,899,692,409,1509,1509,355,731,97,7362
119021362,101,52,25,18,45,48,10,19,5,326,64,45,41,22,68,67,11,14,93,420,1380,1003,814,519,1573,1403,299,531,211,7732
119021366,94,50,24,12,44,30,10,8,6,283,63,62,47,24,74,79,16,24,122,502,1146,999,720,354,1393,1094,232,331,251,6531
