POA_CODE_2016,All_inc_NS_Emp_AW,All_inc_NS_E_T,All_inc_NS_UnE_lfw_FTW,All_inc_NS_UnE_lfw_PTW,All_inc_NS_UnE_lfw_Tot,All_inc_NS_T_LF,All_inc_NS_Notin_LF,All_inc_NS_LF_sta_NS,All_inc_NS_Tot,Tot_Emp_WFT,Tot_Emp_WPT,Tot_Emp_AW,Tot_E_T,Tot_UnE_lfw_FTW,Tot_UnE_lfw_PTW,Tot_UnE_lfw_Tot,Tot_T_LF,Tot_Notin_LF,Tot_LF_sta_NS,Tot_Tot
POA2382,0,0,0,0,0,3,3,0,5,20,20,0,40,3,0,3,39,36,0,75
POA2386,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,7
POA2387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA2388,0,0,0,0,3,3,3,0,9,30,16,3,47,3,3,5,52,64,0,117
POA2390,0,3,0,0,0,3,3,3,16,93,72,12,177,15,11,30,200,144,7,354
POA2395,0,0,0,0,0,0,0,0,0,5,5,0,9,0,0,3,13,15,0,35
POA2396,0,0,0,0,0,3,0,0,3,8,6,0,12,0,0,0,18,30,0,42
POA2397,0,0,0,0,0,0,0,0,3,4,3,0,7,0,0,0,7,3,3,12
POA2398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
POA2399,0,0,0,0,0,0,0,0,3,11,4,3,16,0,0,0,16,10,0,25
POA2400,0,4,0,0,0,6,14,11,32,135,81,9,223,26,10,39,266,265,16,545
POA2401,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,7,8,0,11
POA2402,0,0,0,0,0,0,0,0,0,14,14,0,27,3,3,8,32,37,0,72
POA2403,0,0,0,0,0,0,0,3,3,3,3,0,4,0,0,0,8,16,3,21
POA2404,0,0,0,0,0,0,3,0,4,14,16,0,34,0,0,3,32,43,0,77
POA2405,0,0,0,0,0,0,0,0,0,10,3,0,13,0,0,0,13,0,0,17
POA2406,0,0,0,0,0,0,3,0,3,4,7,0,9,4,0,3,17,16,0,31
POA2408,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,3,0,0,3
POA2409,0,0,0,0,0,0,5,0,5,12,4,0,16,4,3,9,23,58,7,82
POA2410,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,5,0,9
POA2411,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3
POA2415,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,5,8,0,14
POA2420,0,0,0,0,0,4,0,3,6,38,42,7,83,3,4,11,92,82,3,176
POA2421,0,0,0,0,0,0,0,0,0,12,22,0,33,0,6,6,36,15,0,53
POA2422,0,3,0,0,0,5,3,0,7,36,45,6,87,14,3,15,104,123,0,225
POA2423,0,0,0,0,0,0,7,0,5,23,24,0,48,3,4,6,54,86,4,144
POA2424,0,0,0,0,0,0,0,0,0,3,3,0,9,0,0,0,10,12,0,29
POA2425,0,0,0,0,0,0,0,0,0,11,9,0,21,3,3,6,27,40,0,68
POA2426,0,0,0,0,0,0,0,0,0,7,3,0,13,0,0,7,14,15,3,31
POA2427,0,0,0,0,0,0,3,0,3,15,26,3,52,6,3,10,56,63,4,124
POA2428,0,13,0,0,0,8,19,4,36,230,294,24,548,39,28,69,622,553,7,1184
POA2429,3,11,0,0,0,14,9,0,19,82,112,11,206,13,18,31,233,261,3,502
POA2430,3,6,0,0,7,12,30,19,59,302,363,38,711,78,68,148,857,870,31,1756
POA2431,0,3,0,0,0,3,5,3,10,38,57,8,93,7,7,16,111,111,3,227
POA2439,0,0,0,0,0,0,5,3,8,21,35,7,66,4,3,6,69,43,3,124
POA2440,3,3,3,0,3,5,33,9,49,231,291,28,549,44,37,88,635,690,20,1348
POA2441,0,0,0,0,0,0,0,0,0,18,48,5,69,11,6,12,82,78,0,169
POA2443,4,3,0,0,0,3,0,0,11,58,104,11,165,16,4,20,189,165,4,356
POA2444,5,16,0,0,0,18,21,15,58,574,564,53,1191,50,62,114,1306,816,20,2146
POA2445,0,0,0,0,0,0,0,0,0,68,79,10,158,3,0,7,163,97,3,256
POA2446,0,7,0,0,0,5,11,5,26,134,130,16,281,15,16,38,320,314,7,637
POA2447,0,0,0,0,0,3,7,4,11,54,79,7,139,5,12,15,155,164,3,330
POA2448,0,3,0,0,0,0,6,5,17,79,100,14,189,15,15,31,220,253,16,483
POA2449,0,0,0,0,0,0,3,3,3,17,31,0,50,4,7,10,67,80,5,148
POA2450,0,11,0,3,0,14,32,17,64,524,573,47,1147,52,59,116,1262,865,28,2161
POA2452,0,3,0,0,0,5,10,0,19,201,248,18,465,34,29,64,529,365,7,905
POA2453,0,0,0,0,0,0,3,3,7,15,26,9,49,7,3,4,54,61,3,120
POA2454,0,0,0,0,0,0,0,0,6,82,122,11,215,12,14,25,244,148,8,401
POA2455,0,0,0,0,0,0,3,0,3,38,42,0,82,3,10,11,95,67,3,167
POA2456,0,4,0,0,0,7,7,7,18,161,175,23,358,19,27,50,408,262,11,684
POA2460,0,4,3,0,7,7,27,4,36,310,284,20,616,60,61,116,731,784,20,1533
POA2462,0,0,0,0,0,0,3,0,0,21,30,3,55,3,0,7,60,49,3,106
POA2463,0,0,0,0,0,0,7,0,10,50,76,7,129,4,6,12,144,152,8,305
POA2464,0,3,0,0,0,3,3,6,8,47,76,8,129,15,17,28,160,123,4,282
POA2465,0,0,0,0,0,0,0,0,0,3,5,3,9,0,0,0,9,11,0,18
POA2466,0,0,0,0,0,0,0,0,0,14,16,3,34,0,3,3,37,49,0,85
POA2469,0,0,3,0,3,3,5,0,8,24,27,0,54,6,7,12,60,103,3,169
POA2470,0,3,0,0,0,3,20,7,34,144,157,15,316,29,19,53,368,421,14,800
POA2471,0,0,3,0,3,3,0,0,3,24,22,4,45,7,0,5,56,64,0,122
POA2472,0,0,0,0,0,0,0,3,5,15,19,3,35,7,3,6,45,48,3,93
POA2473,0,0,0,0,0,0,3,0,0,34,36,6,83,3,0,10,92,69,0,155
POA2474,3,3,0,0,0,3,4,0,10,42,64,11,121,17,13,29,145,159,4,312
POA2475,0,0,0,0,0,0,0,0,0,3,6,0,5,3,0,3,11,13,0,18
POA2476,0,0,0,0,0,0,0,0,0,9,4,0,13,3,0,5,17,23,0,36
POA2477,0,0,0,0,0,0,6,0,13,167,157,20,337,10,24,32,368,183,3,558
POA2478,3,13,0,0,0,11,17,8,40,329,368,35,738,20,33,56,788,480,13,1283
POA2479,0,3,0,0,0,3,0,0,3,39,68,6,115,7,6,9,124,59,0,183
POA2480,0,9,0,3,0,9,25,11,45,606,621,66,1289,76,81,154,1450,962,28,2433
POA2481,0,5,0,0,0,5,3,0,13,91,172,8,276,10,15,25,301,151,0,452
POA2482,0,3,0,0,0,3,8,3,10,53,128,10,188,11,13,27,211,153,6,370
POA2483,0,3,0,0,0,3,6,0,9,124,238,15,376,18,18,35,416,214,9,636
POA2484,3,6,0,0,0,6,10,4,23,181,271,36,482,27,34,61,547,439,10,995
POA2485,3,8,0,0,0,8,8,0,14,165,207,21,396,14,19,29,426,359,8,791
POA2486,4,9,0,0,0,14,13,11,35,386,372,53,808,37,46,83,891,624,16,1531
POA2487,3,4,0,0,0,4,5,4,14,137,173,21,328,10,17,31,359,194,6,558
POA2488,0,0,0,0,0,0,0,4,4,50,61,0,112,8,4,11,122,61,7,188
POA2489,0,0,0,0,0,3,3,0,8,67,91,9,164,9,10,19,187,101,5,288
POA2490,0,0,0,0,0,0,0,0,0,11,3,0,14,0,0,0,13,7,0,26
POA2500,3,12,0,0,0,7,14,0,29,499,287,42,833,35,38,75,910,584,12,1498
POA2502,0,5,0,0,0,4,9,4,25,119,134,16,269,26,18,42,310,511,18,840
POA2505,0,0,0,0,0,0,9,0,13,65,57,0,126,8,8,17,144,170,3,321
POA2506,0,4,0,0,3,3,7,8,18,103,98,14,207,14,13,33,236,273,11,522
POA2508,0,0,0,0,0,0,0,0,6,107,79,12,200,9,3,10,213,63,3,280
POA2515,0,3,0,0,0,3,0,0,7,126,92,14,232,8,4,12,244,114,0,358
POA2516,0,0,0,0,0,0,0,0,0,59,65,0,123,4,3,11,131,87,0,228
POA2517,0,4,0,0,0,4,3,0,10,175,151,23,345,10,15,23,373,243,3,613
POA2518,0,3,0,0,0,5,18,6,31,243,226,16,486,37,26,67,553,485,11,1057
POA2519,0,3,0,0,0,0,10,5,16,213,169,21,404,24,19,39,443,326,9,779
POA2522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA2525,0,3,0,0,0,3,4,3,8,125,100,6,238,11,16,28,265,166,4,440
POA2526,0,3,0,3,3,3,5,3,17,161,146,10,311,8,17,23,334,273,7,618
POA2527,0,6,0,0,0,6,6,0,19,346,268,29,648,28,31,58,701,372,7,1076
POA2528,0,7,3,0,7,14,21,7,39,287,315,35,643,49,51,102,741,777,23,1542
POA2529,3,7,0,0,0,7,3,0,17,373,302,34,707,31,30,56,758,341,3,1104
POA2530,4,8,0,3,3,10,15,3,29,442,384,41,858,46,44,92,957,664,10,1628
POA2533,0,0,0,0,0,0,0,0,8,161,149,12,317,12,10,22,336,182,4,524
POA2534,0,0,0,0,0,0,3,0,3,46,47,4,106,5,3,8,113,51,0,163
POA2535,0,0,0,0,0,0,0,0,4,61,66,4,128,3,0,3,135,91,0,217
POA2536,4,11,0,0,0,10,20,4,31,172,215,31,416,26,19,48,466,364,7,843
POA2537,3,3,0,0,0,3,6,3,9,113,138,18,262,6,7,19,282,203,5,494
POA2538,0,0,0,0,0,0,0,0,3,8,24,3,35,0,0,0,37,19,0,62
POA2539,0,4,0,0,0,4,8,3,16,155,220,23,395,22,25,46,439,337,13,784
POA2540,3,11,0,0,0,9,37,18,68,407,491,53,951,51,48,105,1051,883,35,1970
POA2541,5,16,0,0,0,16,22,12,46,300,311,34,646,43,46,89,742,725,26,1491
POA2545,0,0,0,0,0,0,0,0,0,7,14,3,26,0,0,3,29,21,0,45
POA2546,0,0,0,0,0,4,4,3,11,47,98,11,156,8,8,15,170,163,3,332
POA2548,0,0,0,0,0,0,0,4,9,68,92,10,172,5,10,15,181,89,8,279
POA2549,0,0,0,0,0,0,3,0,4,38,50,3,96,0,3,5,101,54,0,152
POA2550,0,3,0,0,0,3,3,5,12,148,152,10,312,18,16,33,350,264,10,618
POA2551,0,3,0,0,0,3,3,0,3,32,42,3,77,5,3,11,85,77,3,159
POA2555,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,8,7,0,12
POA2556,0,3,0,0,0,3,0,0,3,21,23,0,42,3,0,7,44,40,0,89
POA2557,0,0,0,0,0,0,3,0,3,67,47,11,125,9,9,11,136,90,0,234
POA2558,0,5,0,0,0,5,3,0,13,220,139,8,370,17,16,28,393,235,0,627
POA2559,0,0,0,0,0,3,5,0,13,30,34,9,68,12,14,27,98,222,4,317
POA2560,7,23,0,0,3,26,43,47,110,1327,798,108,2229,153,162,310,2544,2002,69,4616
POA2563,0,0,0,0,0,0,0,0,0,8,3,0,8,0,0,0,10,10,0,17
POA2564,3,3,0,0,0,6,17,14,32,192,124,11,331,32,26,54,382,501,16,898
POA2565,0,5,0,0,0,9,7,6,24,317,171,28,511,26,33,62,573,356,10,941
POA2566,3,6,0,0,0,6,17,14,34,395,250,36,685,42,36,72,757,604,24,1382
POA2567,3,10,0,0,0,10,8,11,28,652,363,48,1068,34,37,73,1138,486,12,1632
POA2568,0,0,0,0,0,0,0,0,0,7,0,0,6,0,0,0,6,4,0,13
POA2569,0,0,0,0,0,0,0,0,0,24,11,0,34,0,3,3,33,23,0,56
POA2570,0,15,0,0,0,15,3,5,25,566,323,45,929,25,23,48,974,371,10,1353
POA2571,0,4,0,0,0,4,4,0,13,131,101,10,240,7,8,21,265,104,4,378
POA2572,0,0,0,0,0,0,3,3,4,54,41,3,96,6,5,9,104,60,3,170
POA2573,0,4,0,0,0,4,3,0,4,87,64,5,155,9,12,16,176,98,3,274
POA2574,0,0,0,0,0,0,0,0,3,61,47,6,113,10,8,15,124,79,3,208
POA2575,0,6,0,0,0,6,4,0,11,181,168,17,368,5,16,18,394,231,3,623
POA2576,0,4,0,0,0,4,0,3,9,131,117,8,257,5,9,18,276,174,5,457
POA2577,0,4,0,0,0,6,12,0,13,167,147,19,334,6,10,19,351,234,3,590
POA2578,0,0,0,0,0,0,0,0,0,35,36,3,67,0,3,6,73,27,0,104
POA2579,0,0,0,0,0,0,0,0,3,33,32,3,64,6,5,12,79,62,0,139
POA2580,4,5,0,0,3,7,21,14,41,366,300,39,707,42,49,93,803,530,20,1356
POA2581,0,0,0,0,0,0,0,0,0,23,9,0,30,3,0,3,32,32,3,69
POA2582,3,10,0,0,0,10,0,0,12,140,102,16,261,3,7,9,270,119,0,386
POA2583,0,0,0,0,0,0,0,0,0,29,41,4,70,3,0,5,74,67,0,139
POA2584,0,0,0,0,0,0,0,0,0,3,6,0,6,0,3,3,9,9,0,18
POA2585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6
POA2586,0,0,0,0,0,0,4,0,4,19,28,0,51,3,0,6,52,45,0,97
POA2587,0,0,0,0,0,0,0,3,3,23,17,3,44,0,3,5,46,57,3,113
POA2588,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,7,0,11
POA2590,0,0,0,0,0,0,10,0,11,60,48,10,115,14,7,24,138,141,3,282
POA2594,0,0,0,0,0,3,7,5,11,117,146,13,273,28,15,42,317,228,16,564
POA2619,0,0,0,0,0,0,0,0,4,170,54,9,226,3,5,8,235,47,0,278
POA2620,5,15,0,0,0,10,9,13,36,637,264,54,953,27,32,61,1017,487,19,1525
POA2621,0,0,0,0,0,0,0,0,7,77,33,4,117,0,0,0,121,33,0,153
POA2622,0,0,0,0,0,0,3,0,6,34,37,3,72,3,0,5,79,49,4,129
POA2623,0,0,0,0,0,0,0,0,0,9,3,3,13,0,0,0,13,5,0,23
POA2625,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,3
POA2626,0,0,0,0,0,0,0,0,0,3,4,0,4,0,0,0,4,0,0,4
POA2627,0,0,0,0,0,0,0,0,0,64,32,3,99,0,4,6,101,33,0,133
POA2628,0,0,0,0,0,0,0,0,0,23,13,0,34,3,0,3,35,20,0,61
POA2629,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,7
POA2630,0,8,0,0,0,7,3,3,10,105,101,7,219,8,9,20,234,134,10,379
POA2631,0,0,0,0,0,0,0,0,0,5,3,4,9,0,0,0,14,10,0,19
POA2632,0,0,0,0,0,0,0,0,0,11,9,0,25,3,0,3,27,33,0,56
POA2633,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,3,6,6,0,12
POA2640,0,4,0,3,4,7,12,9,33,438,346,48,835,54,51,104,937,525,11,1479
POA2641,3,3,0,0,0,8,6,9,19,163,190,25,382,33,37,73,446,336,8,792
POA2642,0,0,0,0,0,0,7,0,11,37,35,3,75,3,3,8,79,63,3,146
POA2643,0,0,0,0,0,0,0,0,0,28,24,0,58,3,0,3,57,30,0,96
POA2644,0,4,0,0,0,4,0,0,4,16,18,3,38,3,0,3,42,39,0,84
POA2645,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,5,8,0,14
POA2646,0,0,0,0,0,0,5,0,7,60,66,11,143,10,11,22,165,83,3,251
POA2647,0,0,0,0,0,0,0,0,3,21,20,0,39,3,0,4,42,27,0,74
POA2648,0,0,0,0,0,0,3,3,3,18,20,3,42,0,6,6,49,40,3,88
POA2649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA2650,7,16,4,0,4,16,42,23,87,811,520,69,1394,75,63,145,1537,1001,44,2580
POA2651,0,3,0,0,0,3,0,3,8,34,32,6,73,6,3,4,81,31,3,107
POA2652,0,0,0,0,0,0,0,4,8,57,38,6,94,0,6,6,105,62,5,172
POA2653,0,0,0,0,0,0,0,0,3,21,21,5,45,0,0,4,43,33,3,84
POA2655,0,0,0,0,0,0,0,0,0,9,13,0,19,0,0,3,22,22,0,43
POA2656,0,0,0,0,0,0,3,0,4,13,5,4,18,0,0,0,24,23,0,48
POA2658,0,0,0,0,0,0,0,0,0,7,11,0,17,3,3,3,20,33,0,55
POA2659,0,0,0,0,0,0,0,0,0,13,3,6,16,0,3,0,17,13,0,31
POA2660,0,0,0,0,0,0,3,0,3,16,15,0,33,0,0,3,38,33,0,69
POA2661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA2663,0,0,0,0,0,0,0,0,0,57,47,7,112,8,0,11,117,92,0,216
POA2665,0,0,0,0,0,0,0,3,3,16,11,0,24,0,0,0,23,33,3,59
POA2666,0,0,0,0,0,0,6,0,8,34,59,3,107,3,6,11,113,113,5,233
POA2668,0,0,0,0,0,0,0,0,3,3,4,0,12,0,0,3,9,12,0,27
POA2669,0,0,0,0,0,0,3,0,3,19,10,3,28,0,0,0,28,30,0,63
POA2671,0,3,0,0,0,3,0,0,6,50,37,5,92,6,0,7,99,55,3,154
POA2672,0,0,0,0,0,0,0,0,0,13,14,4,29,3,4,10,40,44,0,82
POA2675,0,0,0,0,0,0,0,0,0,10,7,0,22,3,0,3,23,21,0,51
POA2678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA2680,0,7,0,0,0,6,21,11,40,279,179,15,473,24,19,47,522,337,25,879
POA2681,0,0,0,0,0,0,0,0,0,23,11,0,32,3,0,3,38,20,0,57
POA2700,0,0,0,0,0,0,3,3,6,43,58,3,105,4,4,15,115,102,8,225
POA2701,0,0,0,0,0,0,0,4,4,24,11,4,40,0,4,9,46,29,4,77
POA2702,0,0,0,0,0,0,0,0,0,4,11,0,10,4,0,4,13,11,0,21
POA2703,0,0,0,0,0,0,0,0,0,13,7,0,19,0,0,0,19,19,0,33
POA2705,0,0,0,0,0,0,5,7,9,104,86,9,196,13,12,23,220,175,10,410
POA2706,0,0,0,0,0,0,3,0,3,10,16,0,29,3,3,5,28,35,0,64
POA2707,0,0,0,0,0,0,0,0,0,14,8,3,27,3,0,3,24,15,0,39
POA2710,0,3,0,0,0,3,9,5,20,99,104,15,217,13,14,23,242,172,6,416
POA2711,0,3,0,0,0,3,3,0,3,30,39,3,75,0,6,5,81,48,3,136
POA2712,0,0,0,0,0,0,0,0,0,12,7,0,18,3,3,6,24,11,0,32
POA2713,0,0,0,0,0,0,0,3,6,34,25,5,64,3,7,8,69,35,3,108
POA2714,0,0,0,0,0,0,3,0,3,23,24,0,48,0,3,3,52,42,0,91
POA2715,0,0,0,0,0,0,7,0,7,14,14,3,28,3,7,6,33,32,0,65
POA2716,0,0,0,0,0,0,0,0,0,3,14,0,20,0,0,0,20,20,0,37
POA2717,0,0,0,0,0,3,7,0,11,7,9,3,25,0,3,3,25,52,3,79
POA2720,0,0,0,0,0,0,4,3,5,88,79,12,177,13,8,14,194,139,5,344
POA2721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8
POA2722,0,0,0,0,0,0,0,3,8,41,32,0,72,7,3,6,84,54,7,139
POA2725,0,0,0,0,0,0,0,0,0,3,4,0,11,0,0,0,11,7,0,16
POA2726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
POA2727,0,0,0,0,0,0,0,0,0,3,4,0,5,0,0,0,6,0,0,6
POA2729,0,0,0,0,0,0,0,0,0,9,10,0,21,3,0,8,32,20,0,52
POA2730,0,0,0,0,0,0,0,0,0,20,11,0,33,0,0,0,33,25,0,61
POA2731,0,0,0,0,0,0,0,5,6,65,45,10,117,0,0,4,123,65,6,191
POA2732,0,0,0,0,0,0,0,0,0,4,16,0,22,0,0,0,22,13,3,41
POA2733,0,0,0,0,0,0,0,0,0,0,6,0,9,0,0,0,14,4,0,19
POA2734,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,3,0,0,4
POA2735,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,10,9,0,16
POA2736,0,0,0,0,0,0,0,0,3,4,0,0,4,0,0,0,4,3,0,10
POA2737,0,0,0,0,0,0,0,0,0,4,9,0,16,0,0,0,16,8,0,23
POA2738,0,0,0,0,0,0,0,0,0,11,12,0,24,0,0,0,24,5,0,33
POA2739,0,0,0,0,0,0,0,0,0,12,15,0,31,0,0,0,28,24,0,52
POA2745,3,10,0,0,0,11,0,3,16,494,248,36,776,16,19,33,810,294,4,1109
POA2747,8,10,0,0,0,10,10,8,37,745,471,59,1269,60,72,128,1396,846,17,2263
POA2748,0,0,0,0,0,0,0,0,0,9,16,3,32,5,0,5,34,25,0,64
POA2749,0,0,0,0,0,0,13,0,18,297,181,25,495,27,24,51,550,344,3,896
POA2750,3,10,0,0,3,10,24,11,43,799,484,70,1354,48,64,109,1468,930,20,2414
POA2752,0,0,0,0,0,0,0,0,3,55,45,4,109,3,3,4,118,48,0,165
POA2753,0,7,0,0,0,9,4,5,10,276,174,11,461,21,20,36,498,288,7,786
POA2754,0,0,0,0,0,0,3,0,4,114,59,5,180,6,5,6,185,105,0,294
POA2755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA2756,5,11,0,3,3,17,15,4,30,560,324,40,927,33,30,60,989,574,23,1584
POA2757,0,0,0,0,0,0,0,0,0,14,10,0,19,0,0,3,23,13,0,31
POA2758,3,5,0,0,0,8,0,5,10,82,47,3,136,3,9,9,140,87,4,230
POA2759,0,9,0,0,0,9,8,4,23,507,246,39,793,34,16,55,846,374,14,1230
POA2760,11,16,3,0,3,22,27,28,74,615,329,51,990,66,58,128,1118,935,36,2088
POA2761,0,9,0,0,0,10,12,8,36,492,223,43,759,35,39,78,833,488,12,1336
POA2762,0,0,0,0,0,0,0,0,3,89,34,9,127,3,3,7,139,56,3,194
POA2763,0,16,0,0,0,14,11,3,30,550,254,34,837,35,36,68,911,385,12,1309
POA2765,3,3,0,0,0,5,9,3,15,183,129,23,335,17,10,27,364,290,8,663
POA2766,0,3,0,0,0,9,3,0,14,236,100,22,362,16,21,33,392,268,6,667
POA2767,0,3,0,0,0,5,15,14,31,295,161,32,490,31,23,57,550,577,22,1145
POA2768,5,8,0,0,0,8,3,3,14,361,154,19,532,16,15,33,568,218,3,784
POA2769,0,0,0,0,0,0,0,0,0,119,49,4,173,4,0,8,177,65,0,247
POA2770,0,13,4,0,6,24,79,51,149,774,615,94,1483,181,176,355,1835,2640,89,4564
POA2773,0,0,0,0,0,0,0,0,0,74,44,8,116,0,0,0,120,56,0,180
POA2774,0,0,0,0,0,0,3,0,3,198,124,3,322,4,14,21,343,163,3,516
POA2775,0,0,0,0,0,0,0,0,0,11,11,4,21,0,0,0,22,10,0,40
POA2776,0,3,0,0,0,3,3,0,4,73,39,3,112,0,0,0,112,63,0,179
POA2777,0,6,0,0,0,6,3,4,7,250,166,21,437,9,8,17,449,199,3,651
POA2778,0,0,0,0,0,0,0,0,0,37,24,3,60,0,0,0,60,29,0,93
POA2779,0,3,0,0,0,3,5,0,4,71,71,6,145,3,3,7,152,88,0,236
POA2780,0,6,0,0,0,6,3,5,14,138,200,12,353,10,14,26,376,274,6,656
POA2782,0,0,0,0,0,0,3,0,3,59,63,4,121,0,3,9,128,89,0,217
POA2783,0,0,0,0,0,0,3,0,3,30,51,7,88,3,6,7,96,42,0,137
POA2784,0,0,0,0,0,0,0,0,0,19,12,3,33,0,0,0,36,18,0,54
POA2785,3,3,0,0,0,3,0,0,3,53,50,8,119,3,10,9,125,89,0,220
POA2786,0,0,0,0,0,0,0,0,0,15,14,0,26,0,3,3,31,17,0,49
POA2787,0,3,0,0,0,3,4,3,13,41,35,5,87,11,5,18,100,70,3,176
POA2790,0,0,0,0,0,0,11,5,19,130,175,14,321,21,27,47,366,384,15,771
POA2791,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,8,0,12
POA2792,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,3,0,12
POA2793,0,0,0,0,0,0,0,0,0,7,6,0,15,0,0,3,21,20,0,39
POA2794,0,3,0,0,0,4,9,0,13,99,103,8,208,20,13,30,238,235,3,478
POA2795,3,11,0,0,0,10,27,10,46,549,421,46,1018,48,55,101,1121,708,20,1848
POA2797,0,0,0,0,0,0,0,0,3,5,3,0,12,0,0,0,12,3,0,22
POA2798,0,0,0,0,0,0,0,0,4,26,15,0,39,0,0,0,39,19,0,61
POA2799,0,0,0,0,0,0,3,0,4,43,49,0,88,15,7,23,112,91,3,200
POA2800,4,14,0,0,0,13,30,18,64,609,399,50,1064,72,71,137,1203,778,31,2010
POA2803,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,0,4,3,0,9
POA2804,0,0,0,0,0,0,0,0,0,27,23,0,48,3,6,9,58,61,0,121
POA2805,0,0,0,0,0,0,0,0,0,4,5,0,7,0,0,0,7,10,0,16
POA2806,0,0,0,0,0,0,0,0,0,6,7,0,8,0,0,0,15,14,0,22
POA2807,0,0,0,0,0,0,0,0,0,3,7,0,5,0,0,3,8,8,0,15
POA2808,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,7,0,0,7
POA2809,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,3,0,5
POA2810,0,0,0,0,0,0,0,0,0,25,16,3,39,4,3,6,42,58,0,101
POA2817,0,0,0,0,0,0,0,0,0,4,4,0,11,0,0,0,12,0,0,11
POA2818,0,0,0,0,0,0,0,0,0,11,13,0,18,0,0,0,20,13,0,34
POA2820,3,4,0,0,0,6,8,3,18,81,57,6,145,23,16,38,182,184,7,373
POA2821,0,0,0,0,0,0,10,0,11,55,36,8,97,4,8,17,111,135,3,252
POA2822,0,0,0,0,0,0,0,0,0,7,5,0,10,0,0,0,9,10,0,21
POA2823,0,0,0,0,0,0,0,0,0,21,11,3,36,6,3,5,43,16,0,62
POA2824,0,0,0,0,0,3,5,3,8,15,19,0,33,9,10,14,46,44,3,100
POA2825,0,0,0,0,0,0,0,0,5,19,21,3,43,5,3,7,48,43,0,93
POA2826,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,0,3
POA2827,0,0,0,0,0,0,3,5,12,25,39,5,76,12,8,18,88,95,9,190
POA2828,0,0,0,0,0,0,0,0,0,0,5,0,5,4,0,6,14,30,3,46
POA2829,0,5,0,0,0,5,5,5,12,35,24,10,59,8,5,16,76,94,10,179
POA2830,3,18,0,0,0,21,41,9,71,597,442,55,1101,70,62,135,1234,756,25,2012
POA2831,0,3,0,0,0,4,0,0,4,25,7,0,36,4,0,3,39,23,0,65
POA2832,0,0,0,0,0,0,7,7,16,27,20,3,55,11,3,15,66,85,9,167
POA2833,0,0,0,0,0,0,0,0,0,0,5,0,7,7,3,9,10,24,0,41
POA2834,0,4,0,0,0,4,0,3,7,24,30,3,56,3,3,11,59,92,3,153
POA2835,0,0,0,0,0,3,0,6,11,52,26,11,87,3,3,10,96,52,8,155
POA2836,0,0,0,0,0,0,0,0,6,8,4,0,13,0,0,0,16,40,0,56
POA2838,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,23,0,24
POA2839,0,0,0,0,0,3,6,3,11,16,8,6,30,3,10,12,44,68,3,113
POA2840,0,3,3,0,3,4,9,4,13,42,16,0,56,4,4,6,62,58,5,131
POA2842,0,0,0,0,0,0,0,0,0,3,6,0,16,0,0,0,12,15,0,26
POA2843,0,0,0,0,0,0,0,0,0,10,9,0,22,3,0,3,23,16,3,38
POA2844,0,4,0,0,0,4,0,0,0,8,5,3,18,3,0,10,21,24,0,48
POA2845,0,0,0,0,0,0,0,0,6,20,26,7,51,3,3,10,56,40,0,101
POA2846,0,0,0,0,0,0,0,0,0,8,3,0,11,0,0,0,12,0,0,7
