POA_CODE_2016,O_OR_DS_Sep_house,O_OR_DS_SemiD_ro_or_tce_h_th,O_OR_DS_Flat_apart,O_OR_DS_Oth_dwell,O_OR_DS_not_stated,O_OR_Total,O_MTG_DS_Sep_house,O_MTG_DS_SemiD_ro_or_tce_h_th,O_MTG_DS_Flat_apart,O_MTG_DS_Oth_dwell,O_MTG_DS_not_stated,O_MTG_Total,R_RE_Agt_DS_Sep_house,R_RE_Ag_DS_SemD_ro_or_tc_h_th,R_RE_Agt_DS_Flat_apart,R_RE_Agt_DS_Oth_dwell,R_RE_Agt_DS_not_stated,R_RE_Agt_Total,R_ST_h_auth_DS_Sep_house,R_ST_h_au_DS_SD_ro_or_tc_h_th,R_ST_h_auth_DS_Flat_apart,R_ST_h_auth_DS_Oth_dwell,R_ST_h_auth_DS_not_stated,R_ST_h_auth_Total,R_Psn_not_in_s_hh_DS_Sep_hous,R_P_not_in_s_h_DS_SD_ro_t_h_t,R_P_not_in_s_hh_DS_Flat_apart,R_Psn_not_in_s_hh_DS_Oth_dwel,R_Psn_not_in_s_hh_DS_NS,R_Psn_not_in_s_hh_Total,R_Hs_cop_cty_ch_gp_DS_Sp_ho,R_Hs_c_ct_ch_g_DS_SD_ro_t_h_t,R_Hse_cp_cty_ch_g_DS_Flt_apt,R_Hs_cop_cty_ch_gp_DS_Ot_dwel,R_Hse_coop_cty_ch_gp_DS_NS,R_Hse_coop_cty_ch_gp_Total,R_Ot_landld_typ_DS_Sep_house,R_O_LLd_typ_DS_SD_ro_tc_h_th,R_Ot_LLd_typ_DS_Flat_apart,R_Ot_landld_typ_DS_Oth_dwell,R_Ot_landld_typ_DS_not_stated,R_Ot_landld_typ_Total,R_Landld_typ_NS_DS_Sep_house,R_Ld_typ_NS_DS_SD_ro_tce_h_th,R_LLd_typ_NS_DS_Flat_apart,R_Landld_typ_NS_DS_Oth_dwell,R_Landld_typ_NS_DS_not_stated,R_Landld_typ_NS_Total,R_Tot_DS_Sep_house,R_Tot_DS_SemiD_ro_or_tce_h_th,R_Tot_DS_Flat_apart,R_Tot_DS_Oth_dwell,R_Tot_DS_not_stated,R_Tot_Total,Oth_ten_type_DS_Sep_house,Oth_ten_ty_DS_SD_ro_tce_h_th,Oth_ten_type_DS_Flat_apart,Oth_ten_type_DS_Oth_dwell,Oth_ten_type_DS_not_stated,Oth_ten_type_Total,Ten_type_NS_DS_Sep_house,Ten_ty_NS_DS_SD_ro_tce_h_t,Ten_ty_NS_DS_Flat_apart,Ten_type_NS_DS_Oth_dwell,Ten_type_NS_DS_not_stated,Ten_type_NS_Total,Total_DS_Sep_house,Total_DS_SemiD_ro_or_tce_h_th,Total_DS_Flat_apart,Total_DS_Oth_dwell,Total_DS_not_stated,Total_Total
POA2298,887,43,17,0,0,948,1003,70,28,0,0,1096,505,142,207,9,11,869,73,122,89,0,0,287,215,33,44,3,4,297,7,11,15,0,0,24,9,4,10,0,0,16,10,0,3,0,0,16,818,311,362,9,15,1518,21,3,4,0,0,27,70,14,37,0,0,125,2783,439,451,11,20,3707
POA2299,1052,96,27,3,3,1180,967,68,25,0,0,1060,550,283,212,3,4,1047,128,119,124,0,0,362,227,68,77,0,5,380,10,13,3,0,0,28,17,3,8,0,0,34,6,3,5,0,0,19,937,493,420,3,14,1867,18,3,4,0,3,25,75,24,7,0,0,105,3047,683,481,6,15,4236
POA2300,286,337,491,0,5,1121,235,327,421,0,3,986,56,390,1106,8,10,1564,10,123,338,0,3,474,36,105,240,0,3,385,0,0,8,0,0,14,0,7,24,0,0,40,4,0,13,0,0,17,109,636,1724,8,21,2490,10,14,4,0,0,22,23,23,80,3,5,136,663,1333,2726,13,26,4754
POA2302,0,3,44,0,0,52,0,3,47,0,0,51,6,0,112,4,0,116,0,0,19,0,0,19,0,0,24,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,152,4,0,161,0,0,0,0,0,0,0,0,4,0,3,11,3,4,256,4,3,270
POA2303,970,169,17,0,4,1159,719,109,20,3,0,856,371,189,91,29,9,685,3,134,418,0,0,551,129,58,36,0,7,235,4,20,18,0,0,45,10,5,5,0,0,17,10,8,12,0,0,34,529,415,578,27,12,1562,11,15,15,0,3,37,56,25,40,0,0,119,2277,728,668,35,24,3736
POA2304,1355,125,10,3,3,1487,1796,123,11,3,7,1938,850,373,161,21,13,1414,19,214,131,0,3,369,387,50,35,7,5,486,23,29,21,0,0,82,33,0,0,3,3,41,21,6,3,0,0,32,1326,689,356,25,25,2418,21,3,6,0,0,35,94,35,28,3,7,166,4587,972,409,42,36,6046
POA2305,1513,154,32,3,3,1706,1601,78,32,0,0,1713,467,142,171,4,0,790,39,72,15,0,0,125,180,57,66,3,3,309,0,19,7,0,0,27,3,5,5,0,0,18,10,3,3,0,0,15,709,297,264,8,5,1280,10,3,0,0,0,19,70,20,13,0,0,103,3909,553,339,6,7,4815
POA2306,107,0,0,0,0,112,135,13,0,0,0,147,71,36,0,0,0,106,577,177,72,0,0,824,53,6,0,0,0,54,7,3,21,0,0,33,6,0,0,0,0,4,3,0,0,0,0,6,709,222,98,3,0,1030,4,3,0,0,0,11,34,5,0,0,0,48,988,247,104,3,0,1343
POA2307,416,54,3,0,3,475,444,41,3,0,3,488,182,107,14,0,5,301,33,52,0,0,0,83,102,16,3,0,0,123,3,19,0,0,0,23,6,6,3,0,0,13,0,0,0,0,0,0,324,192,15,0,10,541,4,10,0,0,0,16,37,6,0,0,3,49,1222,305,23,0,12,1561
POA2308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA2311,160,0,0,8,0,167,76,0,0,0,0,73,16,0,0,0,0,16,0,0,0,0,0,0,25,0,0,0,0,29,0,0,0,0,0,0,11,0,0,0,0,9,13,0,0,0,0,13,64,0,0,4,0,71,3,0,0,0,0,3,10,0,0,0,0,10,310,0,0,9,0,321
POA2312,228,0,0,4,0,230,174,0,0,0,0,176,52,0,0,0,0,52,0,0,0,0,0,0,28,0,3,0,0,36,0,0,0,0,0,0,7,0,0,0,0,10,3,0,0,0,0,3,87,0,7,0,0,93,0,0,0,0,0,0,13,0,0,0,0,13,509,3,7,11,0,521
POA2314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA2315,1713,545,163,17,11,2456,1057,215,49,7,4,1341,457,390,238,3,5,1102,6,42,30,0,0,80,153,87,45,0,8,280,6,36,0,0,0,42,63,37,3,0,3,113,14,5,3,0,0,28,703,598,324,7,17,1644,10,61,4,0,3,75,74,45,17,0,3,142,3553,1468,558,35,43,5658
POA2316,754,40,0,107,16,918,587,46,0,4,3,644,188,101,0,0,0,288,0,4,0,0,0,3,81,17,3,3,0,101,3,0,0,0,0,3,16,3,0,9,3,29,4,0,0,4,0,9,293,121,4,15,4,432,15,0,0,0,0,15,46,0,0,9,3,56,1693,209,4,131,24,2066
POA2317,711,362,58,16,3,1151,455,111,15,0,3,588,163,174,56,0,0,401,5,18,27,0,0,52,69,50,13,0,0,134,0,25,4,0,0,28,32,15,0,4,3,51,6,4,0,0,0,10,276,281,108,8,6,674,0,38,15,0,0,49,28,33,6,5,4,75,1470,826,204,29,12,2536
POA2318,1230,65,3,9,3,1306,1722,11,4,3,4,1738,421,21,3,0,0,446,14,0,0,0,0,14,136,4,0,0,0,150,6,0,0,0,0,6,184,0,0,0,0,188,7,0,0,0,0,7,762,28,4,4,0,805,16,0,0,0,0,19,92,3,0,0,3,95,3816,105,10,12,10,3963
POA2319,980,47,3,5,0,1035,764,19,3,0,0,789,402,61,23,5,0,494,5,0,0,0,0,8,116,8,4,4,0,134,0,16,0,0,0,21,18,0,0,0,0,16,6,0,0,0,0,10,554,87,31,11,3,683,10,4,0,0,0,14,77,4,0,0,0,85,2377,155,43,17,5,2596
POA2320,3232,174,11,16,3,3442,4539,87,8,17,4,4657,1772,437,98,17,12,2334,321,116,47,0,0,486,425,46,5,3,0,485,9,15,13,0,0,31,55,9,3,27,0,96,43,3,0,0,0,48,2618,633,160,43,16,3473,49,43,0,0,0,97,235,28,5,3,89,357,10672,969,194,78,112,12028
POA2321,1368,64,4,8,97,1544,1984,29,4,6,10,2034,820,108,11,3,4,950,20,0,0,0,0,20,145,17,0,0,0,168,0,0,0,0,0,5,24,0,0,0,4,25,23,3,0,0,4,28,1026,125,18,3,13,1189,20,57,0,0,15,91,81,6,0,3,16,101,4473,281,26,25,149,4954
POA2322,2035,44,0,48,4,2131,2603,48,0,3,5,2662,661,113,34,0,3,809,232,34,9,0,0,274,277,24,3,4,3,308,15,13,3,0,0,27,119,4,3,32,4,164,16,0,0,0,0,18,1313,179,50,39,10,1597,24,0,0,3,0,26,105,0,0,0,3,113,6081,279,55,96,20,6529
POA2323,2661,170,22,11,34,2904,3128,114,18,3,5,3269,1015,497,233,0,3,1742,384,182,59,5,3,631,315,74,22,3,3,420,15,12,11,0,4,46,110,3,11,13,3,145,17,9,3,0,0,29,1855,776,334,26,18,3009,26,11,0,0,39,72,150,40,11,8,13,218,7809,1104,388,50,117,9467
POA2324,2834,181,33,101,11,3150,2430,115,13,19,4,2580,901,393,73,9,9,1378,440,107,13,0,0,556,329,56,13,13,0,410,25,6,5,0,0,45,112,8,0,35,0,159,45,9,3,0,0,57,1852,575,107,63,5,2607,151,5,3,5,3,158,180,30,31,113,10,363,7442,905,180,298,34,8858
POA2325,3144,135,3,9,19,3314,3160,38,4,8,8,3216,1361,383,73,12,15,1847,216,144,39,0,0,401,431,43,8,3,5,490,4,32,0,0,0,41,49,15,0,0,0,63,41,7,0,0,0,52,2111,620,121,15,22,2883,44,29,0,0,0,76,225,72,6,3,9,312,8680,888,137,30,62,9807
POA2326,857,50,0,3,0,917,974,7,0,0,3,984,234,28,6,0,0,274,90,4,0,0,0,97,146,9,6,0,0,168,0,0,0,0,0,0,12,12,0,0,0,23,16,0,0,0,0,16,504,56,15,0,0,578,19,0,0,0,0,18,64,5,0,0,0,71,2416,121,15,9,9,2566
POA2327,910,40,0,0,0,953,899,17,4,0,0,917,374,179,51,0,3,609,41,46,30,0,0,119,142,9,9,0,0,158,6,3,0,0,0,9,11,0,0,0,0,14,8,0,0,0,0,11,589,244,93,0,9,932,10,0,0,0,0,11,82,11,7,0,0,98,2491,318,99,3,7,2921
POA2328,286,27,0,3,3,319,274,0,0,0,5,281,102,15,10,0,5,127,3,0,0,0,0,3,53,0,0,0,0,51,0,0,0,0,0,0,25,0,0,0,5,31,13,0,0,0,0,18,202,14,17,0,9,240,6,9,0,0,3,25,24,4,16,0,3,41,794,55,26,3,24,899
POA2329,303,0,7,0,6,314,191,0,0,0,0,195,71,0,10,0,0,82,3,0,9,0,0,10,70,0,0,0,3,69,0,0,3,0,0,3,45,0,0,0,0,51,24,0,0,0,0,22,205,3,22,0,4,240,7,0,0,0,0,10,28,0,0,0,0,33,740,3,32,6,16,783
POA2330,1950,73,30,28,8,2093,2453,82,28,3,9,2578,878,301,143,0,8,1327,239,39,38,0,0,312,216,24,8,0,4,256,3,4,0,0,0,10,128,7,3,26,8,169,39,5,3,0,0,46,1495,380,196,26,19,2118,44,5,3,0,0,53,124,15,8,3,5,159,6059,554,266,62,50,6997
POA2331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA2333,1152,35,7,15,3,1210,1510,30,6,0,3,1545,1020,309,10,0,6,1347,184,87,3,0,0,268,228,20,3,0,0,244,20,16,0,0,0,37,41,3,0,0,0,51,29,6,0,0,0,43,1528,442,15,4,7,1998,16,3,0,0,0,19,103,16,0,3,7,127,4301,520,28,20,21,4896
POA2334,264,0,0,3,0,274,445,0,0,0,0,445,153,12,3,0,0,166,0,0,0,0,0,0,47,0,0,0,0,47,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,212,12,3,0,0,227,4,0,0,0,0,4,24,0,0,0,0,23,948,9,3,3,3,972
POA2335,572,9,0,0,5,592,904,7,3,0,17,926,263,57,15,0,4,343,0,0,0,0,0,0,92,3,7,3,0,104,0,0,0,0,0,0,3,0,0,0,0,10,5,0,0,0,0,7,373,65,19,3,4,468,8,0,0,0,0,8,48,3,3,0,0,55,1902,93,26,5,27,2053
POA2336,306,0,0,30,0,343,302,0,4,5,0,313,81,4,30,0,0,119,11,0,0,0,0,11,73,0,8,3,0,82,5,0,0,0,0,5,22,0,0,5,4,31,15,0,0,0,0,15,204,4,39,10,4,263,8,0,0,0,0,5,20,0,3,0,0,28,844,8,44,40,14,951
POA2337,897,9,21,7,11,953,928,4,10,3,3,955,277,47,62,0,0,391,69,3,32,0,0,101,168,3,8,0,3,189,22,0,7,0,0,28,82,5,8,8,3,104,29,0,0,0,0,31,640,65,116,8,6,841,22,0,0,0,0,18,52,3,9,0,0,71,2540,81,154,21,25,2829
POA2338,236,0,0,0,0,241,161,0,0,0,0,161,53,0,0,0,0,56,3,0,5,0,0,7,45,0,0,0,0,53,0,0,0,0,0,0,22,0,0,0,0,22,10,0,0,0,0,10,134,0,13,0,4,153,10,0,0,0,0,10,11,0,0,0,0,11,555,0,13,0,4,572
POA2339,105,0,0,0,0,102,62,0,0,0,0,62,15,0,0,0,0,15,0,0,0,0,0,0,22,0,0,0,0,22,0,0,0,0,0,0,12,0,0,0,0,12,4,0,0,0,0,4,53,0,0,0,0,52,6,0,0,0,0,6,9,0,0,0,0,9,235,0,0,0,0,235
POA2340,5282,228,23,80,24,5634,5354,94,10,43,23,5523,2345,938,202,76,23,3582,374,182,75,100,5,749,919,116,17,18,15,1084,39,37,6,3,0,87,173,17,9,19,12,232,105,16,0,4,0,131,3960,1318,311,216,54,5861,99,18,3,6,8,132,402,108,19,16,11,560,15098,1770,366,357,111,17710
POA2341,279,0,0,4,0,283,132,0,0,0,0,133,62,0,0,0,0,62,12,0,4,0,0,23,67,0,4,3,0,76,4,0,0,0,0,10,15,0,0,0,0,14,3,0,0,0,0,3,161,3,15,3,0,187,8,0,0,0,0,8,19,0,0,0,0,18,605,3,15,9,0,629
POA2342,63,0,0,0,0,65,52,0,0,0,0,59,3,0,0,0,0,3,0,0,0,0,0,0,16,0,0,0,0,16,0,0,0,0,0,0,16,0,0,0,0,16,3,0,0,0,0,3,37,0,0,0,0,37,0,0,0,0,0,0,3,0,0,0,0,3,167,0,0,3,0,164
POA2343,733,4,3,3,3,744,470,0,0,4,3,476,176,7,35,0,0,219,39,0,7,0,0,48,163,0,3,0,0,170,36,0,3,0,0,38,75,0,0,3,0,84,24,0,3,0,0,27,515,9,55,7,0,582,22,0,4,0,0,26,41,3,7,0,0,51,1781,14,65,13,4,1886
POA2344,101,0,0,6,0,101,97,0,0,0,0,102,10,0,0,0,0,11,0,0,0,0,0,0,15,0,0,0,0,15,0,0,0,0,0,0,8,0,0,0,0,8,3,0,0,0,0,3,40,0,0,0,0,42,8,0,0,0,0,8,9,0,0,0,0,6,246,0,3,6,0,255
POA2345,107,0,0,0,0,104,106,0,0,0,0,106,13,0,0,0,0,14,0,0,0,0,0,0,15,0,0,0,0,15,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,34,0,0,0,0,37,3,0,0,0,0,3,6,0,0,0,0,6,257,0,0,0,0,261
POA2346,506,0,0,8,3,518,308,0,0,3,3,313,152,0,20,0,0,171,0,3,4,0,0,5,79,0,7,0,0,84,0,0,0,0,0,0,26,0,0,0,0,28,14,0,3,0,0,17,270,3,36,0,0,313,7,0,0,0,0,7,46,0,4,3,0,57,1132,3,41,13,10,1203
POA2347,397,0,0,3,0,406,130,0,0,0,0,129,55,0,9,0,0,68,0,0,0,0,0,7,88,4,3,0,0,92,4,0,0,0,0,3,24,0,3,0,0,28,15,0,0,0,0,16,185,9,16,0,0,210,8,0,0,0,0,14,31,0,3,3,0,34,759,6,18,11,8,803
POA2350,2901,90,18,11,20,3042,2376,52,12,0,12,2457,1202,540,257,6,21,2019,260,95,109,0,0,460,450,53,45,3,10,560,53,11,35,0,0,98,81,6,3,4,3,99,51,9,0,3,0,67,2099,710,446,19,35,3312,58,3,9,0,6,74,164,30,24,5,10,232,7596,892,508,36,74,9106
POA2351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4
POA2352,377,4,3,7,0,390,379,0,0,4,0,386,105,16,0,0,0,125,0,0,0,0,0,0,62,0,5,0,0,68,0,0,0,0,0,0,3,0,0,0,0,3,14,0,0,0,0,14,182,18,7,0,0,211,7,0,0,0,0,7,20,0,0,0,0,25,968,25,12,11,3,1014
POA2353,160,9,0,3,0,165,139,0,0,0,0,139,13,0,0,0,0,13,0,0,0,0,0,0,15,0,0,0,0,23,0,8,0,0,0,8,5,0,0,13,0,15,4,0,0,0,0,4,36,10,0,17,0,63,3,8,0,0,0,5,16,4,0,3,0,20,351,22,0,16,0,398
POA2354,640,0,4,7,9,658,293,0,0,7,3,307,54,0,9,0,0,59,25,0,3,0,3,31,105,0,6,0,0,106,4,0,0,0,0,3,68,0,0,3,0,76,40,0,0,0,0,45,296,0,18,5,8,331,17,0,0,0,0,24,51,0,0,0,0,57,1300,3,24,16,23,1376
POA2355,108,0,0,4,3,117,76,0,0,0,0,76,6,0,0,0,0,6,0,0,0,0,0,0,21,0,0,0,0,23,0,0,0,0,0,0,10,0,0,0,0,10,3,0,0,0,0,3,47,0,0,0,0,49,7,0,0,0,0,7,11,0,0,0,0,10,243,0,0,7,3,258
POA2356,31,0,0,0,0,31,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,6,3,0,0,0,0,3,15,0,0,0,0,15,0,0,0,0,0,0,5,0,0,0,0,3,55,0,0,0,0,59
POA2357,671,10,0,9,8,694,359,5,3,3,14,386,119,6,26,3,0,156,63,0,3,0,0,62,116,0,3,0,0,124,12,13,0,0,0,18,20,0,4,3,0,30,15,0,0,0,0,18,340,25,41,4,3,415,15,0,0,0,0,22,45,4,0,0,3,54,1435,42,44,22,27,1571
POA2358,599,4,0,10,0,619,423,0,0,3,0,432,131,7,22,0,0,159,18,0,3,0,0,15,108,0,8,0,0,112,0,0,0,0,0,0,39,0,0,3,0,46,25,0,0,0,0,25,321,6,31,5,0,365,18,0,0,0,0,20,41,3,3,0,0,46,1403,12,29,23,4,1474
POA2359,118,0,0,0,0,120,70,0,0,3,0,75,17,0,0,0,0,19,0,0,0,0,0,0,24,0,0,0,0,28,3,0,0,0,0,3,13,0,0,0,0,13,5,0,0,0,0,5,58,0,0,3,0,61,6,0,0,0,0,6,7,0,0,0,0,7,269,0,0,3,0,272
POA2360,1796,21,31,19,24,1882,1544,5,10,10,15,1581,661,72,188,0,8,930,158,7,31,0,0,193,317,10,30,3,5,358,19,25,34,0,33,106,42,0,10,20,0,69,39,11,3,0,4,56,1225,119,293,21,47,1706,21,3,0,3,5,24,148,12,26,4,3,196,4725,164,351,50,98,5391
POA2361,178,0,0,4,3,178,69,0,0,0,0,74,15,3,0,0,0,14,0,0,0,0,0,0,29,0,0,0,0,29,4,0,0,0,0,4,3,0,0,0,0,5,6,0,0,0,0,11,58,3,0,0,0,68,4,0,0,0,0,4,8,0,0,6,0,19,320,0,3,15,3,344
POA2365,553,3,3,3,7,573,365,3,0,3,0,370,140,8,16,0,0,163,10,0,0,0,0,16,98,3,4,0,0,108,8,0,0,0,0,9,42,0,0,0,0,43,26,0,0,0,0,26,319,13,26,0,5,362,9,0,0,0,0,7,35,0,0,0,0,40,1284,21,29,8,12,1353
POA2369,147,3,0,3,0,148,86,0,0,0,0,92,8,0,0,0,0,8,17,0,6,0,0,23,18,0,0,3,0,21,4,0,0,0,0,4,5,0,0,0,0,5,0,0,0,0,0,5,55,0,3,3,0,65,0,0,0,0,0,7,12,0,0,0,0,12,298,3,3,8,3,317
POA2370,1141,3,7,10,17,1184,769,3,0,0,10,784,357,22,61,0,3,449,58,3,0,0,5,69,181,0,12,3,0,195,18,0,17,0,0,32,25,0,0,7,3,33,32,0,3,0,0,38,670,27,101,9,16,818,25,0,0,0,0,24,104,0,9,3,8,127,2708,31,115,27,47,2936
POA2371,276,0,0,7,0,282,102,0,0,0,0,102,19,0,0,0,0,19,0,0,0,0,0,0,26,0,3,0,0,29,0,0,0,0,0,0,10,0,0,0,0,12,9,0,0,0,0,6,64,0,5,0,3,69,8,0,0,0,0,8,20,0,0,0,3,21,465,0,5,8,6,489
POA2372,912,5,6,12,0,936,441,4,0,7,3,454,176,34,14,0,3,224,27,0,7,0,0,37,129,3,0,0,0,131,14,11,0,0,0,24,18,0,3,0,0,26,24,0,0,3,0,23,390,42,25,8,3,473,11,0,0,0,0,11,53,0,0,0,3,60,1815,53,30,23,14,1935
POA2379,49,0,0,3,0,49,29,0,0,0,0,28,5,0,0,0,0,5,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,7,0,0,0,0,8,5,0,0,0,0,5,29,0,0,0,0,28,3,0,0,0,0,3,7,0,0,0,0,7,110,0,0,3,0,115
POA2380,1221,36,19,7,0,1279,1150,3,10,4,10,1173,528,70,126,4,3,737,90,3,29,0,3,126,200,8,23,6,8,236,24,9,8,0,0,41,47,3,7,0,0,61,37,3,3,0,0,40,932,95,203,10,16,1250,17,15,0,0,0,32,100,13,14,0,3,130,3420,156,248,26,24,3869
POA2381,187,0,0,4,3,189,118,0,0,0,3,121,39,0,0,0,0,41,0,0,0,0,0,0,43,0,0,0,0,43,0,0,0,0,0,0,16,0,0,0,0,20,10,0,0,0,0,10,111,0,0,0,3,114,3,0,0,0,0,3,7,0,0,0,0,12,422,3,0,5,4,436
POA2382,191,0,0,9,0,201,111,0,0,3,0,114,50,0,12,0,0,56,0,0,0,0,0,0,56,0,0,0,0,58,0,0,3,0,0,3,24,0,0,0,0,25,10,0,0,0,0,16,144,0,13,0,0,160,7,0,0,0,0,7,17,0,3,0,0,19,469,0,16,7,3,500
POA2386,49,0,0,8,0,59,25,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,14,0,0,0,0,0,0,20,0,0,0,0,20,4,0,0,0,0,5,36,0,0,0,4,36,0,0,0,0,0,0,3,0,0,0,0,7,115,0,0,5,6,124
POA2387,24,0,0,0,0,24,8,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,15,3,0,0,0,0,3,21,0,0,0,0,23,7,0,0,0,0,7,0,0,0,0,0,0,62,0,0,0,7,64
POA2388,295,0,0,12,0,304,229,0,0,3,0,227,30,32,3,0,0,60,39,8,0,0,0,44,107,7,8,3,0,128,7,0,0,0,0,8,55,0,3,4,0,66,16,0,0,0,0,21,250,47,18,12,3,328,9,0,0,0,0,9,22,5,0,0,4,37,802,54,18,27,9,909
POA2390,1006,6,10,9,0,1041,952,6,6,3,7,975,202,62,77,0,3,351,84,0,36,0,0,122,250,8,32,3,3,295,20,3,14,0,0,37,85,0,15,3,3,100,31,3,3,0,0,38,669,78,182,11,11,945,14,4,0,0,0,19,98,9,15,7,0,120,2739,104,208,32,16,3105
POA2395,148,0,0,0,6,147,51,0,0,0,0,51,3,0,0,0,0,3,0,0,0,0,0,0,33,0,4,0,0,36,0,0,0,0,0,0,5,0,0,0,0,11,3,0,0,0,0,3,48,0,5,0,0,55,4,0,0,0,0,4,15,0,0,0,0,16,265,0,5,0,8,275
POA2396,166,0,0,7,0,179,69,0,0,0,0,65,3,0,0,0,0,3,13,0,3,0,0,13,51,0,6,0,0,59,3,0,0,0,0,3,13,0,0,0,0,15,7,0,0,0,0,7,95,0,8,0,0,100,6,0,0,0,0,6,10,0,0,0,0,12,346,3,11,9,0,360
POA2397,54,0,0,0,0,54,18,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,24,0,0,0,0,0,0,18,0,0,0,0,18,9,0,0,0,0,5,50,0,0,0,0,52,0,0,0,0,0,0,9,0,0,0,0,9,128,0,0,0,0,127
POA2398,33,0,0,0,0,33,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,16,0,0,0,0,0,0,7,0,0,0,0,5,3,0,0,0,0,5,24,0,0,4,0,24,0,0,0,0,0,0,4,0,0,0,0,4,74,0,0,4,0,83
POA2399,49,25,0,3,0,78,46,21,0,0,0,72,7,5,0,0,0,7,0,0,0,0,0,0,12,7,0,0,3,24,0,0,0,0,0,0,8,0,0,5,0,9,3,0,0,0,0,4,27,11,0,5,3,45,4,0,0,0,0,4,5,5,0,0,0,4,129,67,0,6,3,205
POA2400,858,45,27,26,5,962,857,36,18,8,6,917,384,47,195,3,0,622,183,5,82,0,0,273,185,9,23,6,0,229,48,0,21,0,0,72,140,7,20,15,3,178,36,3,4,3,0,51,978,76,343,25,9,1428,27,3,4,0,0,46,138,8,41,14,0,192,2860,162,435,64,20,3536
POA2401,47,0,0,0,0,50,38,0,0,0,0,39,3,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,6,0,0,0,0,6,4,0,0,0,0,4,22,0,0,0,0,22,0,0,0,0,0,0,7,0,0,0,0,7,112,0,0,0,3,116
POA2402,325,0,0,3,0,330,147,0,0,0,3,155,41,3,0,0,0,46,3,0,7,0,0,9,72,0,0,0,0,74,3,0,0,0,0,4,27,0,0,3,0,29,21,0,0,0,0,23,162,3,8,3,0,175,6,0,0,0,0,6,29,0,5,0,0,28,661,5,15,9,3,690
POA2403,117,0,0,0,3,123,70,0,0,0,3,69,16,0,0,0,0,16,0,0,0,0,0,0,22,0,0,0,0,22,0,0,0,0,0,0,6,0,0,0,0,9,3,0,0,0,0,3,44,0,0,0,0,43,7,0,0,0,0,7,11,0,0,0,0,11,244,0,0,0,5,256
POA2404,384,0,3,16,0,407,143,0,0,0,0,144,51,4,3,0,0,63,0,3,0,0,0,3,63,7,0,0,0,63,3,0,3,0,0,9,20,0,0,0,0,19,8,0,0,0,0,15,145,10,7,3,0,166,7,0,0,0,0,7,23,0,3,0,0,27,704,15,8,23,0,751
POA2405,74,0,0,0,0,76,28,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,34,0,0,0,0,34,16,0,0,0,0,16,59,0,0,0,0,59,7,0,0,0,0,7,7,0,0,0,0,7,176,0,0,0,0,176
POA2406,84,0,0,3,0,84,56,0,0,0,0,54,18,0,0,0,0,19,12,0,0,0,0,13,20,0,0,0,0,21,4,3,0,0,0,10,44,4,0,0,0,55,13,0,0,0,0,13,114,10,0,0,3,132,4,0,0,0,0,4,17,0,0,3,0,21,277,11,0,5,4,298
POA2408,42,0,0,0,0,44,20,0,0,0,0,20,4,0,0,0,0,4,0,0,0,0,0,0,8,0,0,0,0,14,0,0,0,0,0,0,28,0,0,0,0,28,4,0,0,0,0,4,50,0,0,0,0,50,3,0,0,0,0,3,7,0,0,0,0,4,122,0,0,3,0,124
